"id"	"成熟期"	"科名"	"抽穗或孕蕾"	"库编号"	"送种单位"	"枯黄"	"千粒重"	"发芽率"	"返青期"	"学名"	"原编号"	"省"	"生育天数"	"备注"	"材料来源"	"品种名称"	"开花期"	"播种期"	"收种期"	"统一编号"	"属名"	"材料原产地"	"株高"	"中名"
"582"	"7.25"	"Gramineae(禾本科)"	"--"	"I7B01996"	"北京畜牧所"	"--"	"0.40"	"--"	"3.27"	"Phleum pratense L.(猫尾草)"	"79-61"	"国外"	"118"	"--"	"加拿大"	"Champ"	"--"	"--"	"1992"	"猫尾Ⅱ-9"	"Phleum(梯牧草属)"	"加拿大"	"75.00"	"猫尾草"
"583"	"7.25"	"Gramineae(禾本科)"	"--"	"I7B01997"	"北京畜牧所"	"--"	"0.36"	"--"	"3.27"	"Phleum pratense L.(猫尾草)"	"79-89"	"国外"	"118"	"--"	"加拿大"	"克林麦克斯"	"--"	"--"	"1992"	"猫尾Ⅱ-10"	"Phleum(梯牧草属)"	"加拿大"	"75.00"	"猫尾草"
"584"	"6.10"	"Gramineae(禾本科)"	"--"	"I7B02804"	"北京畜牧所"	"--"	"0.37"	"--"	"3.15"	"Poa pratensis L.(草地早熟禾)"	"93-1"	"国外"	"87"	"--"	"美国"	"WASHINGTION"	"--"	"4.01"	"1993"	"早熟禾Ⅱ-43"	"Poa(早熟禾属)"	"美国"	"55.00"	"草地早熟禾"
"585"	"6.10"	"Gramineae(禾本科)"	"--"	"--"	"北京畜牧所"	"--"	"0.40"	"--"	"3.15"	"Poa pratensis L.(草地早熟禾)"	"93-14"	"国外"	"87"	"--"	"美国"	"MERIT"	"--"	"4.01"	"1993"	"早熟禾Ⅱ-44"	"Poa(早熟禾属)"	"美国"	"56.00"	"草地早熟禾"
"586"	"6.10"	"Gramineae(禾本科)"	"--"	"--"	"北京畜牧所"	"--"	"0.31"	"--"	"3.15"	"Poa pratensis L.(草地早熟禾)"	"93-19"	"国外"	"87"	"--"	"美国"	"--"	"--"	"4.01"	"1993"	"早熟禾Ⅱ-45"	"Poa(早熟禾属)"	"美国"	"50.00"	"草地早熟禾"
"587"	"6.09"	"Gramineae(禾本科)"	"--"	"--"	"北京畜牧所"	"--"	"0.25"	"--"	"11.17"	"Poa trivialis L.(粗茎早熟禾)"	"93-248"	"国外"	"70"	"1/4移栽大田"	"美国"	"--"	"--"	"11.10"	"1993"	"早熟禾Ⅱ-46"	"Poa(早熟禾属)"	"伊拉克"	"35.00"	"粗茎早熟禾"
"588"	"5.18"	"Gramineae(禾本科)"	"--"	"--"	"湖北畜牧所"	"--"	"0.22"	"--"	"3.05"	"Poa pratensis L.(草地早熟禾)"	"87-116"	"国外"	"74"	"夏眠"	"美国"	"肯塔基"	"--"	"--"	"1993"	"早熟禾Ⅱ-47"	"Poa(早熟禾属)"	"俄立岗州"	"38.40"	"草地早熟禾"
"589"	"9.14"	"Gramineae(禾本科)"	"--"	"--"	"北京畜牧所"	"--"	"20.00"	"--"	"5.23"	"Sorghum vulgare Pers.(高粱)"	"2614"	"国外"	"115"	"--"	"中农原子能所"	"丽欧"	"--"	"5.19"	"1992"	"高粱Ⅱ-13"	"Sorghum(高粱属)"	"美国"	"213.00"	"高粱"
"590"	"10.04"	"Gramineae(禾本科)"	"--"	"--"	"北京畜牧所"	"--"	"30.00"	"--"	"5.26"	"Sorghum vulgare Pers.(高粱)"	"89-120"	"国外"	"131"	"--"	"农场"	"Cirok"	"--"	"5.19"	"1992"	"高粱Ⅱ-14"	"Sorghum(高粱属)"	"匈亚利"	"191.00"	"高粱"
"591"	"7.13"	"Gramineae(禾本科)"	"--"	"I7B02029"	"北京畜牧所"	"--"	"--"	"--"	"3.20"	"Leymus angustus×Leymus Cinereus(窄颖赖草×灰赖草)"	"84-242"	"国外"	"115"	"秋播"	"美国"	"--"	"--"	"8.20"	"1992"	"赖草Ⅱ-13"	"Leymus(滨麦属)"	"美国"	"130.00"	"窄颖赖草×灰赖草"
"592"	"8.27"	"Gramineae(禾本科)"	"--"	"I7B01667"	"新疆八一农学院"	"--"	"54.50"	"--"	"--"	"Triticale astivum frome(小黑麦)"	"00355"	"国外"	"116"	"--"	"中国农科院"	"FH197"	"--"	"4.23"	"1990"	"小黑Ⅱ-4"	"Triticale"	"墨西哥"	"94.00"	"小黑麦"
"593"	"8.23"	"Gramineae(禾本科)"	"--"	"I7B01668"	"新疆八一农学院"	"--"	"50.20"	"--"	"--"	"Triticale astivum frome(小黑麦)"	"00364"	"国外"	"112"	"--"	"中国农科院"	"FH39"	"--"	"4.23"	"1990"	"小黑Ⅱ-5"	"Triticale"	"墨西哥"	"92.00"	"小黑麦"
"594"	"8.23"	"Gramineae(禾本科)"	"--"	"I7B01669"	"新疆八一农学院"	"--"	"47.00"	"--"	"--"	"Triticale astivum frome(小黑麦)"	"00363"	"国外"	"112"	"--"	"中国农科院"	"FH298"	"--"	"4.23"	"1990"	"小黑Ⅱ-6"	"Triticale"	"墨西哥"	"83.00"	"小黑麦"
"595"	"8.27"	"Gramineae(禾本科)"	"--"	"I7B01670"	"新疆八一农学院"	"--"	"61.00"	"--"	"--"	"Triticale astivum frome(小黑麦)"	"00388"	"国外"	"116"	"--"	"中国农科院"	"FH215"	"--"	"4.23"	"1990"	"小黑Ⅱ-7"	"Triticale"	"墨西哥"	"96.00"	"小黑麦"
"596"	"8.27"	"Gramineae(禾本科)"	"--"	"I7B01671"	"新疆八一农学院"	"--"	"60.00"	"--"	"--"	"Triticale astivum frome(小黑麦)"	"00424"	"国外"	"116"	"--"	"中国农科院"	"FH119"	"--"	"4.23"	"1990"	"小黑Ⅱ-8"	"Triticale"	"墨西哥"	"83.00"	"小黑麦"
"597"	"9.05"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"300.00"	"96.0"	"--"	"Zea mays L.(玉米)"	"00488"	"国外"	"120"	"--"	"新疆"	"英格58"	"--"	"4.17"	"1990"	"玉Ⅰ-16"	"Zea(玉蜀黍属)"	"美国"	"250.00"	"玉米"
"598"	"7.17"	"Chenopodiaceae(藜科)"	"--"	"--"	"兰州畜牧所"	"--"	"2.00"	"79.2"	"--"	"Beta vulgaris var macrorhiza(巨根甜菜)"	"兰735"	"国外"	"80"	"--"	"波兰大使馆"	"Marx"	"--"	"5.20"	"1990"	"甜菜Ⅰ-38"	"Beta(甜菜属)"	"波兰"	"--"	"巨根甜菜"
"599"	"7.18"	"Gramineae(禾本科)"	"--"	"--"	"草原所"	"--"	"3.33"	"56.7"	"3.28"	"Psathyrostachys perennis Keng(新麦草)"	"87-394"	"国外"	"112"	"野生"	"--"	"--"	"--"	"--"	"1991"	"新Ⅱ-10"	"Psathyrostachys(新麦草属)"	"--"	"99.00"	"新麦草"
"600"	"7.02"	"Gramineae(禾本科)"	"--"	"--"	"草原所"	"--"	"3.98"	"30.7"	"3.28"	"Psathyrostachys perennis Keng(新麦草)"	"IB327"	"国外"	"106"	"野生"	"中畜所"	"--"	"--"	"--"	"1991"	"新Ⅱ-11"	"Psathyrostachys(新麦草属)"	"美国"	"83.00"	"新麦草"
"601"	"6.28"	"Gramineae(禾本科)"	"--"	"--"	"草原所"	"--"	"0.18"	"88.7"	"3.28"	"Puccinellia chinampoensis Ohwi(朝鲜碱茅)"	"87-390"	"国外"	"93"	"野生"	"--"	"--"	"--"	"--"	"1991"	"碱Ⅱ-4"	"Puccinellia(碱茅属)"	"--"	"100.00"	"朝鲜碱茅"
"602"	"--"	"Gramineae(禾本科)"	"--"	"I7B01654"	"兰州畜牧所"	"--"	"2.60"	"97.7"	"--"	"Lolium multifiorum Lam.(多花黑麦草)"	"兰137"	"国外"	"--"	"--"	"美国"	"089TE"	"--"	"--"	"1990"	"黑Ⅱ-72"	"Lolium(黑麦草属)"	"美国"	"--"	"多花黑麦草"
"603"	"--"	"Gramineae(禾本科)"	"--"	"I7B01655"	"兰州畜牧所"	"--"	"2.40"	"89.7"	"--"	"Lolium multifiorum Lam.(多花黑麦草)"	"兰138"	"国外"	"--"	"--"	"美国"	"089SW"	"--"	"--"	"1990"	"黑Ⅱ-73"	"Lolium(黑麦草属)"	"美国"	"--"	"多花黑麦草"
"604"	"--"	"Gramineae(禾本科)"	"--"	"I7B01656"	"兰州畜牧所"	"--"	"4.00"	"87.7"	"--"	"Lolium perenne L.(多年生黑麦草)"	"兰139"	"国外"	"--"	"--"	"美国"	"089FR"	"--"	"--"	"1990"	"黑Ⅱ-74"	"Lolium(黑麦草属)"	"美国"	"--"	"多年生黑麦草"
"605"	"7.29"	"Gramineae(禾本科)"	"--"	"--"	"兰州畜牧所"	"--"	"3.60"	"73.8"	"--"	"Lolium multifiorum Lam.(多花黑麦草)"	"兰132"	"国外"	"--"	"--"	"--"	"TT-80"	"--"	"5.20"	"1990"	"黑Ⅱ-75"	"Lolium(黑麦草属)"	"--"	"43.80"	"多花黑麦草"
"606"	"7.29"	"Gramineae(禾本科)"	"--"	"--"	"兰州畜牧所"	"--"	"2.80"	"72.7"	"--"	"Lolium hybridum L."	"兰131"	"国外"	"--"	"--"	"美国"	"--"	"--"	"--"	"1990"	"黑Ⅱ-76"	"Lolium(黑麦草属)"	"美国"	"--"	"杂种黑麦草"
"607"	"6.10"	"Gramineae(禾本科)"	"--"	"I7B01657"	"湖北畜牧所"	"--"	"--"	"--"	"10.04"	"Lolium perenne L.(多年生黑麦草)"	"87-34"	"国外"	"248"	"--"	"澳大利亚"	"埃尔利特"	"--"	"9.29"	"1990"	"黑Ⅱ-77"	"Lolium(黑麦草属)"	"澳大利亚"	"76.30"	"多年生黑麦草"
"608"	"6.26"	"Gramineae(禾本科)"	"--"	"I7B01658"	"湖北畜牧所"	"--"	"--"	"--"	"10.04"	"Phalaris arundinacea L.(Yi草)"	"84-875"	"国外"	"246"	"--"	"澳大利亚"	"Siyolan"	"--"	"9.29"	"1990"	"YIⅡ-19"	"Phalaris(YI草属)"	"澳大利亚"	"146.00"	"*草"
"609"	"8.21"	"Gramineae(禾本科)"	"--"	"I7B01659"	"兰州畜牧所"	"--"	"1.00"	"85.0"	"3.16"	"Phleum pratense L.(猫尾草)"	"兰042"	"国外"	"--"	"--"	"中畜所"	"Kokuo"	"--"	"5.20"	"1990"	"猫Ⅱ-6"	"Phleum(梯牧草属)"	"加拿大"	"--"	"猫尾草"
"610"	"7.12"	"Gramineae(禾本科)"	"--"	"I7B01660"	"新疆八一农学院"	"--"	"0.46"	"98.5"	"3.31"	"Phleum pratense L.(猫尾草)"	"87-68"	"国外"	"103"	"--"	"新疆"	"巴休"	"--"	"4.15"	"1990"	"猫Ⅱ-7"	"Phleum(梯牧草属)"	"加拿大"	"94.00"	"猫尾草"
"611"	"8.29"	"Gramineae(禾本科)"	"--"	"I7B01661"	"兰州畜牧所"	"--"	"--"	"93.3"	"3.20"	"Phleum pratense L.(猫尾草)"	"兰041"	"国外"	"132"	"--"	"美国"	"Timfor"	"--"	"4.04"	"1990"	"猫Ⅱ-8"	"Phleum(梯牧草属)"	"美国"	"88.00"	"猎尾草"
"612"	"6.18"	"Gramineae(禾本科)"	"--"	"I7B01641"	"湖北畜牧所"	"--"	"--"	"--"	"10.04"	"Dactylis glomerata L.(鸭茅)"	"81-55"	"国外"	"256"	"--"	"澳大利亚"	"Porto"	"--"	"9.29"	"1990"	"鸭Ⅰ-31"	"Dactylis(鸭茅属)"	"澳大利亚"	"75.30"	"鸭茅"
"613"	"5.31"	"Gramineae(禾本科)"	"--"	"I7B01642"	"湖北畜牧所"	"--"	"--"	"--"	"10.16"	"Dactylis glomerata L.(鸭茅)"	"80-38"	"国外"	"225"	"--"	"中畜所"	"Latar"	"--"	"10.07"	"1990"	"鸭Ⅰ-36"	"Dactylis(鸭茅属)"	"美国"	"72.40"	"鸭茅"
"614"	"--"	"Gramineae(禾本科)"	"--"	"I7B01643"	"兰州畜牧所"	"--"	"2.90"	"69.3"	"--"	"Elymus junceus Nevski(俄罗斯野麦草)"	"兰046"	"国外"	"106"	"--"	"美国"	"Bozoisky"	"--"	"5.26"	"1990"	"披Ⅱ-70"	"Elymus(披碱草属)"	"美国"	"118.00"	"俄罗斯野麦草"
"615"	"--"	"Gramineae(禾本科)"	"--"	"I7B01644"	"兰州畜牧所"	"--"	"3.40"	"98.0"	"--"	"Elymus junceus Nevski(俄罗斯野麦草)"	"兰064"	"国外"	"103"	"--"	"中畜所"	"--"	"--"	"5.26"	"1990"	"披Ⅱ-71"	"Elymus(披碱草属)"	"加拿大"	"94.00"	"俄罗斯野麦草"
"616"	"8.23"	"Gramineae(禾本科)"	"--"	"--"	"草原所"	"--"	"7.14"	"80.3"	"4.26"	"Elytrigia intermedia (Host)Nevski(中间偃麦草)"	"IB1425"	"国外"	"119"	"--"	"草原所"	"--"	"--"	"--"	"1991"	"偃Ⅱ-53"	"Elytrigia(偃麦草属)"	"美国"	"107.00"	"中间偃麦草"
"617"	"6.05"	"Gramineae(禾本科)"	"--"	"I7B01646"	"湖北畜牧所"	"--"	"--"	"--"	"10.04"	"Lolium perenne L.(多年生黑麦草)"	"74-95"	"国外"	"243"	"--"	"澳大利亚"	"--"	"--"	"9.29"	"1990"	"黑30"	"Lolium(黑麦草属)"	"澳大利亚"	"74.60"	"多年生黑麦草"
"618"	"6.18"	"Gramineae(禾本科)"	"--"	"--"	"湖北畜牧所"	"--"	"--"	"--"	"10.04"	"Lolium perenne L.(多年生黑麦草)"	"87-33"	"国外"	"256"	"--"	"澳大利亚"	"--"	"--"	"9.29"	"1990"	"黑Ⅱ-62"	"Lolium(黑麦草属)"	"澳大利亚"	"73.50"	"多年生黑麦草"
"619"	"7.29"	"Gramineae(禾本科)"	"--"	"--"	"兰州畜牧所"	"--"	"2.10"	"86.7"	"3.16"	"Lolium perenne L.(多年生黑麦草)"	"兰050"	"国外"	"136"	"--"	"美国"	"Regal"	"--"	"5.20"	"1990"	"黑Ⅱ-63"	"Lolium(黑麦草属)"	"美国"	"46.60"	"多年生黑麦草"
"620"	"7.29"	"Gramineae(禾本科)"	"--"	"I7B01648"	"兰州畜牧所"	"--"	"2.20"	"89.0"	"3.13"	"Lolium perenne L.(多年生黑麦草)"	"兰055"	"国外"	"133"	"--"	"美国"	"Derby"	"--"	"5.20"	"1990"	"黑Ⅱ-64"	"Lolium(黑麦草属)"	"美国"	"41.60"	"多年生黑麦草"
"621"	"7.29"	"Gramineae(禾本科)"	"--"	"I7B01649"	"兰州畜牧所"	"--"	"2.10"	"96.3"	"3.16"	"Lolium perenne L.(多年生黑麦草)"	"兰053"	"国外"	"136"	"--"	"美国"	"Omegall"	"--"	"5.20"	"1990"	"黑Ⅱ-65"	"Lolium(黑麦草属)"	"美国"	"30.40"	"多年生黑麦草"
"622"	"7.29"	"Gramineae(禾本科)"	"--"	"I7B01684"	"兰州畜牧所"	"--"	"2.00"	"82.0"	"3.16"	"Lolium perenne L.(多年生黑麦草)"	"兰049"	"国外"	"136"	"--"	"美国"	"All stors"	"--"	"5.20"	"1990"	"黑Ⅱ-66"	"Lolium(黑麦草属)"	"美国"	"29.90"	"多年生黑麦草"
"623"	"7.29"	"Gramineae(禾本科)"	"--"	"I7B01685"	"兰州畜牧所"	"--"	"2.10"	"82.5"	"3.20"	"Lolium perenne L.(多年生黑麦草)"	"兰051"	"国外"	"136"	"--"	"美国"	"Manha ttan"	"--"	"5.20"	"1990"	"黑Ⅱ-67"	"Lolium(黑麦草属)"	"美国"	"30.50"	"多年生黑麦草"
"624"	"7.29"	"Gramineae(禾本科)"	"--"	"I7B01650"	"兰州畜牧所"	"--"	"2.10"	"94.7"	"3.20"	"Lolium perenne L.(多年生黑麦草)"	"兰048"	"国外"	"136"	"--"	"美国"	"Cator"	"--"	"5.20"	"1990"	"黑Ⅱ-68"	"Lolium(黑麦草属)"	"美国"	"27.50"	"多年生黑麦草"
"625"	"7.29"	"Gramineae(禾本科)"	"--"	"I7B01651"	"兰州畜牧所"	"--"	"2.20"	"95.3"	"3.16"	"Lolium multifiorum Lam.(多花黑麦草)"	"兰052"	"国外"	"139"	"--"	"美国"	"ACE"	"--"	"5.20"	"1990"	"黑Ⅱ-69"	"Lolium(黑麦草属)"	"美国"	"44.10"	"多花黑麦草"
"626"	"--"	"Gramineae(禾本科)"	"--"	"I7B01652"	"兰州畜牧所"	"--"	"4.00"	"83.7"	"--"	"Lolium multifiorum Lam.(多花黑麦草)"	"兰135"	"国外"	"--"	"--"	"美国"	"089AC"	"--"	"--"	"1990"	"黑Ⅱ-70"	"Lolium(黑麦草属)"	"美国"	"--"	"多花黑麦草"
"627"	"--"	"Gramineae(禾本科)"	"--"	"I7B01653"	"兰州畜牧所"	"--"	"4.00"	"94.7"	"--"	"Lolium multifiorum Lam.(多花黑麦草)"	"兰136"	"国外"	"--"	"--"	"美国"	"089Bl"	"--"	"--"	"1990"	"黑Ⅱ-71"	"Lolium(黑麦草属)"	"美国"	"--"	"多花黑麦草"
"628"	"7.10"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"3.36"	"91.3"	"3.30"	"Bromus inermis Leyss.(无芒雀麦)"	"72-21"	"国外"	"103"	"野生"	"新疆"	"玛格纳"	"--"	"4.15"	"1990"	"雀麦Ⅰ-3"	"Bromus(雀麦属)"	"加拿大"	"132.00"	"无芒雀麦"
"629"	"7.30"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"3.40"	"90.3"	"3.30"	"Bromus inermis Leyss.(无芒雀麦)"	"77-31"	"国外"	"103"	"野生"	"紫尼泉"	"卡尔登"	"--"	"4.15"	"1990"	"雀麦Ⅱ-40"	"Bromus(雀麦属)"	"加拿大"	"124.00"	"无芒雀麦"
"630"	"7.08"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"46.99"	"--"	"--"	"Hordeum vulgare L.(大麦)"	"大93-7"	"国外"	"76"	"--"	"八农二基部"	"莫特44"	"--"	"4.13"	"1993"	"大麦Ⅱ-49"	"Hordeum(大麦属)"	"美国"	"79.10"	"大麦"
"631"	"7.12"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"39.69"	"--"	"--"	"Hordeum vulgare L.(大麦)"	"大93-9"	"国外"	"81"	"--"	"八农二基部"	"F.B104"	"--"	"4.13"	"1993"	"大麦Ⅱ-51"	"Hordeum(大麦属)"	"匈亚利"	"86.40"	"大麦"
"632"	"7.12"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"40.13"	"--"	"--"	"Hordeum vulgare L.(大麦)"	"大93-10"	"国外"	"81"	"--"	"八农二基部"	"IFFI--9"	"--"	"4.13"	"1993"	"大麦Ⅱ-52"	"Hordeum(大麦属)"	"法国"	"80.70"	"大麦"
"633"	"7.08"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"47.17"	"--"	"--"	"Hordeum vulgare L.(大麦)"	"大93-11"	"国外"	"76"	"--"	"八农二基部"	"IFFI--1"	"--"	"4.13"	"1993"	"大麦Ⅱ-53"	"Hordeum(大麦属)"	"法国"	"75.40"	"大麦"
"634"	"7.08"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"35.80"	"--"	"--"	"Hordeum vulgare L.(大麦)"	"大93-12"	"国外"	"76"	"--"	"八农二基部"	"IFFI--8"	"--"	"4.13"	"1993"	"大麦Ⅱ-54"	"Hordeum(大麦属)"	"法国"	"77.00"	"大麦"
"635"	"7.08"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"43.83"	"--"	"--"	"Hordeum vulgare L.(大麦)"	"大93-13"	"国外"	"76"	"--"	"八农二基部"	"红光二棱"	"--"	"4.13"	"1993"	"大麦Ⅱ-55"	"Hordeum(大麦属)"	"日本"	"93.50"	"大麦"
"636"	"7.08"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"44.93"	"--"	"--"	"Hordeum vulgare L.(大麦)"	"大93-14"	"上海"	"76"	"--"	"八农二基部"	"泸麦 1号"	"--"	"4.13"	"1993"	"大麦Ⅱ-56"	"Hordeum(大麦属)"	"上海"	"96.00"	"大麦"
"637"	"7.05"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"43.44"	"--"	"--"	"Hordeum vulgare L.(大麦)"	"大93-15"	"江苏"	"73"	"--"	"八农二基部"	"盐矮早3号"	"--"	"4.13"	"1993"	"大麦Ⅱ-57"	"Hordeum(大麦属)"	"江苏"	"68.00"	"大麦"
"638"	"7.05"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"48.96"	"--"	"--"	"Hordeum vulgare L.(大麦)"	"大93-16"	"国外"	"73"	"--"	"八农二基部"	"早熟3号"	"--"	"4.13"	"1993"	"大麦Ⅱ-58"	"Hordeum(大麦属)"	"日本"	"79.80"	"大麦"
"639"	"7.03"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"47.01"	"--"	"--"	"Hordeum vulgare L.(大麦)"	"大93-17"	"国外"	"71"	"--"	"八农二基部"	"中熟1号"	"--"	"4.13"	"1993"	"大麦Ⅱ-59"	"Hordeum(大麦属)"	"日本"	"76.90"	"大麦"
"640"	"7.08"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"42.66"	"--"	"--"	"Hordeum vulgare L.(大麦)"	"大93-19"	"国外"	"76"	"--"	"八农二基部"	"NS--294"	"--"	"4.13"	"1993"	"大麦Ⅱ-61"	"Hordeum(大麦属)"	"南斯拉夫"	"69.90"	"大麦"
"641"	"7.05"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"43.62"	"--"	"--"	"Hordeum vulgare L.(大麦)"	"大93-20"	"国外"	"73"	"--"	"八农二基部"	"NS--292"	"--"	"4.13"	"1993"	"大麦Ⅱ-62"	"Hordeum(大麦属)"	"南斯拉夫"	"71.30"	"大麦"
"642"	"7.08"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"46.78"	"--"	"--"	"Hordeum vulgare L.(大麦)"	"大93-21"	"国外"	"76"	"--"	"八农二基部"	"NS--290"	"--"	"4.13"	"1993"	"大麦Ⅱ-63"	"Hordeum(大麦属)"	"南斯拉夫"	"69.30"	"大麦"
"643"	"7.08"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"42.62"	"--"	"--"	"Hordeum vulgare L.(大麦)"	"大93-22"	"国外"	"76"	"--"	"八农二基部"	"NS--299"	"--"	"4.13"	"1993"	"大麦Ⅱ-64"	"Hordeum(大麦属)"	"南斯拉夫"	"75.60"	"大麦"
"644"	"7.05"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"46.70"	"--"	"--"	"Hordeum vulgare L.(大麦)"	"大93-23"	"国外"	"73"	"--"	"八农二基部"	"NS--298"	"--"	"4.13"	"1993"	"大麦Ⅱ-65"	"Hordeum(大麦属)"	"南斯拉夫"	"71.60"	"大麦"
"645"	"6.28"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"43.99"	"--"	"--"	"Hordeum vulgare L.(大麦)"	"大93-26"	"国外"	"67"	"--"	"八农二基部"	"改良二条"	"--"	"4.13"	"1993"	"大麦Ⅱ-68"	"Hordeum(大麦属)"	"日本"	"69.00"	"大麦"
"646"	"6.28"	"Gramineae(禾本科)"	"--"	"--"	"新疆八一农学院"	"--"	"48.64"	"--"	"--"	"Hordeum vulgare L.(大麦)"	"大93-27"	"国外"	"67"	"--"	"八农二基部"	"关东二条"	"--"	"4.13"	"1993"	"大麦Ⅱ-69"	"Hordeum(大麦属)"	"日本"	"66.70"	"大麦"
"647"	"6.28"	"Gramineae(禾本科)"	"--"	"I7B02802"	"新疆八一农学院"	"--"	"46.19"	"--"	"--"	"Hordeum vulgare L.(大麦)"	"大93-28"	"国外"	"67"	"--"	"八农二基部"	"早熟5号"	"--"	"4.13"	"1993"	"大麦Ⅱ-70"	"Hordeum(大麦属)"	"日本"	"62.30"	"大麦"
"648"	"7.25"	"Leguminosae(豆科)"	"--"	"--"	"新疆八一农学院"	"--"	"56.90"	"--"	"--"	"Vicia sativa L.(野豌豆)"	"乌93-26"	"国外"	"103"	"--"	"八农草原系"	"--"	"--"	"4.13"	"1993"	"野豌Ⅱ-58"	"Vicia(野豌豆属)"	"日本"	"115.30"	"日本春苕子"
"649"	"7.10"	"Leguminosae(豆科)"	"--"	"--"	"新疆八一农学院"	"--"	"50.60"	"--"	"--"	"Vicia sativa L.(野豌豆)"	"乌93-39"	"国外"	"75"	"--"	"八农学院草原系"	"--"	"--"	"4.13"	"1993"	"野豌Ⅱ-59"	"Vicia(野豌豆属)"	"前苏联"	"72.00"	"苏联春苕子"
"650"	"7.16"	"Gramineae(禾本科)"	"--"	"I7B02498"	"新疆八一农学院"	"--"	"4.09"	"--"	"4.15"	"Arrhenatherum elatius (L.) Presl.(高燕麦草)"	"南92-54"	"国外"	"92"	"--"	"新疆八农南山科技站"	"--"	"--"	"4.22"	"1993"	"燕麦草Ⅱ-1"	"Arrhenatherum(燕麦草属)"	"西德"	"133.40"	"高燕麦草"
"651"	"11.10"	"Leguminosae(豆科)"	"--"	"I7B02030"	"广西畜牧所"	"--"	"2.69"	"--"	"5.12"	"Aeschynomene americana var. glandulosa(合萌)"	"91113"	"国外"	"181"	"耐劳、耐瘠"	"澳大利亚"	"--"	"--"	"4.22"	"1992"	"合萌Ⅱ-6"	"Aeschynomene(合萌属)"	"--"	"153.00"	"合萌"
"652"	"11.08"	"Leguminosae(豆科)"	"--"	"I7B02031"	"广西畜牧所"	"--"	"2.73"	"--"	"5.08"	"Aeschynomene americana var. glandulosa(合萌)"	"2023"	"国外"	"183"	"耐劳、怕冷"	"澳大利亚"	"--"	"--"	"4.24"	"1992"	"合萌Ⅱ-7"	"Aeschynomene(合萌属)"	"--"	"86.00"	"合萌"
"653"	"6.25"	"Leguminosae(豆科)"	"--"	"--"	"北京畜牧所"	"--"	"--"	"--"	"4.07"	"Astragalus cicer L.(鹰嘴紫云英)"	"86－273"	"国外"	"78"	"--"	"美国"	"monarch(蒙纳切)"	"--"	"8.20"	"1992"	"黄芪Ⅱ-17"	"Astragalus(黄芪属)"	"美国"	"40.00"	"鹰嘴紫云英"
"654"	"10.10"	"Leguminosae(豆科)"	"--"	"I7B02041"	"广西畜牧所"	"--"	"--"	"--"	"5.13"	"Cajanus Cajan (L.) Millsp.(木豆)"	"广西畜84-6"	"国外"	"149"	"怕渍"	"广西田东"	"黄豆树"	"--"	"5.07"	"1992"	"木豆Ⅱ-3"	"Cajanus(木豆属)"	"印尼"	"189.00"	"木豆"
"655"	"10.20"	"Leguminosae(豆科)"	"--"	"--"	"农科院北京畜牧所"	"--"	"1.20"	"--"	"4.01"	"Lespedeza cuneata G. Don(截叶铁扫帚)"	"84-709"	"国外"	"203"	"--"	"美国"	"阿帕罗"	"--"	"--"	"1992"	"胡枝Ⅱ-18"	"Lespedeza(胡枝子属)"	"苏联"	"40.00"	"绢毛胡枝子"
"656"	"7.10"	"Leguminosae(豆科)"	"--"	"I7B02050"	"北京畜牧所"	"--"	"1.21"	"--"	"4.01"	"Lotus corniculatus L.(百脉根)"	"85-41"	"国外"	"101"	"--"	"新西兰"	"马库(Maku)"	"--"	"--"	"1993"	"百脉Ⅱ-10"	"Lotus(百脉根属)"	"新西兰"	"60.00"	"百脉根"
"657"	"7.10"	"Leguminosae(豆科)"	"--"	"--"	"北京畜牧所"	"--"	"1.14"	"--"	"4.01"	"Lotus corniculatus L.(百脉根)"	"87-20"	"国外"	"101"	"--"	"美国"	"--"	"--"	"--"	"1993"	"百脉Ⅱ-11"	"Lotus(百脉根属)"	"美国"	"50.00"	"百脉根"
