"id"	"科名"	"品种名称"	"株精麻重"	"炭疽病"	"根结线虫病"	"中茎色"	"纤维亩产"	"株鲜茎重"	"保存单位"	"省"	"开花期"	"播种期"	"收种期"	"统一编号"	"出苗期"	"学名"	"花萼色"	"种千粒重"	"原麻亩产"	"花冠色"	"拉力"	"茎粗"	"现蕾期"	"属名"	"株原麻重"	"库编号"	"株干皮重"	"苗茎色"	"原产地"	"叶色"	"支数"	"花喉色"	"鲜皮厚"	"全生育天数"	"后茎色"	"干皮精麻率"	"株鲜皮重"	"备注"	"纤维收获期"	"叶柄色"	"译名"	"生长天数"	"种子来源"	"精麻亩产"	"花冠大小"	"株高"	"鲜茎干皮率"	"叶型"
"165"	"Malvaceae(棉葵科)"	"AS243"	"35.0"	"中"	"弱"	"微红"	"226"	"600.0"	"麻类所"	"国外"	"93.10.15"	"92.5.2"	"93.12.15"	"00000429"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"35.0"	"380.0"	"黄"	"38.0"	"1.93"	"93.9.20"	"Hibiscus(木槿属)"	"--"	"--"	"54.0"	"淡红"	"AOS"	"绿"	"297.0"	"红"	"1.41"	"223"	"淡红"	"--"	"200.0"	"--"	"93.10.5"	"微红"	"AS243"	"152"	"--"	"--"	"中"	"361"	"--"	"全"
"166"	"Malvaceae(棉葵科)"	"AS244"	"33.0"	"中"	"中"	"红"	"226"	"570.0"	"麻类所"	"国外"	"93.10.17"	"92.5.2"	"93.12.15"	"00000430"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"39.0"	"375.0"	"黄"	"41.0"	"1.38"	"93.9.22"	"Hibiscus(木槿属)"	"--"	"I3F00349"	"60.0"	"紫"	"AOS"	"深绿"	"214.0"	"紫"	"1.83"	"223"	"红"	"--"	"230.0"	"--"	"93.10.5"	"红"	"AS244"	"152"	"--"	"--"	"中"	"375"	"--"	"全"
"167"	"Malvaceae(棉葵科)"	"AS245"	"18.0"	"强"	"弱"	"紫"	"165"	"330.0"	"麻类所"	"国外"	"93.10.17"	"92.5.2"	"93.12.15"	"00000431"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"32.0"	"280.0"	"黄"	"41.0"	"1.44"	"93.9.23"	"Hibiscus(木槿属)"	"--"	"--"	"33.0"	"紫"	"AOS"	"深绿"	"226.0"	"紫"	"1.07"	"223"	"紫"	"--"	"125.0"	"--"	"93.10.5"	"红"	"AS245"	"152"	"--"	"--"	"中"	"284"	"--"	"全"
"168"	"Malvaceae(棉葵科)"	"AS246"	"16.0"	"弱"	"弱"	"紫"	"155"	"320.0"	"麻类所"	"国外"	"93.10.16"	"92.5.2"	"93.12.15"	"00000432"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"32.0"	"260.0"	"黄"	"40.0"	"1.72"	"93.9.21"	"Hibiscus(木槿属)"	"--"	"--"	"30.0"	"紫"	"AOS"	"深绿"	"208.0"	"紫"	"1.32"	"223"	"紫"	"--"	"120.0"	"--"	"93.10.5"	"紫"	"AS246"	"152"	"--"	"--"	"中"	"259"	"--"	"全"
"169"	"Malvaceae(棉葵科)"	"AS247"	"26.0"	"中"	"弱"	"淡红"	"221"	"530.0"	"麻类所"	"国外"	"93.10.16"	"92.5.2"	"93.12.15"	"00000433"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"绿"	"32.0"	"370.0"	"黄"	"49.0"	"1.73"	"93.9.21"	"Hibiscus(木槿属)"	"--"	"I3F00374"	"52.0"	"淡红"	"AOS"	"绿"	"194.0"	"红"	"1.33"	"223"	"淡红"	"--"	"175.0"	"--"	"93.10.5"	"微红"	"AS247"	"152"	"--"	"--"	"中"	"369"	"--"	"全"
"170"	"Malvaceae(棉葵科)"	"AS248"	"28.0"	"中"	"弱"	"淡红"	"212"	"520.0"	"麻类所"	"国外"	"93.10.16"	"92.5.2"	"93.12.15"	"00000434"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"绿"	"31.0"	"355.0"	"黄"	"46.0"	"1.81"	"93.9.21"	"Hibiscus(木槿属)"	"--"	"--"	"51.0"	"淡红"	"AOS"	"绿"	"216.0"	"红"	"1.36"	"223"	"淡红"	"--"	"200.0"	"--"	"93.10.5"	"微红"	"AS248"	"152"	"--"	"--"	"中"	"341"	"--"	"裂"
"171"	"Malvaceae(棉葵科)"	"AS249"	"15.0"	"中"	"弱"	"微红"	"140"	"350.0"	"麻类所"	"国外"	"93.10.20"	"92.5.2"	"93.12.20"	"00000435"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"绿"	"28.0"	"255.0"	"黄"	"41.0"	"1.50"	"93.9.19"	"Hibiscus(木槿属)"	"--"	"--"	"33.0"	"淡红"	"AOS"	"绿"	"304.0"	"红"	"1.05"	"228"	"微红"	"--"	"138.0"	"--"	"93.10.5"	"微红"	"AS249"	"152"	"--"	"--"	"中"	"284"	"--"	"全"
"172"	"Malvaceae(棉葵科)"	"G45"	"32.0"	"中"	"弱"	"淡红"	"225"	"570.0"	"麻类所"	"国外"	"93.10.22"	"92.5.2"	"93.12.23"	"00000436"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"33.0"	"375.0"	"黄"	"45.0"	"1.78"	"93.9.25"	"Hibiscus(木槿属)"	"--"	"--"	"65.0"	"红"	"GHA"	"绿"	"237.0"	"红"	"1.34"	"231"	"淡红"	"--"	"230.0"	"--"	"93.10.5"	"淡红"	"G45"	"152"	"--"	"--"	"中"	"367"	"--"	"全"
"173"	"Malvaceae(棉葵科)"	"GT51"	"28.0"	"中"	"弱"	"淡红"	"202"	"420.0"	"麻类所"	"国外"	"93.10.20"	"92.5.2"	"93.12.20"	"00000437"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"27.0"	"350.0"	"黄"	"42.0"	"1.64"	"93.9.25"	"Hibiscus(木槿属)"	"--"	"--"	"45.0"	"淡红"	"GHA"	"绿"	"250.0"	"紫"	"1.26"	"228"	"淡红"	"--"	"170.0"	"--"	"93.10.5"	"淡红"	"GT51"	"152"	"--"	"--"	"大"	"341"	"--"	"裂"
"174"	"Malvaceae(棉葵科)"	"RS-3"	"28.0"	"中"	"弱"	"淡红"	"221"	"400.0"	"麻类所"	"国外"	"93.10.20"	"92.5.2"	"93.12.20"	"00000438"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"绿"	"30.0"	"370.0"	"黄"	"43.0"	"1.54"	"93.9.25"	"Hibiscus(木槿属)"	"--"	"I3F00375"	"37.0"	"淡红"	"GHA"	"绿"	"236.0"	"紫"	"1.18"	"228"	"淡红"	"--"	"150.0"	"--"	"93.10.5"	"微红"	"RS-3"	"152"	"--"	"--"	"大"	"342"	"--"	"裂"
"175"	"Malvaceae(棉葵科)"	"RS-10"	"23.0"	"弱"	"弱"	"微红"	"215"	"430.0"	"麻类所"	"国外"	"93.10.20"	"92.5.2"	"93.12.20"	"00000439"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"绿"	"32.0"	"360.0"	"紫红"	"42.0"	"1.72"	"93.9.23"	"Hibiscus(木槿属)"	"--"	"--"	"35.0"	"淡红"	"GHA"	"绿"	"257.0"	"紫"	"1.28"	"228"	"微红"	"--"	"160.0"	"--"	"93.10.5"	"绿"	"RS-10"	"152"	"--"	"--"	"大"	"345"	"--"	"裂"
"176"	"Malvaceae(棉葵科)"	"GT-71"	"32.0"	"弱"	"中"	"绿"	"232"	"530.0"	"麻类所"	"国外"	"93.10.14"	"92.5.2"	"93.12.15"	"00000440"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"绿"	"34.0"	"385.0"	"黄"	"47.0"	"1.90"	"93.9.20"	"Hibiscus(木槿属)"	"--"	"I3F00376"	"55.0"	"绿"	"GHA"	"黄绿"	"250.0"	"红"	"1.40"	"223"	"绿"	"--"	"200.0"	"--"	"93.10.5"	"绿"	"GT-71"	"152"	"--"	"--"	"大"	"393"	"--"	"裂"
"177"	"Malvaceae(棉葵科)"	"GT-4"	"31.0"	"中"	"弱"	"微红"	"230"	"510.0"	"麻类所"	"国外"	"93.10.18"	"92.5.2"	"93.12.15"	"00000441"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"30.0"	"380.0"	"黄"	"43.0"	"1.90"	"93.9.23"	"Hibiscus(木槿属)"	"--"	"I3F00426"	"53.0"	"淡红"	"GHA"	"绿"	"232.0"	"红"	"1.30"	"223"	"淡红"	"--"	"205.0"	"--"	"93.10.5"	"绿"	"GT-4"	"152"	"--"	"--"	"大"	"386"	"--"	"全"
"178"	"Malvaceae(棉葵科)"	"GTM153"	"26.0"	"弱"	"弱"	"红"	"217"	"430.0"	"麻类所"	"国外"	"93.10.17"	"92.5.2"	"93.12.15"	"00000442"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"32.0"	"365.0"	"黄"	"47.0"	"1.75"	"93.9.21"	"Hibiscus(木槿属)"	"--"	"I3F00377"	"45.0"	"红"	"GHA"	"绿"	"271.0"	"红"	"1.22"	"223"	"红"	"--"	"170.0"	"--"	"93.10.5"	"微红"	"GTM153"	"152"	"--"	"--"	"大"	"344"	"--"	"裂"
"179"	"Malvaceae(棉葵科)"	"GTM153(2)"	"23.0"	"弱"	"弱"	"红"	"214"	"440.0"	"麻类所"	"国外"	"93.10.17"	"92.5.2"	"93.12.15"	"00000443"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"30.0"	"360.0"	"黄"	"41.0"	"1.81"	"93.9.21"	"Hibiscus(木槿属)"	"--"	"I3F00378"	"42.0"	"红"	"GHA"	"绿"	"264.0"	"红"	"1.10"	"223"	"红"	"--"	"160.0"	"--"	"93.10.5"	"淡红"	"GTM153(2)"	"152"	"--"	"--"	"大"	"338"	"--"	"全"
"180"	"Malvaceae(棉葵科)"	"KN8"	"23.0"	"中"	"弱"	"淡红"	"217"	"420.0"	"麻类所"	"国外"	"93.10.14"	"92.5.2"	"93.12.15"	"00000444"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"31.0"	"360.0"	"黄"	"49.0"	"1.63"	"93.9.20"	"Hibiscus(木槿属)"	"--"	"I3F00379"	"40.0"	"淡红"	"KEN"	"绿"	"248.0"	"红"	"1.09"	"223"	"淡红"	"--"	"160.0"	"--"	"93.10.5"	"微红"	"KN8"	"152"	"--"	"--"	"中"	"360"	"--"	"裂"
"181"	"Malvaceae(棉葵科)"	"KN9"	"26.0"	"中"	"弱"	"淡红"	"216"	"480.0"	"麻类所"	"国外"	"93.10.16"	"92.5.2"	"93.12.15"	"00000445"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"33.0"	"360.0"	"黄"	"41.0"	"1.74"	"93.9.21"	"Hibiscus(木槿属)"	"--"	"I3F00380"	"52.0"	"淡红"	"KEN"	"绿"	"246.0"	"红"	"1.40"	"223"	"淡红"	"--"	"200.0"	"--"	"93.10.5"	"微红"	"KN9"	"152"	"--"	"--"	"中"	"359"	"--"	"裂"
"182"	"Malvaceae(棉葵科)"	"KN10"	"28.0"	"中"	"弱"	"淡红"	"215"	"520.0"	"麻类所"	"国外"	"93.10.16"	"92.5.2"	"93.12.15"	"00000446"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"31.0"	"365.0"	"黄"	"41.0"	"1.68"	"93.9.22"	"Hibiscus(木槿属)"	"--"	"I3F00381"	"50.0"	"淡红"	"KEN"	"绿"	"231.0"	"红"	"1.35"	"223"	"淡红"	"--"	"185.0"	"--"	"93.10.5"	"微红"	"KN10"	"152"	"--"	"--"	"中"	"341"	"--"	"裂"
"183"	"Malvaceae(棉葵科)"	"KN11"	"23.0"	"中"	"弱"	"淡红"	"216"	"430.0"	"麻类所"	"国外"	"93.10.16"	"92.5.2"	"93.12.15"	"00000447"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"31.0"	"360.0"	"黄"	"50.0"	"1.58"	"93.9.22"	"Hibiscus(木槿属)"	"--"	"I3F00339"	"43.0"	"淡红"	"KEN"	"绿"	"284.0"	"红"	"1.27"	"223"	"淡红"	"--"	"160.0"	"--"	"93.10.5"	"微红"	"KN11"	"152"	"--"	"--"	"中"	"346"	"--"	"裂"
"184"	"Malvaceae(棉葵科)"	"KN12"	"28.0"	"中"	"中"	"淡红"	"221"	"510.0"	"麻类所"	"国外"	"93.10.14"	"92.5.2"	"93.12.13"	"00000448"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"33.0"	"370.0"	"黄"	"41.0"	"1.73"	"93.9.21"	"Hibiscus(木槿属)"	"--"	"I3F00350"	"49.0"	"淡红"	"KEN"	"绿"	"230.0"	"紫"	"1.26"	"221"	"淡红"	"--"	"190.0"	"--"	"93.10.5"	"微红"	"KN12"	"152"	"--"	"--"	"中"	"370"	"--"	"裂"
"185"	"Malvaceae(棉葵科)"	"KN34"	"24.0"	"中"	"弱"	"淡红"	"205"	"460.0"	"麻类所"	"国外"	"93.9.25"	"92.5.2"	"93.11.23"	"00000449"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"34.0"	"360.0"	"黄"	"38.0"	"1.56"	"93.9.1"	"Hibiscus(木槿属)"	"--"	"--"	"58.0"	"淡红"	"KEN"	"绿"	"266.0"	"紫"	"1.36"	"231"	"淡红"	"--"	"200.0"	"--"	"93.10.5"	"微红"	"KN34"	"152"	"--"	"--"	"中"	"353"	"--"	"--"
"186"	"Malvaceae(棉葵科)"	"KN135"	"30.0"	"弱"	"弱"	"淡红"	"226"	"500.0"	"麻类所"	"国外"	"93.10.10"	"92.5.2"	"93.12.8"	"00000450"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"33.0"	"375.0"	"黄"	"40.0"	"1.90"	"93.9.15"	"Hibiscus(木槿属)"	"--"	"I3F00382"	"53.0"	"红"	"KEN"	"深绿"	"235.0"	"红"	"1.10"	"216"	"淡红"	"--"	"180.0"	"--"	"93.10.5"	"淡红"	"KN135"	"152"	"--"	"--"	"大"	"370"	"--"	"裂"
"187"	"Malvaceae(棉葵科)"	"KN140"	"28.0"	"弱"	"弱"	"淡红"	"212"	"460.0"	"麻类所"	"国外"	"93.10.15"	"92.5.2"	"93.12.13"	"00000451"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"33.0"	"355.0"	"黄"	"40.0"	"1.85"	"93.9.20"	"Hibiscus(木槿属)"	"--"	"I3F00383"	"46.0"	"淡红"	"KEN"	"深绿"	"295.0"	"红"	"1.16"	"231"	"淡红"	"--"	"180.0"	"--"	"93.10.5"	"淡红"	"KN140"	"152"	"--"	"--"	"大"	"349"	"--"	"裂"
"188"	"Malvaceae(棉葵科)"	"KN141"	"30.0"	"中"	"弱"	"淡红"	"221"	"520.0"	"麻类所"	"国外"	"93.10.11"	"92.5.2"	"93.12.15"	"00000452"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"31.0"	"370.0"	"黄"	"40.0"	"1.83"	"93.9.22"	"Hibiscus(木槿属)"	"--"	"I3F00384"	"52.0"	"淡红"	"KEN"	"深绿"	"230.0"	"紫"	"1.30"	"223"	"淡红"	"--"	"175.0"	"--"	"93.10.5"	"淡红"	"KN141"	"152"	"--"	"--"	"大"	"369"	"--"	"裂"
"189"	"Malvaceae(棉葵科)"	"KN142"	"27.0"	"中"	"弱"	"淡红"	"222"	"440.0"	"麻类所"	"国外"	"93.10.16"	"92.5.2"	"93.12.15"	"00000453"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"29.0"	"370.0"	"黄"	"39.0"	"1.77"	"93.9.22"	"Hibiscus(木槿属)"	"--"	"I3F00340"	"45.0"	"淡红"	"KEN"	"深绿"	"225.0"	"紫"	"1.25"	"223"	"淡红"	"--"	"155.0"	"--"	"93.10.5"	"淡红"	"KN142"	"152"	"--"	"--"	"大"	"376"	"--"	"裂"
"190"	"Malvaceae(棉葵科)"	"KN250"	"27.0"	"中"	"弱"	"淡红"	"216"	"530.0"	"麻类所"	"国外"	"93.10.17"	"92.5.2"	"6..12.15"	"00000454"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"33.0"	"365.0"	"黄"	"39.0"	"1.84"	"93.9.21"	"Hibiscus(木槿属)"	"--"	"I3F00385"	"49.0"	"淡红"	"KEN"	"绿"	"216.0"	"紫"	"1.38"	"223"	"淡红"	"--"	"195.0"	"--"	"93.10.5"	"微红"	"KN250"	"152"	"--"	"--"	"中"	"354"	"--"	"裂"
"191"	"Malvaceae(棉葵科)"	"KN251"	"25.0"	"弱"	"弱"	"微红"	"212"	"510.0"	"麻类所"	"国外"	"93.10.18"	"92.5.2"	"93.12.20"	"00000455"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"绿"	"34.0"	"355.0"	"黄"	"41.0"	"1.78"	"93.9.21"	"Hibiscus(木槿属)"	"--"	"--"	"46.0"	"淡红"	"KEN"	"绿"	"239.0"	"紫"	"1.31"	"228"	"微红"	"--"	"182.0"	"--"	"93.10.5"	"微红"	"KN251"	"152"	"--"	"--"	"中"	"347"	"--"	"裂"
"192"	"Malvaceae(棉葵科)"	"PA255"	"12.0"	"弱"	"弱"	"微红"	"100"	"350.0"	"麻类所"	"国外"	"93.8.5"	"92.5.2"	"93.9.10"	"00000456"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"33.0"	"200.0"	"黄"	"34.0"	"1.20"	"93.7.13"	"Hibiscus(木槿属)"	"--"	"--"	"25.0"	"微红"	"PAK"	"绿"	"186.0"	"红"	"0.89"	"127"	"淡红"	"--"	"120.0"	"--"	"93.8.10"	"微红"	"PA255"	"96"	"--"	"--"	"中"	"263"	"--"	"裂"
"193"	"Malvaceae(棉葵科)"	"PA256"	"12.0"	"弱"	"弱"	"淡红"	"98"	"348.0"	"麻类所"	"国外"	"93.8.5"	"92.5.2"	"93.9.10"	"00000457"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"29.0"	"190.0"	"黄"	"37.0"	"1.22"	"93.7.13"	"Hibiscus(木槿属)"	"--"	"--"	"25.0"	"淡红"	"PAK"	"绿"	"190.0"	"红"	"0.94"	"127"	"淡红"	"--"	"118.0"	"--"	"93.8.10"	"微红"	"PA256"	"96"	"--"	"--"	"中"	"240"	"--"	"裂"
"194"	"Malvaceae(棉葵科)"	"PA257"	"18.0"	"弱"	"弱"	"红"	"105"	"370.0"	"麻类所"	"国外"	"94.7.30"	"92.5.3"	"94.9.5"	"00000458"	"94.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"28.0"	"200.0"	"黄"	"36.0"	"1.51"	"94.7.5"	"Hibiscus(木槿属)"	"--"	"--"	"35.0"	"红"	"PAK"	"深绿"	"198.0"	"红"	"1.22"	"123"	"红"	"--"	"150.0"	"--"	"94.8.5"	"红"	"PA257"	"92"	"--"	"--"	"小"	"230"	"--"	"全"
"195"	"Malvaceae(棉葵科)"	"PA258"	"18.0"	"弱"	"弱"	"绿"	"110"	"580.0"	"麻类所"	"国外"	"93.10.23"	"92.5.2"	"93.12.25"	"00000459"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"绿"	"30.0"	"220.0"	"黄"	"38.0"	"1.52"	"93.9.25"	"Hibiscus(木槿属)"	"--"	"I3F00386"	"37.0"	"绿"	"PAK"	"绿"	"208.0"	"紫"	"1.04"	"228"	"微红"	"--"	"240.0"	"--"	"93.10.5"	"绿"	"PA258"	"152"	"--"	"--"	"中"	"263"	"--"	"裂"
"196"	"Malvaceae(棉葵科)"	"PA259"	"19.0"	"弱"	"弱"	"红"	"112"	"430.0"	"麻类所"	"国外"	"93.9.18"	"92.5.2"	"93.11.8"	"00000460"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"35.0"	"230.0"	"黄"	"38.0"	"1.27"	"93.8.20"	"Hibiscus(木槿属)"	"--"	"I3F00387"	"38.0"	"红"	"PAK"	"深绿"	"201.0"	"紫"	"0.98"	"186"	"淡红"	"--"	"180.0"	"--"	"93.10.5"	"淡红"	"PA259"	"152"	"--"	"--"	"中"	"244"	"--"	"裂"
"197"	"Malvaceae(棉葵科)"	"PA261"	"19.0"	"弱"	"弱"	"红"	"112"	"440.0"	"麻类所"	"国外"	"93.8.27"	"92.5.2"	"93.10.15"	"00000461"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"30.0"	"230.0"	"黄"	"38.0"	"1.40"	"93.8.10"	"Hibiscus(木槿属)"	"--"	"I3F00388"	"38.0"	"红"	"PAK"	"深绿"	"200.0"	"红"	"1.08"	"162"	"红"	"--"	"190.0"	"--"	"93.9.4"	"淡红"	"PA261"	"152"	"--"	"--"	"中"	"243"	"--"	"裂"
"198"	"Malvaceae(棉葵科)"	"PA264"	"25.0"	"弱"	"中"	"绿"	"130"	"580.0"	"麻类所"	"国外"	"93.8.20"	"92.5.2"	"93.9.25"	"00000462"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"绿"	"35.0"	"250.0"	"黄"	"39.0"	"1.57"	"93.7.12"	"Hibiscus(木槿属)"	"--"	"I3F00389"	"50.0"	"绿"	"PAK"	"绿"	"215.0"	"黄"	"1.04"	"142"	"绿"	"--"	"250.0"	"--"	"93.8.10"	"绿"	"PA264"	"96"	"--"	"--"	"中"	"277"	"--"	"全"
"199"	"Malvaceae(棉葵科)"	"PA265"	"16.0"	"弱"	"中"	"淡红"	"110"	"460.0"	"麻类所"	"国外"	"93.8.10"	"92.5.2"	"93.9.20"	"00000463"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"绿"	"31.0"	"200.0"	"黄"	"35.5"	"1.30"	"93.7.15"	"Hibiscus(木槿属)"	"--"	"I3F00390"	"34.0"	"淡红"	"PAK"	"绿"	"198.0"	"黄"	"0.92"	"137"	"淡红"	"--"	"160.0"	"--"	"93.8.10"	"微红"	"PA265"	"96"	"--"	"--"	"中"	"235"	"--"	"裂"
"200"	"Malvaceae(棉葵科)"	"PA266"	"17.0"	"弱"	"弱"	"绿"	"110"	"410.0"	"麻类所"	"国外"	"93.8.23"	"92.5.2"	"93.9.25"	"00000464"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"绿"	"30.0"	"210.0"	"纯黄"	"39.2"	"1.42"	"93.7.10"	"Hibiscus(木槿属)"	"--"	"I3F00391"	"35.0"	"绿"	"PAK"	"黄绿"	"205.0"	"黄"	"1.01"	"142"	"绿"	"--"	"180.0"	"--"	"93.9.4"	"绿"	"PA266"	"121"	"--"	"--"	"小"	"248"	"--"	"全"
"201"	"Malvaceae(棉葵科)"	"PA268"	"19.0"	"中"	"弱"	"微红"	"115"	"410.0"	"麻类所"	"国外"	"93.9.1"	"92.5.2"	"93.10.2"	"00000465"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"绿"	"28.0"	"205.0"	"黄"	"41.0"	"1.21"	"93.8.15"	"Hibiscus(木槿属)"	"--"	"--"	"40.0"	"淡红"	"PAK"	"绿"	"206.0"	"红"	"1.01"	"149"	"淡红"	"--"	"180.0"	"--"	"93.9.4"	"微红"	"PA268"	"121"	"--"	"--"	"中"	"288"	"--"	"裂"
"202"	"Malvaceae(棉葵科)"	"PA270"	"20.0"	"弱"	"中"	"淡"	"120"	"480.0"	"麻类所"	"国外"	"93.9.1"	"92.5.2"	"93.10.2"	"00000466"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"35.0"	"230.0"	"黄"	"35.0"	"1.42"	"93.8.15"	"Hibiscus(木槿属)"	"--"	"I3F00392"	"40.0"	"红"	"PAK"	"绿"	"192.0"	"紫"	"0.96"	"149"	"淡红"	"--"	"190.0"	"--"	"93.9.4"	"微红"	"PA270"	"121"	"--"	"--"	"中"	"252"	"--"	"裂"
"203"	"Malvaceae(棉葵科)"	"PA271"	"16.0"	"弱"	"中"	"微红"	"110"	"490.0"	"麻类所"	"国外"	"93.9.1"	"92.5.2"	"93.10.2"	"00000467"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"39.0"	"220.0"	"黄"	"36.0"	"1.41"	"93.8.15"	"Hibiscus(木槿属)"	"--"	"I3F00393"	"33.0"	"淡红"	"PAK"	"绿"	"190.0"	"紫"	"1.06"	"149"	"淡红"	"--"	"120.0"	"--"	"93.9.4"	"微红"	"PA271"	"121"	"--"	"--"	"中"	"245"	"--"	"裂"
"204"	"Malvaceae(棉葵科)"	"PA272"	"17.0"	"中"	"弱"	"微红"	"112"	"430.0"	"麻类所"	"国外"	"93.9.1"	"92.5.2"	"93.10.2"	"00000468"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"36.0"	"220.0"	"黄"	"37.0"	"1.41"	"93.8.15"	"Hibiscus(木槿属)"	"--"	"--"	"36.0"	"淡红"	"PAK"	"绿"	"200.0"	"红"	"1.03"	"149"	"微红"	"--"	"170.0"	"--"	"93.9.4"	"微红"	"PA272"	"121"	"--"	"--"	"中"	"233"	"--"	"裂"
"205"	"Malvaceae(棉葵科)"	"PA273"	"13.0"	"弱"	"弱"	"微红"	"100"	"470.0"	"麻类所"	"国外"	"93.9.1"	"92.5.2"	"93.10.2"	"00000469"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"30.0"	"280.0"	"黄"	"34.0"	"1.39"	"93.8.15"	"Hibiscus(木槿属)"	"--"	"--"	"27.0"	"淡红"	"PAK"	"绿"	"182.0"	"紫"	"0.94"	"149"	"微红"	"--"	"170.0"	"--"	"93.9.4"	"微红"	"PA273"	"121"	"--"	"--"	"中"	"240"	"--"	"裂"
"206"	"Malvaceae(棉葵科)"	"PA274"	"20.0"	"弱"	"中"	"绿"	"106"	"530.0"	"麻类所"	"国外"	"93.7.20"	"92.5.2"	"93.8.25"	"00000470"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"绿"	"30.0"	"210.0"	"纯黄"	"35.0"	"1.47"	"93.7.23"	"Hibiscus(木槿属)"	"--"	"--"	"40.0"	"绿"	"PAK"	"黄绿"	"185.0"	"黄"	"1.14"	"111"	"绿"	"--"	"200.0"	"--"	"93.9.4"	"绿"	"PA274"	"121"	"--"	"--"	"大"	"242"	"--"	"全"
"207"	"Malvaceae(棉葵科)"	"PA275"	"10.0"	"弱"	"中"	"微红"	"62"	"300.0"	"麻类所"	"国外"	"93.8.10"	"92.5.2"	"93.9.15"	"00000471"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"33.0"	"120.0"	"黄"	"32.0"	"1.14"	"93.7.10"	"Hibiscus(木槿属)"	"--"	"I3F00394"	"22.0"	"淡红"	"PAK"	"绿"	"165.0"	"紫"	"0.87"	"132"	"淡红"	"--"	"90.0"	"--"	"93.9.4"	"微红"	"PA275"	"121"	"--"	"--"	"中"	"226"	"--"	"裂"
"208"	"Malvaceae(棉葵科)"	"PA276"	"19.0"	"弱"	"弱"	"微红"	"123"	"480.0"	"麻类所"	"国外"	"93.8.24"	"92.5.2"	"93.9.30"	"00000472"	"93.5.6"	"Hibiscus cannabinus L.(红麻)"	"点红"	"33.0"	"250.0"	"黄"	"39.0"	"1.35"	"93.8.05"	"Hibiscus(木槿属)"	"--"	"I3F00341"	"36.0"	"淡红"	"PAK"	"绿"	"198.0"	"紫"	"1.04"	"147"	"淡红"	"--"	"180.0"	"--"	"93.9.4"	"微红"	"PA276"	"121"	"--"	"--"	"中"	"248"	"--"	"裂"
