"id"	"科名"	"品种名称"	"株精麻重"	"炭疽病"	"根结线虫病"	"中茎色"	"纤维亩产"	"株鲜茎重"	"保存单位"	"省"	"开花期"	"播种期"	"收种期"	"统一编号"	"出苗期"	"学名"	"花萼色"	"种千粒重"	"原麻亩产"	"花冠色"	"拉力"	"茎粗"	"现蕾期"	"属名"	"株原麻重"	"库编号"	"株干皮重"	"苗茎色"	"原产地"	"叶色"	"支数"	"花喉色"	"鲜皮厚"	"全生育天数"	"后茎色"	"干皮精麻率"	"株鲜皮重"	"备注"	"纤维收获期"	"叶柄色"	"译名"	"生长天数"	"种子来源"	"精麻亩产"	"花冠大小"	"株高"	"鲜茎干皮率"	"叶型"
"296"	"Malvaceae(棉葵科)"	"ZF314"	"7.0"	"感"	"感"	"淡红"	"--"	"175.0"	"中国农科院麻类所"	"国外"	"7月下旬"	"04/26/89"	"8月下旬"	"00000217"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"26.0"	"160.0"	"黄"	"35.0"	"1.30"	"6月下旬"	"Hibiscus(木槿属)"	"17"	"I3F00265"	"--"	"淡红"	"ZAF"	"绿"	"260.0"	"红"	"0.90"	"115"	"红"	"41.2"	"70.0"	"--"	"7月下旬"	"浅红"	"ZF314"	"85"	"USA"	"70"	"小"	"250"	"9.7"	"全"
"297"	"Malvaceae(棉葵科)"	"ZF315"	"6.0"	"感"	"感"	"淡红"	"--"	"155.0"	"中国农科院麻类所"	"国外"	"6月下旬"	"04/26/89"	"7月下旬"	"00000218"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"30.0"	"155.0"	"黄"	"35.0"	"1.10"	"6月上旬"	"Hibiscus(木槿属)"	"16"	"I3F00178"	"--"	"淡红"	"ZAF"	"绿"	"250.0"	"红"	"0.80"	"85"	"红"	"37.5"	"65.0"	"--"	"7月上旬"	"浅红"	"ZF315"	"68"	"USA"	"60"	"小"	"220"	"10.3"	"裂"
"298"	"Malvaceae(棉葵科)"	"SD20"	"22.0"	"中"	"中"	"淡红"	"--"	"360.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000219"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"28.0"	"335.0"	"黄"	"41.0"	"1.70"	"9月中旬"	"Hibiscus(木槿属)"	"40"	"I3F00052"	"--"	"淡红"	"SDN"	"绿"	"265.0"	"红"	"1.30"	"230"	"红"	"55.0"	"160.0"	"--"	"9月下旬"	"浅红"	"SD20"	"145"	"USA"	"175"	"中"	"350"	"11.1"	"全"
"299"	"Malvaceae(棉葵科)"	"SD124"	"22.0"	"感"	"感"	"淡红"	"--"	"360.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000220"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"28.0"	"365.0"	"黄"	"42.0"	"1.60"	"9月中旬"	"Hibiscus(木槿属)"	"42"	"I3F00053"	"--"	"淡红"	"SDN"	"深绿"	"288.0"	"红"	"1.20"	"230"	"红"	"52.4"	"165.0"	"--"	"9月下旬"	"浅红"	"SD124"	"145"	"USA"	"190"	"中"	"370"	"11.7"	"裂"
"300"	"Malvaceae(棉葵科)"	"SD125"	"22.0"	"感"	"感"	"淡红"	"--"	"365.0"	"中国农科院麻类所"	"国外"	"11月上旬"	"04/26/89"	"12月中旬"	"00000221"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"32.0"	"360.0"	"黄"	"45.0"	"1.70"	"9月下旬"	"Hibiscus(木槿属)"	"43"	"--"	"--"	"绿"	"SDN"	"绿"	"282.0"	"紫红"	"1.30"	"230"	"淡红"	"51.2"	"170.0"	"--"	"9月下旬"	"绿"	"SD125"	"145"	"USA"	"180"	"中"	"350"	"11.8"	"全"
"301"	"Malvaceae(棉葵科)"	"SD131"	"23.0"	"感"	"感"	"红"	"--"	"370.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000222"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"33.0"	"355.0"	"黄"	"40.0"	"1.70"	"9月中旬"	"Hibiscus(木槿属)"	"43"	"--"	"--"	"淡红"	"SDN"	"绿"	"276.0"	"紫红"	"1.50"	"230"	"红"	"53.5"	"180.0"	"--"	"9月下旬"	"浅红"	"SD131"	"145"	"USA"	"180"	"中"	"370"	"11.6"	"裂"
"302"	"Malvaceae(棉葵科)"	"SD132"	"23.0"	"抗"	"中"	"淡红"	"--"	"380.0"	"中国农科院麻类所"	"国外"	"10月上旬"	"04/26/89"	"11月下旬"	"00000223"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"46.0"	"365.0"	"黄"	"40.0"	"1.80"	"9月上旬"	"Hibiscus(木槿属)"	"42"	"I3F00179"	"--"	"绿"	"SDN"	"绿"	"280.0"	"红"	"1.70"	"215"	"红"	"54.8"	"190.0"	"--"	"9月下旬"	"绿"	"SD132"	"145"	"USA"	"185"	"中"	"370"	"11.1"	"全"
"303"	"Malvaceae(棉葵科)"	"83-12"	"24.0"	"中"	"--"	"淡红"	"--"	"474.0"	"广东经作所"	"国外"	"9月上旬"	"04/01/89"	"10月下旬"	"00000224"	"04/05/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"25.0"	"225.0"	"黄"	"40.0"	"1.80"	"8月下旬"	"Hibiscus(木槿属)"	"41"	"--"	"--"	"淡红"	"SUN"	"绿"	"291.0"	"红"	"1.10"	"209"	"淡红"	"58.5"	"193.0"	"--"	"8月下旬"	"浅红"	"83-12"	"148"	"USA"	"134"	"中"	"334"	"8.6"	"全"
"304"	"Malvaceae(棉葵科)"	"83-13"	"19.0"	"感"	"--"	"淡红"	"--"	"306.0"	"广东经作所"	"国外"	"9月上旬"	"04/01/89"	"10月下旬"	"00000225"	"04/05/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"28.0"	"377.0"	"黄"	"30.0"	"1.60"	"8月下旬"	"Hibiscus(木槿属)"	"31"	"I3F00238"	"--"	"淡红"	"SUN"	"绿"	"232.0"	"红"	"1.00"	"209"	"淡红"	"61.3"	"125.0"	"--"	"8月下旬"	"浅红"	"83-13"	"148"	"USA"	"226"	"中"	"316"	"10.1"	"裂"
"305"	"Malvaceae(棉葵科)"	"83-14"	"--"	"感"	"--"	"淡红"	"--"	"--"	"广东经作所"	"国外"	"9月上旬"	"04/01/89"	"10月下旬"	"00000226"	"05/04/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"--"	"--"	"黄"	"--"	"--"	"8月下旬"	"Hibiscus(木槿属)"	"--"	"I3F00180"	"--"	"淡红"	"SUN"	"绿"	"--"	"红"	"--"	"209"	"淡红"	"--"	"--"	"--"	"8月下旬"	"浅红"	"83-14"	"148"	"USA"	"--"	"中"	"--"	"--"	"裂"
"306"	"Malvaceae(棉葵科)"	"83-15"	"32.0"	"感"	"--"	"淡红"	"--"	"529.0"	"广东经作所"	"国外"	"9月下旬"	"04/01/89"	"11月上旬"	"00000227"	"05/04/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"25.0"	"287.0"	"黄"	"37.0"	"1.90"	"8月下旬"	"Hibiscus(木槿属)"	"51"	"--"	"--"	"红"	"SUN"	"绿"	"218.0"	"红"	"1.20"	"214"	"淡红"	"62.7"	"223.0"	"--"	"8月下旬"	"浅红"	"83-15"	"148"	"USA"	"178"	"中"	"372"	"9.6"	"裂"
"307"	"Malvaceae(棉葵科)"	"83-17"	"18.0"	"中"	"--"	"淡红"	"--"	"367.0"	"广东经作所"	"国外"	"9月下旬"	"04/01/89"	"11月上旬"	"00000228"	"05/04/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"27.0"	"154.0"	"黄"	"32.0"	"2.20"	"9月上旬"	"Hibiscus(木槿属)"	"32"	"--"	"--"	"淡红"	"USA"	"绿"	"296.0"	"红"	"1.30"	"214"	"淡红"	"56.2"	"163.0"	"--"	"8月下旬"	"浅红"	"83-17"	"148"	"USA"	"91"	"中"	"389"	"8.7"	"裂"
"308"	"Malvaceae(棉葵科)"	"83-18"	"28.0"	"中"	"--"	"淡红"	"--"	"515.0"	"广东经作所"	"国外"	"9月中旬"	"04/01/89"	"10月下旬"	"00000229"	"05/04/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"28.0"	"331.0"	"黄"	"43.0"	"2.00"	"8月下旬"	"Hibiscus(木槿属)"	"49"	"--"	"--"	"淡红"	"USA"	"绿"	"207.0"	"红"	"1.20"	"209"	"淡红"	"57.1"	"260.0"	"--"	"8月下旬"	"浅红"	"83-18"	"148"	"USA"	"198"	"中"	"374"	"9.5"	"裂"
"309"	"Malvaceae(棉葵科)"	"83-19"	"29.0"	"感"	"--"	"淡红"	"--"	"484.0"	"广东经作所"	"国外"	"9月中旬"	"04/01/89"	"11月上旬"	"00000230"	"05/04/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"25.0"	"258.0"	"黄"	"42.0"	"1.90"	"8月下旬"	"Hibiscus(木槿属)"	"49"	"I3F00181"	"--"	"淡红"	"USA"	"绿"	"236.0"	"红"	"1.20"	"211"	"淡红"	"59.2"	"218.0"	"--"	"8月下旬"	"浅红"	"83-19"	"148"	"USA"	"155"	"中"	"367"	"10.1"	"裂"
"310"	"Malvaceae(棉葵科)"	"83-20"	"30.0"	"中"	"--"	"淡红"	"--"	"478.0"	"广东经作所"	"国外"	"11月上旬"	"04/01/89"	"12月上旬"	"00000231"	"05/04/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"28.0"	"345.0"	"兰"	"45.0"	"1.90"	"8月下旬"	"Hibiscus(木槿属)"	"50"	"I3F00239"	"--"	"淡红"	"USA"	"绿"	"251.0"	"紫红"	"1.20"	"240"	"淡红"	"60.0"	"219.0"	"--"	"8月下旬"	"浅红"	"83-20"	"148"	"USA"	"226"	"中"	"394"	"10.5"	"裂"
"311"	"Malvaceae(棉葵科)"	"BG145"	"20.0"	"中"	"感"	"淡红"	"--"	"360.0"	"中国农科院麻类所"	"国外"	"10月上旬"	"04/26/89"	"11月下旬"	"00000232"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"33.0"	"340.0"	"黄"	"43.0"	"1.50"	"9月上旬"	"Hibiscus(木槿属)"	"38"	"I3F00182"	"--"	"淡红"	"USA"	"深绿"	"280.0"	"红"	"1.10"	"215"	"红"	"52.6"	"160.0"	"--"	"9月下旬"	"浅红"	"BG145"	"145"	"USA"	"175"	"中"	"340"	"10.6"	"全"
"312"	"Malvaceae(棉葵科)"	"BG148"	"23.0"	"中"	"中"	"淡红"	"--"	"390.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000233"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"32.0"	"360.0"	"黄"	"37.0"	"1.70"	"9月中旬"	"Hibiscus(木槿属)"	"43"	"I3F00054"	"--"	"淡红"	"USA"	"绿"	"300.0"	"红"	"1.30"	"230"	"红"	"53.5"	"185.0"	"--"	"9月下旬"	"浅红"	"BG148"	"145"	"USA"	"185"	"中"	"360"	"11.0"	"全"
"313"	"Malvaceae(棉葵科)"	"BG149"	"16.0"	"中"	"感"	"红"	"--"	"340.0"	"中国农科院麻类所"	"国外"	"9月下旬"	"04/26/89"	"11月上旬"	"00000234"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"29.0"	"280.0"	"黄"	"45.0"	"1.60"	"8月下旬"	"Hibiscus(木槿属)"	"32"	"--"	"--"	"红"	"USA"	"绿"	"287.0"	"紫红"	"1.40"	"190"	"红"	"50.0"	"125.0"	"--"	"9月下旬"	"浅红"	"BG149"	"145"	"USA"	"142"	"中"	"340"	"9.4"	"裂"
"314"	"Malvaceae(棉葵科)"	"BG150"	"17.0"	"抗"	"感"	"红"	"--"	"340.0"	"中国农科院麻类所"	"国外"	"10月上旬"	"04/26/89"	"11月下旬"	"00000235"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"33.0"	"310.0"	"黄"	"38.0"	"1.80"	"9月上旬"	"Hibiscus(木槿属)"	"32"	"I3F00183"	"--"	"红"	"USA"	"绿"	"301.0"	"红"	"1.30"	"215"	"红"	"53.1"	"130.0"	"--"	"9月下旬"	"红"	"BG150"	"145"	"USA"	"165"	"中"	"340"	"9.4"	"裂"
"315"	"Malvaceae(棉葵科)"	"BG151"	"18.0"	"中"	"感"	"淡红"	"--"	"350.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000236"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"35.0"	"325.0"	"黄"	"36.0"	"1.80"	"9月中旬"	"Hibiscus(木槿属)"	"34"	"I3F00184"	"--"	"淡红"	"USA"	"深绿"	"307.0"	"红"	"1.50"	"230"	"红"	"52.9"	"140.0"	"--"	"9月下旬"	"浅红"	"BG151"	"145"	"USA"	"170"	"中"	"345"	"9.7"	"全"
"316"	"Malvaceae(棉葵科)"	"BG153"	"21.0"	"中"	"感"	"淡红"	"--"	"355.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000237"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"29.0"	"335.0"	"黄"	"45.0"	"1.80"	"9月中旬"	"Hibiscus(木槿属)"	"39"	"I3F00055"	"--"	"淡红"	"USA"	"绿"	"278.0"	"红"	"1.60"	"230"	"红"	"53.8"	"150.0"	"--"	"9月下旬"	"浅红"	"BG153"	"145"	"USA"	"170"	"中"	"350"	"11.0"	"裂"
"317"	"Malvaceae(棉葵科)"	"BG154"	"8.0"	"感"	"感"	"淡红"	"--"	"190.0"	"中国农科院麻类所"	"国外"	"7月上旬"	"04/26/89"	"8月上旬"	"00000238"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"32.0"	"220.0"	"黄"	"33.0"	"1.30"	"6月上旬"	"Hibiscus(木槿属)"	"17"	"I3F00185"	"--"	"淡红"	"USA"	"绿"	"260.0"	"红"	"0.90"	"95"	"淡红"	"47.1"	"60.0"	"--"	"7月下旬"	"浅红"	"BG154"	"85"	"USA"	"100"	"小"	"250"	"8.9"	"裂"
"318"	"Malvaceae(棉葵科)"	"BG155"	"25.0"	"感"	"感"	"淡红"	"--"	"420.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月上旬"	"00000239"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"36.0"	"365.0"	"黄"	"40.0"	"1.70"	"9月中旬"	"Hibiscus(木槿属)"	"45"	"I3F00186"	"--"	"淡红"	"USA"	"绿"	"271.0"	"红"	"1.30"	"220"	"淡红"	"55.6"	"175.0"	"--"	"9月下旬"	"绿"	"BG155"	"145"	"USA"	"190"	"大"	"370"	"10.7"	"全"
"319"	"Malvaceae(棉葵科)"	"BG156"	"21.0"	"中"	"感"	"淡红"	"--"	"370.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000240"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"35.0"	"305.0"	"黄"	"42.0"	"1.60"	"9月中旬"	"Hibiscus(木槿属)"	"38"	"I3F00187"	"--"	"淡红"	"USA"	"绿"	"275.0"	"紫红"	"1.40"	"230"	"红"	"55.3"	"150.0"	"--"	"9月下旬"	"绿"	"BG156"	"145"	"USA"	"160"	"中"	"350"	"10.3"	"裂"
"320"	"Malvaceae(棉葵科)"	"BG157"	"20.0"	"感"	"感"	"淡红"	"--"	"345.0"	"中国农科院麻类所"	"国外"	"10月上旬"	"04/26/89"	"11月中旬"	"00000241"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"28.0"	"300.0"	"黄"	"38.0"	"1.50"	"9月上旬"	"Hibiscus(木槿属)"	"37"	"I3F00188"	"--"	"淡红"	"USA"	"深绿"	"277.0"	"紫红"	"1.20"	"210"	"红"	"54.1"	"145.0"	"--"	"9月下旬"	"浅红"	"BG157"	"145"	"USA"	"160"	"中"	"350"	"10.7"	"裂"
"321"	"Malvaceae(棉葵科)"	"BG158"	"25.0"	"中"	"感"	"淡红"	"--"	"440.0"	"中国农科院麻类所"	"国外"	"10月上旬"	"04/26/89"	"11月中旬"	"00000242"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"29.0"	"370.0"	"黄"	"45.0"	"1.80"	"9月上旬"	"Hibiscus(木槿属)"	"46"	"I3F00189"	"--"	"淡红"	"USA"	"绿"	"285.0"	"红"	"1.70"	"215"	"红"	"54.3"	"200.0"	"--"	"9月下旬"	"浅红"	"BG158"	"145"	"USA"	"190"	"中"	"380"	"10.5"	"裂"
"322"	"Malvaceae(棉葵科)"	"BG159"	"21.0"	"中"	"感"	"淡红"	"--"	"370.0"	"中国农科院麻类所"	"国外"	"10月上旬"	"04/26/89"	"11月中旬"	"00000243"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"32.0"	"320.0"	"黄"	"42.0"	"1.60"	"9月上旬"	"Hibiscus(木槿属)"	"40"	"I3F00190"	"--"	"淡红"	"USA"	"绿"	"280.0"	"红"	"1.40"	"210"	"红"	"52.5"	"165.0"	"--"	"9月下旬"	"浅红"	"BG159"	"145"	"USA"	"165"	"中"	"360"	"10.8"	"裂"
"323"	"Malvaceae(棉葵科)"	"BG160"	"22.0"	"中"	"感"	"绿"	"--"	"400.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000244"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"31.0"	"345.0"	"黄"	"38.0"	"1.70"	"9月中旬"	"Hibiscus(木槿属)"	"41"	"I3F00056"	"--"	"绿"	"USA"	"绿"	"310.0"	"黄"	"1.50"	"230"	"淡红"	"53.7"	"170.0"	"--"	"9月下旬"	"绿"	"BG160"	"145"	"USA"	"180"	"中"	"380"	"10.3"	"裂"
"324"	"Malvaceae(棉葵科)"	"BG161"	"21.0"	"抗"	"感"	"红"	"--"	"380.0"	"中国农科院麻类所"	"国外"	"10月上旬"	"04/26/89"	"11月下旬"	"00000245"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"32.0"	"335.0"	"黄"	"42.0"	"1.50"	"9月上旬"	"Hibiscus(木槿属)"	"40"	"I3F00266"	"--"	"红"	"USA"	"深绿"	"286.0"	"紫红"	"1.20"	"215"	"红"	"52.5"	"160.0"	"--"	"9月下旬"	"紫红"	"BG161"	"145"	"USA"	"170"	"中"	"370"	"10.5"	"全"
"325"	"Malvaceae(棉葵科)"	"BG162"	"23.0"	"抗"	"感"	"绿"	"--"	"420.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000246"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"31.0"	"360.0"	"黄"	"39.0"	"1.90"	"9月中旬"	"Hibiscus(木槿属)"	"42"	"I3F00057"	"--"	"绿"	"USA"	"绿"	"298.0"	"黄"	"1.60"	"230"	"淡红"	"54.8"	"180.0"	"--"	"9月下旬"	"绿"	"BG162"	"145"	"USA"	"185"	"中"	"380"	"10.0"	"裂"
"326"	"Malvaceae(棉葵科)"	"BG163"	"25.0"	"中"	"感"	"红"	"--"	"420.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000247"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"32.0"	"390.0"	"黄"	"45.0"	"1.80"	"9月中旬"	"Hibiscus(木槿属)"	"45"	"I3F00058"	"--"	"红"	"USA"	"深绿"	"296.0"	"紫红"	"1.30"	"230"	"红"	"55.6"	"185.0"	"--"	"9月下旬"	"红"	"BG163"	"145"	"USA"	"190"	"中"	"390"	"10.7"	"裂"
"327"	"Malvaceae(棉葵科)"	"BG165"	"21.0"	"感"	"感"	"淡红"	"--"	"370.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000248"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"30.0"	"340.0"	"黄"	"43.0"	"1.70"	"9月中旬"	"Hibiscus(木槿属)"	"38"	"I3F00191"	"--"	"淡红"	"USA"	"绿"	"233.0"	"红"	"1.40"	"230"	"红"	"55.3"	"160.0"	"--"	"9月下旬"	"浅红"	"BG165"	"145"	"USA"	"175"	"中"	"360"	"10.3"	"裂"
"328"	"Malvaceae(棉葵科)"	"BG256"	"21.0"	"抗"	"感"	"绿"	"--"	"370.0"	"中国农科院麻类所"	"国外"	"10月上旬"	"04/26/89"	"11月中旬"	"00000249"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"33.0"	"300.0"	"黄"	"42.0"	"1.70"	"9月上旬"	"Hibiscus(木槿属)"	"38"	"I3F00059"	"--"	"绿"	"USA"	"绿"	"270.0"	"红"	"1.50"	"210"	"淡红"	"55.3"	"155.0"	"--"	"9月下旬"	"绿"	"BG256"	"145"	"USA"	"155"	"中"	"350"	"10.3"	"全"
"329"	"Malvaceae(棉葵科)"	"BG52-135"	"25.0"	"抗"	"中"	"淡红"	"--"	"440.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000250"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"32.0"	"385.0"	"黄"	"46.0"	"1.80"	"9月中旬"	"Hibiscus(木槿属)"	"48"	"I3F00240"	"--"	"淡红"	"USA"	"深绿"	"283.0"	"红"	"1.50"	"230"	"红"	"52.1"	"215.0"	"--"	"9月下旬"	"浅红"	"BG52-135"	"145"	"USA"	"200"	"中"	"380"	"10.9"	"裂"
"330"	"Malvaceae(棉葵科)"	"BG52-138"	"24.0"	"中"	"中"	"淡红"	"--"	"410.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000251"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"32.0"	"370.0"	"黄"	"47.0"	"1.70"	"9月中旬"	"Hibiscus(木槿属)"	"42"	"I3F00192"	"--"	"淡红"	"USA"	"绿"	"256.0"	"红"	"1.40"	"230"	"红"	"57.1"	"180.0"	"--"	"9月下旬"	"浅红"	"BG52-138"	"145"	"USA"	"190"	"中"	"380"	"10.2"	"全"
"331"	"Malvaceae(棉葵科)"	"BG291"	"22.0"	"中"	"感"	"红"	"--"	"400.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000252"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"40.0"	"335.0"	"黄"	"40.0"	"1.90"	"9月中旬"	"Hibiscus(木槿属)"	"42"	"--"	"--"	"红"	"USA"	"深绿"	"298.0"	"紫红"	"1.20"	"230"	"红"	"52.4"	"180.0"	"--"	"9月下旬"	"红"	"BG291"	"145"	"USA"	"170"	"中"	"380"	"10.5"	"裂"
"332"	"Malvaceae(棉葵科)"	"K325"	"24.0"	"抗"	"感"	"淡红"	"--"	"420.0"	"中国农科院麻类所"	"国外"	"11月上旬"	"04/26/89"	"12月中旬"	"00000253"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"33.0"	"360.0"	"黄"	"40.0"	"1.50"	"9月下旬"	"Hibiscus(木槿属)"	"45"	"I3F00193"	"--"	"淡红"	"USA"	"深绿"	"275.0"	"红"	"1.20"	"230"	"红"	"53.3"	"185.0"	"--"	"9月下旬"	"浅红"	"K325"	"145"	"USA"	"185"	"中"	"380"	"10.7"	"裂"
"333"	"Malvaceae(棉葵科)"	"K326"	"23.0"	"抗"	"感"	"淡红"	"--"	"400.0"	"中国农科院麻类所"	"国外"	"11月上旬"	"04/26/89"	"12月中旬"	"00000254"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"36.0"	"350.0"	"黄"	"42.0"	"1.80"	"9月下旬"	"Hibiscus(木槿属)"	"44"	"I3F00194"	"--"	"淡红"	"USA"	"绿"	"270.0"	"红"	"1.50"	"230"	"红"	"52.3"	"165.0"	"--"	"9月下旬"	"浅红"	"K326"	"145"	"USA"	"180"	"中"	"370"	"11.0"	"裂"
"334"	"Malvaceae(棉葵科)"	"K327"	"24.0"	"抗"	"中"	"淡红"	"--"	"410.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000255"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"绿"	"32.0"	"380.0"	"黄"	"45.0"	"1.90"	"9月中旬"	"Hibiscus(木槿属)"	"44"	"I3F00060"	"--"	"淡红"	"USA"	"绿"	"268.0"	"红"	"1.40"	"230"	"红"	"54.5"	"175.0"	"--"	"9月下旬"	"浅红"	"K327"	"145"	"USA"	"190"	"中"	"370"	"10.7"	"裂"
"335"	"Malvaceae(棉葵科)"	"K328"	"22.0"	"中"	"感"	"淡红"	"--"	"380.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000256"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"36.0"	"310.0"	"黄"	"45.0"	"1.60"	"9月中旬"	"Hibiscus(木槿属)"	"42"	"I3F00195"	"--"	"淡红"	"USA"	"绿"	"285.0"	"紫红"	"1.30"	"230"	"红"	"52.4"	"170.0"	"--"	"9月下旬"	"浅红"	"K328"	"145"	"USA"	"160"	"中"	"360"	"11.1"	"全"
"336"	"Malvaceae(棉葵科)"	"K329"	"23.0"	"抗"	"中"	"淡红"	"--"	"400.0"	"中国农科院麻类所"	"国外"	"10月下旬"	"04/26/89"	"12月中旬"	"00000257"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"32.0"	"380.0"	"黄"	"40.0"	"1.80"	"9月中旬"	"Hibiscus(木槿属)"	"43"	"I3F00267"	"--"	"淡红"	"USA"	"深绿"	"278.0"	"红"	"1.50"	"230"	"红"	"53.5"	"185.0"	"--"	"9月下旬"	"浅红"	"K329"	"145"	"USA"	"190"	"中"	"370"	"10.8"	"全"
"337"	"Malvaceae(棉葵科)"	"K331"	"25.0"	"中"	"感"	"淡红"	"--"	"420.0"	"中国农科院麻类所"	"国外"	"10月上旬"	"04/26/89"	"11月中旬"	"00000258"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"37.0"	"360.0"	"黄"	"42.0"	"1.90"	"9月上旬"	"Hibiscus(木槿属)"	"44"	"I3F00196"	"--"	"淡红"	"USA"	"绿"	"270.0"	"紫红"	"1.60"	"210"	"红"	"56.8"	"195.0"	"--"	"9月下旬"	"浅红"	"K331"	"145"	"USA"	"185"	"中"	"380"	"10.5"	"裂"
"338"	"Malvaceae(棉葵科)"	"K332"	"13.0"	"感"	"感"	"淡红"	"--"	"260.0"	"中国农科院麻类所"	"国外"	"8月上旬"	"04/26/89"	"9月中旬"	"00000259"	"05/01/89"	"Hibiscus cannabinus L.(红麻)"	"红"	"28.0"	"220.0"	"黄"	"34.0"	"1.30"	"7月上旬"	"Hibiscus(木槿属)"	"30"	"I3F00197"	"--"	"淡红"	"USA"	"绿"	"250.0"	"紫红"	"1.10"	"130"	"红"	"43.3"	"120.0"	"--"	"7月下旬"	"浅红"	"K332"	"85"	"USA"	"100"	"中"	"300"	"11.5"	"全"
