"id"	"熟性"	"叶柄色"	"科名"	"品质"	"品种名称"	"叶球重"	"叶面"	"株幅"	"开展度"	"省"	"单产"	"叶球横径"	"收获期"	"译名"	"口感性"	"可溶性糖"	"播种期"	"霜霉发病率"	"统一编号"	"种质库编号"	"学名"	"繁种单位"	"叶球抱合型"	"叶球心"	"TUMV发病率"	"耐旱性"	"属名"	"水分"	"叶色"	"粗纤维"	"抗虫性"	"叶球形状"	"耐涝性"	"生长期"	"贮藏性"	"备注"	"抗病性"	"叶球顶"	"单位编号"	"纤维含量"	"耐寒性"	"品种来源"	"叶球纵径"	"栽培时期"	"种子千粒重"	"株高"	"耐热性"
"154"	"--"	"绿白"	"Cruciferae(十字花科)"	"--"	"大头青(矮黄头)"	"2300"	"微皱"	"--"	"40.0"	"浙江"	"1875"	"--"	"--"	"DA TOU QING (AI HUANG TOU )"	"中"	"--"	"--"	"--"	"V02A1103"	"Ⅱ2A1245"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"浙江农科院园艺所"	"合抱"	"翻心"	"--"	"--"	"Brassica(芸薹属)"	"--"	"黄绿"	"--"	"--"	"长筒"	"--"	"95"	"中"	"--"	"--"	"--"	"03006"	"--"	"--"	"浙江绍兴市"	"--"	"9上中-(12下-2下)"	"--"	"33.0"	"--"
"155"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"麻壳种矮黄头"	"1500"	"皱"	"--"	"40.0"	"浙江"	"2750"	"--"	"--"	"MA KE ZHONG AI HUANG TOU"	"中"	"--"	"--"	"--"	"V02A1104"	"2A0012"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"浙江农科院园艺所"	"合抱"	"翻心"	"--"	"--"	"Brassica(芸薹属)"	"--"	"深绿"	"--"	"--"	"长筒"	"--"	"90"	"中"	"--"	"--"	"--"	"03001"	"--"	"--"	"浙江绍兴市"	"--"	"(9下-10下)-(次年1-2)"	"--"	"28.5"	"--"
"156"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"绍兴黄芽菜"	"800"	"中皱"	"--"	"40.0"	"浙江"	"2250"	"--"	"--"	"SHAO XING HUANG YA CAI"	"好"	"--"	"--"	"--"	"V02A1105"	"Ⅱ2A0614"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"浙江农科院园艺所"	"叠抱"	"舒心"	"93"	"--"	"Brassica(芸薹属)"	"--"	"黄绿"	"--"	"--"	"长筒"	"--"	"98"	"强"	"--"	"--"	"--"	"03011"	"--"	"--"	"浙江绍兴市"	"--"	"9上中-(12下-次年2下)"	"--"	"35.0"	"--"
"157"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"桐乡黄芽菜"	"800"	"中皱"	"--"	"35.0"	"浙江"	"875"	"--"	"--"	"TONG XIANG HUANG YA CAI"	"好"	"--"	"--"	"--"	"V02A1106"	"Ⅱ2A0276"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"浙江农科院园艺所"	"合抱"	"舒心"	"91"	"--"	"Brassica(芸薹属)"	"--"	"淡绿"	"--"	"--"	"矮桩"	"--"	"110"	"强"	"--"	"--"	"--"	"03010"	"--"	"--"	"浙江桐乡县"	"--"	"9上中-(12下-次年2下)"	"--"	"30.0"	"--"
"158"	"--"	"--"	"Cruciferae(十字花科)"	"--"	"余姚青种黄芽菜"	"1800"	"中皱"	"--"	"30.0"	"浙江"	"2750"	"--"	"--"	"YU YAO QING ZHONG HUANG YA CAI"	"好"	"--"	"--"	"--"	"V02A1107"	"Ⅱ2A1274"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"浙江农科院园艺所"	"叠抱"	"包心"	"--"	"--"	"Brassica(芸薹属)"	"--"	"绿"	"--"	"--"	"矮桩"	"--"	"--"	"强"	"--"	"--"	"圆圆"	"03002"	"--"	"--"	"浙江余姚市"	"--"	"9上中-(12下-次年2下)"	"--"	"30.0"	"--"
"159"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"嵊县黄芽菜"	"500"	"中皱"	"--"	"52.5"	"浙江"	"3000"	"--"	"--"	"SHENG XIAN HUANG YA CAI"	"好"	"2.23"	"--"	"--"	"V02A1110"	"Ⅱ2A0650"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"浙江农科院园艺所"	"竖心"	"舒心"	"77"	"--"	"Brassica(芸薹属)"	"91.00"	"黄绿"	"1.24"	"--"	"长筒"	"--"	"95"	"弱"	"--"	"--"	"--"	"03005"	"--"	"--"	"浙江嵊县"	"--"	"9上-(12下-次年2下)"	"--"	"27.5"	"--"
"160"	"--"	"白绿"	"Cruciferae(十字花科)"	"--"	"胶县小叶"	"--"	"较平"	"--"	"69.8"	"山东"	"--"	"--"	"--"	"JIAO XIAN XIAO YE"	"--"	"--"	"--"	"--"	"V02A1111"	"Ⅱ2A1279"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"包心"	"--"	"--"	"Brassica(芸薹属)"	"--"	"绿"	"--"	"--"	"卵形"	"--"	"--"	"--"	"--"	"--"	"--"	"鲁8"	"--"	"--"	"中蔬引青岛农科所"	"--"	"8上-11上"	"--"	"45.6"	"--"
"161"	"--"	"深绿"	"Cruciferae(十字花科)"	"--"	"核桃纹"	"2000"	"中皱"	"--"	"56.8"	"北京"	"6000"	"--"	"--"	"HE TAO WEN"	"--"	"2.69"	"--"	"100"	"V02A1112"	"Ⅱ2A0260"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"舒心"	"100"	"--"	"Brassica(芸薹属)"	"93.00"	"深绿"	"0.84"	"--"	"筒形"	"--"	"85"	"--"	"--"	"--"	"--"	"北13"	"--"	"--"	"中蔬引北京四季青"	"--"	"8上-11上"	"--"	"36.5"	"--"
"162"	"--"	"白绿"	"Cruciferae(十字花科)"	"--"	"翻心黄"	"2800"	"平滑"	"--"	"59.7"	"吉林"	"8000"	"--"	"--"	"FAN XIN HUANG"	"--"	"1.81"	"--"	"87"	"V02A1113"	"Ⅱ2A0632"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"94.20"	"绿"	"0.93"	"--"	"筒形"	"--"	"85"	"--"	"--"	"--"	"--"	"吉15"	"--"	"--"	"中蔬引长春蔬菜所"	"--"	"8上-11上"	"--"	"55.0"	"--"
"163"	"--"	"白绿"	"Cruciferae(十字花科)"	"--"	"白帮河头"	"3200"	"平滑"	"--"	"96.0"	"吉林"	"4500"	"--"	"--"	"BAI BANG HE TOU"	"--"	"1.20"	"--"	"94"	"V02A1114"	"Ⅱ2A0631"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"舒心"	"100"	"--"	"Brassica(芸薹属)"	"95.90"	"绿"	"0.80"	"--"	"筒形"	"--"	"85"	"--"	"--"	"--"	"--"	"吉1"	"--"	"--"	"中蔬引长春蔬菜所"	"--"	"8上-11上"	"--"	"48.0"	"--"
"164"	"--"	"绿白"	"Cruciferae(十字花科)"	"--"	"南阳包头白"	"1600"	"平滑"	"--"	"65.6"	"河南"	"4500"	"--"	"--"	"NAN YANG BAO TOU BAI"	"--"	"2.92"	"--"	"84"	"V02A1121"	"Ⅱ2A0637"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"叠抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"93.40"	"绿"	"0.85"	"--"	"矮桩"	"--"	"90"	"--"	"--"	"--"	"圆圆"	"予44"	"--"	"--"	"中蔬引河南园艺所"	"--"	"8上-11上"	"--"	"44.8"	"--"
"165"	"--"	"绿白"	"Cruciferae(十字花科)"	"--"	"石桥大包头"	"2500"	"平滑"	"--"	"72.4"	"河南"	"7000"	"--"	"--"	"SHI QIAO DA BAO TOU"	"--"	"3.06"	"--"	"96"	"V02A1122"	"Ⅱ2A0636"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"叠抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"92.80"	"深绿"	"0.82"	"--"	"矮桩"	"--"	"90"	"--"	"--"	"--"	"--"	"予45"	"--"	"--"	"中蔬引河南园艺所"	"--"	"8上-11上"	"--"	"46.0"	"--"
"166"	"--"	"白绿"	"Cruciferae(十字花科)"	"--"	"玉杯"	"1500"	"中皱"	"--"	"90.0"	"黑龙"	"4200"	"--"	"--"	"YU BEI"	"--"	"1.20"	"--"	"100"	"V02A1123"	"Ⅱ2A0618"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"96.10"	"绿"	"0.75"	"--"	"短筒"	"--"	"85"	"--"	"--"	"--"	"--"	"黑8"	"--"	"--"	"中蔬引黑龙园艺所"	"--"	"8上-11上"	"--"	"42.7"	"--"
"167"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"山东菜"	"600"	"微皱"	"--"	"61.6"	"黑龙"	"1700"	"--"	"--"	"SHAN DONG CAI"	"--"	"1.57"	"--"	"87"	"V02A1124"	"Ⅱ2A0617"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"94.80"	"淡绿"	"0.87"	"--"	"短筒"	"--"	"85"	"--"	"--"	"--"	"--"	"黑2"	"--"	"--"	"中蔬引黑龙园艺所"	"--"	"8上-11上"	"--"	"28.7"	"--"
"168"	"--"	"绿"	"Cruciferae(十字花科)"	"--"	"小根"	"2900"	"平滑"	"--"	"67.7"	"黑龙"	"8000"	"--"	"--"	"XIAO GEN"	"--"	"1.27"	"--"	"98"	"V02A1125"	"Ⅱ2A0616"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"翻心"	"100"	"--"	"Brassica(芸薹属)"	"94.70"	"深绿"	"0.89"	"--"	"长筒"	"--"	"85"	"--"	"--"	"--"	"--"	"黑1"	"--"	"--"	"中蔬引黑龙园艺所"	"--"	"8上-11上"	"--"	"58.4"	"--"
"169"	"--"	"绿白"	"Cruciferae(十字花科)"	"--"	"黄籽白菜"	"3200"	"平滑"	"--"	"69.0"	"黑龙"	"9000"	"--"	"--"	"HUANG ZI BAI CAI"	"--"	"1.93"	"--"	"98"	"V02A1127"	"Ⅱ2A0620"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"舒心"	"100"	"--"	"Brassica(芸薹属)"	"95.30"	"绿"	"0.79"	"--"	"长筒"	"--"	"85"	"--"	"--"	"--"	"--"	"黑12"	"--"	"--"	"中蔬引黑龙园艺所"	"--"	"8上-11上"	"--"	"54.0"	"--"
"170"	"--"	"绿白"	"Cruciferae(十字花科)"	"--"	"永城连油方白菜"	"1200"	"多皱"	"--"	"44.4"	"河南"	"3500"	"--"	"--"	"YONG CHENG LIAN YOU FANG BAI CAI"	"--"	"2.52"	"--"	"90"	"V02A1128"	"Ⅱ2A0642"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"叠抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"93.30"	"淡绿"	"0.81"	"--"	"倒卵"	"--"	"90"	"--"	"--"	"--"	"--"	"予14"	"--"	"--"	"中蔬引开封蔬菜所"	"--"	"8上-11上"	"--"	"33.0"	"--"
"171"	"--"	"绿白"	"Cruciferae(十字花科)"	"--"	"辽阳牛心白菜"	"1000"	"中皱"	"--"	"49.3"	"辽宁"	"2800"	"--"	"--"	"LIAO YANG NIU XIN BAI CAI"	"--"	"2.13"	"--"	"92"	"V02A1129"	"Ⅱ2A0630"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"94.90"	"绿"	"0.79"	"--"	"直筒"	"--"	"85"	"--"	"--"	"--"	"--"	"辽19"	"--"	"--"	"中蔬引辽宁农科院"	"--"	"8上-11上"	"--"	"37.0"	"--"
"172"	"--"	"绿白"	"Cruciferae(十字花科)"	"--"	"中宁小白菜"	"1700"	"微皱"	"--"	"54.1"	"宁夏"	"5000"	"--"	"--"	"ZHONG NING XIAO BAI CAI"	"--"	"1.25"	"--"	"97"	"V02A1130"	"Ⅱ2A0628"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"翻心"	"100"	"--"	"Brassica(芸薹属)"	"95.00"	"绿"	"0.87"	"--"	"长筒"	"--"	"85"	"--"	"--"	"--"	"--"	"宁6"	"--"	"--"	"中蔬引宁夏园艺所"	"--"	"8上-11上"	"--"	"53.2"	"--"
"173"	"--"	"绿"	"Cruciferae(十字花科)"	"--"	"辉县包头"	"2300"	"多皱"	"--"	"59.3"	"河南"	"6500"	"--"	"--"	"HUI XIAN BAO TOU"	"--"	"2.82"	"--"	"82"	"V02A1131"	"Ⅱ2A0635"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"叠抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"93.80"	"绿"	"0.74"	"--"	"矮桩"	"--"	"90"	"--"	"--"	"--"	"--"	"予70"	"--"	"--"	"中蔬引新乡农科所"	"--"	"8上-11上"	"--"	"35.7"	"--"
"174"	"--"	"绿"	"Cruciferae(十字花科)"	"--"	"铁皮青"	"3200"	"平滑"	"--"	"65.0"	"北京"	"4500"	"--"	"--"	"TIE PI QING"	"--"	"2.55"	"--"	"97"	"V02A1134"	"Ⅱ2A0256"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"叠抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"94.30"	"深绿"	"0.75"	"--"	"长筒"	"--"	"85"	"--"	"--"	"--"	"--"	"北8"	"--"	"--"	"中蔬引自北京"	"--"	"8上-11上"	"--"	"56.0"	"--"
"175"	"--"	"绿"	"Cruciferae(十字花科)"	"--"	"大青口"	"2700"	"平滑"	"--"	"58.5"	"北京"	"7500"	"--"	"--"	"DA QING KOU"	"--"	"1.67"	"--"	"98"	"V02A1135"	"Ⅱ2A0250"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"95.00"	"深绿"	"0.77"	"--"	"高桩"	"--"	"85"	"--"	"--"	"--"	"--"	"北12"	"--"	"--"	"中蔬引自北京"	"--"	"8上-11上"	"--"	"50.0"	"--"
"176"	"--"	"绿白"	"Cruciferae(十字花科)"	"--"	"抱头青"	"2600"	"平滑"	"--"	"54.5"	"北京"	"7500"	"--"	"--"	"BAO TOU QING"	"--"	"2.10"	"--"	"93"	"V02A1136"	"Ⅱ2A0255"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"叠抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"94.80"	"绿"	"0.72"	"--"	"高桩"	"--"	"85"	"--"	"--"	"--"	"--"	"北2"	"--"	"--"	"中蔬引自北京"	"--"	"8上-11上"	"--"	"58.0"	"--"
"177"	"--"	"浅绿"	"Cruciferae(十字花科)"	"--"	"抱头青"	"2300"	"平滑"	"--"	"81.0"	"北京"	"3250"	"--"	"--"	"BAO TOU QING"	"--"	"1.94"	"--"	"95"	"V02A1137"	"Ⅱ2A0243"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"叠抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"94.60"	"绿"	"0.79"	"--"	"高桩"	"--"	"85"	"--"	"--"	"--"	"--"	"北29"	"--"	"--"	"中蔬引自北京"	"--"	"8上-11上"	"--"	"60.0"	"--"
"178"	"--"	"绿白"	"Cruciferae(十字花科)"	"--"	"翻心黄"	"2000"	"平滑"	"--"	"60.0"	"北京"	"3000"	"--"	"--"	"FAN XIN HUANG"	"--"	"3.05"	"--"	"95"	"V02A1138"	"Ⅱ2A0265"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"舒心"	"100"	"--"	"Brassica(芸薹属)"	"93.20"	"绿"	"0.83"	"--"	"直筒"	"--"	"85"	"--"	"--"	"--"	"--"	"北14"	"--"	"--"	"中蔬引自北京"	"--"	"8上-11上"	"--"	"37.0"	"--"
"179"	"--"	"浅绿"	"Cruciferae(十字花科)"	"--"	"拧心青"	"3000"	"平滑"	"--"	"99.0"	"北京"	"4250"	"--"	"--"	"NING XIN QING"	"--"	"2.10"	"--"	"86"	"V02A1154"	"Ⅱ2A0252"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"拧抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"94.80"	"绿"	"0.70"	"--"	"炮弹"	"--"	"85"	"--"	"--"	"--"	"--"	"北20"	"--"	"--"	"中蔬引自北京通县"	"--"	"8上-11上"	"--"	"64.0"	"--"
"180"	"--"	"白绿"	"Cruciferae(十字花科)"	"--"	"漳浦蕾"	"300"	"平滑"	"--"	"34.5"	"福建"	"--"	"--"	"--"	"ZHANG PU LEI"	"--"	"1.80"	"--"	"92"	"V02A1155"	"Ⅱ2A0828"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"叠抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"95.10"	"绿"	"0.71"	"--"	"扁圆"	"--"	"62"	"--"	"--"	"--"	"--"	"闽4"	"--"	"--"	"中蔬引自福建福州"	"--"	"8上-11上"	"--"	"17.0"	"--"
"181"	"--"	"白绿"	"Cruciferae(十字花科)"	"--"	"早皇白"	"300"	"皱"	"--"	"35.8"	"广东"	"--"	"--"	"--"	"ZAO HUANG BAI"	"--"	"1.22"	"--"	"96"	"V02A1156"	"Ⅱ2A0827"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"拧抱"	"拧心"	"100"	"--"	"Brassica(芸薹属)"	"94.60"	"绿"	"0.98"	"--"	"卵形"	"--"	"62"	"--"	"--"	"--"	"--"	"粤1"	"--"	"--"	"中蔬引自广东"	"--"	"8上-11上"	"--"	"22.0"	"--"
"182"	"--"	"白绿"	"Cruciferae(十字花科)"	"--"	"79B"	"2700"	"平滑"	"--"	"69.5"	"黑龙"	"7500"	"--"	"--"	"79B"	"--"	"2.55"	"--"	"86"	"V02A1157"	"Ⅱ2A0623"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"93.60"	"绿"	"0.90"	"--"	"长筒"	"--"	"85"	"--"	"--"	"--"	"--"	"黑19"	"--"	"--"	"中蔬引自哈尔滨"	"--"	"8上-11上"	"--"	"49.0"	"--"
"183"	"--"	"白绿"	"Cruciferae(十字花科)"	"--"	"鸡西花心"	"2000"	"皱"	"--"	"67.0"	"黑龙"	"5500"	"--"	"--"	"JI XI HUA XIN"	"--"	"1.40"	"--"	"94"	"V02A1158"	"Ⅱ2A0622"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"舒心"	"100"	"--"	"Brassica(芸薹属)"	"95.10"	"绿"	"0.80"	"--"	"长筒"	"--"	"85"	"--"	"--"	"--"	"--"	"黑16"	"--"	"--"	"中蔬引自哈尔滨"	"--"	"8上-11上"	"--"	"46.0"	"--"
"184"	"--"	"白绿"	"Cruciferae(十字花科)"	"--"	"小包叶黄"	"2100"	"平滑"	"--"	"61.8"	"河北"	"--"	"--"	"--"	"XIAO BAO YE HUANG"	"--"	"1.24"	"--"	"72"	"V02A1166"	"Ⅱ2A0772"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"93.90"	"绿"	"1.07"	"--"	"短筒"	"--"	"85"	"--"	"--"	"--"	"--"	"冀30"	"--"	"--"	"中蔬引自河北保定"	"--"	"8上-11上"	"--"	"35.5"	"--"
"185"	"--"	"绿"	"Cruciferae(十字花科)"	"--"	"大麻叶"	"3300"	"平滑"	"--"	"79.8"	"黑龙"	"--"	"--"	"--"	"DA MA YE"	"--"	"2.30"	"--"	"94"	"V02A1198"	"Ⅱ2A0834"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"拧抱"	"拧心"	"100"	"--"	"Brassica(芸薹属)"	"94.40"	"深绿"	"0.80"	"--"	"长筒"	"--"	"85"	"--"	"--"	"--"	"--"	"黑14"	"--"	"--"	"中蔬引自黑龙江"	"--"	"8上-11上"	"--"	"73.8"	"--"
"186"	"--"	"浅绿"	"Cruciferae(十字花科)"	"--"	"小白口大白菜"	"1700"	"平滑"	"--"	"69.4"	"江苏"	"--"	"--"	"--"	"XIAO BAI KOU DA BAI CAI"	"--"	"2.18"	"--"	"92"	"V02A1210"	"Ⅱ2A0817"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"拧抱"	"拧心"	"100"	"--"	"Brassica(芸薹属)"	"94.50"	"绿"	"0.78"	"--"	"高桩"	"--"	"80"	"--"	"--"	"--"	"--"	"苏23"	"--"	"--"	"中蔬引自江苏"	"--"	"8上-11上"	"--"	"36.8"	"--"
"187"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"瓦盖头大白菜"	"1700"	"平滑"	"--"	"66.0"	"江苏"	"--"	"--"	"--"	"WA GAI TOU DA BAI CAI"	"--"	"2.09"	"--"	"88"	"V02A1211"	"Ⅱ2A0816"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"拧抱"	"拧心"	"100"	"--"	"Brassica(芸薹属)"	"94.90"	"绿"	"0.77"	"--"	"高桩"	"--"	"80"	"--"	"--"	"--"	"--"	"苏20"	"--"	"--"	"中蔬引自江苏"	"--"	"8上-11上"	"--"	"42.4"	"--"
"188"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"赣州白菜"	"2100"	"平滑"	"--"	"70.2"	"江西"	"--"	"--"	"--"	"GAN ZHOU BAI CAI"	"--"	"2.30"	"--"	"86"	"V02A1212"	"Ⅱ2A0829"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"拧抱"	"拧心"	"100"	"--"	"Brassica(芸薹属)"	"94.30"	"绿"	"0.86"	"--"	"炮弹"	"--"	"70"	"--"	"--"	"--"	"--"	"江西1"	"--"	"--"	"中蔬引自江西南昌"	"--"	"8上-11上"	"--"	"39.5"	"--"
"189"	"--"	"浅绿"	"Cruciferae(十字花科)"	"--"	"河头早"	"2500"	"平滑"	"--"	"62.0"	"辽宁"	"--"	"--"	"--"	"HE TOU ZAO"	"--"	"1.67"	"--"	"83"	"V02A1213"	"Ⅱ2A0842"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"拧抱"	"拧心"	"100"	"--"	"Brassica(芸薹属)"	"93.80"	"绿"	"1.06"	"--"	"长筒"	"--"	"85"	"--"	"--"	"--"	"--"	"辽20"	"--"	"--"	"中蔬引自辽宁"	"--"	"8上-11上"	"--"	"50.5"	"--"
"190"	"--"	"绿白"	"Cruciferae(十字花科)"	"--"	"青帮白菜"	"1700"	"中皱"	"--"	"66.3"	"辽宁"	"--"	"--"	"--"	"QING BANG BAI CAI"	"--"	"2.51"	"--"	"82"	"V02A1214"	"Ⅱ2A0839"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"拧抱"	"拧心"	"100"	"--"	"Brassica(芸薹属)"	"93.60"	"绿"	"0.90"	"--"	"长筒"	"--"	"85"	"--"	"--"	"--"	"--"	"辽1"	"--"	"--"	"中蔬引自辽宁"	"--"	"8上-11上"	"--"	"55.0"	"--"
"191"	"--"	"绿"	"Cruciferae(十字花科)"	"--"	"青帮河头"	"2500"	"平滑"	"--"	"62.4"	"辽宁"	"--"	"--"	"--"	"QING BANG HE TOU"	"--"	"2.43"	"--"	"75"	"V02A1216"	"Ⅱ2A0840"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"拧抱"	"拧心"	"100"	"--"	"Brassica(芸薹属)"	"94.40"	"绿"	"0.88"	"--"	"长筒"	"--"	"85"	"--"	"--"	"--"	"--"	"辽6"	"--"	"--"	"中蔬引自辽宁"	"--"	"8上-11上"	"--"	"58.4"	"--"
"192"	"--"	"白绿"	"Cruciferae(十字花科)"	"--"	"小根"	"1000"	"微皱"	"--"	"77.0"	"辽宁"	"2800"	"--"	"--"	"XIAO GEN"	"--"	"1.61"	"--"	"76"	"V02A1217"	"Ⅱ2A0629"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"舒心"	"100"	"--"	"Brassica(芸薹属)"	"95.80"	"绿"	"0.71"	"--"	"长筒"	"--"	"85"	"--"	"--"	"--"	"--"	"辽3"	"--"	"--"	"中蔬引自旅大农科"	"--"	"8上-11上"	"--"	"42.0"	"--"
"193"	"--"	"绿白"	"Cruciferae(十字花科)"	"--"	"牡丹江一号"	"3000"	"多皱"	"--"	"86.0"	"黑龙"	"8000"	"--"	"--"	"MU DAN JIANG YI HAO"	"--"	"2.08"	"--"	"90"	"V02A1218"	"Ⅱ2A0621"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"舒心"	"100"	"--"	"Brassica(芸薹属)"	"94.80"	"深绿"	"0.65"	"--"	"炮弹"	"--"	"85"	"--"	"--"	"--"	"--"	"黑22"	"--"	"--"	"中蔬引自牡丹江"	"--"	"8上-11上"	"--"	"49.0"	"--"
"194"	"--"	"白绿"	"Cruciferae(十字花科)"	"--"	"中卫黄白菜"	"800"	"微皱"	"--"	"54.1"	"宁夏"	"--"	"--"	"--"	"ZHONG WEI HUANG BAI CAI"	"--"	"1.14"	"--"	"83"	"V02A1219"	"Ⅱ2A0830"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"合抱"	"翻心"	"100"	"--"	"Brassica(芸薹属)"	"94.80"	"绿"	"0.93"	"--"	"长筒"	"--"	"85"	"--"	"--"	"--"	"--"	"宁2"	"--"	"--"	"中蔬引自宁夏"	"--"	"8上-11上"	"--"	"53.2"	"--"
"195"	"--"	"白"	"Cruciferae(十字花科)"	"--"	"宁夏二包头"	"900"	"中皱"	"--"	"60.2"	"宁夏"	"--"	"--"	"--"	"NING XIA ER BAO TOU"	"--"	"0.99"	"--"	"90"	"V02A1220"	"Ⅱ2A0831"	"Brassica campestris L. ssp. pekinensis Olsson(大白菜)"	"中国农科院蔬菜所"	"叠抱"	"包心"	"100"	"--"	"Brassica(芸薹属)"	"95.70"	"绿"	"0.81"	"--"	"矮桩"	"--"	"85"	"--"	"--"	"--"	"--"	"宁7"	"--"	"--"	"中蔬引自宁夏"	"--"	"8上-11上"	"--"	"37.8"	"--"
