"id"	"含油量"	"蛋氨酸"	"科名"	"品种名称"	"谷氨酸"	"种子来源"	"棕榈酸"	"精氨酸"	"丙氨酸"	"单株生产率"	"酪氨酸"	"抗根结线虫"	"单位编号"	"类型"	"硬脂酸"	"组氨酸"	"属名"	"保存单位"	"山芋酸"	"亚油酸"	"苏氨酸"	"统一编号"	"抗叶黑斑"	"学名"	"选育方法"	"苯丙氨酸"	"胱氨酸"	"蛋白质含量"	"天冬氨酸"	"油酸"	"亮氨酸"	"库编号"	"株型"	"生育期"	"花生酸"	"省"	"百果重"	"抗青枯"	"甘氨酸"	"缬氨酸"	"色氨酸"	"抗叶褐斑"	"脯氨酸"	"百仁重"	"分枝型"	"抗旱"	"赖氨酸"	"出仁率"	"抗涝"	"丝氨酸"	"开花习性"	"译名"	"花生烯酸"	"病毒病"	"抗锈病"	"异亮氨酸"	"主茎高"
"2145"	"50.00"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"7.99"	"--"	"--"	"10.4"	"--"	"HS"	"WA098"	"多粒型"	"1.92"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"2.44"	"45.70"	"--"	"W.h03264"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"29.86"	"--"	"39.44"	"--"	"I4A02915"	"直立"	"158"	"0.95"	"国外"	"138.0"	"HS"	"--"	"--"	"--"	"MR"	"--"	"41.0"	"疏枝"	"--"	"--"	"72.40"	"--"	"--"	"连续"	"泰引选437"	"1.56"	"--"	"S"	"--"	"64.10"
"2146"	"54.64"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"11.72"	"--"	"--"	"9.4"	"--"	"HS"	"WA099"	"多粒型"	"2.77"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"1.94"	"40.07"	"--"	"W.h03265"	"MR"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"29.74"	"--"	"39.47"	"--"	"I4A03632"	"直立"	"155"	"2.68"	"国外"	"80.2"	"HS"	"--"	"--"	"--"	"MR"	"--"	"37.5"	"疏枝"	"--"	"--"	"75.80"	"--"	"--"	"连续"	"泰引选448"	"1.35"	"--"	"S"	"--"	"63.90"
"2147"	"51.27"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"9.95"	"--"	"--"	"11.2"	"--"	"HS"	"WA100"	"多粒型"	"2.51"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"3.66"	"39.08"	"--"	"W.h03266"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"28.22"	"--"	"38.86"	"--"	"I4A02917"	"直立"	"155"	"3.68"	"国外"	"125.6"	"HS"	"--"	"--"	"--"	"MR"	"--"	"41.0"	"疏枝"	"--"	"--"	"74.50"	"--"	"--"	"连续"	"泰引选457"	"2.25"	"--"	"S"	"--"	"75.50"
"2148"	"48.55"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"12.10"	"--"	"--"	"11.9"	"--"	"HS"	"WA101"	"多粒型"	"2.60"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"3.78"	"40.58"	"--"	"W.h03267"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.44"	"--"	"38.83"	"--"	"I4A03631"	"直立"	"155"	"1.21"	"国外"	"91.5"	"HS"	"--"	"--"	"--"	"MR"	"--"	"34.5"	"疏枝"	"--"	"--"	"70.30"	"--"	"--"	"连续"	"泰引选460"	"0.90"	"--"	"S"	"--"	"63.20"
"2149"	"48.48"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"10.80"	"--"	"--"	"10.4"	"--"	"HS"	"WA102"	"多粒型"	"2.20"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"4.24"	"42.48"	"--"	"W.h03268"	"MR"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"26.69"	"--"	"36.30"	"--"	"I4A02918"	"直立"	"155"	"2.51"	"国外"	"116.9"	"HS"	"--"	"--"	"--"	"S"	"--"	"41.4"	"疏枝"	"--"	"--"	"72.60"	"--"	"--"	"连续"	"泰引选467"	"1.48"	"--"	"S"	"--"	"82.40"
"2150"	"53.01"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"11.27"	"--"	"--"	"11.5"	"--"	"HS"	"WA103"	"多粒型"	"2.72"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"2.21"	"40.81"	"--"	"W.h03269"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"28.94"	"--"	"39.83"	"--"	"I4A03633"	"直立"	"160"	"1.88"	"国外"	"116.1"	"HS"	"--"	"--"	"--"	"MR"	"--"	"53.7"	"疏枝"	"--"	"--"	"71.30"	"--"	"--"	"连续"	"泰引选468"	"1.27"	"--"	"S"	"--"	"84.70"
"2151"	"47.50"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"11.11"	"--"	"--"	"11.1"	"--"	"HS"	"WA104"	"多粒型"	"2.42"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"3.40"	"43.66"	"--"	"W.h03270"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"29.45"	"--"	"36.93"	"--"	"I4A04011"	"直立"	"158"	"1.28"	"国外"	"116.5"	"--"	"--"	"--"	"--"	"MR"	"--"	"36.0"	"疏枝"	"--"	"--"	"69.25"	"--"	"--"	"连续"	"泰引选472"	"1.19"	"--"	"S"	"--"	"87.05"
"2152"	"48.56"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"12.57"	"--"	"--"	"9.2"	"--"	"HS"	"WA105"	"多粒型"	"2.84"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"3.73"	"42.78"	"--"	"W.h03271"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"29.42"	"--"	"34.57"	"--"	"I4A03634"	"直立"	"158"	"2.00"	"国外"	"96.2"	"HS"	"--"	"--"	"--"	"MR"	"--"	"41.2"	"疏枝"	"--"	"--"	"72.30"	"--"	"--"	"连续"	"泰引选485"	"1.51"	"--"	"S"	"--"	"53.90"
"2153"	"51.63"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"10.38"	"--"	"--"	"12.6"	"--"	"HS"	"WA106"	"多粒型"	"3.36"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"3.26"	"40.82"	"--"	"W.h03272"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"31.24"	"--"	"39.30"	"--"	"I4A03305"	"直立"	"158"	"1.91"	"国外"	"102.5"	"MS"	"--"	"--"	"--"	"MR"	"--"	"45.8"	"疏枝"	"--"	"--"	"73.90"	"--"	"--"	"连续"	"泰引选489"	"0.97"	"--"	"S"	"--"	"57.10"
"2154"	"47.00"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"13.28"	"--"	"--"	"18.2"	"--"	"HS"	"WA107"	"多粒型"	"1.27"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"4.00"	"41.96"	"--"	"W.h03273"	"MR"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"26.67"	"--"	"36.93"	"--"	"I4A03635"	"直立"	"158"	"0.69"	"国外"	"143.0"	"HS"	"--"	"--"	"--"	"MR"	"--"	"39.4"	"疏枝"	"--"	"--"	"72.00"	"--"	"--"	"连续"	"泰引选491"	"1.87"	"--"	"MR"	"--"	"69.80"
"2155"	"50.24"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"11.55"	"--"	"--"	"13.8"	"--"	"HS"	"WA108"	"多粒型"	"2.98"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"3.41"	"39.96"	"--"	"W.h03274"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"29.98"	"--"	"38.54"	"--"	"I4A02919"	"直立"	"165"	"1.77"	"国外"	"105.5"	"HS"	"--"	"--"	"--"	"MR"	"--"	"38.0"	"疏枝"	"--"	"--"	"77.10"	"--"	"--"	"连续"	"泰引选499"	"1.80"	"--"	"S"	"--"	"66.80"
"2156"	"48.04"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"10.12"	"--"	"--"	"7.0"	"--"	"HS"	"WA109"	"多粒型"	"1.67"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"2.93"	"44.79"	"--"	"W.h03275"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"29.05"	"--"	"37.27"	"--"	"I4A03674"	"直立"	"165"	"0.98"	"国外"	"49.8"	"MS"	"--"	"--"	"--"	"S"	"--"	"21.0"	"疏枝"	"--"	"--"	"64.00"	"--"	"--"	"连续"	"泰引选512"	"2.24"	"--"	"S"	"--"	"64.00"
"2157"	"48.91"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"8.50"	"--"	"--"	"11.4"	"--"	"HS"	"WA110"	"多粒型"	"1.77"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"3.05"	"43.26"	"--"	"W.h03276"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.89"	"--"	"40.72"	"--"	"I4A02920"	"直立"	"158"	"0.95"	"国外"	"126.1"	"HS"	"--"	"--"	"--"	"MR"	"--"	"43.8"	"疏枝"	"--"	"--"	"71.10"	"--"	"--"	"连续"	"泰引选516"	"1.75"	"--"	"S"	"--"	"79.90"
"2158"	"48.90"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"11.91"	"--"	"--"	"11.2"	"--"	"HS"	"WA111"	"多粒型"	"2.09"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"3.43"	"42.72"	"--"	"W.h03277"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.38"	"--"	"36.69"	"--"	"I4A02921"	"直立"	"155"	"2.14"	"国外"	"122.0"	"HS"	"--"	"--"	"--"	"MR"	"--"	"40.8"	"疏枝"	"--"	"--"	"70.80"	"--"	"--"	"连续"	"泰引选567"	"1.02"	"--"	"S"	"--"	"75.30"
"2159"	"50.27"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"10.69"	"--"	"--"	"8.4"	"--"	"HS"	"WA112"	"多粒型"	"2.53"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"2.47"	"43.86"	"--"	"W.h03278"	"MR"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"26.64"	"--"	"37.57"	"--"	"I4A02922"	"直立"	"155"	"1.68"	"国外"	"125.7"	"HS"	"--"	"--"	"--"	"MR"	"--"	"40.7"	"疏枝"	"--"	"--"	"72.10"	"--"	"--"	"连续"	"泰引选568"	"1.19"	"--"	"S"	"--"	"79.60"
"2160"	"49.40"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"4.07"	"--"	"--"	"12.3"	"--"	"HS"	"WA113"	"多粒型"	"1.02"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"0.39"	"47.11"	"--"	"W.h03279"	"MR"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.19"	"--"	"44.73"	"--"	"I4A02923"	"直立"	"155"	"0.31"	"国外"	"122.7"	"HS"	"--"	"--"	"--"	"MR"	"--"	"40.5"	"疏枝"	"--"	"--"	"73.50"	"--"	"--"	"连续"	"泰引选569"	"2.36"	"--"	"S"	"--"	"79.00"
"2161"	"50.69"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"10.33"	"--"	"--"	"13.6"	"--"	"HS"	"WA114"	"多粒型"	"2.73"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"2.69"	"34.06"	"--"	"W.h03280"	"MR"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"25.99"	"--"	"47.79"	"--"	"I4A03298"	"直立"	"155"	"1.36"	"国外"	"138.3"	"HS"	"--"	"--"	"--"	"MR"	"--"	"43.8"	"疏枝"	"--"	"--"	"70.80"	"--"	"--"	"连续"	"泰引选571"	"1.04"	"--"	"S"	"--"	"80.10"
"2162"	"51.93"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"10.95"	"--"	"--"	"8.0"	"--"	"HS"	"WA115"	"多粒型"	"2.82"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"3.17"	"40.21"	"--"	"W.h03281"	"MR"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"31.73"	"--"	"40.30"	"--"	"I4A03527"	"直立"	"155"	"1.48"	"国外"	"134.4"	"HS"	"--"	"--"	"--"	"MR"	"--"	"43.7"	"疏枝"	"--"	"--"	"75.00"	"--"	"--"	"连续"	"泰引选572"	"1.08"	"--"	"S"	"--"	"99.40"
"2163"	"49.63"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"10.83"	"--"	"--"	"12.9"	"--"	"HS"	"WA116"	"多粒型"	"2.29"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"3.50"	"41.85"	"--"	"W.h03282"	"MR"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"29.98"	"--"	"38.10"	"--"	"I4A02924"	"直立"	"155"	"1.10"	"国外"	"123.4"	"HS"	"--"	"--"	"--"	"MR"	"--"	"40.0"	"疏枝"	"--"	"--"	"73.80"	"--"	"--"	"连续"	"泰引选573"	"2.34"	"--"	"S"	"--"	"68.60"
"2164"	"49.01"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"9.61"	"--"	"--"	"12.6"	"--"	"HS"	"WA117"	"多粒型"	"2.17"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"2.88"	"43.74"	"--"	"W.h03283"	"MR"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.15"	"--"	"35.79"	"--"	"I4A03299"	"直立"	"155"	"2.32"	"国外"	"131.6"	"HS"	"--"	"--"	"--"	"MR"	"--"	"39.7"	"疏枝"	"--"	"--"	"73.40"	"--"	"--"	"连续"	"泰引选574"	"3.50"	"--"	"S"	"--"	"83.50"
"2165"	"49.98"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"11.76"	"--"	"--"	"15.3"	"--"	"HS"	"WA118"	"多粒型"	"1.72"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"3.12"	"42.89"	"--"	"W.h03284"	"MR"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"28.32"	"--"	"37.73"	"--"	"I4A04012"	"直立"	"155"	"1.24"	"国外"	"137.3"	"--"	"--"	"--"	"--"	"MR"	"--"	"42.2"	"疏枝"	"--"	"--"	"70.60"	"--"	"--"	"连续"	"泰引选575"	"1.54"	"--"	"S"	"--"	"73.85"
"2166"	"49.82"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"11.34"	"--"	"--"	"10.0"	"--"	"HS"	"WA119"	"多粒型"	"2.27"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"3.28"	"43.52"	"--"	"W.h03285"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"29.18"	"--"	"36.14"	"--"	"I4A02925"	"直立"	"155"	"1.05"	"国外"	"127.2"	"HS"	"--"	"--"	"--"	"MR"	"--"	"36.4"	"疏枝"	"--"	"--"	"60.40"	"--"	"--"	"连续"	"泰引选576"	"2.40"	"--"	"S"	"--"	"82.00"
"2167"	"51.21"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"11.40"	"--"	"--"	"10.2"	"--"	"HS"	"WA120"	"多粒型"	"2.53"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"3.29"	"40.63"	"--"	"W.h03286"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.32"	"--"	"38.49"	"--"	"I4A02926"	"直立"	"158"	"1.59"	"国外"	"104.1"	"HS"	"--"	"--"	"--"	"MR"	"--"	"38.6"	"疏枝"	"--"	"--"	"74.40"	"--"	"--"	"连续"	"泰引选578"	"2.07"	"--"	"S"	"--"	"82.80"
"2168"	"48.81"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"10.97"	"--"	"--"	"9.3"	"--"	"HS"	"WA121"	"多粒型"	"3.03"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"2.78"	"41.49"	"--"	"W.h03287"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"29.47"	"--"	"37.83"	"--"	"I4A03300"	"直立"	"155"	"1.94"	"国外"	"124.9"	"HS"	"--"	"--"	"--"	"MR"	"--"	"40.4"	"疏枝"	"--"	"--"	"72.30"	"--"	"--"	"连续"	"泰引选612"	"1.95"	"--"	"S"	"--"	"76.80"
"2169"	"51.90"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"10.16"	"--"	"--"	"12.7"	"--"	"HS"	"WA122"	"多粒型"	"3.35"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"3.28"	"42.84"	"--"	"W.h03288"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"27.60"	"--"	"37.40"	"--"	"I4A02927"	"直立"	"160"	"1.75"	"国外"	"104.5"	"HS"	"--"	"--"	"--"	"MR"	"--"	"37.9"	"疏枝"	"--"	"--"	"72.50"	"--"	"--"	"连续"	"泰引选632"	"1.23"	"--"	"S"	"--"	"65.60"
"2170"	"51.64"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"10.22"	"--"	"--"	"8.7"	"--"	"HS"	"WA123"	"多粒型"	"3.03"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"3.40"	"39.62"	"--"	"W.h03289"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.72"	"--"	"40.39"	"--"	"I4A02928"	"直立"	"160"	"1.61"	"国外"	"84.0"	"HS"	"--"	"--"	"--"	"MR"	"--"	"31.6"	"疏枝"	"--"	"--"	"77.30"	"--"	"--"	"连续"	"泰引选636"	"1.75"	"--"	"S"	"--"	"75.40"
"2171"	"49.74"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"11.17"	"--"	"--"	"11.0"	"--"	"HS"	"WA124"	"多粒型"	"3.11"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"3.51"	"40.17"	"--"	"W.h03290"	"MR"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"31.29"	"--"	"39.02"	"--"	"I4A03528"	"直立"	"155"	"1.76"	"国外"	"112.4"	"HS"	"--"	"--"	"--"	"MR"	"--"	"39.9"	"疏枝"	"--"	"--"	"54.30"	"--"	"--"	"连续"	"泰引选642"	"1.26"	"--"	"S"	"--"	"76.00"
"2172"	"50.03"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"11.58"	"--"	"--"	"8.4"	"--"	"--"	"WA125"	"多粒型"	"1.93"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"2.42"	"30.75"	"--"	"W.h03291"	"MR"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"28.77"	"--"	"51.05"	"--"	"--"	"直立"	"155"	"1.09"	"国外"	"131.3"	"--"	"--"	"--"	"--"	"MR"	"--"	"37.0"	"疏枝"	"--"	"--"	"71.90"	"--"	"--"	"连续"	"泰引选645"	"1.17"	"--"	"S"	"--"	"98.80"
"2173"	"50.87"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"7.95"	"--"	"--"	"10.1"	"--"	"HS"	"WA126"	"多粒型"	"2.62"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"2.91"	"36.96"	"--"	"W.h03292"	"MR"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.49"	"--"	"38.41"	"--"	"I4A02931"	"直立"	"160"	"1.62"	"国外"	"97.3"	"HS"	"--"	"--"	"--"	"MR"	"--"	"30.6"	"疏枝"	"--"	"--"	"72.90"	"--"	"--"	"连续"	"泰引选650"	"9.53"	"--"	"S"	"--"	"82.40"
"2174"	"49.55"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"6.51"	"--"	"--"	"7.9"	"--"	"HS"	"WA127"	"多粒型"	"2.10"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"1.32"	"47.59"	"--"	"W.h03293"	"MR"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"31.17"	"--"	"40.83"	"--"	"I4A03335"	"直立"	"158"	"0.54"	"国外"	"107.6"	"HS"	"--"	"--"	"--"	"MR"	"--"	"34.6"	"疏枝"	"--"	"--"	"72.90"	"--"	"--"	"连续"	"泰引选679"	"1.11"	"--"	"S"	"--"	"82.00"
"2175"	"50.69"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"9.78"	"--"	"--"	"8.3"	"--"	"HS"	"WA128"	"多粒型"	"2.63"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"3.07"	"40.94"	"--"	"W.h03294"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.27"	"--"	"39.26"	"--"	"--"	"直立"	"160"	"2.02"	"国外"	"109.4"	"HS"	"--"	"--"	"--"	"MR"	"--"	"34.5"	"疏枝"	"--"	"--"	"74.70"	"--"	"--"	"连续"	"泰引选663"	"2.29"	"--"	"S"	"--"	"87.30"
"2176"	"50.71"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"11.58"	"--"	"--"	"9.6"	"--"	"--"	"WA129"	"多粒型"	"2.20"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"2.32"	"42.42"	"--"	"W.h03295"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.21"	"--"	"38.93"	"--"	"--"	"直立"	"160"	"1.09"	"国外"	"136.6"	"--"	"--"	"--"	"--"	"MR"	"--"	"35.2"	"疏枝"	"--"	"--"	"72.70"	"--"	"--"	"连续"	"泰引选668"	"1.46"	"--"	"S"	"--"	"82.10"
"2177"	"49.43"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"12.46"	"--"	"--"	"7.1"	"--"	"HS"	"WA130"	"多粒型"	"2.46"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"1.96"	"39.20"	"--"	"W.h03296"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"29.62"	"--"	"40.07"	"--"	"I4A04030"	"直立"	"160"	"2.53"	"国外"	"116.7"	"--"	"--"	"--"	"--"	"MR"	"--"	"32.5"	"疏枝"	"--"	"--"	"72.80"	"--"	"--"	"连续"	"泰引选674"	"1.32"	"--"	"S"	"--"	"94.70"
"2178"	"48.16"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"11.06"	"--"	"--"	"12.5"	"--"	"HS"	"WA131"	"多粒型"	"3.00"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"4.46"	"41.47"	"--"	"W.h03297"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.60"	"--"	"36.51"	"--"	"--"	"直立"	"158"	"1.65"	"国外"	"114.1"	"HS"	"--"	"--"	"--"	"MR"	"--"	"37.9"	"疏枝"	"--"	"--"	"63.90"	"--"	"--"	"连续"	"泰引选706"	"1.85"	"--"	"S"	"--"	"72.60"
"2179"	"51.38"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"10.91"	"--"	"--"	"10.6"	"--"	"HS"	"WA132"	"多粒型"	"2.24"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"2.98"	"41.61"	"--"	"W.h03298"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.38"	"--"	"37.32"	"--"	"I4A02929"	"直立"	"155"	"0.87"	"国外"	"135.1"	"HS"	"--"	"--"	"--"	"MR"	"--"	"43.3"	"疏枝"	"--"	"--"	"73.10"	"--"	"--"	"连续"	"泰引选709"	"4.06"	"--"	"S"	"--"	"87.80"
"2180"	"49.49"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"11.53"	"--"	"--"	"8.3"	"--"	"HS"	"WA133"	"多粒型"	"2.57"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"2.36"	"42.07"	"--"	"W.h03299"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"29.53"	"--"	"37.97"	"--"	"I4A02930"	"直立"	"155"	"1.08"	"国外"	"127.9"	"HS"	"--"	"--"	"--"	"MR"	"--"	"41.4"	"疏枝"	"--"	"--"	"50.00"	"--"	"--"	"连续"	"泰引选710"	"2.43"	"--"	"S"	"--"	"93.90"
"2181"	"50.36"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"10.71"	"--"	"--"	"7.1"	"--"	"HS"	"WA134"	"多粒型"	"2.65"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"3.49"	"42.10"	"--"	"W.h03300"	"MR"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"28.09"	"--"	"38.37"	"--"	"I4A02932"	"直立"	"155"	"1.38"	"国外"	"138.1"	"HS"	"--"	"--"	"--"	"MR"	"--"	"40.7"	"疏枝"	"--"	"--"	"71.10"	"--"	"--"	"连续"	"泰引选711"	"1.31"	"--"	"S"	"--"	"93.90"
"2182"	"50.47"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"5.30"	"--"	"--"	"10.6"	"--"	"HS"	"WA135"	"多粒型"	"1.63"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"1.34"	"44.43"	"--"	"W.h03301"	"S"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"29.31"	"--"	"41.27"	"--"	"I4A02933"	"直立"	"155"	"4.32"	"国外"	"129.9"	"HS"	"--"	"--"	"--"	"MR"	"--"	"38.5"	"疏枝"	"--"	"--"	"72.60"	"--"	"--"	"连续"	"泰引选720"	"1.72"	"--"	"S"	"--"	"91.30"
"2183"	"49.25"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"12.27"	"--"	"--"	"7.7"	"--"	"HS"	"WA136"	"多粒型"	"2.39"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"2.51"	"41.82"	"--"	"W.h03302"	"MR"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.67"	"--"	"37.93"	"--"	"I4A02934"	"直立"	"155"	"1.30"	"国外"	"121.1"	"HS"	"--"	"--"	"--"	"MR"	"--"	"44.2"	"疏枝"	"--"	"--"	"73.00"	"--"	"--"	"连续"	"泰引选729"	"1.49"	"--"	"S"	"--"	"89.20"
"2184"	"49.21"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"11.01"	"--"	"--"	"8.4"	"--"	"HS"	"WA137"	"多粒型"	"2.88"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"3.74"	"40.97"	"--"	"W.h03303"	"MR"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"26.44"	"--"	"38.16"	"--"	"I4A02935"	"直立"	"158"	"1.82"	"国外"	"97.3"	"HS"	"--"	"--"	"--"	"MR"	"--"	"33.6"	"疏枝"	"--"	"--"	"73.80"	"--"	"--"	"连续"	"泰引选735"	"1.42"	"--"	"S"	"--"	"71.50"
"2185"	"50.70"	"--"	"Leguminosae(豆科)"	"--"	"--"	"泰国"	"11.95"	"--"	"--"	"11.0"	"--"	"HS"	"WA138"	"多粒型"	"2.34"	"--"	"Arachis(落花生属)"	"中国农科院油料所"	"3.80"	"41.75"	"--"	"W.h03304"	"MR"	"Arachis hypogaea L.(花生)"	"--"	"--"	"--"	"30.04"	"--"	"36.98"	"--"	"I4A03628"	"直立"	"158"	"1.54"	"国外"	"105.9"	"HS"	"--"	"--"	"--"	"MR"	"--"	"43.4"	"疏枝"	"--"	"--"	"72.50"	"--"	"--"	"连续"	"泰引选745-2"	"1.45"	"--"	"S"	"--"	"67.80"
