"id"	"内质评价"	"可溶性糖％"	"品种名称"	"原产地"	"特异及用途"	"省"	"学名"	"图象"	"单果重评价"	"果实成熟期"	"成熟期评价"	"风味"	"单果重G"	"译名"	"汁液"	"外观评价"	"色泽"	"始果年龄"	"肉质"	"属名"	"可溶固形物"	"生育期D"	"生育期评价"	"统一编号"	"早果性评价"	"果形"	"维生素C"	"科名"	"可滴定酸％"
"196"	"中"	"--"	"奇弗顿"	"美国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"大"	"9月中"	"中"	"淡甜"	"197.5"	"QI FU DUN"	"多"	"好"	"红条纹"	"3"	"松脆"	"Malus(苹果属)"	"12.9"	"--"	"--"	"PGB0385"	"早"	"圆锥"	"--"	"Rosaceae(蔷薇科)"	"--"
"197"	"中"	"--"	"阿波尔特"	"俄罗斯"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"小"	"8月中"	"中早"	"酸甜"	"92.0"	"A BO ER TE"	"多"	"中"	"绿黄"	"7"	"松脆"	"Malus(苹果属)"	"12.7"	"188"	"短"	"PGB0386"	"晚"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"198"	"中上"	"--"	"红王子"	"美国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"很大"	"9月下"	"中晚"	"酸甜适度"	"239.0"	"HONG WANG ZI"	"多"	"极好"	"红条纹"	"4"	"松脆"	"Malus(苹果属)"	"12.5"	"--"	"--"	"PGB0388"	"早"	"圆锥"	"--"	"Rosaceae(蔷薇科)"	"--"
"199"	"上"	"--"	"长富12"	"日本"	"晚熟优质"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"很大"	"10月中"	"晚"	"酸甜"	"200.0"	"CHANG FU 12"	"中"	"好"	"浓红晕"	"4"	"脆"	"Malus(苹果属)"	"13.5"	"--"	"--"	"PGB0390"	"早"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"200"	"中"	"--"	"英金"	"美国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"小"	"8月下"	"中早"	"淡甜"	"87.0"	"YING JIN"	"中"	"好"	"红条纹"	"4"	"硬脆"	"Malus(苹果属)"	"14.3"	"209"	"中"	"PGB0391"	"早"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"201"	"上"	"--"	"北上"	"日本"	"优质"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"9月上"	"中"	"酸甜适度"	"122.0"	"BEI SHANG"	"多"	"好"	"红晕"	"4"	"松脆"	"Malus(苹果属)"	"12.6"	"--"	"--"	"PGB0392"	"早"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"202"	"中"	"--"	"大绿"	"美国"	"三倍体"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"很大"	"9月上"	"中"	"酸甜"	"219.0"	"DA LU"	"特多"	"中"	"绿"	"5"	"脆"	"Malus(苹果属)"	"12.0"	"198"	"中"	"PGB0393"	"中"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"203"	"中"	"7.8"	"波8"	"波兰"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"大"	"9月中"	"中"	"酸"	"186.5"	"BO 8"	"中"	"好"	"红条纹"	"5"	"脆"	"Malus(苹果属)"	"10.1"	"209"	"中"	"PGB0394"	"中"	"圆"	"--"	"Rosaceae(蔷薇科)"	"0.63"
"204"	"中上"	"--"	"柳玉"	"美国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"9月下"	"中晚"	"酸甜"	"142.0"	"LIU YU"	"多"	"好"	"红条纹"	"7"	"脆"	"Malus(苹果属)"	"11.8"	"226"	"长"	"PGB0395"	"晚"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"205"	"下"	"--"	"德4"	"德国引入"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"8月下"	"中早"	"酸"	"135.5"	"DE 4"	"中"	"差"	"淡红晕"	"5"	"硬脆"	"Malus(苹果属)"	"13.5"	"195"	"中"	"PGB0397"	"中"	"圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"206"	"中"	"--"	"格鲁晓夫卡"	"俄罗斯"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"较小"	"8月中"	"中早"	"酸甜"	"102.5"	"GE LU XIAO FU KA"	"多"	"好"	"红条纹"	"6"	"松脆"	"Malus(苹果属)"	"12.7"	"214"	"中"	"PGB0398"	"中"	"圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"207"	"中上"	"--"	"阿林屯"	"英国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"9月中"	"中"	"甜酸"	"124.0"	"A LIN TUN"	"多"	"好"	"红条纹"	"7"	"松脆"	"Malus(苹果属)"	"14.6"	"177"	"短"	"PGB0400"	"晚"	"卵圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"208"	"中上"	"--"	"红冠"	"美国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"较大"	"9月下"	"中晚"	"酸甜"	"159.0"	"HONG GUAN"	"多"	"极好"	"红晕"	"7"	"松脆"	"Malus(苹果属)"	"14.0"	"223"	"长"	"PGB0401"	"晚"	"圆锥"	"--"	"Rosaceae(蔷薇科)"	"--"
"209"	"中"	"--"	"捷5"	"捷克"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"8月中"	"中早"	"甜酸"	"121.1"	"JIE 5"	"多"	"好"	"红条纹"	"5"	"松脆"	"Malus(苹果属)"	"12.3"	"202"	"中"	"PGB0405"	"中"	"扁圆锥"	"--"	"Rosaceae(蔷薇科)"	"--"
"210"	"中"	"--"	"捷9"	"捷克"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"8月中"	"中早"	"酸甜"	"120.7"	"JIE 9"	"多"	"中"	"浓红条纹"	"5"	"松脆"	"Malus(苹果属)"	"12.2"	"211"	"长"	"PGB0407"	"中"	"圆锥"	"--"	"Rosaceae(蔷薇科)"	"--"
"211"	"中"	"--"	"新红皇"	"美国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"较大"	"9月下"	"中晚"	"淡甜"	"167.0"	"XIN HONG HUANG"	"多"	"极好"	"浓红晕"	"5"	"脆"	"Malus(苹果属)"	"12.1"	"179"	"短"	"PGB0408"	"中"	"圆锥"	"--"	"Rosaceae(蔷薇科)"	"--"
"212"	"中上"	"--"	"布科卡"	"波兰"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"9月上"	"中"	"酸甜"	"112.1"	"BU KE KA"	"中"	"中"	"暗红"	"4"	"松脆"	"Malus(苹果属)"	"10.0"	"207"	"中"	"PGB0409"	"早"	"卵圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"213"	"中"	"--"	"早生16"	"日本"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"9月上"	"中"	"酸甜"	"125.0"	"ZAO SHENG 16"	"多"	"好"	"淡紫红"	"5"	"松脆"	"Malus(苹果属)"	"11.2"	"201"	"中"	"PGB0410"	"中"	"圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"214"	"中"	"--"	"赤龙"	"美国"	"三倍体"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"10月上"	"中晚"	"酸"	"111.5"	"CHI LONG"	"中"	"中"	"暗红"	"7"	"脆硬"	"Malus(苹果属)"	"13.2"	"202"	"中"	"PGB0411"	"晚"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"215"	"中上"	"--"	"新红玉"	"美国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"9月下"	"中晚"	"甜酸"	"131.2"	"XIN HONG YU"	"多"	"好"	"浓红"	"5"	"松脆"	"Malus(苹果属)"	"12.1"	"225"	"长"	"PGB0412"	"中"	"扁圆锥"	"--"	"Rosaceae(蔷薇科)"	"--"
"216"	"中上"	"--"	"皇后桔苹"	"英国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"较大"	"9月上"	"中"	"酸甜"	"170.5"	"HUANG HOU JIE PING"	"中"	"好"	"鲜红"	"6"	"松脆"	"Malus(苹果属)"	"13.6"	"216"	"长"	"PGB0416"	"中"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"217"	"中"	"--"	"西林"	"英国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"较大"	"8月中"	"中早"	"甜酸"	"165.0"	"XI LIN"	"中"	"中"	"暗红条纹"	"4"	"松脆"	"Malus(苹果属)"	"11.1"	"207"	"中"	"PGB0417"	"早"	"圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"218"	"中"	"--"	"麦克矮生"	"加拿大"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"较大"	"9月中"	"中"	"甜酸"	"165.0"	"MAI KE AI SHENG"	"多"	"中"	"淡紫红"	"3"	"疏松"	"Malus(苹果属)"	"13.8"	"--"	"--"	"PGB0419"	"早"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"219"	"中下"	"--"	"斯托兹吉"	"波兰"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"较大"	"8月中"	"中早"	"酸"	"166.5"	"SI TUO ZI JI"	"中"	"中"	"淡紫红"	"5"	"紧密"	"Malus(苹果属)"	"10.4"	"207"	"中"	"PGB0420"	"中"	"长圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"220"	"下"	"--"	"米丘林纪念"	"俄罗斯"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"较小"	"8月上"	"早"	"酸"	"104.5"	"MI QIU LIN JI NIAN"	"少"	"中"	"红条纹"	"6"	"脆硬"	"Malus(苹果属)"	"9.0"	"197"	"中"	"PGB0421"	"中"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"221"	"中"	"--"	"褐色凤梨"	"俄罗斯"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"小"	"8月中"	"早"	"甜酸"	"69.5"	"HE SE FENG LI"	"少"	"差"	"水红"	"5"	"松软"	"Malus(苹果属)"	"11.2"	"185"	"短"	"PGB0422"	"中"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"222"	"中"	"--"	"女游击队员"	"俄罗斯"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"8月上"	"早"	"甜酸"	"126.5"	"NU YOU JI DUI YUAN"	"中"	"中"	"红"	"7"	"松脆"	"Malus(苹果属)"	"11.5"	"199"	"中"	"PGB0423"	"晚"	"卵圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"223"	"中"	"--"	"钱特克勒"	"法国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"大"	"9月下"	"中晚"	"酸"	"200.0"	"QIAN TE KE LE"	"多"	"中"	"黄绿"	"7"	"硬脆"	"Malus(苹果属)"	"12.5"	"200"	"中"	"PGB0425"	"晚"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"224"	"中"	"--"	"北方西纳波"	"俄罗斯"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"大"	"8月中"	"中早"	"酸"	"186.5"	"BEI FANG XI NA BO"	"中"	"中"	"红条纹"	"4"	"脆韧"	"Malus(苹果属)"	"11.7"	"207"	"中"	"PGB0426"	"早"	"卵圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"225"	"中下"	"--"	"德国8号"	"从德国引入"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"8月上"	"早"	"甜酸"	"139.4"	"DE GUO 8 HAO"	"中"	"中"	"淡紫红"	"5"	"面软"	"Malus(苹果属)"	"11.4"	"202"	"中"	"PGB0428"	"中"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"226"	"中"	"--"	"法11"	"法国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"较大"	"9月中"	"中"	"甜酸"	"152.5"	"FA 11"	"多"	"中"	"黄绿少红"	"5"	"硬脆"	"Malus(苹果属)"	"10.6"	"200"	"中"	"PGB0430"	"中"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"227"	"上"	"--"	"嘎拉"	"新西兰"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"9月下"	"中晚"	"酸甜适度"	"146.5"	"GA LA"	"多"	"中"	"淡红"	"3"	"松脆"	"Malus(苹果属)"	"11.0"	"--"	"--"	"PGB0433"	"早"	"卵圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"228"	"上"	"--"	"新嘎拉"	"新西兰"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"较大"	"9月下"	"中晚"	"酸甜适度"	"155.0"	"XIN GA LA"	"多"	"好"	"鲜红"	"3"	"硬脆"	"Malus(苹果属)"	"11.9"	"--"	"--"	"PGB0434"	"早"	"卵圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"229"	"中"	"--"	"镐罗"	"瑞士"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"8月中"	"中早"	"甜酸"	"141.0"	"GAO LUO"	"多"	"好"	"淡红"	"5"	"松脆"	"Malus(苹果属)"	"12.4"	"212"	"中"	"PGB0435"	"中"	"扁圆锥"	"--"	"Rosaceae(蔷薇科)"	"--"
"230"	"中下"	"--"	"卡罗拉"	"原东德"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"8月下"	"中早"	"酸"	"147.7"	"KA LUO LA"	"多"	"好"	"红条纹"	"4"	"脆硬"	"Malus(苹果属)"	"10.7"	"--"	"--"	"PGB0439"	"早"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"231"	"中上"	"--"	"派拉红"	"美国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"8月上"	"早"	"甜酸"	"136.5"	"PAI LA HONG"	"多"	"好"	"浓红"	"4"	"松"	"Malus(苹果属)"	"11.7"	"--"	"--"	"PGB0440"	"早"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"232"	"中下"	"--"	"阿尔克明"	"原东德"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"较大"	"8月下"	"中早"	"酸"	"158.1"	"A ER KE MING"	"多"	"中"	"淡红"	"4"	"硬脆"	"Malus(苹果属)"	"12.7"	"--"	"--"	"PGB0441"	"早"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"233"	"中上"	"--"	"Albena"	"保加利亚"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"较大"	"9月上"	"中"	"甜酸"	"169.0"	"Albena"	"多"	"差"	"水红"	"4"	"脆紧密"	"Malus(苹果属)"	"10.5"	"--"	"--"	"PGB0442"	"早"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"234"	"中"	"--"	"醇露"	"美国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"较小"	"10月上"	"中晚"	"微酸"	"97.0"	"CHUN LU"	"中"	"好"	"暗红"	"7"	"脆紧密"	"Malus(苹果属)"	"10.4"	"209"	"中"	"PGB0443"	"晚"	"扁圆锥"	"--"	"Rosaceae(蔷薇科)"	"--"
"235"	"上"	"--"	"美香"	"日本"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"较大"	"10月上"	"中晚"	"酸甜适度"	"174.0"	"MEI XIANG"	"多"	"好"	"鲜红"	"3"	"松脆"	"Malus(苹果属)"	"16.3"	"--"	"--"	"PGB0444"	"早"	"长圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"236"	"中上"	"--"	"瑞光"	"美国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"较大"	"10月上"	"中晚"	"酸甜"	"178.5"	"RUI GUANG"	"中"	"好"	"浓红"	"7"	"脆"	"Malus(苹果属)"	"11.8"	"194"	"短"	"PGB0445"	"晚"	"阔圆锥"	"--"	"Rosaceae(蔷薇科)"	"--"
"237"	"中上"	"7.9"	"红珊瑚"	"美国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"10月上"	"中晚"	"甜酸"	"141.0"	"HONG SHAN HU"	"多"	"好"	"红条纹"	"6"	"脆"	"Malus(苹果属)"	"11.0"	"214"	"中"	"PGB0447"	"中"	"圆锥"	"--"	"Rosaceae(蔷薇科)"	"0.60"
"238"	"中上"	"6.7"	"荣冠(冰糖)"	"美国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"9月下"	"中晚"	"甜"	"126.5"	"RONG GUAN (BING TANG )"	"中"	"好"	"暗红条纹"	"4"	"硬脆"	"Malus(苹果属)"	"13.1"	"211"	"中"	"PGB0448"	"早"	"圆"	"--"	"Rosaceae(蔷薇科)"	"0.26"
"239"	"中"	"9.0"	"来因特别尔加摩特"	"俄罗斯"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"很大"	"9月中"	"中"	"酸甜"	"200.8"	"LAI YIN TE BIE ER JIA MO TE"	"多"	"中"	"绿"	"5"	"松脆"	"Malus(苹果属)"	"11.8"	"207"	"中"	"PGB0452"	"中"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"0.79"
"240"	"中上"	"8.8"	"翠玉"	"美国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"10月中"	"晚"	"酸甜"	"137.6"	"CUI YU"	"多"	"好"	"红条纹"	"7"	"松脆"	"Malus(苹果属)"	"12.6"	"209"	"中"	"PGB0453"	"晚"	"卵圆"	"--"	"Rosaceae(蔷薇科)"	"0.13"
"241"	"中上"	"7.2"	"早红星"	"美国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"极大"	"9月中"	"中"	"酸甜"	"243.0"	"ZAO HONG XING"	"多"	"极好"	"红条纹"	"4"	"松脆"	"Malus(苹果属)"	"10.7"	"218"	"长"	"PGB0454"	"早"	"圆锥"	"--"	"Rosaceae(蔷薇科)"	"0.52"
"242"	"中"	"8.1"	"波19"	"波兰"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"很大"	"9月中"	"中"	"酸甜"	"204.0"	"BO 19"	"多"	"中"	"红条纹"	"4"	"脆"	"Malus(苹果属)"	"11.9"	"218"	"长"	"PGB0456"	"早"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"1.13"
"243"	"中"	"8.8"	"桔苹"	"英国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"9月上"	"中"	"微酸"	"150.0"	"JIE PING"	"多"	"中"	"淡红条纹"	"4"	"脆"	"Malus(苹果属)"	"11.0"	"216"	"长"	"PGB0457"	"早"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"0.37"
"244"	"中"	"8.1"	"红加拿大"	"美国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"较大"	"9月上"	"中"	"酸甜"	"158.9"	"HONG JIA NA DA"	"中"	"中"	"绿黄"	"6"	"脆"	"Malus(苹果属)"	"12.4"	"202"	"中"	"PGB0458"	"中"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"--"
"245"	"中上"	"10.1"	"大猩猩"	"美国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"较大"	"9月上"	"中"	"酸甜适度"	"158.0"	"DA XING XING"	"中"	"好"	"鲜红"	"4"	"松脆"	"Malus(苹果属)"	"12.6"	"214"	"中"	"PGB0459"	"早"	"圆锥"	"--"	"Rosaceae(蔷薇科)"	"0.40"
"246"	"中上"	"7.1"	"绯之衣"	"美国"	"三倍体"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"9月下"	"中晚"	"酸甜"	"116.0"	"FEI ZHI YI"	"多"	"好"	"鲜红"	"5"	"脆"	"Malus(苹果属)"	"10.6"	"223"	"长"	"PGB0461"	"中"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"0.54"
"247"	"中下"	"8.9"	"美尔塔什"	"加拿大"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"较大"	"9月下"	"中晚"	"甜酸"	"156.2"	"MEI ER TA SHI"	"中"	"中"	"暗红"	"5"	"松韧"	"Malus(苹果属)"	"11.4"	"223"	"长"	"PGB0462"	"中"	"圆锥"	"--"	"Rosaceae(蔷薇科)"	"0.56"
"248"	"中"	"8.8"	"南浦1号"	"北朝鲜"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"较小"	"9月中"	"中"	"酸甜"	"102.1"	"NAN PU 1 HAO"	"多"	"中"	"淡红"	"4"	"硬紧密"	"Malus(苹果属)"	"11.6"	"219"	"长"	"PGB0463"	"早"	"长圆"	"--"	"Rosaceae(蔷薇科)"	"0.69"
"249"	"中"	"8.6"	"纽塔什"	"加拿大"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"9月中"	"中"	"甜酸"	"130.1"	"NIU TA SHI"	"多"	"中"	"暗红"	"7"	"松脆"	"Malus(苹果属)"	"10.4"	"225"	"长"	"PGB0464"	"晚"	"扁圆"	"--"	"Rosaceae(蔷薇科)"	"0.57"
"250"	"中上"	"10.1"	"印度"	"美国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"大"	"10月中"	"晚"	"甜"	"187.9"	"YIN DU"	"中"	"中"	"绿"	"7"	"硬紧密"	"Malus(苹果属)"	"11.8"	"223"	"长"	"PGB0466"	"晚"	"偏斜"	"--"	"Rosaceae(蔷薇科)"	"0.11"
"251"	"下"	"12.4"	"珠美海棠"	"英国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"很小"	"10月上"	"中晚"	"涩"	"--"	"ZHU MEI HAI TANG"	"少"	"中"	"金黄"	"6"	"细脆"	"Malus(苹果属)"	"--"	"190"	"短"	"PGB0484"	"中"	"圆锥"	"--"	"Rosaceae(蔷薇科)"	"2.22"
"252"	"中"	"--"	"鹤之卵"	"美国"	"--"	"国外"	"Malus pumila Mill.(苹果)"	"--"	"中"	"9月上"	"中"	"酸"	"145.0"	"HE ZHI LUAN"	"多"	"一般"	"绿"	"5"	"硬"	"Malus(苹果属)"	"10.5"	"226"	"长"	"PGB0491"	"中"	"长圆锥"	"--"	"Rosaceae(蔷薇科)"	"--"
