"id"	"胚轴色"	"科名"	"库编号"	"原产地"	"柱头色"	"花盘直径"	"子实含油率"	"粗蛋白含量"	"类型"	"花盘倾斜度"	"粒色"	"舌状花色"	"皮壳率"	"译名"	"备注"	"省"	"品种名称"	"幼茎色"	"生育日期"	"单株子实重"	"百粒重"	"学名"	"统一编号"	"保存单位"	"分枝株率"	"属名"	"粒形"	"花盘形状"	"株高"	"叶片数"	"编号"
"384"	"淡紫"	"Compositae(菊科)"	"I4F00473"	"阿根廷"	"黄"	"21.00"	"25.50"	"--"	"食用"	"5"	"黑白条"	"黄"	"37.50"	"8532"	"--"	"国外"	"Morgan8"	"--"	"113"	"43.50"	"6.00"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0205"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"215"	"29"	"LW44"
"385"	"紫"	"Compositae(菊科)"	"I4F00474"	"阿根廷?"	"黄"	"24.00"	"33.30"	"--"	"油用"	"4"	"褐灰条"	"黄"	"26.30"	"8533"	"--"	"国外"	"Morgan9"	"--"	"104"	"45.60"	"5.20"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0206"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"140"	"22"	"LW45"
"386"	"紫"	"Compositae(菊科)"	"I4F02085"	"阿根廷"	"紫"	"10.00"	"37.30"	"--"	"油用"	"4"	"棕"	"黄"	"27.50"	"8534"	"--"	"国外"	"Morgan10"	"--"	"100"	"24.60"	"3.50"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0207"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"128"	"23"	"LW46"
"387"	"紫"	"Compositae(菊科)"	"I4F00609"	"阿根廷"	"黄"	"24.00"	"36.00"	"--"	"油用"	"5"	"黑灰条"	"黄"	"23.50"	"862058"	"--"	"国外"	"--"	"--"	"96"	"39.50"	"3.60"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0208"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"134"	"28"	"LW47"
"388"	"紫"	"Compositae(菊科)"	"I4F00475"	"墨西哥"	"黄"	"22.00"	"37.80"	"--"	"油用"	"5"	"黑灰条"	"黄"	"22.00"	"P2"	"--"	"国外"	"P2"	"--"	"101"	"47.50"	"6.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0209"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"173"	"28"	"LW48"
"389"	"紫"	"Compositae(菊科)"	"I4F00476"	"墨西哥"	"紫"	"25.00"	"36.40"	"--"	"油用"	"5"	"黑灰条"	"黄"	"22.00"	"P4"	"--"	"国外"	"P4"	"--"	"100"	"51.50"	"7.60"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0210"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"165"	"26"	"LW49"
"390"	"紫"	"Compositae(菊科)"	"I4F00477"	"墨西哥"	"黄"	"20.00"	"32.00"	"--"	"油用"	"5"	"黑灰条"	"黄"	"25.30"	"P5"	"--"	"国外"	"P5"	"--"	"101"	"33.50"	"3.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0211"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"168"	"27"	"LW50"
"391"	"紫"	"Compositae(菊科)"	"I4F00478"	"墨西哥"	"黄"	"29.00"	"38.60"	"--"	"油用"	"5"	"黑灰条"	"黄"	"20.00"	"P6"	"--"	"国外"	"P6"	"--"	"106"	"57.50"	"5.60"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0212"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"200"	"28"	"LW51"
"392"	"紫"	"Compositae(菊科)"	"I4F00479"	"墨西哥"	"黄"	"24.00"	"39.20"	"--"	"油用"	"5"	"黑灰条"	"黄"	"20.00"	"P9"	"--"	"国外"	"P9"	"--"	"106"	"50.50"	"6.00"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0213"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"175"	"27"	"LW52"
"393"	"紫"	"Compositae(菊科)"	"I4F00480"	"墨西哥"	"黄"	"24.00"	"34.00"	"--"	"油用"	"5"	"黑灰条"	"黄"	"30.00"	"P12"	"--"	"国外"	"P12"	"--"	"106"	"60.50"	"5.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0214"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"175"	"27"	"LW53"
"394"	"紫"	"Compositae(菊科)"	"I4F00481"	"墨西哥"	"黄"	"21.00"	"34.60"	"--"	"油用"	"5"	"黑灰条"	"黄"	"24.00"	"P13"	"--"	"国外"	"P13"	"--"	"107"	"49.50"	"5.90"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0215"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"161"	"25"	"LW54"
"395"	"紫"	"Compositae(菊科)"	"I4F00482"	"苏联"	"黄"	"22.00"	"37.90"	"--"	"油用"	"5"	"黑灰条"	"黄"	"23.50"	"peredaick"	"--"	"国外"	"peredaick"	"--"	"103"	"38.50"	"5.10"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0216"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"160"	"30"	"LW55"
"396"	"紫"	"Compositae(菊科)"	"I4F00610"	"苏联"	"黄"	"24.00"	"33.10"	"--"	"油用"	"5"	"黑灰条"	"黄"	"28.00"	"S317"	"--"	"国外"	"S317"	"--"	"103"	"38.50"	"5.60"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0217"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"148"	"25"	"LW56"
"397"	"紫"	"Compositae(菊科)"	"I4F00483"	"加拿大"	"黄"	"23.00"	"30.60"	"--"	"食用"	"4"	"褐白条"	"黄"	"34.30"	"2133-1"	"--"	"国外"	"2133-1"	"--"	"101"	"44.50"	"7.50"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0218"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平"	"105"	"22"	"LW57"
"398"	"紫"	"Compositae(菊科)"	"I4F00484"	"苏联"	"紫"	"23.00"	"40.20"	"--"	"油用"	"5"	"黑灰条"	"黄"	"21.00"	"S338"	"--"	"国外"	"S338"	"--"	"103"	"38.50"	"9.40"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0219"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"155"	"26"	"LW58"
"399"	"紫"	"Compositae(菊科)"	"I4F00485"	"苏联"	"黄"	"22.00"	"36.70"	"--"	"油用"	"5"	"黑灰条"	"黄"	"26.50"	"Victoria"	"--"	"国外"	"Victoria"	"--"	"101"	"80.50"	"7.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0220"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"140"	"20"	"LW59"
"400"	"紫"	"Compositae(菊科)"	"I4F00486"	"台湾"	"黄"	"22.00"	"38.00"	"--"	"油用"	"5"	"黑灰条"	"黄"	"23.50"	"x-33"	"--"	"国外"	"x-33"	"--"	"109"	"57.50"	"5.60"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0221"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"153"	"25"	"LW60"
"401"	"紫"	"Compositae(菊科)"	"I4F00487"	"加拿大"	"黄"	"20.00"	"24.30"	"--"	"食用"	"4"	"黑白条"	"黄"	"40.80"	"R2033"	"--"	"国外"	"R2033"	"--"	"89"	"52.40"	"12.40"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0222"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平"	"95"	"21"	"LW61"
"402"	"绿"	"Compositae(菊科)"	"I4F00611"	"美国"	"黄"	"12.20"	"31.10"	"--"	"油用"	"5"	"黑灰条"	"黄"	"29.10"	"HA336"	"--"	"国外"	"HA336"	"--"	"93"	"17.50"	"3.60"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0223"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"133"	"27"	"LW62"
"403"	"绿"	"Compositae(菊科)"	"I4F00612"	"美国"	"黄"	"14.20"	"27.20"	"--"	"油用"	"3"	"黑灰条"	"黄"	"31.70"	"HA337"	"--"	"国外"	"HA337"	"--"	"86"	"11.50"	"2.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0224"	"辽宁农科院育种所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"106"	"24"	"LW63"
"404"	"紫"	"Compositae(菊科)"	"I4F00613"	"加拿大"	"黄"	"22.00"	"23.30"	"--"	"食用"	"5"	"黑白条"	"黄"	"44.30"	"2119-2"	"--"	"国外"	"2119-2"	"--"	"85"	"58.40"	"13.00"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0225"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"100"	"19"	"LW64"
"405"	"紫"	"Compositae(菊科)"	"I4F00488"	"加拿大"	"黄"	"24.00"	"27.40"	"--"	"食用"	"5"	"黑白条"	"黄"	"40.00"	"2120-3"	"--"	"国外"	"2120-3"	"--"	"91"	"43.50"	"8.20"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0226"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"90"	"19"	"LW65"
"406"	"紫"	"Compositae(菊科)"	"I4F00489"	"加拿大"	"黄"	"24.00"	"24.80"	"--"	"食用"	"5"	"黑"	"黄"	"44.50"	"2124-2"	"--"	"国外"	"2124-2"	"--"	"104"	"45.50"	"11.60"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0227"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平"	"110"	"20"	"LW66"
"407"	"紫"	"Compositae(菊科)"	"I4F00490"	"加拿大"	"黄"	"16.00"	"23.80"	"--"	"食用"	"5"	"黑白条"	"黄"	"48.80"	"2133-2"	"--"	"国外"	"2133-2"	"--"	"100"	"58.60"	"14.00"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0228"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平"	"90"	"18"	"LW67"
"408"	"紫"	"Compositae(菊科)"	"I4F00614"	"加拿大"	"黄"	"18.00"	"28.60"	"--"	"食用"	"5"	"棕白边"	"黄"	"40.00"	"2134-2"	"--"	"国外"	"2134-2"	"--"	"99"	"64.40"	"10.00"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0229"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平"	"90"	"20"	"LW68"
"409"	"紫"	"Compositae(菊科)"	"I4F00491"	"加拿大"	"紫"	"24.00"	"19.80"	"--"	"食用"	"5"	"黑白条"	"橙黄"	"47.50"	"2139-3"	"--"	"国外"	"2139-3"	"--"	"99"	"80.30"	"10.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0230"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平"	"124"	"23"	"LW69"
"410"	"紫"	"Compositae(菊科)"	"I4F01745"	"美国?"	"黄"	"9.00"	"26.60"	"--"	"油用"	"3"	"黑"	"黄"	"34.60"	"RHA2174"	"--"	"国外"	"RHA2174"	"--"	"86"	"10.00"	"2.60"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0231"	"辽宁农科院育种所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"凹"	"104"	"24"	"LW70"
"411"	"绿"	"Compositae(菊科)"	"I4F00665"	"美国"	"黄"	"14.60"	"29.20"	"--"	"油用"	"2"	"黑灰条"	"黄"	"30.30"	"HA340"	"--"	"国外"	"HA340"	"--"	"94"	"19.30"	"3.90"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0232"	"辽宁农科院育种所"	"30.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"129"	"27"	"LW71"
"412"	"紫"	"Compositae(菊科)"	"I4F00615"	"加拿大"	"黄"	"23.00"	"17.60"	"--"	"食用"	"3"	"黑灰条"	"黄"	"52.50"	"2225-1"	"--"	"国外"	"2225-1"	"--"	"93"	"93.40"	"11.90"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0233"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平"	"110"	"22"	"LW72"
"413"	"紫"	"Compositae(菊科)"	"I4F00616"	"加拿大"	"黄"	"19.00"	"24.30"	"--"	"食用"	"3"	"黑白条"	"黄"	"35.00"	"2226-1"	"--"	"国外"	"2226-1"	"--"	"93"	"84.50"	"9.40"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0234"	"辽宁农科院育种所"	"60.0"	"Helianthus(向日葵属)"	"卵圆"	"平"	"80"	"20"	"LW73"
"414"	"淡紫"	"Compositae(菊科)"	"I4F00617"	"美国"	"黄"	"12.40"	"27.00"	"--"	"油用"	"4"	"黑灰条"	"黄"	"28.70"	"HA338"	"--"	"国外"	"HA338"	"--"	"87"	"12.50"	"2.90"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0235"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"113"	"29"	"LW74"
"415"	"淡紫"	"Compositae(菊科)"	"I4F00492"	"美国"	"黄"	"17.00"	"37.80"	"--"	"油用"	"3"	"黑灰条"	"黄"	"24.00"	"109A"	"--"	"国外"	"HA89A"	"--"	"97"	"25.60"	"7.50"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0236"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"106"	"26"	"LW75"
"416"	"淡紫"	"Compositae(菊科)"	"I4F00493"	"美国"	"黄"	"18.00"	"37.60"	"--"	"油用"	"3"	"黑灰条"	"黄"	"24.40"	"109B"	"--"	"国外"	"HA89B"	"--"	"97"	"26.80"	"7.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0237"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"106"	"26"	"LW76"
"417"	"紫"	"Compositae(菊科)"	"I4F00494"	"罗马尼亚"	"微红"	"21.00"	"25.60"	"--"	"油用"	"3"	"黑白条"	"黄"	"21.80"	"上葵一号"	"--"	"国外"	"RO18"	"--"	"103"	"96.30"	"7.50"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0238"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平"	"140"	"29"	"LW77"
"418"	"淡紫"	"Compositae(菊科)"	"I4F00495"	"罗马尼亚"	"黄"	"19.00"	"25.70"	"--"	"油用"	"4"	"黑灰条"	"黄"	"27.50"	"上葵二号"	"--"	"国外"	"RO22"	"--"	"105"	"94.40"	"6.90"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0239"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"150"	"22"	"LW78"
"419"	"紫"	"Compositae(菊科)"	"I4F00618"	"罗马尼亚"	"黄"	"20.00"	"31.90"	"--"	"油用"	"5"	"黑灰条"	"黄"	"28.80"	"墨西哥"	"--"	"国外"	"RO29"	"--"	"103"	"52.30"	"8.00"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0240"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"136"	"21"	"LW79"
"420"	"紫"	"Compositae(菊科)"	"I4F00496"	"罗马尼亚"	"黄"	"20.00"	"35.20"	"--"	"油用"	"5"	"黑灰条"	"黄"	"26.30"	"77-22"	"--"	"国外"	"RO55"	"--"	"103"	"55.50"	"7.40"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0241"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"140"	"21"	"LW80"
"421"	"紫"	"Compositae(菊科)"	"I4F00497"	"罗马尼亚"	"黄"	"20.00"	"32.40"	"--"	"中间"	"5"	"黑灰条"	"黄"	"30.00"	"乌克兰"	"--"	"国外"	"RO56"	"--"	"176"	"51.60"	"10.50"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0242"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平"	"142"	"21"	"LW81"
"422"	"紫"	"Compositae(菊科)"	"I4F00619"	"罗马尼亚"	"黄"	"16.00"	"26.40"	"--"	"油用"	"4"	"黑灰条"	"黄"	"21.80"	"HS301"	"--"	"国外"	"HS301"	"--"	"96"	"29.50"	"4.70"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0243"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"105"	"23"	"LW82"
"423"	"紫"	"Compositae(菊科)"	"I4F00498"	"上沃尔特"	"黄"	"20.00"	"35.60"	"--"	"油用"	"5"	"黑灰条"	"黄"	"30.00"	"上葵一号"	"--"	"国外"	"--"	"--"	"103"	"57.50"	"5.90"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0244"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"175"	"28"	"LW83"
"424"	"紫"	"Compositae(菊科)"	"I4F00499"	"上沃尔特"	"黄"	"21.00"	"31.10"	"--"	"油用"	"5"	"黑褐"	"黄"	"30.00"	"上葵二号"	"--"	"国外"	"--"	"--"	"106"	"51.40"	"5.70"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0245"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"160"	"22"	"LW84"
"425"	"紫"	"Compositae(菊科)"	"I4F00500"	"墨西哥"	"黄"	"19.00"	"28.60"	"--"	"油用"	"5"	"黑灰条"	"黄"	"30.00"	"墨西哥"	"--"	"国外"	"--"	"--"	"100"	"51.30"	"5.70"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0246"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"138"	"21"	"LW85"
"426"	"紫"	"Compositae(菊科)"	"I4F00501"	"保加利亚"	"黄"	"22.00"	"35.60"	"--"	"油用"	"5"	"黑灰条"	"黄"	"20.00"	"77－22"	"--"	"国外"	"--"	"--"	"109"	"75.20"	"6.60"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0247"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"166"	"21"	"LW86"
"427"	"紫"	"Compositae(菊科)"	"I4F00620"	"苏联"	"黄"	"23.00"	"37.10"	"--"	"油用"	"5"	"黑灰条"	"黄"	"15.00"	"乌克兰"	"--"	"国外"	"--"	"--"	"106"	"35.00"	"4.50"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0248"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"155"	"24"	"LW87"
"428"	"紫"	"Compositae(菊科)"	"I4F00666"	"美国"	"紫"	"15.00"	"28.40"	"--"	"油用"	"4"	"黑灰条"	"黄"	"31.50"	"77－25"	"--"	"国外"	"--"	"--"	"100"	"44.50"	"4.70"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0249"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"90"	"22"	"LW88"
"429"	"紫"	"Compositae(菊科)"	"I4F00667"	"美国"	"黄"	"25.00"	"18.60"	"--"	"油用"	"5"	"黑褐"	"黄"	"45.00"	"RHA271"	"--"	"国外"	"RHA271"	"--"	"116"	"80.00"	"7.40"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0250"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"230"	"41"	"LW89"
"430"	"紫"	"Compositae(菊科)"	"I4F00668"	"加拿大"	"黄"	"27.80"	"36.20"	"--"	"中间"	"4"	"黑灰条"	"黄"	"25.20"	"DM2"	"--"	"国外"	"DM2"	"--"	"87"	"106.10"	"10.60"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0251"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"圆锥"	"凸"	"142"	"25"	"LW90"
"431"	"紫"	"Compositae(菊科)"	"I4F00502"	"加拿大"	"黄"	"21.00"	"28.10"	"--"	"油用"	"4"	"黑灰条"	"黄"	"37.00"	"sunM20"	"--"	"国外"	"sunM20"	"--"	"92"	"49.60"	"5.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0252"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"139"	"24"	"LW91"
"432"	"紫"	"Compositae(菊科)"	"I4F00621"	"澳大利亚"	"黄"	"18.00"	"27.20"	"--"	"油用"	"2"	"灰褐"	"黄"	"37.50"	"HAR4"	"--"	"国外"	"HAR4"	"--"	"106"	"31.40"	"6.00"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0253"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"156"	"21"	"LW92"
"433"	"紫"	"Compositae(菊科)"	"I4F00669"	"澳大利亚"	"黄"	"16.00"	"22.30"	"--"	"油用"	"3"	"黑白条"	"黄"	"41.70"	"HAR5"	"--"	"国外"	"HAR5"	"--"	"103"	"19.30"	"4.50"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0254"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"139"	"17"	"LW93"
"434"	"紫"	"Compositae(菊科)"	"I4F01288"	"澳大利亚"	"黄"	"14.00"	"28.20"	"--"	"油用"	"2"	"褐"	"黄"	"27.30"	"RHA266"	"--"	"国外"	"RHA266"	"--"	"100"	"15.20"	"3.20"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0255"	"辽宁农科院育种所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"138"	"28"	"LW94"
"435"	"紫"	"Compositae(菊科)"	"I4F01289"	"澳大利亚"	"黄"	"18.00"	"20.20"	"--"	"中间"	"4"	"黑白条"	"黄"	"41.00"	"S37-388"	"--"	"国外"	"S37-388"	"--"	"100"	"16.80"	"7.00"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0256"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"74"	"23"	"LW95"
"436"	"紫"	"Compositae(菊科)"	"I4F01290"	"澳大利亚"	"黄"	"15.00"	"22.40"	"--"	"中间"	"2"	"黑白条"	"黄"	"47.50"	"69-17-8-1-1"	"--"	"国外"	"69-17-8-1-1"	"--"	"103"	"24.80"	"6.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0257"	"辽宁农科院育种所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"100"	"25"	"LW96"
"437"	"紫"	"Compositae(菊科)"	"I4F00670"	"澳大利亚"	"黄"	"15.00"	"23.10"	"--"	"油用"	"3"	"黑白条"	"黄"	"42.00"	"CM29"	"--"	"国外"	"CM29"	"--"	"103"	"19.40"	"3.20"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0258"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"145"	"22"	"LW97"
"438"	"紫"	"Compositae(菊科)"	"I4F00622"	"澳大利亚"	"黄"	"8.00"	"21.80"	"--"	"油用"	"4"	"白黑条"	"黄"	"42.50"	"953-88-31-54"	"--"	"国外"	"953-88-31-54"	"--"	"97"	"30.30"	"3.50"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0259"	"辽宁农科院育种所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"137"	"19"	"LW98"
"439"	"紫"	"Compositae(菊科)"	"I4F01746"	"澳大利亚"	"紫"	"10.00"	"28.70"	"--"	"油用"	"4"	"黑"	"黄"	"34.00"	"RR99"	"--"	"国外"	"RR99"	"--"	"98"	"18.20"	"2.50"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0260"	"辽宁农科院育种所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"90"	"18"	"LW99"
"440"	"紫"	"Compositae(菊科)"	"I4F00623"	"澳大利亚"	"黄"	"25.00"	"31.20"	"--"	"油用"	"5"	"黑"	"黄"	"31.80"	"86443-1"	"--"	"国外"	"86443-1"	"--"	"111"	"88.60"	"6.50"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0261"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"200"	"28"	"LW100"
"441"	"紫"	"Compositae(菊科)"	"I4F01264"	"南斯拉夫"	"黄"	"15.40"	"--"	"--"	"油用"	"3"	"黑"	"黄"	"26.50"	"77-30"	"--"	"国外"	"77-30"	"--"	"108"	"15.00"	"3.40"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0262"	"内蒙农科院作物所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平"	"128"	"30"	"蒙-200"
"442"	"紫"	"Compositae(菊科)"	"I4F00145"	"美国"	"黄"	"14.00"	"--"	"--"	"油用"	"4"	"黑灰条"	"黄"	"22.80"	"MEI GUO S301-1"	"--"	"国外"	"美国S301-1"	"--"	"109"	"42.50"	"5.00"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0263"	"内蒙农科院作物所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"138"	"26"	"蒙-201"
"443"	"绿"	"Compositae(菊科)"	"I4F01271"	"墨西哥"	"黄"	"21.60"	"--"	"--"	"油用"	"4"	"黑白条"	"橙黄"	"46.40"	"MO KUI"	"--"	"国外"	"墨葵"	"--"	"145"	"117.20"	"12.40"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0264"	"内蒙农科院作物所"	"41.0"	"Helianthus(向日葵属)"	"长圆锥"	"平"	"214"	"43"	"蒙-202"
"444"	"绿"	"Compositae(菊科)"	"--"	"内蒙巴盟种子公司"	"黄"	"22.20"	"--"	"--"	"食用"	"3"	"黑白条"	"黄"	"48.20"	"XI BAN YA SHI KUI"	"--"	"国外"	"西班牙食葵"	"--"	"140"	"105.10"	"9.20"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0265"	"内蒙农科院作物所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平"	"211"	"38"	"蒙-203"
"445"	"淡紫"	"Compositae(菊科)"	"I4F00512"	"美国"	"淡黄"	"21.30"	"39.30"	"--"	"油用"	"4"	"墨黑"	"黄"	"24.00"	"sunbred254"	"--"	"国外"	"--"	"--"	"98"	"71.00"	"4.10"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0266"	"甘肃省农科院"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"196"	"27"	"GK-15"
"446"	"淡紫"	"Compositae(菊科)"	"I4F00513"	"美国"	"淡黄"	"20.90"	"41.50"	"--"	"油用"	"3"	"墨黑"	"黄"	"21.00"	"sunbred262"	"--"	"国外"	"--"	"--"	"100"	"68.00"	"4.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0267"	"甘肃省农科院"	"5.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"191"	"28"	"GK-16"
