"id"	"胚轴色"	"科名"	"库编号"	"原产地"	"柱头色"	"花盘直径"	"子实含油率"	"粗蛋白含量"	"类型"	"花盘倾斜度"	"粒色"	"舌状花色"	"皮壳率"	"译名"	"备注"	"省"	"品种名称"	"幼茎色"	"生育日期"	"单株子实重"	"百粒重"	"学名"	"统一编号"	"保存单位"	"分枝株率"	"属名"	"粒形"	"花盘形状"	"株高"	"叶片数"	"编号"
"321"	"紫"	"Compositae(菊科)"	"I4F00230"	"阿尔及利亚"	"淡黄"	"23.20"	"35.50"	"17.7"	"油用"	"4"	"黑白条"	"黄"	"30.40"	"阿尔及利亚"	"中抗褐斑病"	"国外"	"--"	"--"	"108"	"24.60"	"4.60"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0127"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"凸"	"132"	"20"	"127"
"322"	"紫"	"Compositae(菊科)"	"I4F00231"	"阿尔及利亚"	"淡黄"	"27.50"	"41.10"	"20.1"	"油用"	"3"	"黑"	"黄"	"23.40"	"福拉姆表"	"--"	"国外"	"FIdmbeau"	"--"	"98"	"80.20"	"5.20"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0128"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"凸"	"111"	"23"	"128"
"323"	"绿"	"Compositae(菊科)"	"I4F01035"	"阿尔及利亚"	"淡黄"	"20.20"	"32.40"	"19.8"	"油用"	"3"	"黑"	"黄"	"34.70"	"SH-75"	"高抗褐斑病"	"国外"	"SH-75"	"--"	"98"	"77.60"	"6.10"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0129"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"凸"	"140"	"27"	"129"
"324"	"淡紫"	"Compositae(菊科)"	"I4F00232"	"美国"	"淡黄"	"20.00"	"34.60"	"18.1"	"油用"	"4"	"黑白条"	"黄"	"27.80"	"明尼苏打"	"高抗褐斑病"	"国外"	"--"	"--"	"103"	"60.00"	"7.20"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0130"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平"	"171"	"23"	"130"
"325"	"深紫"	"Compositae(菊科)"	"I4F00233"	"--"	"淡黄"	"17.90"	"34.10"	"25.2"	"油用"	"5"	"黑白条"	"黄"	"27.40"	"PO-71R"	"--"	"国外"	"PO-71R"	"--"	"87"	"68.00"	"7.30"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0131"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平"	"130"	"25"	"131"
"326"	"紫"	"Compositae(菊科)"	"I4F00234"	"博茨瓦纳"	"淡黄"	"20.50"	"33.50"	"20.8"	"油用"	"3"	"黑灰条"	"黄"	"28.80"	"鲁欣"	"--"	"国外"	"RUSSian"	"--"	"108"	"48.20"	"6.60"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0132"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"凸"	"190"	"26"	"132"
"327"	"紫"	"Compositae(菊科)"	"I4F00774"	"英国"	"淡黄"	"13.60"	"33.50"	"22.6"	"油用"	"4"	"黑灰条"	"黄"	"21.40"	"赫斯特冈森1101"	"--"	"国外"	"HurstgunsonN01101"	"--"	"83"	"37.20"	"4.20"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0133"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"101"	"20"	"133"
"328"	"紫"	"Compositae(菊科)"	"I4F00775"	"美国"	"淡黄"	"15.20"	"35.00"	"24.8"	"油用"	"4"	"黑"	"黄"	"28.60"	"森达克"	"高抗褐斑病"	"国外"	"Sundak"	"--"	"102"	"60.00"	"7.00"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0134"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"凸"	"153"	"28"	"134"
"329"	"紫"	"Compositae(菊科)"	"--"	"意大利"	"淡黄"	"10.80"	"34.90"	"17.7"	"油用"	"2"	"黑灰条"	"黄"	"25.90"	"意大利"	"高抗褐斑病"	"国外"	"--"	"--"	"108"	"78.50"	"2.70"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0135"	"吉林省向日葵研究所"	"100.0"	"Helianthus(向日葵属)"	"卵圆"	"凸"	"193"	"26"	"135"
"330"	"淡紫"	"Compositae(菊科)"	"I4F01036"	"--"	"淡黄"	"18.40"	"37.40"	"21.9"	"油用"	"3"	"黑灰条"	"黄"	"28.60"	"早葵"	"--"	"国外"	"--"	"--"	"104"	"49.50"	"7.70"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0136"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平"	"150"	"28"	"136"
"331"	"淡紫"	"Compositae(菊科)"	"I4F00235"	"澳大利亚"	"淡黄"	"22.20"	"34.90"	"17.7"	"油用"	"4"	"黑灰条"	"黄"	"29.60"	"澳大利亚"	"--"	"国外"	"--"	"--"	"102"	"54.00"	"5.40"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0137"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"凸"	"137"	"17"	"137"
"332"	"淡紫"	"Compositae(菊科)"	"I4F00776"	"--"	"淡黄"	"20.00"	"36.30"	"20.3"	"油用"	"4"	"黑白条"	"黄"	"28.70"	"巴尔干"	"--"	"国外"	"kdH"	"--"	"103"	"72.20"	"8.00"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0138"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"凸"	"178"	"26"	"138"
"333"	"淡紫"	"Compositae(菊科)"	"I4F00236"	"--"	"淡黄"	"20.40"	"25.60"	"19.3"	"油用"	"4"	"黑白条"	"黄"	"39.30"	"CH398"	"--"	"国外"	"CH398"	"--"	"102"	"44.40"	"6.10"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0139"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"凸"	"162"	"27"	"139"
"334"	"淡紫"	"Compositae(菊科)"	"I4F00777"	"南也门"	"淡黄"	"18.30"	"34.60"	"19.3"	"油用"	"4"	"黑"	"黄"	"22.60"	"南也门"	"--"	"国外"	"--"	"--"	"109"	"33.00"	"6.20"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0140"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"凸"	"188"	"20"	"140"
"335"	"深紫"	"Compositae(菊科)"	"I4F01037"	"中国植物园"	"紫黄"	"7.70"	"31.50"	"15.0"	"观赏"	"3"	"紫黑"	"紫红"	"40.00"	"深向日葵"	"--"	"国外"	"--"	"--"	"102"	"65.00"	"4.00"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0141"	"吉林省向日葵研究所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"169"	"22"	"141"
"336"	"深紫"	"Compositae(菊科)"	"I4F00778"	"南斯拉夫"	"黄"	"23.00"	"34.70"	"19.9"	"油用"	"3"	"黑灰条"	"黄"	"39.00"	"S-25"	"--"	"国外"	"S-25"	"--"	"105"	"62.60"	"5.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0142"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"125"	"25"	"142"
"337"	"深紫"	"Compositae(菊科)"	"I4F00779"	"保加利亚"	"黄"	"20.00"	"38.10"	"16.9"	"油用"	"2"	"黑灰条"	"黄"	"28.00"	"77-20-1"	"--"	"国外"	"--"	"--"	"105"	"98.00"	"6.70"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0143"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"平"	"125"	"25"	"143"
"338"	"紫"	"Compositae(菊科)"	"I4F00237"	"南斯拉夫"	"淡黄"	"18.00"	"51.00"	"20.0"	"油用"	"5"	"黑"	"黄"	"20.00"	"cherujenuua66"	"--"	"国外"	"cherujenuua66"	"--"	"105"	"47.00"	"7.00"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0144"	"吉林省向日葵研究所"	"60.0"	"Helianthus(向日葵属)"	"短圆锥"	"凸"	"153"	"25"	"144"
"339"	"淡紫"	"Compositae(菊科)"	"I4F00238"	"南斯拉夫"	"紫"	"20.90"	"38.50"	"21.4"	"油用"	"3"	"黑"	"黄"	"24.10"	"HS-201-72"	"--"	"国外"	"HS-201-72"	"--"	"98"	"45.30"	"4.10"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0145"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"134"	"22"	"145"
"340"	"紫"	"Compositae(菊科)"	"I4F00780"	"美国"	"淡黄"	"7.20"	"33.60"	"16.6"	"油用"	"2"	"棕白条"	"黄"	"27.30"	"RHA273"	"--"	"国外"	"RHA273"	"--"	"102"	"4.80"	"2.20"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0146"	"吉林省向日葵研究所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"凸"	"106"	"17"	"146"
"341"	"紫"	"Compositae(菊科)"	"I4F01038"	"美国"	"淡黄"	"9.00"	"22.60"	"20.8"	"油用"	"2"	"黑白条"	"黄"	"45.80"	"美引74"	"--"	"国外"	"--"	"--"	"101"	"23.60"	"4.20"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0147"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"凸"	"125"	"15"	"147"
"342"	"淡紫"	"Compositae(菊科)"	"I4F00239"	"南斯拉夫"	"淡黄"	"12.60"	"25.80"	"25.0"	"油用"	"4"	"黑灰条"	"黄"	"48.20"	"NS-27"	"自选品系"	"国外"	"NS-H-27-RM"	"--"	"94"	"60.80"	"7.20"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0148"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"卵圆"	"凸"	"98"	"20"	"148"
"343"	"紫"	"Compositae(菊科)"	"I4F01039"	"南斯拉夫"	"紫"	"30.10"	"18.90"	"24.6"	"油用"	"4"	"紫黑"	"黄"	"46.20"	"乌"	"--"	"国外"	"--"	"--"	"95"	"60.00"	"4.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0149"	"吉林省向日葵研究所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"128"	"28"	"149"
"344"	"淡紫"	"Compositae(菊科)"	"I4F02086"	"阿根廷"	"黄"	"21.00"	"28.50"	"--"	"食用"	"5"	"黑白条"	"黄"	"40.00"	"charata"	"--"	"国外"	"charata"	"--"	"108"	"84.80"	"9.50"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0162"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"213"	"27"	"LW1"
"345"	"淡紫"	"Compositae(菊科)"	"I4F00453"	"阿根廷"	"黄"	"21.00"	"35.50"	"--"	"油用"	"5"	"黑白条"	"黄"	"27.50"	"Impira"	"--"	"国外"	"Impira"	"--"	"93"	"85.40"	"5.90"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0163"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"凸"	"230"	"26"	"LW2"
"346"	"淡紫"	"Compositae(菊科)"	"I4F00454"	"美国"	"黄"	"19.00"	"27.60"	"--"	"油用"	"4"	"黑灰条"	"黄"	"26.80"	"美75-1"	"--"	"国外"	"--"	"--"	"87"	"65.60"	"7.90"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0164"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"122"	"25"	"LW3"
"347"	"紫"	"Compositae(菊科)"	"I4F02087"	"匈牙利"	"黄"	"7.00"	"28.40"	"--"	"油用"	"3"	"黑"	"淡黄"	"26.00"	"BEHT3"	"--"	"国外"	"BEHT3"	"--"	"85"	"15.30"	"1.50"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0165"	"辽宁农科院育种所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"107"	"23"	"LW4"
"348"	"紫"	"Compositae(菊科)"	"I4F01739"	"智利"	"黄"	"19.00"	"23.50"	"--"	"食用"	"4"	"黑白条"	"黄"	"47.50"	"861"	"--"	"国外"	"--"	"--"	"98"	"46.00"	"6.00"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0166"	"辽宁农科院育种所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"150"	"24"	"LW5"
"349"	"紫"	"Compositae(菊科)"	"I4F00455"	"美国"	"黄"	"14.00"	"34.20"	"--"	"油用"	"2"	"灰"	"黄"	"25.00"	"Ah1-2"	"--"	"国外"	"Ah1-2"	"--"	"98"	"32.40"	"5.10"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0167"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"140"	"27"	"LW6"
"350"	"紫"	"Compositae(菊科)"	"I4F00456"	"美国"	"黄"	"18.00"	"32.70"	"--"	"油用"	"5"	"黑"	"黄"	"27.50"	"Ah1-5"	"--"	"国外"	"Ah1-5"	"--"	"100"	"28.80"	"3.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0168"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"135"	"24"	"LW7"
"351"	"紫"	"Compositae(菊科)"	"I4F02083"	"美国"	"黄"	"8.00"	"30.10"	"--"	"油用"	"3"	"黑灰条"	"黄"	"25.00"	"5aF2"	"--"	"国外"	"5aF2"	"--"	"85"	"27.70"	"7.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0169"	"辽宁农科院育种所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"120"	"21"	"LW8"
"352"	"紫"	"Compositae(菊科)"	"I4F02088"	"美国"	"黄"	"22.00"	"31.80"	"--"	"油用"	"1"	"黑灰条"	"黄"	"30.00"	"p386"	"--"	"国外"	"p386"	"--"	"106"	"26.90"	"4.50"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0170"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"145"	"25"	"LW9"
"353"	"紫"	"Compositae(菊科)"	"I4F02260"	"美国"	"紫"	"8.00"	"31.00"	"--"	"油用"	"2"	"黑灰条"	"黄"	"35.00"	"Coo3-1"	"--"	"国外"	"Coo3-1"	"--"	"100"	"22.50"	"3.50"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0171"	"辽宁农科院育种所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"170"	"20"	"LW10"
"354"	"紫"	"Compositae(菊科)"	"I4F00660"	"阿根廷"	"黄"	"15.00"	"36.90"	"--"	"油用"	"5"	"黑灰"	"黄"	"30.00"	"8501"	"--"	"国外"	"--"	"--"	"98"	"18.30"	"2.10"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0175"	"辽宁农科院育种所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"190"	"26"	"LW14"
"355"	"紫"	"Compositae(菊科)"	"--"	"阿根廷"	"黄"	"23.00"	"31.70"	"--"	"中间"	"5"	"灰白条"	"黄"	"37.50"	"8502"	"--"	"国外"	"--"	"--"	"112"	"48.20"	"4.20"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0176"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"凸"	"185"	"27"	"LW15"
"356"	"紫"	"Compositae(菊科)"	"I4F01740"	"阿根廷"	"黄"	"17.00"	"29.10"	"--"	"油用"	"3"	"黑棕"	"黄"	"27.50"	"8503"	"--"	"国外"	"--"	"--"	"100"	"27.60"	"5.50"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0177"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"95"	"19"	"LW16"
"357"	"紫"	"Compositae(菊科)"	"I4F00661"	"阿根廷"	"黄"	"21.00"	"28.10"	"--"	"油用"	"5"	"黑灰条"	"黄"	"30.00"	"8504"	"--"	"国外"	"--"	"--"	"102"	"45.40"	"6.40"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0178"	"辽宁农科院育种所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"154"	"20"	"LW17"
"358"	"紫"	"Compositae(菊科)"	"I4F00460"	"阿根廷"	"黄"	"31.00"	"32.80"	"--"	"食用"	"5"	"黑白条"	"黄"	"35.00"	"8505"	"--"	"国外"	"--"	"--"	"113"	"42.30"	"4.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0179"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"189"	"34"	"LW18"
"359"	"紫"	"Compositae(菊科)"	"I4F00461"	"阿根廷"	"黄"	"25.00"	"34.30"	"--"	"油用"	"4"	"黑灰条"	"黄"	"25.00"	"8506"	"--"	"国外"	"--"	"--"	"110"	"39.40"	"6.50"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0180"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"132"	"28"	"LW19"
"360"	"紫"	"Compositae(菊科)"	"I4F00662"	"阿根廷"	"黄"	"10.00"	"34.90"	"--"	"油用"	"4"	"灰褐"	"黄"	"28.80"	"8507"	"--"	"国外"	"--"	"--"	"101"	"26.60"	"3.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0181"	"辽宁农科院育种所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"120"	"18"	"LW20"
"361"	"紫"	"Compositae(菊科)"	"I4F00663"	"阿根廷"	"黄"	"20.00"	"30.80"	"--"	"油用"	"4"	"棕灰条"	"黄"	"28.80"	"8508"	"--"	"国外"	"--"	"--"	"98"	"26.40"	"5.10"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0182"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"120"	"19"	"LW21"
"362"	"紫"	"Compositae(菊科)"	"I4F00462"	"阿根廷"	"黄"	"26.00"	"24.80"	"--"	"食用"	"5"	"白"	"黄"	"45.00"	"8509"	"--"	"国外"	"--"	"--"	"111"	"40.60"	"5.20"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0183"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"165"	"28"	"LW22"
"363"	"紫"	"Compositae(菊科)"	"I4F01741"	"阿根廷"	"黄"	"22.00"	"23.50"	"--"	"中间"	"4"	"棕白条"	"黄"	"45.00"	"8510"	"--"	"国外"	"--"	"--"	"109"	"26.20"	"3.40"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0184"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"171"	"31"	"LW23"
"364"	"紫"	"Compositae(菊科)"	"I4F00463"	"阿根廷"	"黄"	"18.00"	"29.60"	"--"	"食用"	"3"	"黑灰条"	"黄"	"34.30"	"8511"	"--"	"国外"	"--"	"--"	"101"	"36.70"	"8.90"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0185"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"170"	"19"	"LW24"
"365"	"紫"	"Compositae(菊科)"	"I4F02089"	"阿根廷"	"黄"	"14.00"	"33.80"	"--"	"油用"	"4"	"黑棕条"	"黄"	"32.50"	"8512"	"--"	"国外"	"--"	"--"	"110"	"43.00"	"3.50"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0186"	"辽宁农科院育种所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"140"	"21"	"LW25"
"366"	"紫"	"Compositae(菊科)"	"I4F00464"	"阿根廷"	"黄"	"11.00"	"35.00"	"--"	"油用"	"4"	"黑灰条"	"黄"	"25.00"	"8513"	"--"	"国外"	"--"	"--"	"111"	"62.80"	"6.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0187"	"辽宁农科院育种所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"180"	"27"	"LW26"
"367"	"紫"	"Compositae(菊科)"	"--"	"阿根廷"	"黄"	"22.00"	"31.10"	"--"	"油用"	"5"	"黑灰条"	"黄"	"25.00"	"8514"	"--"	"国外"	"--"	"--"	"98"	"23.40"	"4.60"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0188"	"辽宁农科院育种所"	"40.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"105"	"21"	"LW27"
"368"	"紫"	"Compositae(菊科)"	"I4F01742"	"阿根廷"	"黄"	"18.00"	"33.10"	"--"	"油用"	"3"	"棕灰条"	"黄"	"32.50"	"8515"	"--"	"国外"	"--"	"--"	"106"	"72.50"	"4.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0189"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"180"	"26"	"LW28"
"369"	"紫"	"Compositae(菊科)"	"--"	"阿根廷"	"紫"	"8.00"	"35.60"	"--"	"油用"	"4"	"棕"	"黄"	"22.50"	"8516"	"--"	"国外"	"--"	"--"	"96"	"25.90"	"2.50"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0190"	"辽宁农科院育种所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"130"	"21"	"LW29"
"370"	"紫"	"Compositae(菊科)"	"--"	"阿根廷"	"黄"	"8.00"	"37.60"	"--"	"油用"	"4"	"黑棕条"	"黄"	"18.80"	"8517"	"--"	"国外"	"R3525"	"--"	"104"	"21.70"	"2.30"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0191"	"辽宁农科院育种所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"125"	"16"	"LW30"
"371"	"紫"	"Compositae(菊科)"	"I4F00664"	"阿根廷"	"黄"	"11.00"	"34.60"	"--"	"油用"	"3"	"黄白条"	"黄"	"24.00"	"8518"	"--"	"国外"	"R3535"	"--"	"104"	"28.60"	"3.30"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0192"	"辽宁农科院育种所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"115"	"21"	"LW31"
"372"	"紫"	"Compositae(菊科)"	"I4F02084"	"阿根廷"	"黄"	"12.00"	"45.00"	"--"	"油用"	"3"	"黑白条"	"黄"	"20.80"	"8519"	"--"	"国外"	"R3538"	"--"	"96"	"20.40"	"4.40"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0193"	"辽宁农科院育种所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"120"	"15"	"LW32"
"373"	"紫"	"Compositae(菊科)"	"I4F01743"	"阿根廷"	"黄"	"8.00"	"33.70"	"--"	"油用"	"4"	"黑"	"黄"	"26.30"	"8520"	"--"	"国外"	"R3545"	"--"	"100"	"22.80"	"3.00"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0194"	"辽宁农科院育种所"	"100.0"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"108"	"20"	"LW33"
"374"	"紫"	"Compositae(菊科)"	"I4F00465"	"阿根廷"	"黄"	"24.00"	"35.90"	"--"	"油用"	"5"	"黑灰条"	"黄"	"23.80"	"8521"	"--"	"国外"	"--"	"--"	"110"	"80.10"	"5.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0195"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"187"	"27"	"LW34"
"375"	"紫"	"Compositae(菊科)"	"I4F01744"	"阿根廷"	"黄"	"23.00"	"36.60"	"--"	"油用"	"5"	"黑灰条"	"黄"	"27.50"	"8522"	"--"	"国外"	"--"	"--"	"109"	"45.30"	"4.80"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0196"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"198"	"27"	"LW35"
"376"	"紫"	"Compositae(菊科)"	"I4F00466"	"阿根廷"	"黄"	"22.00"	"39.70"	"--"	"油用"	"4"	"黑灰条"	"黄"	"26.20"	"8523"	"--"	"国外"	"--"	"--"	"102"	"110.40"	"6.00"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0197"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"凹"	"140"	"23"	"LW36"
"377"	"紫"	"Compositae(菊科)"	"I4F00467"	"阿根廷"	"黄"	"16.00"	"33.40"	"--"	"中间"	"3"	"黑灰条"	"黄"	"33.00"	"8524"	"--"	"国外"	"--"	"--"	"100"	"49.50"	"4.50"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0198"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"140"	"24"	"LW37"
"378"	"紫"	"Compositae(菊科)"	"I4F00468"	"阿根廷"	"黄"	"26.00"	"26.80"	"--"	"食用"	"5"	"棕白条"	"黄"	"43.50"	"8525"	"--"	"国外"	"Morgan1"	"--"	"120"	"54.60"	"7.50"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0199"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"240"	"41"	"LW38"
"379"	"紫"	"Compositae(菊科)"	"I4F00608"	"阿根廷"	"黄"	"21.00"	"24.40"	"--"	"中间"	"5"	"黑灰条"	"黄"	"40.00"	"8526"	"--"	"国外"	"--"	"--"	"128"	"43.70"	"4.00"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0200"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"256"	"29"	"LW39"
"380"	"紫"	"Compositae(菊科)"	"I4F00469"	"阿根廷"	"黄"	"21.00"	"32.20"	"--"	"油用"	"5"	"黑白条"	"黄"	"28.80"	"8527"	"--"	"国外"	"Morgan3"	"--"	"125"	"65.40"	"5.60"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0201"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"258"	"27"	"LW40"
"381"	"淡紫"	"Compositae(菊科)"	"I4F00470"	"阿根廷"	"黄"	"20.00"	"34.60"	"--"	"油用"	"5"	"黑灰条"	"黄"	"31.30"	"8528"	"--"	"国外"	"Morgan4"	"--"	"113"	"103.10"	"5.60"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0202"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"凸"	"200"	"25"	"LW41"
"382"	"紫"	"Compositae(菊科)"	"I4F00471"	"阿根廷"	"黄"	"21.00"	"27.00"	"--"	"中间"	"4"	"灰白条"	"黄"	"39.50"	"8529"	"--"	"国外"	"Morgan5"	"--"	"113"	"67.40"	"6.60"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0203"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"240"	"29"	"LW42"
"383"	"紫"	"Compositae(菊科)"	"I4F00472"	"阿根廷"	"黄"	"22.00"	"35.70"	"--"	"油用"	"5"	"黑灰条"	"黄"	"30.00"	"8530"	"--"	"国外"	"Morgan6"	"--"	"112"	"56.30"	"4.60"	"Helianthus annuus L.(栽培向日葵)"	"WXRK0204"	"辽宁农科院育种所"	"--"	"Helianthus(向日葵属)"	"短圆锥"	"平"	"222"	"28"	"LW43"
