"id"	"科名"	"保存编号"	"品种名称"	"鲜粗淀粉"	"所属群别"	"脉基色"	"叶脉色"	"耐盐性"	"耐贮性"	"分枝多少"	"类型"	"保存单位"	"省"	"来源"	"幼苗生长势"	"鲜粗蛋白"	"原名"	"属名"	"统一编号"	"叶片大小"	"干粗蛋白"	"学名"	"茎色"	"最长蔓长短"	"茎粗"	"干可溶性糖"	"株型"	"薯皮色"	"薯形"	"原产地"	"产量"	"叶色"	"最长蔓长"	"柄基色"	"顶叶形"	"顶叶色"	"备注"	"薯瘟抗性1"	"叶形"	"根腐病指"	"茎线虫病"	"薯肉色"	"耐旱性"	"茎粗大小"	"干粗淀粉"	"鲜可溶性糖"	"根腐病抗性"	"萌芽性"	"茎端茸毛"	"叶片长"	"烘干率"	"叶片宽"	"基部分枝"	"薯瘟抗性2"	"原系号"	"黑斑病"	"异亮氨酸"	"所属"	"糖化力"	"叶锈反应型"	"直链淀粉"	"丙氨酸"	"穗密度"	"耐涝性"	"单位编号"	"蛋白质"	"北纬"	"白背飞虱"	"单株产量"	"条纹病抗性"	"籼粳"	"百粒重"	"分蘖力"	"赤霉病病穗"	"苗瘟"	"分枝数"	"条纹病病率"	"芒"	"苗期耐旱"	"脯氨酸"	"抗旱级别"	"田间抗寒性"	"精米率"	"天冬氨酸"	"水敏称度"	"秆锈反应型"	"长宽比"	"缬氨酸"	"高程"	"种子来源"	"耐涝级别"	"沉淀值"	"早中晚"	"生长习性"	"赤霉病抗性"	"保存单位_2"	"荚色"	"棱型"	"东经"	"花色"	"黄花发病率"	"冬春性"	"颖尖弯直'"	"库编号"	"全粉浸出物"	"颖尖弯直"	"酪氨酸"	"壳色"	"芒长"	"荚长"	"粗蛋白"	"根腐穗病级"	"糙米率"
"218"	"Convolvulaceae(旋花科)"	"徐C223"	"TiS 8401"	"--"	"--"	"淡紫"	"淡紫"	"--"	"--"	"中"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"--"	"440071"	"Ipomoea(番薯属)"	"SY000232"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"粗"	"--"	"匍匐"	"紫红"	"纺缍"	"热带农业研究所"	"低"	"绿"	"215"	"绿"	"尖心形"	"淡紫"	"--"	"--"	"尖心带紫"	"47.5"	"--"	"白"	"--"	"0.63"	"--"	"--"	"MS"	"中"	"中"	"10.7"	"23.0"	"12.0"	"8"	"--"	"--"	"--"																																																									
"219"	"Convolvulaceae(旋花科)"	"徐A166"	"斯纳黄皮红心"	"--"	"--"	"紫"	"紫"	"--"	"T"	"多"	"地方"	"徐州甘薯研究中心"	"云南"	"--"	"中"	"--"	"--"	"Ipomoea(番薯属)"	"ZS001087"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"中"	"中"	"--"	"半直立"	"淡棕"	"纺缍"	"云南"	"中"	"浓绿"	"237"	"紫"	"三爪叶"	"绿"	"--"	"HS"	"深单缺"	"62.5"	"R"	"淡桔红"	"--"	"0.58"	"--"	"--"	"S"	"差"	"无"	"16.0"	"21.9"	"12.9"	"12"	"HS"	"--"	"MS"																																																									
"220"	"Convolvulaceae(旋花科)"	"徐A167"	"永胜斯纳"	"--"	"--"	"紫"	"微紫"	"--"	"NT"	"多"	"地方"	"徐州甘薯研究中心"	"云南"	"--"	"弱"	"--"	"--"	"Ipomoea(番薯属)"	"ZS001088"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"半直立"	"淡黄红"	"长纺缍"	"云南"	"低"	"浓绿"	"210"	"绿"	"五爪叶"	"褐"	"--"	"HS"	"五爪叶"	"55.0"	"HR"	"乳白"	"--"	"0.50"	"--"	"--"	"MS"	"中"	"多"	"10.9"	"26.0"	"10.3"	"17"	"HS"	"--"	"S"																																																									
"221"	"Convolvulaceae(旋花科)"	"苏徐C041"	"--"	"--"	"--"	"绿"	"绿"	"--"	"--"	"中"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"W51"	"Ipomoea(番薯属)"	"SY000041"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带微褐"	"短"	"粗"	"--"	"直立"	"深红"	"长纺"	"美国"	"中上"	"绿"	"84"	"绿"	"浅单缺"	"浓褐"	"自然开花结实"	"--"	"深浅复缺"	"--"	"--"	"桔红"	"--"	"0.77"	"--"	"--"	"--"	"--"	"多"	"14.3"	"21.4"	"13.8"	"10"	"--"	"--"	"--"																																																									
"222"	"Convolvulaceae(旋花科)"	"苏徐C042"	"--"	"--"	"--"	"绿"	"绿"	"--"	"--"	"中"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"W178"	"Ipomoea(番薯属)"	"SY000042"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"半直立"	"深红"	"纺锤"	"美国"	"高"	"浓绿"	"113"	"绿"	"深复缺"	"绿带微褐"	"自然开花"	"--"	"深复缺"	"--"	"--"	"桔红"	"--"	"0.53"	"--"	"--"	"--"	"--"	"多"	"11.3"	"21.1"	"13.1"	"10"	"--"	"--"	"--"																																																									
"223"	"Convolvulaceae(旋花科)"	"苏徐C043"	"--"	"--"	"--"	"紫"	"紫"	"--"	"--"	"多"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"W191"	"Ipomoea(番薯属)"	"SY000043"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"中"	"中"	"--"	"匍匐"	"淡桔红"	"纺锤"	"美国"	"中上"	"绿"	"106"	"紫"	"浅复缺"	"绿带褐"	"重感根腐病"	"--"	"浅复缺"	"--"	"--"	"桔红"	"--"	"0.45"	"--"	"--"	"--"	"--"	"少"	"8.6"	"17.7"	"9.8"	"16"	"--"	"--"	"--"																																																									
"224"	"Convolvulaceae(旋花科)"	"粤 C451"	"美24"	"--"	"--"	"绿带紫"	"绿带紫"	"--"	"--"	"中"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"SY000044"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"短"	"中"	"--"	"半直立"	"桔黄"	"下膨纺"	"美国"	"中"	"绿"	"76"	"绿"	"心脏"	"绿"	"不抗薯瘟"	"--"	"心脏"	"--"	"--"	"桔红"	"--"	"0.45"	"--"	"--"	"--"	"中"	"中"	"9.9"	"22.4"	"9.3"	"6"	"--"	"--"	"--"																																																									
"225"	"Convolvulaceae(旋花科)"	"粤 C452"	"美93"	"--"	"--"	"紫"	"紫"	"--"	"--"	"少"	"国外"	"广东农科院旱粮所"	"国外"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"SY000045"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"匍匐"	"黄"	"下膨纺"	"美国"	"中"	"绿"	"159"	"紫"	"心脏"	"绿"	"不抗薯瘟"	"--"	"心脏"	"--"	"--"	"桔红"	"--"	"0.41"	"--"	"--"	"--"	"中"	"多"	"8.8"	"34.6"	"8.8"	"4"	"--"	"--"	"--"																																																									
"226"	"Convolvulaceae(旋花科)"	"粤 C453"	"美116"	"--"	"--"	"绿带紫"	"绿带紫"	"--"	"--"	"中"	"国外"	"广东农科院旱粮所"	"国外"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"SY000046"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"短"	"中"	"--"	"匍匐"	"褐紫"	"纺锤"	"美国"	"中"	"绿"	"65"	"绿带紫"	"心脏"	"绿"	"不抗薯瘟"	"--"	"心脏"	"--"	"--"	"淡黄"	"--"	"0.52"	"--"	"--"	"--"	"中"	"多"	"8.9"	"25.6"	"8.6"	"7"	"--"	"--"	"--"																																																									
"227"	"Convolvulaceae(旋花科)"	"粤 C454"	"美10"	"--"	"--"	"绿"	"绿"	"--"	"--"	"少"	"国外"	"广东农科院旱粮所"	"国外"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"SY000047"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"短"	"中"	"--"	"半直立"	"红褐"	"长纺"	"美国"	"中下"	"绿"	"79"	"绿"	"心脏"	"绿"	"不抗薯瘟"	"--"	"心脏"	"--"	"--"	"橙黄"	"--"	"0.47"	"--"	"--"	"--"	"中"	"中"	"8.1"	"24.2"	"8.6"	"4"	"--"	"--"	"--"																																																									
"228"	"Convolvulaceae(旋花科)"	"苏徐C044"	"胜利百号"	"--"	"C"	"紫"	"淡紫"	"--"	"--"	"中"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"冲绳100?"	"Ipomoea(番薯属)"	"SY000048"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"中"	"中"	"--"	"匍匐"	"粉红"	"纺锤"	"日本"	"高"	"绿"	"167"	"紫"	"浅单缺"	"淡绿"	"抗茎线虫病、较抗黑斑病、重感根腐病"	"--"	"浅单复缺"	"--"	"--"	"淡黄"	"--"	"0.60"	"--"	"--"	"--"	"优"	"多"	"10.4"	"--"	"11.2"	"10"	"--"	"--"	"--"																																																									
"229"	"Convolvulaceae(旋花科)"	"苏徐C045"	"农林1号"	"--"	"B"	"紫"	"微紫"	"--"	"--"	"中"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"SY000049"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"长"	"中"	"--"	"匍匐"	"淡红"	"纺锤"	"日本"	"中"	"绿"	"274"	"紫"	"心齿"	"绿"	"抗茎线虫病、较抗黑斑病、重感根腐病"	"--"	"心齿"	"--"	"--"	"黄白"	"--"	"0.57"	"--"	"--"	"--"	"优"	"中"	"10.3"	"26.0"	"11.1"	"7"	"--"	"--"	"--"																																																									
"230"	"Convolvulaceae(旋花科)"	"苏徐C046"	"农林2号"	"--"	"B"	"紫"	"微紫"	"--"	"--"	"多"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"SY000050"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"淡紫"	"中"	"中"	"--"	"半直立"	"黄白"	"下膨纺"	"日本"	"中"	"浓绿"	"169"	"紫"	"浅单缺"	"绿"	"抗黑斑病、茎线虫病、重感根腐病"	"--"	"浅单复缺"	"--"	"--"	"黄白"	"--"	"0.52"	"--"	"--"	"--"	"优"	"少"	"8.6"	"30.3"	"9.5"	"13"	"--"	"--"	"--"																																																									
"231"	"Convolvulaceae(旋花科)"	"苏徐C047"	"农林3号"	"--"	"B"	"紫"	"紫"	"--"	"--"	"多"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"SY000051"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"中"	"中"	"--"	"半直立"	"黄白"	"下膨纺"	"日本"	"中"	"浓绿"	"178"	"紫"	"浅单缺"	"绿带褐"	"高抗茎线虫病、抗黑斑病、重感根腐病、耐贮藏"	"--"	"浅单缺"	"--"	"--"	"黄白"	"--"	"0.53"	"--"	"--"	"--"	"中上"	"少"	"9.3"	"29.5"	"10.6"	"12"	"--"	"--"	"--"																																																									
"232"	"Convolvulaceae(旋花科)"	"苏徐C048"	"农林4号"	"--"	"C"	"紫"	"紫"	"--"	"--"	"中"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"SY000052"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"中"	"粗"	"--"	"匍匐"	"紫红"	"长纺"	"日本"	"中上"	"绿"	"112"	"紫"	"心带齿"	"绿"	"较抗黑斑病、感茎线虫病、重感根腐病、耐贮藏"	"--"	"浅单复缺"	"--"	"--"	"淡黄"	"--"	"0.68"	"--"	"--"	"--"	"优"	"多"	"8.6"	"26.1"	"9.5"	"8"	"--"	"--"	"--"																																																									
"233"	"Convolvulaceae(旋花科)"	"苏徐C049"	"农林10号"	"--"	"C"	"紫红"	"紫红"	"--"	"--"	"多"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"SY000053"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"中"	"粗"	"--"	"匍匐"	"紫红"	"纺锤"	"日本"	"高"	"绿"	"155"	"紫"	"心齿"	"绿"	"高抗根腐病、抗茎线虫病、较抗黑斑病、耐旱、耐贮藏"	"--"	"心带齿浅复缺"	"--"	"--"	"白"	"--"	"0.61"	"--"	"--"	"--"	"优"	"多"	"8.6"	"25.3"	"13.8"	"11"	"--"	"--"	"--"																																																									
"234"	"Convolvulaceae(旋花科)"	"苏徐C050"	"农林11号"	"--"	"--"	"紫"	"主微紫"	"--"	"--"	"多"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"黑不知"	"Ipomoea(番薯属)"	"SY000054"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"粗"	"--"	"匍匐"	"黄褐"	"下膨纺"	"日本"	"中"	"绿"	"156"	"绿"	"心齿"	"绿褐"	"抗黑斑病、较抗茎线虫病、重感根腐病、耐旱"	"--"	"心齿或浅复缺"	"--"	"--"	"白黄"	"--"	"0.65"	"--"	"--"	"--"	"优"	"多"	"10.1"	"24.9"	"13.1"	"14"	"--"	"--"	"--"																																																									
"235"	"Convolvulaceae(旋花科)"	"苏徐C051"	"农林13号"	"--"	"--"	"绿"	"绿"	"--"	"--"	"中"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"白千贯"	"Ipomoea(番薯属)"	"SY000055"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"中"	"中"	"--"	"匍匐"	"白黄"	"短纺"	"日本"	"中"	"绿"	"189"	"绿"	"心齿"	"边褐"	"高抗茎线虫病、较抗黑斑病、重感根腐病"	"--"	"心齿"	"--"	"--"	"白"	"--"	"0.49"	"--"	"--"	"--"	"中上"	"多"	"9.5"	"24.9"	"10.7"	"8"	"--"	"--"	"--"																																																									
"236"	"Convolvulaceae(旋花科)"	"苏徐C052"	"农林15号"	"--"	"--"	"绿"	"淡绿"	"--"	"--"	"多"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"味佳"	"Ipomoea(番薯属)"	"SY000056"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"粗"	"--"	"匍匐"	"淡红"	"长纺"	"日本"	"低"	"淡绿"	"139"	"绿"	"心带齿"	"淡绿"	"抗茎线虫病、感黑斑病、重感根腐病、耐贮藏"	"--"	"心齿"	"--"	"--"	"淡黄"	"--"	"0.61"	"--"	"--"	"--"	"中下"	"中"	"9.8"	"27.4"	"10.4"	"12"	"--"	"--"	"--"																																																									
"237"	"Convolvulaceae(旋花科)"	"苏徐C053"	"农林17号"	"--"	"--"	"绿"	"绿"	"--"	"--"	"多"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"中紫"	"Ipomoea(番薯属)"	"SY000057"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"半直立"	"红"	"纺锤"	"日本"	"中"	"绿"	"133"	"绿"	"心或心带齿"	"淡绿"	"抗黑斑病和茎线虫病、重感根腐病、耐贮藏"	"--"	"心带齿"	"--"	"--"	"淡黄"	"--"	"0.56"	"--"	"--"	"--"	"中下"	"中"	"9.7"	"28.9"	"10.1"	"13"	"--"	"--"	"--"																																																									
"238"	"Convolvulaceae(旋花科)"	"苏徐C054"	"农林19号"	"--"	"--"	"紫"	"主紫"	"--"	"--"	"多"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"红千贯"	"Ipomoea(番薯属)"	"SY000058"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"中"	"中"	"--"	"半直立"	"红"	"短纺"	"日本"	"中"	"浓绿"	"168"	"紫"	"浅复缺"	"绿边褐"	"较抗黑斑病和茎线虫病、重感根腐病、耐贮藏"	"--"	"浅复缺"	"--"	"--"	"淡黄"	"--"	"0.49"	"--"	"--"	"--"	"差"	"少"	"8.4"	"26.1"	"10.2"	"13"	"--"	"--"	"--"																																																									
"239"	"Convolvulaceae(旋花科)"	"苏徐C055"	"农林23号"	"--"	"B"	"紫"	"紫"	"--"	"--"	"中"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"红早生"	"Ipomoea(番薯属)"	"SY000059"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"中"	"中"	"--"	"匍匐"	"红"	"长纺"	"日本"	"中"	"浓绿"	"139"	"淡紫"	"尖心单齿"	"带褐"	"高抗茎线虫病、较抗黑斑病、重感根腐病、耐贮藏"	"--"	"心带齿"	"--"	"--"	"黄"	"--"	"0.52"	"--"	"--"	"--"	"优"	"中"	"9.4"	"24.8"	"10.4"	"7"	"--"	"--"	"--"																																																									
"240"	"Convolvulaceae(旋花科)"	"苏徐C056"	"农林25号"	"--"	"--"	"绿"	"绿"	"--"	"--"	"中"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"萨摩红"	"Ipomoea(番薯属)"	"SY000060"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"匍匐"	"白"	"纺锤"	"日本"	"中"	"绿"	"119"	"绿"	"尖心带齿"	"淡紫褐"	"重感根腐病"	"--"	"尖心带齿"	"--"	"--"	"黄"	"--"	"0.49"	"--"	"--"	"--"	"中"	"少"	"10.6"	"27.0"	"10.2"	"8"	"--"	"--"	"--"																																																									
"241"	"Convolvulaceae(旋花科)"	"苏徐C057"	"农林26号"	"--"	"--"	"绿"	"绿"	"--"	"--"	"多"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"有明薯"	"Ipomoea(番薯属)"	"SY000061"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"匍匐"	"白"	"短纺"	"日本"	"中"	"淡绿"	"172"	"绿"	"心带齿"	"褐"	"抗根腐病和茎线虫病、较抗黑斑病、耐贮藏"	"--"	"心齿或浅复缺"	"--"	"--"	"淡黄"	"--"	"0.56"	"--"	"--"	"--"	"优"	"少"	"10.3"	"31.2"	"11.9"	"11"	"--"	"--"	"--"																																																									
"242"	"Convolvulaceae(旋花科)"	"苏徐C058"	"农林27号"	"--"	"--"	"绿"	"绿"	"--"	"--"	"中"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"粉千贯"	"Ipomoea(番薯属)"	"SY000062"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"粗"	"--"	"匍匐"	"土黄"	"纺锤"	"日本"	"中"	"绿"	"156"	"绿"	"心带齿"	"绿边褐"	"抗黑斑病、较抗茎线虫病、重感根腐病、耐贮藏"	"--"	"心齿或浅单缺"	"--"	"--"	"淡黄"	"--"	"0.61"	"--"	"--"	"--"	"中上"	"无"	"9.1"	"29.4"	"9.3"	"10"	"--"	"--"	"--"																																																									
"243"	"Convolvulaceae(旋花科)"	"苏徐C059"	"农林30号"	"--"	"--"	"淡紫"	"绿"	"--"	"--"	"多"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"濑户佳"	"Ipomoea(番薯属)"	"SY000063"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"长"	"中"	"--"	"匍匐"	"红"	"长纺"	"日本"	"中"	"绿"	"207"	"绿"	"心齿"	"淡褐"	"抗黑斑病、感茎线虫病、重感根腐病"	"--"	"心齿"	"--"	"--"	"淡黄"	"--"	"0.59"	"--"	"--"	"--"	"优"	"多"	"9.4"	"24.5"	"10.5"	"11"	"--"	"--"	"--"																																																									
"244"	"Convolvulaceae(旋花科)"	"苏徐C060"	"农林31号"	"--"	"--"	"紫"	"紫"	"--"	"--"	"中"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"金千贯"	"Ipomoea(番薯属)"	"SY000064"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"中"	"中"	"--"	"匍匐"	"黄白"	"长纺"	"日本"	"中"	"绿"	"189"	"紫红"	"心或浅单缺"	"绿带褐"	"感黑斑病和茎线虫病、重感根腐病、较耐旱"	"--"	"浅单复缺"	"--"	"--"	"淡黄"	"--"	"0.53"	"--"	"--"	"--"	"中上"	"中"	"11.0"	"30.3"	"12.5"	"7"	"--"	"--"	"--"																																																									
"245"	"Convolvulaceae(旋花科)"	"苏徐C061"	"农林33号"	"--"	"--"	"紫"	"主淡紫"	"--"	"--"	"中"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"红小町"	"Ipomoea(番薯属)"	"SY000065"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"短"	"粗"	"--"	"匍匐"	"红"	"长筒"	"日本"	"中"	"浓绿"	"94"	"绿"	"心脏"	"绿"	"较抗黑斑病、重感根腐病和茎线虫病"	"--"	"心带齿"	"--"	"--"	"淡黄"	"--"	"0.68"	"--"	"--"	"--"	"优"	"多"	"12.5"	"34.4"	"13.3"	"7"	"--"	"--"	"--"																																																									
"246"	"Convolvulaceae(旋花科)"	"苏徐C062"	"农林34号"	"--"	"B"	"浓紫"	"紫"	"--"	"--"	"中"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"南丰"	"Ipomoea(番薯属)"	"SY000066"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"中"	"中"	"--"	"匍匐"	"姜黄"	"长纺"	"日本"	"中"	"浓绿"	"170"	"浓紫"	"心带齿"	"紫褐"	"抗茎线虫病、感黑斑病、重感根腐病、耐贮藏"	"--"	"浅单缺"	"--"	"--"	"淡黄"	"--"	"0.58"	"--"	"--"	"--"	"中"	"中"	"11.7"	"32.4"	"12.4"	"6"	"--"	"--"	"--"																																																									
"247"	"Convolvulaceae(旋花科)"	"苏徐C063"	"--"	"--"	"--"	"淡紫"	"绿"	"--"	"--"	"中"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"交系14"	"Ipomoea(番薯属)"	"SY000067"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"粗"	"--"	"匍匐"	"红"	"纺锤"	"日本"	"中"	"绿"	"127"	"绿"	"心脏"	"淡绿"	"较抗黑斑病、重感茎线虫病和根腐病、不耐旱"	"--"	"心带齿"	"--"	"--"	"淡黄"	"--"	"0.63"	"--"	"--"	"--"	"中上"	"多"	"12.3"	"30.0"	"13.3"	"10"	"--"	"--"	"--"																																																									
"249"	"Convolvulaceae(旋花科)"	"苏徐C065"	"--"	"--"	"C"	"绿"	"绿"	"--"	"--"	"多"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"护国"	"Ipomoea(番薯属)"	"SY000069"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"淡紫"	"长"	"中"	"--"	"匍匐"	"黄"	"纺锤"	"日本"	"低"	"绿"	"230"	"绿"	"心脏"	"淡褐"	"感黑斑病、重感根腐病"	"--"	"心带齿"	"--"	"--"	"淡黄"	"--"	"0.54"	"--"	"--"	"--"	"中"	"少"	"9.6"	"26.8"	"11.7"	"11"	"--"	"--"	"--"																																																									
"250"	"Convolvulaceae(旋花科)"	"苏徐C066"	"--"	"--"	"--"	"淡紫"	"绿"	"--"	"--"	"中"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"源氏"	"Ipomoea(番薯属)"	"SY000070"	"小"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带褐"	"长"	"中"	"--"	"匍匐"	"红褐"	"纺锤"	"日本"	"低"	"绿带褐"	"201"	"绿"	"心齿"	"淡紫褐"	"较抗茎线虫病、重感根腐病"	"--"	"心齿或浅复缺"	"--"	"--"	"黄白"	"--"	"0.49"	"--"	"--"	"--"	"中"	"少"	"8.5"	"30.1"	"9.7"	"10"	"--"	"--"	"--"																																																									
"251"	"Convolvulaceae(旋花科)"	"苏徐C068"	"--"	"--"	"--"	"绿"	"绿"	"--"	"--"	"多"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"赤饭乡"	"Ipomoea(番薯属)"	"SY000072"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"粗"	"--"	"半直立"	"黄"	"纺锤"	"日本"	"高"	"绿"	"134"	"绿"	"尖心带齿"	"紫褐"	"较抗黑斑病和茎线虫病、感根腐病、耐旱"	"--"	"深浅单缺"	"--"	"--"	"深黄"	"--"	"0.63"	"--"	"--"	"--"	"优"	"多"	"13.1"	"23.1"	"14.4"	"14"	"--"	"--"	"--"																																																									
"252"	"Convolvulaceae(旋花科)"	"苏徐C069"	"关东12号"	"--"	"--"	"紫"	"淡紫"	"--"	"--"	"中"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"SY000073"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"长"	"中"	"--"	"匍匐"	"紫红"	"下膨纺"	"日本"	"中"	"浓绿"	"246"	"紫"	"心齿"	"绿带褐"	"较抗黑斑病、感茎线虫病、重感根腐病"	"--"	"心带齿"	"--"	"--"	"淡黄"	"--"	"0.59"	"--"	"--"	"--"	"中上"	"少"	"9.2"	"26.7"	"10.1"	"6"	"--"	"--"	"--"																																																									
"253"	"Convolvulaceae(旋花科)"	"苏徐C070"	"九州3号"	"--"	"B"	"紫"	"主微紫"	"--"	"--"	"多"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"SY000074"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿带褐"	"中"	"粗"	"--"	"半直立"	"白"	"长纺"	"日本"	"中上"	"绿"	"132"	"绿褐"	"心带齿"	"淡绿"	"感黑斑病、重感茎线虫病和根腐病、耐贮藏"	"--"	"浅单缺"	"--"	"--"	"白"	"--"	"0.67"	"--"	"--"	"--"	"中"	"多"	"10.3"	"29.0"	"10.6"	"13"	"--"	"--"	"--"																																																									
"254"	"Convolvulaceae(旋花科)"	"苏徐C071"	"九州5号"	"--"	"--"	"紫红"	"主紫"	"--"	"--"	"中"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"SY000075"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"炎紫"	"中"	"中"	"--"	"匍匐"	"杏黄"	"下膨纺"	"日本"	"高"	"浓绿"	"117"	"紫红"	"心带齿"	"淡绿"	"抗茎线虫病、感黑斑病和根腐病、耐贮藏"	"--"	"浅复缺"	"--"	"--"	"淡桔红"	"--"	"0.58"	"--"	"--"	"--"	"中"	"多"	"11.6"	"25.7"	"12.8"	"10"	"--"	"--"	"--"																																																									
"255"	"Convolvulaceae(旋花科)"	"苏徐C072"	"九州37号"	"--"	"--"	"紫"	"主微紫"	"--"	"--"	"多"	"国外"	"江苏省徐州农科所"	"国外"	"--"	"--"	"--"	"--"	"Ipomoea(番薯属)"	"SY000076"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"淡褐"	"短"	"粗"	"--"	"半直立"	"紫红"	"长纺"	"日本"	"中上"	"黄绿"	"78"	"淡褐"	"浅复缺"	"淡绿"	"抗黑斑病和茎线虫病、感根腐病"	"--"	"浅复或心齿"	"--"	"--"	"黄"	"--"	"0.68"	"--"	"--"	"--"	"中上"	"无"	"11.0"	"22.0"	"12.2"	"12"	"--"	"--"	"--"																																																									
