"id"	"科名"	"保存编号"	"品种名称"	"鲜粗淀粉"	"所属群别"	"脉基色"	"叶脉色"	"耐盐性"	"耐贮性"	"分枝多少"	"类型"	"保存单位"	"省"	"来源"	"幼苗生长势"	"鲜粗蛋白"	"原名"	"属名"	"统一编号"	"叶片大小"	"干粗蛋白"	"学名"	"茎色"	"最长蔓长短"	"茎粗"	"干可溶性糖"	"株型"	"薯皮色"	"薯形"	"原产地"	"产量"	"叶色"	"最长蔓长"	"柄基色"	"顶叶形"	"顶叶色"	"备注"	"薯瘟抗性1"	"叶形"	"根腐病指"	"茎线虫病"	"薯肉色"	"耐旱性"	"茎粗大小"	"干粗淀粉"	"鲜可溶性糖"	"根腐病抗性"	"萌芽性"	"茎端茸毛"	"叶片长"	"烘干率"	"叶片宽"	"基部分枝"	"薯瘟抗性2"	"原系号"	"黑斑病"	"异亮氨酸"	"所属"	"糖化力"	"叶锈反应型"	"直链淀粉"	"丙氨酸"	"穗密度"	"耐涝性"	"单位编号"	"蛋白质"	"北纬"	"白背飞虱"	"单株产量"	"条纹病抗性"	"籼粳"	"百粒重"	"分蘖力"	"赤霉病病穗"	"苗瘟"	"分枝数"	"条纹病病率"	"芒"	"苗期耐旱"	"脯氨酸"	"抗旱级别"	"田间抗寒性"	"精米率"	"天冬氨酸"	"水敏称度"	"秆锈反应型"	"长宽比"	"缬氨酸"	"高程"	"种子来源"	"耐涝级别"	"沉淀值"	"早中晚"	"生长习性"	"赤霉病抗性"	"保存单位_2"	"荚色"	"棱型"	"东经"	"花色"	"黄花发病率"	"冬春性"	"颖尖弯直'"	"库编号"	"全粉浸出物"	"颖尖弯直"	"酪氨酸"	"壳色"	"芒长"	"荚长"	"粗蛋白"	"根腐穗病级"	"糙米率"
"133"	"Convolvulaceae(旋花科)"	"徐C134"	"苗不知"	"18.7"	"--"	"浓紫"	"紫"	"--"	"MT"	"多"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"1.33"	"农林32号"	"Ipomoea(番薯属)"	"SY000143"	"大"	"4.59"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"短"	"中"	"11.00"	"匍匐"	"黄"	"长纺"	"日本"	"低"	"浓绿"	"182"	"紫"	"尖心形"	"绿"	"--"	"HS"	"心脏形"	"56.8"	"HR"	"淡黄"	"MT"	"0.50"	"64.7"	"3.19"	"MS"	"中"	"中"	"12.7"	"29.0"	"12.8"	"14"	"HS"	"--"	"R"																																																									
"137"	"Convolvulaceae(旋花科)"	"徐C137"	"白丰"	"21.4"		"紫"	"微紫"	"--"	"NT"	"多"		"徐州甘薯研究中心"		"Centennial×S684-6"	"中"	"1.86"	"农林38号"	"Ipomoea(番薯属)"	"SY000146"	"中"	"5.85"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"中"	"中"	"6.38"	"匍匐"	"淡黄"	"长纺缍"	"日本"	"中"	"绿"	"219"	"绿"	"心脏形"	"绿"		"HS"	"心形至浅单缺"	"95.8"	"HR"	"淡黄"	"NT"	"0.55"	"67.6"	"2.02"	"HS"	"中"	"少"	"11.3"	"31.5"	"11.8"	"14"	"HS"	"--"	"R"		"--"																																																							
"138"	"Convolvulaceae(旋花科)"	"徐C143"	"红皮金千贯"	"--"	"--"	"浓紫"	"浓紫"	"--"	"T"	"中"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"--"	"--"	"Ipomoea(番薯属)"	"SY000152"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"长"	"中"	"--"	"匍匐"	"红"	"圆筒"	"日本"	"中"	"绿"	"262"	"浓紫"	"心至心带齿"	"绿"	"--"	"HS"	"心齿形"	"36.6"	"S"	"淡黄"	"--"	"0.48"	"--"	"--"	"R"	"中"	"中"	"10.8"	"32.3"	"11.9"	"10"	"HS"	"--"	"MS"																																																									
"140"	"Convolvulaceae(旋花科)"	"徐C145"	"九州 78"	"23.1"	"--"	"紫"	"紫"	"--"	"T"	"中"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"2.23"	"--"	"Ipomoea(番薯属)"	"SY000154"	"中"	"6.52"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"长"	"粗"	"7.54"	"匍匐"	"紫红"	"纺缍"	"日本"	"低"	"绿"	"295"	"紫"	"心带齿"	"绿带褐"	"--"	"HS"	"心齿形至浅单缺"	"93.8"	"R"	"淡黄"	"--"	"0.65"	"67.7"	"2.58"	"HS"	"优"	"少"	"10.9"	"34.3"	"11.3"	"10"	"HS"	"--"	"MS"																																																									
"141"	"Convolvulaceae(旋花科)"	"徐C146"	"九州 62"	"26.1"	"--"	"淡紫"	"绿"	"--"	"T"	"中"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"2.56"	"--"	"Ipomoea(番薯属)"	"SY000155"	"中"	"7.21"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"4.09"	"匍匐"	"淡红"	"纺缍"	"日本"	"低"	"浓绿"	"167"	"绿"	"心脏形"	"绿"	"--"	"HS"	"心至心带齿"	"8.8"	"HS"	"淡黄"	"MT"	"0.49"	"73.6"	"1.45"	"HR"	"优"	"多"	"9.3"	"35.5"	"10.2"	"10"	"HS"	"--"	"S"																																																									
"142"	"Convolvulaceae(旋花科)"	"徐C147"	"红乙女"	"20.4"	"--"	"浓紫"	"紫"	"--"	"T"	"多"	"国外"	"徐州甘薯研究中心"	"国外"	"九州88号×九系7674-2 ?"	"中"	"1.63"	"农林43号"	"Ipomoea(番薯属)"	"SY000156"	"中"	"5.54"	"Ipomoea batatas Lam.(甘薯)"	"绿带褐"	"中"	"中"	"6.91"	"匍匐"	"紫红"	"长纺缍"	"日本"	"低"	"绿"	"225"	"紫"	"心脏形"	"绿"	"--"	"HR"	"心脏形"	"87.5"	"S"	"黄"	"--"	"0.46"	"69.5"	"2.03"	"HS"	"中"	"中"	"11.4"	"29.4"	"11.6"	"12"	"HS"	"胖?00号"	"R"																																																									
"144"	"Convolvulaceae(旋花科)"	"徐C149"	"九州 107"	"25.0"	"--"	"紫"	"绿"	"--"	"T"	"中"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"强"	"2.69"	"--"	"Ipomoea(番薯属)"	"SY000158"	"中"	"7.58"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"长"	"粗"	"6.13"	"匍匐"	"紫红"	"长纺"	"日本"	"中"	"绿"	"256"	"淡紫"	"心脏形"	"绿"	"--"	"HS"	"浅单缺"	"83.8"	"S"	"黄"	"--"	"0.65"	"70.6"	"2.17"	"HS"	"优"	"少"	"12.6"	"35.4"	"11.8"	"8"	"HS"	"--"	"MS"																																																									
"145"	"Convolvulaceae(旋花科)"	"徐C150"	"九系 17-3028"	"18.9"	"--"	"紫"	"淡紫"	"--"	"NT"	"中"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"弱"	"1.34"	"--"	"Ipomoea(番薯属)"	"SY000159"	"中"	"4.41"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"短"	"粗"	"14.11"	"匍匐"	"淡黄"	"纺缍"	"日本"	"低"	"绿"	"71"	"淡紫"	"浅复缺"	"绿"	"--"	"HR"	"浅复缺"	"74.4"	"MS"	"白"	"--"	"0.70"	"62.5"	"4.29"	"S"	"差"	"多"	"11.0"	"30.4"	"14.5"	"10"	"HS"	"--"	"MS"																																																									
"146"	"Convolvulaceae(旋花科)"	"徐C151"	"干系 682-11"	"22.2"	"--"	"紫"	"紫"	"--"	"MT"	"中"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"1.42"	"--"	"Ipomoea(番薯属)"	"SY000160"	"中"	"4.29"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"中"	"中"	"9.72"	"匍匐"	"淡黄"	"纺缍"	"日本"	"低"	"淡绿"	"214"	"紫"	"深复缺"	"绿"	"--"	"HS"	"深复缺"	"93.8"	"HS"	"黄"	"T"	"0.42"	"67.2"	"3.21"	"HS"	"中"	"少"	"8.8"	"33.1"	"10.0"	"10"	"HS"	"--"	"S"																																																									
"147"	"Convolvulaceae(旋花科)"	"徐C152"	"DJ 6-31"	"18.7"	"--"	"紫"	"微紫"	"--"	"T"	"中"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"1.75"	"--"	"Ipomoea(番薯属)"	"SY000161"	"中"	"6.17"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"短"	"中"	"7.83"	"匍匐"	"紫红"	"纺缍"	"日本"	"低"	"绿"	"149"	"紫"	"心脏形"	"绿带褐"	"--"	"HS"	"尖心形至浅单缺"	"100.0"	"HR"	"白"	"NT"	"0.51"	"66.0"	"2.22"	"HS"	"优"	"少"	"9.9"	"28.3"	"11.8"	"7"	"HS"	"--"	"S"																																																									
"148"	"Convolvulaceae(旋花科)"	"徐C153"	"FV 62-64"	"--"	"--"	"绿"	"绿"	"--"	"NT"	"多"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"--"	"--"	"Ipomoea(番薯属)"	"SY000162"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"长"	"中"	"--"	"匍匐"	"紫红"	"纺缍"	"日本"	"低"	"绿"	"274"	"绿"	"心脏形"	"淡褐"	"--"	"HS"	"心至心带齿"	"77.5"	"HR"	"黄"	"NT"	"0.47"	"--"	"--"	"S"	"优"	"无"	"9.1"	"31.9"	"10.7"	"12"	"HS"	"--"	"--"																																																									
"149"	"Convolvulaceae(旋花科)"	"徐C154"	"Tinian"	"17.7"	"--"	"绿"	"绿"	"--"	"NT"	"中"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"弱"	"1.23"	"--"	"Ipomoea(番薯属)"	"SY000163"	"中"	"4.50"	"Ipomoea batatas Lam.(甘薯)"	"绿带褐"	"中"	"中"	"8.49"	"匍匐"	"紫红"	"纺缍"	"日本"	"低"	"绿"	"189"	"绿"	"浅单复缺"	"绿带褐"	"--"	"HS"	"浅单复缺"	"84.1"	"S"	"白"	"--"	"0.56"	"64.9"	"2.32"	"HS"	"中"	"少"	"11.4"	"27.4"	"11.9"	"8"	"HS"	"--"	"MS"																																																									
"150"	"Convolvulaceae(旋花科)"	"徐C155"	"Yen 158"	"17.5"	"--"	"浓紫"	"紫"	"--"	"T"	"中"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"弱"	"1.52"	"--"	"Ipomoea(番薯属)"	"SY000164"	"中"	"4.97"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"11.11"	"匍匐"	"淡黄"	"纺缍"	"日本"	"低"	"绿"	"226"	"紫"	"深复缺"	"绿"	"--"	"HS"	"深复缺"	"65.7"	"S"	"淡黄"	"--"	"0.50"	"57.7"	"3.39"	"S"	"差"	"少"	"8.9"	"29.4"	"10.0"	"7"	"HS"	"--"	"HS"																																																									
"151"	"Convolvulaceae(旋花科)"	"徐C156"	"Yen 139-2"	"12.3"	"--"	"浓紫"	"紫"	"--"	"NT"	"中"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"弱"	"1.77"	"--"	"Ipomoea(番薯属)"	"SY000165"	"中"	"8.13"	"Ipomoea batatas Lam.(甘薯)"	"绿带紫"	"中"	"中"	"11.79"	"匍匐"	"紫红"	"长纺"	"日本"	"低"	"绿"	"181"	"紫"	"浅复缺"	"绿"	"--"	"HS"	"浅复缺"	"86.3"	"HR"	"淡黄"	"--"	"0.42"	"56.6"	"2.57"	"HS"	"中"	"中"	"8.3"	"21.8"	"9.9"	"9"	"HS"	"--"	"HS"																																																									
"152"	"Convolvulaceae(旋花科)"	"徐C157"	"B 1"	"16.3"	"--"	"紫"	"淡紫"	"--"	"T"	"多"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"强"	"2.29"	"--"	"Ipomoea(番薯属)"	"SY000166"	"中"	"8.35"	"Ipomoea batatas Lam.(甘薯)"	"淡紫"	"中"	"中"	"10.99"	"匍匐"	"紫红"	"纺缍"	"日本"	"低"	"绿"	"228"	"紫"	"心带齿"	"褐"	"--"	"HS"	"心至心带齿"	"47.5"	"MS"	"桔红"	"--"	"0.57"	"59.5"	"3.01"	"MS"	"中"	"中"	"10.3"	"27.4"	"11.2"	"14"	"HS"	"--"	"MS"																																																									
"153"	"Convolvulaceae(旋花科)"	"徐C158"	"总红"	"--"	"--"	"微紫"	"微紫"	"--"	"--"	"多"	"国外"	"徐州甘薯研究中心"	"国外"	"关东85号×千系7238-19 ?"	"中"	"--"	"农林42号"	"Ipomoea(番薯属)"	"SY000167"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"长"	"粗"	"--"	"匍匐"	"紫红"	"纺缍"	"日本"	"低"	"绿"	"279"	"淡紫"	"三角形"	"淡褐"	"--"	"--"	"三角形"	"--"	"--"	"黄"	"--"	"0.66"	"--"	"--"	"--"	"中"	"中"	"13.7"	"30.1"	"14.7"	"12"	"--"	"囟?5号"	"--"																																																									
"154"	"Convolvulaceae(旋花科)"	"徐C159"	"潮州"	"13.4"	"--"	"浓紫"	"紫"	"--"	"T"	"多"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"1.99"	"--"	"Ipomoea(番薯属)"	"SY000168"	"中"	"8.46"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"中"	"粗"	"13.36"	"匍匐"	"紫红"	"长纺"	"日本"	"低"	"绿"	"213"	"紫"	"心脏形"	"绿带褐"	"--"	"HS"	"心至心带齿"	"91.3"	"MS"	"微黄"	"--"	"0.64"	"57.2"	"3.15"	"HS"	"优"	"多"	"11.0"	"23.6"	"10.5"	"16"	"HS"	"--"	"S"																																																									
"155"	"Convolvulaceae(旋花科)"	"徐C160"	"IV 116"	"--"	"--"	"浓紫"	"紫"	"--"	"NT"	"多"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"--"	"--"	"Ipomoea(番薯属)"	"SY000169"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"粗"	"--"	"匍匐"	"赭红"	"长纺"	"日本"	"低"	"绿"	"189"	"浓紫"	"心带齿"	"绿"	"--"	"HS"	"尖心带齿"	"20.0"	"R"	"白带紫"	"NT"	"0.78"	"--"	"--"	"HR"	"中"	"少"	"11.0"	"22.0"	"12.3"	"18"	"HS"	"--"	"R"																																																									
"156"	"Convolvulaceae(旋花科)"	"徐C161"	"IV 386"	"--"	"--"	"紫"	"淡紫"	"--"	"MT"	"中"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"--"	"--"	"Ipomoea(番薯属)"	"SY000170"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"紫"	"长"	"粗"	"--"	"匍匐"	"红"	"纺缍"	"日本"	"中"	"绿"	"322"	"紫"	"心脏形"	"绿"	"--"	"HS"	"心齿"	"35.0"	"HS"	"黄带桔红"	"--"	"0.69"	"--"	"--"	"R"	"中"	"中"	"10.8"	"23.1"	"12.6"	"6"	"HS"	"--"	"S"																																																									
"157"	"Convolvulaceae(旋花科)"	"徐C162"	"IV 411"	"--"	"--"	"紫"	"紫"	"--"	"NT"	"多"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"--"	"--"	"Ipomoea(番薯属)"	"SY000171"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"淡紫"	"短"	"粗"	"--"	"匍匐"	"黄白"	"纺缍"	"日本"	"低"	"绿"	"149"	"紫"	"心齿"	"绿"	"--"	"HS"	"尖心带齿"	"82.5"	"HR"	"淡黄"	"NT"	"0.62"	"--"	"--"	"HS"	"中"	"中"	"10.8"	"20.4"	"12.1"	"15"	"HS"	"--"	"--"																																																									
"159"	"Convolvulaceae(旋花科)"	"徐C164"	"西蒙 1 号"	"--"	"--"	"浓紫"	"紫"	"--"	"NT"	"中"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"强"	"--"	"--"	"Ipomoea(番薯属)"	"SY000173"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"粗"	"--"	"匍匐"	"淡黄"	"纺缍"	"巴西"	"低"	"绿"	"194"	"紫"	"心脏形"	"绿"	"--"	"HS"	"心至心带齿"	"93.3"	"R"	"淡黄"	"--"	"0.69"	"--"	"--"	"HS"	"优"	"多"	"9.6"	"29.5"	"10.9"	"9"	"HS"	"--"	"S"																																																									
"160"	"Convolvulaceae(旋花科)"	"徐C165"	"中引 780019"	"--"	"--"	"淡紫"	"主微紫"	"--"	"--"	"中"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"--"	"--"	"Ipomoea(番薯属)"	"SY000174"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"粗"	"--"	"匍匐"	"紫红"	"纺缍"	"国际马铃薯中心"	"低"	"绿"	"183"	"绿"	"心脏形"	"绿"	"--"	"HS"	"心带齿"	"97.5"	"HR"	"黄"	"--"	"0.60"	"--"	"--"	"HS"	"中"	"多"	"12.1"	"27.0"	"13.5"	"8"	"HS"	"--"	"S"																																																									
"162"	"Convolvulaceae(旋花科)"	"徐C167"	"W-208"	"--"	"--"	"浓紫"	"紫"	"--"	"NT"	"中"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"--"	"440007"	"Ipomoea(番薯属)"	"SY000176"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿微紫"	"短"	"中"	"--"	"匍匐"	"棕黄"	"纺缍"	"国际马铃薯中心"	"中"	"绿"	"84"	"紫"	"心脏形"	"绿"	"--"	"HS"	"宽心带齿"	"95.0"	"--"	"桔红"	"--"	"0.55"	"--"	"--"	"HS"	"中"	"少"	"10.7"	"--"	"12.3"	"10"	"HS"	"--"	"R"																																																									
"163"	"Convolvulaceae(旋花科)"	"徐C168"	"NC 262"	"--"	"--"	"绿"	"绿"	"--"	"MT"	"多"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"--"	"440088"	"Ipomoea(番薯属)"	"SY000177"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"粗"	"--"	"匍匐"	"黄白"	"长纺"	"国际马铃薯中心"	"中"	"绿"	"169"	"绿"	"心脏形"	"绿"	"--"	"HS"	"心脏形"	"30.0"	"R"	"淡黄"	"MT"	"0.71"	"--"	"--"	"R"	"中"	"多"	"12.4"	"27.3"	"12.8"	"11"	"HS"	"--"	"R"																																																									
"165"	"Convolvulaceae(旋花科)"	"徐C170"	"Toquecita"	"--"	"--"	"浓紫"	"浓紫"	"--"	"MT"	"中"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"--"	"440045"	"Ipomoea(番薯属)"	"SY000179"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"长"	"粗"	"--"	"匍匐"	"黄"	"纺缍"	"国际马铃薯中心"	"中"	"绿"	"268"	"浓紫"	"心带齿"	"绿"	"--"	"HS"	"心带齿"	"62.5"	"S"	"白"	"--"	"0.75"	"--"	"--"	"S"	"中"	"多"	"15.1"	"29.5"	"17.0"	"7"	"HS"	"--"	"MS"																																																									
"166"	"Convolvulaceae(旋花科)"	"徐C171"	"Southern Delite"	"--"	"--"	"浓紫"	"紫"	"--"	"NT"	"多"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"弱"	"--"	"440111"	"Ipomoea(番薯属)"	"SY000180"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"短"	"中"	"--"	"半直立"	"赭红"	"纺缍"	"国际马铃薯中心"	"低"	"绿紫"	"91"	"紫"	"心带齿"	"绿带褐"	"--"	"HS"	"心带齿"	"--"	"HR"	"桔红"	"--"	"0.47"	"--"	"--"	"--"	"差"	"中"	"8.8"	"16.0"	"9.6"	"13"	"HS"	"--"	"MS"																																																									
"167"	"Convolvulaceae(旋花科)"	"徐C172"	"Excel"	"--"	"--"	"紫"	"微紫"	"--"	"MT"	"中"	"国外"	"徐州甘薯研究中心"	"国外"	"Regal×29个亲本放任授粉"	"弱"	"--"	"440016"	"Ipomoea(番薯属)"	"SY000181"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"粗"	"--"	"匍匐"	"赭黄"	"纺缍"	"国际马铃薯中心"	"低"	"绿"	"204"	"绿"	"心带齿"	"淡紫"	"--"	"HS"	"心带齿"	"87.5"	"S"	"桔红"	"--"	"0.79"	"--"	"--"	"HS"	"中"	"中"	"14.9"	"21.5"	"17.5"	"8"	"HS"	"W-221"	"MS"																																																									
"168"	"Convolvulaceae(旋花科)"	"徐C173"	"Sodelife"	"--"	"--"	"紫"	"紫"	"--"	"NT"	"多"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"弱"	"--"	"--"	"Ipomoea(番薯属)"	"SY000182"	"大"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"粗"	"--"	"匍匐"	"赭黄"	"长纺"	"国际马铃薯中心"	"低"	"绿"	"194"	"淡紫"	"心脏形"	"绿"	"--"	"HS"	"心至心带齿"	"90.0"	"HR"	"桔红"	"--"	"0.66"	"--"	"--"	"HS"	"中"	"中"	"13.0"	"18.7"	"14.0"	"12"	"HS"	"--"	"S"																																																									
"169"	"Convolvulaceae(旋花科)"	"徐C174"	"Sumor"	"--"	"--"	"微紫"	"绿"	"--"	"T"	"特多"	"国外"	"徐州甘薯研究中心"	"国外"	"W-154×29个高干品系放任授粉"	"弱"	"--"	"440003"	"Ipomoea(番薯属)"	"SY000183"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"短"	"中"	"--"	"匍匐"	"淡黄"	"长纺"	"国际马铃薯中心"	"中"	"绿"	"96"	"绿"	"心脏形"	"绿带褐"	"--"	"HS"	"心脏形"	"82.5"	"HR"	"黄"	"MT"	"0.54"	"--"	"--"	"HS"	"中"	"多"	"10.5"	"21.3"	"11.5"	"22"	"HS"	"--"	"MS"																																																									
"170"	"Convolvulaceae(旋花科)"	"徐C175"	"CIP 94-4"	"--"	"--"	"绿"	"绿"	"--"	"--"	"中"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"--"	"--"	"Ipomoea(番薯属)"	"SY000184"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"特长"	"中"	"--"	"匍匐"	"白"	"圆筒"	"国际马铃薯中心"	"极低"	"绿"	"376"	"绿"	"深复缺"	"绿"	"--"	"--"	"深复缺"	"--"	"--"	"白"	"--"	"0.41"	"--"	"--"	"--"	"中"	"多"	"9.8"	"--"	"11.4"	"7"	"--"	"--"	"--"																																																									
"171"	"Convolvulaceae(旋花科)"	"徐C176"	"CIP 94-6"	"--"	"--"	"绿"	"绿"	"--"	"--"	"中"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"--"	"--"	"Ipomoea(番薯属)"	"SY000185"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"特长"	"中"	"--"	"匍匐"	"白"	"圆筒"	"国际马铃薯中心"	"极低"	"绿"	"501"	"绿"	"心带齿"	"绿带褐"	"--"	"--"	"浅复缺"	"--"	"--"	"淡黄"	"--"	"0.40"	"--"	"--"	"--"	"中"	"中"	"10.6"	"--"	"11.1"	"8"	"--"	"--"	"--"																																																									
"172"	"Convolvulaceae(旋花科)"	"徐C177"	"CIP 94-9"	"--"	"--"	"浓紫"	"紫"	"--"	"--"	"中"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"--"	"--"	"Ipomoea(番薯属)"	"SY000186"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"长"	"强"	"--"	"匍匐"	"紫"	"圆筒"	"国际马铃薯中心"	"中"	"绿"	"278"	"紫"	"心脏形"	"绿"	"--"	"--"	"心脏形"	"--"	"--"	"白"	"--"	"0.54"	"--"	"--"	"--"	"中"	"少"	"9.9"	"22.9"	"10.5"	"8"	"--"	"--"	"--"																																																									
"173"	"Convolvulaceae(旋花科)"	"徐C178"	"CIP 94-13"	"--"	"--"	"浓紫"	"紫"	"--"	"--"	"多"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"--"	"--"	"Ipomoea(番薯属)"	"SY000187"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"中"	"中"	"--"	"匍匐"	"粉红"	"上膨纺"	"国际马铃薯中心"	"低"	"绿"	"172"	"紫"	"浅单缺"	"绿"	"--"	"--"	"浅复缺"	"--"	"--"	"淡黄紫晕"	"--"	"0.54"	"--"	"--"	"--"	"中"	"多"	"12.0"	"27.8"	"11.3"	"14"	"--"	"--"	"--"																																																									
"174"	"Convolvulaceae(旋花科)"	"徐C179"	"CIP 94-21"	"--"	"--"	"紫"	"微紫"	"--"	"--"	"多"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"--"	"--"	"Ipomoea(番薯属)"	"SY000188"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"特长"	"中"	"--"	"匍匐"	"红"	"长纺"	"国际马铃薯中心"	"低"	"绿"	"435"	"绿"	"浅复缺"	"绿"	"--"	"--"	"浅复缺"	"--"	"--"	"桔黄"	"--"	"0.44"	"--"	"--"	"--"	"中"	"多"	"12.0"	"24.5"	"12.5"	"14"	"--"	"--"	"--"																																																									
"175"	"Convolvulaceae(旋花科)"	"徐C180"	"CIP 94-22"	"--"	"--"	"绿"	"绿"	"--"	"--"	"中"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"--"	"--"	"Ipomoea(番薯属)"	"SY000189"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"长"	"中"	"--"	"匍匐"	"紫红"	"长纺"	"国际马铃薯中心"	"低"	"绿"	"302"	"绿"	"心脏形"	"绿"	"--"	"--"	"心至心带齿"	"--"	"--"	"淡黄"	"--"	"0.50"	"--"	"--"	"--"	"中"	"中"	"11.8"	"26.0"	"12.1"	"8"	"--"	"--"	"--"																																																									
"176"	"Convolvulaceae(旋花科)"	"徐C181"	"440080"	"--"	"--"	"紫"	"淡紫"	"--"	"--"	"少"	"国外"	"徐州甘薯研究中心"	"国外"	"--"	"中"	"--"	"--"	"Ipomoea(番薯属)"	"SY000190"	"中"	"--"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"长"	"中"	"--"	"匍匐"	"紫红"	"纺缍"	"国际马铃薯中心"	"低"	"绿"	"280"	"淡紫"	"心带齿"	"紫"	"--"	"--"	"心齿形"	"--"	"--"	"白"	"--"	"0.49"	"--"	"--"	"--"	"中"	"多"	"9.9"	"27.0"	"11.2"	"4"	"--"	"--"	"--"																																																									
"177"	"Convolvulaceae(旋花科)"	"徐C182"	"亚蔬引"	"10.6"	"--"	"紫"	"淡紫"	"--"	"NT"	"多"	"国外"	"徐州甘薯研究中心"	"国外"	"展中心"	"中"	"2.32"	"--"	"Ipomoea(番薯属)"	"SY000191"	"小"	"1.60"	"Ipomoea batatas Lam.(甘薯)"	"绿"	"短"	"中"	"13.49"	"匍匐"	"桔黄"	"长纺"	"亚洲蔬菜研究发"	"中"	"绿"	"120"	"淡紫"	"浅单缺"	"淡褐"	"--"	"HS"	"浅单缺"	"100.0"	"HS"	"桔黄"	"--"	"0.51"	"53.1"	"2.70"	"HS"	"优"	"少"	"10.7"	"20.0"	"7.3"	"16"	"HS"	"--"	"MS"																																																									
