"id"	"科名"	"保存编号"	"品种名称"	"戊烯基"	"棕榈酸"	"甲基吲哚"	"丙烯基"	"每果粒数"	"全株角果数"	"羟基"	"一次分枝数"	"硬脂酸"	"生育日数"	"译名"	"类型"	"来源"	"丁烯基"	"芥酸"	"东经"	"总量"	"属名"	"统一编号"	"学名"	"高程"	"烯基"	"选育方法"	"种皮色"	"花色"	"成熟期"	"北纬"	"库编号"	"省"	"吲哚"	"分枝高度"	"叶型"	"样品类型"	"亚油酸"	"菌核病"	"X1"	"千粒重"	"保存单位"	"霜霉病"	"花生烯酸"	"油酸"	"病毒病"	"株高"	"含油率"	"亚麻酸"
"1664"	"Cruciferae(十字花科)"	"Ⅲ039"	"意选142-2"	"--"	"3.85"	"--"	"--"	"27.0"	"229.8"	"--"	"6.8"	"0.76"	"197"	"YI XUAN 142-2"	"甘蓝型"	"湖南省农科院"	"--"	"50.08"	"11258"	"--"	"Brassica(芸薹属)"	"00002848"	"Brassica napus L.(甘蓝型油菜)"	"51"	"--"	"系选"	"黑褐"	"深黄"	"5.07"	"2811"	"I4B02161"	"湖南"	"--"	"59.4"	"裂叶"	"选育"	"15.07"	"低感"	"--"	"3.30"	"湖南省农科院"	"低抗"	"8.89"	"14.66"	"中抗"	"164.4"	"38.04"	"6.68"
"1665"	"Cruciferae(十字花科)"	"Ⅲ040"	"1074"	"--"	"3.61"	"--"	"--"	"20.8"	"233.8"	"--"	"6.6"	"1.06"	"197"	"1074"	"甘蓝型"	"湖南省农科院"	"--"	"42.25"	"11258"	"--"	"Brassica(芸薹属)"	"00002849"	"Brassica napus L.(甘蓝型油菜)"	"51"	"--"	"系选"	"棕褐"	"黄"	"5.05"	"2811"	"I4B02162"	"湖南"	"--"	"37.8"	"裂叶"	"选育"	"14.98"	"中感"	"--"	"2.60"	"湖南省农科院"	"低感"	"12.25"	"18.55"	"低感"	"150.0"	"41.46"	"7.31"
"1666"	"Cruciferae(十字花科)"	"Ⅲ041"	"1076"	"--"	"3.57"	"--"	"--"	"26.8"	"144.4"	"--"	"6.6"	"0.84"	"201"	"1076"	"甘蓝型"	"湖南省农科院"	"--"	"44.93"	"11258"	"--"	"Brassica(芸薹属)"	"00002850"	"Brassica napus L.(甘蓝型油菜)"	"51"	"--"	"系选"	"棕褐"	"深黄"	"5.09"	"2811"	"I4B02163"	"湖南"	"--"	"43.0"	"裂叶"	"选育"	"14.26"	"中感"	"--"	"3.10"	"湖南省农科院"	"低感"	"10.35"	"18.95"	"中感"	"131.4"	"37.96"	"7.09"
"1667"	"Cruciferae(十字花科)"	"Ⅲ042"	"76-1"	"--"	"3.58"	"--"	"--"	"16.8"	"271.4"	"--"	"6.0"	"0.79"	"196"	"76-1"	"甘蓝型"	"湖南省农科院"	"--"	"47.18"	"11258"	"--"	"Brassica(芸薹属)"	"00002851"	"Brassica napus L.(甘蓝型油菜)"	"51"	"--"	"系选"	"黑褐"	"黄"	"5.04"	"2811"	"I4B02164"	"湖南"	"--"	"43.6"	"裂叶"	"选育"	"14.53"	"低感"	"--"	"3.20"	"湖南省农科院"	"低感"	"9.90"	"17.41"	"低感"	"153.6"	"38.31"	"6.61"
"1668"	"Cruciferae(十字花科)"	"Ⅲ043"	"921-1"	"--"	"3.75"	"--"	"--"	"19.8"	"290.0"	"--"	"8.0"	"0.92"	"197"	"921-1"	"甘蓝型"	"湖南省农科院"	"--"	"36.88"	"11258"	"--"	"Brassica(芸薹属)"	"00002852"	"Brassica napus L.(甘蓝型油菜)"	"51"	"--"	"系选"	"红褐"	"深黄"	"5.07"	"2811"	"I4B02165"	"湖南"	"--"	"66.4"	"裂叶"	"选育"	"16.56"	"中感"	"--"	"3.80"	"湖南省农科院"	"低感"	"12.38"	"22.88"	"低感"	"162.8"	"41.56"	"6.62"
"1669"	"Cruciferae(十字花科)"	"Ⅲ044"	"318-6(一)"	"--"	"3.94"	"--"	"--"	"19.1"	"218.8"	"--"	"5.6"	"1.02"	"193"	"318-6( YI )"	"甘蓝型"	"湖南省农科院"	"--"	"39.15"	"11258"	"--"	"Brassica(芸薹属)"	"00002853"	"Brassica napus L.(甘蓝型油菜)"	"51"	"--"	"系选"	"棕褐"	"深黄"	"5.03"	"2811"	"I4B03104"	"湖南"	"--"	"44.4"	"裂叶"	"选育"	"16.02"	"中感"	"--"	"2.90"	"湖南省农科院"	"低感"	"9.26"	"21.23"	"低感"	"150.8"	"40.74"	"9.38"
"1670"	"Cruciferae(十字花科)"	"Ⅲ045"	"318-6(二)"	"--"	"3.63"	"--"	"--"	"15.5"	"288.0"	"--"	"5.6"	"0.72"	"197"	"318-6( ER )"	"甘蓝型"	"湖南省农科院"	"--"	"45.35"	"11258"	"--"	"Brassica(芸薹属)"	"00002854"	"Brassica napus L.(甘蓝型油菜)"	"51"	"--"	"系选"	"棕褐"	"黄"	"5.05"	"2811"	"I4B02166"	"湖南"	"--"	"31.0"	"裂叶"	"选育"	"16.01"	"低感"	"--"	"3.40"	"湖南省农科院"	"低感"	"10.76"	"17.38"	"低感"	"155.0"	"41.88"	"6.15"
"1671"	"Cruciferae(十字花科)"	"Ⅲ046"	"65-2"	"--"	"3.59"	"--"	"--"	"24.2"	"316.6"	"--"	"5.2"	"1.01"	"197"	"65-2"	"甘蓝型"	"湖南省农科院"	"--"	"41.49"	"11258"	"--"	"Brassica(芸薹属)"	"00002855"	"Brassica napus L.(甘蓝型油菜)"	"51"	"--"	"系选"	"黑褐"	"金黄"	"5.05"	"2811"	"I4B02167"	"湖南"	"--"	"42.0"	"裂叶"	"选育"	"13.96"	"低感"	"--"	"3.40"	"湖南省农科院"	"低感"	"12.47"	"20.09"	"低感"	"155.8"	"37.99"	"7.39"
"1672"	"Cruciferae(十字花科)"	"Ⅲ047"	"73-12(一)"	"--"	"3.42"	"--"	"--"	"23.4"	"179.6"	"--"	"7.0"	"1.01"	"194"	"73-12( YI )"	"甘蓝型"	"湖南省农科院"	"--"	"45.52"	"11258"	"--"	"Brassica(芸薹属)"	"00002856"	"Brassica napus L.(甘蓝型油菜)"	"51"	"--"	"杂交种"	"黑褐"	"黄"	"5.04"	"2811"	"I4B02168"	"湖南"	"--"	"48.8"	"裂叶"	"选育"	"14.85"	"低感"	"--"	"3.60"	"湖南省农科院"	"低感"	"10.47"	"17.56"	"低感"	"145.8"	"35.89"	"7.16"
"1673"	"Cruciferae(十字花科)"	"Ⅲ048"	"73-12(二)"	"--"	"3.25"	"--"	"--"	"23.0"	"263.6"	"--"	"8.6"	"0.94"	"195"	"73-12( ER )"	"甘蓝型"	"湖南省农科院"	"--"	"41.99"	"11258"	"--"	"Brassica(芸薹属)"	"00002857"	"Brassica napus L.(甘蓝型油菜)"	"51"	"--"	"杂交种"	"黑褐"	"深黄"	"5.03"	"2811"	"I4B02169"	"湖南"	"--"	"62.0"	"裂叶"	"选育"	"13.98"	"低感"	"--"	"3.90"	"湖南省农科院"	"低感"	"12.97"	"21.11"	"低感"	"169.2"	"41.33"	"5.77"
"1674"	"Cruciferae(十字花科)"	"Ⅲ049"	"73-6"	"--"	"3.42"	"--"	"--"	"29.0"	"195.4"	"--"	"6.0"	"0.83"	"194"	"73-6"	"甘蓝型"	"湖南省农科院"	"--"	"44.57"	"11258"	"--"	"Brassica(芸薹属)"	"00002858"	"Brassica napus L.(甘蓝型油菜)"	"51"	"--"	"杂交种"	"黑褐"	"金黄"	"5.02"	"2811"	"I4B02170"	"湖南"	"--"	"51.2"	"裂叶"	"选育"	"13.52"	"低感"	"--"	"4.00"	"湖南省农科院"	"低感"	"12.09"	"18.14"	"低感"	"153.6"	"40.19"	"7.43"
"1675"	"Cruciferae(十字花科)"	"Ⅲ050"	"72-9"	"--"	"3.47"	"--"	"--"	"18.6"	"181.6"	"--"	"5.4"	"1.05"	"192"	"72-9"	"甘蓝型"	"湖南省农科院"	"--"	"43.37"	"11258"	"--"	"Brassica(芸薹属)"	"00002859"	"Brassica napus L.(甘蓝型油菜)"	"51"	"--"	"杂交种"	"黑褐"	"黄"	"4.30"	"2811"	"I4B02171"	"湖南"	"--"	"68.6"	"裂叶"	"选育"	"14.81"	"低感"	"--"	"3.30"	"湖南省农科院"	"低感"	"8.63"	"20.82"	"低抗"	"169.0"	"38.03"	"7.85"
"1676"	"Cruciferae(十字花科)"	"Ⅲ051"	"羽衣甘兰"	"--"	"3.40"	"--"	"--"	"18.8"	"211.6"	"--"	"6.0"	"0.93"	"192"	"YU YI GAN LAN"	"甘蓝型"	"湖南省农科院"	"--"	"39.96"	"11258"	"--"	"Brassica(芸薹属)"	"00002860"	"Brassica napus L.(甘蓝型油菜)"	"51"	"--"	"系选"	"黑褐"	"深黄"	"4.30"	"2811"	"I4B02172"	"湖南"	"--"	"34.3"	"裂叶"	"选育"	"14.81"	"低感"	"--"	"3.20"	"湖南省农科院"	"低感"	"12.20"	"21.99"	"低抗"	"148.6"	"38.23"	"6.70"
"1677"	"Cruciferae(十字花科)"	"Ⅲ052"	"光叶油菜"	"--"	"3.46"	"--"	"--"	"21.8"	"159.4"	"--"	"6.8"	"0.93"	"199"	"GUANG YE YOU CAI"	"甘蓝型"	"湖南省农科院"	"--"	"38.19"	"11258"	"--"	"Brassica(芸薹属)"	"00002861"	"Brassica napus L.(甘蓝型油菜)"	"51"	"--"	"杂交种"	"黑褐"	"黄"	"5.09"	"2811"	"I4B02173"	"湖南"	"--"	"32.8"	"裂叶"	"选育"	"13.91"	"低感"	"--"	"2.90"	"湖南省农科院"	"低感"	"13.49"	"24.01"	"低抗"	"114.4"	"42.11"	"6.01"
"1678"	"Cruciferae(十字花科)"	"Ⅲ053"	"78001"	"--"	"3.68"	"--"	"--"	"20.6"	"230.6"	"--"	"5.2"	"0.90"	"194"	"78001"	"甘蓝型"	"湖南省农科院"	"--"	"39.49"	"11258"	"--"	"Brassica(芸薹属)"	"00002862"	"Brassica napus L.(甘蓝型油菜)"	"51"	"--"	"杂交种"	"黑褐"	"黄"	"5.02"	"2811"	"I4B02174"	"湖南"	"--"	"49.4"	"裂叶"	"选育"	"14.94"	"低感"	"--"	"2.20"	"湖南省农科院"	"低感"	"13.45"	"21.15"	"低抗"	"145.4"	"42.06"	"6.40"
"1679"	"Cruciferae(十字花科)"	"Ⅲ054"	"78002"	"--"	"3.51"	"--"	"--"	"20.6"	"283.0"	"--"	"7.8"	"0.78"	"200"	"78002"	"甘蓝型"	"湖南省农科院"	"--"	"41.10"	"11258"	"--"	"Brassica(芸薹属)"	"00002863"	"Brassica napus L.(甘蓝型油菜)"	"51"	"--"	"杂交种"	"黑褐"	"黄"	"5.08"	"2811"	"I4B02175"	"湖南"	"--"	"35.8"	"裂叶"	"选育"	"13.54"	"低感"	"--"	"3.00"	"湖南省农科院"	"低感"	"12.72"	"21.06"	"低感"	"152.2"	"43.65"	"7.30"
"1680"	"Cruciferae(十字花科)"	"Ⅲ055"	"77043"	"--"	"3.15"	"--"	"--"	"24.4"	"184.8"	"--"	"8.6"	"0.90"	"200"	"77043"	"甘蓝型"	"湖南省农科院"	"--"	"44.31"	"11258"	"--"	"Brassica(芸薹属)"	"00002864"	"Brassica napus L.(甘蓝型油菜)"	"51"	"--"	"杂交种"	"红褐"	"深黄"	"5.08"	"2811"	"I4B02176"	"湖南"	"--"	"67.6"	"裂叶"	"选育"	"13.88"	"低感"	"--"	"2.00"	"湖南省农科院"	"低感"	"12.36"	"18.76"	"低感"	"173.2"	"42.97"	"6.65"
"1681"	"Cruciferae(十字花科)"	"Ⅲ056"	"78007"	"--"	"3.02"	"--"	"--"	"18.6"	"337.0"	"--"	"7.8"	"0.92"	"199"	"78007"	"甘蓝型"	"湖南省农科院"	"--"	"41.84"	"11258"	"--"	"Brassica(芸薹属)"	"00002865"	"Brassica napus L.(甘蓝型油菜)"	"51"	"--"	"杂交种"	"黑褐"	"金黄"	"5.07"	"2811"	"I4B02177"	"湖南"	"--"	"7.2"	"裂叶"	"选育"	"12.63"	"低抗"	"--"	"3.40"	"湖南省农科院"	"低感"	"12.94"	"21.75"	"低抗"	"181.0"	"46.49"	"7.01"
"1682"	"Cruciferae(十字花科)"	"Ⅲ057"	"78008-1"	"--"	"2.96"	"--"	"--"	"21.6"	"215.2"	"--"	"8.0"	"0.78"	"199"	"78008-1"	"甘蓝型"	"湖南省农科院"	"--"	"45.39"	"11258"	"--"	"Brassica(芸薹属)"	"00002866"	"Brassica napus L.(甘蓝型油菜)"	"51"	"--"	"杂交种"	"黑褐"	"黄"	"5.07"	"2811"	"I4B02178"	"湖南"	"--"	"51.8"	"裂叶"	"选育"	"12.83"	"低感"	"--"	"3.60"	"湖南省农科院"	"低感"	"11.11"	"19.43"	"低感"	"151.8"	"43.16"	"7.51"
"1683"	"Cruciferae(十字花科)"	"Ⅲ058"	"78008-2"	"--"	"3.17"	"--"	"--"	"24.8"	"173.2"	"--"	"5.4"	"0.72"	"195"	"78008-2"	"甘蓝型"	"湖南省农科院"	"--"	"45.70"	"11258"	"--"	"Brassica(芸薹属)"	"00002867"	"Brassica napus L.(甘蓝型油菜)"	"51"	"--"	"杂交种"	"黑褐"	"黄"	"5.03"	"2811"	"I4B02179"	"湖南"	"--"	"49.6"	"裂叶"	"选育"	"13.58"	"低感"	"--"	"4.50"	"湖南省农科院"	"低感"	"11.52"	"18.24"	"低感"	"140.2"	"42.52"	"7.06"
"1684"	"Cruciferae(十字花科)"	"Ⅲ059"	"79-56"	"--"	"3.29"	"--"	"--"	"23.8"	"254.2"	"--"	"8.6"	"1.03"	"196"	"79-56"	"甘蓝型"	"湖南省农科院"	"--"	"45.34"	"11258"	"--"	"Brassica(芸薹属)"	"00002868"	"Brassica napus L.(甘蓝型油菜)"	"51"	"--"	"杂交种"	"棕褐"	"黄"	"5.04"	"2811"	"I4B02180"	"湖南"	"--"	"78.2"	"裂叶"	"选育"	"15.02"	"低感"	"--"	"2.90"	"湖南省农科院"	"低感"	"10.72"	"18.24"	"低感"	"174.4"	"41.21"	"6.37"
"1685"	"Cruciferae(十字花科)"	"Ⅲ032"	"79-1"	"--"	"2.69"	"--"	"--"	"23.9"	"406.0"	"--"	"7.8"	"1.20"	"231"	"79-1"	"甘蓝型"	"上海崇明县"	"--"	"40.91"	"12123"	"--"	"Brassica(芸薹属)"	"00002640"	"Brassica napus L.(甘蓝型油菜)"	"4"	"--"	"系选"	"黑褐"	"金黄"	"5.28"	"3137"	"I4B01287"	"上海"	"--"	"55.4"	"裂叶"	"选育"	"17.51"	"中抗"	"--"	"3.68"	"上海市农科院"	"低抗"	"10.61"	"14.39"	"高抗"	"165.4"	"46.20"	"12.70"
"1686"	"Cruciferae(十字花科)"	"Ⅲ033"	"宁5-23系(上油2号)"	"--"	"3.44"	"--"	"--"	"19.3"	"276.6"	"--"	"9.0"	"0.87"	"233"	"NING 5-23 XI (SHANG YOU 2 HAO )"	"甘蓝型"	"上海上海县"	"--"	"52.08"	"12123"	"--"	"Brassica(芸薹属)"	"00002641"	"Brassica napus L.(甘蓝型油菜)"	"5"	"--"	"系选"	"黑褐"	"金黄"	"5.29"	"3107"	"I4B01288"	"上海"	"--"	"46.8"	"裂叶"	"选育"	"13.11"	"中抗"	"--"	"4.78"	"上海市农科院"	"低抗"	"8.64"	"15.36"	"高抗"	"152.4"	"40.78"	"6.51"
"1687"	"Cruciferae(十字花科)"	"Ⅲ034"	"两型系23AB"	"--"	"3.35"	"--"	"--"	"12.9"	"533.0"	"--"	"8.3"	"0.63"	"233"	"LIANG XING XI 23AB"	"甘蓝型"	"上海农科院"	"--"	"46.93"	"12123"	"--"	"Brassica(芸薹属)"	"00002642"	"Brassica napus L.(甘蓝型油菜)"	"5"	"--"	"杂交种"	"黑褐"	"金黄"	"5.29"	"3107"	"I4B02437"	"上海"	"--"	"20.5"	"裂叶"	"选育"	"15.27"	"低感"	"--"	"4.41"	"上海市农科院"	"低感"	"8.34"	"11.76"	"低感"	"148.8"	"34.23"	"13.72"
"1688"	"Cruciferae(十字花科)"	"Ⅲ035"	"(23A×4190)F1"	"--"	"3.81"	"--"	"--"	"18.1"	"597.4"	"--"	"7.4"	"0.98"	"231"	"(23A×4190)F1"	"甘蓝型"	"上海农科院"	"--"	"43.00"	"12123"	"--"	"Brassica(芸薹属)"	"00002643"	"Brassica napus L.(甘蓝型油菜)"	"5"	"--"	"杂交种"	"黑褐"	"金黄"	"5.27"	"3107"	"I4B03198"	"上海"	"--"	"41.4"	"裂叶"	"选育"	"14.25"	"低抗"	"--"	"2.91"	"上海市农科院"	"低感"	"11.20"	"18.37"	"低感"	"182.2"	"40.49"	"8.39"
"1689"	"Cruciferae(十字花科)"	"Ⅲ036"	"恢复系4190"	"--"	"3.39"	"--"	"--"	"18.2"	"605.6"	"--"	"7.0"	"0.88"	"234"	"HUI FU XI 4190"	"甘蓝型"	"上海农科院"	"--"	"40.84"	"12123"	"--"	"Brassica(芸薹属)"	"00002644"	"Brassica napus L.(甘蓝型油菜)"	"5"	"--"	"杂交种"	"棕褐"	"金黄"	"5.31"	"3107"	"I4B02439"	"上海"	"--"	"44.0"	"裂叶"	"选育"	"16.82"	"中感"	"--"	"2.51"	"上海市农科院"	"低感"	"11.63"	"18.25"	"中感"	"181.8"	"44.62"	"8.18"
"1690"	"Cruciferae(十字花科)"	"Ⅲ037"	"8201"	"--"	"3.48"	"--"	"--"	"19.8"	"485.8"	"--"	"8.4"	"0.78"	"231"	"8201"	"甘蓝型"	"上海农科院"	"--"	"50.32"	"12123"	"--"	"Brassica(芸薹属)"	"00002645"	"Brassica napus L.(甘蓝型油菜)"	"5"	"--"	"杂交种"	"黑褐"	"金黄"	"5.27"	"3107"	"I4B01289"	"上海"	"--"	"45.2"	"裂叶"	"选育"	"13.57"	"低抗"	"--"	"4.00"	"上海市农科院"	"低感"	"8.55"	"12.88"	"中抗"	"155.6"	"39.89"	"10.33"
"1691"	"Cruciferae(十字花科)"	"Ⅲ038"	"82-2524"	"--"	"4.83"	"--"	"--"	"16.2"	"375.2"	"--"	"14.4"	"1.16"	"235"	"82-2524"	"甘蓝型"	"上海农科院"	"--"	"1.18"	"12123"	"--"	"Brassica(芸薹属)"	"00002646"	"Brassica napus L.(甘蓝型油菜)"	"5"	"--"	"杂交种"	"棕褐"	"金黄"	"5.31"	"3107"	"I4B01290"	"上海"	"--"	"45.0"	"裂叶"	"选育"	"22.21"	"中抗"	"--"	"2.92"	"上海市农科院"	"低感"	"5.27"	"54.49"	"高抗"	"133.7"	"38.64"	"8.88"
"1692"	"Cruciferae(十字花科)"	"Ⅲ039"	"82-2551"	"15.04"	"5.06"	"6.47"	"8.98"	"14.8"	"466.0"	"69.10"	"7.8"	"0.94"	"235"	"82-2551"	"甘蓝型"	"上海农科院"	"34.54"	"0.22"	"12123"	"139.99"	"Brassica(芸薹属)"	"00002647"	"Brassica napus L.(甘蓝型油菜)"	"5"	"5.85"	"杂交种"	"棕褐"	"金黄"	"5.31"	"3107"	"I4B01291"	"上海"	"--"	"57.0"	"裂叶"	"选育"	"20.92"	"低感"	"--"	"3.14"	"上海市农科院"	"低抗"	"1.83"	"61.87"	"低感"	"166.8"	"37.72"	"9.15"
"1693"	"Cruciferae(十字花科)"	"Ⅲ040"	"84-24016"	"--"	"5.08"	"--"	"--"	"13.0"	"341.6"	"--"	"8.6"	"0.98"	"240"	"84-24016"	"甘蓝型"	"上海农科院"	"--"	"1.87"	"12123"	"--"	"Brassica(芸薹属)"	"00002648"	"Brassica napus L.(甘蓝型油菜)"	"5"	"--"	"杂交种"	"棕褐"	"金黄"	"5.31"	"3107"	"I4B01292"	"上海"	"--"	"43.6"	"裂叶"	"选育"	"22.06"	"低感"	"--"	"4.35"	"上海市农科院"	"低抗"	"2.41"	"57.63"	"低抗"	"160.0"	"38.97"	"9.97"
"1694"	"Cruciferae(十字花科)"	"Ⅲ041"	"杏黄花"	"--"	"3.00"	"--"	"--"	"16.9"	"389.4"	"--"	"8.2"	"0.88"	"227"	"XING HUANG HUA"	"甘蓝型"	"上海农科院"	"--"	"52.85"	"12123"	"--"	"Brassica(芸薹属)"	"00002649"	"Brassica napus L.(甘蓝型油菜)"	"5"	"--"	"系选"	"黑褐"	"深黄"	"5.23"	"3107"	"I4B01293"	"上海"	"--"	"23.8"	"裂叶"	"选育"	"11.87"	"低感"	"--"	"4.64"	"上海市农科院"	"低感"	"8.60"	"11.95"	"低抗"	"139.4"	"40.35"	"10.87"
"1695"	"Cruciferae(十字花科)"	"Ⅲ042"	"米黄花"	"--"	"4.32"	"--"	"--"	"12.0"	"201.0"	"--"	"9.0"	"0.79"	"230"	"MI HUANG HUA"	"甘蓝型"	"上海农科院"	"--"	"35.51"	"12123"	"--"	"Brassica(芸薹属)"	"00002650"	"Brassica napus L.(甘蓝型油菜)"	"5"	"--"	"系选"	"黑褐"	"乳白"	"5.26"	"3107"	"I4B02440"	"上海"	"--"	"20.0"	"裂叶"	"选育"	"18.92"	"低感"	"--"	"3.00"	"上海市农科院"	"低抗"	"14.66"	"16.53"	"中感"	"130.0"	"37.47"	"9.27"
"1696"	"Cruciferae(十字花科)"	"Ⅲ043"	"白花"	"--"	"4.32"	"--"	"--"	"12.0"	"565.0"	"--"	"12.6"	"0.79"	"231"	"BAI HUA"	"甘蓝型"	"上海农科院"	"--"	"45.19"	"12123"	"--"	"Brassica(芸薹属)"	"00002651"	"Brassica napus L.(甘蓝型油菜)"	"5"	"--"	"系选"	"黑褐"	"乳白"	"5.30"	"3107"	"I4B02441"	"上海"	"--"	"2.2"	"裂叶"	"选育"	"19.54"	"低抗"	"--"	"3.48"	"上海市农科院"	"低抗"	"9.86"	"11.08"	"低感"	"99.4"	"35.67"	"9.21"
"1697"	"Cruciferae(十字花科)"	"Ⅲ044"	"花叶"	"--"	"2.98"	"--"	"--"	"16.1"	"238.8"	"--"	"7.4"	"0.76"	"232"	"HUA YE"	"甘蓝型"	"上海农科院"	"--"	"48.11"	"12123"	"--"	"Brassica(芸薹属)"	"00002652"	"Brassica napus L.(甘蓝型油菜)"	"5"	"--"	"系选"	"棕褐"	"黄"	"5.28"	"3107"	"I4B01294"	"上海"	"--"	"51.0"	"花叶"	"选育"	"14.92"	"中感"	"--"	"3.69"	"上海市农科院"	"低感"	"9.45"	"14.09"	"低感"	"134.4"	"38.57"	"9.69"
"1698"	"Cruciferae(十字花科)"	"Ⅲ045"	"油光叶"	"--"	"3.67"	"--"	"--"	"15.2"	"293.6"	"--"	"8.6"	"0.61"	"234"	"YOU GUANG YE"	"甘蓝型"	"上海农科院"	"--"	"51.11"	"12123"	"--"	"Brassica(芸薹属)"	"00002653"	"Brassica napus L.(甘蓝型油菜)"	"5"	"--"	"杂交种"	"黑褐"	"乳白"	"5.31"	"3107"	"I4B01295"	"上海"	"--"	"32.4"	"裂叶"	"选育"	"13.13"	"中感"	"--"	"4.34"	"上海市农科院"	"低抗"	"7.93"	"11.86"	"中抗"	"125.2"	"32.78"	"11.69"
"1699"	"Cruciferae(十字花科)"	"Ⅲ046"	"非洲油菜乳黄花"	"--"	"4.39"	"--"	"--"	"14.7"	"663.6"	"--"	"9.4"	"0.74"	"230"	"FEI ZHOU YOU CAI RU HUANG HUA"	"甘蓝型"	"上海农科院"	"--"	"49.02"	"12123"	"--"	"Brassica(芸薹属)"	"00002654"	"Brassica napus L.(甘蓝型油菜)"	"5"	"--"	"系选"	"黑褐"	"乳白"	"5.27"	"3107"	"I4B01296"	"上海"	"--"	"10.4"	"裂叶"	"选育"	"15.60"	"中感"	"--"	"4.40"	"上海市农科院"	"低感"	"10.01"	"11.12"	"低感"	"131.2"	"35.71"	"9.11"
"1700"	"Cruciferae(十字花科)"	"Ⅲ047"	"809"	"--"	"3.33"	"--"	"--"	"21.5"	"206.2"	"--"	"8.4"	"0.69"	"215"	"809"	"甘蓝型"	"上海农科院"	"--"	"49.58"	"12123"	"--"	"Brassica(芸薹属)"	"00002655"	"Brassica napus L.(甘蓝型油菜)"	"5"	"--"	"系选"	"棕褐"	"黄"	"5.28"	"3107"	"I4B01297"	"上海"	"--"	"56.8"	"裂叶"	"选育"	"14.82"	"低感"	"--"	"4.08"	"上海市农科院"	"低感"	"9.37"	"13.07"	"高抗"	"140.6"	"39.67"	"9.15"
"1701"	"Cruciferae(十字花科)"	"Ⅲ048"	"9061"	"--"	"3.66"	"--"	"--"	"23.8"	"264.0"	"--"	"9.6"	"1.04"	"218"	"9061"	"甘蓝型"	"上海农科院"	"--"	"47.00"	"12123"	"--"	"Brassica(芸薹属)"	"00002656"	"Brassica napus L.(甘蓝型油菜)"	"5"	"--"	"系选"	"棕褐"	"黄"	"6.01"	"3107"	"I4B01298"	"上海"	"--"	"70.8"	"裂叶"	"选育"	"16.16"	"低感"	"--"	"3.60"	"上海市农科院"	"低抗"	"8.53"	"13.43"	"高抗"	"160.2"	"39.46"	"10.18"
"1702"	"Cruciferae(十字花科)"	"Ⅲ005"	"695"	"--"	"3.55"	"--"	"--"	"14.2"	"323.5"	"--"	"8.2"	"0.92"	"223"	"695"	"甘蓝型"	"浙江农科院"	"--"	"48.83"	"12008"	"--"	"Brassica(芸薹属)"	"00002657"	"Brassica napus L.(甘蓝型油菜)"	"9"	"--"	"杂交种"	"黑褐"	"黄"	"5.24"	"3011"	"I4B01205"	"浙江"	"--"	"15.6"	"裂叶"	"选育"	"14.48"	"低感"	"--"	"3.41"	"浙江省农科院"	"低感"	"7.83"	"12.41"	"低抗"	"153.2"	"35.31"	"11.98"
"1703"	"Cruciferae(十字花科)"	"Ⅲ006"	"307"	"--"	"3.20"	"--"	"--"	"23.8"	"251.6"	"--"	"4.8"	"0.95"	"223"	"307"	"甘蓝型"	"浙江农科院"	"--"	"51.28"	"12008"	"--"	"Brassica(芸薹属)"	"00002658"	"Brassica napus L.(甘蓝型油菜)"	"9"	"--"	"杂交种"	"黑褐"	"深黄"	"5.24"	"3011"	"I4B01206"	"浙江"	"--"	"12.8"	"裂叶"	"选育"	"13.28"	"低感"	"--"	"2.89"	"浙江省农科院"	"低感"	"7.58"	"11.89"	"低抗"	"147.7"	"38.90"	"11.83"
"1704"	"Cruciferae(十字花科)"	"Ⅲ007"	"480"	"--"	"3.51"	"--"	"--"	"16.7"	"284.5"	"--"	"7.2"	"1.06"	"223"	"480"	"甘蓝型"	"浙江农科院"	"--"	"48.91"	"12008"	"--"	"Brassica(芸薹属)"	"00002659"	"Brassica napus L.(甘蓝型油菜)"	"9"	"--"	"杂交种"	"黑褐"	"黄"	"5.24"	"3011"	"I4B01207"	"浙江"	"--"	"21.8"	"裂叶"	"选育"	"14.80"	"低抗"	"--"	"3.94"	"浙江省农科院"	"低感"	"7.76"	"12.56"	"低感"	"161.4"	"34.99"	"11.40"
"1705"	"Cruciferae(十字花科)"	"Ⅲ008"	"九二13系"	"--"	"3.98"	"--"	"--"	"17.2"	"373.1"	"--"	"8.4"	"1.03"	"223"	"JIU ER 13 XI"	"甘蓝型"	"浙江镇海县农科所"	"--"	"50.45"	"12142"	"--"	"Brassica(芸薹属)"	"00002660"	"Brassica napus L.(甘蓝型油菜)"	"2"	"--"	"系选"	"黑褐"	"乳白"	"5.24"	"2957"	"I4B01208"	"浙江"	"--"	"20.3"	"裂叶"	"选育"	"14.76"	"低抗"	"--"	"3.88"	"浙江省农科院"	"低抗"	"6.46"	"10.81"	"低抗"	"145.0"	"29.93"	"12.51"
