"id"	"成都穗位高"	"年份吐丝数"	"北京区产量"	"杨穗位高"	"杨陵镇穗粗"	"年份区产量"	"北京抽雄数"	"平均穗行数"	"品种名称"	"年份抽雄数"	"公穗位高"	"平均穗位高"	"成都抽雄数"	"北京穗位高"	"成都吐丝数"	"成都穗行数"	"平均穗粗"	"平均抽雄数"	"北京穗行数"	"公抽雄数"	"北京成熟数"	"公成熟数"	"公吐丝数"	"年份穗位高"	"成都成熟数"	"杨吐丝数"	"北京穗粗"	"杨穗行数"	"公区产量"	"成都区产量"	"公穗行数"	"杨区产量"	"杨成熟数"	"平均区产量"	"北京吐丝数"	"年份成熟数"	"杨抽雄数"	"年份穗行数"	"平均吐丝数"	"年份穗粗"	"平均成熟数"	"公主岭穗粗"	"成都穗粗"
"147"	"80.0"	"平均"	"897.0"	"100"	"4.7"	"平均"	"66.0"	"16.0"	"AC4-16×中128"	"平均"	"109"	"91"	"63"	"78"	"62.0"	"16"	"4.5"	"63.0"	"16.0"	"67"	"104.0"	"130"	"71"	"平均"	"113"	"60"	"4.5"	"16"	"2350"	"1030"	"16"	"2345"	"95"	"1656.0"	"70"	"平均"	"58"	"平均"	"65"	"平均"	"111.0"	"4.6"	"4.2"
"148"	"81.0"	"1997.0"	"652.0"	"76.0"	"4.3"	"1997.0"	"--"	"15.0"	"AC4-16×矮中自05"	"1997.0"	"90.0"	"78"	"61"	"65"	"66.0"	"16"	"4.5"	"60.0"	"16.0"	"63.0"	"110.0"	"128.0"	"75.0"	"1997.0"	"114"	"60.0"	"4.3"	"16.0"	"2443.0"	"1170"	"16.0"	"2010.0"	"98.0"	"1568.0"	"69"	"1997.0"	"56.0"	"1997.0"	"68"	"1997.0"	"113.0"	"4.8"	"--"
"149"	"70.0"	"1998.0"	"738.0"	"96.0"	"5.0"	"1998.0"	"66.0"	"14.0"	"AC4-16×矮中自05"	"1998.0"	"122.0"	"92"	"57"	"77"	"62.0"	"14"	"4.6"	"61.0"	"14.0"	"63.0"	"98.0"	"127.0"	"69.0"	"1998.0"	"118"	"64.0"	"4.5"	"14.0"	"2048.0"	"1260"	"16.0"	"2630.0"	"94.0"	"1669.0"	"--"	"1998.0"	"59.0"	"1998.0"	"65"	"1998.0"	"109.0"	"4.6"	"4.4"
"150"	"76.0"	"平均"	"695.0"	"86"	"4.7"	"平均"	"66.0"	"15.0"	"AC4-16×矮中自05"	"平均"	"106"	"85"	"59"	"71"	"64.0"	"15"	"4.6"	"61.0"	"15.0"	"63"	"104.0"	"128"	"72"	"平均"	"116"	"62"	"4.4"	"15"	"2246"	"1215"	"15"	"2320"	"96"	"1619.0"	"69"	"平均"	"58"	"平均"	"66"	"平均"	"111.0"	"4.7"	"4.4"
"151"	"76.0"	"1997.0"	"907.0"	"101.0"	"4.4"	"1997.0"	"61.0"	"14.0"	"AC4-16×MO17"	"1997.0"	"100.0"	"93"	"59"	"93"	"64.0"	"12"	"4.3"	"60.0"	"16.0"	"64.0"	"110.0"	"122.0"	"71.0"	"1997.0"	"111"	"61.0"	"4"	"14.0"	"2642.0"	"1360"	"16.0"	"2650.0"	"97.0"	"1890.0"	"65"	"1997.0"	"57.0"	"1997.0"	"65"	"1997.0"	"110.0"	"4.6"	"--"
"152"	"88.0"	"1998.0"	"670.0"	"86.0"	"4.7"	"1998.0"	"63.0"	"14.0"	"AC4-16×MO17"	"1998.0"	"121.0"	"98"	"58"	"98"	"61.0"	"14"	"4.4"	"61.0"	"14.0"	"61.0"	"104.0"	"118.0"	"68.0"	"1998.0"	"115"	"63.0"	"4.1"	"14.0"	"2273.0"	"860"	"16.0"	"2900.0"	"91.0"	"1676.0"	"--"	"1998.0"	"63.0"	"1998.0"	"64"	"1998.0"	"107.0"	"4.8"	"3.9"
"153"	"82.0"	"平均"	"789.0"	"94"	"4.6"	"平均"	"62.0"	"14.0"	"AC4-16×MO17"	"平均"	"111"	"96"	"59"	"96"	"63.0"	"13"	"4.4"	"61.0"	"15.0"	"63"	"107.0"	"120"	"70"	"平均"	"113"	"64"	"4.1"	"14"	"2458"	"1110"	"15"	"2775"	"94"	"1783.0"	"65"	"平均"	"60"	"平均"	"65"	"平均"	"109.0"	"4.7"	"3.9"
"154"	"72.0"	"1997.0"	"1498.0"	"126.0"	"4.7"	"1997.0"	"--"	"15.0"	"20-48×中128"	"1997.0"	"125.0"	"106"	"64"	"102"	"70.0"	"14"	"4.7"	"65.0"	"16.0"	"71.0"	"113.0"	"127.0"	"74.0"	"1997.0"	"115"	"61.0"	"4.6"	"14.0"	"3493.0"	"1460"	"16.0"	"2790.0"	"102.0"	"2310.0"	"71"	"1997.0"	"59.0"	"1997.0"	"69"	"1997.0"	"114.0"	"4.8"	"--"
"155"	"93.0"	"1998.0"	"1080.0"	"123.0"	"5.0"	"1998.0"	"67.0"	"15.0"	"20-48×中128"	"1998.0"	"167.0"	"120"	"55"	"98"	"55.0"	"16"	"4.8"	"63.0"	"16.0"	"67.0"	"99.0"	"129.0"	"73.0"	"1998.0"	"111"	"62.0"	"4.5"	"14.0"	"3350.0"	"1030"	"16.0"	"3530.0"	"94.0"	"2248.0"	"--"	"1998.0"	"62.0"	"1998.0"	"63"	"1998.0"	"108.0"	"4.7"	"4.2"
"156"	"83.0"	"平均"	"1289.0"	"124"	"4.9"	"平均"	"67.0"	"15.0"	"20-48×中128"	"平均"	"146"	"123"	"60"	"100"	"63.0"	"15"	"4.8"	"64.0"	"15.0"	"69"	"106.0"	"128"	"74"	"平均"	"113"	"62"	"4.6"	"14"	"3422"	"1245"	"15"	"3160"	"98"	"2279.0"	"71"	"平均"	"61"	"平均"	"66"	"平均"	"111.0"	"4.8"	"4.2"
"157"	"67.0"	"1997.0"	"1512.0"	"114.0"	"4.6"	"1997.0"	"--"	"15.0"	"20-48×矮中自05"	"1997.0"	"130.0"	"101"	"66"	"93"	"71.0"	"14"	"4.6"	"64.0"	"16.0"	"69.0"	"112.0"	"137.0"	"74.0"	"1997.0"	"115"	"60.0"	"4.5"	"16.0"	"2834.0"	"1410"	"16.0"	"2790.0"	"102.0"	"2137.0"	"69"	"1997.0"	"56.0"	"1997.0"	"69"	"1997.0"	"117.0"	"4.6"	"--"
"158"	"104.0"	"1998.0"	"1722.0"	"118.0"	"4.9"	"1998.0"	"69.0"	"14.0"	"20-48×矮中自05"	"1998.0"	"153.0"	"120"	"62"	"105"	"66.0"	"14"	"4.8"	"65.0"	"14.0"	"66.0"	"99.0"	"130.0"	"70.0"	"1998.0"	"124"	"68.0"	"4.9"	"14.0"	"3419.0"	"1590"	"15.0"	"3810.0"	"97.0"	"2635.0"	"--"	"1998.0"	"62.0"	"1998.0"	"68"	"1998.0"	"113.0"	"4.7"	"4.5"
"159"	"86.0"	"平均"	"1617.0"	"116"	"4.7"	"平均"	"69.0"	"15.0"	"20-48×矮中自05"	"平均"	"142"	"111"	"64"	"99"	"69.0"	"14"	"4.7"	"65.0"	"15.0"	"68"	"106.0"	"134"	"72"	"平均"	"120"	"64"	"4.7"	"15"	"3127"	"1500"	"15"	"3300"	"100"	"2386.0"	"69"	"平均"	"59"	"平均"	"69"	"平均"	"115.0"	"4.7"	"4.5"
"160"	"61.0"	"1997.0"	"1502.0"	"106.0"	"4.5"	"1997.0"	"--"	"13.0"	"20-48×MO17"	"1997.0"	"125.0"	"99"	"59"	"105"	"64.0"	"14"	"4.5"	"59.0"	"14.0"	"64.0"	"111.0"	"130.0"	"73.0"	"1997.0"	"113"	"59.0"	"4.3"	"14.0"	"3104.0"	"1350"	"14.0"	"3200.0"	"101.0"	"2289.0"	"70"	"1997.0"	"55.0"	"1997.0"	"67"	"1997.0"	"114.0"	"4.6"	"--"
"161"	"83.0"	"1998.0"	"962.0"	"107.0"	"4.3"	"1998.0"	"64.0"	"13.0"	"20-48×MO17"	"1998.0"	"149.0"	"109"	"56"	"98"	"59.0"	"12"	"4.1"	"62.0"	"14.0"	"64.0"	"105.0"	"118.0"	"69.0"	"1998.0"	"115"	"64.0"	"4.3"	"14.0"	"2678.0"	"1230"	"14.0"	"4000.0"	"91.0"	"2218.0"	"--"	"1998.0"	"64.0"	"1998.0"	"64"	"1998.0"	"107.0"	"4.2"	"3.7"
"162"	"72.0"	"平均"	"1232.0"	"107"	"4.4"	"平均"	"64.0"	"13.0"	"20-48×MO17"	"平均"	"137"	"104"	"58"	"102"	"61.0"	"13"	"4.3"	"61.0"	"14.0"	"64"	"108.0"	"124"	"71"	"平均"	"114"	"62"	"4.3"	"13"	"2891"	"1290"	"14"	"3600"	"96"	"2254.0"	"70"	"平均"	"60"	"平均"	"66"	"平均"	"110.0"	"4.4"	"3.7"
"163"	"67.0"	"1997.0"	"1161.0"	"108.0"	"4.6"	"1997.0"	"--"	"15.0"	"辽9112×中128"	"1997.0"	"110.0"	"94"	"60"	"90"	"65.0"	"14"	"4.6"	"63.0"	"16.0"	"70.0"	"112.0"	"128.0"	"73.0"	"1997.0"	"112"	"61.0"	"4.4"	"16.0"	"3746.0"	"1230"	"16.0"	"2210.0"	"102.0"	"2087.0"	"68"	"1997.0"	"59.0"	"1997.0"	"67"	"1997.0"	"114.0"	"4.9"	"--"
"164"	"104.0"	"1998.0"	"1240.0"	"118.0"	"5.0"	"1998.0"	"66.0"	"15.0"	"辽9112×中128"	"1998.0"	"162.0"	"118"	"59"	"88"	"62.0"	"16"	"4.8"	"62.0"	"16.0"	"65.0"	"98.0"	"131.0"	"71.0"	"1998.0"	"114"	"60.0"	"4.5"	"14.0"	"3336.0"	"850"	"16.0"	"3180.0"	"93.0"	"2152.0"	"--"	"1998.0"	"58.0"	"1998.0"	"64"	"1998.0"	"109.0"	"5.0"	"4.1"
"165"	"86.0"	"平均"	"1201.0"	"113"	"4.8"	"平均"	"66.0"	"15.0"	"辽9112×中128"	"平均"	"136"	"106"	"60"	"89"	"64.0"	"15"	"4.7"	"63.0"	"15.0"	"68"	"105.0"	"130"	"72"	"平均"	"113"	"60"	"4.5"	"15"	"3541"	"1040"	"16"	"2695"	"98"	"2120.0"	"68"	"平均"	"59"	"平均"	"65"	"平均"	"112.0"	"5"	"4.1"
"166"	"79.0"	"1997.0"	"917.0"	"91.0"	"4.4"	"1997.0"	"--"	"14.0"	"辽9112×矮中自05"	"1997.0"	"105.0"	"90"	"61"	"85"	"66.0"	"14"	"4.5"	"61.0"	"14.0"	"66.0"	"111.0"	"130.0"	"72.0"	"1997.0"	"113"	"59.0"	"4.4"	"14.0"	"2807.0"	"1230"	"16.0"	"1720.0"	"101.0"	"1669.0"	"67"	"1997.0"	"55.0"	"1997.0"	"66"	"1997.0"	"114.0"	"4.8"	"--"
"167"	"89.0"	"1998.0"	"1193.0"	"89.0"	"4.7"	"1998.0"	"68.0"	"14.0"	"辽9112×矮中自05"	"1998.0"	"137.0"	"100"	"62"	"85"	"67.0"	"14"	"4.8"	"65.0"	"14.0"	"66.0"	"98.0"	"135.0"	"70.0"	"1998.0"	"124"	"67.0"	"4.9"	"14.0"	"2666.0"	"1080"	"16.0"	"2320.0"	"96.0"	"1815.0"	"--"	"1998.0"	"64.0"	"1998.0"	"68"	"1998.0"	"113.0"	"4.6"	"4.5"
"168"	"84.0"	"平均"	"1055.0"	"90"	"4.6"	"平均"	"68.0"	"14.0"	"辽9112×矮中自05"	"平均"	"121"	"95"	"62"	"85"	"67.0"	"14"	"4.7"	"63.0"	"14.0"	"66"	"105.0"	"133"	"71"	"平均"	"119"	"63"	"4.7"	"14"	"2737"	"1155"	"15"	"2020"	"99"	"1742.0"	"67"	"平均"	"60"	"平均"	"67"	"平均"	"114.0"	"4.7"	"4.5"
"169"	"87.0"	"1997.0"	"972.0"	"103.0"	"4.4"	"1997.0"	"--"	"13.0"	"辽9112×MO17"	"1997.0"	"105.0"	"98"	"61"	"97"	"66.0"	"14"	"4.5"	"60.0"	"14.0"	"65.0"	"112.0"	"127.0"	"73.0"	"1997.0"	"111"	"59.0"	"4.4"	"14.0"	"2810.0"	"1260"	"14.0"	"2100.0"	"96.0"	"1786.0"	"69"	"1997.0"	"55.0"	"1997.0"	"67"	"1997.0"	"112.0"	"4.6"	"--"
"170"	"106.0"	"1998.0"	"1172.0"	"74.0"	"4.6"	"1998.0"	"64.0"	"13.0"	"辽9112×MO17"	"1998.0"	"134.0"	"104"	"58"	"102"	"59.0"	"14"	"4.4"	"63.0"	"14.0"	"65.0"	"104.0"	"125.0"	"72.0"	"1998.0"	"115"	"63.0"	"4.3"	"14.0"	"2730.0"	"1020"	"14.0"	"2660.0"	"92.0"	"1900.0"	"--"	"1998.0"	"63.0"	"1998.0"	"65"	"1998.0"	"109.0"	"4.4"	"4.1"
"171"	"97.0"	"平均"	"1072.0"	"89"	"4.5"	"平均"	"64.0"	"13.0"	"辽9112×MO17"	"平均"	"120"	"101"	"59"	"100"	"63.0"	"13"	"4.5"	"62.0"	"14.0"	"65"	"108.0"	"126"	"72"	"平均"	"113"	"61"	"4.4"	"13"	"2770"	"1140"	"13"	"2380"	"94"	"1843.0"	"69"	"平均"	"59"	"平均"	"66"	"平均"	"111.0"	"4.5"	"4.1"
"172"	"76.0"	"1997.0"	"1440.0"	"113.0"	"5.0"	"1997"	"--"	"17.0"	"辽9141×中128"	"1997"	"115"	"100"	"61"	"95"	"66.0"	"16"	"5"	"60.0"	"18.0"	"62.0"	"111.0"	"121.0"	"67"	"1997.0"	"114"	"61.0"	"4.9"	"18"	"3560.0"	"1560"	"18.0"	"2580"	"103"	"2285.0"	"65"	"1997"	"58"	"1997"	"65"	"1997.0"	"113.0"	"5"	"--"
"173"	"98.0"	"1998.0"	"1162.0"	"106.0"	"5.6"	"1998.0"	"67.0"	"18.0"	"辽9141×中128"	"1998.0"	"133.0"	"107"	"52"	"92"	"62.0"	"18"	"5"	"62.0"	"18.0"	"65.0"	"99.0"	"130.0"	"71.0"	"1998.0"	"117"	"61.0"	"5.0"	"18.0"	"3242.0"	"1070"	"18.0"	"4070.0"	"93.0"	"2386.0"	"--"	"1998.0"	"62.0"	"1998.0"	"65"	"1998.0"	"110.0"	"5.0"	"4.5"
"174"	"87.0"	"平均"	"1301.0"	"110"	"5.3"	"平均"	"67.0"	"17.0"	"辽9141×中128"	"平均"	"124"	"104"	"57"	"94"	"64.0"	"17"	"5"	"61.0"	"17.0"	"64"	"105.0"	"126"	"69"	"平均"	"116"	"61"	"5"	"17"	"3401"	"1315"	"18"	"3325"	"98"	"2336.0"	"65"	"平均"	"60"	"平均"	"65"	"平均"	"112.0"	"5"	"4.5"
"175"	"72.0"	"1997.0"	"1272.0"	"93.0"	"4.8"	"1997.0"	"--"	"16.0"	"辽9141×矮中自05"	"1997.0"	"105.0"	"92"	"63"	"97"	"68.0"	"16"	"4.9"	"61.0"	"16.0"	"66.0"	"112.0"	"132.0"	"76.0"	"1997.0"	"114"	"61.0"	"4.7"	"18.0"	"3187.0"	"1230"	"18.0"	"2600.0"	"106.0"	"2072.0"	"67"	"1997.0"	"55.0"	"1997.0"	"68"	"1997.0"	"116.0"	"5.1"	"--"
"176"	"83.0"	"1998.0"	"1362.0"	"79.0"	"5.1"	"1998.0"	"65.0"	"16.0"	"辽9141×矮中自05"	"1998.0"	"134.0"	"99"	"62"	"98"	"62.0"	"16"	"5"	"64.0"	"16.0"	"65.0"	"99.0"	"128.0"	"70.0"	"1998.0"	"123"	"65.0"	"5.2"	"16.0"	"2855.0"	"1350"	"18.0"	"3500.0"	"97.0"	"2267.0"	"--"	"1998.0"	"60.0"	"1998.0"	"66"	"1998.0"	"112.0"	"4.8"	"4.8"
"177"	"78.0"	"平均"	"1317.0"	"86"	"5"	"平均"	"65.0"	"16.0"	"辽9141×矮中自05"	"平均"	"120"	"96"	"63"	"98"	"65.0"	"16"	"5"	"63.0"	"16.0"	"66"	"105.0"	"130"	"73"	"平均"	"119"	"63"	"5"	"16"	"3021"	"1290"	"17"	"3050"	"102"	"2170.0"	"67"	"平均"	"58"	"平均"	"67"	"平均"	"114.0"	"4.9"	"4.8"
"178"	"59.0"	"1997.0"	"1037.0"	"101.0"	"4.6"	"1997.0"	"61.0"	"14.0"	"辽9141×MO17"	"1997.0"	"100.0"	"88"	"63"	"93"	"68.0"	"14"	"4.6"	"60.0"	"16.0"	"63.0"	"111.0"	"126.0"	"71.0"	"1997.0"	"112"	"59.0"	"4.3"	"16.0"	"3090.0"	"1150"	"14.0"	"3210.0"	"99.0"	"2122.0"	"70"	"1997.0"	"54.0"	"1997.0"	"67"	"1997.0"	"112.0"	"4.8"	"--"
"179"	"91.0"	"1998.0"	"910.0"	"86.0"	"4.9"	"1998.0"	"65.0"	"15.0"	"辽9141×MO17"	"1998.0"	"137.0"	"106"	"58"	"108"	"61.0"	"16"	"4.6"	"63.0"	"16.0"	"64.0"	"104.0"	"125.0"	"69.0"	"1998.0"	"115"	"63.0"	"4.4"	"14.0"	"2309.0"	"1230"	"16.0"	"--"	"92.0"	"1483.0"	"--"	"1998.0"	"63.0"	"1998.0"	"64"	"1998.0"	"109.0"	"4.6"	"4.3"
"180"	"75.0"	"平均"	"974.0"	"94"	"4.8"	"平均"	"63.0"	"15.0"	"辽9141×MO17"	"平均"	"119"	"97"	"60"	"101"	"65.0"	"15"	"4.6"	"62.0"	"15.0"	"64"	"107.0"	"126"	"70"	"平均"	"114"	"61"	"4.4"	"15"	"2700"	"1190"	"15"	"3210"	"96"	"1803.0"	"70"	"平均"	"58"	"平均"	"66"	"平均"	"110.0"	"4.7"	"4.3"
"181"	"61.0"	"1997.0"	"1380.0"	"109.0"	"4.4"	"1997.0"	"67.0"	"15.0"	"辽2202×中128"	"1997.0"	"108.0"	"93"	"66"	"93"	"69.0"	"16"	"4.5"	"64.0"	"16.0"	"65.0"	"111.0"	"124.0"	"70.0"	"1997.0"	"119"	"61.0"	"4.5"	"16.0"	"3272.0"	"1510"	"16.0"	"2460.0"	"103.0"	"2156.0"	"68"	"1997.0"	"59.0"	"1997.0"	"67"	"1997.0"	"114.0"	"4.5"	"--"
"182"	"95.0"	"1998.0"	"1610.0"	"93.0"	"4.9"	"1998.0"	"66.0"	"15.0"	"辽2202×中128"	"1998.0"	"148.0"	"109"	"61"	"100"	"62.0"	"16"	"4.8"	"64.0"	"16.0"	"65.0"	"98.0"	"133.0"	"69.0"	"1998.0"	"116"	"64.0"	"4.5"	"14.0"	"3393.0"	"970"	"16.0"	"3690.0"	"93.0"	"2416.0"	"--"	"1998.0"	"63.0"	"1998.0"	"65"	"1998.0"	"110.0"	"4.8"	"4.2"
"183"	"78.0"	"平均"	"1495.0"	"101"	"4.7"	"平均"	"67.0"	"15.0"	"辽2202×中128"	"平均"	"128"	"101"	"64"	"97"	"65.0"	"15"	"4.7"	"64.0"	"15.0"	"65"	"105.0"	"129"	"70"	"平均"	"118"	"63"	"4.5"	"15"	"3333"	"1240"	"16"	"3075"	"98"	"2286.0"	"68"	"平均"	"61"	"平均"	"66"	"平均"	"112.0"	"4.7"	"4.2"
"184"	"66.0"	"1997.0"	"1203.0"	"82.0"	"4.1"	"1997"	"66.0"	"14.0"	"辽2202×矮中自05"	"1997"	"115"	"89"	"62"	"93"	"66.0"	"14"	"4.4"	"63.0"	"16.0"	"66.0"	"110.0"	"130.0"	"76"	"1997.0"	"118"	"62.0"	"4.2"	"14"	"2344.0"	"1370"	"14.0"	"2060"	"106"	"1744.0"	"67"	"1997"	"57"	"1997"	"68"	"1997.0"	"116.0"	"5"	"--"
"185"	"90.0"	"1998.0"	"1095.0"	"85.0"	"4.5"	"1998.0"	"66.0"	"14.0"	"辽2202×矮中自05"	"1998.0"	"137.0"	"96"	"62"	"70"	"66.0"	"14"	"4.3"	"64.0"	"14.0"	"64.0"	"98.0"	"137.0"	"68.0"	"1998.0"	"123"	"68.0"	"4.3"	"14.0"	"2456.0"	"1090"	"16.0"	"2500.0"	"103.0"	"1785.0"	"--"	"1998.0"	"62.0"	"1998.0"	"67"	"1998.0"	"115.0"	"4.3"	"4.2"
"186"	"78.0"	"平均"	"1145.0"	"84"	"4.3"	"平均"	"66.0"	"14.0"	"辽2202×矮中自05"	"平均"	"126"	"93"	"62"	"82"	"66.0"	"13"	"4.4"	"64.0"	"14.0"	"65"	"104.0"	"134"	"72"	"平均"	"121"	"65"	"4.3"	"14"	"2400"	"1230"	"15"	"2280"	"105"	"1765.0"	"67"	"平均"	"60"	"平均"	"68"	"平均"	"116.0"	"4.7"	"4.2"
"187"	"45.0"	"1997.0"	"1200.0"	"--"	"--"	"1997"	"60.0"	"113.0"	"辽2202×MO17"	"1997"	"100"	"79"	"62"	"92"	"67.0"	"12"	"4.3"	"60.0"	"14.0"	"63.0"	"114.0"	"131.0"	"72"	"1997.0"	"117"	"59.0"	"4.1"	"--"	"3066.0"	"1350"	"14.0"	"--"	"--"	"1872.0"	"65"	"1997"	"56"	"1997"	"66"	"1997.0"	"121.0"	"4.5"	"--"
"188"	"88.0"	"1998.0"	"1083.0"	"97.0"	"4.6"	"1998.0"	"68.0"	"13.0"	"辽2202×MO17"	"1998.0"	"102.0"	"95"	"61"	"93"	"65.0"	"14"	"4.2"	"65.0"	"14.0"	"64.0"	"104.0"	"128.0"	"68.0"	"1998.0"	"120"	"65.0"	"4.1"	"14.0"	"3764.0"	"1450"	"14.0"	"3290.0"	"100.0"	"2397.0"	"--"	"1998.0"	"65.0"	"1998.0"	"66"	"1998.0"	"113.0"	"4.2"	"3.6"
"189"	"67.0"	"平均"	"1142.0"	"97"	"4.6"	"平均"	"64.0"	"13.0"	"辽2202×MO17"	"平均"	"101"	"87"	"62"	"93"	"66.0"	"13"	"4.3"	"63.0"	"13.0"	"64"	"107.0"	"130"	"70"	"平均"	"119"	"62"	"4.1"	"13"	"3415"	"1400"	"13"	"3290"	"100"	"2135.0"	"65"	"平均"	"60"	"平均"	"66"	"平均"	"117.0"	"4.7"	"3.6"
"190"	"46.0"	"1997.0"	"1492.0"	"112.0"	"4.9"	"1997.0"	"--"	"15.0"	"中黄68×中128"	"1997.0"	"130.0"	"70"	"60"	"93"	"65.0"	"14"	"4.8"	"61.0"	"18.0"	"65.0"	"111.0"	"126.0"	"75.0"	"1997.0"	"113"	"61.0"	"4.8"	"16.0"	"3140.0"	"1380"	"16.0"	"2710.0"	"103.0"	"2181.0"	"69"	"1997.0"	"58.0"	"1997.0"	"68"	"1997.0"	"113.0"	"4.8"	"--"
"191"	"95.0"	"1998.0"	"1095.0"	"93.0"	"5.4"	"1998.0"	"67.0"	"16.0"	"中黄68×中128"	"1998.0"	"146.0"	"106"	"61"	"90"	"61.0"	"16"	"4.9"	"62.0"	"16.0"	"63.0"	"99.0"	"131.0"	"69.0"	"1998.0"	"116"	"60.0"	"4.9"	"16.0"	"4013.0"	"1040"	"18.0"	"3390.0"	"91.0"	"2385.0"	"--"	"1998.0"	"58.0"	"1998.0"	"63"	"1998.0"	"109.0"	"4.9"	"4.3"
"192"	"71.0"	"平均"	"1294.0"	"103"	"5.2"	"平均"	"67.0"	"16.0"	"中黄68×中128"	"平均"	"138"	"88"	"61"	"92"	"63.0"	"15"	"4.9"	"62.0"	"16.0"	"64"	"105.0"	"129"	"72"	"平均"	"115"	"61"	"4.9"	"16"	"3577"	"1210"	"16"	"3050"	"97"	"2283.0"	"69"	"平均"	"58"	"平均"	"66"	"平均"	"111.0"	"4.8"	"4.3"
"193"	"48.0"	"1997.0"	"1100.0"	"97.0"	"4.7"	"1997.0"	"66.0"	"16.0"	"中黄68×矮中自05"	"1997.0"	"125.0"	"88"	"61"	"87"	"66.0"	"16"	"4.8"	"63.0"	"16.0"	"68.0"	"111.0"	"133.0"	"76.0"	"1997.0"	"115"	"60.0"	"4.8"	"16.0"	"2357.0"	"1330"	"16.0"	"1470.0"	"106.0"	"1564.0"	"71"	"1997.0"	"56.0"	"1997.0"	"68"	"1997.0"	"116.0"	"4.9"	"--"
"194"	"76.0"	"1998.0"	"1083.0"	"81.0"	"5.0"	"1998.0"	"67.0"	"16.0"	"中黄68×矮中自05"	"1998.0"	"140.0"	"96"	"57"	"88"	"65.0"	"16"	"4.9"	"63.0"	"16.0"	"66.0"	"99.0"	"137.0"	"72.0"	"1998.0"	"121"	"66.0"	"5.1"	"16.0"	"2695.0"	"960"	"16.0"	"2230.0"	"99.0"	"1742.0"	"--"	"1998.0"	"61.0"	"1998.0"	"68"	"1998.0"	"114.0"	"4.7"	"4.7"
"195"	"62.0"	"平均"	"1092.0"	"86"	"4.8"	"平均"	"67.0"	"16.0"	"中黄68×矮中自05"	"平均"	"133"	"92"	"59"	"88"	"66.0"	"16"	"4.9"	"63.0"	"16.0"	"67"	"105.0"	"135"	"74"	"平均"	"118"	"63"	"5"	"15"	"2526"	"1145"	"16"	"1850"	"103"	"1653.0"	"71"	"平均"	"59"	"平均"	"68"	"平均"	"115.0"	"4.8"	"4.7"
"196"	"52.0"	"1997.0"	"1137.0"	"96.0"	"4.6"	"1997.0"	"60.0"	"16.0"	"中黄68×MO17"	"1997.0"	"100.0"	"87"	"62"	"98"	"68.0"	"14"	"4.7"	"61.0"	"16.0"	"66.0"	"114.0"	"133.0"	"76.0"	"1997.0"	"115"	"59.0"	"4.7"	"16.0"	"2996.0"	"1270"	"16.0"	"2780.0"	"103.0"	"2046.0"	"68"	"1997.0"	"56.0"	"1997.0"	"68"	"1997.0"	"116.0"	"4.8"	"--"
"197"	"92.0"	"1998.0"	"1200.0"	"85.0"	"4.7"	"1998.0"	"64.0"	"15.0"	"中黄68×MO17"	"1998.0"	"135.0"	"102"	"62"	"95"	"66.0"	"14"	"4.7"	"63.0"	"14.0"	"64.0"	"103.0"	"131.0"	"70.0"	"1998.0"	"121"	"63.0"	"4.8"	"16.0"	"3869.0"	"1380"	"18.0"	"3310.0"	"94.0"	"2440.0"	"--"	"1998.0"	"63.0"	"1998.0"	"66"	"1998.0"	"122.0"	"4.7"	"4.5"
"198"	"72.0"	"平均"	"1169.0"	"91"	"4.7"	"平均"	"62.0"	"16.0"	"中黄68×MO17"	"平均"	"118"	"95"	"62"	"97"	"67.0"	"14"	"4.7"	"62.0"	"15.0"	"65"	"109.0"	"132"	"73"	"平均"	"118"	"61"	"4.7"	"15"	"3433"	"1325"	"17"	"3045"	"99"	"2243.0"	"68"	"平均"	"60"	"平均"	"67"	"平均"	"119.0"	"4.8"	"4.5"
"199"	"63.0"	"1997.0"	"1162.0"	"109.0"	"5.0"	"1997.0"	"--"	"16.0"	"中2207×中128"	"1997.0"	"107.0"	"93"	"60"	"93"	"66.0"	"16"	"4.9"	"60.0"	"18.0"	"63.0"	"111.0"	"122.0"	"69.0"	"1997.0"	"114"	"60.0"	"4.8"	"16.0"	"3005.0"	"1410"	"16.0"	"2540.0"	"92.0"	"2029.0"	"70"	"1997.0"	"57.0"	"1997.0"	"66"	"1997.0"	"110.0"	"4.8"	"--"
"200"	"82.0"	"1998.0"	"865.0"	"104.0"	"5.2"	"1998.0"	"67.0"	"17.0"	"中2207×中128"	"1998.0"	"144.0"	"107"	"61"	"98"	"61.0"	"18"	"4.7"	"63.0"	"18.0"	"63.0"	"99.0"	"127.0"	"71.0"	"1998.0"	"116"	"60.0"	"4.6"	"16.0"	"2144.0"	"930"	"18.0"	"3500.0"	"91.0"	"1860.0"	"--"	"1998.0"	"59.0"	"1998.0"	"64"	"1998.0"	"108.0"	"4.8"	"4.3"
"201"	"73.0"	"平均"	"1014.0"	"--"	"5.1"	"平均"	"67.0"	"17.0"	"中2207×中128"	"平均"	"126"	"100"	"61"	"96"	"63.0"	"16"	"4.8"	"62.0"	"17.0"	"63"	"105.0"	"125"	"70"	"平均"	"115"	"60"	"4.7"	"16"	"2575"	"1170"	"17"	"3020"	"92"	"1945.0"	"70"	"平均"	"58"	"平均"	"65"	"平均"	"109.0"	"4.8"	"4.3"
