"id"	"成都穗位高"	"年份吐丝数"	"北京区产量"	"杨穗位高"	"杨陵镇穗粗"	"年份区产量"	"北京抽雄数"	"平均穗行数"	"品种名称"	"年份抽雄数"	"公穗位高"	"平均穗位高"	"成都抽雄数"	"北京穗位高"	"成都吐丝数"	"成都穗行数"	"平均穗粗"	"平均抽雄数"	"北京穗行数"	"公抽雄数"	"北京成熟数"	"公成熟数"	"公吐丝数"	"年份穗位高"	"成都成熟数"	"杨吐丝数"	"北京穗粗"	"杨穗行数"	"公区产量"	"成都区产量"	"公穗行数"	"杨区产量"	"杨成熟数"	"平均区产量"	"北京吐丝数"	"年份成熟数"	"杨抽雄数"	"年份穗行数"	"平均吐丝数"	"年份穗粗"	"平均成熟数"	"公主岭穗粗"	"成都穗粗"
"783"	"34.3"	"--"	"713.8"	"38.5"	"4.0"	"--"	"--"	"16.0"	"齐31"	"--"	"44.0"	"40.0"	"--"	"43"	"--"	"15"	"3.9"	"--"	"16.0"	"--"	"--"	"--"	"--"	"平均"	"--"	"--"	"4.1"	"--"	"--"	"603.3"	"--"	"--"	"--"	"991.5"	"--"	"--"	"--"	"--"	"--"	"平均"	"--"	"4.0"	"3.5"
"784"	"47.3"	"--"	"22.0"	"53.0"	"3.9"	"--"	"--"	"13.0"	"H5-1-2"	"--"	"65.0"	"51.4"	"--"	"40.4"	"--"	"12"	"3.4"	"--"	"12.0"	"--"	"--"	"--"	"--"	"1997.0"	"--"	"--"	"2.3"	"--"	"--"	"460"	"--"	"--"	"--"	"843.5"	"--"	"--"	"--"	"--"	"--"	"1997.0"	"--"	"3.9"	"3.4"
"785"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"H5-1-2"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"1998.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"1998.0"	"--"	"--"	"--"
"786"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"H5-1-2"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"平均"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"平均"	"--"	"--"	"--"
"787"	"60.0"	"--"	"501.1"	"67.0"	"4.1"	"--"	"--"	"13.0"	"齐318"	"--"	"85.0"	"69.3"	"--"	"65.2"	"--"	"14"	"3.9"	"--"	"12.0"	"--"	"--"	"--"	"--"	"1997.0"	"--"	"--"	"3.5"	"--"	"--"	"903.3"	"--"	"--"	"--"	"1228.5"	"--"	"--"	"--"	"--"	"--"	"1997.0"	"--"	"3.9"	"3.9"
"788"	"62.2"	"--"	"542.0"	"69.7"	"3.7"	"--"	"--"	"13.0"	"齐318"	"--"	"80.0"	"69.7"	"--"	"67"	"--"	"14"	"3.8"	"--"	"14.0"	"--"	"--"	"--"	"--"	"1998.0"	"--"	"--"	"3.8"	"--"	"--"	"586.7"	"--"	"--"	"--"	"1091.1"	"--"	"--"	"--"	"--"	"--"	"1998.0"	"--"	"4.2"	"3.5"
"789"	"61.1"	"--"	"521.6"	"68.4"	"3.9"	"--"	"--"	"13.0"	"齐318"	"--"	"82.5"	"69.5"	"--"	"66.1"	"--"	"14"	"3.9"	"--"	"13.0"	"--"	"--"	"--"	"--"	"平均"	"--"	"--"	"3.7"	"--"	"--"	"745"	"--"	"--"	"--"	"1159.8"	"--"	"--"	"--"	"--"	"--"	"平均"	"--"	"4.1"	"3.7"
"790"	"63.5"	"--"	"610.4"	"64.0"	"3.9"	"--"	"--"	"12.0"	"32.0"	"--"	"90.0"	"69.6"	"--"	"56.9"	"--"	"12.0"	"3.8"	"--"	"12.0"	"--"	"--"	"--"	"--"	"1997.0"	"--"	"--"	"3.4"	"--"	"--"	"750.0"	"--"	"--"	"--"	"1469.3"	"--"	"--"	"--"	"--"	"--"	"1997.0"	"--"	"4.2"	"3.5"
"791"	"48.7"	"--"	"43.0"	"79.7"	"4.3"	"--"	"--"	"12.0"	"32.0"	"--"	"74.0"	"62.6"	"--"	"48.0"	"--"	"12.0"	"3.9"	"--"	"14.0"	"--"	"--"	"--"	"--"	"1998.0"	"--"	"--"	"3.9"	"--"	"--"	"646.7"	"--"	"--"	"--"	"1031.3"	"--"	"--"	"--"	"--"	"--"	"1998.0"	"--"	"3.9"	"3.4"
"792"	"56.1"	"--"	"522.7"	"71.9"	"4.1"	"--"	"--"	"12.0"	"32.0"	"--"	"82.0"	"65.6"	"--"	"52.5"	"--"	"12.0"	"3.9"	"--"	"13.0"	"--"	"--"	"--"	"--"	"平均"	"--"	"--"	"3.7"	"--"	"--"	"698.4"	"--"	"--"	"--"	"1250.3"	"--"	"--"	"--"	"--"	"--"	"平均"	"--"	"4.1"	"3.5"
"793"	"48.0"	"--"	"1322.8"	"71.0"	"4.2"	"--"	"--"	"14.0"	"白U8112"	"--"	"86.0"	"68.0"	"--"	"66.9"	"--"	"16"	"4.1"	"--"	"14.0"	"--"	"--"	"--"	"--"	"1997.0"	"--"	"--"	"3.9"	"--"	"--"	"740"	"--"	"--"	"--"	"1530.6"	"--"	"--"	"--"	"--"	"--"	"1997.0"	"--"	"4.0"	"4.4"
"794"	"59.3"	"--"	"545.0"	"77.3"	"3.9"	"--"	"--"	"14.0"	"白U8112"	"--"	"85.0"	"70.0"	"--"	"58.3"	"--"	"12"	"4.1"	"--"	"16.0"	"--"	"--"	"--"	"--"	"1998.0"	"--"	"--"	"4.3"	"--"	"--"	"560"	"--"	"--"	"--"	"1162.5"	"--"	"--"	"--"	"--"	"--"	"1998.0"	"--"	"4.6"	"3.7"
