"id"	"蛋氨酸"	"科名"	"保存编号"	"品种名称"	"谷氨酸"	"播种期"	"天冬氨酸"	"精氨酸"	"丙氨酸"	"单株产量"	"总和"	"酪氨酸"	"异亮氨酸"	"省"	"色氨酸"	"组氨酸"	"分枝数"	"全生育日数"	"样品类型"	"总淀粉"	"百粒重"	"苏氨酸"	"统一编号"	"苯丙氨酸"	"学名"	"粒形"	"胱氨酸"	"支链淀粉"	"花色"	"粗脂肪"	"成熟期"	"粗蛋白"	"结荚习性"	"属名"	"亮氨酸"	"库编号"	"生长习性"	"保存单位"	"原产地"	"甘氨酸"	"单荚粒数"	"缬氨酸"	"直链淀粉"	"单株荚数"	"粒色"	"备注"	"脯氨酸"	"赖氨酸"	"荚长"	"丝氨酸"	"译名"	"荚色"	"种子来源"	"株高"
"105"	"--"	"Leguminosae(豆科)"	"05065"	"饭豆"	"--"	"5.08"	"--"	"--"	"--"	"24.7"	"--"	"--"	"--"	"贵州"	"--"	"--"	"4.9"	"139"	"地方"	"--"	"8.9"	"--"	"D0001416"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.24"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"--"	"蔓生"	"贵阳市农科所"	"息峰"	"--"	"4.1"	"--"	"--"	"35.2"	"黄"	"--"	"--"	"--"	"5.4"	"--"	"FAN DOU"	"黄"	"--"	"68.0"
"106"	"--"	"Leguminosae(豆科)"	"05067"	"饭豆"	"--"	"5.08"	"--"	"--"	"--"	"26.0"	"--"	"--"	"--"	"贵州"	"--"	"--"	"5.7"	"142"	"地方"	"--"	"7.6"	"--"	"D0001417"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.27"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G01273"	"蔓生"	"贵阳市农科所"	"普定"	"--"	"4.7"	"--"	"--"	"36.0"	"黄"	"--"	"--"	"--"	"6.5"	"--"	"FAN DOU"	"黄"	"--"	"73.0"
"107"	"--"	"Leguminosae(豆科)"	"05066"	"饭豆"	"--"	"5.08"	"--"	"--"	"--"	"27.5"	"--"	"--"	"--"	"贵州"	"--"	"--"	"6.3"	"140"	"地方"	"--"	"7.4"	"--"	"D0001418"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.25"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"--"	"蔓生"	"贵阳市农科所"	"平塘"	"--"	"3.6"	"--"	"--"	"39.5"	"黄"	"--"	"--"	"--"	"5.2"	"--"	"FAN DOU"	"黄"	"--"	"66.0"
"108"	"--"	"Leguminosae(豆科)"	"05068"	"饭豆"	"--"	"5.08"	"--"	"--"	"--"	"22.1"	"--"	"--"	"--"	"贵州"	"--"	"--"	"3.8"	"137"	"地方"	"--"	"8.6"	"--"	"D0001419"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.22"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"--"	"蔓生"	"贵阳市农科所"	"紫云"	"--"	"4.9"	"--"	"--"	"23.0"	"黄"	"--"	"--"	"--"	"5.4"	"--"	"FAN DOU"	"黄"	"--"	"64.0"
"109"	"--"	"Leguminosae(豆科)"	"05077"	"懒豆"	"--"	"5.08"	"--"	"--"	"--"	"17.6"	"--"	"--"	"--"	"贵州"	"--"	"--"	"5.6"	"136"	"地方"	"--"	"6.8"	"--"	"D0001420"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.21"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G01274"	"蔓生"	"贵阳市农科所"	"贞丰"	"--"	"7.0"	"--"	"--"	"73.0"	"黄"	"--"	"--"	"--"	"5.2"	"--"	"LAN DOU"	"黄"	"--"	"70.0"
"110"	"--"	"Leguminosae(豆科)"	"05070"	"饭豆"	"--"	"5.08"	"--"	"--"	"--"	"22.6"	"--"	"--"	"--"	"贵州"	"--"	"--"	"6.2"	"141"	"地方"	"--"	"7.4"	"--"	"D0001421"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.26"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G01275"	"蔓生"	"贵阳市农科所"	"锦屏"	"--"	"6.5"	"--"	"--"	"44.0"	"黄"	"--"	"--"	"--"	"6.5"	"--"	"FAN DOU"	"黄"	"--"	"68.0"
"111"	"--"	"Leguminosae(豆科)"	"05071"	"饭豆"	"--"	"5.08"	"--"	"--"	"--"	"17.9"	"--"	"--"	"--"	"贵州"	"--"	"--"	"7.1"	"137"	"地方"	"--"	"6.7"	"--"	"D0001422"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.22"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G01276"	"蔓生"	"贵阳市农科所"	"锦屏"	"--"	"7.3"	"--"	"--"	"67.0"	"黄"	"--"	"--"	"--"	"7.1"	"--"	"FAN DOU"	"黄"	"--"	"60.0"
"112"	"--"	"Leguminosae(豆科)"	"05072"	"饭豆"	"--"	"5.08"	"--"	"--"	"--"	"25.3"	"--"	"--"	"--"	"贵州"	"--"	"--"	"5.7"	"137"	"地方"	"--"	"7.6"	"--"	"D0001423"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.22"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G01277"	"蔓生"	"贵阳市农科所"	"锦屏"	"--"	"6.3"	"--"	"--"	"39.0"	"黄"	"--"	"--"	"--"	"6.7"	"--"	"FAN DOU"	"黄"	"--"	"72.0"
"113"	"--"	"Leguminosae(豆科)"	"05073"	"饭豆"	"--"	"5.08"	"--"	"--"	"--"	"23.7"	"--"	"--"	"--"	"贵州"	"--"	"--"	"6.8"	"140"	"地方"	"--"	"6.9"	"--"	"D0001424"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.25"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G01278"	"蔓生"	"贵阳市农科所"	"锦屏"	"--"	"6.9"	"--"	"--"	"45.0"	"黄"	"--"	"--"	"--"	"5.7"	"--"	"FAN DOU"	"黄"	"--"	"55.0"
"114"	"--"	"Leguminosae(豆科)"	"05069"	"饭豆"	"--"	"5.08"	"--"	"--"	"--"	"28.4"	"--"	"--"	"--"	"贵州"	"--"	"--"	"6.4"	"135"	"地方"	"--"	"7.1"	"--"	"D0001425"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.20"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"--"	"蔓生"	"贵阳市农科所"	"雷山"	"--"	"6.7"	"--"	"--"	"48.0"	"黄"	"--"	"--"	"--"	"6.2"	"--"	"FAN DOU"	"黄"	"--"	"59.0"
"115"	"--"	"Leguminosae(豆科)"	"05074"	"饭豆"	"--"	"5.08"	"--"	"--"	"--"	"25.6"	"--"	"--"	"--"	"贵州"	"--"	"--"	"5.4"	"141"	"地方"	"--"	"7.6"	"--"	"D0001426"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.26"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G01279"	"蔓生"	"贵阳市农科所"	"贵定"	"--"	"5.8"	"--"	"--"	"45.0"	"黄"	"--"	"--"	"--"	"7.3"	"--"	"FAN DOU"	"黄"	"--"	"67.0"
"116"	"--"	"Leguminosae(豆科)"	"05075"	"早懒豆"	"--"	"5.08"	"--"	"--"	"--"	"2.0"	"--"	"--"	"--"	"贵州"	"--"	"--"	"3.4"	"140"	"地方"	"--"	"9.8"	"--"	"D0001427"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.25"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"--"	"蔓生"	"贵阳市农科所"	"贵定"	"--"	"3.7"	"--"	"--"	"18.0"	"黄"	"--"	"--"	"--"	"4.7"	"--"	"ZAO LAN DOU"	"黄"	"--"	"64.0"
"117"	"--"	"Leguminosae(豆科)"	"05076"	"懒豆"	"--"	"5.08"	"--"	"--"	"--"	"19.5"	"--"	"--"	"--"	"贵州"	"--"	"--"	"6.5"	"138"	"地方"	"--"	"7.2"	"--"	"D0001428"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.23"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G01280"	"蔓生"	"贵阳市农科所"	"平塘"	"--"	"5.7"	"--"	"--"	"34.0"	"黄"	"--"	"--"	"--"	"5.8"	"--"	"LAN DOU"	"黄"	"--"	"62.0"
"118"	"--"	"Leguminosae(豆科)"	"05078"	"懒豆"	"--"	"5.08"	"--"	"--"	"--"	"17.1"	"--"	"--"	"--"	"贵州"	"--"	"--"	"7.0"	"138"	"地方"	"--"	"7.4"	"--"	"D0001429"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.23"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G01281"	"蔓生"	"贵阳市农科所"	"惠水"	"--"	"5.6"	"--"	"--"	"48.0"	"黄"	"--"	"--"	"--"	"6.3"	"--"	"LAN DOU"	"黄"	"--"	"101.0"
"119"	"--"	"Leguminosae(豆科)"	"05080"	"懒豆"	"--"	"5.08"	"--"	"--"	"--"	"16.8"	"--"	"--"	"--"	"贵州"	"--"	"--"	"6.5"	"138"	"地方"	"--"	"7.2"	"--"	"D0001430"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.23"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G01282"	"蔓生"	"贵阳市农科所"	"罗甸"	"--"	"5.6"	"--"	"--"	"53.0"	"黄"	"--"	"--"	"--"	"6.0"	"--"	"LAN DOU"	"黄"	"--"	"105.0"
"120"	"--"	"Leguminosae(豆科)"	"05081"	"懒豆"	"--"	"5.08"	"--"	"--"	"--"	"13.4"	"--"	"--"	"--"	"贵州"	"--"	"--"	"7.1"	"140"	"地方"	"--"	"6.8"	"--"	"D0001431"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.25"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G01283"	"蔓生"	"贵阳市农科所"	"龙里"	"--"	"5.3"	"--"	"--"	"50.0"	"黄"	"--"	"--"	"--"	"5.2"	"--"	"LAN DOU"	"黄"	"--"	"98.0"
"121"	"--"	"Leguminosae(豆科)"	"05078"	"黑籽豆"	"--"	"5.08"	"--"	"--"	"--"	"29.2"	"--"	"--"	"--"	"贵州"	"--"	"--"	"4.5"	"140"	"地方"	"--"	"8.3"	"--"	"D0001432"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.25"	"--"	"有限"	"Vigna(豇豆属)"	"--"	"I2G01284"	"蔓生"	"贵阳市农科所"	"余庆"	"--"	"5.2"	"--"	"--"	"56.0"	"黑"	"--"	"--"	"--"	"6.4"	"--"	"HEI ZI DOU"	"黄"	"--"	"83.0"
"122"	"--"	"Leguminosae(豆科)"	"It0066"	"蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"33.9"	"--"	"--"	"--"	"湖北"	"--"	"--"	"1.4"	"131"	"地方"	"--"	"6.9"	"--"	"D0001312"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.15"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01051"	"直立"	"湖北省农科院农业现代化研究所"	"巴东"	"--"	"7.5"	"--"	"--"	"66.0"	"红"	"--"	"--"	"--"	"8.8"	"--"	"MAN DOU"	"褐"	"--"	"85.8"
"123"	"--"	"Leguminosae(豆科)"	"It0105"	"巴山豆"	"--"	"5.30"	"--"	"--"	"--"	"42.1"	"--"	"--"	"--"	"湖北"	"--"	"--"	"3.2"	"158"	"地方"	"--"	"7.1"	"--"	"D0001313"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"11.04"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01052"	"蔓生"	"湖北省农科院农业现代化研究所"	"宣恩"	"--"	"8.9"	"--"	"--"	"67.0"	"红"	"--"	"--"	"--"	"10.3"	"--"	"BA SHAN DOU"	"褐"	"--"	"178.0"
"124"	"--"	"Leguminosae(豆科)"	"It0045"	"红饭豆"	"--"	"6.06"	"--"	"--"	"--"	"38.4"	"--"	"--"	"--"	"湖北"	"--"	"--"	"2.4"	"133"	"地方"	"--"	"6.5"	"--"	"D0001314"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.17"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01053"	"蔓生"	"湖北省农科院农业现代化研究所"	"宣恩"	"--"	"8.2"	"--"	"--"	"72.0"	"红"	"--"	"--"	"--"	"9.2"	"--"	"HONG FAN DOU"	"褐"	"--"	"148.0"
"125"	"--"	"Leguminosae(豆科)"	"It0102"	"巴山豆"	"--"	"6.06"	"--"	"--"	"--"	"44.3"	"--"	"--"	"--"	"湖北"	"--"	"--"	"2.0"	"132"	"地方"	"--"	"6.4"	"--"	"D0001315"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.16"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01054"	"蔓生"	"湖北省农科院农业现代化研究所"	"咸丰"	"--"	"8.7"	"--"	"--"	"80.0"	"红"	"--"	"--"	"--"	"8.7"	"--"	"BA SHAN DOU"	"褐"	"--"	"149.0"
"126"	"--"	"Leguminosae(豆科)"	"It0103"	"巴山豆"	"--"	"5.30"	"--"	"--"	"--"	"39.3"	"--"	"--"	"--"	"湖北"	"--"	"--"	"2.7"	"139"	"地方"	"--"	"7.7"	"--"	"D0001316"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.16"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01055"	"蔓生"	"湖北省农科院农业现代化研究所"	"来凤"	"--"	"8.3"	"--"	"--"	"62.0"	"红"	"--"	"--"	"--"	"8.5"	"--"	"BA SHAN DOU"	"褐"	"--"	"132.0"
"127"	"--"	"Leguminosae(豆科)"	"It0104-2"	"饭豆"	"--"	"6.06"	"--"	"--"	"--"	"25.3"	"--"	"--"	"--"	"湖北"	"--"	"--"	"2.0"	"136"	"地方"	"--"	"5.7"	"--"	"D0001317"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.20"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01056"	"蔓生"	"湖北省农科院农业现代化研究所"	"来凤"	"--"	"9.1"	"--"	"--"	"49.0"	"红"	"--"	"--"	"--"	"9.8"	"--"	"FAN DOU"	"褐"	"--"	"145.0"
"128"	"--"	"Leguminosae(豆科)"	"It0106"	"红滚豆"	"--"	"5.30"	"--"	"--"	"--"	"29.9"	"--"	"--"	"--"	"湖北"	"--"	"--"	"2.4"	"149"	"地方"	"--"	"6.1"	"--"	"D0001318"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.26"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01057"	"蔓生"	"湖北省农科院农业现代化研究所"	"鹤峰"	"--"	"8.6"	"--"	"--"	"57.0"	"红"	"--"	"--"	"--"	"8.8"	"--"	"HONG GUN DOU"	"褐"	"--"	"124.0"
"129"	"--"	"Leguminosae(豆科)"	"It0015"	"白蔓豆"	"--"	"5.09"	"--"	"--"	"--"	"42.8"	"--"	"--"	"--"	"湖北"	"--"	"--"	"6.2"	"099"	"地方"	"--"	"4.2"	"--"	"D0001319"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"8.16"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01058"	"蔓生"	"湖北省农科院农业现代化研究所"	"保康"	"--"	"6.8"	"--"	"--"	"154.0"	"黄"	"--"	"--"	"--"	"6.5"	"--"	"BAI MAN DOU"	"褐"	"--"	"186.0"
"130"	"--"	"Leguminosae(豆科)"	"It0012"	"白蔓豆"	"--"	"5.11"	"--"	"--"	"--"	"45.5"	"--"	"--"	"--"	"湖北"	"--"	"--"	"6.2"	"109"	"地方"	"--"	"4.5"	"--"	"D0001320"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"8.28"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01059"	"蔓生"	"湖北省农科院农业现代化研究所"	"神农架"	"--"	"7.6"	"--"	"--"	"137.0"	"黄"	"--"	"--"	"--"	"10.0"	"--"	"BAI MAN DOU"	"褐"	"--"	"170.0"
"131"	"--"	"Leguminosae(豆科)"	"It0045"	"黄蔓豆"	"--"	"5.11"	"--"	"--"	"--"	"60.1"	"--"	"--"	"--"	"湖北"	"--"	"--"	"5.8"	"111"	"地方"	"--"	"5.4"	"--"	"D0001321"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"8.30"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01060"	"蔓生"	"湖北省农科院农业现代化研究所"	"神农架"	"--"	"6.7"	"--"	"--"	"176.0"	"黄"	"--"	"--"	"--"	"8.7"	"--"	"HUANG MAN DOU"	"褐"	"--"	"123.5"
"132"	"--"	"Leguminosae(豆科)"	"It0001"	"蔓豆"	"--"	"5.11"	"--"	"--"	"--"	"44.2"	"--"	"--"	"--"	"湖北"	"--"	"--"	"6.2"	"103"	"地方"	"--"	"4.4"	"--"	"D0001322"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"8.21"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01061"	"蔓生"	"湖北省农科院农业现代化研究所"	"神农架"	"--"	"7.3"	"--"	"--"	"147.0"	"黄"	"--"	"--"	"--"	"8.0"	"--"	"MAN DOU"	"黑"	"--"	"135.0"
"133"	"--"	"Leguminosae(豆科)"	"It0009-2"	"蔓豆"	"--"	"5.11"	"--"	"--"	"--"	"85.9"	"--"	"--"	"--"	"湖北"	"--"	"--"	"6.2"	"107"	"地方"	"--"	"7.2"	"--"	"D0001323"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长圆柱"	"--"	"--"	"黄"	"--"	"8.26"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01062"	"蔓生"	"湖北省农科院农业现代化研究所"	"神农架"	"--"	"6.9"	"--"	"--"	"173.0"	"黄"	"--"	"--"	"--"	"10.8"	"--"	"MAN DOU"	"褐"	"--"	"163.4"
"134"	"--"	"Leguminosae(豆科)"	"00152"	"蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"31.7"	"--"	"--"	"--"	"湖北"	"--"	"--"	"2.0"	"135"	"地方"	"--"	"6.5"	"--"	"D0001324"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.19"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01063"	"蔓生"	"湖北省农科院农业现代化研究所"	"神农架"	"--"	"8.0"	"--"	"--"	"61.0"	"黄"	"--"	"--"	"--"	"8.9"	"--"	"MAN DOU"	"褐"	"--"	"138.0"
"135"	"--"	"Leguminosae(豆科)"	"It0085"	"巴山豆"	"--"	"5.30"	"--"	"--"	"--"	"31.1"	"--"	"--"	"--"	"湖北"	"--"	"--"	"2.6"	"150"	"地方"	"--"	"5.0"	"--"	"D0001325"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.27"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01064"	"蔓生"	"湖北省农科院农业现代化研究所"	"宜昌"	"--"	"10.6"	"--"	"--"	"59.0"	"黄"	"--"	"--"	"--"	"10.4"	"--"	"BA SHAN DOU"	"褐"	"--"	"149.0"
"136"	"--"	"Leguminosae(豆科)"	"It0083"	"白蔓豆"	"--"	"5.30"	"--"	"--"	"--"	"23.4"	"--"	"--"	"--"	"湖北"	"--"	"--"	"1.8"	"151"	"地方"	"--"	"5.3"	"--"	"D0001326"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.28"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01065"	"蔓生"	"湖北省农科院农业现代化研究所"	"宜昌"	"--"	"9.0"	"--"	"--"	"49.0"	"黄"	"--"	"--"	"--"	"8.6"	"--"	"BAI MAN DOU"	"褐"	"--"	"153.0"
"137"	"--"	"Leguminosae(豆科)"	"It0051"	"黄蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"33.3"	"--"	"--"	"--"	"湖北"	"--"	"--"	"3.6"	"137"	"地方"	"--"	"4.2"	"--"	"D0001327"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.21"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01066"	"蔓生"	"湖北省农科院农业现代化研究所"	"宜昌"	"--"	"11.6"	"--"	"--"	"72.0"	"黄"	"--"	"--"	"--"	"11.2"	"--"	"HUANG MAN DOU"	"褐"	"--"	"153.0"
"138"	"--"	"Leguminosae(豆科)"	"It0082-2"	"蔓豆"	"--"	"5.30"	"--"	"--"	"--"	"32.0"	"--"	"--"	"--"	"湖北"	"--"	"--"	"2.5"	"160"	"地方"	"--"	"7.1"	"--"	"D0001328"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"11.06"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01067"	"蔓生"	"湖北省农科院农业现代化研究所"	"宜昌"	"--"	"9.4"	"--"	"--"	"48.0"	"黄"	"--"	"--"	"--"	"10.0"	"--"	"MAN DOU"	"褐"	"--"	"174.0"
"139"	"--"	"Leguminosae(豆科)"	"It0084-2"	"蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"29.1"	"--"	"--"	"--"	"湖北"	"--"	"--"	"2.4"	"138"	"地方"	"--"	"5.7"	"--"	"D0001329"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.22"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01068"	"蔓生"	"湖北省农科院农业现代化研究所"	"宜昌"	"--"	"9.7"	"--"	"--"	"53.0"	"黄"	"--"	"--"	"--"	"9.8"	"--"	"MAN DOU"	"褐"	"--"	"155.0"
"140"	"--"	"Leguminosae(豆科)"	"00085"	"巴山豆"	"--"	"5.11"	"--"	"--"	"--"	"80.6"	"--"	"--"	"--"	"湖北"	"--"	"--"	"5.7"	"108"	"地方"	"--"	"6.2"	"--"	"D0001330"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"8.27"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01069"	"蔓生"	"湖北省农科院农业现代化研究所"	"宜昌"	"--"	"7.1"	"--"	"--"	"183.0"	"黄"	"--"	"--"	"--"	"8.4"	"--"	"BA SHAN DOU"	"褐"	"--"	"174.6"
"141"	"--"	"Leguminosae(豆科)"	"00153"	"白蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"32.5"	"--"	"--"	"--"	"湖北"	"--"	"--"	"2.8"	"138"	"地方"	"--"	"5.9"	"--"	"D0001331"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.22"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01070"	"蔓生"	"湖北省农科院农业现代化研究所"	"当阳"	"--"	"8.6"	"--"	"--"	"64.0"	"黄"	"--"	"--"	"--"	"8.9"	"--"	"BAI MAN DOU"	"褐"	"--"	"164.0"
"142"	"--"	"Leguminosae(豆科)"	"It0093"	"大蔓豆"	"--"	"5.30"	"--"	"--"	"--"	"21.4"	"--"	"--"	"--"	"湖北"	"--"	"--"	"1.4"	"117"	"地方"	"--"	"5.6"	"--"	"D0001332"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"9.24"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01071"	"半蔓生"	"湖北省农科院农业现代化研究所"	"枝城"	"--"	"8.4"	"--"	"--"	"46.0"	"黄"	"--"	"--"	"--"	"8.5"	"--"	"DA MAN DOU"	"褐"	"--"	"121.0"
"143"	"--"	"Leguminosae(豆科)"	"It0059"	"黄蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"27.4"	"--"	"--"	"--"	"湖北"	"--"	"--"	"2.5"	"131"	"地方"	"--"	"6.5"	"--"	"D0001333"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.15"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01072"	"蔓生"	"湖北省农科院农业现代化研究所"	"枝城"	"--"	"7.2"	"--"	"--"	"59.0"	"黄"	"--"	"--"	"--"	"7.8"	"--"	"HUANG MAN DOU"	"褐"	"--"	"247.0"
"144"	"--"	"Leguminosae(豆科)"	"It0060"	"黄蔓豆"	"--"	"6.06"	"--"	"--"	"--"	"31.3"	"--"	"--"	"--"	"湖北"	"--"	"--"	"3.5"	"131"	"地方"	"--"	"4.8"	"--"	"D0001334"	"--"	"Vigna umbellata (Thunb.) Ohwi&Ohashi(饭豆)"	"长柱形"	"--"	"--"	"黄"	"--"	"10.15"	"--"	"无限"	"Vigna(豇豆属)"	"--"	"I2G01073"	"蔓生"	"湖北省农科院农业现代化研究所"	"枝城"	"--"	"11.5"	"--"	"--"	"57.0"	"黄"	"--"	"--"	"--"	"10.7"	"--"	"HUANG MAN DOU"	"褐"	"--"	"145.0"
