"id"	"科名"	"可溶固形物"	"品种名称"	"省"	"原产地"	"可食率"	"外观评价"	"内质评价"	"维生素C"	"种子数"	"风味"	"特异及用途"	"柠檬酸"	"单果重评价"	"果实成熟期"	"肉质"	"成熟期评价"	"学名"	"统一编号"	"译名"	"单果重G"	"属名"	"色泽"	"粗细"	"总糖"	"果汁"
"342"	"Rutaceae(芸香科)"	"6.80"	"索马里葡萄柚"	"国外"	"索马里"	"67.11"	"好"	"中上"	"34.40"	"1.2"	"酸,微苦"	"鲜食,加工"	"1.91"	"中"	"11月下"	"细嫩"	"中"	"Citrus paradisii Macf.(葡萄柚)"	"GJLG0441"	"SUO MA LI PU TAO YOU"	"198.0"	"Citrus(柑橘属)"	"黄"	"细"	"4.50"	"45.48"
"343"	"Rutaceae(芸香科)"	"9.60"	"星路比葡萄柚(79-55)"	"国外"	"美国"	"69.36"	"好"	"上"	"39.10"	"0.5"	"酸,微苦"	"红肉,优质,鲜食"	"2.28"	"中大"	"11月下"	"细嫩"	"中"	"Citrus paradisii Macf.(葡萄柚)"	"GJLG0442"	"XING LU BI PU TAO YOU (79-55)"	"250.0"	"Citrus(柑橘属)"	"红"	"细"	"6.28"	"43.19"
"344"	"Rutaceae(芸香科)"	"8.50"	"红心葡萄柚"	"国外"	"墨西哥"	"68.60"	"好"	"中上"	"38.90"	"2.6"	"酸,微苦"	"肉质粉红,鲜食,加"	"2.43"	"大"	"11月下"	"细嫩"	"中"	"Citrus paradisii Macf.(葡萄柚)"	"GJLG0443"	"HONG XIN PU TAO YOU"	"287.0"	"Citrus(柑橘属)"	"黄"	"细"	"5.52"	"47.40"
"345"	"Rutaceae(芸香科)"	"10.00"	"杂种柚"	"四川"	"四川重庆"	"45.75"	"中"	"中下"	"38.60"	"41.1"	"很酸"	"--"	"3.00"	"很大"	"11月中下"	"较嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0444"	"ZA ZHONG YOU"	"760.0"	"Citrus(柑橘属)"	"橙黄"	"中"	"6.18"	"--"
"346"	"Rutaceae(芸香科)"	"9.00"	"三宝柑"	"四川"	"四川重庆"	"67.34"	"差"	"中"	"33.40"	"30.8"	"偏酸"	"晚熟,鲜食"	"1.80"	"大"	"12月上中"	"较细"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0445"	"SAN BAO GAN"	"252.0"	"Citrus(柑橘属)"	"黄"	"较粗"	"6.48"	"51.97"
"347"	"Rutaceae(芸香科)"	"8.00"	"红甘夏"	"国外"	"日本"	"59.85"	"较好"	"中"	"39.70"	"9.2"	"偏酸"	"晚熟,鲜食"	"1.64"	"中"	"12月-1月"	"较脆"	"中晚"	"Citrus grandis Osbeck(柚)"	"GJLG0446"	"HONG GAN XIA"	"165.0"	"Citrus(柑橘属)"	"橙"	"较粗"	"6.19"	"41.67"
"348"	"Rutaceae(芸香科)"	"9.00"	"日向夏"	"浙江"	"浙江黄岩"	"71.70"	"中"	"中"	"24.80"	"6.4"	"酸"	"晚熟,鲜食"	"2.17"	"中小"	"1月-2月"	"较细"	"中晚"	"Citrus grandis Osbeck(柚)"	"GJLG0447"	"RI XIANG XIA"	"132.0"	"Citrus(柑橘属)"	"橙黄"	"粗"	"5.59"	"56.60"
"349"	"Rutaceae(芸香科)"	"9.30"	"八朔(No:2)"	"国外"	"日本"	"69.55"	"较好"	"中"	"33.10"	"12.3"	"偏酸"	"晚熟,鲜食"	"1.44"	"大"	"12月-1月"	"较脆"	"中晚"	"Citrus grandis Osbeck(柚)"	"GJLG0448"	"BA SHUO (No:2)"	"464.0"	"Citrus(柑橘属)"	"浅橙"	"较粗"	"6.71"	"40.92"
"350"	"Rutaceae(芸香科)"	"8.00"	"桔柚(江津)"	"四川"	"四川江津"	"57.81"	"中"	"中"	"38.50"	"32.7"	"偏酸"	"鲜食,加工"	"1.66"	"很大"	"12月"	"细嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0449"	"JIE YOU (JIANG JIN )"	"548.0"	"Citrus(柑橘属)"	"浅橙"	"中"	"6.33"	"39.47"
"351"	"Rutaceae(芸香科)"	"9.40"	"世界蜜柚"	"浙江"	"浙江黄岩"	"68.58"	"中"	"中上"	"32.70"	"31.3"	"适中"	"鲜食"	"1.22"	"大"	"11月下"	"脆嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0450"	"SHI JIE MI YOU"	"263.0"	"Citrus(柑橘属)"	"橙黄"	"中"	"8.21"	"47.09"
"352"	"Rutaceae(芸香科)"	"10.60"	"井研奎柑"	"四川"	"四川井研"	"77.07"	"中"	"中"	"32.30"	"11.7"	"适中"	"丰产,鲜食,加工"	"1.54"	"大"	"11月下"	"细嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0451"	"JING YAN KUI GAN"	"303.0"	"Citrus(柑橘属)"	"浅橙"	"中"	"8.61"	"47.50"
"353"	"Rutaceae(芸香科)"	"11.00"	"金山寺奎柑"	"四川"	"四川井研"	"55.68"	"中"	"中上"	"80.90"	"85.3"	"甜,味浓"	"丰产,鲜食,加工"	"0.32"	"大"	"11月下"	"细嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0452"	"JIN SHAN SI KUI GAN"	"466.0"	"Citrus(柑橘属)"	"黄"	"较细"	"9.05"	"33.54"
"354"	"Rutaceae(芸香科)"	"8.00"	"川野夏橙"	"国外"	"日本"	"62.31"	"中"	"中"	"34.90"	"15.0"	"偏酸,淡"	"晚熟,鲜食"	"1.40"	"大"	"12月-1月"	"稍脆"	"中晚"	"Citrus grandis Osbeck(柚)"	"GJLG0453"	"CHUAN YE XIA CHENG"	"386.0"	"Citrus(柑橘属)"	"浅橙"	"较粗"	"5.53"	"43.65"
"355"	"Rutaceae(芸香科)"	"8.60"	"灌香橙"	"四川"	"四川重庆"	"41.86"	"中"	"中"	"37.50"	"97.0"	"偏酸,淡"	"丰产,鲜食"	"1.88"	"很大"	"11月中下"	"稍脆"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0454"	"GUAN XIANG CHENG"	"977.0"	"Citrus(柑橘属)"	"橙黄"	"粗"	"5.67"	"--"
"356"	"Rutaceae(芸香科)"	"6.00"	"77-1柚"	"--"	"--"	"40.71"	"中"	"下"	"25.80"	"50.0"	"酸,淡"	"--"	"3.97"	"很大"	"11月中下"	"细嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0455"	"77-1 YOU"	"585.0"	"Citrus(柑橘属)"	"黄"	"较细"	"1.86"	"--"
"357"	"Rutaceae(芸香科)"	"9.40"	"垫江沙田柚"	"四川"	"四川垫江"	"36.32"	"中"	"中上"	"99.50"	"45.7"	"甜"	"低酸,鲜食"	"0.24"	"很大"	"11月下"	"脆嫩"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0456"	"DIAN JIANG SHA TIAN YOU"	"622.0"	"Citrus(柑橘属)"	"黄"	"中"	"7.13"	"--"
"358"	"Rutaceae(芸香科)"	"10.00"	"安江橙"	"湖南"	"湖南安江"	"42.19"	"中"	"中下"	"77.70"	"10.8"	"适中"	"--"	"1.01"	"很大"	"11月中下"	"较脆"	"中"	"Citrus grandis Osbeck(柚)"	"GJLG0457"	"AN JIANG CHENG"	"891.0"	"Citrus(柑橘属)"	"黄"	"粗"	"8.36"	"--"
"359"	"Rutaceae(芸香科)"	"9.50"	"简阳枳柚"	"四川"	"四川简阳"	"58.49"	"差"	"下"	"48.90"	"79.6"	"极苦,涩"	"砧木"	"4.90"	"中大"	"11月中下"	"细嫩"	"中"	"Poncirus trifoliata Rafin.(枳)"	"GJLT0458"	"JIAN YANG ZHI YOU"	"209.0"	"Poncirus(枳属)"	"黄"	"较粗"	"3.45"	"32.12"
"360"	"Rutaceae(芸香科)"	"9.50"	"77-1枳橙(单叶)"	"四川"	"四川重庆"	"56.15"	"差"	"下"	"53.80"	"--"	"酸,苦涩"	"砧木"	"2.78"	"大"	"11月中下"	"软"	"中"	"Poncirus trifoliata Rafin.(枳)"	"GJLT0459"	"77-1 ZHI CHENG (DAN YE )"	"376.0"	"Poncirus(枳属)"	"橙黄"	"粗"	"4.42"	"41.53"
"361"	"Rutaceae(芸香科)"	"11.00"	"枳温"	"湖南"	"湖南长沙"	"68.81"	"中"	"中下"	"27.00"	"1.3"	"适中,苦"	"--"	"1.43"	"中小"	"11月中下"	"软"	"中"	"Poncirus trifoliata Rafin.(枳)"	"GJLT0460"	"ZHI WEN"	"142.0"	"Poncirus(枳属)"	"橙黄"	"中"	"9.43"	"41.79"
"362"	"Rutaceae(芸香科)"	"6.00"	"红黎檬"	"四川"	"四川江津"	"65.29"	"中"	"中下"	"17.60"	"9.0"	"酸,稍香"	"加工,砧木"	"5.20"	"小"	"11月中下"	"软"	"中"	"Citrus limonia Osbeck(黎檬)"	"GJLM0461"	"HONG LI MENG"	"60.0"	"Citrus(柑橘属)"	"红"	"中"	"2.20"	"45.46"
"363"	"Rutaceae(芸香科)"	"6.80"	"红黎檬变异"	"四川"	"重庆北碚"	"72.49"	"差"	"中"	"21.90"	"10.8"	"极酸,香"	"加工,砧木"	"5.22"	"中小"	"11月中下"	"细嫩"	"中"	"Citrus limonia Osbeck(黎檬)"	"GJLM0462"	"HONG LI MENG BIAN YI"	"131.0"	"Citrus(柑橘属)"	"黄"	"较粗"	"3.35"	"37.13"
"364"	"Rutaceae(芸香科)"	"8.00"	"里斯本柠檬(江津)"	"四川"	"四川江津"	"57.33"	"中"	"中上"	"41.30"	"19.5"	"极苦,香"	"加工,其它"	"6.62"	"中小"	"11月上中"	"脆嫩"	"中"	"Citrus limon Burm.f.(柠檬)"	"GJLM0463"	"LI SI BEN NING MENG (JIANG JIN )"	"143.0"	"Citrus(柑橘属)"	"黄"	"中"	"1.78"	"41.62"
"365"	"Rutaceae(芸香科)"	"6.90"	"埃及粗柠檬"	"国外"	"埃及"	"53.86"	"差"	"中下"	"27.70"	"12.6"	"极酸"	"加工,砧木"	"4.15"	"中小"	"11月中下"	"软"	"中"	"Citrus limon Burm.f.(柠檬)"	"GJLM0464"	"AI JI CU NING MENG"	"103.0"	"Citrus(柑橘属)"	"橙黄"	"极粗"	"3.89"	"31.03"
"366"	"Rutaceae(芸香科)"	"7.50"	"粗柠檬"	"四川"	"四川江津"	"53.15"	"差"	"中下"	"27.90"	"15.0"	"极苦"	"加工,砧木"	"4.43"	"中小"	"11月中下"	"软"	"中"	"Citrus limon Burm.f.(柠檬)"	"GJLM0465"	"CU NING MENG"	"101.0"	"Citrus(柑橘属)"	"橙红"	"极粗"	"3.21"	"31.48"
"367"	"Rutaceae(芸香科)"	"8.00"	"白花柠檬"	"四川"	"四川重庆"	"60.10"	"中"	"中"	"53.20"	"23.3"	"很酸,香"	"加工,鲜食"	"2.63"	"中小"	"11月中下"	"较嫩"	"中"	"Citrus limon Burm.f.(柠檬)"	"GJLM0466"	"BAI HUA NING MENG"	"123.0"	"Citrus(柑橘属)"	"柠黄"	"中"	"4.57"	"36.20"
"368"	"Rutaceae(芸香科)"	"7.00"	"金龙大柠檬"	"四川"	"四川重庆"	"51.39"	"差"	"下"	"32.10"	"18.1"	"极酸"	"--"	"4.51"	"中小"	"11月下"	"脆"	"中"	"Citrus limon Burm.f.(柠檬)"	"GJLM0467"	"JIN LONG DA NING MENG"	"103.0"	"Citrus(柑橘属)"	"橙黄"	"极粗"	"2.40"	"28.89"
"369"	"Rutaceae(芸香科)"	"8.00"	"马柑柠檬"	"四川"	"四川巴县"	"41.77"	"差"	"下"	"30.60"	"87.0"	"极酸"	"--"	"4.27"	"很大"	"11月下"	"较细"	"中"	"Citrus limon Burm.f.(柠檬)"	"GJLM0468"	"MA GAN NING MENG"	"707.0"	"Citrus(柑橘属)"	"黄"	"中"	"2.78"	"24.79"
"370"	"Rutaceae(芸香科)"	"9.10"	"尤力克柠檬"	"四川"	"四川重庆"	"57.18"	"中"	"中上"	"47.20"	"16.0"	"极酸,香"	"加工,鲜食"	"6.46"	"小"	"11月中下"	"较细"	"中"	"Citrus limon Burm.f.(柠檬)"	"GJLM0469"	"YOU LI KE NING MENG"	"91.0"	"Citrus(柑橘属)"	"黄"	"较粗"	"2.53"	"36.30"
"371"	"Rutaceae(芸香科)"	"7.00"	"费米耐劳柠檬"	"国外"	"意大利"	"58.09"	"较好"	"中上"	"37.10"	"12.1"	"极酸,淡香"	"加工,鲜食"	"5.76"	"中小"	"11月中下"	"脆"	"中"	"Citrus limon Burm.f.(柠檬)"	"GJLM0470"	"FEI MI NAI LAO NING MENG"	"136.0"	"Citrus(柑橘属)"	"黄"	"较细"	"1.54"	"38.24"
"372"	"Rutaceae(芸香科)"	"9.10"	"维拉佛兰卡柠檬"	"国外"	"意大利"	"60.80"	"较好"	"中上"	"47.20"	"24.4"	"极苦,香"	"加工,鲜食"	"6.46"	"中小"	"11月中下"	"较脆"	"中"	"Citrus limon Burm.f.(柠檬)"	"GJLM0471"	"WEI LA FO LAN KA NING MENG"	"107.0"	"Citrus(柑橘属)"	"黄"	"较细"	"1.58"	"38.90"
"373"	"Rutaceae(芸香科)"	"5.00"	"枸橙"	"云南"	"云南宾川"	"45.99"	"中"	"下"	"17.90"	"95.3"	"极酸"	"加工,砧木"	"4.84"	"大"	"11月中"	"较粗"	"中"	"Citrus medica L.(枸橼)"	"GJLM0472"	"GOU CHENG"	"274.0"	"Citrus(柑橘属)"	"柠黄"	"较粗"	"0.66"	"29.20"
"374"	"Rutaceae(芸香科)"	"6.53"	"广西土柠檬"	"广西"	"广西"	"74.16"	"差"	"中下"	"18.50"	"9.3"	"极酸,微香"	"砧木,加工"	"5.64"	"小"	"11月中"	"较软"	"中"	"Citrus limon Burm.f.(柠檬)"	"GJLM0473"	"GUANG XI TU NING MENG"	"58.0"	"Citrus(柑橘属)"	"黄"	"中"	"2.06"	"48.91"
"375"	"Rutaceae(芸香科)"	"8.33"	"巴柑檬"	"国外"	"意大利"	"74.17"	"较好"	"中"	"42.20"	"8.5"	"极酸,香"	"日化,加工"	"4.87"	"中"	"11月下"	"较软"	"中"	"--"	"GJLM0474"	"BA GAN MENG"	"180.0"	"Citrus(柑橘属)"	"黄"	"中"	"3.24"	"42.04"
"376"	"Rutaceae(芸香科)"	"5.88"	"罗甸黎檬2701"	"贵州"	"贵州罗甸"	"75.76"	"较差"	"中下"	"21.90"	"16.6"	"极酸,较香"	"加工,砧木"	"6.04"	"小"	"11月中"	"细嫩"	"中"	"Citrus limonia Osbeck(黎檬)"	"GJLM0475"	"LUO DIAN LI MENG 2701"	"78.0"	"Citrus(柑橘属)"	"柠黄"	"细"	"1.32"	"57.82"
"377"	"Rutaceae(芸香科)"	"7.50"	"罗甸黎檬2701-1"	"贵州"	"贵州罗甸"	"76.29"	"较差"	"中下"	"27.80"	"15.9"	"极酸,较香"	"加工,砧木"	"6.31"	"小"	"11月中"	"细嫩"	"中"	"Citrus limonia Osbeck(黎檬)"	"GJLM0476"	"LUO DIAN LI MENG 2701-1"	"75.0"	"Citrus(柑橘属)"	"柠黄"	"较细"	"1.22"	"59.74"
"378"	"Rutaceae(芸香科)"	"6.80"	"望莫黎檬2703"	"贵州"	"贵州望莫"	"77.86"	"较差"	"中下"	"19.20"	"11.9"	"极酸,较香"	"加工,砧木"	"5.71"	"小"	"11月中"	"细嫩"	"中"	"Citrus limonia Osbeck(黎檬)"	"GJLM0477"	"WANG MO LI MENG 2703"	"51.0"	"Citrus(柑橘属)"	"柠黄"	"细"	"1.37"	"58.45"
"379"	"Rutaceae(芸香科)"	"6.50"	"旁德鲁萨柠檬"	"国外"	"墨西哥"	"57.27"	"中"	"中"	"32.00"	"75.8"	"极酸,香"	"--"	"4.25"	"大"	"11月下"	"较脆"	"中"	"Citrus limon Burm.f.(柠檬)"	"GJLM0478"	"PANG DE LU SA NING MENG"	"267.0"	"Citrus(柑橘属)"	"黄"	"粗"	"2.10"	"33.07"
"380"	"Rutaceae(芸香科)"	"5.10"	"白花香檬"	"四川"	"四川重庆"	"32.00"	"较差"	"中下"	"12.20"	"35.3"	"甜"	"--"	"0.13"	"大"	"11月中下"	"较粗"	"中"	"--"	"GJLM0479"	"BAI HUA XIANG MENG"	"296.0"	"Citrus(柑橘属)"	"浅橙"	"粗"	"4.72"	"13.80"
"381"	"Rutaceae(芸香科)"	"7.00"	"墨西哥来檬"	"国外"	"黑西哥"	"74.17"	"差"	"中"	"25.80"	"7.0"	"极酸,较香"	"鲜食,加工"	"6.85"	"小"	"11月中"	"较嫩"	"中"	"Citrus aurantifolia Swingle(来檬)"	"GJLM0480"	"MO XI GE LAI MENG"	"51.0"	"Citrus(柑橘属)"	"浅黄"	"光滑"	"0.60"	"47.96"
"382"	"Rutaceae(芸香科)"	"8.00"	"北京柠檬"	"四川"	"重庆北碚"	"74.78"	"好"	"中"	"23.90"	"14.1"	"酸,微香"	"鲜食,加工"	"4.34"	"中小"	"11月中下"	"细嫩"	"中"	"Citrus limon Burm.f.(柠檬)"	"GJLM0481"	"BEI JING NING MENG"	"112.0"	"Citrus(柑橘属)"	"橙"	"细"	"3.61"	"60.52"
"383"	"Rutaceae(芸香科)"	"6.80"	"科塞来檬"	"四川"	"四川江津"	"73.16"	"差"	"中"	"15.70"	"10.0"	"极酸,微香"	"砧木,加工"	"5.18"	"小"	"11月中下"	"细嫩"	"中"	"Citrus aurantifolia Swingle(来檬)"	"GJLM0482"	"KE SAI LAI MENG"	"76.0"	"Citrus(柑橘属)"	"柠黄"	"细"	"1.91"	"59.34"
"384"	"Rutaceae(芸香科)"	"8.00"	"变形柠檬"	"四川"	"四川江津"	"53.16"	"较差"	"中"	"51.80"	"18.3"	"极酸,较香"	"--"	"6.24"	"小"	"11月中下"	"细嫩"	"中"	"Citrus limon Burm.f.(柠檬)"	"GJLM0483"	"BIAN XING NING MENG"	"79.0"	"Citrus(柑橘属)"	"柠黄"	"较粗"	"1.83"	"39.90"
"385"	"Rutaceae(芸香科)"	"7.00"	"西柠檬"	"北京"	"北京"	"62.56"	"中"	"中"	"21.80"	"16.9"	"极酸,香"	"加工,鲜食"	"6.36"	"中小"	"11月中下"	"较脆"	"中"	"Citrus limon Burm.f.(柠檬)"	"GJLM0484"	"XI NING MENG"	"101.0"	"Citrus(柑橘属)"	"黄"	"较细"	"1.05"	"41.87"
"386"	"Rutaceae(芸香科)"	"9.00"	"巴中香橙"	"四川"	"四川巴中"	"58.12"	"差"	"下"	"44.00"	"48.4"	"酸"	"砧木"	"2.43"	"中小"	"11月中下"	"较软"	"中"	"Citrus macrophylla Wester(大翼橙)"	"GJLP0485"	"BA ZHONG XIANG CHENG"	"138.5"	"Citrus(柑橘属)"	"橙"	"粗"	"6.19"	"36.82"
"387"	"Rutaceae(芸香科)"	"8.90"	"蟹橙"	"江苏"	"江苏南京"	"53.11"	"差"	"下"	"36.80"	"27.3"	"酸"	"耐寒,砧木"	"1.77"	"中小"	"11月中下"	"软"	"中"	"Citrus macrophylla Wester(大翼橙)"	"GJLP0486"	"XIE CHENG"	"101.0"	"Citrus(柑橘属)"	"橙黄"	"中"	"6.27"	"36.35"
"388"	"Rutaceae(芸香科)"	"9.75"	"浙川香圆"	"河南"	"河南淅川"	"65.41"	"差"	"下"	"43.50"	"21.5"	"酸"	"--"	"1.90"	"中大"	"11月下"	"软"	"中"	"Citrus macrophylla Wester(大翼橙)"	"GJLP0487"	"ZHE CHUAN XIANG YUAN"	"225.9"	"Citrus(柑橘属)"	"浅橙"	"较粗"	"6.46"	"44.52"
"389"	"Rutaceae(芸香科)"	"7.80"	"旺苍香圆(枳雀)"	"四川"	"四川旺苍"	"54.51"	"中"	"下"	"34.76"	"42.2"	"很酸"	"耐寒,加工,砧木"	"3.57"	"大"	"11月下"	"脆"	"中"	"Citrus macrophylla Wester(大翼橙)"	"GJLP0488"	"WANG CANG XIANG YUAN (ZHI QUE )"	"272.0"	"Citrus(柑橘属)"	"浅黄"	"较粗"	"3.92"	"32.54"
"390"	"Rutaceae(芸香科)"	"8.20"	"贵州香圆"	"贵州"	"贵阳"	"63.76"	"中"	"中下"	"27.60"	"26.0"	"偏酸"	"--"	"1.12"	"大"	"11月下"	"细软"	"中"	"Citrus macrophylla Wester(大翼橙)"	"GJLP0489"	"GUI ZHOU XIANG YUAN"	"445.0"	"Citrus(柑橘属)"	"浅黄"	"较粗"	"6.22"	"35.39"
"391"	"Rutaceae(芸香科)"	"8.50"	"2-3宜昌橙"	"四川"	"四川重庆"	"46.12"	"较差"	"下"	"42.40"	"92.3"	"极酸"	"抗病,砧木"	"4.71"	"中大"	"11月上"	"较脆"	"中"	"Citrus macrophylla Wester(大翼橙)"	"GJLP0490"	"2-3 YI CHANG CHENG"	"215.0"	"Citrus(柑橘属)"	"黄"	"较粗"	"2.86"	"31.40"
"392"	"Rutaceae(芸香科)"	"8.00"	"郧阳香圆"	"湖北"	"湖北郧阳"	"70.54"	"中"	"中下"	"34.30"	"17.5"	"甜酸"	"--"	"1.09"	"大"	"11月下"	"较软"	"中"	"Citrus macrophylla Wester(大翼橙)"	"GJLP0491"	"YUN YANG XIANG YUAN"	"322.5"	"Citrus(柑橘属)"	"橙"	"较粗"	"5.66"	"46.51"
"393"	"Rutaceae(芸香科)"	"15.00"	"黄岩枳"	"浙江"	"浙江黄岩"	"--"	"中"	"下"	"176.10"	"29.6"	"酸,苦,涩"	"抗病,耐寒,砧木"	"2.43"	"很小"	"9月中下"	"较软"	"早"	"Poncirus trifoliata Rafin.(枳)"	"GJLT0492"	"HUANG YAN ZHI"	"13.0"	"Poncirus(枳属)"	"橙黄"	"中"	"8.16"	"--"
"394"	"Rutaceae(芸香科)"	"15.00"	"唐河6号枳"	"河南"	"河南唐河"	"--"	"中"	"下"	"144.30"	"26.8"	"酸,苦,涩"	"抗病,耐寒,砧木"	"2.66"	"很小"	"9月中下"	"较软"	"早"	"Poncirus trifoliata Rafin.(枳)"	"GJLT0493"	"TANG HE 6 HAO ZHI"	"16.0"	"Poncirus(枳属)"	"黄"	"细"	"6.22"	"--"
"395"	"Rutaceae(芸香科)"	"15.00"	"吕南枳"	"山东"	"山东吕南"	"--"	"中"	"下"	"131.40"	"32.8"	"酸,苦涩"	"抗病,耐寒,砧木"	"2.86"	"很小"	"9月中下"	"较软"	"早"	"Poncirus trifoliata Rafin.(枳)"	"GJLT0494"	"LU NAN ZHI"	"19.0"	"Poncirus(枳属)"	"黄"	"细"	"5.57"	"--"
"396"	"Rutaceae(芸香科)"	"15.00"	"日本枳"	"国外"	"日本"	"--"	"中"	"下"	"127.10"	"33.6"	"酸,苦,涩"	"抗病,耐寒,砧木"	"2.68"	"很小"	"9月中下"	"较软"	"早"	"Poncirus trifoliata Rafin.(枳)"	"GJLT0495"	"RI BEN ZHI"	"14.0"	"Poncirus(枳属)"	"浅黄"	"细"	"6.26"	"--"
"397"	"Rutaceae(芸香科)"	"12.50"	"旺苍大叶枳"	"四川"	"四川旺苍"	"--"	"中"	"下"	"152.20"	"32.2"	"酸,苦,涩"	"抗病,耐寒,砧木"	"2.43"	"很小"	"9月中下"	"较软"	"早"	"Poncirus trifoliata Rafin.(枳)"	"GJLT0496"	"WANG CANG DA YE ZHI"	"22.0"	"Poncirus(枳属)"	"黄"	"中"	"5.85"	"--"
"398"	"Rutaceae(芸香科)"	"15.00"	"28号枳"	"四川"	"四川重庆"	"--"	"中"	"下"	"123.80"	"18.2"	"酸,苦,涩"	"抗病,耐寒,砧木"	"1.88"	"很小"	"9月中下"	"较软"	"早"	"Poncirus trifoliata Rafin.(枳)"	"GJLT0497"	"28 HAO ZHI"	"21.0"	"Poncirus(枳属)"	"橙黄"	"中"	"5.47"	"--"
"399"	"Rutaceae(芸香科)"	"10.60"	"骏河红温州"	"国外"	"日本"	"70.32"	"较好"	"中上"	"24.98"	"--"	"酸甜较浓"	"--"	"0.76"	"中小"	"11月中"	"细嫩"	"中"	"Citrus unshiu Marc.(温州蜜橘)"	"LR264"	"JUN HE HONG WEN ZHOU"	"126.2"	"Citrus(柑橘属)"	"红橙"	"中"	"8.93"	"53.84"
"400"	"Rutaceae(芸香科)"	"9.90"	"濑户温州"	"国外"	"日本"	"68.93"	"好"	"上"	"29.19"	"--"	"偏甜"	"丰产,优质,中早熟"	"0.61"	"中"	"10月下-11月上"	"细嫩"	"中早"	"Citrus unshiu Marc.(温州蜜橘)"	"LR123"	"LAI HU WEN ZHOU"	"184.0"	"Citrus(柑橘属)"	"深橙"	"较细"	"8.02"	"50.84"
"401"	"Rutaceae(芸香科)"	"6.90"	"胁山温州"	"国外"	"日本"	"71.65"	"较好"	"中"	"37.80"	"--"	"酸甜淡"	"极早熟"	"0.66"	"中小"	"9月上中"	"细嫩"	"特早"	"Citrus unshiu Marc.(温州蜜橘)"	"LR206"	"XIE SHAN WEN ZHOU"	"143.3"	"Citrus(柑橘属)"	"绿黄"	"细"	"6.18"	"55.06"
"402"	"Rutaceae(芸香科)"	"9.30"	"桥本早生温州"	"国外"	"日本九洲大学"	"73.73"	"较好"	"中上"	"34.11"	"--"	"酸甜"	"极早熟"	"0.83"	"中小"	"9月中"	"细嫩"	"特早"	"Citrus unshiu Marc.(温州蜜橘)"	"LR261"	"QIAO BEN ZAO SHENG WEN ZHOU"	"128.3"	"Citrus(柑橘属)"	"绿黄"	"细"	"7.56"	"51.38"
"403"	"Rutaceae(芸香科)"	"7.50"	"德生早生温州"	"国外"	"日本九洲大学"	"72.59"	"较好"	"中"	"26.04"	"--"	"酸甜"	"--"	"0.73"	"中小"	"9月中下"	"细嫩"	"特早"	"Citrus unshiu Marc.(温州蜜橘)"	"LR262"	"DE SHENG ZAO SHENG WEN ZHOU"	"119.8"	"Citrus(柑橘属)"	"绿黄"	"细"	"6.78"	"54.57"
"404"	"Rutaceae(芸香科)"	"8.00"	"山川温州"	"国外"	"日本"	"70.95"	"好"	"中上"	"29.73"	"--"	"酸甜"	"早熟,优质"	"0.70"	"中小"	"9月中"	"细嫩"	"特早"	"Citrus unshiu Marc.(温州蜜橘)"	"LR292"	"SHAN CHUAN WEN ZHOU"	"135.0"	"Citrus(柑橘属)"	"绿黄"	"细"	"7.76"	"51.66"
"405"	"Rutaceae(芸香科)"	"8.00"	"上田早生温州"	"国外"	"日本"	"74.17"	"较好"	"中上"	"30.49"	"--"	"偏甜"	"早熟"	"0.87"	"中"	"9月中下"	"细嫩"	"极早"	"Citrus unshiu Marc.(温州蜜橘)"	"LR289"	"SHANG TIAN ZAO SHENG WEN ZHOU"	"185.0"	"Citrus(柑橘属)"	"绿黄"	"中"	"6.77"	"53.15"
"406"	"Rutaceae(芸香科)"	"9.00"	"今田早生温州"	"国外"	"日本"	"79.83"	"较好"	"中上"	"25.53"	"--"	"极甜"	"--"	"1.21"	"小"	"9月下"	"细嫩"	"极早"	"Citrus unshiu Marc.(温州蜜橘)"	"LR291"	"JIN TIAN ZAO SHENG WEN ZHOU"	"85.0"	"Citrus(柑橘属)"	"绿黄"	"较细"	"6.88"	"54.62"
"407"	"Rutaceae(芸香科)"	"9.60"	"口4温州"	"国外"	"日本"	"82.04"	"较好"	"中上"	"--"	"--"	"酸甜"	"--"	"1.30"	"中小"	"9月中下"	"细嫩"	"极早"	"Citrus unshiu Marc.(温州蜜橘)"	"LR271"	"KOU 4 WEN ZHOU"	"112.1"	"Citrus(柑橘属)"	"绿黄"	"较细"	"--"	"66.75"
"408"	"Rutaceae(芸香科)"	"9.80"	"蒲早温州"	"四川"	"四川蒲江"	"76.53"	"好"	"上"	"23.76"	"--"	"偏甜"	"早熟"	"0.56"	"中"	"10月上中"	"细嫩"	"早"	"Citrus unshiu Marc.(温州蜜橘)"	"LR317"	"PU ZAO WEN ZHOU"	"187.5"	"Citrus(柑橘属)"	"橙"	"中"	"8.52"	"59.47"
