"id"	"蚜害病评价"	"异亮氨酸"	"酩氨酸"	"样品类型"	"花色"	"单荚粒数"	"全生育日数"	"叶斑病级"	"支链淀粉"	"总淀粉"	"丙氨酸"	"锈病指数"	"译名"	"叶斑病指数"	"荚色"	"单株产量"	"粒色"	"色氨酸"	"苏氨酸"	"属名"	"粗脂肪"	"胱氨酸"	"丝氨酸"	"赖氨酸"	"甘氨酸"	"天冬氨酸"	"蛋氨酸"	"谷氨酸"	"分枝数"	"百粒重"	"叶斑病评价"	"熟期抗旱"	"粒形"	"成熟期"	"粗蛋白"	"直链淀粉"	"省"	"组氨酸"	"库编号"	"品种名称"	"锈病严重度"	"脐环色"	"保存编号"	"学名"	"锈病普遍率"	"备注"	"播种期"	"种子来源"	"原产地"	"脯氨酸"	"株高"	"芽期抗旱"	"单株荚数"	"保存单位"	"芽期耐盐"	"缬氨酸"	"统一编号"	"锈病评价"	"蚜害病级"	"苯丙氨酸"	"结荚习性"	"亮氨酸"	"荚长"	"总和"	"生长习性"	"精氨酸"	"科名"	"苗期耐盐"
"505"	"HS"	"--"	"--"	"地方"	"白"	"11.5"	"69"	"9"	"--"	"50.29"	"--"	"100.0"	"CHU TANG BAI JIANG"	"100.0"	"黄"	"12.3"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"2.8"	"14.3"	"HS"	"--"	"肾形"	"8.10"	"23.48"	"12.14"	"湖南"	"--"	"I2C01986"	"楚塘白豇"	"--"	"灰"	"XC91078"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"汩罗"	"--"	"176.0"	"--"	"9.8"	"湖南省农科院作物所"	"--"	"--"	"I0002455"	"HS"	"9"	"--"	"无限"	"--"	"14.0"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"506"	"HS"	"--"	"--"	"地方"	"白"	"12.2"	"64"	"9"	"--"	"51.33"	"--"	"100.0"	"JIANG DOU"	"100.0"	"黄"	"14.7"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.4"	"13.9"	"HS"	"--"	"肾形"	"8.05"	"22.26"	"11.74"	"湖南"	"--"	"I2C01987"	"豇豆"	"--"	"黑"	"XC91032"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"资兴"	"--"	"147.0"	"--"	"11.4"	"湖南省农科院作物所"	"--"	"--"	"I0002456"	"HS"	"9"	"--"	"无限"	"--"	"17.9"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"507"	"HS"	"--"	"--"	"地方"	"白"	"9.3"	"66"	"9"	"--"	"49.95"	"--"	"100.0"	"JIANG DOU"	"100.0"	"黄"	"16.3"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"2.6"	"20.5"	"HS"	"--"	"肾形"	"8.07"	"23.32"	"11.84"	"湖南"	"--"	"I2C01988"	"豇豆"	"--"	"黑"	"XC90030"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"永兴"	"--"	"100.6"	"--"	"11.2"	"湖南省农科院作物所"	"--"	"--"	"I0002457"	"HS"	"9"	"--"	"无限"	"--"	"15.1"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"508"	"HS"	"--"	"--"	"地方"	"白"	"12.9"	"71"	"9"	"--"	"51.14"	"--"	"100.0"	"JIANG DOU"	"100.0"	"黄"	"26.2"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.4"	"9.8"	"HS"	"--"	"肾形"	"8.12"	"24.11"	"12.02"	"湖南"	"--"	"I2C01989"	"豇豆"	"--"	"黑"	"XC90040"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"临武"	"--"	"99.2"	"--"	"27.3"	"湖南省农科院作物所"	"--"	"--"	"I0002458"	"HS"	"9"	"--"	"无限"	"--"	"16.4"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"509"	"HS"	"--"	"--"	"地方"	"白"	"14.8"	"69"	"9"	"--"	"51.48"	"--"	"100.0"	"JIANG DOU"	"100.0"	"黄"	"20.1"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.8"	"14.6"	"HS"	"--"	"肾形"	"8.10"	"23.94"	"12.92"	"湖南"	"--"	"I2C01990"	"豇豆"	"--"	"黑"	"XC90041"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"临武"	"--"	"146.6"	"--"	"12.3"	"湖南省农科院作物所"	"--"	"--"	"I0002459"	"HS"	"9"	"--"	"无限"	"--"	"14.5"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"510"	"HS"	"--"	"--"	"地方"	"白"	"11.7"	"64"	"9"	"--"	"50.33"	"--"	"100.0"	"JIANG DOU"	"100.0"	"黄"	"13.1"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.0"	"14.0"	"HS"	"--"	"肾形"	"8.05"	"23.52"	"10.38"	"湖南"	"--"	"I2C01991"	"豇豆"	"--"	"红"	"XC90020"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"蓝山"	"--"	"174.8"	"--"	"10.5"	"湖南省农科院作物所"	"--"	"--"	"I0002460"	"HS"	"9"	"--"	"无限"	"--"	"19.6"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"511"	"--"	"--"	"--"	"地方"	"白"	"12.8"	"66"	"--"	"--"	"--"	"--"	"--"	"JIANG DOU"	"--"	"黄"	"20.8"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.6"	"14.0"	"--"	"--"	"肾形"	"8.07"	"--"	"--"	"湖南"	"--"	"I2C01992"	"豇豆"	"--"	"红"	"XC90022"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"蓝山"	"--"	"101.3"	"--"	"15.3"	"湖南省农科院作物所"	"--"	"--"	"I0002461"	"--"	"--"	"--"	"无限"	"--"	"20.0"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"512"	"--"	"--"	"--"	"地方"	"白"	"12.0"	"64"	"--"	"--"	"--"	"--"	"--"	"JIANG DOU"	"--"	"黄"	"15.8"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.0"	"13.4"	"--"	"--"	"肾形"	"8.05"	"--"	"--"	"湖南"	"--"	"I2C01993"	"豇豆"	"--"	"红"	"XC90069"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"涟源"	"--"	"181.0"	"--"	"12.9"	"湖南省农科院作物所"	"--"	"--"	"I0002462"	"--"	"--"	"--"	"无限"	"--"	"18.0"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"513"	"HS"	"--"	"--"	"地方"	"白"	"13.0"	"74"	"9"	"--"	"50.94"	"--"	"100.0"	"JIANG DOU"	"100.0"	"黄"	"15.4"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.0"	"10.7"	"HS"	"--"	"肾形"	"8.15"	"22.48"	"11.73"	"湖南"	"--"	"I2C01994"	"豇豆"	"--"	"黑"	"XC90067"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"新化"	"--"	"82.0"	"--"	"14.6"	"湖南省农科院作物所"	"--"	"--"	"I0002463"	"HS"	"9"	"--"	"无限"	"--"	"15.5"	"--"	"半蔓生"	"--"	"Leguminosae(豆科)"	"--"
"514"	"--"	"--"	"--"	"地方"	"白"	"9.0"	"74"	"--"	"--"	"--"	"--"	"--"	"SHUANG HU JIANG DOU"	"--"	"黄"	"10.1"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.8"	"11.0"	"--"	"--"	"肾形"	"8.15"	"--"	"--"	"湖南"	"--"	"I2C01995"	"双湖豇豆"	"--"	"黑"	"XC90071"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"慈利"	"--"	"95.2"	"--"	"13.4"	"湖南省农科院作物所"	"--"	"--"	"I0002464"	"--"	"--"	"--"	"无限"	"--"	"19.0"	"--"	"半蔓生"	"--"	"Leguminosae(豆科)"	"--"
"515"	"--"	"--"	"--"	"地方"	"白"	"10.3"	"74"	"--"	"--"	"--"	"--"	"--"	"JIANG DOU"	"--"	"黄"	"10.4"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"1.7"	"11.6"	"--"	"--"	"肾形"	"8.15"	"--"	"--"	"湖南"	"--"	"I2C01996"	"豇豆"	"--"	"红"	"XC91083"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"桃江"	"--"	"89.3"	"--"	"11.5"	"湖南省农科院作物所"	"--"	"--"	"I0002465"	"--"	"--"	"--"	"无限"	"--"	"22.0"	"--"	"半蔓生"	"--"	"Leguminosae(豆科)"	"--"
"516"	"--"	"--"	"--"	"地方"	"白"	"13.7"	"74"	"--"	"--"	"--"	"--"	"--"	"YI XI FAN DOU"	"--"	"黄"	"16.8"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"5.0"	"13.8"	"--"	"--"	"肾形"	"8.15"	"--"	"--"	"湖南"	"--"	"I2C01997"	"伊溪饭豆"	"--"	"红"	"XC91085"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"安化"	"--"	"220.0"	"--"	"11.7"	"湖南省农科院作物所"	"--"	"--"	"I0002466"	"--"	"--"	"--"	"无限"	"--"	"15.1"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"517"	"HS"	"--"	"--"	"地方"	"紫"	"14.0"	"69"	"9"	"--"	"51.37"	"--"	"100.0"	"JIANG DOU"	"100.0"	"褐"	"18.7"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.2"	"9.3"	"HS"	"--"	"肾形"	"8.10"	"24.37"	"11.31"	"湖南"	"--"	"I2C01998"	"豇豆"	"--"	"红"	"XC91085"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"新邵"	"--"	"109.6"	"--"	"18.9"	"湖南省农科院作物所"	"--"	"--"	"I0002467"	"HS"	"9"	"--"	"无限"	"--"	"14.0"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"518"	"HS"	"--"	"--"	"地方"	"紫"	"14.1"	"69"	"9"	"--"	"49.56"	"--"	"100.0"	"JIANG DOU"	"100.0"	"褐"	"25.4"	"橙"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.8"	"9.2"	"HS"	"--"	"肾形"	"8.10"	"23.05"	"11.16"	"湖南"	"--"	"I2C01999"	"豇豆"	"--"	"橙"	"XC90057"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"新邰"	"--"	"98.8"	"--"	"25.8"	"湖南省农科院作物所"	"--"	"--"	"I0002468"	"HS"	"9"	"--"	"无限"	"--"	"17.9"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"519"	"HS"	"--"	"--"	"地方"	"紫"	"13.3"	"69"	"9"	"--"	"48.94"	"--"	"100.0"	"FAN DOU ZI"	"100.0"	"褐"	"7.4"	"橙"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.6"	"9.4"	"HS"	"--"	"肾形"	"8.10"	"22.57"	"10.74"	"湖南"	"--"	"I2C02000"	"饭豆子"	"--"	"橙"	"XC90058"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"平江"	"--"	"80.1"	"--"	"8.5"	"湖南省农科院作物所"	"--"	"--"	"I0002469"	"HS"	"9"	"--"	"无限"	"--"	"19.5"	"--"	"半蔓生"	"--"	"Leguminosae(豆科)"	"--"
"520"	"--"	"--"	"--"	"地方"	"紫"	"15.0"	"67"	"--"	"--"	"--"	"--"	"--"	"GAO YI JIANG DOU"	"--"	"褐"	"32.4"	"橙"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.6"	"9.7"	"--"	"--"	"肾形"	"8.08"	"--"	"--"	"湖南"	"--"	"I2C02001"	"高义豇豆"	"--"	"黑"	"XC91089"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"平江"	"--"	"116.2"	"--"	"30.1"	"湖南省农科院作物所"	"--"	"--"	"I0002470"	"--"	"--"	"--"	"无限"	"--"	"19.6"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"521"	"HS"	"--"	"--"	"地方"	"紫"	"14.2"	"71"	"9"	"--"	"47.62"	"--"	"100.0"	"JIANG DOU"	"100.0"	"褐"	"17.0"	"橙"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.8"	"12.6"	"HS"	"--"	"肾形"	"8.12"	"22.35"	"10.80"	"湖南"	"--"	"I2C02002"	"豇豆"	"--"	"橙"	"XC91097"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"汨罗"	"--"	"93.4"	"--"	"12.8"	"湖南省农科院作物所"	"--"	"--"	"I0002471"	"HS"	"9"	"--"	"无限"	"--"	"18.1"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"522"	"HS"	"--"	"--"	"地方"	"紫"	"15.5"	"65"	"9"	"--"	"50.10"	"--"	"100.0"	"JIANG DOU"	"100.0"	"褐"	"29.7"	"橙"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.2"	"13.2"	"HS"	"--"	"肾形"	"8.06"	"23.30"	"9.20"	"湖南"	"--"	"--"	"豇豆"	"--"	"橙"	"XC91075"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"资兴"	"--"	"94.0"	"--"	"19.6"	"湖南省农科院作物所"	"--"	"--"	"I0002472"	"HS"	"9"	"--"	"无限"	"--"	"17.0"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"523"	"HS"	"--"	"--"	"地方"	"紫"	"10.0"	"74"	"9"	"--"	"51.38"	"--"	"100.0"	"JIANG DOU"	"100.0"	"褐"	"29.7"	"橙"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.4"	"15.4"	"HS"	"--"	"肾形"	"8.15"	"24.41"	"9.54"	"湖南"	"--"	"I2C02003"	"豇豆"	"--"	"褐"	"XC90033"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"宜章"	"--"	"83.2"	"--"	"26.1"	"湖南省农科院作物所"	"--"	"--"	"I0002473"	"HS"	"9"	"--"	"无限"	"--"	"21.0"	"--"	"半蔓生"	"--"	"Leguminosae(豆科)"	"--"
"524"	"HS"	"--"	"--"	"地方"	"紫"	"14.9"	"74"	"9"	"--"	"47.67"	"--"	"100.0"	"JIANG DOU"	"100.0"	"黄"	"29.4"	"橙"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.0"	"13.3"	"HS"	"--"	"肾形"	"8.15"	"25.83"	"9.35"	"湖南"	"--"	"I2C02004"	"豇豆"	"--"	"橙"	"XC90038"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"桂阳"	"--"	"100.0"	"--"	"20.0"	"湖南省农科院作物所"	"--"	"--"	"I0002474"	"HS"	"9"	"--"	"无限"	"--"	"18.5"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"525"	"HS"	"--"	"--"	"地方"	"紫"	"11.1"	"77"	"9"	"--"	"51.80"	"--"	"100.0"	"JIANG DOU"	"100.0"	"黄"	"25.5"	"橙"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.2"	"14.3"	"HS"	"--"	"肾形"	"8.18"	"26.19"	"9.74"	"湖南"	"--"	"I2C02005"	"豇豆"	"--"	"橙"	"XC90045"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"桂阳"	"--"	"100.2"	"--"	"21.7"	"湖南省农科院作物所"	"--"	"--"	"I0002475"	"HS"	"9"	"--"	"无限"	"--"	"17.2"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"526"	"--"	"--"	"--"	"地方"	"紫"	"13.2"	"77"	"--"	"--"	"--"	"--"	"--"	"JIANG DOU"	"--"	"黄"	"28.3"	"橙"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.2"	"13.5"	"--"	"--"	"肾形"	"8.18"	"--"	"--"	"湖南"	"--"	"I2C02006"	"豇豆"	"--"	"橙"	"XC90047"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"蓝山"	"--"	"125.2"	"--"	"21.5"	"湖南省农科院作物所"	"--"	"--"	"I0002476"	"--"	"--"	"--"	"无限"	"--"	"13.3"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"527"	"HS"	"--"	"--"	"地方"	"紫"	"14.0"	"71"	"9"	"--"	"49.20"	"--"	"100.0"	"SHUANG HU JIANG DOU"	"100.0"	"黄"	"19.8"	"橙"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"5.0"	"9.7"	"HS"	"--"	"肾形"	"8.12"	"22.89"	"9.67"	"湖南"	"--"	"I2C02007"	"双湖豇豆"	"--"	"黑"	"XC90019"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"慈利"	"--"	"114.2"	"--"	"19.7"	"湖南省农科院作物所"	"--"	"--"	"I0002477"	"HS"	"9"	"--"	"无限"	"--"	"16.0"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"528"	"HS"	"--"	"--"	"地方"	"紫"	"14.2"	"69"	"9"	"--"	"51.43"	"--"	"100.0"	"PU AO HUANG JIANG"	"100.0"	"黄"	"20.7"	"橙"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.4"	"13.5"	"HS"	"--"	"肾形"	"8.10"	"24.32"	"10.49"	"湖南"	"--"	"--"	"铺坳黄豇"	"--"	"橙"	"XC90072"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"安化"	"--"	"85.6"	"--"	"14.6"	"湖南省农科院作物所"	"--"	"--"	"I0002478"	"HS"	"9"	"--"	"无限"	"--"	"17.8"	"--"	"半蔓生"	"--"	"Leguminosae(豆科)"	"--"
"529"	"--"	"--"	"--"	"地方"	"紫"	"14.3"	"74"	"--"	"--"	"--"	"--"	"--"	"JIANG DOU"	"--"	"黄"	"30.2"	"橙"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.6"	"14.8"	"--"	"--"	"肾形"	"8.15"	"--"	"--"	"湖南"	"--"	"--"	"豇豆"	"--"	"橙"	"XC91100"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"古丈"	"--"	"97.8"	"--"	"19.3"	"湖南省农科院作物所"	"--"	"--"	"I0002479"	"--"	"--"	"--"	"无限"	"--"	"15.2"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"530"	"HS"	"--"	"--"	"地方"	"紫"	"14.1"	"79"	"9"	"--"	"52.71"	"--"	"100.0"	"JIANG DOU"	"100.0"	"黄"	"28.9"	"橙"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.8"	"10.1"	"HS"	"--"	"肾形"	"8.20"	"25.49"	"9.98"	"湖南"	"--"	"I2C02008"	"豇豆"	"--"	"橙"	"XC90064"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"6.02"	"--"	"古丈"	"--"	"97.8"	"--"	"27.4"	"湖南省农科院作物所"	"--"	"--"	"I0002480"	"HS"	"9"	"--"	"无限"	"--"	"14.9"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"531"	"HS"	"--"	"--"	"地方"	"紫"	"12.0"	"112"	"9"	"--"	"47.38"	"--"	"100.0"	"BAI MEI JIANG DOU"	"100.0"	"浅红"	"20.4"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.0"	"11.8"	"HS"	"--"	"肾形"	"9.05"	"27.54"	"11.39"	"山东"	"--"	"I2C02152"	"白眉豇豆"	"--"	"褐"	"028"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"5.15"	"--"	"滨州"	"--"	"230.0"	"--"	"14.4"	"山东省烟台农科所"	"--"	"--"	"I0002289"	"HS"	"9"	"--"	"无限"	"--"	"14.0"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"532"	"HS"	"--"	"--"	"地方"	"紫"	"11.0"	"113"	"9"	"--"	"46.31"	"--"	"100.0"	"BAI MEI JIANG DOU"	"100.0"	"浅红"	"24.2"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"10.0"	"10.8"	"HS"	"--"	"肾形"	"9.05"	"27.86"	"9.63"	"山东"	"--"	"I2C02153"	"白眉豇豆"	"--"	"红"	"029"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"5.15"	"--"	"滨州"	"--"	"208.0"	"--"	"20.4"	"山东省烟台农科所"	"--"	"--"	"I0002290"	"HS"	"9"	"--"	"无限"	"--"	"13.8"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"533"	"HS"	"--"	"--"	"地方"	"紫"	"12.6"	"113"	"9"	"--"	"45.12"	"--"	"100.0"	"DA LI BAI JIANG DOU"	"100.0"	"浅红"	"15.2"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"6.5"	"12.1"	"HS"	"--"	"肾形"	"9.05"	"27.76"	"10.50"	"山东"	"--"	"I2C02154"	"大粒白豇豆"	"--"	"褐"	"030"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"5.15"	"--"	"滨州"	"--"	"195.0"	"--"	"10.0"	"山东省烟台农科所"	"--"	"--"	"I0002291"	"HS"	"9"	"--"	"无限"	"--"	"14.4"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"534"	"S"	"--"	"--"	"地方"	"紫"	"12.2"	"113"	"7-9"	"--"	"45.62"	"--"	"81.4"	"BAI SE JIANG DOU"	"89.9"	"浅红"	"14.8"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.5"	"10.5"	"HS"	"--"	"肾形"	"9.04"	"28.30"	"12.30"	"山东"	"--"	"I2C02155"	"白色豇豆"	"--"	"褐"	"031"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"5.15"	"--"	"滨州"	"--"	"255.0"	"--"	"11.6"	"山东省烟台农科所"	"--"	"--"	"I0002292"	"HS"	"7"	"--"	"无限"	"--"	"14.3"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"535"	"--"	"--"	"--"	"地方"	"紫"	"12.6"	"112"	"9"	"--"	"45.38"	"--"	"100.0"	"BAI SE JIANG DOU"	"100.0"	"浅红"	"16.4"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"10.0"	"10.2"	"HS"	"--"	"肾形"	"9.04"	"27.23"	"9.88"	"山东"	"--"	"I2C02156"	"白色豇豆"	"--"	"褐"	"032"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"5.15"	"--"	"滨州"	"--"	"205.0"	"--"	"12.8"	"山东省烟台农科所"	"--"	"--"	"I0002293"	"HS"	"--"	"--"	"无限"	"--"	"12.8"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"536"	"--"	"--"	"--"	"地方"	"紫"	"11.0"	"112"	"--"	"--"	"--"	"--"	"--"	"YI ZHU XIANG JIANG DOU"	"--"	"浅红"	"28.0"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"7.0"	"10.5"	"--"	"--"	"肾形"	"9.04"	"--"	"--"	"山东"	"--"	"I2C01875"	"一柱香豇豆"	"--"	"红"	"033"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"5.15"	"--"	"滨州"	"--"	"155.0"	"--"	"24.2"	"山东省烟台农科所"	"--"	"--"	"I0002294"	"--"	"--"	"--"	"无限"	"--"	"13.2"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"537"	"--"	"--"	"--"	"地方"	"紫"	"12.0"	"112"	"--"	"--"	"--"	"--"	"--"	"YI ZHU XIANG JIANG DOU"	"--"	"浅红"	"27.8"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.0"	"9.1"	"--"	"--"	"肾形"	"9.04"	"--"	"--"	"山东"	"--"	"I2C01876"	"一柱香豇豆"	"--"	"红"	"034"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"5.15"	"--"	"滨州"	"--"	"213.0"	"--"	"25.5"	"山东省烟台农科所"	"--"	"--"	"I0002295"	"--"	"--"	"--"	"无限"	"--"	"13.5"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
"538"	"S"	"--"	"--"	"地方"	"紫"	"11.2"	"112"	"9"	"--"	"42.24"	"--"	"100.0"	"JIANG DOU"	"100.0"	"浅红"	"36.6"	"白"	"--"	"--"	"Vigna(豇豆属)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.5"	"8.9"	"HS"	"--"	"肾形"	"9.04"	"29.36"	"10.37"	"山东"	"--"	"I2C01877"	"豇豆"	"--"	"红"	"035"	"Vigna unguiculata (L.) Walp.(豇豆)"	"--"	"--"	"5.15"	"--"	"邹平"	"--"	"225.0"	"--"	"36.7"	"山东省烟台农科所"	"--"	"--"	"I0002296"	"HS"	"7"	"--"	"无限"	"--"	"14.0"	"--"	"蔓生"	"--"	"Leguminosae(豆科)"	"--"
