"id"	"蛋氨酸"	"科名"	"保存编号"	"品种名称"	"谷氨酸"	"选育单位"	"播种期"	"缬氨酸"	"结荚习性"	"精氨酸"	"苏氨酸"	"丙氨酸"	"单株产量"	"总和"	"苗期耐盐"	"天冬氨酸"	"异亮氨酸"	"锈病普遍率"	"省"	"直链淀粉"	"脂肪"	"组氨酸"	"芽期抗寒"	"分枝数"	"区"	"全生育日数"	"叶斑病级"	"总淀粉"	"东经"	"色氨酸"	"百粒重"	"属名"	"统一编号"	"芽期抗旱"	"学名"	"粒形"	"苯丙氨酸"	"熟期抗旱"	"支链淀粉"	"花色"	"成熟期"	"蛋白质"	"北纬"	"亮氨酸"	"库编号"	"锈病抗性"	"生长习性"	"保存单位"	"原产地"	"备注"	"蚜害指数"	"甘氨酸"	"单荚粒数"	"蚜害病评价"	"胱氨酸"	"样品类型"	"芽期耐盐"	"单株荚数"	"粒色"	"锈病严重度"	"育成年份"	"酩氨酸"	"脯氨酸"	"叶斑病指数"	"荚长"	"赖氨酸"	"丝氨酸"	"译名"	"蚜害病级别"	"花期抗寒"	"高程"	"荚色"	"蚜害比值"	"种子来源"	"株高"	"叶斑病评价"	"锈病指数"	"主茎节数"	"酪氨酸"	"抗旱级别"	"爆裂率"	"谷锈严重度"	"粗蛋白"	"单位编号"	"白发病病率"	"VE"	"米色"	"VB2"	"白发病抗性"	"线虫病指"	"脂肪酸183"	"抽穗日数"	"一株茎数"	"粟芒蝇评价"	"主茎长度"	"粗脂肪"	"抗旱性"	"主茎直径"	"硒"	"蝇被害株率"	"蝇抗性级别"	"单株粒重"	"脂肪酸160"	"粳糯性"
"181"	"--"	"Leguminosae(豆科)"	"80-350"	"绿小豆"	"--"	"--"	"5.19"	"--"	"无限"	"--"	"--"	"--"	"20.1"	"--"	"3"	"--"	"--"	"--"	"山西"	"10.94"	"0.50"	"--"	"--"	"5.7"	"华北"	"144"	"--"	"54.44"	"11332"	"--"	"14.0"	"Vigna(豇豆属)"	"B0000596"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"--"	"5"	"43.50"	"黄"	"10.10"	"22.26"	"3720"	"--"	"I2F02441"	"--"	"--"	"山西省农科院"	"和顺县"	"--"	"--"	"--"	"7.9"	"--"	"--"	"地方"	"2"	"35.0"	"绿"	"--"	"--"	"--"	"--"	"--"	"9.2"	"--"	"--"	"LU XIAO DOU"	"--"	"--"	"--"	"黄白"	"--"	"--"	"118.4"	"--"	"--"																											
"182"	"--"	"Leguminosae(豆科)"	"80-389"	"三五绿小豆"	"--"	"--"	"5.19"	"--"	"无限"	"--"	"--"	"--"	"16.9"	"--"	"3"	"--"	"--"	"100"	"山西"	"12.14"	"0.42"	"--"	"--"	"5.2"	"华北"	"143"	"7"	"55.55"	"11146"	"--"	"10.3"	"Vigna(豇豆属)"	"B0000601"	"3"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"3"	"43.41"	"黄"	"10.09"	"20.67"	"3708"	"--"	"I2F02445"	"HS"	"--"	"山西省农科院"	"孝义县"	"--"	"96.4"	"--"	"6.7"	"HS"	"--"	"地方"	"2"	"25.9"	"绿"	"100"	"--"	"--"	"--"	"66.7"	"8.6"	"--"	"--"	"SAN WU LU XIAO DOU"	"9"	"--"	"761"	"黄白"	"1.08"	"--"	"83.5"	"S"	"100"																											
"183"	"--"	"Leguminosae(豆科)"	"431"	"小豆"	"--"	"--"	"5.15"	"--"	"无限"	"--"	"--"	"--"	"22.8"	"--"	"--"	"--"	"--"	"--"	"山西"	"10.14"	"0.54"	"--"	"--"	"4.6"	"华北"	"152"	"--"	"53.74"	"11056"	"--"	"8.2"	"Vigna(豇豆属)"	"B0000609"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"43.60"	"黄"	"10.14"	"21.97"	"3642"	"--"	"I2F02451"	"--"	"--"	"山西省农科院"	"隰县"	"--"	"--"	"--"	"8.9"	"--"	"--"	"地方"	"--"	"31.4"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.5"	"--"	"--"	"XIAO DOU"	"--"	"--"	"970"	"褐"	"--"	"--"	"80.4"	"--"	"--"																											
"184"	"--"	"Leguminosae(豆科)"	"434"	"小豆"	"--"	"--"	"5.15"	"--"	"无限"	"--"	"--"	"--"	"18.0"	"--"	"3"	"--"	"--"	"--"	"山西"	"11.90"	"0.51"	"--"	"--"	"3.4"	"华北"	"144"	"--"	"56.07"	"11056"	"--"	"10.3"	"Vigna(豇豆属)"	"B0000611"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"4"	"44.17"	"黄"	"10.06"	"20.23"	"3642"	"--"	"I2F02453"	"--"	"--"	"山西省农科院"	"隰县"	"--"	"--"	"--"	"7.7"	"--"	"--"	"地方"	"2"	"31.4"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.3"	"--"	"--"	"XIAO DOU"	"--"	"--"	"970"	"褐"	"--"	"--"	"63.4"	"--"	"--"																											
"185"	"--"	"Leguminosae(豆科)"	"439"	"小豆"	"--"	"--"	"5.15"	"--"	"无限"	"--"	"--"	"--"	"8.4"	"--"	"--"	"--"	"--"	"--"	"山西"	"11.20"	"0.44"	"--"	"--"	"3.2"	"华北"	"152"	"--"	"54.25"	"11056"	"--"	"8.4"	"Vigna(豇豆属)"	"B0000616"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"43.05"	"黄"	"10.14"	"20.76"	"3642"	"--"	"I2F02455"	"--"	"--"	"山西省农科院"	"隰县"	"--"	"--"	"--"	"7.2"	"--"	"--"	"地方"	"--"	"15.8"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.0"	"--"	"--"	"XIAO DOU"	"--"	"--"	"970"	"褐"	"--"	"--"	"94.2"	"--"	"--"																											
"186"	"--"	"Leguminosae(豆科)"	"445"	"小豆"	"--"	"--"	"5.15"	"--"	"无限"	"--"	"--"	"--"	"21.6"	"--"	"--"	"--"	"--"	"--"	"山西"	"11.76"	"0.46"	"--"	"--"	"3.0"	"华北"	"148"	"--"	"52.43"	"11056"	"--"	"9.7"	"Vigna(豇豆属)"	"B0000622"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"40.67"	"黄"	"10.10"	"22.29"	"3642"	"--"	"I2F02459"	"--"	"--"	"山西省农科院"	"隰县"	"--"	"--"	"--"	"9.3"	"--"	"--"	"地方"	"--"	"27.0"	"绿"	"--"	"--"	"--"	"--"	"--"	"9.5"	"--"	"--"	"XIAO DOU"	"--"	"--"	"970"	"褐"	"--"	"--"	"67.4"	"--"	"--"																											
"187"	"--"	"Leguminosae(豆科)"	"80-294"	"小豆"	"--"	"--"	"5.19"	"--"	"无限"	"--"	"--"	"--"	"27.1"	"--"	"--"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"--"	"4.2"	"华北"	"141"	"--"	"--"	"11242"	"--"	"12.1"	"Vigna(豇豆属)"	"B0000638"	"--"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"--"	"--"	"黄"	"10.07"	"--"	"3824"	"--"	"I2F00943"	"--"	"--"	"山西省农科院"	"忻州市"	"--"	"--"	"--"	"8.1"	"--"	"--"	"地方"	"--"	"40.7"	"花纹"	"--"	"--"	"--"	"--"	"--"	"8.7"	"--"	"--"	"XIAO DOU"	"--"	"--"	"810"	"黄白"	"--"	"--"	"78.3"	"--"	"--"																											
"188"	"--"	"Leguminosae(豆科)"	"490"	"小豆"	"--"	"--"	"5.15"	"--"	"无限"	"--"	"--"	"--"	"27.2"	"--"	"1"	"--"	"--"	"100"	"山西"	"--"	"--"	"--"	"--"	"4.2"	"华北"	"148"	"7"	"--"	"11056"	"--"	"10.4"	"Vigna(豇豆属)"	"B0000649"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"4"	"--"	"黄"	"10.10"	"--"	"3642"	"--"	"I2F02476"	"HS"	"--"	"山西省农科院"	"隰县"	"--"	"95.0"	"--"	"8.7"	"HS"	"--"	"地方"	"3"	"39.0"	"花纹"	"100"	"--"	"--"	"--"	"62.2"	"9.0"	"--"	"--"	"XIAO DOU"	"9"	"--"	"970"	"褐"	"1.11"	"--"	"75.6"	"S"	"100"																											
"189"	"0.12"	"Leguminosae(豆科)"	"0113"	"红小豆"	"3.78"	"--"	"5.07"	"1.81"	"无限"	"1.37"	"0.66"	"0.96"	"9.3"	"20.92"	"2"	"2.31"	"1.07"	"100"	"内蒙古"	"9.66"	"0.44"	"0.47"	"--"	"4.1"	"东北"	"136"	"3-5"	"55.13"	"11304"	"0.12"	"6.5"	"Vigna(豇豆属)"	"B0000659"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"1.38"	"4"	"45.47"	"黄"	"9.20"	"19.38"	"4102"	"1.77"	"I2F01733"	"HS"	"直立"	"内蒙兴安盟农科所"	"乌盟"	"--"	"43.8"	"0.79"	"14.3"	"S"	"0.64"	"地方"	"3"	"18.0"	"红"	"100"	"--"	"0.30"	"0.76"	"42.6"	"6.5"	"1.60"	"1.00"	"HONG XIAO DOU"	"7"	"--"	"--"	"黄白"	"0.62"	"--"	"53.3"	"MS"	"100"																											
"190"	"--"	"Leguminosae(豆科)"	"0129"	"红小豆"	"--"	"--"	"5.07"	"--"	"无限"	"--"	"--"	"--"	"22.1"	"--"	"3"	"--"	"--"	"100"	"内蒙古"	"13.34"	"0.32"	"--"	"--"	"3.0"	"东北"	"136"	"5"	"56.76"	"11140"	"--"	"10.4"	"Vigna(豇豆属)"	"B0000665"	"3"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"4"	"43.42"	"黄"	"9.20"	"18.79"	"4050"	"--"	"I2F01739"	"HS"	"直立"	"内蒙兴安盟农科所"	"内蒙古农科院"	"--"	"100.0"	"--"	"20.8"	"HS"	"--"	"地方"	"4"	"10.3"	"红"	"100"	"--"	"--"	"--"	"48.2"	"9.2"	"--"	"--"	"HONG XIAO DOU"	"9"	"--"	"--"	"黄白"	"1.09"	"--"	"53.0"	"MS"	"100"																											
"191"	"--"	"Leguminosae(豆科)"	"0163"	"红小豆"	"--"	"--"	"5.07"	"--"	"无限"	"--"	"--"	"--"	"9.8"	"--"	"2"	"--"	"--"	"100"	"内蒙古"	"11.52"	"0.11"	"--"	"--"	"2.3"	"东北"	"135"	"7-9"	"55.38"	"11858"	"--"	"7.0"	"Vigna(豇豆属)"	"B0000678"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"4"	"43.86"	"黄"	"9.19"	"20.81"	"4216"	"--"	"I2F01752"	"HS"	"直立"	"内蒙兴安盟农科所"	"昭盟"	"--"	"67.2"	"--"	"6.1"	"HS"	"--"	"地方"	"3"	"22.9"	"红"	"100"	"--"	"--"	"--"	"86.6"	"8.2"	"--"	"--"	"HONG XIAO DOU"	"9"	"--"	"--"	"黄白"	"0.95"	"--"	"42.0"	"HS"	"100"																											
"192"	"--"	"Leguminosae(豆科)"	"0165"	"红小豆"	"--"	"--"	"5.07"	"--"	"无限"	"--"	"--"	"--"	"11.3"	"--"	"3"	"--"	"--"	"100"	"内蒙古"	"13.24"	"0.54"	"--"	"--"	"3.6"	"东北"	"135"	"5"	"57.85"	"11858"	"--"	"9.0"	"Vigna(豇豆属)"	"B0000680"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"4"	"44.61"	"黄"	"9.19"	"18.16"	"4216"	"--"	"I2F01754"	"HS"	"直立"	"内蒙兴安盟农科所"	"昭盟"	"--"	"100.0"	"--"	"7.0"	"HS"	"--"	"地方"	"4"	"18.0"	"红"	"100"	"--"	"--"	"--"	"51.1"	"8.9"	"--"	"--"	"HONG XIAO DOU"	"9"	"--"	"--"	"黄白"	"1.41"	"--"	"62.2"	"MS"	"100"																											
"193"	"--"	"Leguminosae(豆科)"	"0148"	"白小豆"	"--"	"--"	"5.07"	"--"	"无限"	"--"	"--"	"--"	"12.4"	"--"	"4"	"--"	"--"	"100"	"内蒙古"	"12.14"	"0.31"	"--"	"--"	"1.2"	"东北"	"136"	"5-7"	"58.83"	"12202"	"--"	"7.4"	"Vigna(豇豆属)"	"B0000683"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"5"	"46.69"	"黄"	"9.20"	"16.86"	"4604"	"--"	"I2F01757"	"HS"	"直立"	"内蒙兴安盟农科所"	"兴安盟"	"--"	"100.0"	"--"	"6.1"	"HS"	"--"	"地方"	"5"	"27.3"	"白"	"100"	"--"	"--"	"--"	"66.7"	"8.6"	"--"	"--"	"BAI XIAO DOU"	"9"	"--"	"--"	"黄白"	"1.41"	"--"	"29.3"	"S"	"100"																											
"194"	"--"	"Leguminosae(豆科)"	"0141"	"花小豆"	"--"	"--"	"5.07"	"--"	"无限"	"--"	"--"	"--"	"8.6"	"--"	"2"	"--"	"--"	"100"	"内蒙古"	"13.00"	"0.77"	"--"	"--"	"4.4"	"东北"	"136"	"5"	"57.82"	"11140"	"--"	"6.8"	"Vigna(豇豆属)"	"B0000687"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"4"	"44.82"	"黄"	"9.20"	"19.12"	"4050"	"--"	"I2F01761"	"HS"	"直立"	"内蒙兴安盟农科所"	"内蒙古农科院"	"--"	"100.0"	"--"	"5.4"	"HS"	"--"	"地方"	"3"	"20.9"	"花纹"	"100"	"--"	"--"	"--"	"58.8"	"9.2"	"--"	"--"	"HUA XIAO DOU"	"9"	"--"	"--"	"黄白"	"1.09"	"--"	"38.1"	"MS"	"100"																											
"195"	"--"	"Leguminosae(豆科)"	"0157"	"狸小豆"	"--"	"--"	"5.07"	"--"	"无限"	"--"	"--"	"--"	"10.9"	"--"	"4"	"--"	"--"	"100"	"内蒙古"	"12.14"	"0.78"	"--"	"--"	"4.7"	"东北"	"136"	"5-7"	"57.03"	"11858"	"--"	"7.9"	"Vigna(豇豆属)"	"B0000688"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"4"	"44.89"	"黄"	"9.20"	"19.70"	"4216"	"--"	"I2F01762"	"HS"	"直立"	"内蒙兴安盟农科所"	"昭盟"	"--"	"59.4"	"--"	"5.1"	"HS"	"--"	"地方"	"3"	"26.8"	"花纹"	"100"	"--"	"--"	"--"	"64.4"	"10.2"	"--"	"--"	"LI XIAO DOU"	"9"	"--"	"--"	"黄白"	"0.84"	"--"	"44.5"	"S"	"100"																											
"196"	"--"	"Leguminosae(豆科)"	"0161"	"狸小豆"	"--"	"--"	"5.07"	"--"	"无限"	"--"	"--"	"--"	"11.8"	"--"	"4"	"--"	"--"	"100"	"内蒙古"	"10.92"	"0.31"	"--"	"--"	"3.6"	"东北"	"136"	"7-9"	"56.60"	"11858"	"--"	"7.6"	"Vigna(豇豆属)"	"B0000689"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"3"	"45.68"	"黄"	"9.20"	"18.61"	"4216"	"--"	"I2F01763"	"HS"	"直立"	"内蒙兴安盟农科所"	"昭盟"	"--"	"70.3"	"--"	"6.2"	"HS"	"--"	"地方"	"2"	"25.1"	"花纹"	"100"	"--"	"--"	"--"	"88.9"	"9.4"	"--"	"--"	"LI XIAO DOU"	"9"	"--"	"--"	"黄白"	"0.99"	"--"	"39.9"	"HS"	"100"																											
"197"	"--"	"Leguminosae(豆科)"	"0138"	"小豆"	"--"	"--"	"5.07"	"--"	"无限"	"--"	"--"	"--"	"8.3"	"--"	"3"	"--"	"--"	"100"	"内蒙古"	"12.68"	"0.50"	"--"	"--"	"5.5"	"东北"	"126"	"5"	"58.13"	"11140"	"--"	"8.1"	"Vigna(豇豆属)"	"B0000690"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"3"	"45.45"	"黄"	"9.10"	"17.40"	"4050"	"--"	"I2F01764"	"HS"	"直立"	"内蒙兴安盟农科所"	"内蒙古农科院"	"--"	"80.0"	"--"	"6.3"	"HS"	"--"	"地方"	"2"	"16.1"	"花斑"	"100"	"--"	"--"	"--"	"58.4"	"8.6"	"--"	"--"	"XIAO DOU"	"9"	"--"	"--"	"黄白"	"0.87"	"--"	"28.5"	"MS"	"100"																											
"198"	"--"	"Leguminosae(豆科)"	"0139"	"狸小豆"	"--"	"--"	"5.07"	"--"	"无限"	"--"	"--"	"--"	"11.0"	"--"	"2"	"--"	"--"	"100"	"内蒙古"	"13.28"	"0.30"	"--"	"--"	"5.8"	"东北"	"136"	"5"	"56.63"	"11140"	"--"	"8.8"	"Vigna(豇豆属)"	"B0000691"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"3"	"43.35"	"黄"	"9.20"	"20.77"	"4050"	"--"	"I2F01765"	"HS"	"直立"	"内蒙兴安盟农科所"	"内蒙古农科院"	"--"	"85.0"	"--"	"5.5"	"HS"	"--"	"地方"	"2"	"25.0"	"花斑"	"100"	"--"	"--"	"--"	"54.7"	"9.5"	"--"	"--"	"LI XIAO DOU"	"9"	"--"	"--"	"黄白"	"0.93"	"--"	"37.3"	"MS"	"100"																											
"199"	"0.13"	"Leguminosae(豆科)"	"5"	"小红豆"	"4.67"	"--"	"5.08"	"1.30"	"无限"	"1.90"	"0.95"	"1.04"	"27.2"	"24.66"	"3"	"2.86"	"1.13"	"100"	"辽宁"	"10.29"	"0.31"	"0.93"	"--"	"4.8"	"东北"	"118"	"7"	"54.65"	"12249"	"0.14"	"10.1"	"Vigna(豇豆属)"	"B0000692"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"1.46"	"4"	"44.36"	"黄"	"9.03"	"21.42"	"4159"	"1.97"	"I2F00614"	"MS"	"半蔓生"	"辽宁省农科院"	"新民县"	"--"	"100.0"	"0.99"	"9.0"	"HS"	"0.42"	"地方"	"3"	"37.0"	"红"	"20"	"--"	"0.60"	"0.94"	"68.9"	"7.8"	"1.86"	"1.35"	"XIAO HONG DOU"	"9"	"--"	"30"	"黄白"	"1.41"	"--"	"116.8"	"S"	"20"																											
"200"	"0.16"	"Leguminosae(豆科)"	"2"	"红小豆"	"4.61"	"--"	"5.08"	"1.41"	"无限"	"1.96"	"0.86"	"1.10"	"11.5"	"24.72"	"4"	"2.74"	"1.15"	"100"	"辽宁"	"10.02"	"0.87"	"0.80"	"--"	"3.9"	"东北"	"118"	"5"	"49.54"	"12114"	"0.14"	"11.7"	"Vigna(豇豆属)"	"B0000693"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"1.52"	"4"	"39.52"	"黄"	"9.03"	"24.53"	"4132"	"1.99"	"I2F00615"	"HS"	"半蔓生"	"辽宁省农科院"	"义县"	"--"	"100.0"	"1.08"	"8.0"	"HS"	"0.47"	"地方"	"3"	"14.0"	"红"	"100"	"--"	"0.62"	"0.95"	"55.6"	"7.7"	"1.89"	"1.27"	"HONG XIAO DOU"	"9"	"--"	"70"	"黄白"	"1.41"	"--"	"150.0"	"MS"	"100"																											
"201"	"0.28"	"Leguminosae(豆科)"	"4"	"小红豆"	"4.83"	"--"	"5.08"	"1.54"	"无限"	"1.84"	"0.87"	"1.07"	"13.7"	"25.45"	"5"	"2.91"	"1.28"	"100"	"辽宁"	"9.76"	"0.37"	"0.75"	"--"	"3.9"	"东北"	"123"	"7"	"53.09"	"12147"	"0.17"	"10.3"	"Vigna(豇豆属)"	"B0000694"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"1.59"	"4"	"43.33"	"黄"	"9.08"	"23.30"	"4136"	"2.20"	"I2F00616"	"HS"	"半蔓生"	"辽宁省农科院"	"北镇县"	"--"	"100.0"	"0.92"	"8.0"	"HS"	"0.40"	"地方"	"5"	"19.0"	"红"	"100"	"--"	"0.72"	"0.85"	"68.9"	"7.4"	"1.90"	"1.33"	"XIAO HONG DOU"	"9"	"--"	"64"	"黄白"	"1.41"	"--"	"127.7"	"S"	"100"																											
"202"	"0.13"	"Leguminosae(豆科)"	"3"	"红小豆"	"5.16"	"--"	"5.08"	"1.40"	"无限"	"1.91"	"0.95"	"1.12"	"12.2"	"26.27"	"5"	"3.01"	"1.21"	"100"	"辽宁"	"9.04"	"0.33"	"0.85"	"--"	"4.5"	"东北"	"125"	"5"	"51.07"	"12043"	"0.16"	"11.3"	"Vigna(豇豆属)"	"B0000695"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"1.69"	"4"	"42.03"	"黄"	"9.10"	"24.92"	"4037"	"2.16"	"I2F00617"	"HS"	"半蔓生"	"辽宁省农科院"	"兴城县"	"--"	"100.0"	"0.98"	"7.0"	"HS"	"0.43"	"地方"	"3"	"18.0"	"红"	"100"	"--"	"0.62"	"0.96"	"53.3"	"7.6"	"2.13"	"1.40"	"HONG XIAO DOU"	"9"	"--"	"10"	"黄白"	"1.41"	"--"	"130.9"	"MS"	"100"																											
"203"	"0.14"	"Leguminosae(豆科)"	"7"	"红小豆"	"4.66"	"--"	"5.08"	"1.29"	"无限"	"1.74"	"0.82"	"1.03"	"5.9"	"23.71"	"3"	"2.75"	"1.09"	"100"	"辽宁"	"10.56"	"0.37"	"0.76"	"--"	"3.9"	"东北"	"137"	"7"	"52.86"	"12122"	"0.15"	"11.0"	"Vigna(豇豆属)"	"B0000696"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"1.55"	"3"	"42.30"	"黄"	"9.22"	"23.07"	"4119"	"1.96"	"I2F00618"	"HS"	"半蔓生"	"辽宁省农科院"	"锦县"	"--"	"100.0"	"0.85"	"7.0"	"HS"	"0.41"	"地方"	"4"	"9.0"	"红"	"100"	"--"	"0.57"	"0.89"	"75.6"	"7.6"	"1.84"	"1.23"	"HONG XIAO DOU"	"9"	"--"	"29"	"黄白"	"1.41"	"--"	"150.7"	"S"	"100"																											
"204"	"--"	"Leguminosae(豆科)"	"6"	"红小豆"	"--"	"--"	"5.08"	"--"	"无限"	"--"	"--"	"--"	"21.6"	"--"	"3"	"--"	"--"	"100"	"辽宁"	"8.82"	"1.75"	"--"	"--"	"4.7"	"东北"	"118"	"7"	"46.49"	"12144"	"--"	"11.0"	"Vigna(豇豆属)"	"B0000697"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"短圆柱"	"--"	"3"	"37.67"	"黄"	"9.03"	"26.87"	"4203"	"--"	"I2F00619"	"HS"	"半蔓生"	"辽宁省农科院"	"阜新县"	"--"	"80.4"	"--"	"8.0"	"HS"	"--"	"地方"	"4"	"28.0"	"红"	"100"	"--"	"--"	"--"	"68.9"	"9.0"	"--"	"--"	"HONG XIAO DOU"	"9"	"--"	"165"	"黄白"	"1.13"	"--"	"120.0"	"S"	"100"																											
"205"	"--"	"Leguminosae(豆科)"	"1"	"红小豆"	"--"	"--"	"5.08"	"--"	"无限"	"--"	"--"	"--"	"12.3"	"--"	"2"	"--"	"--"	"100"	"辽宁"	"10.36"	"0.36"	"--"	"--"	"4.7"	"东北"	"125"	"7"	"54.59"	"12308"	"--"	"9.7"	"Vigna(豇豆属)"	"B0000698"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"球形"	"--"	"3"	"44.23"	"黄"	"9.10"	"22.20"	"4110"	"--"	"I2F00620"	"HS"	"蔓生"	"辽宁省农科院"	"辽阳县"	"--"	"78.1"	"--"	"7.0"	"HS"	"--"	"地方"	"4"	"21.0"	"红"	"100"	"--"	"--"	"--"	"66.7"	"7.1"	"--"	"--"	"HONG XIAO DOU"	"9"	"--"	"35"	"黄白"	"1.10"	"--"	"117.9"	"S"	"100"																											
"206"	"--"	"Leguminosae(豆科)"	"9"	"白小豆"	"--"	"--"	"5.08"	"--"	"无限"	"--"	"--"	"--"	"14.3"	"--"	"3"	"--"	"--"	"90"	"辽宁"	"11.36"	"0.47"	"--"	"--"	"4.2"	"东北"	"125"	"7"	"53.09"	"12243"	"--"	"9.3"	"Vigna(豇豆属)"	"B0000699"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"球形"	"--"	"4"	"41.73"	"黄"	"9.10"	"22.55"	"4131"	"--"	"I2F00621"	"MS"	"半蔓生"	"辽宁省农科院"	"辽中县"	"--"	"81.3"	"--"	"8.0"	"HS"	"--"	"地方"	"3"	"22.0"	"白"	"20"	"--"	"--"	"--"	"62.2"	"7.3"	"--"	"--"	"BAI XIAO DOU"	"9"	"--"	"13"	"黄白"	"1.14"	"--"	"136.8"	"S"	"18"																											
"207"	"--"	"Leguminosae(豆科)"	"14"	"青白小豆"	"--"	"--"	"5.08"	"--"	"无限"	"--"	"--"	"--"	"7.9"	"--"	"2"	"--"	"--"	"100"	"辽宁"	"9.36"	"0.32"	"--"	"--"	"3.4"	"东北"	"125"	"7"	"52.03"	"12417"	"--"	"9.5"	"Vigna(豇豆属)"	"B0000700"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"--"	"4"	"42.67"	"黄"	"9.10"	"23.29"	"4118"	"--"	"I2F00622"	"HS"	"半蔓生"	"辽宁省农科院"	"本溪县"	"--"	"100.0"	"--"	"7.0"	"HS"	"--"	"地方"	"3"	"12.0"	"白"	"100"	"--"	"--"	"--"	"64.4"	"6.9"	"--"	"--"	"QING BAI XIAO DOU"	"9"	"--"	"208"	"黄白"	"1.41"	"--"	"143.2"	"S"	"100"																											
"208"	"--"	"Leguminosae(豆科)"	"12"	"青白小豆"	"--"	"--"	"5.08"	"--"	"亚有限"	"--"	"--"	"--"	"16.1"	"--"	"2"	"--"	"--"	"100"	"辽宁"	"9.76"	"0.19"	"--"	"--"	"4.2"	"东北"	"135"	"7"	"54.03"	"12201"	"--"	"8.8"	"Vigna(豇豆属)"	"B0000701"	"5"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"长圆柱"	"--"	"3"	"44.27"	"黄"	"9.20"	"22.95"	"4141"	"--"	"I2F00623"	"S"	"半蔓生"	"辽宁省农科院"	"黑山县"	"--"	"100.0"	"--"	"8.0"	"HS"	"--"	"地方"	"4"	"26.0"	"白"	"40"	"--"	"--"	"--"	"71.1"	"7.4"	"--"	"--"	"QING BAI XIAO DOU"	"9"	"--"	"36"	"黄白"	"1.41"	"--"	"101.8"	"S"	"40"																											
"209"	"--"	"Leguminosae(豆科)"	"13"	"青白小豆"	"--"	"--"	"5.08"	"--"	"无限"	"--"	"--"	"--"	"3.8"	"--"	"3"	"--"	"--"	"100"	"辽宁"	"9.68"	"0.35"	"--"	"--"	"3.8"	"东北"	"135"	"7"	"51.91"	"12021"	"--"	"10.7"	"Vigna(豇豆属)"	"B0000702"	"4"	"Vigna angularis (Willd)Ohwi&Ohashi(小豆)"	"球形"	"--"	"3"	"42.23"	"黄"	"9.20"	"24.32"	"4021"	"--"	"I2F00624"	"HS"	"蔓生"	"辽宁省农科院"	"绥中县"	"--"	"100.0"	"--"	"7.0"	"HS"	"--"	"地方"	"5"	"5.0"	"白"	"60"	"--"	"--"	"--"	"66.7"	"7.5"	"--"	"--"	"QING BAI XIAO DOU"	"9"	"--"	"15"	"黄白"	"1.41"	"--"	"151.3"	"S"	"60"																											
