"id"	"科名"	"保存编号"	"品种名称"	"类型"	"省"	"生育日数"	"分枝数"	"出油率"	"生理成熟期"	"开花期"	"播种期"	"学名"	"统一编号"	"出苗期"	"出麻率"	"属名"	"抗逆性"	"种子发芽"	"干茎产量"	"种皮色"	"工艺长度"	"单株朔果数"	"单株生产力"	"库编号"	"纤维产量"	"保存单位"	"原产地"	"种子来源"	"花色"	"品种代号"	"纤维强度"	"备注"	"原茎产量"	"抗病性"	"纤维号"	"千粒重"	"分茎数"	"译名"	"抗倒伏性"	"抗旱性"	"工艺成熟期"	"株高"	"种子产量"
"1484"	"Linaceae(亚麻科)"	"5"	"ARGENTINE"	"纤维"	"国外"	"77"	"3.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001605"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"55.0"	"34.70"	"--"	"I3B00553"	"--"	"河北坝上农科所"	"RUSSIA"	"美国"	"白"	"505"	"--"	"--"	"--"	"抗"	"--"	"4.29"	"0.5"	"ARGENTINE"	"--"	"--"	"--"	"87.0"	"--"
"1485"	"Linaceae(亚麻科)"	"6"	"DEHISCENT"	"油用"	"国外"	"81"	"4.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001606"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"30.0"	"22.00"	"--"	"I3B00554"	"--"	"河北坝上农科所"	"RUSSIA"	"美国"	"兰"	"506"	"--"	"--"	"--"	"抗"	"--"	"4.49"	"1.1"	"DEHISCENT"	"--"	"--"	"--"	"52.0"	"--"
"1486"	"Linaceae(亚麻科)"	"7"	"SAGINAW×OTTAWA 770"	"油用"	"国外"	"91"	"5.30"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001607"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"26.0"	"24.50"	"--"	"I3B00555"	"--"	"河北坝上农科所"	"NUNNESOTA"	"美国"	"白"	"684"	"--"	"--"	"--"	"抗"	"--"	"4.09"	"1.4"	"SAGINAW×OTTAWA 770"	"--"	"--"	"--"	"53.0"	"--"
"1487"	"Linaceae(亚麻科)"	"8"	"ARGENTINE SEL."	"油用"	"国外"	"86"	"2.90"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001608"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"29.0"	"13.50"	"--"	"I3B00556"	"--"	"河北坝上农科所"	"MONTANA"	"美国"	"兰"	"705"	"--"	"--"	"--"	"抗"	"--"	"7.01"	"2.2"	"ARGENTINE SEL."	"--"	"--"	"--"	"40.0"	"--"
"1488"	"Linaceae(亚麻科)"	"9"	"SMOKEY GOLDEN"	"油用"	"国外"	"87"	"4.20"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001609"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"深红"	"27.0"	"23.30"	"--"	"I3B00557"	"--"	"河北坝上农科所"	"MINNESOTA"	"美国"	"白"	"736"	"--"	"--"	"--"	"抗"	"--"	"6.04"	"1.2"	"SMOKEY GOLDEN"	"--"	"--"	"--"	"47.0"	"--"
"1489"	"Linaceae(亚麻科)"	"10"	"AR.(CROSS) SEL."	"油用"	"国外"	"93"	"4.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001610"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"29.0"	"8.70"	"--"	"I3B00558"	"--"	"河北坝上农科所"	"URUGVAY"	"美国"	"兰"	"787"	"--"	"--"	"--"	"感"	"--"	"5.96"	"0.9"	"AR.(CROSS) SEL."	"--"	"--"	"--"	"36.0"	"--"
"1490"	"Linaceae(亚麻科)"	"11"	"REPETIBLE 117"	"油用"	"国外"	"86"	"3.10"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001611"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"22.0"	"20.30"	"--"	"I3B00559"	"--"	"河北坝上农科所"	"URUGVAY"	"美国"	"兰"	"789"	"--"	"--"	"--"	"抗"	"--"	"5.52"	"1.4"	"REPETIBLE 117"	"--"	"--"	"--"	"43.0"	"--"
"1491"	"Linaceae(亚麻科)"	"12"	"ISMAILPUR"	"油用"	"国外"	"81"	"3.20"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001612"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"25.0"	"21.50"	"--"	"I3B00560"	"--"	"河北坝上农科所"	"INDIA"	"美国"	"兰"	"796"	"--"	"--"	"--"	"抗"	"--"	"4.76"	"0.9"	"ISMAILPUR"	"--"	"--"	"--"	"49.0"	"--"
"1492"	"Linaceae(亚麻科)"	"13"	"DORST"	"油用"	"国外"	"76"	"2.70"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001613"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"23.0"	"23.50"	"--"	"I3B00561"	"--"	"河北坝上农科所"	"NETHERLAN"	"美国"	"兰"	"799"	"--"	"--"	"--"	"感"	"--"	"3.47"	"0.5"	"DORST"	"--"	"--"	"--"	"39.0"	"--"
"1493"	"Linaceae(亚麻科)"	"14"	"CALIF.NO.8"	"兼用"	"国外"	"97"	"4.10"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001614"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"37.0"	"29.80"	"--"	"I3B00562"	"--"	"河北坝上农科所"	"CALIFORNI"	"美国"	"兰"	"810"	"--"	"--"	"--"	"抗"	"--"	"6.81"	"0.5"	"CALIF.NO.8"	"--"	"--"	"--"	"55.0"	"--"
"1494"	"Linaceae(亚麻科)"	"15"	"BAY KOROL"	"油用"	"国外"	"102"	"3.70"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001615"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"34.0"	"30.50"	"--"	"I3B00563"	"--"	"河北坝上农科所"	"TURKEY"	"美国"	"兰"	"1033"	"--"	"--"	"--"	"抗"	"--"	"5.96"	"1.3"	"BAY KOROL"	"--"	"--"	"--"	"45.0"	"--"
"1495"	"Linaceae(亚麻科)"	"16"	"C.I.355×BISON"	"兼用"	"国外"	"92"	"5.20"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001616"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"35.0"	"18.40"	"--"	"I3B00564"	"--"	"河北坝上农科所"	"MONTANA"	"美国"	"兰"	"1035"	"--"	"--"	"--"	"感"	"--"	"5.90"	"0.8"	"C.I.355×BISON"	"--"	"--"	"--"	"57.0"	"--"
"1496"	"Linaceae(亚麻科)"	"17"	"C.I.355×BISON"	"兼用"	"国外"	"92"	"4.30"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001617"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"48.0"	"31.40"	"--"	"I3B00565"	"--"	"河北坝上农科所"	"MONTANA"	"美国"	"兰"	"1037"	"--"	"--"	"--"	"感"	"--"	"4.70"	"0.2"	"C.I.355×BISON"	"--"	"--"	"--"	"78.0"	"--"
"1497"	"Linaceae(亚麻科)"	"18"	"C.I.355×BISON"	"兼用"	"国外"	"92"	"2.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001618"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"39.0"	"24.70"	"--"	"I3B00566"	"--"	"河北坝上农科所"	"MONTANA"	"美国"	"兰"	"1040"	"--"	"--"	"--"	"抗"	"--"	"5.50"	"1.4"	"C.I.355×BISON"	"--"	"--"	"--"	"60.0"	"--"
"1498"	"Linaceae(亚麻科)"	"19"	"C.I.355×BISON"	"兼用"	"国外"	"100"	"4.80"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001619"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"44.0"	"29.40"	"--"	"I3B00567"	"--"	"河北坝上农科所"	"MONTANA"	"美国"	"兰"	"1042"	"--"	"--"	"--"	"抗"	"--"	"4.99"	"1.4"	"C.I.355×BISON"	"--"	"--"	"--"	"69.0"	"--"
"1499"	"Linaceae(亚麻科)"	"20"	"ARG.291×SMOKY GOLD"	"兼用"	"国外"	"101"	"3.80"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001620"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"34.0"	"36.00"	"--"	"I3B00568"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"兰"	"1047"	"--"	"--"	"--"	"抗"	"--"	"5.47"	"1.8"	"ARG.291×SMOKY GOLD"	"--"	"--"	"--"	"52.0"	"--"
"1500"	"Linaceae(亚麻科)"	"21"	"ARG404×BISON"	"兼用"	"国外"	"86"	"3.80"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001621"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"39.0"	"32.60"	"--"	"I3B00569"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"兰"	"1048"	"--"	"--"	"--"	"抗"	"--"	"5.75"	"0.8"	"ARG404×BISON"	"--"	"--"	"--"	"61.0"	"--"
"1501"	"Linaceae(亚麻科)"	"22"	"RIO×B GOLD×BVDA"	"兼用"	"国外"	"93"	"5.90"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001622"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"42.0"	"26.80"	"--"	"I3B00570"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"兰"	"1050"	"--"	"--"	"--"	"抗"	"--"	"6.14"	"1.8"	"RIO×B GOLD×BVDA"	"--"	"--"	"--"	"62.0"	"--"
"1502"	"Linaceae(亚麻科)"	"23"	"LIRAL MONARCH"	"兼用"	"国外"	"23"	"3.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001623"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"40.0"	"27.50"	"--"	"I3B00571"	"--"	"河北坝上农科所"	"OTTAWA"	"美国"	"兰"	"1060"	"--"	"--"	"--"	"抗"	"--"	"4.77"	"1.1"	"LIRAL MONARCH"	"--"	"--"	"--"	"65.0"	"--"
"1503"	"Linaceae(亚麻科)"	"24"	"RENEW×BISON"	"兼用"	"国外"	"24"	"3.70"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001624"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"30.0"	"24.50"	"--"	"I3B00572"	"--"	"河北坝上农科所"	"NROTH DAK"	"美国"	"兰"	"1069"	"--"	"--"	"--"	"抗"	"--"	"5.42"	"0.7"	"RENEW×BISON"	"--"	"--"	"--"	"55.0"	"--"
"1504"	"Linaceae(亚麻科)"	"25"	"SHEYENNE"	"兼用"	"国外"	"25"	"4.80"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001625"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"29.0"	"24.40"	"--"	"I3B00573"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"兰"	"1073"	"--"	"--"	"--"	"抗"	"--"	"5.15"	"--"	"SHEYENNE"	"--"	"--"	"--"	"53.0"	"--"
"1505"	"Linaceae(亚麻科)"	"26"	"MINN.II-36-P4"	"兼用"	"国外"	"26"	"4.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001626"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"33.0"	"18.80"	"--"	"I3B00574"	"--"	"河北坝上农科所"	"MINNESOTA"	"美国"	"兰"	"1080"	"--"	"--"	"--"	"抗"	"--"	"5.22"	"0.5"	"MINN.II-36-P4"	"--"	"--"	"--"	"61.0"	"--"
"1506"	"Linaceae(亚麻科)"	"27"	"BIRIO"	"兼用"	"国外"	"27"	"5.50"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001627"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"42.0"	"19.60"	"--"	"I3B00575"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"兰"	"1085"	"--"	"--"	"--"	"抗"	"--"	"6.19"	"0.7"	"BIRIO"	"--"	"--"	"--"	"58.0"	"--"
"1507"	"Linaceae(亚麻科)"	"28"	"SIBE×914"	"兼用"	"国外"	"28"	"2.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001628"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"48.0"	"16.80"	"--"	"I3B00576"	"--"	"河北坝上农科所"	"MONT ANA"	"美国"	"兰"	"1097"	"--"	"--"	"--"	"抗"	"--"	"7.19"	"0.4"	"SIBE×914"	"--"	"--"	"--"	"71.0"	"--"
"1508"	"Linaceae(亚麻科)"	"29"	"7167×40"	"油用"	"国外"	"29"	"3.10"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001629"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"22.0"	"31.80"	"--"	"I3B00577"	"--"	"河北坝上农科所"	"ARGENT INA"	"美国"	"兰"	"1105"	"--"	"--"	"--"	"抗"	"--"	"5.88"	"1.3"	"7167×40"	"--"	"--"	"--"	"38.0"	"--"
"1509"	"Linaceae(亚麻科)"	"30"	"AR"	"油用"	"国外"	"30"	"3.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001630"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"24.0"	"18.40"	"--"	"I3B00578"	"--"	"河北坝上农科所"	"URUGUAY"	"美国"	"兰"	"1110"	"--"	"--"	"--"	"抗"	"--"	"5.44"	"1.1"	"AR"	"--"	"--"	"--"	"39.0"	"--"
"1510"	"Linaceae(亚麻科)"	"31"	"NO.204"	"油用"	"国外"	"31"	"5.00"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001631"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"16.0"	"27.60"	"--"	"I3B00579"	"--"	"河北坝上农科所"	"URUGUAY"	"美国"	"兰"	"1111"	"--"	"--"	"--"	"抗"	"--"	"4.61"	"1.3"	"NO.204"	"--"	"--"	"--"	"33.0"	"--"
"1511"	"Linaceae(亚麻科)"	"32"	"CI980×REDSDNCII-41-5"	"油用"	"国外"	"32"	"2.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001632"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"16.0"	"24.00"	"--"	"I3B00580"	"--"	"河北坝上农科所"	"MINNESOTA"	"美国"	"兰"	"1118"	"--"	"--"	"--"	"感"	"--"	"4.47"	"1.3"	"CI980×REDSDNCII-41-5"	"--"	"--"	"--"	"37.0"	"--"
"1512"	"Linaceae(亚麻科)"	"33"	"BISON/JWS//1073"	"油用"	"国外"	"33"	"4.30"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001633"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"30.0"	"24.00"	"--"	"I3B00581"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"兰"	"1122"	"--"	"--"	"--"	"感"	"--"	"5.17"	"0.2"	"BISON/JWS//1073"	"--"	"--"	"--"	"55.0"	"--"
"1513"	"Linaceae(亚麻科)"	"34"	"VIKING×(BIS×RIO)W18-"	"油用"	"国外"	"34"	"4.00"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001634"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"27.0"	"17.40"	"--"	"I3B00582"	"--"	"河北坝上农科所"	"NROTH DAK"	"美国"	"兰"	"1125"	"--"	"--"	"--"	"抗"	"--"	"6.16"	"0.7"	"VIKING×(BIS×RIO)W18-"	"--"	"--"	"--"	"46.0"	"--"
"1514"	"Linaceae(亚麻科)"	"35"	"VICTORY SEL.3254"	"油用"	"国外"	"35"	"2.90"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001635"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"29.0"	"22.10"	"--"	"I3B00583"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"白"	"1137"	"--"	"--"	"--"	"抗"	"--"	"7.43"	"1.2"	"VICTORY SEL.3254"	"--"	"--"	"--"	"42.0"	"--"
"1515"	"Linaceae(亚麻科)"	"36"	"DAHLEM"	"油用"	"国外"	"36"	"3.20"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001636"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"27.0"	"18.10"	"--"	"I3B00584"	"--"	"河北坝上农科所"	"GERMANY"	"美国"	"兰"	"1145"	"--"	"--"	"--"	"抗"	"--"	"3.86"	"0.5"	"DAHLEM"	"--"	"--"	"--"	"56.0"	"--"
"1516"	"Linaceae(亚麻科)"	"37"	"MARITIME"	"油用"	"国外"	"37"	"5.30"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001637"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"21.0"	"29.50"	"--"	"I3B00585"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"兰"	"1152"	"--"	"--"	"--"	"感"	"--"	"6.30"	"2.5"	"MARITIME"	"--"	"--"	"--"	"32.0"	"--"
"1517"	"Linaceae(亚麻科)"	"38"	"BVDA×J.W.S"	"油用"	"国外"	"38"	"3.80"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001638"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"49.0"	"25.10"	"--"	"I3B00586"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"兰"	"1142"	"--"	"--"	"--"	"高抗"	"--"	"4.63"	"1.0"	"BVDA×J.W.S"	"--"	"--"	"--"	"69.0"	"--"
"1518"	"Linaceae(亚麻科)"	"39"	"ARGENTINE463×CI97"	"油用"	"国外"	"39"	"4.50"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001639"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"34.0"	"18.20"	"--"	"I3B00587"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"兰"	"1158"	"--"	"--"	"--"	"高抗"	"--"	"6.13"	"0.7"	"ARGENTINE463×CI97"	"--"	"--"	"--"	"52.0"	"--"
"1519"	"Linaceae(亚麻科)"	"40"	"(ARG191×BIS)×(VIKG×BILINDA)"	"兼用"	"国外"	"40"	"4.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001640"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"36.0"	"22.80"	"--"	"I3B00588"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"兰"	"1164"	"--"	"--"	"--"	"高抗"	"--"	"5.05"	"0.9"	"(ARG191×BIS)×(VIKG×BILINDA)"	"--"	"--"	"--"	"58.0"	"--"
"1520"	"Linaceae(亚麻科)"	"41"	"ARG.8C×B.GOLDEN"	"兼用"	"国外"	"41"	"3.50"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001641"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"32.0"	"16.80"	"--"	"I3B00589"	"--"	"河北坝上农科所"	"OTTAWA"	"美国"	"兰"	"1166"	"--"	"--"	"--"	"高抗"	"--"	"5.70"	"0.8"	"ARG.8C×B.GOLDEN"	"--"	"--"	"--"	"46.0"	"--"
"1521"	"Linaceae(亚麻科)"	"42"	"BURKE"	"兼用"	"国外"	"42"	"5.70"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001642"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"36.0"	"32.80"	"--"	"I3B00590"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"兰"	"1180"	"--"	"--"	"--"	"高抗"	"--"	"3.82"	"2.3"	"BURKE"	"--"	"--"	"--"	"58.0"	"--"
"1522"	"Linaceae(亚麻科)"	"43"	"CASS"	"油用"	"国外"	"43"	"7.00"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001643"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"20.0"	"19.20"	"--"	"I3B00591"	"--"	"河北坝上农科所"	"NROTH DAK"	"美国"	"兰"	"1182"	"--"	"--"	"--"	"高抗"	"--"	"5.57"	"1.1"	"CASS"	"--"	"--"	"--"	"32.0"	"--"
"1523"	"Linaceae(亚麻科)"	"44"	"MORYE/BISON"	"油用"	"国外"	"44"	"3.70"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001644"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"27.0"	"22.40"	"--"	"I3B00592"	"--"	"河北坝上农科所"	"NROTH DAK"	"美国"	"兰"	"1187"	"--"	"--"	"--"	"高抗"	"--"	"5.66"	"1.3"	"MORYE/BISON"	"--"	"--"	"--"	"42.0"	"--"
"1524"	"Linaceae(亚麻科)"	"45"	"MORYE 1 BISOH"	"油用"	"国外"	"86"	"3.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001645"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"27.0"	"16.80"	"--"	"I3B00593"	"--"	"河北坝上农科所"	"NORTH DAK"	"美国"	"兰"	"1189"	"--"	"--"	"--"	"抗"	"--"	"5.03"	"1.0"	"MORYE 1 BISOH"	"--"	"--"	"--"	"48.0"	"--"
"1525"	"Linaceae(亚麻科)"	"46"	"SORAV 65"	"油用"	"国外"	"95"	"3.10"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001646"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"28.0"	"24.20"	"--"	"I3B00594"	"--"	"河北坝上农科所"	"GERMANY"	"美国"	"兰"	"1144"	"--"	"--"	"--"	"抗"	"--"	"5.68"	"2.4"	"SORAV 65"	"--"	"--"	"--"	"42.0"	"--"
"1526"	"Linaceae(亚麻科)"	"47"	"PERGAMINA 6926-1"	"油用"	"国外"	"87"	"3.30"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001647"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"12.0"	"13.00"	"--"	"I3B00595"	"--"	"河北坝上农科所"	"ARGENT INA"	"美国"	"兰"	"1208"	"--"	"--"	"--"	"抗"	"--"	"5.05"	"1.7"	"PERGAMINA 6926-1"	"--"	"--"	"--"	"35.0"	"--"
"1527"	"Linaceae(亚麻科)"	"48"	"BVCK 113 10500/46"	"油用"	"国外"	"87"	"4.10"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001648"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"33.0"	"21.60"	"--"	"I3B00596"	"--"	"河北坝上农科所"	"ARGENT INA"	"美国"	"兰"	"1216"	"--"	"--"	"--"	"感"	"--"	"6.26"	"1.0"	"BVCK 113 10500/46"	"--"	"--"	"--"	"47.0"	"--"
"1528"	"Linaceae(亚麻科)"	"49"	"BENV.REAL"	"油用"	"国外"	"82"	"3.60"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001649"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"33.0"	"19.20"	"--"	"I3B00597"	"--"	"河北坝上农科所"	"ARGENT INA"	"美国"	"兰"	"1219"	"--"	"--"	"--"	"抗"	"--"	"5.63"	"0.7"	"BENV.REAL"	"--"	"--"	"--"	"48.0"	"--"
"1529"	"Linaceae(亚麻科)"	"50"	"10383/46"	"油用"	"国外"	"94"	"3.70"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001650"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"16.0"	"20.30"	"--"	"I3B00598"	"--"	"河北坝上农科所"	"ARGENT INA"	"美国"	"白"	"1221"	"--"	"--"	"--"	"感"	"--"	"4.90"	"0.7"	"10383/46"	"--"	"--"	"--"	"32.0"	"--"
"1530"	"Linaceae(亚麻科)"	"51"	"10382/46"	"油用"	"国外"	"86"	"5.00"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001651"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"27.0"	"21.50"	"--"	"I3B00599"	"--"	"河北坝上农科所"	"ARGENT INA"	"美国"	"兰"	"1220"	"--"	"--"	"--"	"抗"	"--"	"5.85"	"1.8"	"10382/46"	"--"	"--"	"--"	"41.0"	"--"
"1531"	"Linaceae(亚麻科)"	"52"	"10385/46"	"油用"	"国外"	"77"	"3.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001652"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"24.0"	"18.30"	"--"	"I3B00600"	"--"	"河北坝上农科所"	"ARGENT INA"	"美国"	"白"	"1223"	"--"	"--"	"--"	"感"	"--"	"4.02"	"1.3"	"10385/46"	"--"	"--"	"--"	"33.0"	"--"
"1532"	"Linaceae(亚麻科)"	"53"	"10392/46"	"油用"	"国外"	"83"	"2.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001653"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"24.0"	"18.10"	"--"	"I3B00601"	"--"	"河北坝上农科所"	"ARGENT INA"	"美国"	"白"	"1230"	"--"	"--"	"--"	"抗"	"--"	"5.08"	"1.7"	"10392/46"	"--"	"--"	"--"	"38.0"	"--"
"1533"	"Linaceae(亚麻科)"	"54"	"10397/46"	"油用"	"国外"	"95"	"3.40"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001654"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"淡褐"	"21.0"	"24.20"	"--"	"I3B00602"	"--"	"河北坝上农科所"	"ARGENT INA"	"美国"	"兰"	"1235"	"--"	"--"	"--"	"抗"	"--"	"6.21"	"2.3"	"10397/46"	"--"	"--"	"--"	"35.0"	"--"
"1534"	"Linaceae(亚麻科)"	"55"	"10401/46"	"油用"	"国外"	"91"	"3.00"	"--"	"--"	"--"	"--"	"Linum usitatissimum L.(亚麻)"	"00001655"	"--"	"--"	"Linum(亚麻属)"	"--"	"--"	"--"	"褐"	"28.0"	"14.90"	"--"	"I3B00603"	"--"	"河北坝上农科所"	"ARGENT INA"	"美国"	"白"	"1239"	"--"	"--"	"--"	"抗"	"--"	"5.67"	"1.6"	"10401/46"	"--"	"--"	"--"	"48.0"	"--"
