"id"	"熟性"	"科名"	"品质"	"品种名称"	"小裂片对数"	"叶面蜡粉"	"叶面"	"株幅"	"收获期"	"开展度"	"省"	"叶裂刻"	"定植期"	"耐寒性"	"叶缘"	"肉质"	"单产"	"播种期"	"属名"	"统一编号"	"芥辣味"	"叶柄宽"	"学名"	"抗逆性"	"叶柄厚"	"繁种单位"	"生长期"	"叶柄色"	"耐旱性"	"株型"	"叶色"	"叶面刺毛"	"抗虫性"	"叶形"	"耐涝性"	"叶柄长"	"贮藏性"	"叶柄特征"	"备注"	"叶长"	"抗病性"	"结球性"	"叶宽"	"单株重"	"单位编号"	"译名"	"品种来源"	"用途"	"耐热性"	"栽培时期"	"种子千粒重"	"株高"	"分蘖性"	"叶翼"	"种质库编号"
"99"	"极晚"	"Cruciferae(十字花科)"	"上"	"鸡冠花辣菜"	"3-"	"中"	"多皱"	"--"	"4下-5中"	"--"	"陕西"	"深裂"	"3中-4中"	"强"	"深齿"	"--"	"45000"	"2下-3中"	"Brassica(芸薹属)"	"V03A0510"	"浓"	"1.1"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"--"	"陕西农科院蔬菜所"	"--"	"白绿"	"强"	"半开展"	"绿"	"中"	"强"	"披针"	"强"	"10.0"	"强"	"扁圆"	"--"	"49.0"	"强"	"不结球"	"15.0"	"750.0"	"6a-94"	"JI GUAN HUA LA CAI"	"陕西汉中市"	"腌制"	"强"	"--"	"2.2"	"60.0"	"强"	"有"	"Ⅱ3A0655"
"100"	"中晚"	"Cruciferae(十字花科)"	"上"	"南召春不老"	"--"	"--"	"稍皱"	"--"	"9中"	"--"	"河南"	"深裂"	"--"	"强"	"深齿"	"--"	"22500"	"8下"	"Brassica(芸薹属)"	"V03A0511"	"--"	"0.7"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"1.3"	"河南农科院园艺所"	"--"	"白绿"	"中"	"半直立"	"绿"	"中"	"--"	"长椭圆"	"弱"	"13.0"	"强"	"圆"	"--"	"30.5"	"--"	"不结球"	"11.0"	"--"	"3B0041"	"NAN ZHAO CHUN BU LAO"	"河南南召县"	"腌制"	"弱"	"--"	"--"	"49.0"	"中"	"--"	"Ⅱ3A0656"
"101"	"中早"	"Cruciferae(十字花科)"	"中"	"鸡毛芥菜"	"--"	"少"	"稍皱"	"25x20"	"3下-4上"	"--"	"浙江"	"浅裂"	"10上-11上"	"强"	"浅锯齿"	"--"	"45000"	"9上-10上"	"Brassica(芸薹属)"	"V03A0512"	"中"	"3.0"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"2.5"	"浙江农科院园艺所"	"--"	"浅绿"	"中"	"半开展"	"深绿"	"少"	"中"	"披针"	"弱"	"10.0"	"中"	"扁圆"	"--"	"25.0"	"中"	"不结球"	"8.0"	"550.0"	"08030"	"JI MAO JIE CAI"	"浙江象山县"	"腌制"	"弱"	"--"	"--"	"30.0"	"中"	"无"	"Ⅱ3A0646"
"102"	"中"	"Cruciferae(十字花科)"	"中"	"雪里蕻"	"2"	"无"	"稍皱"	"23x23"	"10上"	"--"	"辽宁"	"浅裂"	"--"	"中"	"浅锯齿"	"--"	"21000"	"8下"	"Brassica(芸薹属)"	"V03A0517"	"淡"	"0.5"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"0.5"	"辽宁农科院园艺所"	"--"	"浅绿"	"中"	"直立"	"深绿"	"无"	"强"	"卵圆"	"中"	"11.5"	"中"	"圆"	"--"	"23.5"	"强"	"不结球"	"10.5"	"40.0"	"3CA4"	"XUE LI HONG"	"辽宁引自西德"	"腌制"	"中"	"--"	"1.5"	"42.0"	"中"	"有"	"Ⅱ3A0624"
"103"	"中"	"Cruciferae(十字花科)"	"中"	"雪里蕻"	"1"	"无"	"稍皱"	"23x23"	"10上"	"--"	"辽宁"	"浅裂"	"--"	"中"	"浅锯齿"	"--"	"21000"	"8下"	"Brassica(芸薹属)"	"V03A0518"	"淡"	"0.4"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"0.6"	"辽宁农科院园艺所"	"--"	"浅绿"	"中"	"直立"	"深绿"	"少"	"强"	"卵圆"	"中"	"13.0"	"中"	"圆"	"--"	"23.0"	"强"	"不结球"	"11.5"	"50.0"	"3CA5"	"XUE LI HONG"	"辽宁引自西德"	"腌制"	"中"	"--"	"1.5"	"27.0"	"--"	"有"	"Ⅱ3A0623"
"104"	"中"	"Cruciferae(十字花科)"	"中"	"闽侯圆管芥菜"	"3"	"--"	"稍皱"	"66x70"	"10下-4中"	"--"	"福建"	"浅裂"	"8上-11上"	"强"	"全缘"	"--"	"35000"	"7中-10中"	"Brassica(芸薹属)"	"V03A0519"	"浓"	"2.0"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"1.3"	"福州市蔬菜科研所"	"--"	"--"	"强"	"半开展"	"淡绿"	"少"	"中"	"长椭圆"	"中"	"12.0"	"强"	"宽厚"	"--"	"66.0"	"抗霜霉病强"	"不结球"	"23.0"	"1600.0"	"91-Ki-60"	"MIN HOU YUAN GUAN JIE CAI"	"福建闽侯县"	"熟食"	"中"	"--"	"--"	"75.0"	"中"	"有"	"Ⅱ3A0575"
"105"	"中晚"	"Cruciferae(十字花科)"	"上"	"同安紫叶芥"	"3"	"少"	"稍皱"	"70x75"	"9上-4中"	"--"	"福建"	"无裂刻"	"8上-11中"	"强"	"全缘"	"--"	"52500"	"7中-10下"	"Brassica(芸薹属)"	"V03A0520"	"浓"	"2.0"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"1.3"	"福州市蔬菜科研所"	"--"	"浅绿"	"中"	"半直立"	"紫"	"少"	"抗虫害强"	"长椭圆"	"弱"	"19.0"	"中"	"宽厚"	"--"	"68.0"	"抗霜霉病强"	"不结球"	"38.0"	"1900.0"	"92-Ki-37"	"TONG AN ZI YE JIE"	"福建厦门市"	"熟食"	"强"	"--"	"--"	"75.0"	"中"	"有"	"Ⅱ3A0590"
"106"	"中晚"	"Cruciferae(十字花科)"	"上"	"柘荣圆厚枇芥"	"3"	"少"	"稍皱"	"70x80"	"11上-5上"	"--"	"福建"	"无裂刻"	"8下-10下"	"强"	"全缘"	"--"	"37500"	"8上-10上"	"Brassica(芸薹属)"	"V03A0521"	"浓"	"2.0"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"1.2"	"福州市蔬菜科研所"	"--"	"白绿"	"--"	"半直立"	"黄绿"	"--"	"抗蚜虫弱"	"长椭圆"	"--"	"18.0"	"--"	"宽厚"	"--"	"40.0"	"抗霜霉病、病"	"不结球"	"24.0"	"1700.0"	"92-Ki-39"	"ZHE RONG YUAN HOU PI JIE"	"福建柘荣县"	"熟食"	"强"	"--"	"--"	"45.0"	"中"	"有"	"Ⅱ3A0593"
"107"	"中"	"Cruciferae(十字花科)"	"上"	"粉干青菜"	"--"	"--"	"稍皱"	"61x55"	"12上"	"--"	"云南"	"--"	"--"	"中"	"浅锯齿"	"--"	"63750"	"9下"	"Brassica(芸薹属)"	"V03A0527"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"--"	"云南农科院园艺所"	"--"	"--"	"中"	"--"	"深绿"	"--"	"强"	"倒卵"	"--"	"--"	"--"	"圆"	"--"	"--"	"强"	"--"	"--"	"1600.0"	"79#"	"FEN GAN QING CAI"	"云南易门县"	"熟食"	"中"	"--"	"--"	"53.0"	"中"	"--"	"Ⅱ3A0640"
"108"	"中晚"	"Cruciferae(十字花科)"	"上"	"卷心青菜"	"1-"	"无"	"皱缩"	"72x68"	"2-3"	"--"	"四川"	"浅裂"	"10"	"强"	"波状"	"--"	"60000"	"9"	"Brassica(芸薹属)"	"V03A0530"	"中"	"8.1"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"1.1"	"成都市第一农科所"	"--"	"白绿"	"中"	"半直立"	"绿"	"无"	"--"	"卵圆"	"弱"	"9.4"	"中"	"扁圆"	"--"	"48.0"	"--"	"不结球"	"44.0"	"1500.0"	"B3-116"	"JUAN XIN QING CAI"	"四川成都市"	"熟食"	"弱"	"--"	"1.1"	"54.0"	"弱"	"无"	"Ⅱ3A0605"
"109"	"中晚"	"Cruciferae(十字花科)"	"上"	"雪里蕻"	"--"	"无"	"稍皱"	"--"	"3中"	"--"	"湖北"	"全裂"	"11上"	"强"	"深齿"	"--"	"52500"	"10上"	"Brassica(芸薹属)"	"V03A0532"	"淡"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"--"	"华中农业大学"	"--"	"白绿"	"弱"	"半直立"	"绿"	"少"	"抗蚜虫中"	"碎叶"	"中"	"--"	"强"	"圆"	"--"	"--"	"抗病毒病中"	"不结球"	"--"	"550.0"	"Ⅲ0401005"	"XUE LI HONG"	"湖北长阳县"	"腌制"	"中"	"--"	"1.1"	"50.0"	"中"	"--"	"Ⅱ3A0667"
"110"	"中晚"	"Cruciferae(十字花科)"	"--"	"获嘉雪里蕻"	"--"	"中"	"稍皱"	"--"	"11下"	"--"	"河南"	"深裂"	"--"	"中"	"波状"	"--"	"75000"	"8上"	"Brassica(芸薹属)"	"V03A0562"	"淡"	"0.8"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"0.7"	"河南农科院园艺所"	"--"	"浅绿"	"强"	"半直立"	"绿"	"少"	"--"	"长椭圆"	"弱"	"17.6"	"中"	"扁圆"	"--"	"24.5"	"--"	"不结球"	"11.6"	"--"	"3B0059"	"HUO JIA XUE LI HONG"	"河南获嘉县"	"腌制"	"中"	"--"	"--"	"54.5"	"弱"	"有"	"Ⅱ3A0827"
"111"	"晚"	"Cruciferae(十字花科)"	"中"	"雪里蕻"	"2-"	"无"	"稍皱"	"60x50"	"9下"	"--"	"新疆"	"浅裂"	"--"	"强"	"浅锯齿"	"--"	"33330"	"7中"	"Brassica(芸薹属)"	"V03A0563"	"浓"	"0.9"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"0.7"	"新疆农科院园艺所"	"--"	"绿"	"强"	"半开展"	"深绿"	"少"	"强"	"倒卵"	"强"	"16.0"	"中"	"圆"	"--"	"39.0"	"强"	"不结球"	"16.0"	"150.0"	"91-273"	"XUE LI HONG"	"新疆塔城市"	"腌制"	"强"	"--"	"4.5"	"48.0"	"弱"	"有"	"Ⅱ3A0621"
"112"	"中"	"Cruciferae(十字花科)"	"下"	"百脑芥"	"--"	"无"	"稍皱"	"50x50"	"12中"	"--"	"浙江"	"--"	"10中"	"强"	"浅锯齿"	"--"	"67500"	"9中"	"Brassica(芸薹属)"	"V03A0564"	"中"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"--"	"浙江农科院园艺所"	"--"	"浅绿"	"中"	"半直立"	"深绿"	"无"	"强"	"披针"	"中"	"10.0"	"中"	"半圆"	"--"	"15.0"	"抗病毒病弱"	"不结球"	"10.0"	"1500.0"	"08032"	"BAI NAO JIE"	"浙江绍兴市"	"腌制"	"弱"	"--"	"--"	"35.0"	"强"	"有"	"Ⅱ3A0788"
"113"	"早"	"Cruciferae(十字花科)"	"上"	"优质芥菜"	"--"	"无"	"稍皱"	"25x20"	"5-10"	"--"	"广东"	"无裂刻"	"--"	"中"	"浅锯齿"	"--"	"15000"	"4-9"	"Brassica(芸薹属)"	"V03A0565"	"淡"	"2.0"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"0.6"	"广东农科院经作所"	"--"	"浅绿"	"弱"	"直立"	"淡绿"	"无"	"--"	"长椭圆"	"弱"	"7.0"	"差"	"宽厚"	"--"	"15.0"	"--"	"不结球"	"9.0"	"50.0"	"G9-62"	"YOU ZHI JIE CAI"	"广东番禺市"	"熟食"	"强"	"--"	"2.1"	"23.0"	"弱"	"无"	"Ⅱ3A0797"
"114"	"中"	"Cruciferae(十字花科)"	"中"	"圆骨芥菜"	"4"	"无"	"平滑"	"10x10"	"37天"	"--"	"广东"	"无裂刻"	"--"	"弱"	"全缘"	"--"	"18750"	"2-8"	"Brassica(芸薹属)"	"V03A0566"	"中"	"5.0"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"2.0"	"广东农科院经作所"	"--"	"绿"	"弱"	"直立"	"绿"	"无"	"中"	"卵圆"	"弱"	"4.0"	"差"	"细窄"	"--"	"19.0"	"中"	"不结球"	"10.0"	"25.0"	"G9-66"	"YUAN GU JIE CAI"	"广东增城县"	"熟食"	"中"	"--"	"2.0"	"30.0"	"弱"	"无"	"Ⅱ3A0659"
"115"	"中早"	"Cruciferae(十字花科)"	"上"	"大蔸青菜"	"--"	"少"	"多皱"	"45x50"	"11"	"--"	"湖南"	"无裂刻"	"9下"	"强"	"全缘"	"--"	"30000"	"9上"	"Brassica(芸薹属)"	"V03A0572"	"中"	"4.0"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"0.7"	"湖南农科院蔬菜所"	"--"	"白绿"	"弱"	"半开展"	"黄绿"	"无"	"弱"	"卵圆"	"--"	"12.0"	"强"	"宽厚"	"--"	"30.0"	"强"	"不结球"	"25.0"	"950.0"	"3-A14"	"DA DOU QING CAI"	"湖南沅江县"	"熟食"	"中"	"--"	"0.6"	"35.0"	"弱"	"有"	"Ⅱ3A0597"
"116"	"中晚"	"Cruciferae(十字花科)"	"--"	"芥菜"	"--"	"无"	"--"	"50x60"	"1-2"	"--"	"广西"	"无裂刻"	"11上"	"强"	"波状"	"--"	"55000"	"10上"	"Brassica(芸薹属)"	"V03A0573"	"淡"	"3.0"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"0.3"	"广西农科院园艺所"	"--"	"浅绿"	"弱"	"--"	"绿"	"无"	"--"	"倒卵"	"--"	"2.0"	"强"	"扁薄"	"--"	"50.0"	"--"	"不结球"	"23.0"	"750.0"	"203A360"	"JIE CAI"	"广西玉林市"	"熟食"	"弱"	"--"	"1.2"	"40.0"	"--"	"有"	"Ⅱ3A0782"
"117"	"中晚"	"Cruciferae(十字花科)"	"上"	"扁壳芥菜"	"7"	"无"	"皱缩"	"60x65"	"1-2"	"--"	"广西"	"无裂刻"	"11上"	"强"	"波状"	"--"	"60000"	"10上"	"Brassica(芸薹属)"	"V03A0574"	"淡"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"--"	"广西农科院园艺所"	"--"	"白绿"	"弱"	"半直立"	"绿"	"无"	"--"	"倒卵"	"--"	"--"	"强"	"宽厚"	"--"	"43.0"	"--"	"不结球"	"19.0"	"2000.0"	"203A362"	"BIAN KE JIE CAI"	"广西南宁市郊"	"熟食"	"弱"	"--"	"1.5"	"50.0"	"弱"	"有"	"Ⅱ3A0783"
"118"	"中"	"Cruciferae(十字花科)"	"中"	"凤尾芥菜"	"--"	"无"	"--"	"60x55"	"11"	"--"	"广西"	"浅裂"	"10"	"中"	"深齿"	"--"	"30000"	"9"	"Brassica(芸薹属)"	"V03A0575"	"中"	"1.5"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"1.5"	"广西农科院园艺所"	"--"	"浅绿"	"弱"	"开展"	"绿"	"无"	"--"	"倒卵"	"--"	"2.5"	"中"	"细窄"	"--"	"45.0"	"--"	"不结球"	"22.0"	"500.0"	"203A381"	"FENG WEI JIE CAI"	"广西博白县"	"熟食"	"弱"	"--"	"2.0"	"27.0"	"弱"	"无"	"Ⅱ3A0803"
"119"	"--"	"Cruciferae(十字花科)"	"上"	"青菜"	"--"	"--"	"多皱"	"51x42"	"12上-1上"	"--"	"云南"	"--"	"--"	"--"	"--"	"--"	"24000"	"9上-1下"	"Brassica(芸薹属)"	"V03A0576"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"--"	"云南农科院园艺所"	"--"	"绿"	"--"	"--"	"深绿"	"--"	"弱"	"--"	"--"	"--"	"--"	"宽厚"	"--"	"--"	"中"	"--"	"--"	"600.0"	"4#"	"QING CAI"	"云南"	"熟食"	"中"	"--"	"--"	"23.0"	"中"	"--"	"Ⅱ3A0578"
"120"	"中"	"Cruciferae(十字花科)"	"--"	"本地红青菜"	"--"	"--"	"多皱"	"77.3"	"1上"	"--"	"云南"	"深裂"	"--"	"--"	"--"	"--"	"50250"	"9下"	"Brassica(芸薹属)"	"V03A0584"	"淡"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"--"	"云南农科院园艺所"	"--"	"--"	"--"	"--"	"紫绿"	"--"	"--"	"长椭圆"	"强"	"--"	"--"	"宽厚"	"--"	"--"	"抗花叶病毒强"	"--"	"--"	"134.0"	"52#"	"BEN DI HONG QING CAI"	"云南普洱县"	"熟食"	"强"	"--"	"--"	"37.2"	"弱"	"--"	"Ⅱ3A0586"
"121"	"中"	"Cruciferae(十字花科)"	"--"	"扁杆青菜"	"--"	"少"	"多皱"	"50.6x46"	"12下"	"--"	"云南"	"浅裂"	"--"	"--"	"--"	"--"	"36000"	"9下"	"Brassica(芸薹属)"	"V03A0585"	"--"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"--"	"云南农科院园艺所"	"--"	"浅绿"	"--"	"半直立"	"绿"	"少"	"--"	"长椭圆"	"--"	"--"	"--"	"宽厚"	"--"	"--"	"抗花叶病毒强"	"不结球"	"--"	"700.0"	"68#"	"BIAN GAN QING CAI"	"云南个旧市"	"熟食"	"--"	"--"	"--"	"28.2"	"弱"	"--"	"Ⅱ3A0644"
"122"	"中"	"Cruciferae(十字花科)"	"中"	"宽杆青菜"	"--"	"无"	"多皱"	"39x36"	"12中"	"--"	"贵州"	"无裂刻"	"9上"	"--"	"全缘"	"--"	"41000"	"8上"	"Brassica(芸薹属)"	"V03A0586"	"中"	"5.4"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"0.7"	"贵州农科院园艺所"	"--"	"绿"	"--"	"半开展"	"绿"	"少"	"--"	"卵圆"	"--"	"4.0"	"--"	"宽厚"	"--"	"33.5"	"--"	"不结球"	"24.0"	"500.0"	"3-A-22-17"	"KUAN GAN QING CAI"	"贵州清镇县"	"熟食"	"--"	"--"	"5.1"	"15.0"	"强"	"--"	"Ⅱ3A0802"
"123"	"中"	"Cruciferae(十字花科)"	"中"	"本地青菜"	"--"	"无"	"皱缩"	"56x60"	"1"	"--"	"贵州"	"--"	"10上"	"中"	"浅锯齿"	"--"	"--"	"9上"	"Brassica(芸薹属)"	"V03A0587"	"中"	"2.2"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"1.0"	"贵州农科院园艺所"	"--"	"白绿"	"中"	"半开展"	"淡绿"	"无"	"中"	"披针"	"中"	"5.0"	"强"	"宽厚"	"--"	"45.5"	"中"	"不结球"	"40.8"	"2750.0"	"3-A-22-90"	"BEN DI QING CAI"	"贵州关岭县"	"熟食"	"中"	"--"	"--"	"78.0"	"强"	"有"	"Ⅱ3A0821"
"124"	"中"	"Cruciferae(十字花科)"	"上"	"沙锅底青菜"	"--"	"无"	"皱缩"	"60x60"	"3"	"--"	"四川"	"无裂刻"	"10"	"强"	"浅锯齿"	"--"	"45000"	"9"	"Brassica(芸薹属)"	"V03A0588"	"淡"	"12.0"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"1.0"	"成都市第一农科所"	"--"	"浅绿"	"中"	"半开展"	"绿"	"少"	"--"	"卵圆"	"中"	"15.0"	"中"	"宽厚"	"--"	"15.0"	"--"	"--"	"45.0"	"2000.0"	"B3-015"	"SHA GUO DI QING CAI"	"四川温江县"	"熟食"	"弱"	"--"	"1.0"	"50.0"	"弱"	"无"	"Ⅱ3A0790"
"125"	"早"	"Cruciferae(十字花科)"	"中"	"Huang Brand"	"3"	"--"	"稍皱"	"40x42"	"9中"	"--"	"国外"	"深裂"	"--"	"中"	"浅锯齿"	"--"	"27600"	"8中"	"Brassica(芸薹属)"	"V03A0624"	"中"	"0.7"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"0.4"	"中国农科院蔬菜所"	"--"	"绿"	"中"	"半开展"	"绿"	"中"	"抗蚜虫强"	"倒卵"	"中"	"5.0"	"中"	"扁圆"	"--"	"24.3"	"抗病毒病强"	"不结球"	"11.2"	"115.0"	"G57"	"Huang Brand"	"中蔬引自朝鲜"	"腌制"	"强"	"--"	"1.2"	"25.0"	"弱"	"有"	"Ⅱ3A0800"
"126"	"早"	"Cruciferae(十字花科)"	"上"	"Yellow Leaf"	"3"	"少"	"稍皱"	"45x46"	"9上"	"--"	"国外"	"深裂"	"--"	"强"	"浅锯齿"	"--"	"35000"	"8中"	"Brassica(芸薹属)"	"V03A0625"	"中"	"0.9"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"0.8"	"中国农科院蔬菜所"	"--"	"绿"	"中"	"半直立"	"绿"	"少"	"抗蚜虫中"	"卵圆"	"中"	"4.0"	"中"	"扁圆"	"--"	"30.0"	"抗病毒病中"	"不结球"	"14.0"	"280.0"	"G58"	"Yellow Leaf"	"中蔬引自朝鲜"	"腌制"	"中"	"--"	"1.3"	"35.0"	"中"	"有"	"Ⅱ3A0801"
"127"	"中"	"Cruciferae(十字花科)"	"中"	"福州本地田菜"	"--"	"--"	"稍皱"	"80x75"	"2中"	"--"	"福建"	"无裂刻"	"10上中"	"强"	"全缘"	"--"	"41500"	"9中-10上"	"Brassica(芸薹属)"	"V03A0629"	"--"	"2.4"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"1.6"	"福州市蔬菜科研所"	"--"	"白绿"	"强"	"半直立"	"--"	"无"	"抗蚜虫强"	"倒卵"	"弱"	"6.0"	"中"	"宽厚"	"--"	"69.0"	"抗霜霉病强"	"不结球"	"36.5"	"2250.0"	"92-KI-16"	"FU ZHOU BEN DI TIAN CAI"	"福建福州市郊"	"熟食"	"弱"	"--"	"2.3"	"75.0"	"中"	"有"	"Ⅱ3A0606"
"128"	"中早"	"Cruciferae(十字花科)"	"上"	"焊莲菜"	"1"	"--"	"稍皱"	"25x30"	"3中-12中"	"--"	"福建"	"--"	"--"	"强"	"浅锯齿"	"--"	"13500"	"2中-12上"	"Brassica(芸薹属)"	"V03A0630"	"--"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"0.2"	"福州市蔬菜科研所"	"--"	"绿"	"强"	"半开展"	"--"	"无"	"强"	"--"	"中"	"2.0"	"中"	"--"	"野生蔬菜"	"5.0"	"强"	"不结球"	"--"	"30.0"	"93-ki-59"	"HAN LIAN CAI"	"福建福州市"	"熟食"	"中"	"--"	"--"	"20.0"	"强"	"--"	"Ⅱ3A0786"
"129"	"中"	"Cruciferae(十字花科)"	"中"	"芥菜"	"2"	"无"	"稍皱"	"44x50"	"11中"	"--"	"湖北"	"--"	"9中"	"强"	"波状"	"--"	"50000"	"8下"	"Brassica(芸薹属)"	"V03A0631"	"中"	"0.8"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"0.6"	"湖北农科院经作所"	"--"	"浅绿"	"强"	"半直立"	"微紫"	"少"	"强"	"倒卵"	"中"	"23.0"	"中"	"扁圆"	"--"	"30.0"	"强"	"--"	"8.0"	"--"	"Ⅱ3A0022"	"JIE CAI"	"湖北经作所"	"腌制"	"中"	"--"	"--"	"54.0"	"弱"	"无"	"Ⅱ3A0831"
"130"	"中"	"Cruciferae(十字花科)"	"中"	"芥菜"	"3"	"无"	"稍皱"	"43x45"	"11中"	"--"	"湖北"	"无裂刻"	"9中"	"强"	"波状"	"--"	"50000"	"8下"	"Brassica(芸薹属)"	"V03A0632"	"中"	"0.6"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"0.5"	"湖北农科院经作所"	"--"	"浅绿"	"强"	"半直立"	"深绿"	"少"	"强"	"倒卵"	"中"	"21.0"	"中"	"扁圆"	"--"	"28.0"	"强"	"--"	"--"	"--"	"Ⅱ3A0023"	"JIE CAI"	"湖北经作所"	"腌制"	"中"	"--"	"--"	"52.0"	"弱"	"无"	"Ⅱ3A0832"
"131"	"中晚"	"Cruciferae(十字花科)"	"中"	"黑油青菜"	"--"	"少"	"稍皱"	"45x40"	"11-3"	"--"	"湖北"	"浅裂"	"9-11"	"中"	"浅锯齿"	"--"	"30000"	"8-10"	"Brassica(芸薹属)"	"V03A0633"	"浓"	"--"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"--"	"华中农业大学"	"--"	"浅绿"	"--"	"半开展"	"淡绿"	"少"	"--"	"卵圆"	"--"	"--"	"--"	"扁圆"	"--"	"40.0"	"--"	"不结球"	"25.0"	"--"	"Ⅲ0401001"	"HEI YOU QING CAI"	"湖北神农架林区"	"腌制"	"--"	"--"	"1.0"	"35.0"	"中"	"--"	"Ⅱ3A0847"
"132"	"中早"	"Cruciferae(十字花科)"	"上"	"繁昌芥菜"	"3"	"无"	"稍皱"	"34x28"	"12上"	"--"	"安徽"	"深裂"	"11上"	"强"	"浅锯齿"	"--"	"75000"	"9中"	"Brassica(芸薹属)"	"V03A0684"	"浓"	"1.1"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"0.7"	"安徽农科院园艺所"	"--"	"浅绿"	"强"	"半开展"	"深绿"	"无"	"--"	"披针"	"中"	"9.0"	"中"	"圆"	"--"	"19.0"	"--"	"不结球"	"14.0"	"240.0"	"Bj12(92)"	"FAN CHANG JIE CAI"	"安徽繁昌县"	"腌制"	"弱"	"--"	"1.2"	"22.0"	"弱"	"有"	"Ⅱ3A0784"
"133"	"中晚"	"Cruciferae(十字花科)"	"--"	"大叶带头青"	"--"	"无"	"多皱"	"60x80"	"11-12"	"--"	"湖南"	"浅裂"	"9下-10中"	"强"	"波状"	"--"	"--"	"8下-9下"	"Brassica(芸薹属)"	"V03A0685"	"中"	"6.0"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"0.7"	"湖南农科院蔬菜所"	"--"	"浅绿"	"强"	"半直立"	"深绿"	"无"	"强"	"长椭圆"	"--"	"14.0"	"--"	"宽厚"	"--"	"60.0"	"强"	"不结球"	"30.0"	"1850.0"	"3-A03"	"DA YE DAI TOU QING"	"湖南株州市"	"熟食"	"强"	"--"	"1.4"	"52.0"	"强"	"有"	"Ⅱ3A0544"
"134"	"中早"	"Cruciferae(十字花科)"	"中"	"大叶芥"	"--"	"--"	"稍皱"	"40x45"	"11-3"	"--"	"湖北"	"浅裂"	"--"	"中"	"浅锯齿"	"--"	"63000"	"8-10"	"Brassica(芸薹属)"	"V03A0686"	"--"	"1.3"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"0.7"	"华中农业大学"	"--"	"浅绿"	"中"	"半直立"	"绿"	"少"	"强"	"披针"	"中"	"12.0"	"中"	"宽厚"	"--"	"38.0"	"强"	"不结球"	"15.0"	"--"	"Ⅲ0401004"	"DA YE JIE"	"湖北竹溪"	"腌制"	"中"	"--"	"1.5"	"40.0"	"中"	"--"	"Ⅱ3A0759"
"135"	"中"	"Cruciferae(十字花科)"	"中"	"日本厚枇芥菜"	"4"	"少"	"稍皱"	"90x100"	"11下-3上"	"--"	"福建"	"--"	"8下-10下"	"中"	"全缘"	"--"	"37500"	"8上-10上"	"Brassica(芸薹属)"	"V03A0687"	"浓"	"2.0"	"Brassica juncea var. foliosa Bailey(叶芥菜)"	"--"	"--"	"福州市蔬菜科研所"	"--"	"浅绿"	"强"	"半直立"	"--"	"无"	"抗各种虫害强"	"长椭圆"	"中"	"0.9"	"中"	"宽厚"	"--"	"70.0"	"抗霜霉病强"	"不结球"	"21.0"	"--"	"91-KI-65"	"RI BEN HOU PI JIE CAI"	"福建引进"	"熟食"	"强"	"--"	"--"	"65.0"	"中"	"有"	"Ⅱ3A0566"
