"id"	"胶乳颜色"	"三小叶间距"	"生长快慢"	"叶片形状"	"侧脉胶"	"叶基"	"学名"	"科名"	"属名"	"小叶柄长度"	"物候落叶"	"省"	"叶缘形状"	"产量高低B"	"产量高低A"	"染色体数"	"落叶早晚"	"胶值比"	"物候抽芽"	"蜜腺形态"	"原产地"	"茎围比"	"统一编号"	"种质名称"	"大叶枕"	"抽芽早晚"
"1855"	"白"	"分离"	"快"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"中等"	"低"	"36"	"中"	"59.7"	"4月上旬"	"平"	"巴西"	"130.6"	"XJA04126"	"RO/C/9 23/308"	"无"	"晚"
"1856"	"黄"	"分离"	"较快"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"中等"	"较低"	"36"	"早"	"63.0"	"2月上旬"	"微突"	"巴西"	"111.8"	"XJA04127"	"RO/C/9 23/310"	"浅"	"早"
"1857"	"白"	"分离"	"较快"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"低"	"低"	"36"	"中"	"41.0"	"3月中旬"	"平"	"巴西"	"112.4"	"XJA04128"	"RO/C/9 23/313"	"浅"	"中"
"1858"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"14.1"	"3月中旬"	"平"	"巴西"	"39.6"	"XJA04129"	"RO/C/9 23/314"	"无"	"中"
"1859"	"白"	"分离"	"较慢"	"椭圆"	"2.5"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"中等"	"较低"	"36"	"中"	"64.5"	"3月中旬"	"微突"	"巴西"	"65.0"	"XJA04130"	"RO/C/9 23/319"	"浅"	"中"
"1860"	"白"	"靠近"	"中等"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"中"	"低"	"低"	"36"	"早"	"22.9"	"3月中旬"	"平"	"巴西"	"92.1"	"XJA04131"	"RO/C/9 23/32"	"浅"	"中"
"1861"	"黄"	"分离"	"快"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"55.0"	"3月中旬"	"突"	"巴西"	"148.9"	"XJA04132"	"RO/C/9 23/328"	"无"	"中"
"1862"	"白"	"分离"	"较慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"3月中旬"	"国外"	"大"	"中等"	"低"	"36"	"晚"	"1.3"	"3月中旬"	"平"	"巴西"	"67.1"	"XJA04133"	"RO/C/9 23/330"	"无"	"中"
"1863"	"白"	"显著分离"	"慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"45.4"	"3月中旬"	"平"	"巴西"	"55.3"	"XJA04134"	"RO/C/9 23/333"	"无"	"中"
"1864"	"白"	"分离"	"慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"中等"	"低"	"36"	"中"	"35.0"	"2月上旬"	"平"	"巴西"	"53.6"	"XJA04135"	"RO/C/9 23/334"	"浅"	"早"
"1865"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"35.5"	"3月中旬"	"平"	"巴西"	"56.3"	"XJA04136"	"RO/C/9 23/338"	"无"	"中"
"1866"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"中"	"63.0"	"2月上旬"	"平"	"巴西"	"52.3"	"XJA04137"	"RO/C/9 23/339"	"深"	"早"
"1867"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"2月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"中"	"62.8"	"3月中旬"	"微突"	"巴西"	"96.4"	"XJA04138"	"RO/C/9 23/34"	"浅"	"中"
"1868"	"黄"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"中"	"较低"	"低"	"36"	"早"	"16.1"	"2月上旬"	"平"	"巴西"	"59.0"	"XJA04139"	"RO/C/9 23/342"	"浅"	"早"
"1869"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"2.6"	"4月上旬"	"平"	"巴西"	"91.3"	"XJA04140"	"RO/C/9 23/35"	"浅"	"晚"
"1870"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"13.9"	"3月中旬"	"平"	"巴西"	"59.3"	"XJA04141"	"RO/C/9 23/356"	"无"	"中"
"1871"	"白"	"分离"	"较快"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"3月中旬"	"国外"	"大"	"中等"	"低"	"36"	"晚"	"53.4"	"3月中旬"	"平"	"巴西"	"101.7"	"XJA04142"	"RO/C/9 23/360"	"无"	"中"
"1872"	"黄"	"分离"	"慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"1月上旬"	"国外"	"大"	"低"	"较低"	"36"	"早"	"76.4"	"3月中旬"	"平"	"巴西"	"43.8"	"XJA04143"	"RO/C/9 23/362"	"浅"	"中"
"1873"	"白"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"48.4"	"2月上旬"	"平"	"巴西"	"69.8"	"XJA04144"	"RO/C/9 23/366"	"浅"	"早"
"1874"	"白"	"分离"	"较快"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"54.2"	"3月中旬"	"微突"	"巴西"	"103.9"	"XJA04145"	"RO/C/9 23/370"	"浅"	"中"
"1875"	"白"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"低"	"较高"	"36"	"中"	"116.6"	"3月中旬"	"微突"	"巴西"	"79.8"	"XJA04146"	"RO/C/9 23/371"	"浅"	"中"
"1876"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"中"	"68.0"	"4月上旬"	"微突"	"巴西"	"97.9"	"XJA04147"	"RO/C/9 23/374"	"无"	"晚"
"1877"	"白"	"靠近"	"较快"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"3月中旬"	"国外"	"中"	"较低"	"低"	"36"	"晚"	"8.7"	"3月中旬"	"微突"	"巴西"	"103.4"	"XJA04148"	"RO/C/9 23/381"	"浅"	"中"
"1878"	"白"	"分离"	"较慢"	"椭圆"	"2.5"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"中等"	"低"	"36"	"早"	"25.0"	"4月上旬"	"平"	"巴西"	"60.2"	"XJA04149"	"RO/C/9 23/386"	"无"	"晚"
"1879"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"56.1"	"3月中旬"	"突"	"巴西"	"86.5"	"XJA04150"	"RO/C/9 23/389"	"浅"	"中"
"1880"	"白"	"靠近"	"快"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"中等"	"36"	"中"	"84.6"	"3月中旬"	"突"	"巴西"	"127.0"	"XJA04151"	"RO/C/9 23/393"	"无"	"中"
"1881"	"黄"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"36.2"	"4月上旬"	"平"	"巴西"	"55.0"	"XJA04152"	"RO/C/9 23/398"	"无"	"晚"
"1882"	"深黄"	"分离"	"慢"	"椭圆"	"3.5"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较高"	"低"	"36"	"中"	"22.9"	"3月中旬"	"平"	"巴西"	"56.5"	"XJA04153"	"RO/C/9 23/399"	"浅"	"中"
"1883"	"黄"	"靠近"	"慢"	"椭圆"	"3.5"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"较高"	"低"	"36"	"中"	"31.0"	"3月中旬"	"平"	"巴西"	"50.6"	"XJA04154"	"RO/C/9 23/40"	"浅"	"中"
"1884"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"8.6"	"3月中旬"	"微突"	"巴西"	"67.7"	"XJA04155"	"RO/C/9 23/401"	"浅"	"中"
"1885"	"黄"	"显著分离"	"较快"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"34.9"	"3月中旬"	"突"	"巴西"	"113.5"	"XJA04156"	"RO/C/9 23/409"	"深"	"中"
"1886"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"2月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"中"	"66.4"	"3月中旬"	"微突"	"巴西"	"68.0"	"XJA04157"	"RO/C/9 23/41"	"浅"	"中"
"1887"	"白"	"分离"	"慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"低"	"低"	"36"	"早"	"28.1"	"3月中旬"	"平"	"巴西"	"44.1"	"XJA04158"	"RO/C/9 23/410"	"浅"	"中"
"1888"	"白"	"分离"	"较快"	"椭圆"	"2.0"	"纯尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"53.4"	"3月中旬"	"微突"	"巴西"	"106.7"	"XJA04159"	"RO/C/9 23/411"	"无"	"中"
"1889"	"白"	"靠近"	"快"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"低"	"低"	"36"	"中"	"28.8"	"4月上旬"	"微突"	"巴西"	"141.6"	"XJA04160"	"RO/C/9 23/413"	"无"	"晚"
"1890"	"白"	"分离"	"快"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"2月中旬"	"国外"	"大"	"低"	"较低"	"36"	"中"	"66.1"	"3月中旬"	"平"	"巴西"	"154.5"	"XJA04161"	"RO/C/9 23/415"	"无"	"中"
"1891"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"较高"	"36"	"晚"	"109.0"	"2月上旬"	"突"	"巴西"	"99.4"	"XJA04162"	"RO/C/9 23/418"	"无"	"早"
"1892"	"白"	"分离"	"中等"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"2月中旬"	"国外"	"大"	"中等"	"低"	"36"	"中"	"43.9"	"3月中旬"	"平"	"巴西"	"80.3"	"XJA04163"	"RO/C/9 23/47"	"无"	"中"
"1893"	"白"	"分离"	"较慢"	"椭圆"	"3.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"中等"	"较低"	"36"	"中"	"61.5"	"3月中旬"	"平"	"巴西"	"78.8"	"XJA04164"	"RO/C/9 23/49"	"无"	"中"
"1894"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"30.1"	"3月中旬"	"平"	"巴西"	"92.7"	"XJA04165"	"RO/C/9 23/5"	"无"	"中"
"1895"	"黄"	"靠近"	"慢"	"长菱"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"3月中旬"	"国外"	"中"	"较低"	"较低"	"36"	"晚"	"72.7"	"4月上旬"	"平"	"巴西"	"47.8"	"XJA04166"	"RO/C/9 23/63"	"浅"	"晚"
"1896"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"48.9"	"3月中旬"	"平"	"巴西"	"67.4"	"XJA04167"	"RO/C/9 23/66"	"无"	"中"
"1897"	"白"	"分离"	"较慢"	"椭圆"	"2.5"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"2月中旬"	"国外"	"大"	"中等"	"中等"	"36"	"中"	"81.2"	"2月上旬"	"平"	"巴西"	"76.6"	"XJA04168"	"RO/C/9 23/68"	"浅"	"早"
"1898"	"白"	"靠近"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"低"	"低"	"36"	"中"	"38.5"	"2月上旬"	"微突"	"巴西"	"75.5"	"XJA04169"	"RO/C/9 23/69"	"浅"	"早"
"1899"	"白"	"分离"	"快"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"57.4"	"3月中旬"	"平"	"巴西"	"140.4"	"XJA04170"	"RO/C/9 23/7"	"无"	"中"
"1900"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"较高"	"36"	"中"	"104.3"	"3月中旬"	"平"	"巴西"	"50.9"	"XJA04171"	"RO/C/9 23/71"	"浅"	"中"
"1901"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"3月中旬"	"国外"	"大"	"较低"	"高"	"36"	"晚"	"167.0"	"4月上旬"	"突"	"巴西"	"85.4"	"XJA04172"	"RO/C/9 23/72"	"无"	"晚"
"1902"	"白"	"分离"	"快"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"41.0"	"3月中旬"	"平"	"巴西"	"128.7"	"XJA04173"	"RO/C/9 23/77"	"浅"	"中"
"1903"	"白"	"分离"	"较快"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"45.5"	"3月中旬"	"突"	"巴西"	"101.1"	"XJA04174"	"RO/C/9 23/78"	"深"	"中"
"1904"	"白"	"分离"	"中等"	"椭圆"	"2.5"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"3月中旬"	"国外"	"大"	"中等"	"低"	"36"	"晚"	"23.4"	"4月上旬"	"平"	"巴西"	"88.8"	"XJA04175"	"RO/C/9 23/79"	"浅"	"晚"
"1905"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"33.1"	"3月中旬"	"平"	"巴西"	"65.2"	"XJA04176"	"RO/C/9 23/80"	"浅"	"中"
"1906"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"10.7"	"4月上旬"	"平"	"巴西"	"59.6"	"XJA04177"	"RO/C/9 23/81"	"浅"	"晚"
"1907"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"24.3"	"2月上旬"	"微突"	"巴西"	"77.6"	"XJA04178"	"RO/C/9 23/86"	"浅"	"早"
"1908"	"白"	"分离"	"慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"低"	"低"	"36"	"中"	"32.8"	"4月上旬"	"平"	"巴西"	"22.5"	"XJA04179"	"RO/C/9 23/88"	"浅"	"晚"
"1909"	"白"	"靠近"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"26.8"	"3月中旬"	"微突"	"巴西"	"60.2"	"XJA04180"	"RO/C/9 23/89"	"浅"	"中"
"1910"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"55.0"	"3月中旬"	"平"	"巴西"	"62.7"	"XJA04181"	"RO/C/9 23/95"	"无"	"中"
"1911"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"45.4"	"2月上旬"	"平"	"巴西"	"88.7"	"XJA04182"	"RO/C/9 23/97"	"无"	"早"
"1912"	"白"	"分离"	"较快"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"中"	"2月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"中"	"67.2"	"3月中旬"	"平"	"巴西"	"109.3"	"XJA04183"	"RO/C/9 23/98"	"浅"	"中"
"1913"	"黄"	"重迭"	"中等"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"低"	"较低"	"36"	"晚"	"60.1"	"4月上旬"	"微突"	"巴西"	"81.1"	"XJA04184"	"RO/CM/10 44/1"	"无"	"晚"
"1914"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"中等"	"36"	"晚"	"89.5"	"4月上旬"	"微突"	"巴西"	"81.4"	"XJA04185"	"RO/CM/10 44/100"	"无"	"晚"
"1915"	"白"	"靠近"	"中等"	"椭圆"	"2.0"	"纯尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"低"	"36"	"晚"	"38.4"	"4月上旬"	"微突"	"巴西"	"97.1"	"XJA04186"	"RO/CM/10 44/101"	"浅"	"晚"
"1916"	"黄"	"分离"	"较慢"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"低"	"较低"	"36"	"中"	"73.4"	"3月中旬"	"平"	"巴西"	"71.9"	"XJA04187"	"RO/CM/10 44/103"	"无"	"中"
"1917"	"白"	"分离"	"中等"	"椭圆"	"2.0"	"纯尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"中"	"77.0"	"3月中旬"	"平"	"巴西"	"89.0"	"XJA04188"	"RO/CM/10 44/104"	"无"	"中"
"1918"	"白"	"分离"	"中等"	"椭圆"	"1.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"长"	"2月中旬"	"国外"	"大"	"低"	"低"	"36"	"中"	"48.8"	"4月上旬"	"微突"	"巴西"	"81.4"	"XJA04189"	"RO/CM/10 44/105"	"深"	"晚"
"1919"	"白"	"分离"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"52.8"	"3月中旬"	"平"	"巴西"	"74.2"	"XJA04190"	"RO/CM/10 44/108"	"浅"	"中"
"1920"	"白"	"靠近"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"极短"	"2月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"中"	"60.5"	"4月上旬"	"平"	"巴西"	"39.8"	"XJA04191"	"RO/CM/10 44/11"	"浅"	"晚"
"1921"	"黄"	"分离"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"31.8"	"3月中旬"	"平"	"巴西"	"98.3"	"XJA04192"	"RO/CM/10 44/120"	"浅"	"中"
"1922"	"白"	"靠近"	"中等"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"晚"	"79.1"	"3月中旬"	"微突"	"巴西"	"81.4"	"XJA04193"	"RO/CM/10 44/126"	"无"	"中"
"1923"	"白"	"分离"	"较快"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"2月中旬"	"国外"	"大"	"较低"	"低"	"36"	"中"	"22.3"	"3月中旬"	"平"	"巴西"	"119.4"	"XJA04194"	"RO/CM/10 44/129"	"无"	"中"
"1924"	"白"	"分离"	"慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"3月中旬"	"国外"	"大"	"较低"	"较低"	"36"	"晚"	"72.5"	"4月上旬"	"平"	"巴西"	"50.3"	"XJA04195"	"RO/CM/10 44/13"	"浅"	"晚"
"1925"	"白"	"重迭"	"较慢"	"椭圆"	"2.0"	"渐尖"	"Hevea brasilensis(巴西橡胶)"	"Euphorbiaceae(大戟科)"	"Hevea(三叶橡胶属)"	"短"	"1月上旬"	"国外"	"大"	"较低"	"低"	"36"	"早"	"45.0"	"2月上旬"	"平"	"巴西"	"60.1"	"XJA04196"	"RO/CM/10 44/131"	"无"	"早"
