"id"	"统一编号"	"保存单位"	"品种名称"	"系谱"	"来源"	"芒"	"壳色"	"粒色"	"冬春性"	"成熟期"	"穗粒数"	"穗长"	"株高"	"千粒重"	"粗蛋白"	"省份"
"1082"	"ZM015884"	"京4209"	"济南825414"	"76-34m-8/4718-5"	"山东省农科院作物所"	"长"	"白"	"白"	"弱冬"	"中"	"49"	"8"	"83"	"39.2"		"山东
"
"1083"	"ZM015885"	"京4210"	"济南825496"	"矮丰3号/白毛阿夫//山前麦/3/小偃6号"	"山东省农科院作物所"	"长"	"白"	"白"	"弱冬"	"中"	"64"	"10"	"70"	"43.4"	"14.15"	"山东
"
"1084"	"ZM015886"	"京4211"	"济南825508"	"矮丰3号/白毛阿夫//山前麦/3/小偃6号"	"山东省农科院作物所"	"长"	"白"	"白"	"弱冬"	"中"	"54"	"9"	"72"	"42.2"	"14.03"	"山东
"
"1085"	"ZM015887"	"京4212"	"济南825525"	"泰山1号/山前麦"	"山东省农科院作物所"	"长"	"白"	"白"	"弱冬"	"中"	"44"	"10"	"75"	"39.1"	"14.0"	"山东
"
"1086"	"ZM015888"	"京4213"	"济南827012"	"泰山5号/洛夫林13//红良11"	"山东省农科院作物所"	"长"	"白"	"白"	"弱冬"	"中"	"48"	"9"	"85"	"42.1"	"15.16"	"山东
"
"1087"	"ZM015889"	"京4214"	"济南835175"	"泰山1号//抗北14/阿芙乐尔"	"山东省农科院作物所"	"长"	"白"	"白"	"弱冬"	"中"	"55"	"11"	"79"	"44.1"	"13.16"	"山东
"
"1088"	"ZM015890"	"京4215"	"济南835176"	"泰山1号//抗北14/阿芙乐尔"	"山东省农科院作物所"	"长"	"白"	"白"	"弱冬"	"早"	"50"	"10"	"83"	"41.3"		"山东
"
"1089"	"ZM015891"	"京4216"	"烟7578-81-128"	"洛夫林10号/3/维尔/如罗//蚰包"	"山东烟台地区农科所"	"长"	"白"	"白"	"冬"	"晚"	"47"	"8"	"68"	"53.1"	"14.73"	"山东
"
"1090"	"ZM015892"	"京4217"	"烟7578-127"	"洛夫林10号/3/维尔/如罗//蚰包"	"山东烟台地区农科所"	"长"	"白"	"白"	"冬"	"晚"	"48"	"9"	"70"	"30.6"	"15.8"	"山东
"
"1091"	"ZM015893"	"京4218"	"烟7578-128"	"洛夫林10号/3/维尔/如罗//蚰包"	"山东烟台地区农科所"	"长"	"白"	"白"	"冬"	"中"	"46"	"8"	"70"	"47"	"14.6"	"山东
"
"1092"	"ZM015894"	"京4219"	"烟7578-129"	"洛夫林10号/3/维尔/如罗//蚰包"	"山东烟台地区农科所"	"长"	"白"	"白"	"冬"	"晚"	"51"	"9"	"70"	"33.2"	"14.64"	"山东
"
"1093"	"ZM015895"	"京4220"	"烟7578-135"	"洛夫林10号/3/维尔/如罗//蚰包"	"山东烟台地区农科所"	"长"	"白"	"白"	"冬"	"晚"	"44"	"8"	"70"	"30"	"14.57"	"山东
"
"1094"	"ZM015896"	"京4221"	"烟7578-139"	"洛夫林10号/3/维尔/如罗//蚰包"	"山东烟台地区农科所"	"长"	"白"	"白"	"冬"	"晚"	"46"	"9"	"70"	"34.5"	"15.07"	"山东
"
"1095"	"ZM015897"	"京4222"	"烟7770-4"	"烟农685/矮变1号"	"山东烟台地区农科所"	"长"	"白"	"白"	"冬"	"晚"	"46"	"8"	"65"	"46"	"15.25"	"山东
"
"1096"	"ZM015898"	"京4223"	"烟7770-5"	"烟农685/矮变1号"	"山东烟台地区农科所"	"长"	"白"	"白"	"冬"	"晚"	"48"	"9"	"60"	"39.3"	"14.4"	"山东
"
"1097"	"ZM015899"	"京4224"	"掖选77(305)-14"	"掖选1号/128"	"山东掖县农科所"	"长"	"白"	"白"	"冬"	"晚"	"57"	"9"	"70"	"50.2"	"16.0"	"山东
"
"1098"	"ZM015900"	"京4225"	"掖选60109"	"洛夫林13/71(17)6"	"山东掖县"	"长"	"白"	"白"	"弱冬"	"晚"	"59"	"8"	"80"	"41"		"山东
"
"1099"	"ZM015901"	"豫192"	"十五里店吨麦选白"	"四川引进的红粒中选出"	"河南漯河市农科所"	"长"	"白"	"白"	"春"	"中"	"43"	"10"	"78"	"32.7"		"河南
"
"1100"	"ZM015902"	"豫256"	"开7521"	"Null"	"河南开封地区农科所"	"长"	"白"	"白"	"春"	"中"	"49"	"10"	"92"	"30.8"		"河南
"
"1101"	"ZM015903"	"豫224"	"少林黄白脸"	"博农7023/偃大24//天国10/矮丰3号"	"河南洛阳地区农科所"	"长"	"白"	"白"	"弱冬"	"早"	"49"	"11"	"90"	"26.6"		"河南
"
"1102"	"ZM015904"	"豫180"	"召麦2号"	"44326/(许昌铁秆糙+阿夫+黑麦)"	"河南南阳地区农科所"	"长"	"白"	"红"	"冬"	"中早"	"42"	"8"	"105"	"43.7"		"河南
"
"1103"	"ZM015905"	"豫259"	"西平1号"	"郑引1号/丰产3号"	"河南西平老三坡农场"	"长"	"白"	"白"	"春"	"中"	"35"	"9"	"88"	"42"		"河南
"
"1104"	"ZM015906"	"豫262"	"西农7904"	"西农品5/7501//西平1号"	"河南西平老三坡农场"	"长"	"白"	"白"	"春"	"早"	"41"	"9"	"83"	"27.8"		"河南
"
"1105"	"ZM015907"	"豫260"	"西农品5"	"郑引1号/丰产3号"	"河南西平老三坡农场"	"长"	"白"	"红"	"春"	"中早"	"35"	"8"	"85"	"40"		"河南
"
"1106"	"ZM015908"	"豫261"	"西农品8"	"6729-0-3-1/NM"	"河南西平老三坡农场"	"长"	"白"	"白"	"春"	"中"	"37"	"10"	"85"	"41"		"河南
"
"1107"	"ZM015909"	"豫239"	"百泉2143"	"百农78-2143/8586-206"	"河南新乡地区农科所"	"短"	"白"	"白"	"春"	"早"	"41"	"9"	"73"	"34.1"		"河南
"
"1108"	"ZM015910"	"豫235"	"百泉3039"	"百泉72-44/百泉40"	"河南新乡地区农科所"	"微"	"白"	"白"	"偏春"	"中"	"40"	"10"	"85"	"40"		"河南
"
"1109"	"ZM015911"	"豫236"	"百泉3047-3"	"百泉72-44/百泉40"	"河南新乡地区农科所"	"微"	"白"	"白"	"春"	"中"	"44"	"9"	"78"	"35.9"		"河南
"
"1110"	"ZM015912"	"豫233"	"百泉3087"	"百泉72-44/百泉40"	"河南新乡地区农科所"	"长"	"白"	"白"	"春"	"早"	"52"	"9"	"85"	"25.3"		"河南
"
"1111"	"ZM015913"	"豫238"	"百泉3129"	"百泉3034/百农4051//71-22/阿芙乐尔"	"河南新乡地区农科所"	"长"	"白"	"白"	"春"	"中早"	"54"	"8"	"60"	"26.5"		"河南
"
"1112"	"ZM015914"	"豫230"	"百泉3199"	"百泉565/小偃10区//百泉40"	"河南新乡地区农科所"	"长"	"白"	"白"	"冬"	"早"	"35"	"9"	"85"	"38"		"河南
"
"1113"	"ZM015915"	"豫237"	"百泉3380"	"百泉41/绵阳75-21-1"	"河南新乡地区农科所"	"长"	"白"	"白"	"春"	"中"	"51"	"12"	"75"	"27.9"		"河南
"
"1114"	"ZM015916"	"豫240"	"百泉5809"	"百泉7327-0-49-1/洛夫林18"	"河南新乡地区农科所"	"长"	"白"	"白"	"春"	"早"	"52"	"11"	"90"	"36.9"		"河南
"
"1115"	"ZM015917"	"豫234"	"百泉5833"	"(732)-0-49-1/洛夫林18"	"河南新乡地区农科所"	"长"	"白"	"白"	"春"	"早"	"50"	"9"	"75"	"40.8"		"河南
"
"1116"	"ZM015918"	"豫232"	"百泉9110"	"百农71-22/中高秆36"	"河南新乡地区农科所"	"长"	"白"	"白"	"春"	"早"	"40"	"9"	"75"	"38"		"河南
"
"1117"	"ZM015919"	"豫231"	"百泉80149"	"郑7182-0-5-1-2/萨孟德"	"河南新乡地区农科所"	"长"	"白"	"白"	"春"	"中"	"51"	"10"	"73"	"31.1"		"河南
"
"1118"	"ZM015920"	"豫278"	"安阳14"	"白蚰包/6688//安阳12"	"河南安阳地区农科所"	"长"	"白"	"白"	"冬"	"中"	"32"	"7"	"80"	"40"		"河南
"
"1119"	"ZM015921"	"豫197"	"许06"	"山西运782选育"	"河南漯河市农科所"	"长"	"白"	"白"	"弱冬"	"中"	"50"	"9"	"78"	"28"		"河南
"
"1120"	"ZM015922"	"豫195"	"许79(269)3"	"伪吉/0549"	"河南漯河市农科所"	"长"	"白"	"白"	"春"	"中"	"56"	"10"	"82"	"29.4"		"河南
"
"1121"	"ZM015923"	"豫196"	"许81-2063"	"山东烟C207系选"	"河南漯河市农科所"	"长"	"白"	"红"	"春"	"中"	"39"	"9"	"83"	"31.9"		"河南
"
"1122"	"ZM015924"	"豫76"	"花培1-2"	"吉尔吉奥516/新鱼肚秆麦"	"河南省农科院"	"长"	"白"	"红"	"春"	"中"	"40"	"8"	"96"	"45.2"		"河南
"
"1123"	"ZM015925"	"豫130"	"花培8号"	"阿隆德拉S/2321"	"河南省农科院"	"长"	"白"	"红"	"春"	"中"	"52"	"11"	"71"	"23.3"		"河南
"
"1124"	"ZM015926"	"豫114"	"花培14"	"郑州683/多布罗加"	"河南省农科院"	"长"	"白"	"红"	"春"	"中"	"49"	"9"	"90"	"33.9"		"河南
"
"1125"	"ZM015927"	"豫85"	"花培21"	"2321/郑州761"	"河南省农科院"	"长"	"白"	"白"	"春"	"中早"	"43"	"7"	"74"	"31.2"		"河南
"
"1126"	"ZM015928"	"豫123"	"花培28"	"郑州742/阿芙乐尔"	"河南省农科院"	"顶"	"白"	"红"	"春"	"中"	"52"	"10"	"90"	"33.1"		"河南
"
"1127"	"ZM015929"	"豫79"	"花培30"	"7224-2-4-2/75F2-20-2"	"河南省农科院"	"长"	"白"	"白"	"弱冬"	"中"	"68"	"10"	"84"	"29.1"		"河南
"
"1128"	"ZM015930"	"豫89"	"花培32-4"	"综抗76-1/2321"	"河南省农科院"	"长"	"白"	"红"	"偏春"	"中"	"44"	"10"	"83"	"25.9"		"河南
"
"1129"	"ZM015931"	"豫103"	"花培47"	"7224-2-2-1/75F2-20-2"	"河南省农科院"	"长"	"白"	"红"	"弱冬"	"中"	"34"	"7"	"106"	"41.1"		"河南
"
"1130"	"ZM015932"	"豫91"	"花培49选"	"吉尔吉奥516/新鱼肚秆麦"	"河南省农科院"	"长"	"白"	"白"	"春"	"早"	"38"	"10"	"90"	"28.3"		"河南
"
"1131"	"ZM015933"	"豫108"	"花培50-1"	"吉尔吉奥516/新鱼肚秆麦"	"河南省农科院"	"无"	"白"	"红"	"弱冬"	"中"	"52"	"11"	"92"	"30.2"		"河南
"
"1132"	"ZM015934"	"豫78"	"花培54"	"7224-2-4-2/75F2-20-2"	"河南省农科院"	"长"	"白"	"红"	"春"	"早"	"44"	"10"	"76"	"29.5"		"河南
"
"1133"	"ZM015935"	"豫111"	"花培61"	"综抗761/2321"	"河南省农科院"	"长"	"白"	"白"	"春"	"早"	"32"	"10"	"103"	"39.9"		"河南
"
"1134"	"ZM015936"	"豫83"	"花培64-2"	"郑州761/阿隆德拉S"	"河南省农科院"	"长"	"白"	"白"	"冬"	"中"	"42"	"8"	"89"	"38.8"		"河南
"
"1135"	"ZM015937"	"豫94"	"花培64-6"	"郑州761/阿隆德拉S"	"河南省农科院"	"长"	"白"	"红"	"春"	"中"	"42"	"10"	"93"	"25.5"		"河南
"
"1136"	"ZM015938"	"豫82"	"花培77"	"2321/郑州761"	"河南省农科院"	"长"	"白"	"红"	"偏春"	"中"	"41"	"8"	"90"	"37.6"		"河南
"
"1137"	"ZM015939"	"豫93"	"花培83-1"	"2321/郑州761"	"河南省农科院"	"长"	"白"	"白"	"春"	"中早"	"41"	"10"	"90"	"25"		"河南
"
"1138"	"ZM015940"	"豫81"	"花培87"	"2321/阿隆德拉S"	"河南省农科院"	"长"	"白"	"白"	"弱冬"	"中"	"40"	"9"	"114"	"38.3"		"河南
"
"1139"	"ZM015941"	"豫90"	"花培97"	"阿隆德拉S/2321"	"河南省农科院"	"长"	"白"	"白"	"春"	"早"	"40"	"10"	"105"	"39.8"		"河南
"
"1140"	"ZM015942"	"豫86"	"花培112-2"	"4699/郑州761"	"河南省农科院"	"长"	"白"	"白"	"春"	"中早"	"32"	"8"	"98"	"38.3"		"河南
"
"1141"	"ZM015943"	"豫92"	"花培119"	"花培126/小偃5号"	"河南省农科院"	"长"	"白"	"红"	"春"	"中"	"45"	"9"	"96"	"33.1"		"河南
"
"1142"	"ZM015944"	"豫95"	"花培123"	"72-629/郑州741"	"河南省农科院"	"长"	"白"	"白"	"春"	"中早"	"41"	"7"	"77"	"37.9"		"河南
"
"1143"	"ZM015945"	"豫87"	"花培124"	"72-629/郑州741"	"河南省农科院"	"长"	"白"	"白"	"春"	"中早"	"41"	"9"	"95"	"35.6"		"河南
"
"1144"	"ZM015946"	"豫126"	"花培126"	"72-629/郑州741"	"河南省农科院"	"长"	"白"	"白"	"偏春"	"中"	"47"	"9"	"100"	"36.6"		"河南
"
"1145"	"ZM015947"	"豫122"	"花培128-8"	"72-629/郑州741"	"河南省农科院"	"长"	"白"	"白"	"春"	"早"	"37"	"8"	"95"	"27.7"		"河南
"
"1146"	"ZM015948"	"豫106"	"花培128白大"	"72-629/郑州741"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"58"	"11"	"106"	"40.2"		"河南
"
"1147"	"ZM015949"	"豫102"	"花培134"	"2321/72-629"	"河南省农科院"	"长"	"白"	"白"	"弱冬"	"早"	"46"	"9"	"87"	"32.6"		"河南
"
"1148"	"ZM015950"	"豫100"	"花培139"	"阿隆德拉S/2321"	"河南省农科院"	"长"	"白"	"红"	"冬"	"中"	"48"	"9"	"105"	"39.8"		"河南
"
"1149"	"ZM015951"	"豫77"	"花培139-1"	"阿隆德拉S/2321"	"河南省农科院"	"长"	"白"	"红"	"弱冬"	"中"	"42"	"10"	"108"	"40.4"		"河南
"
"1150"	"ZM015952"	"豫84"	"花培151"	"2321/泰山1号"	"河南省农科院"	"长"	"白"	"红"	"偏春"	"中早"	"40"	"9"	"95"	"36.6"		"河南
"
"1151"	"ZM015953"	"豫107"	"花培159"	"郑州683/6828"	"河南省农科院"	"长"	"白"	"白"	"春"	"中早"	"48"	"10"	"78"	"38.9"		"河南
"
"1152"	"ZM015954"	"豫80"	"花培2321"	"郑6矮/7019//郑6矮"	"河南省农科院"	"长"	"白"	"白"	"弱冬"	"中"	"44"	"8"	"85"	"34.5"		"河南
"
"1153"	"ZM015955"	"豫110"	"花培林3-12"	"丰产3号/郑州683(辐)"	"河南省农科院"	"长"	"白"	"红"	"春"	"中"	"38"	"8"	"92"	"33.1"		"河南
"
"1154"	"ZM015956"	"豫207"	"阿芙乐尔/信阳8号"	"阿芙乐尔/信阳8号"	"河南信阳地区农科所"	"长"	"白"	"白"	"偏春"	"早"	"44"	"10"	"98"	"35.6"		"河南
"
"1155"	"ZM015957"	"豫229"	"阿勃(1)红"	"从阿勃中选出"	"河南信阳地区农科所"	"无"	"白"	"红"	"春"	"晚"	"46"	"10"	"117"	"38.5"		"河南
"
"1156"	"ZM015958"	"豫223"	"林所2号"	"卫东8号/郑6矮"	"河南洛阳地区农科所"	"长"	"白"	"白"	"弱冬"	"中早"	"70"	"12"	"95"	"39.7"		"河南
"
"1157"	"ZM015959"	"豫271"	"周7529(半)"	"综抗矮1号/南阳75-6"	"河南周口地区农科所"	"长"	"白"	"白"	"偏春"	"中"	"47"	"8"	"75"	"29.4"		"河南
"
"1158"	"ZM015960"	"豫274"	"周8832早"	"偃师4号/盘江3号"	"河南周口地区农科所"	"长"	"白"	"白"	"春"	"早"	"53"	"10"	"67"	"39.8"		"河南
"
"1159"	"ZM015961"	"豫72"	"郑75繁12"	"郑州761/(TJB259/83)"	"河南省农科院"	"长"	"白"	"白"	"冬"	"中"	"41"	"9"	"80"	"32.3"		"河南
"
"1160"	"ZM015962"	"豫34"	"郑75120"	"郑州683/郑741"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"38"	"9"	"90"	"41"		"河南
"
"1161"	"ZM015963"	"豫73"	"郑78360"	"郑州761/7549//山前麦"	"河南省农科院"	"长"	"白"	"白"	"偏春"	"中"	"44"	"10"	"80"	"44"		"河南
"
"1162"	"ZM015964"	"豫36"	"郑79201"	"郑州761/无芒77"	"河南省农科院"	"长"	"白"	"白"	"弱冬"	"中"	"50"	"9"	"80"	"44"		"河南
"
"1163"	"ZM015965"	"豫75"	"郑79212"	"郑州761/(TJB259/95)"	"河南省农科院"	"长"	"白"	"白"	"弱冬"	"中"	"43"	"11"	"75"	"38"		"河南
"
"1164"	"ZM015966"	"豫32"	"郑六矮"	"郑州6号系选"	"河南省农科院"	"短"	"白"	"红"	"春"	"晚"	"46"	"14"	"70"	"40"		"河南
"
"1165"	"ZM015967"	"豫1"	"郑州1号"	"碧蚂1号/世界6196"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"22"	"9"	"120"	"39"		"河南
"
"1166"	"ZM015968"	"豫2"	"郑州2号"	"福来利/(西农6028+太农153)"	"河南省农科院"	"长"	"红"	"白"	"弱冬"	"中"	"30"	"9"	"119"	"31"		"河南
"
"1167"	"ZM015969"	"豫3"	"郑州4号"	"辉县红/(矮粒多+南大2419)"	"河南省农科院"	"无"	"红"	"白"	"弱冬"	"早"	"36"	"9"	"106"	"36"		"河南
"
"1168"	"ZM015970"	"豫4"	"郑州7号"	"碧蚂1号/阿玛"	"河南省农科院"	"长"	"白"	"红"	"春"	"早"	"32"	"15"	"95"	"43"		"河南
"
"1169"	"ZM015971"	"豫5"	"郑州8号"	"鹅冠186/南大2419"	"河南省农科院"	"长"	"白"	"红"	"弱冬"	"中"	"37"	"10"	"103"	"46"		"河南
"
"1170"	"ZM015972"	"豫7"	"郑州10号"	"农林27/尤皮Ⅱ"	"河南省农科院"	"长"	"红"	"红"	"偏春"	"早"	"31"	"11"	"96"	"39"		"河南
"
"1171"	"ZM015973"	"豫8"	"郑州11"	"南大2419/华北187"	"河南省农科院"	"长"	"白"	"白"	"偏春"	"中"	"42"	"10"	"125"	"38"		"河南
"
"1172"	"ZM015974"	"豫9"	"郑州13"	"西北54/早洋麦"	"河南省农科院"	"长"	"白"	"红"	"冬"	"中晚"	"24"	"8"	"106"	"35"		"河南
"
"1173"	"ZM015975"	"豫10"	"郑州16"	"碧蚂4号/南大2419"	"河南省农科院"	"长"	"白"	"白"	"弱冬"	"中"	"28"	"9"	"110"	"37"		"河南
"
"1174"	"ZM015976"	"豫11"	"郑州18"	"内乡5号/阿夫"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"38"	"10"	"115"	"42"		"河南
"
"1175"	"ZM015977"	"豫13"	"郑州522"	"弗兰尼/(西农6028+泰农153)"	"河南省农科院"	"长"	"白"	"白"	"弱冬"	"极早"	"50"	"10"	"90"	"40"		"河南
"
"1176"	"ZM015978"	"豫14"	"郑州544"	"弗兰尼/(西农6028+泰农153)"	"河南省农科院"	"长"	"白"	"白"	"弱冬"	"中早"	"48"	"8"	"90"	"38"		"河南
"
"1177"	"ZM015979"	"豫15"	"郑州651"	"南大2419/石家庄407//石家庄407"	"河南省农科院"	"长"	"白"	"白"	"弱冬"	"中早"	"25"	"9"	"106"	"37"		"河南
"
"1178"	"ZM015980"	"豫16"	"郑州652"	"南大2419/华北187"	"河南省农科院"	"长"	"白"	"白"	"春"	"中早"	"33"	"11"	"119"	"33"		"河南
"
"1179"	"ZM015981"	"豫17"	"郑州654"	"南大2419/华北187"	"河南省农科院"	"长"	"红"	"红"	"春"	"中"	"26"	"9"	"116"	"46"		"河南
"
"1180"	"ZM015982"	"豫18"	"郑州658"	"碧蚂6号/西农6028"	"河南省农科院"	"无"	"白"	"白"	"春"	"中"	"29"	"10"	"108"	"34"		"河南
"
"1181"	"ZM015983"	"豫19"	"郑州659"	"碧蚂1号/南大2419"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"29"	"8"	"127"	"35"		"河南
"
"1182"	"ZM015984"	"豫22"	"郑州671"	"西北丰收/南大2419"	"河南省农科院"	"长"	"白"	"白"	"弱冬"	"中早"	"36"	"11"	"119"	"37"		"河南
"
"1183"	"ZM015985"	"豫20"	"郑州684"	"郑州24/阿勃//碧蚂1号/早洋麦"	"河南省农科院"	"长"	"白"	"白"	"弱冬"	"中"	"40"	"9"	"112"	"35"		"河南
"
"1184"	"ZM015986"	"豫21"	"郑州685"	"北京8号/尤皮Ⅰ"	"河南省农科院"	"长"	"白"	"白"	"弱冬"	"中早"	"36"	"13"	"107"	"37"		"河南
"
"1185"	"ZM015987"	"豫12"	"郑州721"	"丰产3号/阿夫"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"43"	"12"	"92"	"41"		"河南
"
"1186"	"ZM015988"	"豫25"	"郑州741"	"(St2422/464)/郑州17"	"河南省农科院"	"长"	"白"	"白"	"春"	"早"	"46"	"13"	"85"	"38"		"河南
"
"1187"	"ZM015989"	"豫24"	"郑州761"	"65(14)//(St2422/464)/郑州17"	"河南省农科院"	"长"	"白"	"白"	"弱冬"	"中晚"	"46"	"7"	"85"	"40"		"河南
"
"1188"	"ZM015990"	"豫23"	"郑州808"	"白玉皮/河大H-1"	"河南省农科院"	"长"	"白"	"白"	"冬"	"中"	"19"	"12"	"105"	"37"		"河南
"
"1189"	"ZM015991"	"豫33"	"郑州821"	"65(14)1//反修4号/郑州17"	"河南省农科院"	"长"	"白"	"白"	"弱冬"	"中"	"36"	"9"	"90"	"40"		"河南
"
"1190"	"ZM015992"	"豫26"	"郑州831"	"吉阿多598/郑州761//郑州761"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"48"	"9"	"85"	"38"		"河南
"
"1191"	"ZM015993"	"豫27"	"郑州853"	"郑州683/山前麦//郑州683/F49-70"	"河南省农科院"	"长"	"白"	"红"	"春"	"中"	"36"	"7"	"92"	"38.3"		"河南
"
"1192"	"ZM015994"	"豫30"	"郑州6609"	"丰产3号/郑州5号"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"34"	"8"	"75"	"38.2"		"河南
"
"1193"	"ZM015995"	"豫28"	"郑州6811"	"斯皮古他托/阿夫//郑州3号"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"44"	"10"	"108"	"31.4"		"河南
"
"1194"	"ZM015996"	"豫29"	"郑州6903"	"尼比利拉/郑州3号"	"河南省农科院"	"长"	"白"	"白"	"弱冬"	"中"	"48"	"9"	"99"	"22"		"河南
"
"1195"	"ZM015997"	"豫35"	"郑州7182"	"郑州6609/向阳4号"	"河南省农科院"	"长"	"白"	"白"	"弱冬"	"中早"	"38"	"11"	"85"	"36"		"河南
"
"1196"	"ZM015998"	"豫31"	"郑州7308"	"7025/66-4768//65-3701/反修4号/3/6603"	"河南省农科院"	"长"	"白"	"红"	"偏春"	"中"	"44"	"9"	"60"	"32"		"河南
"
"1197"	"ZM015999"	"豫281"	"宛AI方枝"	"r[c//(5825/毛阿夫)]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"春"	"中"	"60"	"12"	"91"	"29.8"		"河南
"
"1198"	"ZM016000"	"豫288"	"宛Ei14-37大粒"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"春"	"早"	"34"	"10"	"80"	"51.6"	"13.38"	"河南
"
"1199"	"ZM016001"	"豫286"	"宛Ei14-37短枝"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"春"	"中"	"52"	"8"	"75"	"36"		"河南
"
"1200"	"ZM016002"	"豫284"	"宛Ei15-37-55"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"春"	"早"	"28"	"8"	"66"	"37.4"		"河南
"
"1201"	"ZM016003"	"豫282"	"宛Ei18-37"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"偏春"	"中"	"49"	"8"	"87"	"39.8"		"河南
"
"1202"	"ZM016004"	"豫285"	"宛Ei18-37-70"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"偏春"	"中早"	"62"	"7"	"69"	"30.4"		"河南
"
"1203"	"ZM016005"	"豫287"	"宛Ei18-37优"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"春"	"早"	"54"	"9"	"80"	"34.3"		"河南
"
"1204"	"ZM016006"	"豫290"	"宛Ei48-37-60"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"短"	"白"	"白"	"春"	"早"	"52"	"8"	"63"	"31.7"		"河南
"
"1205"	"ZM016007"	"豫291"	"宛N11-4高蛋白"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"短"	"白"	"白"	"春"	"早"	"44"	"8"	"66"	"32.4"		"河南
"
"1206"	"ZM016008"	"豫280"	"宛2号不育"	"r[c//5825/毛阿夫]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"春"	"中"	"37"	"10"	"79"	"27.1"		"河南
"
"1207"	"ZM016009"	"豫298"	"宛37"	"r[c//5825/毛阿夫]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"红"	"春"	"中"	"50"	"11"	"75"	"30.2"		"河南
"
"1208"	"ZM016010"	"豫283"	"宛37硬粒"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"偏春"	"中"	"52"	"11"	"88"	"43.6"		"河南
"
"1209"	"ZM016011"	"豫296"	"宛不育60"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"春"	"中"	"43"	"11"	"68"	"21.1"		"河南
"
"1210"	"ZM016012"	"豫297"	"宛长穗"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"春"	"中晚"	"81"	"13"	"90"	"39.5"		"河南
"
"1211"	"ZM016013"	"豫306"	"宛原A3-50"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"春"	"中"	"44"	"12"	"58"	"22.4"		"河南
"
"1212"	"ZM016014"	"豫293"	"宛原A3-60"	"r[r//5825/毛阿夫]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"春"	"中"	"56"	"12"	"72"	"38.5"		"河南
"
"1213"	"ZM016015"	"豫308"	"宛原A4-46"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"春"	"中"	"41"	"11"	"56"	"26.2"		"河南
"
"1214"	"ZM016016"	"豫309"	"宛原A4-47"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"春"	"早"	"38"	"9"	"65"	"30.7"		"河南
"
"1215"	"ZM016017"	"豫289"	"宛原Ei37高蛋白"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"红"	"红"	"偏春"	"中"	"25"	"9"	"63"	"25.4"		"河南
"
"1216"	"ZM016018"	"豫310"	"宛原Ls-58"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"春"	"中"	"46"	"12"	"66"	"26.3"		"河南
"
"1217"	"ZM016019"	"豫314"	"宛原N-55"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"短"	"白"	"白"	"春"	"早"	"54"	"9"	"65"	"30.9"		"河南
"
"1218"	"ZM016020"	"豫315"	"宛原N-62"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"红"	"弱冬"	"中"	"41"	"9"	"67"	"31.8"		"河南
"
