"id"	"统一编号"	"保存单位"	"品种名称"	"系谱"	"来源"	"芒"	"壳色"	"粒色"	"冬春性"	"成熟期"	"穗粒数"	"穗长"	"株高"	"千粒重"	"粗蛋白"	"省份"
"1219"	"ZM016021"	"豫316"	"宛原N高53"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"短"	"白"	"白"	"春"	"早"	"44"	"8"	"65"	"30.3"		"河南
"
"1220"	"ZM016022"	"豫317"	"宛原28大粒"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"春"	"早"	"28"	"9"	"78"	"51.2"		"河南
"
"1221"	"ZM016023"	"豫302"	"宛原48"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"弱冬"	"中"	"38"	"7"	"70"	"37.2"		"河南
"
"1222"	"ZM016024"	"豫294"	"宛原60优"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"偏春"	"中早"	"60"	"10"	"64"	"31.7"		"河南
"
"1223"	"ZM016025"	"豫305"	"宛原-62"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"春"	"中早"	"53"	"9"	"66"	"33.8"		"河南
"
"1224"	"ZM016026"	"豫304"	"宛原-64"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"春"	"早"	"52"	"9"	"69"	"29"		"河南
"
"1225"	"ZM016027"	"豫303"	"宛原-65"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"弱冬"	"早"	"43"	"10"	"79"	"40.6"		"河南
"
"1226"	"ZM016028"	"豫312"	"宛原-66"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"弱冬"	"中"	"46"	"10"	"74"	"51.6"		"河南
"
"1227"	"ZM016029"	"豫313"	"宛原-72"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"春"	"中"	"43"	"7"	"79"	"36.7"		"河南
"
"1228"	"ZM016030"	"豫322"	"宛原86-1"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"红"	"弱冬"	"中"	"48"	"8"	"67"	"23.7"		"河南
"
"1229"	"ZM016031"	"豫323"	"宛原86-2"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"春"	"晚"	"55"	"13"	"88"	"36.2"		"河南
"
"1230"	"ZM016032"	"豫318"	"宛原大粒优"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"春"	"早"	"34"	"9"	"82"	"48.9"		"河南
"
"1231"	"ZM016033"	"豫321"	"宛原小黑64"	"泰岭黑麦/黑小麦93"	"河南南阳地区农科所"	"微"	"红"	"红"	"春"	"中"	"42"	"8"	"79"	"18.1"		"河南
"
"1232"	"ZM016034"	"豫320"	"宛原小黑68"	"泰岭黑麦/黑小麦93"	"河南南阳地区农科所"	"微"	"红"	"红"	"春"	"中"	"41"	"8"	"71"	"18.5"		"河南
"
"1233"	"ZM016035"	"豫319"	"宛原长穗"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"红"	"春"	"中早"	"42"	"14"	"77"	"28.4"		"河南
"
"1234"	"ZM016036"	"豫300"	"宛原抗2"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"春"	"中"	"38"	"9"	"83"	"38.4"		"河南
"
"1235"	"ZM016037"	"豫301"	"宛原高-3"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"春"	"中"	"46"	"10"	"84"	"25.4"		"河南
"
"1236"	"ZM016038"	"豫295"	"宛原高蛋白"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"冬"	"中"	"47"	"9"	"78"	"33.3"		"河南
"
"1237"	"ZM016039"	"豫299"	"宛原矮51"	"D[r//(St2422/464)/内乡5号]辐射处理"	"河南南阳地区农科所"	"长"	"白"	"白"	"春"	"中早"	"52"	"10"	"74"	"29.8"		"河南
"
"1238"	"ZM016040"	"豫216"	"洛阳86-441"	"Null"	"河南洛阳地区农科所"	"长"	"白"	"红"	"春"	"早"	"36"	"9"	"80"	"55.5"		"河南
"
"1239"	"ZM016041"	"豫217"	"洛阳86-450"	"Null"	"河南洛阳地区农科所"	"长"	"白"	"白"	"春"	"中"	"52"	"11"	"73"	"30.3"		"河南
"
"1240"	"ZM016042"	"豫218"	"洛阳86-520"	"Null"	"河南洛阳地区农科所"	"长"	"白"	"白"	"春"	"中"	"44"	"8"	"87"	"35.5"		"河南
"
"1241"	"ZM016043"	"豫214"	"洛阳86-553"	"Null"	"河南洛阳地区农科所"	"长"	"白"	"白"	"春"	"中"	"42"	"9"	"88"	"41.4"		"河南
"
"1242"	"ZM016044"	"豫215"	"洛阳86-567"	"Null"	"河南洛阳地区农科所"	"长"	"白"	"红"	"春"	"中早"	"38"	"7"	"80"	"44.6"		"河南
"
"1243"	"ZM016045"	"豫211"	"洛阳86-619"	"Null"	"河南洛阳地区农科所"	"长"	"白"	"白"	"春"	"早"	"40"	"12"	"83"	"33.6"		"河南
"
"1244"	"ZM016046"	"豫219"	"洛阳86-685"	"Null"	"河南洛阳地区农科所"	"长"	"白"	"白"	"弱冬"	"早"	"37"	"8"	"75"	"32.6"		"河南
"
"1245"	"ZM016047"	"豫212"	"洛阳86-690"	"Null"	"河南洛阳地区农科所"	"长"	"白"	"白"	"春"	"中"	"50"	"12"	"85"	"25.8"		"河南
"
"1246"	"ZM016048"	"豫213"	"洛阳86-751"	"Null"	"河南洛阳地区农科所"	"长"	"白"	"白"	"春"	"中早"	"47"	"9"	"69"	"36.7"		"河南
"
"1247"	"ZM016049"	"豫210"	"洛阳8139"	"冀师1号/8586-206"	"河南洛阳地区农科所"	"长"	"白"	"白"	"春"	"早"	"25"	"9"	"80"	"32"		"河南
"
"1248"	"ZM016050"	"豫209"	"洛阳8156"	"小偃4号/8586-206"	"河南洛阳地区农科所"	"长"	"白"	"白"	"冬"	"中"	"35"	"9"	"75"	"30"		"河南
"
"1249"	"ZM016051"	"豫221"	"洛旱1号(豫麦8号)"	"矮丰3号/8650"	"河南洛阳地区农科所"	"长"	"白"	"白"	"春"	"中"	"36"	"6"	"95"	"34"		"河南
"
"1250"	"ZM016052"	"豫222"	"济原861"	"毛大/Yaowi/3/7502//7502/me/4/761/如罗5号//济南2号"	"河南周口地区农科所"	"长"	"白"	"白"	"春"	"中早"	"34"	"7"	"89"	"33.7"		"河南
"
"1251"	"ZM016053"	"豫225"	"栾农782"	"矮粒多/郑引4号"	"河南洛阳地区农科所"	"长"	"白"	"红"	"春"	"中早"	"50"	"10"	"89"	"25.8"		"河南
"
"1252"	"ZM016054"	"豫198"	"商丘85234"	"百泉3199//73(8)14/74(4)37"	"河南商丘地区农科所"	"长"	"白"	"白"	"春"	"中"	"42"	"9"	"62"	"43"		"河南
"
"1253"	"ZM016055"	"豫268"	"遂引1号"	"运786系选"	"河南遂平县农科所"	"长"	"白"	"白"	"冬"	"中"	"35"	"9"	"95"	"40"		"河南
"
"1254"	"ZM016056"	"豫267"	"遂平7628"	"遂平761/偃大26"	"河南遂平县农科所"	"长"	"白"	"白"	"春"	"中"	"35"	"8"	"85"	"38"		"河南
"
"1255"	"ZM016057"	"豫266"	"遂平7930-4-3-1"	"遂平761/抗锈784"	"河南遂平县农科所"	"长"	"白"	"白"	"春"	"中"	"35"	"8"	"85"	"38"		"河南
"
"1256"	"ZM016058"	"豫265"	"遂平8224"	"74-4735/71(92)//宝丰7228"	"河南遂平县农科所"	"长"	"白"	"白"	"春"	"中早"	"46"	"9"	"64"	"32.7"		"河南
"
"1257"	"ZM016059"	"豫220"	"嵩7715"	"嵩8/郑州761"	"河南洛阳地区农科所"	"长"	"白"	"白"	"春"	"早"	"46"	"9"	"84"	"37.3"		"河南
"
"1258"	"ZM016060"	"豫182"	"鉴17"	"美乐兰//纽/京5111/3/中7605"	"河南郑州市农科所"	"长"	"白"	"白"	"春"	"中早"	"44"	"10"	"81"	"33.6"		"河南
"
"1259"	"ZM016061"	"豫183"	"鉴18"	"晋2148/中7725"	"河南郑州市农科所"	"长"	"白"	"红"	"春"	"中"	"42"	"13"	"92"	"37.7"		"河南
"
"1260"	"ZM016062"	"豫184"	"鉴24"	"京772/中7606-5"	"河南郑州市农科所"	"长"	"白"	"红"	"春"	"中"	"43"	"11"	"89"	"42.2"		"河南
"
"1261"	"ZM016063"	"豫181"	"鉴29"	"京772/中8004"	"河南郑州市农科所"	"长"	"白"	"白"	"春"	"中"	"46"	"12"	"87"	"34.8"		"河南
"
"1262"	"ZM016064"	"豫52"	"豫07007-1-2-2-3"	"九兰39/郑州6号"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"36"	"10"	"105"	"28.7"		"河南
"
"1263"	"ZM016065"	"豫275"	"豫(74-8/山前麦)Ⅰ"	"74-8/山前麦"	"河南安阳地区农科所"	"长"	"白"	"白"	"偏春"	"中"	"43"	"10"	"100"	"50"		"河南
"
"1264"	"ZM016066"	"豫276"	"豫(74-8/山前麦)Ⅱ"	"74-8/山前麦"	"河南安阳地区农科所"	"长"	"白"	"白"	"春"	"中"	"46"	"10"	"80"	"45"		"河南
"
"1265"	"ZM016067"	"豫273"	"豫78A(半)"	"小黑麦/(高加索+徐丰1号)辐射处理"	"河南周口地区农科所"	"长"	"白"	"红"	"偏春"	"中"	"38"	"11"	"70"	"40.3"		"河南
"
"1266"	"ZM016068"	"豫272"	"豫78A(春)"	"小黑麦/(高加索+徐丰1号)辐射处理"	"河南周口地区农科所"	"长"	"白"	"红"	"春"	"中"	"41"	"13"	"70"	"37.7"		"河南
"
"1267"	"ZM016069"	"豫185"	"豫79(119)-0-2-1-2-1-3-2"	"7308/四川独秆//775-359"	"河南许昌地区农科所"	"长"	"白"	"白"	"春"	"中"	"46"	"9"	"85"	"33.9"		"河南
"
"1268"	"ZM016070"	"豫194"	"豫79(94)0-3-3"	"M265/74(473)"	"河南漯河市农科所"	"长"	"白"	"白"	"春"	"中"	"56"	"10"	"68"	"30.6"		"河南
"
"1269"	"ZM016071"	"豫193"	"豫79(107)-2-2-8"	"绵阳75-18-75392"	"河南漯河市农科所"	"长"	"白"	"白"	"春"	"中"	"38"	"9"	"79"	"30.8"		"河南
"
"1270"	"ZM016072"	"豫74"	"豫80(6)-36"	"77(2)/77(1)"	"河南省农科院"	"长"	"白"	"白"	"弱冬"	"中"	"62"	"13"	"85"	"31.4"		"河南
"
"1271"	"ZM016073"	"豫187"	"豫82(062)-0-1-0-2"	"南阳756/81-2063"	"河南许昌地区农科所"	"长"	"白"	"白"	"春"	"中"	"43"	"9"	"80"	"33.2"		"河南
"
"1272"	"ZM016074"	"豫188"	"豫82(063)-0(2)-2-1"	"南阳756/82-03"	"河南许昌地区农科所"	"长"	"白"	"白"	"春"	"中"	"48"	"12"	"82"	"32.4"		"河南
"
"1273"	"ZM016075"	"豫257"	"豫82选3-2-1"	"双6/山前麦/3/蚰包/676//洛夫林13"	"河南开封地区农科所"	"长"	"白"	"红"	"弱冬"	"中"	"40"	"9"	"80"	"40"		"河南
"
"1274"	"ZM016076"	"豫258"	"豫选3-2-2"	"双6/山前麦/3/蚰包/676//洛夫林13"	"河南开封地区农科所"	"长"	"白"	"红"	"弱冬"	"中"	"52"	"8"	"80"	"32.3"		"河南
"
"1275"	"ZM016077"	"豫246"	"豫84-3129"	"百泉3034/百农77-4051"	"河南新乡地区农科所"	"长"	"白"	"白"	"春"	"早"	"42"	"10"	"62"	"24.1"		"河南
"
"1276"	"ZM016078"	"豫252"	"豫84-3262"	"百农3074/综抗矮5号"	"河南新乡地区农科所"	"微"	"白"	"白"	"春"	"中"	"41"	"8"	"75"	"36.1"		"河南
"
"1277"	"ZM016079"	"豫244"	"豫84-3380"	"百泉41/绵阳75-21-1"	"河南新乡地区农科所"	"长"	"白"	"白"	"偏春"	"中"	"63"	"12"	"77"	"23"		"河南
"
"1278"	"ZM016080"	"豫277"	"豫85-4B"	"蚰包-036/山前麦//有芒白4号/洛夫林10号"	"河南安阳地区农科所"	"长"	"白"	"白"	"弱冬"	"中"	"40"	"9"	"76"	"34.8"		"河南
"
"1279"	"ZM016081"	"豫242"	"豫85-2303"	"白泉41/11178-3460"	"河南新乡地区农科所"	"长"	"白"	"红"	"偏春"	"早"	"60"	"12"	"74"	"29.3"		"河南
"
"1280"	"ZM016082"	"豫249"	"豫85-2325"	"郑州761/抗锈791"	"河南新乡地区农科所"	"长"	"白"	"红"	"偏春"	"中"	"36"	"8"	"69"	"37.5"		"河南
"
"1281"	"ZM016083"	"豫250"	"豫85-2382"	"四川独秆/百农77-4051-3//百泉3199"	"河南新乡地区农科所"	"长"	"白"	"白"	"春"	"早"	"46"	"10"	"77"	"35.1"		"河南
"
"1282"	"ZM016084"	"豫241"	"豫85-2403"	"龙74-6778//百泉41/(T.J.B 325 /464)"	"河南新乡地区农科所"	"长"	"白"	"红"	"弱冬"	"晚"	"66"	"16"	"84"	"35.1"		"河南
"
"1283"	"ZM016085"	"豫254"	"豫85-2461"	"百泉3034/百农77-4051-1"	"河南新乡地区农科所"	"长"	"白"	"白"	"春"	"早"	"54"	"10"	"66"	"36.4"		"河南
"
"1284"	"ZM016086"	"豫243"	"豫85-2504"	"3074/综抗矮5号"	"河南新乡地区农科所"	"长"	"白"	"白"	"偏春"	"早"	"44"	"9"	"72"	"35.8"		"河南
"
"1285"	"ZM016087"	"豫245"	"豫85-2519"	"孟77-54/抗锈784"	"河南新乡地区农科所"	"长"	"白"	"红"	"春"	"中"	"54"	"9"	"72"	"30.4"		"河南
"
"1286"	"ZM016088"	"豫248"	"豫85-2536"	"百泉7601-2-1/西植7014-Nd1-2-6"	"河南新乡地区农科所"	"长"	"白"	"红"	"春"	"早"	"38"	"9"	"83"	"37.4"		"河南
"
"1287"	"ZM016089"	"豫247"	"豫86签5"	"百农78-4043/8586-206"	"河南新乡地区农科所"	"长"	"白"	"白"	"春"	"早"	"52"	"9"	"75"	"33.3"		"河南
"
"1288"	"ZM016090"	"豫292"	"豫537"	"南大2419/石家庄407"	"河南省农科院"	"长"	"红"	"白"	"春"	"中"	"39"	"10"	"102"	"35"		"河南
"
"1289"	"ZM016091"	"豫206"	"豫6811(3)/宛原28-75-6"	"6811(3)/宛原28-75-6"	"河南信阳地区农科所"	"长"	"白"	"白"	"冬"	"中"	"43"	"11"	"96"	"37.6"		"河南
"
"1290"	"ZM016092"	"豫51"	"豫7011-1-1-3"	"反修4号/反修2号//(郑州3号+郑州17+郑引6号)"	"河南省农科院"	"长"	"白"	"白"	"春"	"早"	"43"	"11"	"104"	"26.4"		"河南
"
"1291"	"ZM016093"	"豫208"	"豫7014-Ro-1/74-22"	"Null"	"河南信阳地区农科所"	"长"	"白"	"白"	"冬"	"中"	"51"	"10"	"95"	"32.1"		"河南
"
"1292"	"ZM016094"	"豫38"	"豫7106-0-22-1-3-1"	"70-170/郑681"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"38"	"10"	"101"	"27.5"		"河南
"
"1293"	"ZM016095"	"豫39"	"豫7106-0-22-1-3-2"	"70-170/郑681"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"46"	"11"	"100"	"28.2"		"河南
"
"1294"	"ZM016096"	"豫40"	"豫7106-0-22-1-3-2A"	"70-170/郑681"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"58"	"12"	"93"	"28.6"		"河南
"
"1295"	"ZM016097"	"豫41"	"豫7106-0-22-1-3-2B"	"70-170/郑681"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"36"	"9"	"94"	"29.5"		"河南
"
"1296"	"ZM016098"	"豫42"	"豫7106-0-22-1-3-4B"	"70-170/郑681"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"41"	"10"	"94"	"31.1"		"河南
"
"1297"	"ZM016099"	"豫50"	"豫7110(郑州7110)"	"欧柔/早熟3号//郑州681"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"42"	"10"	"84"	"26.7"		"河南
"
"1298"	"ZM016100"	"豫203"	"豫7767"	"Null"	"河南商丘地区农科所"	"长"	"白"	"白"	"春"	"中"	"42"	"14"	"89"	"26.5"		"河南
"
"1299"	"ZM016101"	"豫46"	"豫8117-0-63-2"	"百泉3199/中8586-706"	"河南省农科院"	"长"	"白"	"白"	"冬"	"中"	"56"	"8"	"72"			"河南
"
"1300"	"ZM016102"	"豫48"	"豫8117-0-66-3"	"百泉3199/中8586-706"	"河南省农科院"	"长"	"白"	"白"	"冬"	"中"	"85"	"9"	"86"	"31"		"河南
"
"1301"	"ZM016103"	"豫47"	"豫8117-0-75-1"	"百泉3199/中8586-706"	"河南省农科院"	"长"	"白"	"白"	"弱冬"	"中早"	"26"	"11"	"83"	"32"		"河南
"
"1302"	"ZM016104"	"豫253"	"豫8117-4-8-1-1"	"百泉3199/中8586-206"	"河南新乡地区农科所"	"长"	"白"	"白"	"春"	"早"	"32"	"8"	"71"	"34.9"		"河南
"
"1303"	"ZM016105"	"豫189"	"豫8118-1-1-5"	"78S-3598/许76018"	"河南许昌地区农科所"	"长"	"白"	"白"	"弱冬"	"中"	"59"	"10"	"78"	"31.1"		"河南
"
"1304"	"ZM016106"	"豫270"	"豫8826(春)"	"偃师4号/盘江3号"	"河南周口地区农科所"	"长"	"白"	"白"	"春"	"早"	"46"	"11"	"68"	"29.1"		"河南
"
"1305"	"ZM016107"	"豫269"	"豫8846(春)"	"偃师4号/盘江3号"	"河南周口地区农科所"	"长"	"白"	"白"	"春"	"早"	"48"	"10"	"74"	"33.7"		"河南
"
"1306"	"ZM016108"	"豫68"	"豫30640-2-1"	"805-01/百农3217"	"河南省农科院"	"长"	"白"	"白"	"偏春"	"中"	"51"	"11"	"80"	"34"		"河南
"
"1307"	"ZM016109"	"豫70"	"豫30640-2-2"	"805-91/百农3217"	"河南省农科院"	"长"	"白"	"白"	"偏春"	"早"	"42"	"10"	"78"	"33"	"12.47"	"河南
"
"1308"	"ZM016110"	"豫59"	"豫30640-2-3"	"805-01/百农3217"	"河南省农科院"	"长"	"白"	"白"	"春"	"早"	"41"	"10"	"75"	"35"		"河南
"
"1309"	"ZM016111"	"豫61"	"豫30640-2-4"	"805-01/百农3217"	"河南省农科院"	"长"	"白"	"白"	"春"	"早"	"42"	"10"	"85"	"34"		"河南
"
"1310"	"ZM016112"	"豫62"	"豫30640-2-6"	"805-01/百农3217"	"河南省农科院"	"长"	"白"	"白"	"春"	"早"	"41"	"11"	"78"	"38"		"河南
"
"1311"	"ZM016113"	"豫69"	"豫30640-3-1"	"805-01/百农3217"	"河南省农科院"	"长"	"白"	"白"	"偏春"	"早"	"46"	"11"	"80"	"35"		"河南
"
"1312"	"ZM016114"	"豫64"	"豫30640-3-2"	"805-01/百农3217"	"河南省农科院"	"长"	"白"	"白"	"偏春"	"中"	"45"	"10"	"70"	"33"		"河南
"
"1313"	"ZM016115"	"豫63"	"豫30691-1-1"	"805-01/郑州761"	"河南省农科院"	"长"	"白"	"白"	"偏春"	"中"	"56"	"13"	"78"	"37"		"河南
"
"1314"	"ZM016116"	"豫67"	"豫30691-1-3"	"805-01/郑州761"	"河南省农科院"	"长"	"白"	"白"	"偏春"	"中"	"62"	"12"	"80"	"35"		"河南
"
"1315"	"ZM016117"	"豫65"	"豫30691-1-4"	"805-01/郑州761"	"河南省农科院"	"长"	"白"	"白"	"偏春"	"中"	"60"	"10"	"80"	"33"		"河南
"
"1316"	"ZM016118"	"豫58"	"豫30691-1-10"	"805-01/郑州761"	"河南省农科院"	"长"	"白"	"白"	"偏春"	"中"	"52"	"11"	"76"	"33.7"		"河南
"
"1317"	"ZM016119"	"豫60"	"豫30691-1-11"	"805-01/郑州761"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"46"	"10"	"75"	"40"		"河南
"
"1318"	"ZM016120"	"豫66"	"豫30691-3-6"	"805-01/郑州761"	"河南省农科院"	"长"	"白"	"白"	"偏春"	"中"	"54"	"13"	"85"	"42"		"河南
"
"1319"	"ZM016121"	"豫204"	"豫75392-4-3-23"	"Null"	"河南商丘地区农科所"	"长"	"白"	"白"	"偏春"	"中"	"40"	"8"	"55"	"29.1"		"河南
"
"1320"	"ZM016122"	"豫255"	"豫79307"	"百泉41/牛朱特"	"河南新乡地区农科所"	"长"	"白"	"白"	"春"	"中"	"62"	"9"	"75"	"39.5"		"河南
"
"1321"	"ZM016123"	"豫186"	"豫80016-1-1-3-2-7"	"7014RO/M265"	"河南许昌地区农科所"	"长"	"白"	"白"	"春"	"早"	"36"	"10"	"83"	"37.2"		"河南
"
"1322"	"ZM016124"	"豫227"	"豫80149-0-3-1"	"郑州7182-0-5-1-2/萨孟德"	"河南新乡地区农科所"	"长"	"白"	"白"	"春"	"中"	"59"	"10"	"75"	"37"		"河南
"
"1323"	"ZM016125"	"豫44"	"豫81026-0-3"	"百农3217/9612-2"	"河南省农科院"	"长"	"白"	"白"	"冬"	"中早"	"31"	"8"	"81"	"27"		"河南
"
"1324"	"ZM016126"	"豫43"	"豫81341-6-5-1"	"郑州77(2)/小偃72180"	"河南省农科院"	"长"	"白"	"白"	"冬"	"中"	"25"	"10"	"98"	"37"		"河南
"
"1325"	"ZM016127"	"豫165"	"豫82022(111)"	"2321/阿隆德拉S-77-7613-11"	"河南省农科院"	"长"	"白"	"红"	"春"	"中晚"	"46"	"9"	"71"	"25.2"		"河南
"
"1326"	"ZM016128"	"豫168"	"豫82059(059)2-2"	"林2选//983/高加索"	"河南省农科院"	"长"	"白"	"红"	"春"	"中晚"	"44"	"8"	"100"	"37.5"		"河南
"
"1327"	"ZM016129"	"豫199"	"豫85111"	"宝丰7228/80-9110-2"	"河南商丘地区农科所"	"长"	"白"	"白"	"春"	"中"	"50"	"10"	"78"	"43"		"河南
"
"1328"	"ZM016130"	"豫201"	"豫85159"	"780026/百泉3199"	"河南商丘地区农科所"	"长"	"白"	"白"	"春"	"中"	"48"	"14"	"81"	"44"		"河南
"
"1329"	"ZM016131"	"豫200"	"豫85224"	"四川77S-136/徐州2962"	"河南商丘地区农科所"	"长"	"白"	"红"	"春"	"中晚"	"70"	"10"	"82"	"41.6"		"河南
"
"1330"	"ZM016132"	"豫202"	"豫85462"	"宝丰7228/洛阳7602"	"河南商丘地区农科所"	"长"	"白"	"白"	"春"	"中晚"	"52"	"10"	"80"	"40"		"河南
"
"1331"	"ZM016133"	"豫190"	"豫790800-1-10-2-3-6"	"郑州761/M265"	"河南许昌地区农科所"	"长"	"白"	"白"	"春"	"中"	"48"	"8"	"70"	"26.5"		"河南
"
"1332"	"ZM016134"	"豫116"	"豫820243(自)"	"2321/阿隆德拉S-77-7613-11"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"44"	"10"	"68"	"27.8"		"河南
"
"1333"	"ZM016135"	"豫135"	"豫820342(055)"	"阿隆德拉S/2321"	"河南省农科院"	"长"	"白"	"白"	"弱冬"	"中"	"36"	"10"	"69"	"22.3"		"河南
"
"1334"	"ZM016136"	"豫171"	"豫820376(自)"	"阿隆德拉S/2321"	"河南省农科院"	"长"	"白"	"白"	"偏春"	"中"	"54"	"8"	"47"	"25.1"		"河南
"
"1335"	"ZM016137"	"豫166"	"豫820473(自)"	"阿隆德拉S-77-7613-11/671-13-49"	"河南省农科院"	"长"	"白"	"红"	"弱冬"	"中"	"47"	"14"	"93"	"26"		"河南
"
"1336"	"ZM016138"	"豫132"	"豫820479(079)"	"阿隆德拉S-77-7613-11/671-13-49"	"河南省农科院"	"长"	"白"	"白"	"弱冬"	"中"	"49"	"8"	"97"	"25.5"		"河南
"
"1337"	"ZM016139"	"豫163"	"豫821032"	"贵高/2321"	"河南省农科院"	"长"	"白"	"红"	"春"	"中"	"44"	"10"	"80"	"26.4"		"河南
"
"1338"	"ZM016140"	"豫137"	"豫821064(033)"	"2321/阿隆德拉S-77-7613-11"	"河南省农科院"	"长"	"白"	"白"	"偏春"	"中"	"42"	"9"	"92"	"30.9"		"河南
"
"1339"	"ZM016141"	"豫125"	"豫821065(122)"	"2321/阿隆德拉S-77-7613-11"	"河南省农科院"	"长"	"白"	"白"	"偏春"	"中"	"40"	"10"	"89"	"33"		"河南
"
"1340"	"ZM016142"	"豫164"	"豫821127(自)"	"2321/阿隆德拉S-77-7613-11"	"河南省农科院"	"长"	"白"	"红"	"春"	"中"	"52"	"12"	"97"	"29.1"		"河南
"
"1341"	"ZM016143"	"豫118"	"豫821189(048)"	"郑州761/阿隆德拉S//2321"	"河南省农科院"	"长"	"白"	"红"	"春"	"中"	"30"	"11"	"90"	"40.1"		"河南
"
"1342"	"ZM016144"	"豫152"	"豫821258"	"2321/阿隆德拉S"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"51"	"13"	"87"	"28.1"		"河南
"
"1343"	"ZM016145"	"豫170"	"豫821574(065)"	"2321/阿隆德拉S"	"河南省农科院"	"长"	"白"	"红"	"偏春"	"中"	"40"	"12"	"69"	"37.3"		"河南
"
"1344"	"ZM016146"	"豫172"	"豫821591"	"2321/阿隆德拉S"	"河南省农科院"	"长"	"白"	"红"	"春"	"中"	"41"	"8"	"75"	"34.7"		"河南
"
"1345"	"ZM016147"	"豫131"	"豫821698(132)9"	"2321/阿隆德拉S"	"河南省农科院"	"长"	"白"	"红"	"春"	"中"	"51"	"9"	"86"	"26.7"		"河南
"
"1346"	"ZM016148"	"豫117"	"豫821713"	"综抗76-1/2321"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"48"	"8"	"86"	"27.1"		"河南
"
"1347"	"ZM016149"	"豫119"	"豫821832(045)"	"阿隆德拉S/2321"	"河南省农科院"	"长"	"白"	"白"	"偏春"	"中"	"45"	"9"	"81"	"29.8"		"河南
"
"1348"	"ZM016150"	"豫120"	"豫821857(120)"	"2321/阿隆德拉S"	"河南省农科院"	"短"	"白"	"白"	"春"	"中"	"40"	"10"	"91"	"26.1"		"河南
"
"1349"	"ZM016151"	"豫133"	"豫822077(133)"	"阿隆德拉S/2321"	"河南省农科院"	"长"	"白"	"白"	"弱冬"	"中"	"44"	"10"	"93"	"35.2"		"河南
"
"1350"	"ZM016152"	"豫121"	"豫822179(自)"	"阿隆德拉S/2321"	"河南省农科院"	"长"	"白"	"红"	"春"	"中"	"46"	"9"	"86"	"31.8"		"河南
"
"1351"	"ZM016153"	"豫174"	"豫822367"	"郑州761/阿隆德拉S-77-7613-11"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"53"	"10"	"75"	"28.7"		"河南
"
"1352"	"ZM016154"	"豫127"	"豫822367(自)"	"郑州761/阿隆德拉S"	"河南省农科院"	"长"	"白"	"红"	"偏春"	"中"	"49"	"9"	"71"	"32.1"		"河南
"
"1353"	"ZM016155"	"豫134"	"豫822382(107)"	"阿隆德拉S/2321"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"46"	"8"	"103"	"29.9"		"河南
"
"1354"	"ZM016156"	"豫128"	"豫822392(自)"	"阿隆德拉S/2321"	"河南省农科院"	"长"	"白"	"白"	"春"	"中"	"44"	"9"	"77"	"21.4"		"河南
"
"1355"	"ZM016157"	"豫129"	"豫822834(073)"	"郑州761/阿隆德拉S-77-7613-11"	"河南省农科院"	"长"	"白"	"红"	"春"	"中"	"52"	"10"	"40"	"30.8"		"河南
"
