"id"	"备注"	"枯萎病抗指"	"老荚日数"	"单荚重"	"品种名称"	"水分"	"株型"	"保存编号"	"译名"	"青荚日数"	"荚形"	"干重蛋白"	"荚壁纤维"	"种子来源"	"炭疽病抗指"	"荚厚"	"翼瓣次色"	"种子形状"	"种子皮色"	"种皮次色"	"株高"	"干重纤维"	"种子大小"	"保存单位"	"亩产"	"翼瓣色"	"种质库编号"	"统一编号"	"栽培季节"	"嫩荚色"	"鲜重蛋白"	"抗逆性"	"荚宽"	"株幅"	"品质"	"嫩荚次色"	"荚长"	"鲜重纤维"
"1"	"0.00"	"-0.2090"	"80"	"4.2"	"法国四季豆"	"85.58"	"矮生"	"P25(81)"	"FA GUO SI JI DOU"	"60"	"棍形"	"21.59"	"少"	"安徽巢县"	"0.2022"	"0.8"	"--"	"肾形"	"黄"	"--"	"40.0"	"10.77"	"中"	"安徽农科院园艺所"	"750"	"紫"	"Ⅱ7A0481"	"V07A0001"	"4上-6中上春夏"	"绿"	"3.11"	"--"	"0.9"	"40.0"	"好"	"--"	"13.5"	"1.55"
"2"	"--"	"0.5245"	"45"	"8.0"	"红花菜豆"	"90.00"	"蔓生"	"Pr6(81)"	"HONG HUA CAI DOU"	"--"	"扁条"	"21.84"	"少"	"安徽合肥市"	"-0.6500"	"1.2"	"--"	"--"	"白"	"--"	"170.0"	"12.40"	"中"	"安徽农科院园艺所"	"875"	"紫"	"Ⅱ7A0482"	"V07A0002"	"4上-7下"	"绿"	"2.18"	"中"	"2.2"	"40.0"	"好"	"--"	"14.0"	"1.24"
"3"	"*"	"-0.2309"	"85"	"7.2"	"黑籽四季豆"	"89.11"	"矮生"	"Pr7(80)"	"HEI ZI SI JI DOU"	"63"	"扁条"	"21.20"	"少"	"安徽合肥市"	"0.5999"	"0.5"	"--"	"肾形"	"黑"	"--"	"30.0"	"12.01"	"中"	"安徽农科院园艺所"	"850"	"浅紫"	"Ⅱ7A1104"	"V07A0003"	"4上-6中春夏"	"绿"	"2.31"	"耐寒"	"1.0"	"28.0"	"好"	"--"	"13.0"	"1.31"
"4"	"*"	"--"	"75"	"8.7"	"花籽五月结"	"--"	"蔓生"	"Pr11(89)"	"HUA ZI WU YUE JIE"	"65"	"细长条"	"--"	"--"	"安徽绩溪县"	"--"	"0.9"	"--"	"肾形"	"紫"	"白"	"170.0"	"--"	"大"	"安徽农科院园艺所"	"1500"	"紫"	"Ⅱ7A2158"	"V07A0004"	"4上-6中春夏"	"绿"	"--"	"耐热"	"1.0"	"40.0"	"好"	"--"	"12.0"	"--"
"5"	"--"	"--"	"55"	"6.0"	"四季梅"	"--"	"蔓生"	"Pv10(88)"	"SI JI MEI"	"--"	"扁条"	"--"	"中"	"安徽嘉山县"	"--"	"1.1"	"--"	"--"	"深褐"	"--"	"180.0"	"--"	"小"	"安徽农科院园艺所"	"1250"	"紫"	"Ⅱ7A2001"	"V07A0005"	"4上-7下"	"绿"	"--"	"强"	"1.7"	"42.0"	"较好"	"--"	"12.0"	"--"
"6"	"--"	"--"	"70"	"7.0"	"红花菜豆"	"--"	"蔓生"	"Pr13(89)"	"HONG HUA CAI DOU"	"50"	"棍形"	"--"	"少"	"安徽铜陵市"	"--"	"0.9"	"--"	"肾形"	"黑"	"--"	"100.0"	"--"	"大"	"安徽农科院园艺所"	"375"	"紫"	"Ⅱ7A2141"	"V07A0006"	"4中-6上"	"绿"	"--"	"强"	"1.0"	"50.0"	"好"	"--"	"15.0"	"--"
"7"	"*"	"-0.4769"	"85"	"7.0"	"黄子四季豆"	"89.49"	"矮生"	"Pr2(81)"	"HUANG ZI SI JI DOU"	"68"	"扁条"	"19.52"	"多"	"安徽芜湖市"	"1.4065"	"0.3"	"--"	"肾形"	"黄"	"--"	"35.0"	"13.08"	"中"	"安徽农科院园艺所"	"600"	"白"	"Ⅱ7A0125"	"V07A0007"	"4上-6中春夏"	"绿"	"2.05"	"抗寒"	"1.0"	"26.0"	"好"	"--"	"12.0"	"1.37"
"8"	"*"	"0.6737"	"--"	"7.0"	"白籽梅豆(白花架豆)"	"90.61"	"蔓生"	"Pr3(81)"	"BAI ZI MEI DOU (BAI HUA JIA DOU )"	"--"	"扁条"	"20.57"	"少"	"安徽芜湖市"	"-0.3400"	"0.9"	"--"	"肾形"	"白"	"--"	"160.0"	"13.11"	"小"	"安徽农科院园艺所"	"1250"	"白"	"Ⅱ7A0127"	"V07A0008"	"--"	"绿"	"1.93"	"较耐热不耐寒"	"1.0"	"34.0"	"好"	"--"	"13.0"	"1.23"
"9"	"*"	"0.2018"	"--"	"--"	"黑子梅豆(紫花菜豆)"	"88.67"	"蔓生"	"Pr3(81)"	"HEI ZI MEI DOU (ZI HUA CAI DOU )"	"60"	"棍形"	"19.53"	"--"	"安徽芜湖市"	"-0.6500"	"--"	"--"	"肾形"	"黑"	"--"	"--"	"15.48"	"--"	"安徽农科院园艺所"	"--"	"紫"	"Ⅱ7A0126"	"V07A0009"	"--"	"绿"	"2.21"	"强"	"--"	"--"	"--"	"--"	"--"	"1.75"
"10"	"--"	"-0.9247"	"45"	"9.0"	"矮生四季豆"	"90.28"	"矮生"	"Pv8(87)"	"AI SHENG SI JI DOU"	"--"	"棍形"	"20.40"	"少"	"安徽枞阳县"	"-0.0872"	"1.3"	"--"	"--"	"浅褐"	"--"	"65.0"	"14.56"	"大"	"安徽农科院园艺所"	"625"	"浅红"	"Ⅱ7A1220"	"V07A0010"	"4上-7中"	"浅绿"	"1.98"	"强"	"2.0"	"30.0"	"好"	"--"	"15.0"	"1.41"
"11"	"*"	"--"	"75"	"6.0"	"白籽四月结"	"--"	"矮生"	"Pr12(89)"	"BAI ZI SI YUE JIE"	"63"	"扁条"	"--"	"较多"	"安徽歙县"	"--"	"0.6"	"黄"	"肾形"	"白"	"黄"	"45.0"	"--"	"大"	"安徽农科院园艺所"	"750"	"白"	"Ⅱ7A2159"	"V07A0011"	"4上-6中春夏"	"浅绿"	"--"	"--"	"1.0"	"42.0"	"好"	"--"	"15.5"	"--"
"12"	"*荚肉厚风味好"	"--"	"70"	"7.0"	"黑籽四月结"	"--"	"矮生"	"Pr14(89)"	"HEI ZI SI YUE JIE"	"55"	"扁条"	"--"	"少"	"安徽歙县"	"--"	"0.8"	"--"	"肾形"	"黑"	"--"	"45.0"	"--"	"大"	"安徽农科院园艺所"	"500"	"紫"	"Ⅱ7A2142"	"V07A0012"	"4上-6上春夏"	"深绿"	"--"	"适应性强"	"1.0"	"42.0"	"好"	"--"	"14.0"	"--"
"13"	"--"	"0.2600"	"85"	"--"	"北京棍儿豆"	"91.95"	"蔓生"	"--"	"BEI JING GUN ER DOU"	"70"	"棍形"	"23.09"	"--"	"北京"	"0.3309"	"1.0"	"--"	"肾形"	"白"	"白"	"--"	"13.56"	"--"	"北京蔬菜研究中心"	"--"	"白"	"Ⅱ7A2093"	"V07A0013"	"--"	"浅绿"	"1.86"	"耐热"	"1.0"	"--"	"--"	"--"	"12.5"	"1.09"
"14"	"--"	"-0.9971"	"75"	"--"	"羊肠白花豆"	"89.48"	"蔓生"	"B268"	"YANG CHANG BAI HUA DOU"	"65"	"棍形"	"20.50"	"--"	"北京"	"0.1870"	"1.1"	"--"	"肾形"	"白"	"白"	"--"	"13.82"	"--"	"北京蔬菜研究中心"	"--"	"白"	"Ⅱ7A1650"	"V07A0014"	"--"	"浅绿"	"2.16"	"耐热"	"1.1"	"--"	"--"	"--"	"16.0"	"1.45"
"15"	"--"	"-0.0300"	"--"	"13.5"	"双季豆"	"90.00"	"蔓生"	"B266"	"SHUANG JI DOU"	"70"	"扁条"	"21.46"	"少"	"北京"	"-0.9600"	"--"	"--"	"肾形"	"棕"	"--"	"--"	"16.36"	"中"	"北京蔬菜研究中心"	"500"	"白"	"Ⅱ7A1649"	"V07A0015"	"春秋"	"浅绿"	"2.15"	"--"	"1.3"	"--"	"好"	"--"	"18.5"	"1.64"
"16"	"--"	"--"	"93"	"1.0"	"福州圆荚菜豆"	"--"	"蔓生"	"89-C-2-2"	"FU ZHOU YUAN JIA CAI DOU"	"72"	"棍形"	"--"	"中"	"福建福州市"	"--"	"0.7"	"--"	"肾形"	"白"	"白"	"291.0"	"--"	"中"	"福州市蔬菜科研所"	"575"	"白"	"Ⅱ7A2119"	"V07A0016"	"3上-4中"	"绿"	"--"	"中强"	"0.7"	"--"	"好"	"--"	"13.1"	"--"
"17"	"--"	"-0.0335"	"95"	"9.5"	"福州长荚四季豆"	"89.70"	"蔓生"	"88-C-2-1"	"FU ZHOU CHANG JIA SI JI DOU"	"75"	"--"	"17.85"	"中"	"福建福州市"	"0.3142"	"0.6"	"--"	"肾形"	"白"	"白"	"285.0"	"13.03"	"小"	"福州市蔬菜科研所"	"675"	"白"	"Ⅱ7A1278"	"V07A0017"	"3上-4中"	"浅绿"	"1.84"	"中"	"0.7"	"--"	"好"	"--"	"13.4"	"1.34"
"18"	"--"	"0.3300"	"100"	"--"	"福州本地菜豆"	"92.67"	"蔓生"	"87-C-2"	"FU ZHOU BEN DI CAI DOU"	"70"	"扁条"	"22.13"	"--"	"福建福州市"	"0.4100"	"0.6"	"--"	"肾形"	"白"	"--"	"280.0"	"10.53"	"--"	"福州市蔬菜科研所"	"500"	"白"	"Ⅱ7A0480"	"V07A0018"	"3中-4上,5中-7中"	"绿"	"1.62"	"中"	"0.7"	"--"	"--"	"--"	"12.9"	"0.77"
"19"	"--"	"-0.3734"	"90"	"8.4"	"古田局下四季豆"	"93.08"	"蔓生"	"88-C-13"	"GU TIAN JU XIA SI JI DOU"	"75"	"细长条"	"19.34"	"少"	"福建古田县"	"0.2286"	"0.7"	"--"	"肾形"	"白"	"白"	"250.0"	"13.25"	"中"	"福州市蔬菜科研所"	"550"	"白"	"Ⅱ7A1286"	"V07A0019"	"3上-4上"	"绿"	"1.34"	"中"	"0.8"	"--"	"好"	"--"	"11.0"	"0.92"
"20"	"--"	"-0.4315"	"98"	"9.8"	"连城黑籽四季豆"	"84.70"	"蔓生"	"88-C-6"	"LIAN CHENG HEI ZI SI JI DOU"	"70"	"棍形"	"25.92"	"中"	"福建连城县"	"0.3861"	"0.8"	"--"	"肾形"	"黑"	"--"	"265.0"	"13.84"	"中"	"福州市蔬菜科研所"	"775"	"白"	"Ⅱ7A1279"	"V07A0020"	"3上-4上"	"浅绿"	"3.97"	"强"	"1.3"	"--"	"好"	"--"	"9.8"	"2.12"
"21"	"--"	"0.0680"	"110"	"13.0"	"台湾黑籽四季豆"	"81.39"	"蔓生"	"88-C-9"	"TAI WAN HEI ZI SI JI DOU"	"90"	"细长条"	"20.44"	"少"	"福建台湾引进"	"-0.8676"	"0.8"	"紫"	"肾形"	"黑"	"--"	"312.0"	"11.31"	"中"	"福州市蔬菜科研所"	"550"	"浅兰"	"Ⅱ7A1282"	"V07A0029"	"3上-4上"	"绿"	"3.80"	"中"	"0.9"	"--"	"好"	"--"	"20.0"	"2.10"
"22"	"--"	"-0.2548"	"95"	"10.1"	"五风白花菜豆"	"91.16"	"蔓生"	"88-C-7"	"WU FENG BAI HUA CAI DOU"	"75"	"细长条"	"22.09"	"少"	"福建五风引"	"-1.0315"	"0.7"	"--"	"肾形"	"白"	"白"	"279.0"	"12.76"	"小"	"福州市蔬菜科研所"	"725"	"白"	"Ⅱ7A1280"	"V07A0031"	"3上-4下"	"绿"	"1.95"	"强"	"0.7"	"--"	"好"	"--"	"14.0"	"1.13"
"23"	"--"	"-0.2891"	"105"	"16.7"	"日本""キ-クニヌ""(菜豆)"	"85.08"	"蔓生"	"88-C-19"	"RI BEN ""キ-クニヌ""(CAI DOU )"	"85"	"细长条"	"20.88"	"中"	"福建引自日本"	"-1.2689"	"1.0"	"--"	"肾形"	"褐"	"--"	"265.0"	"16.57"	"大"	"福州市蔬菜科研所"	"675"	"浅黄"	"Ⅱ7A1292"	"V07A0032"	"3中-4上"	"绿"	"3.12"	"中"	"1.6"	"--"	"好"	"--"	"20.0"	"2.47"
"24"	"--"	"-0.3734"	"90"	"11.0"	"日本长崎菜豆"	"91.56"	"蔓生"	"88-C-17"	"RI BEN CHANG QI CAI DOU"	"70"	"剑形"	"20.25"	"中"	"福建引自日本"	"-0.4426"	"0.9"	"--"	"肾形"	"褐"	"--"	"267.0"	"13.47"	"中"	"福州市蔬菜科研所"	"525"	"白"	"Ⅱ7A1290"	"V07A0033"	"3中-4中"	"绿"	"1.69"	"中"	"1.4"	"--"	"好"	"--"	"15.5"	"1.14"
"25"	"--"	"-0.3444"	"95"	"11.7"	"日本S1菜豆"	"91.70"	"蔓生"	"88-C-18"	"RI BEN S1 CAI DOU"	"71"	"剑形"	"21.01"	"少"	"福建引自日本"	"-0.1402"	"0.9"	"--"	"肾形"	"褐"	"--"	"275.0"	"12.43"	"中"	"福州市蔬菜科研所"	"550"	"白"	"Ⅱ7A1291"	"V07A0034"	"3中-4中"	"绿"	"1.74"	"中"	"1.5"	"--"	"好"	"--"	"14.0"	"1.03"
"26"	"--"	"-0.3369"	"--"	"14.0"	"河南肉刀豆"	"86.84"	"蔓生"	"甘Ⅱ7A026"	"HE NAN ROU DAO DOU"	"60"	"棍形"	"20.76"	"较少"	"甘肃兰州市"	"0.0945"	"1.2"	"--"	"肾形"	"褐"	"深褐"	"--"	"11.19"	"中"	"甘肃农科院蔬菜所"	"1000"	"白"	"Ⅱ7A1614"	"V07A0045"	"4上-7上中"	"绿"	"2.74"	"--"	"1.2"	"--"	"好"	"--"	"19.5"	"1.47"
"27"	"*"	"--"	"--"	"3.0"	"白鸡旦豆"	"87.78"	"矮生"	"甘Ⅱ7A009"	"BAI JI DAN DOU"	"65"	"扁条"	"21.52"	"--"	"甘肃宁县"	"2.4800"	"0.7"	"--"	"卵圆"	"白"	"--"	"38.0"	"15.49"	"小"	"甘肃农科院蔬菜所"	"175"	"白"	"Ⅱ7A0317"	"V07A0046"	"--"	"--"	"2.63"	"耐瘠"	"1.0"	"--"	"--"	"--"	"8.0"	"1.89"
"28"	"*引进品种"	"0.5500"	"--"	"10.5"	"武威花刀豆"	"91.87"	"半蔓生"	"甘Ⅱ7A012"	"WU WEI HUA DAO DOU"	"80"	"棍形"	"18.64"	"少"	"甘肃农科院"	"0.0400"	"0.8"	"--"	"肾形"	"浅黄"	"紫"	"--"	"17.51"	"中"	"甘肃农科院蔬菜所"	"1125"	"浅紫"	"Ⅱ7A0495"	"V07A0047"	"4下-7上春夏"	"浅绿"	"1.53"	"耐旱"	"1.1"	"--"	"好"	"紫"	"15.0"	"1.44"
"29"	"*引自北京"	"-0.2700"	"--"	"9.0"	"法国菜豆"	"89.93"	"矮生"	"甘Ⅱ7A002"	"FA GUO CAI DOU"	"55"	"棍形"	"19.54"	"少"	"甘肃农科院"	"--"	"0.8"	"--"	"肾形"	"黄"	"浅褐"	"46.5"	"13.08"	"大"	"甘肃农科院蔬菜所"	"1500"	"浅紫"	"Ⅱ7A0492"	"V07A0048"	"4上-6上春夏"	"浅绿"	"1.97"	"--"	"1.0"	"--"	"好"	"--"	"17.2"	"1.32"
"30"	"*"	"--"	"--"	"12.5"	"黄豆角"	"86.03"	"蔓生"	"甘Ⅱ7A020"	"HUANG DOU JIAO"	"65"	"扁条"	"21.00"	"少"	"甘肃平凉市"	"0.4038"	"0.8"	"--"	"肾形"	"褐"	"深褐"	"--"	"14.54"	"大"	"甘肃农科院蔬菜所"	"1500"	"白"	"Ⅱ7A0327"	"V07A0049"	"4上中-6中春夏"	"浅黄"	"2.93"	"耐寒"	"1.2"	"--"	"好"	"--"	"21.0"	"2.03"
"31"	"*"	"0.3000"	"--"	"8.0"	"白刀豆"	"89.62"	"半蔓生"	"甘Ⅱ7A011"	"BAI DAO DOU"	"70"	"扁条"	"26.06"	"--"	"甘肃武威市"	"3.6700"	"0.8"	"--"	"肾形"	"白"	"--"	"100.0"	"13.99"	"中"	"甘肃农科院蔬菜所"	"1000"	"白"	"Ⅱ7A0318"	"V07A0058"	"4下-7上春夏"	"绿"	"2.71"	"不耐旱"	"1.0"	"--"	"好"	"--"	"12.0"	"1.45"
"32"	"*"	"0.6300"	"--"	"10.0"	"红籽刀豆"	"85.89"	"半蔓生"	"甘Ⅱ7A013"	"HONG ZI DAO DOU"	"70"	"扁条"	"24.61"	"--"	"甘肃张掖市"	"1.2300"	"0.6"	"--"	"卵圆"	"红"	"--"	"--"	"12.89"	"小"	"甘肃农科院蔬菜所"	"500"	"白"	"Ⅱ7A0320"	"V07A0059"	"4上-6下春夏"	"绿"	"3.47"	"耐旱"	"1.2"	"--"	"好"	"--"	"11.0"	"1.82"
"33"	"*"	"0.3000"	"--"	"6.0"	"花菜豆"	"86.14"	"蔓生"	"甘Ⅱ7A023"	"HUA CAI DOU"	"85"	"扁条"	"26.22"	"--"	"甘肃正宁县"	"1.6900"	"1.0"	"--"	"--"	"浅褐"	"黑"	"--"	"13.21"	"大"	"甘肃农科院蔬菜所"	"--"	"紫"	"Ⅱ7A0330"	"V07A0060"	"4下-7中春夏"	"浅绿"	"3.63"	"耐旱"	"1.0"	"--"	"好"	"--"	"11.6"	"1.83"
"34"	"*"	"0.5400"	"--"	"7.1"	"白菜豆"	"87.76"	"蔓生"	"甘Ⅱ7A021"	"BAI CAI DOU"	"60"	"--"	"26.65"	"--"	"甘肃正宁县"	"1.5500"	"0.9"	"--"	"--"	"白"	"--"	"--"	"12.16"	"较大"	"甘肃农科院蔬菜所"	"--"	"白"	"Ⅱ7A0328"	"V07A0061"	"4中-6下"	"--"	"3.26"	"耐旱中"	"1.0"	"--"	"--"	"--"	"13.0"	"1.49"
"35"	"*当地与农作物间作"	"0.6900"	"--"	"7.5"	"黑菜豆"	"87.10"	"蔓生"	"甘Ⅱ7A022"	"HEI CAI DOU"	"75"	"棍形"	"28.72"	"--"	"甘肃正宁县"	"2.5700"	"1.1"	"--"	"--"	"黑"	"--"	"--"	"13.20"	"较大"	"甘肃农科院蔬菜所"	"--"	"紫"	"Ⅱ7A0329"	"V07A0062"	"4中-7上"	"绿"	"3.70"	"--"	"0.9"	"--"	"好"	"--"	"15.0"	"1.70"
"36"	"--"	"0.0800"	"--"	"7.2"	"12号玉豆"	"93.65"	"蔓生"	"G43-22"	"12 HAO YU DOU"	"57"	"扁条"	"21.26"	"少"	"广东番禺县"	"0.3800"	"0.8"	"--"	"--"	"--"	"--"	"--"	"24.40"	"--"	"广东农科院经作所"	"--"	"白"	"Ⅱ7A1672"	"V07A0065"	"--"	"浅绿"	"1.35"	"中"	"1.1"	"--"	"好"	"--"	"15.9"	"1.55"
"37"	"--"	"0.7900"	"73"	"10.3"	"双青二号"	"89.08"	"蔓生"	"G43-12"	"SHUANG QING ER HAO"	"54"	"扁条"	"18.20"	"少"	"广东广州市"	"1.1000"	"0.9"	"--"	"肾形"	"褐"	"--"	"--"	"10.84"	"--"	"广东农科院经作所"	"--"	"白"	"Ⅱ7A1099"	"V07A0072"	"10-12"	"浅绿"	"1.99"	"耐湿"	"1.1"	"--"	"好"	"--"	"16.8"	"1.18"
"38"	"--"	"--"	"79"	"13.0"	"自选双青一号玉豆"	"--"	"蔓生"	"G43-29"	"ZI XUAN SHUANG QING YI HAO YU DOU"	"52"	"扁条"	"--"	"少"	"广东广州市"	"--"	"0.7"	"--"	"肾形"	"褐"	"--"	"--"	"--"	"中"	"广东农科院经作所"	"--"	"白"	"Ⅱ7A2124"	"V07A0074"	"3-58-10"	"绿"	"--"	"强"	"1.1"	"--"	"好"	"--"	"18.8"	"--"
"39"	"--"	"0.2900"	"68"	"10.6"	"双青一号"	"92.05"	"蔓生"	"G43-11"	"SHUANG QING YI HAO"	"52"	"扁条"	"18.40"	"少"	"广东广州市"	"0.5400"	"0.9"	"--"	"肾形"	"浅褐"	"--"	"--"	"18.26"	"--"	"广东农科院经作所"	"--"	"白"	"Ⅱ7A0555"	"V07A0075"	"10-3"	"浅绿"	"1.47"	"耐湿"	"1.2"	"--"	"好"	"--"	"16.9"	"1.45"
"40"	"--"	"--"	"74"	"8.1"	"抗寒2号"	"--"	"矮生"	"G43-16"	"KANG HAN 2 HAO"	"54"	"棍形"	"--"	"少"	"广东引自日本"	"--"	"0.9"	"--"	"肾形"	"褐"	"--"	"32.3"	"--"	"大"	"广东农科院经作所"	"--"	"紫"	"Ⅱ7A1340"	"V07A0081"	"9-12"	"绿"	"--"	"强"	"1.0"	"38.8"	"好"	"--"	"14.4"	"--"
"41"	"--"	"0.2300"	"113"	"4.2"	"小白金豆"	"89.22"	"蔓生"	"7-A-22-81"	"XIAO BAI JIN DOU"	"75"	"扁条"	"21.27"	"多"	"贵州道真县"	"-0.2200"	"0.8"	"--"	"卵圆"	"白"	"--"	"--"	"14.67"	"--"	"贵州农科院园艺所"	"--"	"白"	"Ⅱ7A1413"	"V07A0122"	"3下-4上"	"浅绿"	"2.30"	"中"	"1.1"	"--"	"差"	"--"	"9.8"	"1.58"
"42"	"--"	"-0.7400"	"108"	"17.5"	"大四季豆"	"91.56"	"蔓生"	"7-A-a-22-93"	"DA SI JI DOU"	"76"	"扁条"	"22.63"	"--"	"贵州道真县"	"-0.6400"	"1.2"	"--"	"肾形"	"红"	"白"	"--"	"14.86"	"--"	"贵州农科院园艺所"	"--"	"深紫"	"Ⅱ7A0791"	"V07A0123"	"3下-4上"	"绿"	"1.91"	"中"	"1.8"	"--"	"好"	"--"	"18.1"	"1.26"
"43"	"--"	"0.1700"	"113"	"7.8"	"道真黑籽四季豆"	"87.25"	"蔓生"	"7-A-a-22-96"	"DAO ZHEN HEI ZI SI JI DOU"	"73"	"棍形"	"21.77"	"--"	"贵州道真县"	"0.4900"	"1.0"	"--"	"卵圆"	"黑"	"--"	"--"	"13.37"	"--"	"贵州农科院园艺所"	"--"	"紫"	"Ⅱ7A0812"	"V07A0124"	"3下-4上"	"绿"	"2.78"	"中"	"1.1"	"--"	"好"	"--"	"13.7"	"1.70"
"44"	"--"	"1.6000"	"105"	"12.0"	"德江四季豆"	"87.16"	"蔓生"	"7-A-a-22-110"	"DE JIANG SI JI DOU"	"73"	"棍形"	"24.13"	"--"	"贵州德江县"	"0.1300"	"1.0"	"--"	"卵圆"	"褐"	"--"	"--"	"16.13"	"--"	"贵州农科院园艺所"	"--"	"白"	"Ⅱ7A0800"	"V07A0125"	"3下-4上"	"绿"	"3.13"	"强"	"1.2"	"--"	"好"	"--"	"15.3"	"2.08"
"45"	"--"	"0.6100"	"--"	"5.8"	"都匀四季豆"	"92.97"	"矮生"	"7-A-b-22-42"	"DU YUN SI JI DOU"	"--"	"细长条"	"29.10"	"--"	"贵州都匀市"	"0.4800"	"0.7"	"--"	"肾形"	"黑"	"--"	"50.0"	"27.10"	"中"	"贵州农科院园艺所"	"--"	"紫"	"Ⅱ7A0848"	"V07A0126"	"--"	"绿"	"2.05"	"--"	"1.1"	"45.0"	"--"	"--"	"14.6"	"1.88"
"46"	"--"	"-0.8100"	"115"	"12.0"	"豇豆四季豆"	"90.18"	"蔓生"	"7-A-22-91"	"JIANG DOU SI JI DOU"	"76"	"扁条"	"24.79"	"--"	"贵州风岗县"	"0.8100"	"0.8"	"--"	"肾形"	"白"	"--"	"--"	"15.59"	"--"	"贵州农科院园艺所"	"--"	"浅黄"	"Ⅱ7A1416"	"V07A0138"	"3下-4上"	"绿"	"2.04"	"中"	"1.2"	"--"	"好"	"--"	"18.3"	"1.53"
"47"	"--"	"-0.5700"	"88"	"8.8"	"矮四季豆"	"84.41"	"矮生"	"7-B-22-49"	"AI SI JI DOU"	"73"	"扁条"	"19.71"	"--"	"贵州凤冈县"	"-2.1100"	"0.5"	"--"	"卵圆"	"浅黄"	"--"	"35.0"	"17.82"	"大"	"贵州农科院园艺所"	"--"	"黄"	"Ⅱ7A1469"	"V07A0139"	"--"	"浅绿"	"2.08"	"--"	"0.9"	"38.0"	"--"	"--"	"13.8"	"2.78"
"48"	"--"	"0.4900"	"123"	"4.5"	"白子矮豆"	"91.92"	"蔓生"	"7-A-22-125"	"BAI ZI AI DOU"	"76"	"扁条"	"26.62"	"多"	"贵州福泉县"	"-2.4200"	"0.8"	"--"	"卵圆"	"白"	"--"	"--"	"20.97"	"--"	"贵州农科院园艺所"	"--"	"白"	"Ⅱ7A1418"	"V07A0140"	"3下-4上"	"绿"	"2.15"	"中"	"1.1"	"--"	"差"	"紫"	"9.4"	"1.70"
"49"	"--"	"1.1800"	"98"	"--"	"福泉矮子豆"	"85.58"	"矮生"	"7-A-b-22-124"	"FU QUAN AI ZI DOU"	"71"	"扁条"	"24.49"	"多"	"贵州福泉县"	"0.2300"	"--"	"--"	"卵圆"	"黑"	"--"	"--"	"19.31"	"--"	"贵州农科院园艺所"	"--"	"紫"	"Ⅱ7A0851"	"V07A0141"	"3下-4上"	"深绿"	"3.53"	"中"	"--"	"--"	"好"	"--"	"--"	"2.78"
"50"	"--"	"--"	"119"	"7.8"	"关岭四季豆"	"--"	"蔓生"	"7-A-a-22-13"	"GUAN LING SI JI DOU"	"91"	"扁条"	"--"	"少"	"贵州关岭县"	"--"	"0.8"	"--"	"卵圆"	"紫"	"--"	"--"	"--"	"--"	"贵州农科院园艺所"	"--"	"紫"	"Ⅱ7A0750"	"V07A0142"	"3下-4上"	"绿"	"--"	"强"	"1.1"	"--"	"好"	"--"	"11.2"	"--"
"51"	"--"	"0.2500"	"120"	"12.6"	"棒豆(2)"	"92.78"	"蔓生"	"7-A-22-46"	"BANG DOU (2)"	"85"	"扁条"	"22.98"	"--"	"贵州清镇县"	"0.2000"	"--"	"--"	"--"	"黄"	"--"	"--"	"17.23"	"大"	"贵州农科院园艺所"	"--"	"黄"	"Ⅱ7A1479"	"V07A0182"	"3中-7"	"绿"	"1.66"	"--"	"1.3"	"--"	"好"	"--"	"15.5"	"1.24"
"52"	"--"	"0.6300"	"120"	"14.0"	"棒豆(1)"	"92.15"	"蔓生"	"7-A-22-34"	"BANG DOU (1)"	"80"	"扁条"	"21.98"	"少"	"贵州清镇县"	"-0.4600"	"--"	"--"	"--"	"褐"	"--"	"--"	"14.34"	"中"	"贵州农科院园艺所"	"--"	"浅黄"	"Ⅱ7A1478"	"V07A0183"	"3中-7"	"绿"	"1.71"	"--"	"1.2"	"--"	"--"	"--"	"17.2"	"1.13"
"53"	"--"	"-0.0600"	"105"	"5.6"	"桩桩豆(2)"	"90.80"	"蔓生"	"7-A-22-168"	"ZHUANG ZHUANG DOU (2)"	"62"	"棍形"	"22.42"	"--"	"贵州水城"	"-1.8300"	"--"	"黄"	"--"	"紫"	"--"	"--"	"18.16"	"中"	"贵州农科院园艺所"	"--"	"紫"	"Ⅱ7A1495"	"V07A0189"	"3上-7"	"绿"	"2.07"	"--"	"1.1"	"--"	"差"	"--"	"12.0"	"1.64"
"54"	"--"	"0.3900"	"110"	"5.2"	"小鸟豆(2)"	"85.96"	"蔓生"	"7-A-22-152"	"XIAO NIAO DOU (2)"	"72"	"扁条"	"27.28"	"--"	"贵州水城市"	"0.1100"	"--"	"黄"	"--"	"白"	"--"	"--"	"17.30"	"中"	"贵州农科院园艺所"	"--"	"紫"	"Ⅱ7A1490"	"V07A0190"	"3上-7"	"绿"	"3.83"	"--"	"1.2"	"--"	"差"	"--"	"11.0"	"2.43"
"55"	"--"	"-0.1400"	"105"	"5.7"	"二季早花豆<2>"	"89.48"	"蔓生"	"7-A-22-193"	"ER JI ZAO HUA DOU <2>"	"65"	"扁条"	"22.77"	"--"	"贵州水城县"	"0.4100"	"--"	"--"	"--"	"红"	"白"	"--"	"15.06"	"中"	"贵州农科院园艺所"	"--"	"浅黄"	"Ⅱ7A1455"	"V07A0192"	"3上-7"	"绿"	"2.40"	"--"	"1.2"	"--"	"好"	"--"	"9.9"	"1.58"
