"id"	"备注"	"枯萎病抗指"	"老荚日数"	"单荚重"	"品种名称"	"水分"	"株型"	"保存编号"	"译名"	"青荚日数"	"荚形"	"干重蛋白"	"荚壁纤维"	"种子来源"	"炭疽病抗指"	"荚厚"	"翼瓣次色"	"种子形状"	"种子皮色"	"种皮次色"	"株高"	"干重纤维"	"种子大小"	"保存单位"	"亩产"	"翼瓣色"	"种质库编号"	"统一编号"	"栽培季节"	"嫩荚色"	"鲜重蛋白"	"抗逆性"	"荚宽"	"株幅"	"品质"	"嫩荚次色"	"荚长"	"鲜重纤维"
"326"	"新育品种"	"0.0544"	"70"	"6.7"	"541四季豆"	"90.46"	"蔓生"	"89-7-45"	"541 SI JI DOU"	"55"	"棍形"	"22.73"	"少"	"江苏扬州市"	"1.0544"	"--"	"--"	"肾形"	"白"	"--"	"--"	"11.75"	"较小"	"江苏农科院蔬菜所"	"800"	"白"	"Ⅱ7A1666"	"V07A0978"	"4中定植6上-7上收"	"绿"	"2.17"	"中"	"--"	"--"	"较好"	"--"	"11.8"	"1.12"
"327"	"*"	"0.0213"	"63"	"6.0"	"地扁刀豆"	"83.55"	"矮生"	"78-7-3"	"DI BIAN DAO DOU"	"48"	"棍形"	"21.15"	"多"	"江苏扬州市"	"0.6800"	"0.6"	"--"	"肾形"	"黄"	"--"	"34.0"	"14.58"	"大"	"江苏农科院蔬菜所"	"625"	"浅紫"	"Ⅱ7A0439"	"V07A0979"	"3下-4上-5下6上春夏"	"绿"	"3.48"	"耐寒"	"1.3"	"35.0"	"差"	"--"	"13.8"	"2.40"
"328"	"*"	"--"	"74"	"7.5"	"紫花刀豆"	"--"	"蔓生"	"78-2-2"	"ZI HUA DAO DOU"	"59"	"棍形"	"--"	"中"	"江苏镇江市"	"--"	"0.8"	"--"	"肾形"	"黑"	"--"	"250.0"	"--"	"小"	"江苏农科院蔬菜所"	"1750"	"紫"	"Ⅱ7A2096"	"V07A0980"	"3下-4上中-6上7中春夏"	"绿"	"--"	"耐热"	"1.1"	"--"	"好"	"--"	"13.9"	"--"
"329"	"*"	"0.6751"	"70"	"6.0"	"抚州四季豆"	"83.39"	"蔓生"	"Ⅱ7A0006"	"FU ZHOU SI JI DOU"	"60"	"细长条"	"22.35"	"较少"	"江西抚州市"	"0.2305"	"--"	"--"	"肾形"	"白"	"黄"	"300.0"	"12.86"	"中"	"南昌市蔬菜所"	"1500"	"浅黄"	"Ⅱ7A1711"	"V07A0981"	"3下-5下6下春夏"	"浅绿"	"3.71"	"较耐寒"	"1.3"	"--"	"好"	"--"	"17.0"	"2.14"
"330"	"--"	"0.4303"	"63"	"16.0"	"矮生1512"	"92.35"	"矮生"	"506"	"AI SHENG 1512"	"43"	"扁条"	"26.70"	"少"	"辽宁本溪市"	"3.5743"	"0.8"	"--"	"卵圆"	"白"	"--"	"--"	"13.63"	"中"	"辽宁农科院园艺所"	"813"	"白"	"Ⅱ7A1737"	"V07A0986"	"春4下旬"	"深绿"	"2.04"	"--"	"2.0"	"--"	"好"	"--"	"19.4"	"1.04"
"331"	"--"	"--"	"75"	"5.7"	"CG-BB-18"	"--"	"矮生"	"7AA4"	"CG-BB-18"	"55"	"棍形"	"--"	"少"	"辽宁本溪县"	"--"	"0.8"	"--"	"卵圆"	"白"	"--"	"--"	"--"	"--"	"辽宁农科院园艺所"	"625"	"白"	"Ⅱ7A2163"	"V07A0994"	"春4下"	"绿"	"--"	"--"	"0.8"	"--"	"好"	"--"	"12.5"	"--"
"332"	"--"	"0.0000"	"70"	"19.0"	"连芸一号"	"89.68"	"蔓生"	"7BD20"	"LIAN YUN YI HAO"	"55"	"棍形"	"22.74"	"少"	"辽宁大连农技站"	"1.1881"	"1.2"	"--"	"卵圆"	"黄"	"--"	"--"	"11.01"	"大"	"辽宁农科院园艺所"	"1000"	"白"	"Ⅱ7A1735"	"V07A0999"	"春5上旬"	"浅绿"	"2.35"	"--"	"1.4"	"--"	"好"	"--"	"20.0"	"1.14"
"333"	"--"	"0.5464"	"70"	"17.0"	"83-B"	"91.33"	"蔓生"	"513"	"83-B"	"50"	"棍形"	"21.76"	"少"	"辽宁大连市"	"1.3825"	"1.3"	"--"	"卵圆"	"褐"	"--"	"--"	"11.91"	"大"	"辽宁农科院园艺所"	"1000"	"白"	"Ⅱ7A1736"	"V07A1000"	"春秋"	"绿"	"1.89"	"--"	"1.4"	"--"	"好"	"--"	"20.0"	"1.03"
"334"	"*"	"0.5143"	"98"	"16.4"	"大花脸虎"	"92.50"	"蔓生"	"7BF8"	"DA HUA LIAN HU"	"75"	"扁条"	"25.81"	"少"	"辽宁抚顺市"	"0.5735"	"1.2"	"--"	"卵圆"	"米色"	"黑"	"--"	"13.49"	"大"	"辽宁农科院园艺所"	"1250"	"浅紫"	"Ⅱ7A0904"	"V07A1016"	"5-9下夏秋"	"绿"	"1.94"	"--"	"2.1"	"--"	"好"	"--"	"12.0"	"1.01"
"335"	"--"	"0.8258"	"70"	"1.0"	"黑粒芸豆"	"87.74"	"蔓生"	"7BC4"	"HEI LI YUN DOU"	"50"	"棍形"	"26.06"	"少"	"辽宁抚顺市"	"-0.7971"	"1.1"	"--"	"截形"	"黑"	"--"	"--"	"10.86"	"中"	"辽宁农科院园艺所"	"563"	"紫"	"Ⅱ7A0911"	"V07A1017"	"春4下旬"	"深绿"	"3.19"	"--"	"1.2"	"--"	"好"	"--"	"13.5"	"1.33"
"336"	"*"	"2.4167"	"80"	"17.0"	"大白皮"	"91.11"	"蔓生"	"7BF16"	"DA BAI PI"	"60"	"细长条"	"23.63"	"少"	"辽宁抚顺市"	"1.1660"	"1.1"	"--"	"卵圆"	"米色"	"黑"	"--"	"12.70"	"大"	"辽宁农科院园艺所"	"1625"	"紫"	"Ⅱ7A0874"	"V07A1018"	"春"	"白"	"2.10"	"--"	"1.8"	"--"	"好"	"--"	"20.0"	"1.13"
"337"	"*"	"1.1566"	"95"	"20.0"	"豇豆宽"	"83.31"	"蔓生"	"7BD14"	"JIANG DOU KUAN"	"75"	"扁条"	"23.92"	"少"	"辽宁抚顺市"	"-3.6783"	"1.0"	"--"	"卵圆"	"浅棕"	"--"	"--"	"10.16"	"大"	"辽宁农科院园艺所"	"1750"	"白"	"Ⅱ7A0285"	"V07A1019"	"秋"	"绿"	"3.99"	"--"	"2.0"	"--"	"好"	"--"	"18.0"	"1.70"
"338"	"*"	"2.1524"	"95"	"10.0"	"八月忙"	"85.88"	"蔓生"	"7BD16"	"BA YUE MANG"	"75"	"棍形"	"21.01"	"少"	"辽宁抚顺市"	"-0.4685"	"1.1"	"--"	"截形"	"棕"	"--"	"--"	"12.87"	"中"	"辽宁农科院园艺所"	"1625"	"浅紫"	"Ⅱ7A0286"	"V07A1020"	"秋"	"绿"	"2.97"	"--"	"1.1"	"--"	"好"	"--"	"14.0"	"1.82"
"339"	"*"	"1.9636"	"79"	"17.5"	"双季豆"	"90.35"	"蔓生"	"7BD6"	"SHUANG JI DOU"	"60"	"棍形"	"22.38"	"少"	"辽宁锦州市"	"1.0959"	"1.0"	"--"	"卵圆"	"黄"	"--"	"--"	"11.77"	"中"	"辽宁农科院园艺所"	"1125"	"白"	"Ⅱ7A0279"	"V07A1041"	"春秋"	"绿"	"2.16"	"--"	"1.3"	"--"	"好"	"--"	"20.0"	"1.14"
"340"	"--"	"0.2325"	"70"	"18.5"	"双季豆选"	"91.25"	"蔓生"	"7BD7"	"SHUANG JI DOU XUAN"	"50"	"棍形"	"21.89"	"少"	"辽宁锦州蔬菜所选"	"-0.3496"	"1.2"	"--"	"卵圆"	"黄"	"--"	"--"	"12.59"	"中"	"辽宁农科院园艺所"	"850"	"白"	"Ⅱ7A2095"	"V07A1042"	"春秋"	"绿"	"1.92"	"--"	"1.5"	"--"	"好"	"--"	"19.0"	"1.10"
"341"	"--"	"0.6461"	"80"	"8.6"	"架豆"	"88.03"	"蔓生"	"7BB24"	"JIA DOU"	"60"	"棍形"	"25.88"	"中"	"辽宁喀左县"	"0.5260"	"1.1"	"--"	"卵圆"	"黑"	"--"	"--"	"12.92"	"中"	"辽宁农科院园艺所"	"563"	"浅紫"	"Ⅱ7A0914"	"V07A1043"	"春4下旬"	"浅绿"	"3.10"	"--"	"1.1"	"--"	"好"	"--"	"11.5"	"1.55"
"342"	"--"	"0.9809"	"80"	"14.0"	"架豆"	"91.86"	"蔓生"	"7BF27"	"JIA DOU"	"60"	"细长条"	"25.25"	"少"	"辽宁喀左县"	"0.2838"	"1.1"	"--"	"肾形"	"米色"	"黑"	"--"	"14.05"	"中"	"辽宁农科院园艺所"	"625"	"紫"	"Ⅱ7A0913"	"V07A1044"	"春4下旬"	"白"	"2.06"	"--"	"1.6"	"--"	"好"	"--"	"17.7"	"1.14"
"343"	"*"	"0.5974"	"93"	"18.6"	"豇豆宽"	"88.30"	"蔓生"	"7BE4"	"JIANG DOU KUAN"	"70"	"扁条"	"21.90"	"少"	"辽宁开原县"	"3.4385"	"1.1"	"--"	"卵圆"	"紫"	"--"	"--"	"11.00"	"大"	"辽宁农科院园艺所"	"1125"	"白"	"Ⅱ7A0920"	"V07A1045"	"春"	"浅绿"	"2.56"	"--"	"1.8"	"--"	"好"	"--"	"15.0"	"1.29"
"344"	"*"	"0.5110"	"90"	"16.0"	"长条豆"	"89.07"	"蔓生"	"7BC18"	"CHANG TIAO DOU"	"70"	"细长条"	"22.44"	"少"	"辽宁清原县"	"0.7542"	"1.3"	"--"	"卵圆"	"黑"	"--"	"--"	"13.37"	"中"	"辽宁农科院园艺所"	"1625"	"紫"	"Ⅱ7A0869"	"V07A1077"	"春"	"绿"	"2.45"	"--"	"1.3"	"--"	"好"	"--"	"23.0"	"1.46"
"345"	"*"	"0.2512"	"90"	"5.1"	"白粒架豆"	"89.53"	"蔓生"	"7BA10"	"BAI LI JIA DOU"	"70"	"扁条"	"23.63"	"少"	"辽宁清原县"	"4.7085"	"0.8"	"--"	"卵圆"	"白"	"--"	"--"	"16.10"	"中"	"辽宁农科院园艺所"	"875"	"白"	"Ⅱ7A0893"	"V07A1078"	"春"	"黄"	"2.47"	"--"	"1.3"	"--"	"好"	"黄"	"10.5"	"1.69"
"346"	"*"	"0.9177"	"85"	"18.2"	"蓝粒长条豆"	"82.83"	"蔓生"	"7BB25"	"LAN LI CHANG TIAO DOU"	"65"	"棍形"	"22.88"	"少"	"辽宁清原县"	"1.6953"	"1.4"	"--"	"卵圆"	"黑"	"--"	"--"	"10.67"	"中"	"辽宁农科院园艺所"	"1625"	"紫"	"Ⅱ7A0864"	"V07A1079"	"春-秋"	"深绿"	"3.93"	"--"	"1.3"	"--"	"好"	"--"	"21.5"	"1.83"
"347"	"*"	"1.6138"	"105"	"5.4"	"小黑粒面豆"	"90.06"	"蔓生"	"7BC9"	"XIAO HEI LI MIAN DOU"	"83"	"扁条"	"29.06"	"中"	"辽宁清原县"	"3.1902"	"0.8"	"--"	"卵圆"	"黑"	"--"	"--"	"15.22"	"中"	"辽宁农科院园艺所"	"675"	"紫"	"Ⅱ7A0906"	"V07A1080"	"5-9下夏秋"	"浅绿"	"2.89"	"--"	"1.3"	"--"	"好"	"--"	"10.2"	"1.51"
"348"	"--"	"0.6314"	"70"	"8.9"	"白半架"	"91.74"	"蔓生"	"7BA5"	"BAI BAN JIA"	"50"	"扁条"	"23.53"	"少"	"辽宁清原县"	"-0.3907"	"1.1"	"--"	"卵圆"	"白"	"--"	"--"	"13.91"	"中"	"辽宁农科院园艺所"	"563"	"白"	"Ⅱ7A1205"	"V07A1081"	"春4下旬"	"绿"	"1.95"	"--"	"1.2"	"--"	"好"	"--"	"13.7"	"1.15"
"349"	"--"	"0.5514"	"75"	"14.2"	"79-6-1"	"93.25"	"蔓生"	"7BA13"	"79-6-1"	"53"	"扁条"	"23.36"	"少"	"辽宁省大连农科所"	"0.2374"	"1.1"	"--"	"卵圆"	"白"	"--"	"--"	"15.95"	"中"	"辽宁农科院园艺所"	"875"	"白"	"Ⅱ7A1199"	"V07A1099"	"春4下旬"	"浅绿"	"1.58"	"--"	"1.5"	"--"	"好"	"--"	"20.0"	"1.08"
"350"	"--"	"2.5763"	"90"	"13.5"	"一尺青"	"87.95"	"蔓生"	"7BD19"	"YI CHI QING"	"70"	"扁条"	"21.61"	"少"	"辽宁台安县"	"0.3301"	"1.3"	"--"	"卵圆"	"褐"	"--"	"--"	"13.98"	"大"	"辽宁农科院园艺所"	"750"	"紫"	"Ⅱ7A1732"	"V07A1100"	"春5上旬"	"浅绿"	"2.60"	"--"	"1.5"	"--"	"好"	"紫"	"15.0"	"1.68"
"351"	"--"	"1.6003"	"80"	"14.0"	"紫花豆"	"86.17"	"蔓生"	"7BF32"	"ZI HUA DOU"	"60"	"棍形"	"23.19"	"少"	"辽宁台安县"	"2.0016"	"1.3"	"--"	"卵圆"	"黄"	"黑"	"--"	"13.40"	"中"	"辽宁农科院园艺所"	"750"	"紫"	"Ⅱ7A1733"	"V07A1101"	"春4下旬"	"绿"	"3.21"	"--"	"1.1"	"--"	"好"	"--"	"16.0"	"1.85"
"352"	"--"	"0.5746"	"80"	"8.5"	"穗高菜豆"	"85.80"	"蔓生"	"7BF19"	"SUI GAO CAI DOU"	"60"	"棍形"	"20.61"	"少"	"辽宁铁岭市"	"3.4991"	"0.9"	"--"	"卵圆"	"黄"	"褐"	"--"	"12.47"	"中"	"辽宁农科院园艺所"	"563"	"浅紫"	"Ⅱ7A1347"	"V07A1102"	"春4下旬"	"绿"	"2.93"	"--"	"1.7"	"--"	"好"	"--"	"12.0"	"1.77"
"353"	"--"	"0.6485"	"70"	"14.1"	"辽阳快白豆"	"85.93"	"蔓生"	"7BA4"	"LIAO YANG KUAI BAI DOU"	"50"	"棍形"	"24.06"	"少"	"辽宁铁岭县"	"1.5789"	"1.2"	"--"	"卵圆"	"白"	"--"	"--"	"12.24"	"中"	"辽宁农科院园艺所"	"563"	"白"	"Ⅱ7A0909"	"V07A1103"	"春4下旬"	"绿"	"3.39"	"--"	"1.2"	"--"	"好"	"--"	"17.5"	"1.72"
"354"	"*引自吉林"	"0.2883"	"78"	"15.2"	"白羊角"	"89.85"	"半蔓生"	"7BF18"	"BAI YANG JIAO"	"55"	"棍形"	"24.06"	"少"	"辽宁引自吉林"	"-1.0344"	"1.3"	"--"	"卵圆"	"粉红"	"黑"	"--"	"13.21"	"中"	"辽宁农科院园艺所"	"1125"	"紫"	"Ⅱ7A0890"	"V07A1111"	"春秋"	"绿"	"2.44"	"--"	"1.2"	"--"	"好"	"--"	"16.5"	"1.34"
"355"	"--"	"0.8457"	"75"	"7.8"	"江户川"	"90.97"	"矮生"	"7AC1"	"JIANG HU CHUAN"	"55"	"棍形"	"22.61"	"少"	"辽宁引自日本"	"1.2652"	"1.1"	"--"	"卵圆"	"褐"	"--"	"--"	"16.80"	"中"	"辽宁农科院园艺所"	"688"	"白"	"Ⅱ7A1359"	"V07A1112"	"春4下旬"	"绿"	"2.04"	"--"	"1.0"	"--"	"好"	"--"	"15.5"	"1.52"
"356"	"--"	"-0.0290"	"90"	"11.9"	"蔓生菜豆"	"89.12"	"蔓生"	"7BB34"	"MAN SHENG CAI DOU"	"70"	"棍形"	"17.85"	"少"	"辽宁引自日本"	"0.4148"	"1.0"	"--"	"卵圆"	"褐"	"--"	"--"	"12.45"	"中"	"辽宁农科院园艺所"	"813"	"白"	"Ⅱ7A1355"	"V07A1113"	"春4下旬"	"绿"	"1.94"	"--"	"1.1"	"--"	"好"	"--"	"19.5"	"1.35"
"357"	"--"	"-0.0225"	"75"	"7.5"	"矮生アロソ"	"92.55"	"矮生"	"7AA2"	"AI SHENG アロソ"	"55"	"棍形"	"22.91"	"少"	"辽宁引自日本"	"0.7171"	"0.9"	"--"	"截形"	"白"	"--"	"--"	"12.77"	"中"	"辽宁农科院园艺所"	"625"	"白"	"Ⅱ7A1740"	"V07A1114"	"春4下旬"	"绿"	"1.71"	"--"	"0.9"	"--"	"好"	"--"	"1.4"	"0.95"
"358"	"--"	"0.4398"	"70"	"9.4"	"矮生クソタミ"	"90.50"	"矮生"	"7AB1"	"AI SHENG クソタミ"	"50"	"棍形"	"18.62"	"少"	"辽宁引自日本"	"3.9487"	"1.1"	"--"	"卵圆"	"黑"	"--"	"--"	"14.50"	"中"	"辽宁农科院园艺所"	"625"	"浅紫"	"Ⅱ7A1741"	"V07A1115"	"春4下旬"	"绿"	"1.77"	"--"	"1.0"	"--"	"好"	"--"	"15.5"	"1.38"
"359"	"--"	"2.3566"	"75"	"4.0"	"小黑豆"	"85.18"	"半蔓生"	"7BC11"	"XIAO HEI DOU"	"55"	"扁条"	"21.69"	"中"	"辽宁引自智利"	"-0.0363"	"0.8"	"--"	"卵圆"	"黑"	"--"	"--"	"17.11"	"小"	"辽宁农科院园艺所"	"563"	"紫"	"Ⅱ7A1356"	"V07A1116"	"春4下旬"	"绿"	"3.21"	"--"	"0.9"	"--"	"好"	"--"	"9.5"	"2.54"
"360"	"--"	"-0.0887"	"70"	"11.2"	"大粉豆"	"90.32"	"矮生"	"7AC2"	"DA FEN DOU"	"50"	"扁条"	"20.71"	"少"	"辽宁引自智利"	"1.2542"	"1.0"	"--"	"卵圆"	"米色"	"--"	"--"	"13.63"	"中"	"辽宁农科院园艺所"	"625"	"浅紫"	"Ⅱ7A1357"	"V07A1117"	"春4下旬"	"浅绿"	"2.00"	"--"	"1.5"	"--"	"好"	"--"	"15.5"	"1.32"
"361"	"--"	"1.6010"	"90"	"12.5"	"粉粒晚架豆"	"86.25"	"蔓生"	"7BD18"	"FEN LI WAN JIA DOU"	"70"	"扁条"	"27.67"	"少"	"辽宁引自智利"	"1.1390"	"1.0"	"--"	"卵圆"	"浅紫"	"--"	"--"	"13.19"	"中"	"辽宁农科院园艺所"	"688"	"浅紫"	"Ⅱ7A1734"	"V07A1118"	"春4下旬"	"浅绿"	"2.80"	"--"	"1.4"	"--"	"好"	"--"	"16.5"	"1.81"
"362"	"--"	"0.4712"	"70"	"7.3"	"褐花豆"	"77.41"	"矮生"	"7AF4"	"HE HUA DOU"	"50"	"扁条"	"25.11"	"少"	"辽宁引自智利"	"3.2508"	"0.9"	"--"	"卵圆"	"米色"	"褐"	"--"	"11.69"	"中"	"辽宁农科院园艺所"	"625"	"白"	"Ⅱ7A1358"	"V07A1119"	"春4下旬"	"绿"	"5.60"	"--"	"1.4"	"--"	"好"	"--"	"13.2"	"2.61"
"363"	"*"	"--"	"140"	"17.0"	"麦弯刀豆"	"--"	"蔓生"	"Ⅱ7A009"	"MAI WAN DAO DOU"	"110"	"棍形"	"--"	"少"	"青海民和县"	"--"	"1.0"	"--"	"肾形"	"白"	"--"	"200.0"	"--"	"--"	"青海农科院园艺所"	"2500"	"白"	"Ⅱ7A1067"	"V07A1163"	"4下-8中"	"绿"	"--"	"--"	"1.4"	"--"	"好"	"--"	"19.0"	"--"
"364"	"*"	"-0.7900"	"120"	"9.5"	"虎皮刀豆"	"90.03"	"矮生"	"Ⅱ7A006"	"HU PI DAO DOU"	"70"	"扁条"	"17.80"	"少"	"青海西宁市"	"0.1600"	"1.0"	"--"	"肾形"	"深褐"	"白"	"40.0"	"22.42"	"--"	"青海农科院园艺所"	"1400"	"白"	"Ⅱ7A1066"	"V07A1164"	"4下-7中春夏"	"黄"	"1.78"	"--"	"1.4"	"45.0"	"好"	"--"	"14.0"	"2.21"
"365"	"*"	"0.5100"	"140"	"15.2"	"长秧刀豆"	"91.04"	"蔓生"	"Ⅱ7A004"	"CHANG YANG DAO DOU"	"110"	"扁条"	"18.49"	"少"	"青海西宁市"	"0.3800"	"1.0"	"--"	"肾形"	"白"	"--"	"300.0"	"16.82"	"中"	"青海农科院园艺所"	"3500"	"白"	"Ⅱ7A1065"	"V07A1165"	"4下-8中春秋"	"绿"	"1.66"	"--"	"1.6"	"--"	"好"	"--"	"12.0"	"1.51"
"366"	"*"	"0.0200"	"120"	"10.0"	"蹲蹲刀豆"	"89.07"	"矮生"	"Ⅱ7A007"	"DUN DUN DAO DOU"	"70"	"扁条"	"23.29"	"中"	"青海西宁市"	"2.7200"	"0.6"	"--"	"肾形"	"黄"	"--"	"40.0"	"12.37"	"--"	"青海农科院园艺所"	"1250"	"白"	"Ⅱ7A0364"	"V07A1166"	"4下-7中春夏"	"浅绿"	"2.55"	"--"	"1.4"	"40.0"	"好"	"--"	"15.0"	"1.35"
"367"	"*"	"-0.8200"	"125"	"15.2"	"大白皮刀豆"	"88.40"	"蔓生"	"Ⅱ7A002"	"DA BAI PI DAO DOU"	"95"	"扁条"	"29.12"	"少"	"青海西宁市"	"3.8000"	"1.0"	"--"	"肾形"	"浅紫"	"黑"	"200.0"	"15.52"	"中"	"青海农科院园艺所"	"3000"	"浅紫"	"Ⅱ7A0362"	"V07A1167"	"4下-8上春秋"	"浅绿"	"3.38"	"--"	"1.4"	"--"	"好"	"紫"	"18.0"	"1.80"
"368"	"*"	"-0.9100"	"140"	"16.0"	"河南肉豆"	"88.14"	"蔓生"	"Ⅱ7A008"	"HE NAN ROU DOU"	"110"	"扁条"	"23.55"	"少"	"青海引自河南"	"2.7600"	"1.7"	"--"	"肾形"	"浅褐"	"深褐"	"200.0"	"13.91"	"--"	"青海农科院园艺所"	"2500"	"白"	"Ⅱ7A0361"	"V07A1169"	"4下-8中"	"浅绿"	"2.79"	"--"	"1.6"	"--"	"好"	"--"	"18.0"	"1.65"
"369"	"*"	"0.7700"	"140"	"16.5"	"山东刀豆"	"90.75"	"蔓生"	"Ⅱ7A003"	"SHAN DONG DAO DOU"	"110"	"扁条"	"20.88"	"少"	"青海引自山东"	"0.0800"	"1.0"	"--"	"肾形"	"白"	"--"	"200.0"	"28.92"	"中"	"青海农科院园艺所"	"2500"	"白"	"Ⅱ7A1064"	"V07A1170"	"4下-8中春秋"	"绿"	"1.93"	"--"	"1.4"	"--"	"好"	"--"	"19.0"	"2.77"
"370"	"*"	"0.3080"	"77"	"4.7"	"昌乐老来少①"	"85.71"	"蔓生"	"81-14"	"CHANG LE LAO LAI SHAO ①"	"59"	"扁条"	"20.85"	"少"	"山东昌乐县"	"1.6000"	"0.7"	"--"	"肾形"	"浅黄"	"褐"	"212.0"	"10.96"	"大"	"山东农科院蔬菜所"	"1500"	"白"	"Ⅱ7A0186"	"V07A1176"	"4下-7下春夏"	"浅绿"	"2.98"	"--"	"1.1"	"--"	"--"	"--"	"15.8"	"1.57"
"371"	"*"	"0.0728"	"77"	"11.7"	"昌乐老来少②"	"85.40"	"蔓生"	"81-15"	"CHANG LE LAO LAI SHAO ②"	"57"	"棍形"	"22.52"	"少"	"山东昌乐县"	"2.4200"	"0.7"	"--"	"肾形"	"浅棕"	"--"	"280.0"	"11.54"	"大"	"山东农科院蔬菜所"	"850"	"白"	"Ⅱ7A0187"	"V07A1177"	"4下-7下春夏"	"浅绿"	"3.29"	"--"	"1.1"	"--"	"--"	"--"	"19.1"	"1.68"
"372"	"*"	"0.6846"	"75"	"15.6"	"昌乐老来少"	"84.95"	"蔓生"	"81-88"	"CHANG LE LAO LAI SHAO"	"60"	"棍形"	"23.44"	"多"	"山东昌乐县"	"-0.7400"	"1.1"	"--"	"肾形"	"红"	"--"	"240.0"	"13.46"	"大"	"山东农科院蔬菜所"	"1250"	"白"	"Ⅱ7A0220"	"V07A1178"	"4下-7下春夏"	"浅绿"	"3.53"	"--"	"1.3"	"--"	"--"	"--"	"18.6"	"2.02"
"373"	"*"	"0.3353"	"75"	"6.5"	"昌乐芸豆"	"83.80"	"蔓生"	"81-87"	"CHANG LE YUN DOU"	"60"	"扁条"	"23.56"	"中"	"山东昌乐县"	"-1.2400"	"0.7"	"--"	"肾形"	"浅黄"	"黑"	"190.0"	"12.53"	"大"	"山东农科院蔬菜所"	"750"	"浅紫"	"Ⅱ7A0632"	"V07A1179"	"4中-8上春秋"	"绿"	"3.82"	"强"	"1.2"	"--"	"--"	"--"	"12.8"	"2.03"
"374"	"*"	"0.2718"	"75"	"13.4"	"昌邑芸豆"	"85.88"	"蔓生"	"81-12"	"CHANG YI YUN DOU"	"57"	"扁条"	"22.24"	"多"	"山东昌邑县"	"1.2200"	"0.7"	"--"	"肾形"	"浅红"	"--"	"250.0"	"12.20"	"中"	"山东农科院蔬菜所"	"1750"	"白"	"Ⅱ7A0184"	"V07A1180"	"4下-7下春夏"	"绿"	"3.14"	"--"	"1.4"	"--"	"--"	"--"	"20.7"	"1.72"
"375"	"*"	"1.3764"	"74"	"9.5"	"广饶丰收一号"	"90.76"	"蔓生"	"80-42"	"GUANG RAO FENG SHOU YI HAO"	"52"	"扁条"	"20.84"	"少"	"山东广饶县"	"0.8700"	"0.8"	"--"	"截形"	"白"	"--"	"300.0"	"11.91"	"中"	"山东农科院蔬菜所"	"1875"	"白"	"Ⅱ7A0165"	"V07A1187"	"4中-7下春夏"	"绿"	"1.93"	"--"	"1.3"	"--"	"--"	"--"	"18.1"	"1.10"
"376"	"*"	"0.5365"	"82"	"7.5"	"胶县老来少"	"90.61"	"蔓生"	"81-115"	"JIAO XIAN LAO LAI SHAO"	"70"	"棍形"	"22.13"	"中"	"山东胶州市"	"-0.9500"	"0.8"	"--"	"--"	"灰"	"褐"	"230.0"	"13.14"	"中"	"山东农科院蔬菜所"	"375"	"白"	"Ⅱ7A0639"	"V07A1207"	"4中-8上春秋"	"浅绿"	"2.08"	"--"	"1.0"	"--"	"--"	"--"	"14.9"	"1.23"
"377"	"*"	"0.8134"	"79"	"10.4"	"胶县老来少(2)"	"91.13"	"蔓生"	"81-121"	"JIAO XIAN LAO LAI SHAO (2)"	"59"	"棍形"	"21.50"	"少"	"山东胶州市"	"0.0200"	"0.8"	"--"	"肾形"	"红"	"--"	"292.0"	"12.87"	"大"	"山东农科院蔬菜所"	"1070"	"白"	"Ⅱ7A0641"	"V07A1208"	"4下-7下春夏"	"浅绿"	"1.91"	"--"	"0.9"	"--"	"--"	"--"	"15.9"	"1.14"
"378"	"*"	"0.8417"	"95"	"6.0"	"垦利红芸豆"	"89.73"	"蔓生"	"81-92"	"KEN LI HONG YUN DOU"	"80"	"扁条"	"21.74"	"--"	"山东垦利县"	"-2.0800"	"0.9"	"--"	"肾形"	"黑"	"--"	"216.0"	"11.78"	"中"	"山东农科院蔬菜所"	"250"	"紫"	"Ⅱ7A0633"	"V07A1209"	"4中-7下春夏"	"绿"	"2.23"	"--"	"1.1"	"--"	"--"	"--"	"13.5"	"1.21"
"379"	"*"	"0.7111"	"71"	"9.0"	"莱芜青芸豆"	"88.83"	"蔓生"	"81-42"	"LAI WU QING YUN DOU"	"52"	"扁条"	"22.46"	"中"	"山东莱芜市"	"-0.1100"	"0.8"	"--"	"截形"	"浅红"	"棕"	"245.0"	"11.78"	"中"	"山东农科院蔬菜所"	"1000"	"白"	"Ⅱ7A0200"	"V07A1210"	"4中-7下春夏"	"绿"	"2.51"	"--"	"1.1"	"--"	"--"	"--"	"17.1"	"1.32"
"380"	"*"	"0.3569"	"71"	"11.0"	"莱芜老来少"	"86.86"	"蔓生"	"81-41"	"LAI WU LAO LAI SHAO"	"52"	"扁条"	"18.98"	"少"	"山东莱芜市"	"0.6700"	"0.7"	"--"	"肾形"	"灰"	"黑"	"250.0"	"10.79"	"大"	"山东农科院蔬菜所"	"1600"	"紫"	"Ⅱ7A0199"	"V07A1211"	"4中-7下春夏"	"浅绿"	"2.49"	"--"	"1.4"	"--"	"--"	"--"	"18.8"	"1.42"
