"id"	"彩色"	"科名"	"可溶性酸"	"可溶固形物"	"品种名称"	"省"	"原产地"	"生育期"	"外观评价"	"汁液"	"内质评价"	"花粉有无"	"维生素C"	"风味"	"特异及用途"	"单果重评价"	"肉色"	"果实成熟期"	"肉质"	"单果重G"	"成熟期评价"	"可溶性糖"	"学名"	"统一编号"	"译名"	"果形"	"属名"	"核粘离性"	"底色"
"91"	"紫红"	"Rosaceae(蔷薇科)"	"0.64"	"10.0"	"B7R2T260"	"国外"	"美国"	"78"	"中"	"中"	"中"	"有"	"12.67"	"酸甜适中"	"--"	"大"	"黄"	"6.23"	"软溶"	"131.5"	"早"	"7.79"	"Prunus persica L.(桃)"	"TG0288"	"B7R2T260"	"卵圆"	"Prunus(李属)"	"粘"	"绿黄"
"92"	"红"	"Rosaceae(蔷薇科)"	"0.67"	"12.6"	"B7R2T309"	"国外"	"美国"	"78"	"中"	"中"	"中"	"有"	"11.53"	"甜酸"	"--"	"中"	"黄"	"6.23"	"软溶"	"102.2"	"早"	"7.12"	"Prunus persica L.(桃)"	"TG0289"	"B7R2T309"	"椭圆"	"Prunus(李属)"	"粘"	"黄"
"93"	"紫红"	"Rosaceae(蔷薇科)"	"1.07"	"11.5"	"NJ237"	"国外"	"美国"	"131"	"中"	"中"	"中下"	"有"	"6.99"	"酸"	"--"	"极大"	"黄"	"8.26"	"硬溶"	"182.0"	"晚"	"9.34"	"Prunus persica L.(桃)"	"TE0290"	"NJ237"	"椭圆"	"Prunus(李属)"	"半离"	"黄"
"94"	"紫红"	"Rosaceae(蔷薇科)"	"0.64"	"8.8"	"NJ265"	"国外"	"美国"	"56"	"中"	"中"	"中"	"有"	"9.95"	"酸甜适中"	"极早熟"	"小"	"黄"	"6.02"	"硬溶"	"69.8"	"极早"	"6.47"	"Prunus persica L.(桃)"	"TG0291"	"NJ265"	"圆"	"Prunus(李属)"	"半离"	"黄"
"95"	"紫红"	"Rosaceae(蔷薇科)"	"0.54"	"8.0"	"NJC106"	"国外"	"美国"	"73"	"中"	"中"	"中"	"有"	"9.27"	"酸甜"	"--"	"大"	"黄"	"7.06"	"不溶"	"125.0"	"早"	"6.92"	"Prunus persica L.(桃)"	"TE0292"	"NJC106"	"圆"	"Prunus(李属)"	"粘"	"绿黄"
"96"	"红"	"Rosaceae(蔷薇科)"	"0.68"	"9.5"	"NJC108"	"国外"	"美国"	"80"	"中"	"中"	"中"	"有"	"13.32"	"甜酸"	"裂核多"	"大"	"黄"	"6.23"	"不溶"	"120.6"	"早"	"7.49"	"Prunus persica L.(桃)"	"TG0293"	"NJC108"	"椭圆"	"Prunus(李属)"	"粘"	"绿黄"
"97"	"紫红"	"Rosaceae(蔷薇科)"	"0.74"	"11.1"	"NJC108"	"国外"	"美国"	"73"	"中"	"中"	"中"	"有"	"7.80"	"酸甜"	"--"	"大"	"黄"	"7.06"	"不溶"	"105.0"	"早"	"6.80"	"Prunus persica L.(桃)"	"TE0293"	"NJC108"	"椭圆"	"Prunus(李属)"	"粘"	"黄"
"98"	"红"	"Rosaceae(蔷薇科)"	"0.63"	"10.0"	"NJC19"	"国外"	"美国"	"127"	"中"	"少"	"中"	"有"	"10.89"	"甜酸"	"罐藏加工"	"极大"	"黄"	"8.19"	"不溶"	"180.0"	"晚"	"7.68"	"Prunus persica L.(桃)"	"TE0294"	"NJC19"	"圆"	"Prunus(李属)"	"粘"	"黄"
"99"	"红"	"Rosaceae(蔷薇科)"	"0.48"	"9.8"	"NJC3"	"国外"	"美国"	"112"	"好"	"中"	"上"	"有"	"8.85"	"甜酸"	"罐藏加工"	"中"	"黄"	"7.29"	"不溶"	"112.0"	"中"	"8.30"	"Prunus persica L.(桃)"	"TK0295"	"NJC3"	"圆"	"Prunus(李属)"	"粘"	"黄"
"100"	"红"	"Rosaceae(蔷薇科)"	"0.55"	"10.5"	"NJC3"	"国外"	"美国"	"117"	"好"	"中"	"中"	"有"	"12.76"	"甜酸"	"罐藏加工"	"大"	"黄"	"7.29"	"不溶"	"159.5"	"中"	"9.24"	"Prunus persica L.(桃)"	"TG0295"	"NJC3"	"圆"	"Prunus(李属)"	"粘"	"绿黄"
"101"	"紫红"	"Rosaceae(蔷薇科)"	"0.70"	"10.0"	"NJC3"	"国外"	"美国"	"115"	"中"	"少"	"中"	"有"	"8.69"	"甜酸"	"罐藏加工"	"极大"	"黄"	"8.17"	"不溶"	"210.0"	"中"	"6.40"	"Prunus persica L.(桃)"	"TE0295"	"NJC3"	"圆"	"Prunus(李属)"	"粘"	"黄"
"102"	"红"	"Rosaceae(蔷薇科)"	"0.97"	"13.6"	"NJC47"	"国外"	"美国"	"137"	"中"	"少"	"中"	"有"	"12.04"	"酸甜"	"罐藏加工"	"极大"	"黄"	"9.02"	"不溶"	"176.0"	"晚"	"10.19"	"Prunus persica L.(桃)"	"TE0296"	"NJC47"	"圆"	"Prunus(李属)"	"粘"	"黄"
"103"	"紫红"	"Rosaceae(蔷薇科)"	"0.55"	"11.0"	"NJC72"	"国外"	"美国"	"93"	"中"	"中"	"中"	"有"	"23.08"	"酸甜"	"罐藏加工"	"中"	"黄"	"7.26"	"--"	"113.0"	"中"	"9.58"	"Prunus persica L.(桃)"	"TE0297"	"NJC72"	"圆"	"Prunus(李属)"	"粘"	"黄"
"104"	"红"	"Rosaceae(蔷薇科)"	"0.62"	"9.9"	"NJC83"	"国外"	"美国"	"98"	"好"	"中"	"中"	"有"	"10.82"	"酸甜适中"	"罐藏加工"	"大"	"黄"	"7.13"	"--"	"130.2"	"中"	"7.80"	"Prunus persica L.(桃)"	"TG0298"	"NJC83"	"圆"	"Prunus(李属)"	"粘"	"绿黄"
"105"	"红"	"Rosaceae(蔷薇科)"	"0.70"	"11.2"	"NJC83"	"国外"	"美国"	"101"	"中"	"中"	"中"	"有"	"10.46"	"酸甜"	"罐藏加工"	"大"	"黄"	"8.03"	"不溶"	"138.0"	"中"	"9.65"	"Prunus persica L.(桃)"	"TE0298"	"NJC83"	"圆"	"Prunus(李属)"	"粘"	"绿黄"
"106"	"红"	"Rosaceae(蔷薇科)"	"0.70"	"9.3"	"NJC88"	"国外"	"美国"	"97"	"好"	"中"	"中"	"有"	"11.18"	"酸甜适中"	"罐藏加工"	"大"	"黄"	"7.11"	"不溶"	"137.0"	"中"	"7.56"	"Prunus persica L.(桃)"	"TG0299"	"NJC88"	"圆"	"Prunus(李属)"	"粘"	"黄"
"107"	"红"	"Rosaceae(蔷薇科)"	"0.65"	"11.8"	"艾维茨"	"国外"	"美国"	"142"	"中"	"少"	"中"	"有"	"11.08"	"酸甜适中"	"--"	"中"	"黄"	"8.25"	"不溶"	"112.3"	"晚"	"9.04"	"Prunus persica L.(桃)"	"TG0314"	"AI WEI CI"	"圆"	"Prunus(李属)"	"粘"	"黄"
"108"	"红"	"Rosaceae(蔷薇科)"	"0.77"	"13.2"	"艾维茨"	"国外"	"美国"	"138"	"中"	"中"	"中"	"有"	"10.74"	"甜酸"	"--"	"大"	"黄"	"9.08"	"不溶"	"158.0"	"晚"	"9.40"	"Prunus persica L.(桃)"	"T30314"	"AI WEI CI"	"圆"	"Prunus(李属)"	"粘"	"黄"
"109"	"红"	"Rosaceae(蔷薇科)"	"0.48"	"12.8"	"爱保太(大花)"	"国外"	"美国"	"131"	"好"	"中"	"上"	"有"	"5.53"	"酸甜适中"	"--"	"大"	"黄"	"8.16"	"硬溶"	"135.0"	"晚"	"8.20"	"Prunus persica L.(桃)"	"TK0315"	"AI BAO TAI (DA HUA )"	"椭圆"	"Prunus(李属)"	"离"	"黄"
"110"	"红"	"Rosaceae(蔷薇科)"	"0.52"	"10.8"	"爱保太(大花)"	"国外"	"美国"	"126"	"中"	"中"	"中"	"有"	"11.44"	"酸甜适中"	"--"	"大"	"黄"	"8.08"	"硬溶"	"137.1"	"晚"	"8.17"	"Prunus persica L.(桃)"	"TG0315"	"AI BAO TAI (DA HUA )"	"椭圆"	"Prunus(李属)"	"离"	"橙黄"
"111"	"红"	"Rosaceae(蔷薇科)"	"0.98"	"13.0"	"爱保太(小花)"	"国外"	"美国"	"133"	"中"	"多"	"中"	"有"	"9.50"	"酸甜"	"--"	"极大"	"黄"	"9.05"	"硬溶"	"190.0"	"晚"	"9.96"	"Prunus persica L.(桃)"	"TE0316"	"AI BAO TAI (XIAO HUA )"	"椭圆"	"Prunus(李属)"	"离"	"黄"
"112"	"红"	"Rosaceae(蔷薇科)"	"0.60"	"13.1"	"爱保太(小花)"	"国外"	"美国"	"138"	"好"	"中"	"中上"	"有"	"5.18"	"酸甜适中"	"--"	"极大"	"黄"	"8.20"	"硬溶"	"174.0"	"晚"	"8.24"	"Prunus persica L.(桃)"	"TK0316"	"AI BAO TAI (XIAO HUA )"	"椭圆"	"Prunus(李属)"	"离"	"黄"
"113"	"红"	"Rosaceae(蔷薇科)"	"0.61"	"9.5"	"爱保太(小花)"	"国外"	"美国"	"134"	"中"	"中"	"中"	"有"	"11.09"	"酸甜适中"	"--"	"大"	"黄"	"8.16"	"硬溶"	"142.5"	"晚"	"9.59"	"Prunus persica L.(桃)"	"TG0316"	"AI BAO TAI (XIAO HUA )"	"椭圆"	"Prunus(李属)"	"离"	"黄"
"114"	"红"	"Rosaceae(蔷薇科)"	"0.43"	"9.0"	"蓓贝勒"	"国外"	"法国"	"97"	"好"	"多"	"中"	"有"	"5.38"	"甜酸"	"--"	"中"	"黄"	"7.10"	"硬溶"	"111.0"	"中"	"7.33"	"Prunus persica L.(桃)"	"TK0318"	"BEI BEI LE"	"圆"	"Prunus(李属)"	"粘"	"橙黄"
"115"	"红"	"Rosaceae(蔷薇科)"	"0.51"	"13.7"	"德国黄金"	"国外"	"欧洲*"	"124"	"好"	"多"	"中"	"有"	"8.99"	"酸甜"	"--"	"极大"	"黄"	"8.08"	"软溶"	"167.0"	"晚"	"7.61"	"Prunus persica L.(桃)"	"TK0327"	"DE GUO HUANG JIN"	"圆"	"Prunus(李属)"	"离"	"黄"
"116"	"紫红"	"Rosaceae(蔷薇科)"	"0.74"	"9.0"	"迪克松1"	"国外"	"美国"	"112"	"中"	"中"	"中"	"有"	"9.94"	"酸"	"--"	"极大"	"黄"	"8.15"	"不溶"	"206.0"	"晚"	"6.92"	"Prunus persica L.(桃)"	"TE0328"	"DI KE SONG 1"	"圆"	"Prunus(李属)"	"粘"	"黄"
"117"	"紫红"	"Rosaceae(蔷薇科)"	"0.58"	"10.5"	"法伏莱特1号"	"国外"	"意大利"	"82"	"好"	"多"	"中"	"有"	"7.81"	"甜酸"	"--"	"大"	"黄"	"7.16"	"硬溶"	"151.0"	"早"	"4.17"	"Prunus persica L.(桃)"	"TE0329"	"FA FU LAI TE 1 HAO"	"圆"	"Prunus(李属)"	"离"	"黄"
"118"	"紫红"	"Rosaceae(蔷薇科)"	"0.69"	"9.3"	"法伏莱特2号"	"国外"	"意大利"	"77"	"中"	"中"	"中"	"有"	"10.12"	"甜酸"	"--"	"中"	"黄"	"6.22"	"硬溶"	"82.0"	"早"	"7.03"	"Prunus persica L.(桃)"	"TG0330"	"FA FU LAI TE 2 HAO"	"圆"	"Prunus(李属)"	"粘"	"橙黄"
"119"	"红"	"Rosaceae(蔷薇科)"	"0.49"	"9.5"	"法伏莱特2号"	"国外"	"意大利"	"69"	"中"	"多"	"中"	"有"	"10.04"	"甜酸"	"--"	"中"	"黄"	"7.02"	"硬溶"	"103.0"	"早"	"6.00"	"Prunus persica L.(桃)"	"TE0330"	"FA FU LAI TE 2 HAO"	"圆"	"Prunus(李属)"	"粘"	"橙黄"
"120"	"红"	"Rosaceae(蔷薇科)"	"0.56"	"8.5"	"法伏莱特3号"	"国外"	"意大利"	"88"	"好"	"中"	"中"	"有"	"7.31"	"甜酸"	"--"	"极大"	"黄"	"7.02"	"硬溶"	"267.0"	"早"	"6.07"	"Prunus persica L.(桃)"	"TK0331"	"FA FU LAI TE 3 HAO"	"圆"	"Prunus(李属)"	"半离"	"黄"
"121"	"紫红"	"Rosaceae(蔷薇科)"	"0.75"	"9.5"	"法伏莱特3号"	"国外"	"意大利"	"77"	"中"	"中"	"中"	"有"	"11.00"	"甜酸"	"--"	"中"	"黄"	"6.22"	"硬溶"	"87.8"	"早"	"9.06"	"Prunus persica L.(桃)"	"TG0331"	"FA FU LAI TE 3 HAO"	"卵圆"	"Prunus(李属)"	"半离"	"橙黄"
"122"	"红"	"Rosaceae(蔷薇科)"	"0.68"	"10.0"	"法伏莱特3号"	"国外"	"意大利"	"73"	"好"	"中"	"中"	"有"	"8.35"	"甜酸"	"--"	"中"	"黄"	"7.04"	"软溶"	"103.0"	"早"	"6.72"	"Prunus persica L.(桃)"	"TE0331"	"FA FU LAI TE 3 HAO"	"圆"	"Prunus(李属)"	"半离"	"橙黄"
"123"	"红"	"Rosaceae(蔷薇科)"	"0.61"	"8.5"	"法叶"	"国外"	"美国"	"120"	"好"	"中"	"中"	"无"	"5.05"	"酸甜"	"--"	"大"	"黄"	"8.07"	"不溶"	"148.0"	"中"	"8.18"	"Prunus persica L.(桃)"	"TK0332"	"FA YE"	"圆"	"Prunus(李属)"	"半离"	"黄"
"124"	"红"	"Rosaceae(蔷薇科)"	"0.56"	"11.4"	"法伊爱保太"	"国外"	"美国"	"138"	"中"	"中"	"中"	"有"	"11.88"	"酸甜适中"	"--"	"大"	"黄"	"8.20"	"硬溶"	"137.8"	"晚"	"10.02"	"Prunus persica L.(桃)"	"TG0333"	"FA YI AI BAO TAI"	"椭圆"	"Prunus(李属)"	"离"	"橙黄"
"125"	"红"	"Rosaceae(蔷薇科)"	"0.43"	"14.4"	"菲利浦"	"国外"	"美国"	"136"	"好"	"中"	"上"	"有"	"9.53"	"甜酸"	"--"	"大"	"黄"	"8.15"	"不溶"	"131.0"	"晚"	"9.15"	"Prunus persica L.(桃)"	"TK0334"	"FEI LI PU"	"扁圆"	"Prunus(李属)"	"粘"	"黄"
"126"	"红"	"Rosaceae(蔷薇科)"	"1.23"	"15.0"	"菲利浦"	"国外"	"美国"	"140"	"中"	"少"	"中上"	"有"	"14.43"	"酸"	"--"	"大"	"黄"	"9.14"	"不溶"	"159.0"	"晚"	"9.41"	"Prunus persica L.(桃)"	"TE0334"	"FEI LI PU"	"扁圆"	"Prunus(李属)"	"粘"	"黄"
"127"	"紫红"	"Rosaceae(蔷薇科)"	"0.80"	"12.8"	"菲利浦"	"国外"	"美国"	"131"	"中"	"中"	"中"	"有"	"14.26"	"酸甜适中"	"--"	"中"	"黄"	"8.13"	"不溶"	"116.5"	"晚"	"9.59"	"Prunus persica L.(桃)"	"TG0334"	"FEI LI PU"	"扁圆"	"Prunus(李属)"	"粘"	"橙黄"
"128"	"红"	"Rosaceae(蔷薇科)"	"0.71"	"8.3"	"佛尔蒂尼莫蒂尼"	"国外"	"意大利"	"95"	"好"	"中"	"中下"	"有"	"6.85"	"酸甜"	"--"	"极大"	"黄"	"7.07"	"硬溶"	"171.0"	"中"	"7.74"	"Prunus persica L.(桃)"	"TK0339"	"FO ER DI NI MO DI NI"	"圆"	"Prunus(李属)"	"离"	"黄"
"129"	"红"	"Rosaceae(蔷薇科)"	"0.66"	"11.0"	"佛尔蒂尼莫蒂尼"	"国外"	"意大利"	"83"	"好"	"中"	"中"	"有"	"11.70"	"甜酸"	"--"	"中"	"黄"	"6.27"	"硬溶"	"104.7"	"早"	"8.84"	"Prunus persica L.(桃)"	"TG0339"	"FO ER DI NI MO DI NI"	"圆"	"Prunus(李属)"	"离"	"橙黄"
"130"	"红"	"Rosaceae(蔷薇科)"	"0.58"	"10.4"	"佛尔都娜"	"国外"	"美国"	"124"	"中"	"中"	"中"	"有"	"6.37"	"甜酸"	"--"	"大"	"黄"	"8.14"	"不溶"	"140.0"	"晚"	"7.82"	"Prunus persica L.(桃)"	"TK0340"	"FO ER DU NA"	"圆"	"Prunus(李属)"	"粘"	"黄"
"131"	"紫红"	"Rosaceae(蔷薇科)"	"0.66"	"12.6"	"佛尔都娜"	"国外"	"美国"	"124"	"中"	"少"	"中"	"有"	"18.48"	"酸甜适中"	"--"	"中"	"黄"	"8.06"	"不溶"	"90.5"	"晚"	"10.09"	"Prunus persica L.(桃)"	"TG0340"	"FO ER DU NA"	"圆"	"Prunus(李属)"	"粘"	"橙黄"
"132"	"紫红"	"Rosaceae(蔷薇科)"	"0.81"	"12.0"	"佛尔都娜"	"国外"	"美国"	"121"	"好"	"中"	"中"	"有"	"16.84"	"酸"	"--"	"大"	"黄"	"8.15"	"不溶"	"160.0"	"晚"	"9.48"	"Prunus persica L.(桃)"	"TE0340"	"FO ER DU NA"	"圆"	"Prunus(李属)"	"粘"	"黄"
"133"	"红"	"Rosaceae(蔷薇科)"	"0.72"	"10.2"	"弗雷德里克"	"国外"	"美国"	"107"	"好"	"中"	"上"	"有"	"9.26"	"甜酸"	"罐藏加工"	"极大"	"黄"	"8.01"	"不溶"	"182.0"	"中"	"7.61"	"Prunus persica L.(桃)"	"TE0341"	"FU LEI DE LI KE"	"圆"	"Prunus(李属)"	"粘"	"橙黄"
"134"	"红"	"Rosaceae(蔷薇科)"	"0.55"	"10.3"	"弗雷德里克"	"国外"	"美国"	"113"	"好"	"中"	"上"	"有"	"6.04"	"甜酸"	"罐藏加工"	"大"	"黄"	"7.28"	"不溶"	"154.0"	"中"	"7.98"	"Prunus persica L.(桃)"	"TK0341"	"FU LEI DE LI KE"	"圆"	"Prunus(李属)"	"粘"	"黄"
"135"	"红"	"Rosaceae(蔷薇科)"	"0.60"	"12.2"	"弗雷德里克"	"国外"	"美国"	"102"	"好"	"中"	"中"	"有"	"12.76"	"酸甜适中"	"罐藏加工"	"大"	"黄"	"7.17"	"不溶"	"122.2"	"中"	"9.54"	"Prunus persica L.(桃)"	"TG0341"	"FU LEI DE LI KE"	"圆"	"Prunus(李属)"	"粘"	"黄"
"136"	"红"	"Rosaceae(蔷薇科)"	"0.69"	"12.3"	"罐桃14号"	"国外"	"日本"	"124"	"好"	"少"	"中"	"有"	"7.00"	"酸甜"	"罐藏加工"	"中"	"黄"	"8.08"	"不溶"	"118.0"	"晚"	"8.95"	"Prunus persica L.(桃)"	"TK0342"	"GUAN TAO 14 HAO"	"圆"	"Prunus(李属)"	"粘"	"黄"
"137"	"紫红"	"Rosaceae(蔷薇科)"	"0.72"	"11.5"	"罐桃14号"	"国外"	"日本"	"126"	"好"	"中"	"中"	"有"	"10.21"	"酸甜"	"罐藏加工"	"大"	"黄"	"8.09"	"不溶"	"153.4"	"晚"	"9.54"	"Prunus persica L.(桃)"	"TG0342"	"GUAN TAO 14 HAO"	"圆"	"Prunus(李属)"	"粘"	"黄"
"138"	"紫红"	"Rosaceae(蔷薇科)"	"0.52"	"11.0"	"罐桃14号"	"国外"	"日本"	"130"	"中"	"少"	"中"	"有"	"9.62"	"甜酸"	"罐藏加工"	"极大"	"黄"	"8.22"	"不溶"	"172.0"	"晚"	"8.08"	"Prunus persica L.(桃)"	"TE0342"	"GUAN TAO 14 HAO"	"圆"	"Prunus(李属)"	"粘"	"黄"
"139"	"红"	"Rosaceae(蔷薇科)"	"0.44"	"8.5"	"罐桃5号"	"国外"	"日本"	"107"	"好"	"少"	"中上"	"有"	"6.33"	"酸甜适中"	"罐藏加工"	"大"	"黄"	"7.20"	"不溶"	"151.0"	"中"	"7.74"	"Prunus persica L.(桃)"	"TK0343"	"GUAN TAO 5 HAO"	"圆"	"Prunus(李属)"	"粘"	"黄"
"140"	"红"	"Rosaceae(蔷薇科)"	"0.50"	"11.5"	"罐桃5号"	"国外"	"日本"	"116"	"好"	"中"	"中"	"有"	"13.46"	"酸甜适中"	"罐藏加工"	"大"	"黄"	"7.29"	"不溶"	"134.6"	"中"	"9.54"	"Prunus persica L.(桃)"	"TG0343"	"GUAN TAO 5 HAO"	"圆"	"Prunus(李属)"	"粘"	"橙黄"
"141"	"紫红"	"Rosaceae(蔷薇科)"	"0.65"	"9.9"	"罐桃5号"	"国外"	"日本"	"124"	"好"	"中"	"中上"	"有"	"7.41"	"酸甜"	"罐藏加工"	"大"	"黄"	"8.15"	"不溶"	"147.0"	"晚"	"6.03"	"Prunus persica L.(桃)"	"TE0343"	"GUAN TAO 5 HAO"	"圆"	"Prunus(李属)"	"粘"	"黄"
"142"	"紫红"	"Rosaceae(蔷薇科)"	"0.84"	"9.0"	"哈布丽特"	"国外"	"美国"	"109"	"中"	"少"	"中"	"有"	"9.40"	"酸甜"	"--"	"大"	"黄"	"8.01"	"不溶"	"151.0"	"中"	"7.54"	"Prunus persica L.(桃)"	"TE0344"	"HA BU LI TE"	"圆"	"Prunus(李属)"	"离"	"黄"
"143"	"紫红"	"Rosaceae(蔷薇科)"	"0.60"	"11.0"	"哈布丽特"	"国外"	"美国"	"98"	"好"	"多"	"中"	"有"	"12.32"	"甜酸"	"--"	"中"	"黄"	"7.11"	"软溶"	"99.0"	"中"	"7.29"	"Prunus persica L.(桃)"	"TG0344"	"HA BU LI TE"	"圆"	"Prunus(李属)"	"离"	"橙黄"
"144"	"红"	"Rosaceae(蔷薇科)"	"0.60"	"9.8"	"哈佛"	"国外"	"美国"	"147"	"好"	"少"	"中上"	"有"	"7.39"	"酸甜"	"--"	"大"	"黄"	"8.26"	"不溶"	"122.0"	"晚"	"7.93"	"Prunus persica L.(桃)"	"TK0345"	"HA FO"	"圆"	"Prunus(李属)"	"粘"	"黄"
"145"	"红"	"Rosaceae(蔷薇科)"	"0.54"	"11.3"	"哈佛"	"国外"	"美国"	"132"	"中"	"中"	"中"	"有"	"16.54"	"酸甜适中"	"--"	"大"	"黄"	"8.16"	"不溶"	"131.0"	"晚"	"9.63"	"Prunus persica L.(桃)"	"TG0345"	"HA FO"	"圆"	"Prunus(李属)"	"粘"	"黄"
"146"	"红"	"Rosaceae(蔷薇科)"	"0.92"	"14.3"	"哈佛"	"国外"	"美国"	"155"	"中"	"少"	"中下"	"有"	"14.51"	"酸"	"--"	"极大"	"黄"	"9.18"	"不溶"	"177.0"	"极晚"	"10.40"	"Prunus persica L.(桃)"	"TE0345"	"HA FO"	"圆"	"Prunus(李属)"	"粘"	"黄"
"147"	"红"	"Rosaceae(蔷薇科)"	"0.49"	"10.9"	"哈根"	"国外"	"美国"	"103"	"好"	"中"	"中"	"有"	"6.67"	"酸甜"	"--"	"大"	"黄"	"7.18"	"硬溶"	"155.0"	"中"	"7.65"	"Prunus persica L.(桃)"	"TK0346"	"HA GEN"	"圆"	"Prunus(李属)"	"离"	"黄"
"148"	"红"	"Rosaceae(蔷薇科)"	"0.58"	"11.3"	"哈维斯"	"国外"	"美国"	"135"	"好"	"中"	"中"	"有"	"5.53"	"酸甜适中"	"--"	"大"	"黄"	"8.15"	"硬溶"	"132.0"	"晚"	"8.58"	"Prunus persica L.(桃)"	"TK0347"	"HA WEI SI"	"圆"	"Prunus(李属)"	"离"	"黄"
"149"	"红"	"Rosaceae(蔷薇科)"	"0.61"	"11.5"	"哈维斯"	"国外"	"美国"	"133"	"好"	"中"	"中"	"有"	"10.30"	"酸甜适中"	"果大"	"极大"	"黄"	"8.15"	"硬溶"	"202.5"	"晚"	"9.19"	"Prunus persica L.(桃)"	"TG0347"	"HA WEI SI"	"圆"	"Prunus(李属)"	"离"	"黄"
"150"	"红"	"Rosaceae(蔷薇科)"	"0.99"	"10.3"	"哈维斯"	"国外"	"美国"	"130"	"中"	"中"	"中下"	"有"	"7.68"	"酸"	"--"	"极大"	"黄"	"9.02"	"硬溶"	"189.0"	"晚"	"8.21"	"Prunus persica L.(桃)"	"TE0347"	"HA WEI SI"	"圆"	"Prunus(李属)"	"离"	"黄"
"151"	"红"	"Rosaceae(蔷薇科)"	"0.65"	"10.2"	"红顶"	"国外"	"美国"	"102"	"好"	"少"	"上"	"有"	"6.43"	"甜酸"	"--"	"大"	"黄"	"7.16"	"硬溶"	"149.0"	"中"	"7.45"	"Prunus persica L.(桃)"	"TK0348"	"HONG DING"	"圆"	"Prunus(李属)"	"离"	"黄"
"152"	"紫红"	"Rosaceae(蔷薇科)"	"0.84"	"11.5"	"红顶"	"国外"	"美国"	"107"	"好"	"中"	"中"	"有"	"10.56"	"甜酸"	"--"	"大"	"黄"	"7.21"	"硬溶"	"126.5"	"中"	"8.06"	"Prunus persica L.(桃)"	"TG0348"	"HONG DING"	"圆"	"Prunus(李属)"	"离"	"黄"
"153"	"紫红"	"Rosaceae(蔷薇科)"	"0.52"	"11.7"	"红港"	"国外"	"美国"	"101"	"好"	"多"	"中"	"有"	"7.04"	"酸甜"	"鲜食"	"大"	"黄"	"7.17"	"硬溶"	"155.0"	"中"	"6.81"	"Prunus persica L.(桃)"	"TK0349"	"HONG GANG"	"圆"	"Prunus(李属)"	"离"	"黄"
"154"	"紫红"	"Rosaceae(蔷薇科)"	"0.71"	"9.8"	"红港"	"国外"	"美国"	"97"	"好"	"中"	"中上"	"有"	"11.87"	"酸甜适中"	"--"	"大"	"黄"	"7.11"	"硬溶"	"129.8"	"中"	"8.75"	"Prunus persica L.(桃)"	"TG0349"	"HONG GANG"	"圆"	"Prunus(李属)"	"离"	"橙黄"
"155"	"红"	"Rosaceae(蔷薇科)"	"0.23"	"10.0"	"红港"	"国外"	"美国"	"92"	"中"	"多"	"中上"	"有"	"10.16"	"酸甜"	"--"	"大"	"黄"	"7.25"	"硬溶"	"145.0"	"中"	"8.68"	"Prunus persica L.(桃)"	"TE0349"	"HONG GANG"	"圆"	"Prunus(李属)"	"离"	"黄"
"156"	"红"	"Rosaceae(蔷薇科)"	"0.67"	"13.5"	"红皮"	"国外"	"美国"	"131"	"好"	"中"	"中"	"有"	"11.62"	"甜酸"	"--"	"大"	"黄"	"8.14"	"硬溶"	"143.3"	"晚"	"10.42"	"Prunus persica L.(桃)"	"TG0350"	"HONG PI"	"圆"	"Prunus(李属)"	"离"	"橙黄"
"157"	"红"	"Rosaceae(蔷薇科)"	"0.90"	"15.0"	"红皮"	"国外"	"美国"	"133"	"中"	"多"	"中"	"有"	"9.64"	"甜酸"	"--"	"极大"	"黄"	"8.27"	"硬溶"	"194.0"	"晚"	"9.14"	"Prunus persica L.(桃)"	"TE0350"	"HONG PI"	"圆"	"Prunus(李属)"	"离"	"黄"
"158"	"紫红"	"Rosaceae(蔷薇科)"	"0.69"	"11.8"	"霍曼"	"国外"	"美国"	"110"	"好"	"少"	"中"	"有"	"13.20"	"酸甜适中"	"--"	"大"	"黄"	"7.24"	"硬溶"	"129.0"	"中"	"8.89"	"Prunus persica L.(桃)"	"TG0358"	"HUO MAN"	"圆"	"Prunus(李属)"	"离"	"黄"
"159"	"红"	"Rosaceae(蔷薇科)"	"0.64"	"9.0"	"金春"	"国外"	"美国"	"93"	"中"	"少"	"中下"	"有"	"6.56"	"酸"	"罐藏加工"	"中"	"黄"	"6.20"	"不溶"	"118.0"	"早"	"5.07"	"Prunus persica L.(桃)"	"TK0361"	"JIN CHUN"	"圆"	"Prunus(李属)"	"粘"	"黄"
"160"	"无"	"Rosaceae(蔷薇科)"	"0.99"	"17.0"	"金皇后"	"国外"	"澳大利亚"	"153"	"中"	"少"	"中下"	"有"	"16.50"	"酸甜"	"罐藏加工"	"大"	"黄"	"9.26"	"硬溶"	"148.0"	"极晚"	"12.10"	"Prunus persica L.(桃)"	"TE0364"	"JIN HUANG HOU"	"圆"	"Prunus(李属)"	"粘"	"橙黄"
"161"	"红"	"Rosaceae(蔷薇科)"	"0.64"	"12.0"	"金玛丽"	"国外"	"美国"	"95"	"好"	"中"	"中"	"有"	"12.32"	"甜酸"	"--"	"中"	"黄"	"7.09"	"软溶"	"96.4"	"中"	"7.75"	"Prunus persica L.(桃)"	"TG0366"	"JIN MA LI"	"圆"	"Prunus(李属)"	"离"	"黄"
