"id"	"抗虫性"	"裂荚性"	"科名"	"种子来源地"	"品种名称"	"粗蛋白"	"鲜草产量"	"脐色"	"五氧化二磷"	"耐湿性"	"子叶出土"	"播种地点"	"初花期"	"茎形"	"茎生长习性"	"烘干率"	"单株分枝数"	"花序类型"	"成熟荚色"	"耐荫性"	"茎的性质"	"栽培类别"	"初生叶形"	"译名"	"叶缘"	"幼茎色"	"单株荚数"	"落荚性"	"播种期"	"属名"	"统一编号"	"耐瘠性"	"出苗期"	"学名"	"粒形"	"耐盐性"	"耐酸性"	"落叶性"	"茎色"	"种皮色"	"花色"	"成熟期"	"再生性"	"结荚习性"	"库编号"	"耐碱性"	"结荚高度"	"叶尖"	"省"	"氧化钾"	"荚形"	"盛花期"	"复叶类形"	"叶序"	"单株粒数"	"叶形"	"氮"	"生育天数"	"株高"	"备注"	"抗寒性"	"抗病性"	"荚长"	"千粒重"	"保存单位"	"繁殖系数"	"抗旱性"	"生活周期"	"叶基"	"子叶颜色"	"种子产量"
"79"	"中"	"不易"	"Leguminosae(豆科)"	"湖北农科院"	"7511箭豌"	"--"	"4500"	"白"	"--"	"中"	"不出土"	"南京"	"4.16"	"方形中空"	"半攀缘"	"--"	"7.1"	"总状"	"淡黄"	"中"	"草本"	"--"	"2小叶,长椭圆"	"--"	"全缘"	"绿"	"62.3"	"不易"	"10.12"	"Vicia(巢菜属)"	"00000152"	"较强"	"10.20"	"Vicia sativa L.(箭 豌豆)"	"扁圆"	"中"	"较强"	"中等"	"绿"	"褐有斑"	"紫"	"6.04"	"中"	"无限"	"I7A00088"	"中"	"74.7"	"箭状"	"国外"	"--"	"扁长矩形"	"4.18"	"偶数羽状"	"互生"	"392.5"	"长椭圆"	"--"	"224"	"131.7"	"34.80饲用"	"中"	"较强"	"5.1"	"58.20"	"江苏省农科院土肥所78-196"	"20-50"	"强"	"一年生或越年生"	"楔形"	"绿"	"161.0"
"80"	"中"	"不易"	"Leguminosae(豆科)"	"中山植物园引自葡萄牙"	"Bi65箭豌"	"16.75"	"3125"	"白"	"0.80"	"弱"	"不出土"	"南京"	"4.18"	"方形中空"	"半攀缘"	"14.00"	"6.6"	"总状"	"淡黄"	"中"	"草本"	"--"	"2小叶,长椭圆"	"--"	"全缘"	"绿"	"31.0"	"半落"	"10.12"	"Vicia(巢菜属)"	"00000153"	"较弱"	"10.21"	"Vicia sativa L.(箭 豌豆)"	"扁圆"	"中"	"较强"	"中等"	"绿"	"黄灰"	"紫"	"5.31"	"中"	"无限"	"I7A00089"	"中"	"29.0"	"箭状"	"国外"	"--"	"扁长矩形"	"4.22"	"偶数羽状"	"互生"	"217.0"	"长椭圆"	"2.68"	"219"	"67.2"	"8.00饲用"	"中"	"中"	"5.1"	"62.10"	"江苏省农科院土肥所77-56"	"15-30"	"强"	"一年生或越年生"	"楔形"	"绿"	"61.0"
"81"	"--"	"--"	"Leguminosae(豆科)"	"江西进贤县"	"乌豇豆"	"--"	"1250"	"--"	"0.68"	"--"	"--"	"--"	"--"	"--"	"匍匐"	"17.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.16"	"Vigna(豇豆属)"	"00000959"	"--"	"4.27"	"Vigna cylindrica Skeels(乌豇豆)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"7.26"	"--"	"--"	"I7A00507"	"--"	"--"	"--"	"江西"	"0.89"	"--"	"6.25"	"--"	"--"	"--"	"--"	"2.47"	"90"	"75.0"	"--"	"--"	"--"	"--"	"121.00"	"江苏农科院土肥所6689"	"--"	"--"	"一年生"	"--"	"--"	"70.0"
"82"	"--"	"--"	"Leguminosae(豆科)"	"福建"	"印度豇豆"	"--"	"2550"	"--"	"0.81"	"--"	"--"	"--"	"--"	"--"	"匍匐"	"23.6"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"Vigna(豇豆属)"	"00000960"	"--"	"--"	"Vigna sinensis var.(印度豇豆)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"I7A00508"	"--"	"--"	"--"	"福建"	"1.02"	"--"	"--"	"--"	"--"	"--"	"--"	"2.03"	"160"	"150.0"	"--"	"--"	"--"	"--"	"151.00"	"江苏农科院土肥所7333"	"--"	"--"	"一年生"	"--"	"--"	"100.0"
"83"	"--"	"--"	"Cruciferae(十字花科)"	"青海门源县"	"门源油菜"	"--"	"1533"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"直立"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.08"	"Brassica(芸台属)"	"00000961"	"--"	"4.20"	"Brassica compestris L.(油菜)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"7.12"	"--"	"--"	"I7A00509"	"--"	"--"	"--"	"青海"	"--"	"--"	"6.06"	"--"	"--"	"--"	"--"	"--"	"83"	"80.0"	"--"	"--"	"--"	"--"	"3.00"	"青海农科院土肥所"	"--"	"--"	"一年生"	"--"	"--"	"125.0"
"84"	"--"	"--"	"Cruciferae(十字花科)"	"青海农科院"	"青油9号"	"--"	"931"	"--"	"0.41"	"--"	"--"	"--"	"--"	"--"	"直立"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.08"	"Brassica(芸台属)"	"00000962"	"--"	"4.21"	"Brassica compestris L.(油菜)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"7.20"	"--"	"--"	"I7A00656"	"--"	"--"	"--"	"青海"	"1.63"	"--"	"6.08"	"--"	"--"	"--"	"--"	"1.42"	"90"	"110.0"	"--"	"--"	"--"	"--"	"3.90"	"青海农科院土肥所"	"--"	"--"	"一年生"	"--"	"--"	"150.0"
"85"	"--"	"--"	"Cruciferae(十字花科)"	"青海农科院"	"青油10号"	"--"	"1567"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"直立"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.10"	"Brassica(芸台属)"	"00000963"	"--"	"4.21"	"Brassica compestris L.(油菜)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.10"	"--"	"--"	"I7A00510"	"--"	"--"	"--"	"青海"	"--"	"--"	"6.12"	"--"	"--"	"--"	"--"	"--"	"111"	"140.0"	"--"	"--"	"--"	"--"	"4.50"	"青海农科院土肥所"	"--"	"--"	"一年生"	"--"	"--"	"150.0"
"86"	"--"	"--"	"Gramineae(禾本科)"	"--"	"多花黑秤草"	"--"	"2047"	"--"	"0.73"	"--"	"--"	"--"	"--"	"--"	"直立"	"22.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.15"	"Lolium(黑麦草属)"	"00000968"	"--"	"10.03"	"Lolium multiflorum(多花黑麦草)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"6.12"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"2.56"	"--"	"--"	"--"	"--"	"--"	"--"	"1.28"	"250"	"86.5"	"--"	"--"	"--"	"--"	"1.50"	"江苏农科院土肥所78159"	"--"	"--"	"多年生"	"--"	"--"	"33.0"
"87"	"--"	"--"	"Gramineae(禾本科)"	"美国"	"牛尾草"	"--"	"2833"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"直立"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"10.11"	"Festuca(牛尾草属)"	"00000969"	"--"	"10.30"	"Festuca elatior(牛尾草)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"6.20"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"230"	"130.0"	"--"	"--"	"--"	"--"	"1.80"	"江苏农科院土肥所78158"	"--"	"--"	"多年生"	"--"	"--"	"55.0"
"88"	"--"	"--"	"Gramineae(禾本科)"	"日本"	"早熟稗"	"--"	"4934"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"直立"	"17.8"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.16"	"Echinochloa Beauv.(稗属)"	"00000972"	"--"	"5.02"	"Echinochloa utilis(稗草)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.10"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"7.15"	"--"	"--"	"--"	"--"	"--"	"100"	"176.9"	"--"	"--"	"--"	"--"	"4.20"	"中国农科院土肥所276"	"--"	"--"	"一年生"	"--"	"--"	"198.0"
"89"	"--"	"--"	"Gramineae(禾本科)"	"日本"	"绿叶稗"	"--"	"6266"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"直立"	"20.4"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.16"	"Echinochloa Beauv.(稗属)"	"00000973"	"--"	"5.02"	"Echinochloa utilis(稗草)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.10"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"8.10"	"--"	"--"	"--"	"--"	"--"	"131"	"271.0"	"--"	"--"	"--"	"--"	"4.00"	"中国农科院土肥所277"	"--"	"--"	"一年生"	"--"	"--"	"141.0"
"90"	"--"	"--"	"Gramineae(禾本科)"	"日本"	"湖南稷子"	"--"	"5920"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"直立"	"36.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.16"	"Echinochloa Beauv.(稗属)"	"00000974"	"--"	"5.03"	"Echinochloa frumentacea(湖南稷子)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.20"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"8.25"	"--"	"--"	"--"	"--"	"--"	"140"	"261.0"	"--"	"--"	"--"	"--"	"3.90"	"中国农科院土肥所278"	"--"	"--"	"一年生"	"--"	"--"	"74.0"
"91"	"--"	"--"	"Gramineae(禾本科)"	"日本"	"中生稗"	"--"	"7463"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"直立"	"27.1"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.16"	"Echinochloa Beauv.(稗属)"	"00000975"	"--"	"5.02"	"Echinochloa utilis(稗草)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.20"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"8.25"	"--"	"--"	"--"	"--"	"--"	"141"	"248.7"	"--"	"--"	"--"	"--"	"4.00"	"中国农科院土肥所279"	"--"	"--"	"一年生"	"--"	"--"	"82.0"
"92"	"--"	"--"	"Gramineae(禾本科)"	"日本"	"龙爪稷"	"--"	"4130"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"直立"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.08"	"Eleusine Gaertn.(禾参属)"	"00000976"	"--"	"5.02"	"Eleusine coracana(龙爪稷)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"10.04"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"153"	"80.2"	"--"	"--"	"--"	"--"	"2.40"	"中国农科院土肥所280"	"--"	"--"	"一年生"	"--"	"--"	"--"
"93"	"--"	"--"	"Leguminosae(豆科)"	"澳大利亚"	"绿叶山蚂蝗"	"--"	"3921"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"匍匐"	"19.2"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"5.22"	"Desmodium(山蚂蝗属)"	"00000674"	"--"	"5.31"	"Desmodium intortum Urb.(绿叶山蚂蝗)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"2.10"	"--"	"--"	"I7A00464"	"--"	"--"	"--"	"国外"	"--"	"--"	"11.25"	"--"	"--"	"--"	"--"	"--"	"255"	"150.0"	"--"	"--"	"--"	"--"	"1.30"	"福建泉州农科所"	"--"	"--"	"多年生"	"--"	"--"	"16.6"
"94"	"--"	"--"	"Leguminosae(豆科)"	"澳大利亚"	"绿叶山蚂蝗"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"匍匐"	"22.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.24"	"Desmodium(山蚂蝗属)"	"00000675"	"--"	"5.05"	"Desmodium uncinatum DC.(银叶山蚂蝗)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"12.09"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"11.30"	"--"	"--"	"--"	"--"	"--"	"218"	"180.0"	"--"	"--"	"--"	"--"	"4.70"	"广西畜牧所74-77"	"--"	"--"	"多年生"	"--"	"--"	"16.0"
"95"	"--"	"--"	"Leguminosae(豆科)"	"澳大利亚"	"Mailiki glycine"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"匍匐"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"5.22"	"Glycine(大豆属)"	"00000676"	"--"	"6.03"	"Glycine javanica L.(威地大豆)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.05"	"--"	"--"	"I7A00465"	"--"	"--"	"--"	"国外"	"--"	"--"	"12.20"	"--"	"--"	"--"	"--"	"--"	"275"	"65.5"	"--"	"--"	"--"	"--"	"7.00"	"福建泉州农科所"	"--"	"--"	"多年生"	"--"	"--"	"72.0"
"96"	"--"	"--"	"Leguminosae(豆科)"	"澳大利亚"	"Tinarr"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"匍匐"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.24"	"Glycine(大豆属)"	"00000677"	"--"	"--"	"Glycine javanica L.(威地大豆)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"2.26"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"1.18"	"--"	"--"	"--"	"--"	"--"	"295"	"161.0"	"--"	"--"	"--"	"--"	"7.50"	"广西牧畜所74-70"	"--"	"--"	"多年生"	"--"	"--"	"--"
"97"	"--"	"--"	"Leguminosae(豆科)"	"匈牙利"	"匈牙利山黧豆"	"--"	"1206"	"--"	"0.70"	"--"	"--"	"--"	"--"	"--"	"半匍匐"	"18.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.10"	"Lathyrus(山黧豆属)"	"00000723"	"--"	"4.02"	"Lathyrus sativus L.(栽培山黧豆)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"6.25"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"1.60"	"--"	"5.23"	"--"	"--"	"--"	"--"	"2.70"	"84"	"68.0"	"--"	"--"	"--"	"--"	"192.00"	"甘肃农科院土肥所"	"--"	"--"	"一年生"	"--"	"--"	"48.0"
"98"	"--"	"--"	"Leguminosae(豆科)"	"西德"	"西德山黧豆"	"--"	"3417"	"--"	"0.48"	"--"	"--"	"--"	"--"	"--"	"半匍匐"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.29"	"Lathyrus(山黧豆属)"	"00000725"	"--"	"4.19"	"Lathyrus odoratus L.(普通山黧豆)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.17"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"1.60"	"--"	"6.08"	"--"	"--"	"--"	"--"	"2.69"	"120"	"150.5"	"--"	"--"	"--"	"--"	"170.00"	"甘肃农科院土肥所9"	"--"	"--"	"一年生"	"--"	"--"	"89.0"
"99"	"--"	"--"	"Leguminosae(豆科)"	"西德"	"山黧豆"	"--"	"950"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"半匍匐"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"10.10"	"Lathyrus(山黧豆属)"	"00000731"	"--"	"10.25"	"Lathyrus aphaca L.(叶轴山黧豆)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"6.03"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"4.21"	"--"	"--"	"--"	"--"	"--"	"193"	"130.0"	"--"	"--"	"--"	"--"	"16.10"	"江苏农科院土肥所7353"	"--"	"--"	"越年生"	"--"	"--"	"26.9"
"100"	"--"	"--"	"Leguminosae(豆科)"	"葡萄牙"	"扁荚山黧豆"	"--"	"920"	"--"	"0.51"	"--"	"--"	"--"	"--"	"--"	"直立"	"13.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.22"	"Lathyrus(山黧豆属)"	"00000745"	"--"	"9.30"	"Lathyrus cicera L.(扁荚山黧豆)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"5.21"	"--"	"--"	"I7A00628"	"--"	"--"	"--"	"国外"	"1.51"	"--"	"4.10"	"--"	"--"	"--"	"--"	"3.80"	"231"	"65.0"	"--"	"--"	"--"	"--"	"69.80"	"江苏农科院土肥所7433"	"--"	"--"	"一年生"	"--"	"--"	"81.8"
"101"	"--"	"--"	"Leguminosae(豆科)"	"瑞典"	"硬毛山黧豆"	"--"	"2000"	"--"	"0.89"	"--"	"--"	"--"	"--"	"--"	"直立"	"16.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"10.05"	"Lathyrus(山黧豆属)"	"00000746"	"--"	"10.14"	"Lathyrus hirsutus L.(硬毛山黧豆)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"6.18"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"2.18"	"--"	"5.12"	"--"	"--"	"--"	"--"	"3.89"	"244"	"55.0"	"--"	"--"	"--"	"--"	"24.20"	"江苏农科院土肥所7370"	"--"	"--"	"一年生"	"--"	"--"	"21.3"
"102"	"--"	"--"	"Leguminosae(豆科)"	"加拿大"	"百脉根"	"--"	"5100"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"匍匐"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.22"	"Lotus(百脉根属)"	"00000752"	"--"	"4.28"	"Lotus corniculatus L.(百脉根)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.05"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"6.28"	"--"	"--"	"--"	"--"	"--"	"100"	"100.0"	"--"	"--"	"--"	"--"	"--"	"中国农科院土肥所1361"	"--"	"--"	"多年生"	"--"	"--"	"--"
"103"	"--"	"--"	"Leguminosae(豆科)"	"美国"	"百脉根"	"--"	"3900"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"半直立"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.22"	"Lotus(百脉根属)"	"00000753"	"--"	"4.28"	"Lotus corniculatus L.(百脉根)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"7.25"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"6.14"	"--"	"--"	"--"	"--"	"--"	"89"	"90.0"	"--"	"--"	"--"	"--"	"--"	"中国农科院土肥所1362"	"--"	"--"	"多年生"	"--"	"--"	"--"
"104"	"--"	"--"	"Leguminosae(豆科)"	"南非"	"百脉根"	"--"	"2700"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"半直立"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.22"	"Lotus(百脉根属)"	"00000754"	"--"	"4.27"	"Lotus corniculatus L.(百脉根)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"7.30"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"6.18"	"--"	"--"	"--"	"--"	"--"	"94"	"70.0"	"--"	"--"	"--"	"--"	"--"	"中国农科院土肥所1363"	"--"	"--"	"多年生"	"--"	"--"	"--"
"105"	"--"	"--"	"Leguminosae(豆科)"	"苏联"	"百脉根"	"--"	"3500"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"半直立"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.22"	"Lotus(百脉根属)"	"00000755"	"--"	"4.29"	"Lotus corniculatus L.(百脉根)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.10"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"6.26"	"--"	"--"	"--"	"--"	"--"	"104"	"80.0"	"--"	"--"	"--"	"--"	"--"	"中国农科院土肥所1364"	"--"	"--"	"多年生"	"--"	"--"	"--"
"106"	"--"	"--"	"Leguminosae(豆科)"	"加拿大"	"里奥百脉根"	"--"	"6700"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"匍匐"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.22"	"Lotus(百脉根属)"	"00000756"	"--"	"4.27"	"Lotus corniculatus L.(百脉根)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"7.30"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"6.24"	"--"	"--"	"--"	"--"	"--"	"94"	"110.0"	"--"	"--"	"--"	"--"	"--"	"中国农科院土肥所1366"	"--"	"--"	"多年生"	"--"	"--"	"--"
"107"	"--"	"--"	"Leguminosae(豆科)"	"澳大利亚"	"百脉根"	"--"	"3300"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"半直立"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"4.22"	"Lotus(百脉根属)"	"00000757"	"--"	"4.28"	"Lotus corniculatus L.(百脉根)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"7.15"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"6.12"	"--"	"--"	"--"	"--"	"--"	"79"	"70.0"	"--"	"--"	"--"	"--"	"--"	"中国农科院土肥所1367"	"--"	"--"	"多年生"	"--"	"--"	"--"
"108"	"--"	"--"	"Leguminosae(豆科)"	"美国"	"CH2"	"--"	"4800"	"--"	"0.34"	"--"	"--"	"--"	"--"	"--"	"直立"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.21"	"Medicago(苜蓿属)"	"00000759"	"--"	"9.05"	"Medicago sativa L.(紫花苜蓿)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"6.27"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"1.56"	"--"	"6.05"	"--"	"--"	"--"	"--"	"2.57"	"295"	"80.0"	"二茬和"	"--"	"--"	"--"	"--"	"中国农科院土肥所"	"--"	"--"	"多年生"	"--"	"--"	"--"
"109"	"--"	"--"	"Leguminosae(豆科)"	"美国"	"CH4"	"--"	"4900"	"--"	"0.51"	"--"	"--"	"--"	"--"	"--"	"直立"	"13.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.21"	"Medicago(苜蓿属)"	"00000760"	"--"	"8.29"	"Medicago sativa L.(紫花苜蓿)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"6.27"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"1.51"	"--"	"6.05"	"--"	"--"	"--"	"--"	"3.80"	"302"	"102.0"	"二茬和"	"--"	"--"	"--"	"--"	"中国农科院土肥所"	"--"	"--"	"多年生"	"--"	"--"	"--"
"110"	"--"	"--"	"Leguminosae(豆科)"	"美国"	"CH7"	"--"	"4800"	"--"	"0.89"	"--"	"--"	"--"	"--"	"--"	"直立"	"16.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"8.21"	"Medicago(苜蓿属)"	"00000761"	"--"	"8.27"	"Medicago sativa L.(紫花苜蓿)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"6.27"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"2.18"	"--"	"6.05"	"--"	"--"	"--"	"--"	"3.89"	"304"	"80.0"	"二茬和"	"--"	"--"	"--"	"--"	"中国农科院土肥所"	"--"	"--"	"多年生"	"--"	"--"	"--"
"111"	"--"	"--"	"Leguminosae(豆科)"	"澳大利亚"	"Wartfield"	"--"	"1900"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"直立"	"28.8"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.07"	"Medicago(苜蓿属)"	"00000764"	"--"	"9.16"	"Medicago sativa L.(紫花苜蓿)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"7.10"	"--"	"--"	"I7A00549"	"--"	"--"	"--"	"国外"	"--"	"--"	"5.14"	"--"	"--"	"--"	"--"	"--"	"297"	"96.6"	"--"	"--"	"--"	"--"	"--"	"中国农科院土肥所1712"	"--"	"--"	"多年生"	"--"	"--"	"61.0"
"112"	"--"	"--"	"Leguminosae(豆科)"	"加拿大"	"Gloryalfafa"	"--"	"1350"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"直立"	"15.0"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.07"	"Medicago(苜蓿属)"	"00000765"	"--"	"9.16"	"Medicago sativa L.(紫花苜蓿)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"7.05"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"5.16"	"--"	"--"	"--"	"--"	"--"	"292"	"77.6"	"--"	"--"	"--"	"--"	"--"	"中国农科院土肥所1714"	"--"	"--"	"多年生"	"--"	"--"	"43.0"
"113"	"--"	"--"	"Leguminosae(豆科)"	"加拿大"	"Brand"	"--"	"1400"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"直立"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.07"	"Medicago(苜蓿属)"	"00000766"	"--"	"9.16"	"Medicago sativa L.(紫花苜蓿)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"7.05"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"5.14"	"--"	"--"	"--"	"--"	"--"	"292"	"92.8"	"--"	"--"	"--"	"--"	"--"	"中国农科院土肥所1716"	"--"	"--"	"多年生"	"--"	"--"	"41.0"
"114"	"--"	"--"	"Leguminosae(豆科)"	"美国"	"紫花苜蓿"	"--"	"2400"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"直立"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"9.07"	"Medicago(苜蓿属)"	"00000767"	"--"	"9.17"	"Medicago sativa L.(紫花苜蓿)"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"7.10"	"--"	"--"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"5.16"	"--"	"--"	"--"	"--"	"--"	"296"	"96.4"	"--"	"--"	"--"	"--"	"--"	"中国农科院土肥所1717"	"--"	"--"	"多年生"	"--"	"--"	"62.0"
