"id"	"熟性"	"保存编号"	"品种名称"	"生长习性"	"译名"	"单瓜重"	"生育期"	"瓜面腊粉"	"分枝性"	"抗病虫性"	"商瓜皮色"	"老瓜次色"	"叶形"	"风味"	"老瓜斑纹"	"亩产"	"老瓜皮色"	"备注"	"瓜形"	"肉质"	"雌首花节位"	"省"	"统一编号"	"保存单位"	"抗逆性"	"种质库编号"	"种子来源"	"商瓜次色"	"栽培季节"	"商瓜斑纹"	"瓜棱形状"
"145"	"晚"	"4a-100"	"神木南瓜"	"葡匐蔓生"	"SHEN MU NAN GUA"	"4.0"	"120"	"--"	"--"	"--"	"红"	"--"	"心形"	"甜"	"--"	"--"	"--"	"*"	"圆柱形"	"软"	"23"	"陕西"	"V05C0470"	"陕西农科院蔬菜所"	"--"	"Ⅱ5Bb043"	"陕西神木县"	"--"	"5上-9上"	"线条状"	"平"
"146"	"--"	"4a-237"	"大南瓜"	"蔓生"	"DA NAN GUA"	"3.8"	"--"	"--"	"--"	"--"	"--"	"--"	"心形"	"淡而无味"	"--"	"--"	"红色"	"--"	"扁圆形"	"多纤维"	"22"	"陕西"	"V05C0471"	"陕西农科院蔬菜所"	"--"	"Ⅱ5Bb146"	"陕西石泉县"	"--"	"--"	"--"	"棱"
"147"	"--"	"4a-151"	"鼓形南瓜"	"蔓生"	"GU XING NAN GUA"	"8.5"	"--"	"--"	"--"	"--"	"--"	"绿色"	"心形"	"甜"	"网纹"	"--"	"褐色"	"--"	"扁圆形"	"软"	"25"	"陕西"	"V05C0472"	"陕西农科院蔬菜所"	"--"	"Ⅱ5Bb160"	"陕西石泉县"	"--"	"--"	"--"	"棱"
"148"	"--"	"4a-157"	"圆南瓜"	"葡匐蔓生"	"YUAN NAN GUA"	"4.8"	"--"	"--"	"--"	"抗花叶病毒病"	"红"	"--"	"--"	"--"	"--"	"--"	"--"	"*"	"扁圆形"	"--"	"13"	"陕西"	"V05C0473"	"陕西农科院蔬菜所"	"--"	"Ⅱ5Bb409"	"陕西石泉县"	"--"	"--"	"--"	"棱"
"149"	"晚"	"4a-94"	"绥德老南瓜"	"葡匐蔓生"	"SUI DE LAO NAN GUA"	"3.3"	"120"	"--"	"--"	"抗"	"褐"	"--"	"心形"	"甜"	"--"	"--"	"--"	"*"	"扁圆形"	"软"	"20"	"陕西"	"V05C0474"	"陕西农科院蔬菜所"	"--"	"Ⅱ5Bb507"	"陕西绥德县"	"绿色"	"5上-9上"	"线条状"	"棱"
"150"	"--"	"4a-67"	"子洲南瓜"	"蔓生"	"ZI ZHOU NAN GUA"	"3.0"	"--"	"--"	"强"	"--"	"--"	"--"	"心形"	"甜"	"--"	"--"	"红色"	"--"	"扁圆形"	"水多"	"20"	"陕西"	"V05C0483"	"陕西农科院蔬菜所"	"--"	"Ⅱ5Bb153"	"陕西子州县"	"--"	"--"	"--"	"棱"
"151"	"--"	"4a-196"	"牛腿瓜"	"蔓生"	"NIU TUI GUA"	"8.3"	"--"	"--"	"--"	"--"	"--"	"绿色"	"心形"	"淡而无味"	"网纹"	"--"	"褐色"	"--"	"扁圆形"	"水多"	"24"	"陕西"	"V05C0484"	"陕西农科院蔬菜所"	"--"	"Ⅱ5Bb140"	"陕西岚皋县"	"--"	"--"	"--"	"棱"
"152"	"晚"	"S26-17"	"圆南瓜"	"葡匐蔓生"	"YUAN NAN GUA"	"4.0"	"120"	"少"	"中"	"抗"	"绿"	"--"	"掌状"	"中"	"--"	"1250"	"褐色"	"--"	"圆形"	"中"	"15"	"上海"	"V05C0485"	"上海农科院园艺所"	"强"	"Ⅱ5Bb492"	"上海川沙县"	"--"	"4上-7上"	"--"	"棱"
"153"	"晚"	"S26-2"	"橄榄南瓜"	"葡匐蔓生"	"GAN LAN NAN GUA"	"2.9"	"120"	"少"	"弱"	"抗"	"绿"	"--"	"掌状"	"--"	"--"	"1250"	"褐色"	"--"	"椭圆形"	"圆滑致密"	"24"	"上海"	"V05C0486"	"上海农科院园艺所"	"强"	"Ⅱ5Bb439"	"上海川沙县"	"--"	"4上-8上"	"--"	"棱"
"154"	"晚"	"S26-7"	"柿子南瓜"	"葡匐蔓生"	"SHI ZI NAN GUA"	"4.0"	"110"	"中"	"弱"	"抗"	"桔黄"	"--"	"掌状"	"微甜"	"--"	"2500"	"桔黄色"	"*"	"扁圆形"	"硬"	"17"	"上海"	"V05C0487"	"上海农科院园艺所"	"强"	"Ⅱ5Bb405"	"上海川沙县"	"--"	"4中-7下收"	"--"	"棱"
"155"	"中"	"I2-141"	"长宁南瓜"	"蔓生"	"CHANG NING NAN GUA"	"--"	"120"	"多"	"中"	"中"	"黄"	"--"	"掌状"	"--"	"--"	"1500"	"黄色"	"--"	"圆形"	"中"	"--"	"四川"	"V05C0492"	"重庆市农科所"	"弱"	"Ⅱ5Bb253"	"四川长宁县"	"--"	"3-7"	"--"	"棱"
"156"	"晚"	"I2-001"	"癞子南瓜"	"攀援蔓生"	"LAI ZI NAN GUA"	"3.0"	"130"	"多"	"强"	"--"	"绿"	"--"	"掌状"	"甜"	"--"	"750"	"褐色"	"--"	"扁圆形"	"致密"	"--"	"四川"	"V05C0493"	"重庆市农科所"	"--"	"Ⅱ5Bb340"	"四川成都市"	"--"	"3-7"	"--"	"--"
"157"	"晚"	"I2-057"	"大青南瓜"	"葡匐蔓生"	"DA QING NAN GUA"	"6.5"	"130"	"多"	"中"	"--"	"绿"	"--"	"掌状"	"甜"	"纹"	"1000"	"褐色"	"--"	"圆形"	"致密"	"20"	"四川"	"V05C0494"	"重庆市农科所"	"--"	"Ⅱ5Bb339"	"四川达县市"	"--"	"3-7-8"	"斑块状"	"棱"
"158"	"中"	"I2-055"	"柿饼南瓜"	"葡匐蔓生"	"SHI BING NAN GUA"	"5.5"	"100"	"--"	"强"	"--"	"绿"	"--"	"心形"	"甜"	"--"	"1500"	"褐色"	"--"	"扁圆形"	"--"	"--"	"四川"	"V05C0495"	"重庆市农科所"	"--"	"Ⅱ5Bb269"	"四川达县市"	"--"	"3-7"	"--"	"棱"
"159"	"中"	"I2-056"	"花南瓜"	"葡匐蔓生"	"HUA NAN GUA"	"5.0"	"100"	"少"	"中"	"--"	"绿"	"--"	"掌状"	"淡而无味"	"纹"	"800"	"褐色"	"--"	"圆形"	"软"	"10"	"四川"	"V05C0496"	"重庆市农科所"	"强"	"Ⅱ5Bb075"	"四川达县市"	"--"	"3-6"	"斑块状"	"棱"
"160"	"中"	"I2-065"	"青瓜"	"--"	"QING GUA"	"5.5"	"120"	"少"	"中"	"抗"	"绿"	"--"	"掌状"	"微甜"	"--"	"1500"	"奶油色"	"--"	"圆柱形"	"细粒质密"	"13"	"四川"	"V05C0548"	"重庆市农科所"	"耐热旱"	"Ⅱ5Bb260"	"四川渠县"	"--"	"春"	"--"	"平"
"161"	"晚"	"I2075"	"回龙南瓜"	"葡匐蔓生"	"HUI LONG NAN GUA"	"8.0"	"--"	"--"	"中"	"--"	"--"	"--"	"掌状"	"--"	"--"	"1750"	"绿色"	"--"	"扁圆形"	"致密"	"--"	"四川"	"V05C0549"	"重庆市农科所"	"耐热旱"	"Ⅱ5Bb508"	"四川石棉市"	"--"	"春"	"--"	"--"
"162"	"晚"	"I2-076"	"大磨盘南瓜"	"葡匐蔓生"	"DA MO PAN NAN GUA"	"15.0"	"170"	"--"	"中"	"--"	"绿"	"--"	"掌状"	"甜"	"--"	"2250"	"奶油色"	"--"	"扁圆形"	"致密"	"--"	"四川"	"V05C0550"	"重庆市农科所"	"耐旱"	"Ⅱ5Bb314"	"四川天全县"	"--"	"春"	"--"	"平"
"163"	"中"	"I2-068"	"花南瓜"	"葡匐蔓生"	"HUA NAN GUA"	"8.0"	"120"	"中"	"强"	"--"	"--"	"--"	"掌状"	"--"	"斑纹"	"2000"	"绿色"	"--"	"扁圆形"	"--"	"--"	"四川"	"V05C0551"	"重庆市农科所"	"耐热旱"	"Ⅱ5Bb347"	"四川通江县"	"--"	"3-9"	"--"	"棱"
"164"	"中"	"I2-136"	"大黄南瓜"	"蔓生"	"DA HUANG NAN GUA"	"--"	"120"	"少"	"弱"	"--"	"黄"	"--"	"掌状"	"--"	"--"	"2000"	"奶油色"	"--"	"扁圆形"	"--"	"--"	"四川"	"V05C0552"	"重庆市农科所"	"--"	"Ⅱ5Bb346"	"四川通江县"	"--"	"3-7"	"--"	"平"
"165"	"中"	"I2-058"	"南瓜"	"葡匐蔓生"	"NAN GUA"	"4.3"	"100"	"多"	"中"	"--"	"绿"	"--"	"掌状"	"微甜"	"纹"	"875"	"褐色"	"--"	"圆形"	"软"	"--"	"四川"	"V05C0555"	"重庆市农科所"	"耐寒涝"	"Ⅱ5Bb257"	"四川万源县"	"--"	"3-7"	"斑块状"	"棱"
"166"	"晚"	"I2-072"	"草凳南瓜"	"葡匐蔓生"	"CAO DENG NAN GUA"	"8.0"	"150"	"--"	"中"	"抗"	"绿"	"--"	"掌状"	"微甜"	"--"	"2000"	"奶油色"	"--"	"圆形"	"致密"	"--"	"四川"	"V05C0587"	"重庆市农科所"	"耐热旱"	"Ⅱ5Bb433"	"四川荥经县"	"--"	"春"	"--"	"平"
"167"	"早"	"5B-007"	"小磨盘倭瓜"	"葡匐蔓生"	"XIAO MO PAN WO GUA"	"2.8"	"75"	"--"	"中"	"--"	"绿"	"--"	"掌状"	"微甜"	"--"	"2700"	"绿色"	"*"	"扁圆形"	"软"	"6"	"天津"	"V05C0593"	"天津农科院蔬菜所"	"耐热旱"	"Ⅱ5Bb090"	"天津南郊区"	"--"	"3下-6中下"	"斑块状"	"棱"
"168"	"晚"	"86-34"	"红皮吊瓜"	"葡匐蔓生"	"HONG PI DIAO GUA"	"6.0"	"137"	"中"	"中"	"抗"	"绿"	"--"	"掌状"	"甜"	"--"	"2667"	"桔黄色"	"--"	"圆柱形"	"细绵"	"35"	"新疆"	"V05C0596"	"新疆农科院园艺所"	"强"	"Ⅱ5Bb207"	"新疆哈密市"	"--"	"4中-9下"	"--"	"棱"
"169"	"晚"	"82-77"	"哈密吊瓜"	"葡匐蔓生"	"HA MI DIAO GUA"	"3.2"	"138"	"无"	"中"	"中"	"绿"	"--"	"掌状"	"--"	"--"	"2554"	"褐色"	"--"	"哑铃形"	"软"	"15"	"新疆"	"V05C0598"	"新疆农科院园艺所"	"中"	"Ⅱ5Bb206"	"新疆哈密市"	"--"	"4中-9下"	"--"	"棱"
"170"	"中"	"114#"	"花皮南瓜"	"葡匐蔓生"	"HUA PI NAN GUA"	"10.5"	"130"	"中"	"强"	"中"	"褐"	"--"	"掌状"	"甜"	"--"	"1500"	"褐色"	"--"	"扁圆形"	"--"	"15"	"云南"	"V05C0600"	"云南农科院园艺所"	"耐旱"	"Ⅱ5Bb406"	"云南"	"--"	"4下-9中"	"斑块状"	"棱"
"171"	"早"	"16037"	"石鼓种"	"葡匐蔓生"	"SHI GU ZHONG"	"6.0"	"--"	"无"	"中"	"抗"	"--"	"--"	"掌状"	"甜"	"--"	"1750"	"褐色"	"*"	"扁圆形"	"软"	"--"	"浙江"	"V05C0612"	"浙江农科院园艺所"	"中"	"Ⅱ5Bb537"	"浙江海盐县"	"--"	"3中-7下8上"	"--"	"棱"
"172"	"早"	"16027"	"七叶南瓜"	"葡匐蔓生"	"QI YE NAN GUA"	"0.6"	"--"	"无"	"中"	"抗"	"绿"	"--"	"掌状"	"中"	"--"	"2750"	"褐色"	"*老南瓜皮厚"	"椭圆形"	"--"	"10"	"浙江"	"V05C0614"	"浙江农科院园艺所"	"耐旱"	"Ⅱ5Bb428"	"浙江江山县"	"--"	"3中下-6上"	"--"	"平"
"173"	"--"	"16032"	"剖籽南瓜"	"葡匐蔓生"	"PO ZI NAN GUA"	"7.5"	"100"	"中"	"--"	"--"	"绿"	"--"	"掌状"	"--"	"--"	"3750"	"褐色"	"*"	"扁圆形"	"--"	"5"	"浙江"	"V05C0620"	"浙江农科院园艺所"	"--"	"Ⅱ5Bb046"	"浙江绍兴县"	"--"	"4上-8上"	"--"	"棱"
"174"	"早"	"16039"	"慈湖瓜"	"攀援蔓生"	"CI HU GUA"	"3.8"	"--"	"--"	"中"	"不抗白粉"	"绿"	"--"	"掌状"	"中"	"--"	"2500"	"红色"	"*"	"扁圆形"	"--"	"13"	"浙江"	"V05C0621"	"浙江农科院园艺所"	"强"	"Ⅱ5Bb354"	"浙江温州市"	"--"	"3中下-7上"	"--"	"棱"
"175"	"中"	"16023"	"普通南瓜"	"葡匐蔓生"	"PU TONG NAN GUA"	"5.0"	"90"	"中"	"强"	"抗"	"绿"	"--"	"掌状"	"甜"	"--"	"2250"	"红色"	"*"	"扁圆形"	"--"	"17"	"浙江"	"V05C0622"	"浙江农科院园艺所"	"强"	"Ⅱ5Bb509"	"浙江仙居县"	"--"	"4上-8下"	"--"	"棱"
"176"	"中"	"G-020"	"密18"	"蔓生"	"MI 18"	"2.1"	"150"	"少"	"强"	"抗"	"绿"	"--"	"心形"	"甜"	"纹"	"1500"	"黄色"	"--"	"梨形"	"细粒质密"	"6"	"广东"	"V05C0623"	"中国农科院蔬菜所"	"强"	"Ⅱ5Bb521"	"中蔬引自广东"	"绿色"	"4-7"	"线条状"	"平"
