"id"	"蛋氨酸"	"科名"	"保存编号"	"品种名称"	"谷氨酸"	"播种期"	"结荚习性"	"精氨酸"	"丙氨酸"	"单株产量"	"总和"	"酪氨酸"	"天冬氨酸"	"异亮氨酸"	"省"	"色氨酸"	"脂肪"	"组氨酸"	"分枝数"	"全生育日数"	"样品类型"	"总淀粉"	"百粒重"	"苏氨酸"	"统一编号"	"苯丙氨酸"	"学名"	"粒形"	"胱氨酸"	"支链淀粉"	"花色"	"成熟期"	"蛋白质"	"属名"	"亮氨酸"	"库编号"	"生长习性"	"原产地"	"甘氨酸"	"单荚粒数"	"缬氨酸"	"直链淀粉"	"单株荚数"	"粒色"	"备注"	"脯氨酸"	"赖氨酸"	"荚长"	"丝氨酸"	"保存单位"	"荚色"	"译名"	"种子来源"	"株高"	"茎粗大小"	"蚜害病评价"	"荚型"	"株型"	"褐斑病指数"	"苗期耐盐"	"来源"	"锈病评价"	"茎粗"	"褐斑病级"	"锈病病级"	"耐旱性"	"蚜害病指数"	"白粉病评价"	"薯肉色"	"均匀度"	"白粉病级"	"顶叶色"	"赤斑病指数"	"芽期抗旱"	"脉基色"	"蚜害病级"	"最长蔓长"	"抗涝性"	"白粉病指数"	"柄基色"	"赤斑病级"	"耐盐性"	"育成年份"	"叶形"	"粗蛋白"	"蚜害病指"	"薯瘟抗性1"	"有效枝"	"耐贮性"	"熟期抗旱"	"烘干率"	"锈病指数"	"选育单位"	"产量"	"谷氨"	"谷"	"芽期耐盐"	"茎端茸毛"	"粒型"	"粗脂肪"	"叶片宽"	"熟性"	"基部分枝"	"赤斑病评价"	"叶色"	"褐斑病评价"
"343"	"--"	"Leguminosae(豆科)"	"86-81"	"85-15C"	"--"	"3.28"	"无限"	"--"	"--"	"9.6"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"2.4"	"115"	"国外"	"--"	"35.4"	"--"	"L0000369"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"7.21"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00211"	"半匍"	"--"	"--"	"1.2"	"--"	"--"	"22.6"	"黄"	"--"	"--"	"--"	"2.2"	"--"	"山西农科院品资所"	"黄"	"85-15C"	"ICARDA"	"48.0"																																																				
"344"	"--"	"Leguminosae(豆科)"	"86-82"	"85-16C"	"--"	"3.28"	"无限"	"--"	"--"	"7.3"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"4.2"	"115"	"国外"	"--"	"33.5"	"--"	"L0000370"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"7.21"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"半匍"	"--"	"--"	"1.0"	"--"	"--"	"21.8"	"黄"	"--"	"--"	"--"	"2.5"	"--"	"山西农科院品资所"	"黄"	"85-16C"	"ICARDA"	"50.2"																																																				
"345"	"--"	"Leguminosae(豆科)"	"86-83"	"85-17C"	"--"	"3.28"	"无限"	"--"	"--"	"12.3"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"2.8"	"115"	"国外"	"--"	"33.7"	"--"	"L0000371"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"7.21"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"匍伏"	"--"	"--"	"1.2"	"--"	"--"	"36.6"	"黄"	"--"	"--"	"--"	"2.0"	"--"	"山西农科院品资所"	"黄"	"85-17C"	"ICARDA"	"53.8"																																																				
"346"	"--"	"Leguminosae(豆科)"	"86-84"	"85-46C"	"--"	"3.28"	"无限"	"--"	"--"	"7.3"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"1.2"	"119"	"国外"	"--"	"36.2"	"--"	"L0000372"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"7.25"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"半直"	"--"	"--"	"1.2"	"--"	"--"	"16.8"	"黄"	"--"	"--"	"--"	"2.6"	"--"	"山西农科院品资所"	"黄"	"85-46C"	"ICARDA"	"52.6"																																																				
"347"	"--"	"Leguminosae(豆科)"	"86-85"	"85-55C"	"--"	"3.28"	"无限"	"--"	"--"	"15.2"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"3.0"	"115"	"国外"	"--"	"33.7"	"--"	"L0000373"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"7.21"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"匍伏"	"--"	"--"	"1.0"	"--"	"--"	"45.0"	"黄"	"--"	"--"	"--"	"2.4"	"--"	"山西农科院品资所"	"黄"	"85-55C"	"ICARDA"	"52.4"																																																				
"348"	"--"	"Leguminosae(豆科)"	"86-86"	"85-56C"	"--"	"3.28"	"无限"	"--"	"--"	"12.6"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"2.8"	"115"	"国外"	"--"	"33.4"	"--"	"L0000374"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"7.21"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00212"	"半匍"	"--"	"--"	"1.2"	"--"	"--"	"31.4"	"黄"	"--"	"--"	"--"	"2.4"	"--"	"山西农科院品资所"	"黄"	"85-56C"	"ICARDA"	"50.2"																																																				
"349"	"--"	"Leguminosae(豆科)"	"86-87"	"85-60C"	"--"	"3.28"	"无限"	"--"	"--"	"11.4"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"2.6"	"115"	"国外"	"--"	"33.0"	"--"	"L0000375"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"7.21"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"半匍"	"--"	"--"	"1.2"	"--"	"--"	"29.8"	"黄"	"--"	"--"	"--"	"2.2"	"--"	"山西农科院品资所"	"黄"	"85-60C"	"ICARDA"	"47.2"																																																				
"350"	"--"	"Leguminosae(豆科)"	"86-88"	"85-135C"	"--"	"3.28"	"无限"	"--"	"--"	"12.4"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"2.4"	"119"	"国外"	"--"	"34.0"	"--"	"L0000376"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"7.25"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00275"	"半匍"	"--"	"--"	"1.0"	"--"	"--"	"36.6"	"黄"	"--"	"--"	"--"	"2.4"	"--"	"山西农科院品资所"	"黄"	"85-135C"	"ICARDA"	"51.8"																																																				
"351"	"--"	"Leguminosae(豆科)"	"CP142"	"06102"	"--"	"5.02"	"无限"	"--"	"--"	"23.5"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"17.6"	"123"	"国外"	"--"	"26.9"	"--"	"L0000377"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.02"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00231"	"丛生"	"--"	"--"	"1.6"	"--"	"--"	"57.0"	"黄"	"--"	"--"	"--"	"2.7"	"--"	"青海农科院作物所"	"黄"	"06102"	"ICARDA"	"48.5"																																																				
"352"	"--"	"Leguminosae(豆科)"	"CP133"	"06104"	"--"	"5.02"	"无限"	"--"	"--"	"15.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"12.5"	"123"	"国外"	"--"	"30.3"	"--"	"L0000378"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.02"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00232"	"丛生"	"--"	"--"	"1.0"	"--"	"--"	"47.9"	"黄"	"--"	"--"	"--"	"2.5"	"--"	"青海农科院作物所"	"黄"	"06104"	"ICARDA"	"54.5"																																																				
"353"	"--"	"Leguminosae(豆科)"	"CP141"	"06107"	"--"	"5.02"	"无限"	"--"	"--"	"19.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"12.4"	"123"	"国外"	"--"	"34.5"	"--"	"L0000379"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.02"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00233"	"丛生"	"--"	"--"	"1.2"	"--"	"--"	"44.4"	"黄"	"--"	"--"	"--"	"2.6"	"--"	"青海农科院作物所"	"黄"	"06107"	"ICARDA"	"56.4"																																																				
"354"	"--"	"Leguminosae(豆科)"	"CP162"	"06108"	"--"	"5.02"	"无限"	"--"	"--"	"15.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"10.3"	"123"	"国外"	"--"	"39.0"	"--"	"L0000380"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.02"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00234"	"丛生"	"--"	"--"	"1.2"	"--"	"--"	"33.4"	"黄"	"--"	"--"	"--"	"2.7"	"--"	"青海农科院作物所"	"黄"	"06108"	"ICARDA"	"61.1"																																																				
"355"	"--"	"Leguminosae(豆科)"	"CP181"	"06109"	"--"	"5.02"	"无限"	"--"	"--"	"16.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"14.9"	"123"	"国外"	"--"	"27.2"	"--"	"L0000381"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"9.02"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00235"	"丛生"	"--"	"--"	"1.1"	"--"	"--"	"53.9"	"黄"	"--"	"--"	"--"	"2.3"	"--"	"青海农科院作物所"	"黄"	"06109"	"ICARDA"	"62.2"																																																				
"356"	"--"	"Leguminosae(豆科)"	"CP186"	"06112"	"--"	"5.02"	"无限"	"--"	"--"	"15.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"11.6"	"123"	"国外"	"--"	"31.8"	"--"	"L0000382"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"9.02"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00236"	"丛生"	"--"	"--"	"1.1"	"--"	"--"	"43.8"	"黄"	"--"	"--"	"--"	"2.6"	"--"	"青海农科院作物所"	"黄"	"06112"	"ICARDA"	"55.8"																																																				
"357"	"--"	"Leguminosae(豆科)"	"CP191"	"06119"	"--"	"5.03"	"无限"	"--"	"--"	"15.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"11.0"	"122"	"国外"	"--"	"35.0"	"--"	"L0000383"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"9.02"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00229"	"丛生"	"--"	"--"	"1.1"	"--"	"--"	"39.0"	"黄"	"--"	"--"	"--"	"2.2"	"--"	"青海农科院作物所"	"黄"	"06119"	"ICARDA"	"44.8"																																																				
"358"	"--"	"Leguminosae(豆科)"	"CP187"	"06120"	"--"	"5.02"	"无限"	"--"	"--"	"12.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"9.5"	"124"	"国外"	"--"	"27.5"	"--"	"L0000384"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"9.03"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00237"	"丛生"	"--"	"--"	"1.2"	"--"	"--"	"37.3"	"黄"	"--"	"--"	"--"	"2.4"	"--"	"青海农科院作物所"	"黄"	"06120"	"ICARDA"	"47.3"																																																				
"359"	"--"	"Leguminosae(豆科)"	"CP155"	"06124"	"--"	"5.03"	"无限"	"--"	"--"	"23.5"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"15.1"	"123"	"国外"	"--"	"30.2"	"--"	"L0000385"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"9.03"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"丛生"	"--"	"--"	"1.2"	"--"	"--"	"64.0"	"黄"	"--"	"--"	"--"	"2.5"	"--"	"青海农科院作物所"	"黄"	"06124"	"ICARDA"	"48.7"																																																				
"360"	"--"	"Leguminosae(豆科)"	"CP156"	"06127"	"--"	"5.03"	"无限"	"--"	"--"	"21.5"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"12.5"	"124"	"国外"	"--"	"33.1"	"--"	"L0000386"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"9.04"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00238"	"丛生"	"--"	"--"	"1.3"	"--"	"--"	"51.0"	"黄"	"--"	"--"	"--"	"2.7"	"--"	"青海农科院作物所"	"黄"	"06127"	"ICARDA"	"51.5"																																																				
"361"	"--"	"Leguminosae(豆科)"	"CP146"	"06128"	"--"	"5.04"	"无限"	"--"	"--"	"20.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"9.2"	"123"	"国外"	"--"	"37.1"	"--"	"L0000387"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.04"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00239"	"丛生"	"--"	"--"	"1.2"	"--"	"--"	"46.6"	"黄"	"--"	"--"	"--"	"2.7"	"--"	"青海农科院作物所"	"黄"	"06128"	"ICARDA"	"57.5"																																																				
"362"	"--"	"Leguminosae(豆科)"	"CP148"	"06129"	"--"	"5.02"	"无限"	"--"	"--"	"22.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"14.6"	"125"	"国外"	"--"	"34.1"	"--"	"L0000388"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"9.04"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00240"	"丛生"	"--"	"--"	"1.0"	"--"	"--"	"62.4"	"黄"	"--"	"--"	"--"	"2.6"	"--"	"青海农科院作物所"	"黄"	"06129"	"ICARDA"	"51.2"																																																				
"363"	"--"	"Leguminosae(豆科)"	"CP197"	"06132"	"--"	"5.03"	"无限"	"--"	"--"	"44.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"20.5"	"124"	"国外"	"--"	"30.4"	"--"	"L0000389"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"9.04"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00241"	"丛生"	"--"	"--"	"1.3"	"--"	"--"	"110.3"	"黄"	"--"	"--"	"--"	"2.4"	"--"	"青海农科院作物所"	"黄"	"06132"	"ICARDA"	"54.5"																																																				
"364"	"--"	"Leguminosae(豆科)"	"CP199"	"06135"	"--"	"5.03"	"无限"	"--"	"--"	"28.5"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"14.6"	"124"	"国外"	"--"	"30.1"	"--"	"L0000390"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"9.04"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"丛生"	"--"	"--"	"1.4"	"--"	"--"	"67.4"	"黄"	"--"	"--"	"--"	"2.7"	"--"	"青海农科院作物所"	"黄"	"06135"	"ICARDA"	"43.1"																																																				
"365"	"--"	"Leguminosae(豆科)"	"CP143"	"06156"	"--"	"5.03"	"无限"	"--"	"--"	"19.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"21.4"	"124"	"国外"	"--"	"20.0"	"--"	"L0000391"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.04"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"丛生"	"--"	"--"	"1.0"	"--"	"--"	"92.8"	"黄"	"--"	"--"	"--"	"2.4"	"--"	"青海农科院作物所"	"黄"	"06156"	"ICARDA"	"57.1"																																																				
"366"	"--"	"Leguminosae(豆科)"	"CP147"	"06171"	"--"	"5.03"	"无限"	"--"	"--"	"17.5"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"13.9"	"126"	"国外"	"--"	"26.2"	"--"	"L0000392"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.06"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"丛生"	"--"	"--"	"1.4"	"--"	"--"	"48.0"	"黄"	"--"	"--"	"--"	"2.6"	"--"	"青海农科院作物所"	"黄"	"06171"	"ICARDA"	"53.6"																																																				
"367"	"--"	"Leguminosae(豆科)"	"CP137"	"06152"	"--"	"5.03"	"无限"	"--"	"--"	"28.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"22.0"	"126"	"国外"	"--"	"31.9"	"--"	"L0000393"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"9.06"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"丛生"	"--"	"--"	"1.1"	"--"	"--"	"83.1"	"黄"	"--"	"--"	"--"	"2.6"	"--"	"青海农科院作物所"	"黄"	"06152"	"ICARDA"	"50.5"																																																				
"368"	"--"	"Leguminosae(豆科)"	"CP134"	"06160"	"--"	"5.03"	"无限"	"--"	"--"	"10.5"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"9.0"	"126"	"国外"	"--"	"24.1"	"--"	"L0000394"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"9.06"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"丛生"	"--"	"--"	"1.3"	"--"	"--"	"34.5"	"黄"	"--"	"--"	"--"	"2.5"	"--"	"青海农科院作物所"	"黄"	"06160"	"ICARDA"	"53.3"																																																				
"369"	"--"	"Leguminosae(豆科)"	"CP183"	"06167"	"--"	"5.02"	"无限"	"--"	"--"	"15.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"14.8"	"127"	"国外"	"--"	"25.5"	"--"	"L0000395"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.06"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"丛生"	"--"	"--"	"1.1"	"--"	"--"	"54.8"	"黄"	"--"	"--"	"--"	"2.3"	"--"	"青海农科院作物所"	"黄"	"06167"	"ICARDA"	"59.4"																																																				
"370"	"--"	"Leguminosae(豆科)"	"CP185"	"06111"	"--"	"5.02"	"无限"	"--"	"--"	"25.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"23.7"	"123"	"国外"	"--"	"22.9"	"--"	"L0000396"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"倒卵"	"--"	"--"	"白"	"9.02"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"丛生"	"--"	"--"	"1.4"	"--"	"--"	"79.4"	"黄"	"--"	"--"	"--"	"2.5"	"--"	"青海农科院作物所"	"黄"	"06111"	"ICARDA"	"57.6"																																																				
"371"	"--"	"Leguminosae(豆科)"	"CP158"	"06123"	"--"	"5.03"	"无限"	"--"	"--"	"24.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"15.7"	"124"	"国外"	"--"	"29.5"	"--"	"L0000397"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"9.03"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00230"	"丛生"	"--"	"--"	"1.3"	"--"	"--"	"60.8"	"黄"	"--"	"--"	"--"	"2.6"	"--"	"青海农科院作物所"	"黄"	"06123"	"ICARDA"	"45.1"																																																				
"372"	"--"	"Leguminosae(豆科)"	"CP160"	"06110"	"--"	"5.02"	"无限"	"--"	"--"	"16.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"16.9"	"124"	"国外"	"--"	"22.1"	"--"	"L0000398"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"9.02"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"丛生"	"--"	"--"	"1.4"	"--"	"--"	"16.9"	"黄"	"--"	"--"	"--"	"2.3"	"--"	"青海农科院作物所"	"黄"	"06110"	"ICARDA"	"54.4"																																																				
"373"	"--"	"Leguminosae(豆科)"	"CP169"	"06144"	"--"	"5.03"	"无限"	"--"	"--"	"24.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"38.3"	"125"	"国外"	"--"	"24.2"	"--"	"L0000399"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"9.04"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"丛生"	"--"	"--"	"1.2"	"--"	"--"	"38.3"	"黄"	"--"	"--"	"--"	"2.2"	"--"	"青海农科院作物所"	"黄"	"06144"	"ICARDA"	"48.3"																																																				
"374"	"--"	"Leguminosae(豆科)"	"CP177"	"06155"	"--"	"5.03"	"无限"	"--"	"--"	"33.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"30.6"	"125"	"国外"	"--"	"25.2"	"--"	"L0000400"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"9.04"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"丛生"	"--"	"--"	"0.9"	"--"	"--"	"30.6"	"黄"	"--"	"--"	"--"	"2.3"	"--"	"青海农科院作物所"	"黄"	"06155"	"ICARDA"	"61.8"																																																				
"375"	"--"	"Leguminosae(豆科)"	"CP184"	"06162"	"--"	"5.03"	"无限"	"--"	"--"	"17.5"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"14.7"	"125"	"国外"	"--"	"26.8"	"--"	"L0000401"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"9.04"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"丛生"	"--"	"--"	"1.2"	"--"	"--"	"14.7"	"黄"	"--"	"--"	"--"	"2.6"	"--"	"青海农科院作物所"	"黄"	"06162"	"ICARDA"	"55.0"																																																				
"376"	"--"	"Leguminosae(豆科)"	"CP192"	"06117"	"--"	"5.03"	"无限"	"--"	"--"	"16.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"10.6"	"124"	"国外"	"--"	"34.6"	"--"	"L0000402"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"9.03"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"丛生"	"--"	"--"	"1.1"	"--"	"--"	"10.6"	"黄"	"--"	"--"	"--"	"2.4"	"--"	"青海农科院作物所"	"黄"	"06117"	"ICARDA"	"46.5"																																																				
"377"	"--"	"Leguminosae(豆科)"	"CP202"	"06130"	"--"	"5.03"	"无限"	"--"	"--"	"24.0"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"12.8"	"125"	"国外"	"--"	"28.2"	"--"	"L0000403"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"9.04"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"丛生"	"--"	"--"	"1.1"	"--"	"--"	"12.8"	"黄"	"--"	"--"	"--"	"2.8"	"--"	"青海农科院作物所"	"黄"	"06130"	"ICARDA"	"54.6"																																																				
"378"	"--"	"Leguminosae(豆科)"	"G.C/6"	"Copm Haxym-bean-5"	"--"	"3.22"	"无限"	"--"	"--"	"7.9"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"2.4"	"127"	"国外"	"--"	"15.3"	"--"	"L0000405"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"桃形"	"--"	"--"	"白"	"7.27"	"--"	"Cicer(鹰嘴豆属)"	"--"	"I2N00218"	"直立"	"俄罗斯联邦"	"--"	"1.0"	"--"	"--"	"48.4"	"粉红"	"--"	"--"	"--"	"1.1"	"--"	"甘肃省农科院粮作所"	"白"	"伏尔加格勒5号"	"伏尔加格勒"	"97.3"																																																				
"379"	"--"	"Leguminosae(豆科)"	"CP212"	"F88-19"	"--"	"3.25"	"无限"	"--"	"--"	"24.2"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"8.0"	"151"	"国外"	"--"	"27.5"	"--"	"L0000406"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"圆糙"	"--"	"--"	"白"	"8.23"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"--"	"--"	"1.3"	"--"	"--"	"82.6"	"淡黄"	"--"	"--"	"--"	"2.5"	"--"	"青海省农林科学院"	"黄"	"F88-19"	"ICARDA"	"69.6"																																																				
"380"	"--"	"Leguminosae(豆科)"	"CP216"	"F88-42"	"--"	"3.25"	"无限"	"--"	"--"	"29.2"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"7.6"	"155"	"国外"	"--"	"36.2"	"--"	"L0000407"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"圆糙"	"--"	"--"	"白"	"8.27"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"--"	"--"	"0.9"	"--"	"--"	"85.0"	"淡黄"	"--"	"--"	"--"	"--"	"--"	"青海省农林科学院"	"黄"	"F88-42"	"ICARDA"	"56.2"																																																				
"381"	"--"	"Leguminosae(豆科)"	"CP217"	"F88-57"	"--"	"3.25"	"无限"	"--"	"--"	"27.3"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"10.2"	"160"	"国外"	"--"	"41.2"	"--"	"L0000408"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"圆滑"	"--"	"--"	"白"	"9.01"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"--"	"--"	"1.1"	"--"	"--"	"70.4"	"淡黄"	"--"	"--"	"--"	"--"	"--"	"青海省农林科学院"	"黄"	"F88-57"	"ICARDA"	"58.6"																																																				
"382"	"--"	"Leguminosae(豆科)"	"CP219"	"F88-75"	"--"	"3.25"	"无限"	"--"	"--"	"21.6"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"6.2"	"152"	"国外"	"--"	"45.5"	"--"	"L0000409"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"圆滑"	"--"	"--"	"白"	"8.24"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"--"	"--"	"1.1"	"--"	"--"	"43.7"	"淡黄"	"--"	"--"	"--"	"--"	"--"	"青海省农林科学院"	"黄"	"F88-75"	"ICARDA"	"55.8"																																																				
"383"	"--"	"Leguminosae(豆科)"	"CP220"	"F88-82"	"--"	"3.25"	"无限"	"--"	"--"	"25.2"	"--"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"9.0"	"155"	"国外"	"--"	"35.0"	"--"	"L0000410"	"--"	"Cicer arietinum L.(鹰嘴豆)"	"圆滑"	"--"	"--"	"白"	"8.27"	"--"	"Cicer(鹰嘴豆属)"	"--"	"--"	"直立"	"--"	"--"	"0.9"	"--"	"--"	"70.6"	"淡黄"	"--"	"--"	"--"	"--"	"--"	"青海省农林科学院"	"黄"	"F88-82"	"ICARDA"	"71.0"																																																				
