"id"	"白发病抗性"	"谷锈严重度"	"科名"	"品种名称"	"主茎长度"	"赖氨占蛋白"	"米色"	"蝇被害指数"	"生育期"	"幼苗鞘色"	"VB1"	"单株穗重"	"主穗长度"	"玉米螟抗性"	"脂肪酸182"	"赖氨占样品"	"穗型"	"脂肪酸183"	"VB2"	"分蘖数"	"省"	"玉米螟级别"	"抽穗日数"	"白发病病率"	"东经"	"脂肪酸181"	"属名"	"统一编号"	"学名"	"谷锈反应型"	"谷瘟病级别"	"区"	"脂肪酸180"	"蝇抗性级别"	"原产地"	"抗旱性"	"粗脂肪"	"粗蛋白"	"硒"	"北纬"	"库编号"	"黑穗病率"	"幼苗叶色"	"蝇被害株率"	"单株秆重"	"刺毛长度"	"线虫病指"	"穗松紧"	"谷瘟病抗性"	"样品类型"	"单株粒重"	"主茎节数"	"粒色"	"粳糯性"	"备注"	"白发病病级"	"主茎直径"	"VE"	"千粒重"	"单位编号"	"粟芒蝇评价"	"保存单位"	"高程"	"译名"	"一株茎数"	"脂肪酸200"	"脂肪酸160"	"穗形"	"叶锈反应型"	"直链淀粉"	"生育日数"	"穗柄长"	"耐涝性"	"米香"	"双穗率"	"用途"	"赤霉病病穗"	"白背飞虱"	"支链淀粉"	"锤度"	"条锈反应型"	"籼粳"	"爆裂率"	"来源地"	"秆锈严重度"	"苗瘟"	"芽期抗寒"	"分蘖性"	"芒"	"苗期耐旱"	"蛋氨酸"	"耐瘠性"	"田间抗寒性"	"精米率"	"花生稀酸"	"总淀粉"	"秆锈反应型"	"长宽比"	"丝黑穗病率"	"灌浆抗寒性"	"穗粒数"	"出穗期"	"大斑评价"	"水份"	"壳色"	"颖尖色"	"丙氨酸"	"保存编号"	"沉淀值"	"早中晚"	"田间大斑病"	"颖壳包皮度"	"赤霉病抗性"	"保存单位_2"	"主茎叶片数"	"省编号"	"白粉反应型"	"纹枯病"	"α生育酚"	"幼苗色"	"冬春性"	"颖尖弯直"	"田间小斑病"	"倒伏性"	"赤霉病病指"	"方法及组合"	"熟期抗寒性"	"引入时间"	"育成年限"	"芒长"	"田间黑粉病"	"苗期抗寒性"	"根腐穗病级"	"糙米率"
"115"	"--"	"--"	"Gramineae(禾本科)"	"法3-3-2"	"105.0"	"--"	"淡黄"	"--"	"102"	"绿"	"--"	"7.2"	"17.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"39.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026340"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25101"	"--"	"绿"	"--"	"5.6"	"长"	"--"	"松"	"--"	"选育"	"5.3"	"7.0"	"黄"	"粳"	"--"	"--"	"0.43"	"--"	"1.98"	"陕B34"	"--"	"--"	"388"	"--"	"1.4"	"--"	"--"																																																																			
"116"	"--"	"--"	"Gramineae(禾本科)"	"法3-5-1"	"128.0"	"--"	"淡黄"	"--"	"105"	"绿"	"--"	"10.3"	"17.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"47.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026341"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25102"	"--"	"绿"	"--"	"12.6"	"长"	"--"	"紧"	"--"	"选育"	"8.0"	"12.0"	"黄"	"粳"	"--"	"--"	"0.63"	"--"	"1.97"	"陕B35"	"--"	"--"	"388"	"--"	"1.4"	"--"	"--"																																																																			
"117"	"--"	"--"	"Gramineae(禾本科)"	"法3-5-4"	"78.0"	"--"	"淡黄"	"--"	"102"	"紫"	"--"	"4.1"	"13.0"	"--"	"--"	"--"	"纺锤"	"--"	"--"	"--"	"陕西"	"--"	"38.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026342"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25103"	"--"	"绿"	"--"	"3.8"	"短"	"--"	"松"	"--"	"选育"	"2.8"	"9.0"	"黄"	"粳"	"--"	"--"	"0.51"	"--"	"1.98"	"陕B36"	"--"	"--"	"388"	"--"	"1.0"	"--"	"--"																																																																			
"118"	"--"	"--"	"Gramineae(禾本科)"	"法3-2-2"	"110.0"	"--"	"淡黄"	"--"	"105"	"绿"	"--"	"6.2"	"20.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"45.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026343"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"--"	"--"	"绿"	"--"	"8.0"	"短"	"--"	"松"	"--"	"选育"	"3.4"	"11.0"	"黄"	"粳"	"--"	"--"	"0.53"	"--"	"2.00"	"陕B37"	"--"	"--"	"388"	"--"	"2.1"	"--"	"--"																																																																			
"119"	"--"	"--"	"Gramineae(禾本科)"	"法3-3-1"	"135.0"	"--"	"淡黄"	"--"	"105"	"紫"	"--"	"6.6"	"23.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"47.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026344"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25104"	"--"	"绿"	"--"	"10.6"	"长"	"--"	"松"	"--"	"选育"	"3.6"	"11.0"	"淡黄"	"粳"	"--"	"--"	"0.62"	"--"	"2.00"	"陕B38"	"--"	"--"	"388"	"--"	"1.6"	"--"	"--"																																																																			
"120"	"--"	"--"	"Gramineae(禾本科)"	"法3-4-2"	"100.0"	"--"	"淡黄"	"--"	"108"	"紫"	"--"	"8.6"	"25.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"52.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026345"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25105"	"--"	"紫"	"--"	"13.2"	"长"	"--"	"松"	"--"	"选育"	"4.0"	"11.0"	"淡黄"	"粳"	"--"	"--"	"0.71"	"--"	"2.00"	"陕B39"	"--"	"--"	"388"	"--"	"1.8"	"--"	"--"																																																																			
"121"	"--"	"--"	"Gramineae(禾本科)"	"云1-4-1"	"90.0"	"--"	"淡黄"	"--"	"105"	"绿"	"--"	"4.2"	"17.0"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"陕西"	"--"	"49.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026346"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"--"	"--"	"绿"	"--"	"10.6"	"长"	"--"	"紧"	"--"	"选育"	"1.0"	"10.0"	"白"	"粳"	"--"	"--"	"0.50"	"--"	"2.70"	"陕B40"	"--"	"--"	"388"	"--"	"1.7"	"--"	"--"																																																																			
"122"	"--"	"--"	"Gramineae(禾本科)"	"云1-2-2"	"58.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"2.2"	"11.0"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"陕西"	"--"	"53.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026347"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25106"	"--"	"绿"	"--"	"5.1"	"长"	"--"	"紧"	"--"	"选育"	"0.6"	"10.0"	"白"	"粳"	"--"	"--"	"0.42"	"--"	"2.90"	"陕B41"	"--"	"--"	"388"	"--"	"1.2"	"--"	"--"																																																																			
"123"	"--"	"--"	"Gramineae(禾本科)"	"云1-3-2"	"70.0"	"--"	"淡黄"	"--"	"105"	"绿"	"--"	"3.6"	"14.0"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"陕西"	"--"	"49.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026348"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25107"	"--"	"绿"	"--"	"6.2"	"长"	"--"	"紧"	"--"	"选育"	"1.6"	"10.0"	"白"	"粳"	"--"	"--"	"0.45"	"--"	"2.70"	"陕B42"	"--"	"--"	"388"	"--"	"1.2"	"--"	"--"																																																																			
"124"	"--"	"--"	"Gramineae(禾本科)"	"云1-3-3"	"95.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"6.0"	"24.0"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"陕西"	"--"	"51.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026349"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25108"	"--"	"绿"	"--"	"18.6"	"长"	"--"	"紧"	"--"	"选育"	"1.3"	"11.0"	"淡黄"	"粳"	"--"	"--"	"0.74"	"--"	"2.80"	"陕B43"	"--"	"--"	"388"	"--"	"1.8"	"--"	"--"																																																																			
"125"	"--"	"--"	"Gramineae(禾本科)"	"云1-4-2"	"75.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"5.8"	"18.0"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"陕西"	"--"	"53.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026350"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25109"	"--"	"绿"	"--"	"7.6"	"长"	"--"	"紧"	"--"	"选育"	"2.4"	"10.0"	"黄"	"粳"	"--"	"--"	"0.57"	"--"	"3.00"	"陕B44"	"--"	"--"	"388"	"--"	"2.0"	"--"	"--"																																																																			
"126"	"--"	"--"	"Gramineae(禾本科)"	"云1-3-1"	"75.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"2.9"	"17.0"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"陕西"	"--"	"49.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026351"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25110"	"--"	"绿"	"--"	"6.6"	"长"	"--"	"紧"	"--"	"选育"	"1.0"	"9.0"	"白"	"粳"	"--"	"--"	"0.42"	"--"	"3.40"	"陕B45"	"--"	"--"	"388"	"--"	"1.8"	"--"	"--"																																																																			
"127"	"--"	"--"	"Gramineae(禾本科)"	"云1-2-5"	"90.0"	"--"	"淡黄"	"--"	"105"	"绿"	"--"	"6.0"	"19.0"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"陕西"	"--"	"47.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026352"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25111"	"--"	"绿"	"--"	"11.8"	"长"	"--"	"紧"	"--"	"选育"	"2.8"	"11.0"	"黄"	"粳"	"--"	"--"	"0.53"	"--"	"2.90"	"陕B46"	"--"	"--"	"388"	"--"	"2.1"	"--"	"--"																																																																			
"128"	"--"	"--"	"Gramineae(禾本科)"	"云1-2-6"	"60.0"	"--"	"淡黄"	"--"	"105"	"绿"	"--"	"2.4"	"14.0"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"陕西"	"--"	"49.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026353"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25112"	"--"	"绿"	"--"	"5.9"	"短"	"--"	"紧"	"--"	"选育"	"0.6"	"10.0"	"黄"	"粳"	"--"	"--"	"0.43"	"--"	"3.30"	"陕B47"	"--"	"--"	"388"	"--"	"2.0"	"--"	"--"																																																																			
"129"	"--"	"--"	"Gramineae(禾本科)"	"云1-5-3"	"105.0"	"--"	"淡黄"	"--"	"105"	"绿"	"--"	"4.2"	"21.0"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"陕西"	"--"	"49.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026354"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25113"	"--"	"绿"	"--"	"9.0"	"短"	"--"	"紧"	"--"	"选育"	"1.2"	"12.0"	"黄"	"粳"	"--"	"--"	"0.57"	"--"	"3.20"	"陕B48"	"--"	"--"	"388"	"--"	"1.7"	"--"	"--"																																																																			
"130"	"--"	"--"	"Gramineae(禾本科)"	"云2-3-1"	"110.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"7.0"	"22.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"52.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026355"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25114"	"--"	"绿"	"--"	"14.0"	"短"	"--"	"紧"	"--"	"选育"	"2.7"	"11.0"	"白"	"粳"	"--"	"--"	"0.56"	"--"	"2.80"	"陕B49"	"--"	"--"	"388"	"--"	"1.1"	"--"	"--"																																																																			
"131"	"--"	"--"	"Gramineae(禾本科)"	"云2-5-4"	"85.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"3.6"	"17.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"53.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026356"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25115"	"--"	"绿"	"--"	"10.6"	"短"	"--"	"紧"	"--"	"选育"	"0.7"	"11.0"	"白"	"粳"	"--"	"--"	"0.65"	"--"	"2.90"	"陕B50"	"--"	"--"	"388"	"--"	"1.4"	"--"	"--"																																																																			
"132"	"--"	"--"	"Gramineae(禾本科)"	"云2-3-4"	"65.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"2.0"	"14.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"53.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026357"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25116"	"--"	"绿"	"--"	"6.0"	"短"	"--"	"紧"	"--"	"选育"	"0.6"	"7.0"	"白"	"粳"	"--"	"--"	"0.40"	"--"	"3.00"	"陕B51"	"--"	"--"	"388"	"--"	"1.6"	"--"	"--"																																																																			
"133"	"--"	"--"	"Gramineae(禾本科)"	"云2-2-1"	"80.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"2.4"	"13.0"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"陕西"	"--"	"53.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026358"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25117"	"--"	"绿"	"--"	"7.3"	"短"	"--"	"紧"	"--"	"选育"	"0.8"	"10.0"	"白"	"粳"	"--"	"--"	"0.47"	"--"	"3.00"	"陕B52"	"--"	"--"	"388"	"--"	"1.6"	"--"	"--"																																																																			
"134"	"--"	"--"	"Gramineae(禾本科)"	"云2-1-6"	"75.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"3.2"	"17.0"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"陕西"	"--"	"53.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026359"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25118"	"--"	"绿"	"--"	"9.6"	"短"	"--"	"紧"	"--"	"选育"	"0.6"	"10.0"	"白"	"粳"	"--"	"--"	"0.54"	"--"	"2.80"	"陕B53"	"--"	"--"	"388"	"--"	"1.5"	"--"	"--"																																																																			
"135"	"--"	"--"	"Gramineae(禾本科)"	"云3-1-4"	"75.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"4.6"	"20.0"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"陕西"	"--"	"53.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026360"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25119"	"--"	"绿"	"--"	"6.8"	"长"	"--"	"紧"	"--"	"选育"	"1.5"	"10.0"	"白"	"粳"	"--"	"--"	"0.45"	"--"	"2.80"	"陕B54"	"--"	"--"	"388"	"--"	"1.9"	"--"	"--"																																																																			
"136"	"--"	"--"	"Gramineae(禾本科)"	"云3-1-3"	"90.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"6.0"	"24.0"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"陕西"	"--"	"53.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026361"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"--"	"--"	"绿"	"--"	"12.0"	"短"	"--"	"紧"	"--"	"选育"	"2.6"	"12.0"	"白"	"粳"	"--"	"--"	"0.66"	"--"	"2.70"	"陕B55"	"--"	"--"	"388"	"--"	"1.5"	"--"	"--"																																																																			
"137"	"--"	"--"	"Gramineae(禾本科)"	"云3-5-3"	"69.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"2.2"	"12.0"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"陕西"	"--"	"53.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026362"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25120"	"--"	"绿"	"--"	"5.0"	"短"	"--"	"紧"	"--"	"选育"	"1.0"	"9.0"	"白"	"粳"	"--"	"--"	"0.41"	"--"	"2.90"	"陕B56"	"--"	"--"	"388"	"--"	"2.1"	"--"	"--"																																																																			
"138"	"--"	"--"	"Gramineae(禾本科)"	"云4-1-1"	"80.0"	"--"	"淡黄"	"--"	"105"	"绿"	"--"	"3.0"	"15.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"49.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026363"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25121"	"--"	"绿"	"--"	"4.4"	"短"	"--"	"紧"	"--"	"选育"	"1.7"	"9.0"	"白"	"粳"	"--"	"--"	"0.41"	"--"	"2.50"	"陕B57"	"--"	"--"	"388"	"--"	"1.9"	"--"	"--"																																																																			
"139"	"--"	"--"	"Gramineae(禾本科)"	"云4-2-3"	"110.0"	"--"	"淡黄"	"--"	"105"	"绿"	"--"	"6.8"	"20.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"47.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026364"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25122"	"--"	"绿"	"--"	"9.2"	"短"	"--"	"松"	"--"	"选育"	"4.0"	"13.0"	"黄"	"粳"	"--"	"--"	"0.57"	"--"	"2.50"	"陕B58"	"--"	"--"	"388"	"--"	"1.8"	"--"	"--"																																																																			
"140"	"--"	"--"	"Gramineae(禾本科)"	"云4-3-5"	"110.0"	"--"	"淡黄"	"--"	"108"	"绿"	"--"	"7.2"	"18.0"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"陕西"	"--"	"53.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026365"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"--"	"--"	"绿"	"--"	"7.9"	"短"	"--"	"紧"	"--"	"选育"	"4.4"	"10.0"	"白"	"粳"	"--"	"--"	"0.52"	"--"	"3.50"	"陕B59"	"--"	"--"	"388"	"--"	"1.5"	"--"	"--"																																																																			
"141"	"--"	"--"	"Gramineae(禾本科)"	"云4-3-2"	"80.0"	"--"	"淡黄"	"--"	"105"	"绿"	"--"	"4.0"	"17.0"	"--"	"--"	"--"	"圆筒"	"--"	"--"	"--"	"陕西"	"--"	"45.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026366"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"--"	"--"	"绿"	"--"	"7.2"	"长"	"--"	"紧"	"--"	"选育"	"1.2"	"11.0"	"黄"	"粳"	"--"	"--"	"0.51"	"--"	"3.00"	"陕B60"	"--"	"--"	"388"	"--"	"1.5"	"--"	"--"																																																																			
"142"	"--"	"--"	"Gramineae(禾本科)"	"福1-4-4"	"87.0"	"--"	"淡黄"	"--"	"105"	"绿"	"--"	"4.4"	"18.0"	"--"	"--"	"--"	"棍棒"	"--"	"--"	"--"	"陕西"	"--"	"47.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026367"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"--"	"--"	"绿"	"--"	"4.7"	"短"	"--"	"紧"	"--"	"选育"	"3.0"	"8.0"	"白"	"粳"	"--"	"--"	"0.40"	"--"	"2.00"	"陕B61"	"--"	"--"	"388"	"--"	"1.6"	"--"	"--"																																																																			
"143"	"--"	"--"	"Gramineae(禾本科)"	"福1-4-6"	"72.0"	"--"	"淡黄"	"--"	"105"	"紫"	"--"	"3.0"	"12.0"	"--"	"--"	"--"	"棍棒"	"--"	"--"	"--"	"陕西"	"--"	"44.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026368"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"--"	"--"	"紫"	"--"	"3.8"	"短"	"--"	"紧"	"--"	"选育"	"2.4"	"8.0"	"灰"	"粳"	"--"	"--"	"0.45"	"--"	"1.98"	"陕B62"	"--"	"--"	"388"	"--"	"1.8"	"--"	"--"																																																																			
"144"	"--"	"--"	"Gramineae(禾本科)"	"福1-6-2"	"130.0"	"--"	"淡黄"	"--"	"105"	"紫"	"--"	"9.8"	"24.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"45.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026369"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"--"	"--"	"紫"	"--"	"13.7"	"长"	"--"	"松"	"--"	"选育"	"5.0"	"11.0"	"白"	"粳"	"--"	"--"	"0.63"	"--"	"2.03"	"陕B63"	"--"	"--"	"388"	"--"	"2.1"	"--"	"--"																																																																			
"145"	"--"	"--"	"Gramineae(禾本科)"	"福1-6-3"	"115.0"	"--"	"淡黄"	"--"	"105"	"紫"	"--"	"8.3"	"19.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"47.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026370"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"--"	"--"	"紫"	"--"	"7.8"	"长"	"--"	"松"	"--"	"选育"	"5.2"	"11.0"	"黄"	"粳"	"--"	"--"	"0.58"	"--"	"2.00"	"陕B64"	"--"	"--"	"388"	"--"	"1.9"	"--"	"--"																																																																			
"146"	"--"	"--"	"Gramineae(禾本科)"	"福1-4-3"	"125.0"	"--"	"淡黄"	"--"	"105"	"绿"	"--"	"9.0"	"25.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"44.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026371"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"--"	"--"	"绿"	"--"	"14.3"	"短"	"--"	"紧"	"--"	"选育"	"4.0"	"11.0"	"淡黄"	"粳"	"--"	"--"	"0.56"	"--"	"2.00"	"陕B65"	"--"	"--"	"388"	"--"	"1.6"	"--"	"--"																																																																			
"147"	"--"	"--"	"Gramineae(禾本科)"	"福1-3-5"	"90.0"	"--"	"淡黄"	"--"	"105"	"绿"	"--"	"2.9"	"11.0"	"--"	"--"	"--"	"棍棒"	"--"	"--"	"--"	"陕西"	"--"	"47.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026372"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25123"	"--"	"绿"	"--"	"4.8"	"短"	"--"	"紧"	"--"	"选育"	"2.0"	"8.0"	"灰"	"粳"	"--"	"--"	"0.42"	"--"	"2.05"	"陕B66"	"--"	"--"	"388"	"--"	"1.6"	"--"	"--"																																																																			
"148"	"--"	"--"	"Gramineae(禾本科)"	"福2-5-1"	"70.0"	"--"	"淡黄"	"--"	"108"	"紫"	"--"	"2.2"	"8.0"	"--"	"--"	"--"	"棍棒"	"--"	"--"	"--"	"陕西"	"--"	"51.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026373"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25124"	"--"	"紫"	"--"	"3.4"	"短"	"--"	"紧"	"--"	"选育"	"1.4"	"8.0"	"灰"	"粳"	"--"	"--"	"0.37"	"--"	"2.08"	"陕B67"	"--"	"--"	"388"	"--"	"1.5"	"--"	"--"																																																																			
"149"	"--"	"--"	"Gramineae(禾本科)"	"福2-6-2"	"115.0"	"--"	"淡黄"	"--"	"105"	"紫"	"--"	"8.6"	"22.0"	"--"	"--"	"--"	"圆锥"	"--"	"--"	"--"	"陕西"	"--"	"47.0"	"--"	"10842"	"--"	"Setaria(狗尾草属)"	"00026374"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"--"	"--"	"--"	"--"	"咸阳"	"--"	"--"	"--"	"--"	"3421"	"I1I25125"	"--"	"紫"	"--"	"11.0"	"短"	"--"	"松"	"--"	"选育"	"4.6"	"12.0"	"淡黄"	"粳"	"--"	"--"	"0.65"	"--"	"2.11"	"陕B68"	"--"	"--"	"388"	"--"	"1.6"	"--"	"--"																																																																			
