"id"	"白发病抗性"	"谷锈严重度"	"科名"	"品种名称"	"主茎长度"	"赖氨占蛋白"	"米色"	"蝇被害指数"	"生育期"	"幼苗鞘色"	"VB1"	"单株穗重"	"主穗长度"	"玉米螟抗性"	"脂肪酸182"	"赖氨占样品"	"穗型"	"脂肪酸183"	"VB2"	"分蘖数"	"省"	"玉米螟级别"	"抽穗日数"	"白发病病率"	"东经"	"脂肪酸181"	"属名"	"统一编号"	"学名"	"谷锈反应型"	"谷瘟病级别"	"区"	"脂肪酸180"	"蝇抗性级别"	"原产地"	"抗旱性"	"粗脂肪"	"粗蛋白"	"硒"	"北纬"	"库编号"	"黑穗病率"	"幼苗叶色"	"蝇被害株率"	"单株秆重"	"刺毛长度"	"线虫病指"	"穗松紧"	"谷瘟病抗性"	"样品类型"	"单株粒重"	"主茎节数"	"粒色"	"粳糯性"	"备注"	"白发病病级"	"主茎直径"	"VE"	"千粒重"	"单位编号"	"粟芒蝇评价"	"保存单位"	"高程"	"译名"	"一株茎数"	"脂肪酸200"	"脂肪酸160"	"穗形"	"叶锈反应型"	"直链淀粉"	"生育日数"	"穗柄长"	"耐涝性"	"米香"	"双穗率"	"用途"	"赤霉病病穗"	"白背飞虱"	"支链淀粉"	"锤度"	"条锈反应型"	"籼粳"	"爆裂率"	"来源地"	"秆锈严重度"	"苗瘟"	"芽期抗寒"	"分蘖性"	"芒"	"苗期耐旱"	"蛋氨酸"	"耐瘠性"	"田间抗寒性"	"精米率"	"花生稀酸"	"总淀粉"	"秆锈反应型"	"长宽比"	"丝黑穗病率"	"灌浆抗寒性"	"穗粒数"	"出穗期"	"大斑评价"	"水份"	"壳色"	"颖尖色"	"丙氨酸"	"保存编号"	"沉淀值"	"早中晚"	"田间大斑病"	"颖壳包皮度"	"赤霉病抗性"	"保存单位_2"	"主茎叶片数"	"省编号"	"白粉反应型"	"纹枯病"	"α生育酚"	"幼苗色"	"冬春性"	"颖尖弯直"	"田间小斑病"	"倒伏性"	"赤霉病病指"	"方法及组合"	"熟期抗寒性"	"引入时间"	"育成年限"	"芒长"	"田间黑粉病"	"苗期抗寒性"	"根腐穗病级"	"糙米率"
"2846"	"M"	"65.0"	"Gramineae(禾本科)"	"土龙"	"140.7"	"2.34"	"黄"	"--"	"102"	"紫"	"--"	"18.8"	"21.5"	"--"	"--"	"0.32"	"纺"	"--"	"--"	"--"	"国外"	"--"	"63.0"	"10.2"	"--"	"--"	"Setaria(狗尾草属)"	"00014705"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"7"	"国外"	"--"	"9"	"日本"	"4"	"3.76"	"13.75"	"--"	"--"	"I1I13474"	"--"	"绿"	"--"	"27.4"	"中"	"--"	"紧"	"--"	"国外"	"11.3"	"14.0"	"黄"	"粳"	"--"	"5"	"0.60"	"--"	"2.90"	"4964"	"HS"	"中国农科院作物品种资源研究所"	"--"	"TU LONG"	"1.8"	"--"	"--"																																																																			
"2847"	"HS"	"--"	"Gramineae(禾本科)"	"六十日"	"122.3"	"1.83"	"黄"	"--"	"111"	"绿"	"5.705"	"22.6"	"17.9"	"--"	"71.255"	"0.28"	"鸡嘴"	"2.471"	"1.037"	"--"	"国外"	"--"	"74.8"	"61.6"	"--"	"16.568"	"Setaria(狗尾草属)"	"00014706"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"1"	"国外"	"--"	"9"	"日本"	"5"	"3.67"	"15.33"	"0.448"	"--"	"I1I15759"	"25.77"	"绿"	"--"	"30.0"	"短"	"--"	"紧"	"--"	"国外"	"12.8"	"15.6"	"黄"	"粳"	"--"	"9"	"0.70"	"54.18"	"2.00"	"4965"	"HS"	"中国农科院作物品种资源研究所"	"--"	"LIU SHI RI"	"1.0"	"1.308"	"8.10"																																																																			
"2848"	"S"	"25.0"	"Gramineae(禾本科)"	"入间再来"	"132.1"	"--"	"白"	"--"	"103"	"红"	"--"	"19.5"	"27.6"	"--"	"--"	"--"	"纺"	"--"	"--"	"--"	"国外"	"--"	"60.5"	"47.9"	"--"	"--"	"Setaria(狗尾草属)"	"00014707"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"5"	"国外"	"--"	"9"	"日本"	"3"	"--"	"--"	"--"	"--"	"I1I14064"	"--"	"黄绿"	"--"	"17.5"	"短"	"--"	"松"	"--"	"国外"	"16.1"	"13.5"	"白"	"粳"	"--"	"7"	"0.70"	"--"	"2.80"	"4966"	"HS"	"中国农科院作物品种资源研究所"	"--"	"BA JIAN ZAI LAI"	"1.8"	"--"	"--"																																																																			
"2849"	"R"	"65.0"	"Gramineae(禾本科)"	"SHiro-awa(白粟)"	"153.4"	"2.59"	"青"	"--"	"116"	"紫"	"--"	"24.5"	"32.7"	"HS"	"--"	"0.30"	"纺"	"--"	"--"	"--"	"国外"	"9"	"73.5"	"9.3"	"--"	"--"	"Setaria(狗尾草属)"	"00014708"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"6"	"国外"	"--"	"9"	"日本"	"5"	"3.58"	"11.45"	"--"	"--"	"I1I15760"	"--"	"绿"	"--"	"36.3"	"短"	"--"	"紧"	"--"	"国外"	"11.8"	"15.2"	"青灰"	"粳"	"--"	"9"	"0.70"	"--"	"2.10"	"4974"	"HS"	"中国农科院作物品种资源研究所"	"--"	"SHiro-awa(BAI SU )"	"1.7"	"--"	"--"																																																																			
"2850"	"HS"	"65.0"	"Gramineae(禾本科)"	"SHina-ooawa(支那大粟)"	"135.6"	"2.12"	"黄"	"--"	"106"	"紫"	"--"	"14.5"	"24.8"	"--"	"--"	"0.31"	"齐"	"--"	"--"	"--"	"国外"	"--"	"64.0"	"66.3"	"--"	"--"	"Setaria(狗尾草属)"	"00014709"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"3"	"国外"	"--"	"7"	"日本"	"5"	"3.53"	"14.52"	"--"	"--"	"I1I15761"	"--"	"绿"	"--"	"27.4"	"中"	"--"	"紧"	"--"	"国外"	"8.4"	"13.9"	"白"	"粳"	"--"	"9"	"0.60"	"--"	"2.20"	"4975"	"S"	"中国农科院作物品种资源研究所"	"--"	"SHina-ooawa(ZHI NA DA SU )"	"1.7"	"--"	"--"																																																																			
"2851"	"S"	"65.0"	"Gramineae(禾本科)"	"Mochi-ooawa(大粘谷)"	"143.0"	"1.71"	"白"	"--"	"112"	"紫"	"--"	"24.7"	"27.2"	"HS"	"--"	"0.26"	"纺"	"--"	"--"	"--"	"国外"	"9"	"69.7"	"44.6"	"--"	"--"	"Setaria(狗尾草属)"	"00014710"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"1"	"国外"	"--"	"9"	"日本"	"5"	"3.56"	"15.22"	"--"	"--"	"I1I19194"	"25.66"	"绿"	"--"	"35.4"	"短"	"--"	"松"	"--"	"国外"	"15.8"	"14.1"	"黄"	"粳"	"--"	"7"	"0.70"	"--"	"2.20"	"4976"	"HS"	"中国农科院作物品种资源研究所"	"--"	"Mochi-ooawa"	"1.9"	"--"	"--"																																																																			
"2852"	"HS"	"25.0"	"Gramineae(禾本科)"	"RiKuu2(陆羽2号)"	"157.3"	"1.83"	"白"	"--"	"117"	"绿"	"--"	"16.3"	"30.9"	"--"	"--"	"0.31"	"纺"	"--"	"--"	"--"	"国外"	"--"	"77.7"	"63.8"	"--"	"--"	"Setaria(狗尾草属)"	"00014711"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"3"	"国外"	"--"	"9"	"日本"	"5"	"3.67"	"17.17"	"--"	"--"	"I1I15762"	"--"	"绿"	"--"	"32.8"	"长"	"--"	"中紧"	"--"	"国外"	"6.5"	"16.2"	"白"	"粳"	"--"	"9"	"0.70"	"--"	"1.60"	"4977"	"HS"	"中国农科院作物品种资源研究所"	"--"	"RiKuu2( LU YU ER HAO )"	"1.2"	"--"	"--"																																																																			
"2853"	"HS"	"25.0"	"Gramineae(禾本科)"	"Rotwiunioni-awa(高丽粟)"	"113.4"	"2.58"	"黄"	"--"	"113"	"绿"	"6.280"	"19.2"	"17.6"	"--"	"72.593"	"0.29"	"鸡嘴"	"2.391"	"0.966"	"--"	"国外"	"--"	"78.7"	"82.4"	"--"	"12.042"	"Setaria(狗尾草属)"	"00014712"	"Setaria italica (L.) Beauv.(谷子)"	"MR"	"2"	"国外"	"2.885"	"9"	"日本"	"3"	"2.86"	"11.17"	"0.478"	"--"	"I1I15763"	"26.58"	"绿"	"--"	"30.8"	"短"	"--"	"中松"	"--"	"国外"	"7.6"	"15.1"	"淡黄"	"粳"	"--"	"9"	"0.80"	"48.47"	"2.10"	"4979"	"HS"	"中国农科院作物品种资源研究所"	"--"	"Rotwiunion-awa(GAO LI SU )"	"1.0"	"1.991"	"7.90"																																																																			
"2854"	"S"	"25.0"	"Gramineae(禾本科)"	"Shinabana(品花)"	"128.6"	"2.44"	"黄"	"--"	"133"	"淡红"	"--"	"22.5"	"24.9"	"--"	"--"	"0.29"	"鸡嘴"	"--"	"--"	"--"	"国外"	"--"	"94.5"	"31.0"	"--"	"--"	"Setaria(狗尾草属)"	"00014713"	"Setaria italica (L.) Beauv.(谷子)"	"MR"	"1"	"国外"	"--"	"--"	"日本"	"3"	"2.78"	"11.75"	"--"	"--"	"I1I15764"	"20.45"	"绿"	"--"	"31.0"	"短"	"--"	"中松"	"--"	"国外"	"13.5"	"18.7"	"黄"	"粳"	"--"	"7"	"0.60"	"--"	"1.80"	"4980"	"--"	"中国农科院作物品种资源研究所"	"--"	"Shinabana(PIN HUA )"	"1.0"	"--"	"--"																																																																			
"2855"	"HS"	"40.0"	"Gramineae(禾本科)"	"御龙早熟大粒系"	"164.4"	"2.37"	"淡黄"	"--"	"104"	"红"	"--"	"22.8"	"27.3"	"--"	"--"	"0.33"	"纺"	"--"	"--"	"--"	"国外"	"--"	"60.5"	"69.3"	"--"	"--"	"Setaria(狗尾草属)"	"00014714"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"7"	"国外"	"--"	"9"	"日本"	"5"	"4.16"	"13.94"	"--"	"--"	"I1I14065"	"--"	"绿"	"--"	"23.0"	"长"	"--"	"中松"	"--"	"国外"	"18.0"	"11.9"	"黄"	"糯"	"--"	"9"	"0.50"	"--"	"3.99"	"5015"	"HS"	"中国农科院作物品种资源研究所"	"--"	"YU LONG ZAO SHU DA LI XI"	"1.0"	"--"	"--"																																																																			
"2856"	"S"	"25.0"	"Gramineae(禾本科)"	"陆羽二号6大粒系"	"126.2"	"2.23"	"黄"	"--"	"108"	"紫"	"5.373"	"14.5"	"23.0"	"HS"	"68.689"	"0.33"	"纺"	"1.677"	"1.086"	"--"	"国外"	"9"	"67.5"	"42.3"	"--"	"13.601"	"Setaria(狗尾草属)"	"00014715"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"6"	"国外"	"5.146"	"9"	"日本"	"5"	"4.00"	"14.70"	"0.897"	"--"	"I1I14066"	"--"	"绿"	"--"	"15.9"	"短"	"--"	"中"	"--"	"国外"	"8.9"	"13.1"	"白"	"粳"	"--"	"7"	"0.60"	"60.82"	"4.12"	"5016"	"HS"	"中国农科院作物品种资源研究所"	"--"	"LU YU ER HAO 6 DA LI XI"	"1.0"	"2.056"	"8.67"																																																																			
"2857"	"--"	"65.0"	"Gramineae(禾本科)"	"Honaga(穗永)"	"143.6"	"1.90"	"白"	"--"	"114"	"红"	"--"	"14.5"	"29.3"	"HS"	"--"	"0.32"	"纺、齐"	"--"	"--"	"--"	"国外"	"9"	"73.0"	"--"	"--"	"--"	"Setaria(狗尾草属)"	"00014716"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"8"	"国外"	"--"	"7"	"日本"	"3"	"4.67"	"16.80"	"--"	"--"	"I1I05488"	"--"	"绿"	"--"	"22.5"	"短"	"--"	"中"	"--"	"国外"	"7.5"	"15.1"	"淡黄"	"粳"	"--"	"9"	"0.80"	"--"	"1.82"	"800232"	"S"	"中国农科院作物品种资源研究所"	"--"	"Honaga(SUI YONG )"	"1.0"	"--"	"--"																																																																			
"2858"	"--"	"65.0"	"Gramineae(禾本科)"	"Futaba(二叶)"	"153.4"	"2.16"	"白"	"--"	"126"	"淡红"	"--"	"30.0"	"30.8"	"--"	"--"	"0.33"	"圆"	"--"	"--"	"--"	"国外"	"--"	"91.0"	"--"	"--"	"--"	"Setaria(狗尾草属)"	"00014717"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"6"	"国外"	"--"	"--"	"日本"	"4"	"4.67"	"15.26"	"--"	"--"	"I1I05489"	"--"	"绿"	"--"	"38.5"	"中长"	"--"	"松"	"--"	"国外"	"17.5"	"19.7"	"黄"	"糯"	"--"	"9"	"0.50"	"--"	"1.68"	"800233"	"--"	"中国农科院作物品种资源研究所"	"--"	"Futaba(ER YE )"	"1.8"	"--"	"--"																																																																			
"2859"	"--"	"40.0"	"Gramineae(禾本科)"	"Daiooukoka(大王国)"	"156.0"	"1.89"	"黄"	"--"	"91"	"绿"	"--"	"22.3"	"25.5"	"--"	"--"	"0.24"	"纺"	"--"	"--"	"--"	"国外"	"--"	"61.0"	"--"	"--"	"--"	"Setaria(狗尾草属)"	"00014718"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"8"	"国外"	"--"	"9"	"日本"	"3"	"5.33"	"12.70"	"--"	"--"	"I1I05490"	"--"	"绿"	"--"	"28.5"	"短"	"--"	"中"	"--"	"国外"	"20.0"	"16.8"	"白"	"粳"	"--"	"7"	"1.00"	"--"	"2.73"	"800234"	"HS"	"中国农科院作物品种资源研究所"	"--"	"Daiooukoa(DA WANG GUO )"	"1.8"	"--"	"--"																																																																			
"2860"	"--"	"25.0"	"Gramineae(禾本科)"	"JoushuuAwa(上右春)"	"158.6"	"1.84"	"黄"	"--"	"109"	"绿"	"--"	"20.0"	"28.4"	"HS"	"--"	"0.27"	"齐"	"--"	"--"	"--"	"国外"	"9"	"68.0"	"--"	"--"	"--"	"Setaria(狗尾草属)"	"00014719"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"5"	"国外"	"--"	"9"	"日本"	"3"	"4.67"	"14.70"	"--"	"--"	"I1I05491"	"--"	"绿"	"--"	"27.0"	"短"	"--"	"松"	"--"	"国外"	"13.0"	"17.5"	"白"	"粳"	"--"	"5"	"2.00"	"--"	"2.81"	"800235"	"HS"	"中国农科院作物品种资源研究所"	"--"	"JoushuuAwa(SHANG YOU CHUN )"	"1.0"	"--"	"--"																																																																			
"2861"	"--"	"40.0"	"Gramineae(禾本科)"	"Kogane(黄金)"	"138.7"	"2.01"	"白"	"--"	"108"	"红"	"--"	"15.0"	"25.1"	"HS"	"--"	"0.31"	"鸡嘴"	"--"	"--"	"--"	"国外"	"9"	"71.0"	"--"	"--"	"--"	"Setaria(狗尾草属)"	"00014720"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"4"	"国外"	"--"	"--"	"日本"	"5"	"4.22"	"15.40"	"--"	"--"	"I1I05492"	"--"	"绿"	"--"	"22.5"	"短"	"--"	"松"	"--"	"国外"	"10.6"	"16.5"	"红"	"糯"	"--"	"5"	"0.90"	"--"	"2.06"	"800236"	"--"	"中国农科院作物品种资源研究所"	"--"	"Kogane(HUANG JIN )"	"1.0"	"--"	"--"																																																																			
"2862"	"M"	"40.0"	"Gramineae(禾本科)"	"饲用粟"	"112.7"	"2.01"	"黄"	"--"	"91"	"红"	"4.965"	"9.6"	"12.3"	"--"	"72.905"	"0.36"	"纺"	"1.110"	"0.772"	"--"	"国外"	"--"	"46.0"	"10.7"	"--"	"17.231"	"Setaria(狗尾草属)"	"00014721"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"--"	"国外"	"1.058"	"--"	"日本"	"4"	"4.99"	"16.66"	"1.211"	"--"	"I1I13475"	"76.47"	"绿"	"--"	"11.2"	"长"	"--"	"紧"	"--"	"国外"	"6.7"	"9.3"	"红"	"粳"	"--"	"5"	"0.40"	"28.26"	"2.47"	"5177"	"--"	"中国农科院作物品种资源研究所"	"--"	"SI YONG SU"	"3.2"	"0.347"	"7.12"																																																																			
"2863"	"M"	"40.0"	"Gramineae(禾本科)"	"支那粟"	"141.3"	"1.86"	"黄"	"--"	"114"	"紫"	"--"	"11.9"	"24.4"	"S"	"--"	"0.24"	"纺"	"--"	"--"	"--"	"国外"	"7"	"74.2"	"14.5"	"--"	"--"	"Setaria(狗尾草属)"	"00014722"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"3"	"国外"	"--"	"9"	"朝鲜平北"	"5"	"5.67"	"12.90"	"--"	"--"	"I1I05493"	"26.02"	"绿"	"--"	"20.3"	"长"	"--"	"中紧"	"--"	"国外"	"14.8"	"13.2"	"黄"	"粳"	"--"	"5"	"0.80"	"--"	"2.82"	"2696"	"HS"	"中国农科院作物品种资源研究所"	"--"	"ZHI NA SU"	"2.0"	"--"	"--"																																																																			
"2864"	"M"	"40.0"	"Gramineae(禾本科)"	"阳德"	"134.6"	"1.94"	"黄"	"--"	"114"	"绿"	"--"	"21.6"	"23.4"	"HS"	"--"	"0.29"	"纺"	"--"	"--"	"--"	"国外"	"9"	"70.0"	"24.0"	"--"	"--"	"Setaria(狗尾草属)"	"00014723"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"5"	"国外"	"--"	"9"	"朝鲜平北"	"3"	"5.00"	"14.96"	"--"	"--"	"I1I06685"	"--"	"绿"	"--"	"17.6"	"短"	"--"	"中紧"	"--"	"国外"	"17.5"	"14.8"	"白"	"粳"	"--"	"5"	"0.70"	"--"	"2.51"	"2697"	"HS"	"中国农科院作物品种资源研究所"	"--"	"YANG DE"	"1.6"	"--"	"--"																																																																			
"2865"	"M"	"65.0"	"Gramineae(禾本科)"	"东北黄"	"144.7"	"1.84"	"黄"	"--"	"113"	"绿"	"--"	"13.8"	"20.0"	"HS"	"--"	"0.27"	"纺"	"--"	"--"	"--"	"国外"	"9"	"71.8"	"25.0"	"--"	"--"	"Setaria(狗尾草属)"	"00014724"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"5"	"国外"	"--"	"9"	"朝鲜平北"	"2"	"5.00"	"14.70"	"--"	"--"	"I1I05494"	"--"	"绿"	"--"	"25.9"	"中"	"--"	"中紧"	"--"	"国外"	"6.1"	"14.8"	"黄"	"粳"	"--"	"5"	"0.70"	"--"	"2.20"	"2698"	"HS"	"中国农科院作物品种资源研究所"	"--"	"DONG BEI HUANG"	"1.9"	"--"	"--"																																																																			
"2866"	"HS"	"65.0"	"Gramineae(禾本科)"	"红粳谷子"	"151.1"	"--"	"黄"	"--"	"108"	"紫"	"5.065"	"22.0"	"28.3"	"HS"	"69.745"	"--"	"圆"	"2.182"	"0.886"	"--"	"国外"	"9"	"67.0"	"66.7"	"--"	"13.235"	"Setaria(狗尾草属)"	"00014725"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"3"	"国外"	"4.774"	"9"	"朝鲜黄河南道"	"3"	"--"	"--"	"0.281"	"--"	"I1I15765"	"--"	"绿"	"--"	"28.5"	"短"	"--"	"松"	"--"	"国外"	"15.8"	"16.9"	"黄"	"粳"	"--"	"9"	"0.70"	"33.23"	"1.46"	"4932"	"HS"	"中国农科院作物品种资源研究所"	"--"	"HONG JING GU ZI"	"1.3"	"0.789"	"9.04"																																																																			
"2867"	"M"	"65.0"	"Gramineae(禾本科)"	"竹叶红"	"115.0"	"2.27"	"黄"	"63.65"	"94"	"绿"	"--"	"16.3"	"25.6"	"--"	"--"	"0.30"	"锥"	"--"	"--"	"1.0"	"山东"	"--"	"--"	"24.1"	"11731"	"--"	"Setaria(狗尾草属)"	"00011279"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"4"	"华北平原"	"--"	"7"	"章丘"	"3"	"5.12"	"13.21"	"--"	"3643"	"I1I05842"	"--"	"绿"	"25.93"	"14.3"	"短"	"--"	"中"	"R"	"地方"	"11.1"	"12.0"	"白"	"粳"	"--"	"5"	"0.70"	"--"	"2.93"	"2077"	"S"	"山东农科院作物所"	"66"	"ZHU YE HONG"	"--"	"--"	"--"																																																																			
"2868"	"S"	"65.0"	"Gramineae(禾本科)"	"六月鲜"	"98.0"	"2.43"	"黄"	"68.73"	"94"	"紫"	"--"	"15.4"	"18.4"	"--"	"--"	"0.31"	"棍"	"--"	"--"	"--"	"山东"	"--"	"--"	"38.8"	"12136"	"--"	"Setaria(狗尾草属)"	"00011280"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"6"	"华北平原"	"--"	"7"	"牟平"	"4"	"4.25"	"12.78"	"--"	"3724"	"I1I05843"	"--"	"绿"	"28.00"	"11.8"	"短"	"--"	"紧"	"S"	"地方"	"11.4"	"--"	"白"	"粳"	"--"	"7"	"--"	"--"	"2.50"	"2628"	"S"	"山东农科院作物所"	"10"	"LIU YUE XIAN"	"--"	"--"	"--"																																																																			
"2869"	"HS"	"25.0"	"Gramineae(禾本科)"	"磨里谷"	"118.0"	"2.42"	"黄"	"109.67"	"96"	"红"	"--"	"--"	"17.9"	"--"	"--"	"0.29"	"纺"	"--"	"--"	"--"	"北京"	"--"	"57.3"	"53.6"	"11613"	"--"	"Setaria(狗尾草属)"	"00012034"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"3"	"华北平原"	"--"	"9"	"北京"	"3"	"5.22"	"12.00"	"--"	"4013"	"I1I04935"	"88.28"	"黄绿"	"44.68"	"--"	"短"	"--"	"紧"	"R"	"选育"	"--"	"15.7"	"白"	"粳"	"--"	"9"	"0.50"	"--"	"2.80"	"5017"	"HS"	"中国农科院作物品种资源研究所"	"65"	"MO LI GU"	"1.0"	"--"	"--"																																																																			
"2870"	"M"	"25.0"	"Gramineae(禾本科)"	"72-3221大粒系"	"93.7"	"2.02"	"黄"	"108.30"	"107"	"紫"	"--"	"9.4"	"23.4"	"HS"	"--"	"0.31"	"纺"	"--"	"--"	"--"	"北京"	"9"	"68.3"	"12.5"	"11613"	"--"	"Setaria(狗尾草属)"	"00012035"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"5"	"华北平原"	"--"	"9"	"北京"	"5"	"3.44"	"15.33"	"--"	"4013"	"I1I24568"	"51.30"	"绿"	"44.12"	"12.4"	"短"	"--"	"紧"	"M"	"选育"	"5.3"	"11.9"	"白"	"粳"	"--"	"5"	"0.50"	"--"	"4.60"	"5018"	"HS"	"中国农科院作物品种资源研究所"	"65"	"72-3221 DA LA XI"	"1.1"	"--"	"--"																																																																			
"2871"	"M"	"--"	"Gramineae(禾本科)"	"红根谷大粒混系551"	"151.9"	"2.06"	"黄"	"--"	"111"	"紫"	"--"	"12.5"	"28.6"	"HS"	"--"	"0.32"	"纺"	"--"	"--"	"--"	"北京"	"9"	"69.5"	"23.1"	"11613"	"--"	"Setaria(狗尾草属)"	"00012036"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"5"	"华北平原"	"--"	"9"	"北京"	"3"	"5.31"	"15.29"	"--"	"4013"	"I1I18890"	"90.00"	"绿"	"--"	"17.8"	"短"	"--"	"中"	"M"	"选育"	"7.8"	"14.3"	"黄"	"粳"	"--"	"5"	"0.70"	"--"	"4.00"	"5019"	"HS"	"中国农科院作物品种资源研究所"	"65"	"HONG GEN GU DA LI HUN XI 551"	"1.0"	"--"	"--"																																																																			
"2872"	"--"	"--"	"Gramineae(禾本科)"	"小早谷"	"68.1"	"1.96"	"黄"	"--"	"78"	"红"	"--"	"3.5"	"11.3"	"--"	"--"	"0.32"	"纺"	"--"	"--"	"--"	"北京"	"--"	"33.0"	"--"	"11613"	"--"	"Setaria(狗尾草属)"	"00012037"	"Setaria italica (L.) Beauv.(谷子)"	"--"	"7"	"华北平原"	"--"	"--"	"北京"	"5"	"3.89"	"16.29"	"--"	"4013"	"I1I20627"	"--"	"绿"	"--"	"1.5"	"短"	"--"	"紧"	"S"	"选育"	"0.7"	"7.4"	"白"	"粳"	"--"	"--"	"0.30"	"--"	"2.60"	"5020"	"--"	"中国农科院作物品种资源研究所"	"65"	"XIAO ZAO GU"	"1.6"	"--"	"--"																																																																			
"2873"	"R"	"40.0"	"Gramineae(禾本科)"	"三三二"	"121.4"	"2.09"	"黄"	"--"	"104"	"黄绿"	"4.074"	"15.5"	"23.5"	"--"	"69.176"	"0.23"	"棒"	"1.877"	"0.678"	"--"	"北京"	"--"	"58.8"	"8.0"	"11613"	"13.028"	"Setaria(狗尾草属)"	"00012038"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"5"	"华北平原"	"4.456"	"9"	"北京"	"5"	"5.33"	"11.00"	"0.646"	"4013"	"I1I04936"	"55.86"	"黄绿"	"--"	"9.5"	"短"	"--"	"紧"	"M"	"选育"	"8.6"	"15.1"	"白"	"粳"	"--"	"3"	"0.60"	"36.46"	"2.80"	"5021"	"HS"	"中国农科院作物品种资源研究所"	"65"	"SAN SAN ER"	"1.0"	"1.872"	"9.45"																																																																			
"2874"	"HR"	"40.0"	"Gramineae(禾本科)"	"六一谷"	"137.0"	"2.25"	"黄"	"62.35"	"99"	"黄绿"	"--"	"11.3"	"23.0"	"--"	"--"	"0.29"	"纺"	"--"	"--"	"--"	"北京"	"--"	"56.0"	"4.0"	"11613"	"--"	"Setaria(狗尾草属)"	"00012039"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"6"	"华北平原"	"--"	"7"	"北京"	"3"	"4.44"	"12.90"	"--"	"4013"	"I1I04937"	"58.04"	"黄绿"	"25.40"	"25.1"	"中"	"--"	"紧"	"S"	"选育"	"8.7"	"16.1"	"白"	"粳"	"--"	"1"	"0.70"	"--"	"2.60"	"5136"	"S"	"中国农科院作物品种资源研究所"	"65"	"LIU YI GU"	"2.4"	"--"	"--"																																																																			
"2875"	"--"	"40.0"	"Gramineae(禾本科)"	"白把子"	"169.1"	"2.41"	"黄"	"--"	"105"	"绿"	"6.150"	"18.5"	"26.3"	"HS"	"69.140"	"0.30"	"鞭"	"1.823"	"0.835"	"--"	"北京"	"9"	"66.3"	"--"	"11613"	"12.846"	"Setaria(狗尾草属)"	"00012040"	"Setaria italica (L.) Beauv.(谷子)"	"MS"	"5"	"华北平原"	"5.630"	"9"	"北京"	"3"	"4.39"	"12.55"	"1.905"	"4013"	"I1I12856"	"73.40"	"绿"	"--"	"14.5"	"短"	"--"	"紧"	"M"	"选育"	"13.9"	"14.5"	"白"	"粳"	"--"	"5"	"0.60"	"35.21"	"2.73"	"5164"	"HS"	"中国农科院作物品种资源研究所"	"65"	"BAI BA ZI"	"1.0"	"2.049"	"8.36"																																																																			
"2876"	"M"	"65.0"	"Gramineae(禾本科)"	"大白谷"	"154.8"	"1.97"	"黄"	"76.38"	"112"	"紫"	"4.764"	"15.8"	"25.3"	"HS"	"70.683"	"0.26"	"纺"	"1.640"	"0.921"	"--"	"天津"	"9"	"70.5"	"18.3"	"11706"	"12.553"	"Setaria(狗尾草属)"	"00012197"	"Setaria italica (L.) Beauv.(谷子)"	"S"	"7"	"华北平原"	"5.346"	"7"	"武清"	"4"	"3.79"	"13.14"	"0.706"	"3924"	"I1I12896"	"57.60"	"绿"	"56.96"	"21.2"	"短"	"--"	"紧"	"S"	"地方"	"12.6"	"23.8"	"白"	"粳"	"--"	"5"	"0.90"	"59.42"	"2.84"	"659"	"S"	"中国农科院作物品种资源研究所"	"5"	"DA BAI GU"	"1.4"	"2.294"	"7.33"																																																																			
