"id"	"索引"	"标准编号"	"标准名称"	"发布日期"	"实施日期"	"标准类型"	"发布单位"	"起草单位"	"起草人"	"标准概述（300字以内）"	"全文"
"1258"	"aa16b379-9355-42ce-b3dc-1e5180ec2b8c"	"GB 29217-2012"	"食品安全国家标准 食品添加剂 环己基氨基磺酸钙"	"2012/12/25"	"2013/1/25 "	"国家标准"	"中华人民共和国卫生部"	"未公开"	"未公开"	"本标准适用于以环己胺和氨基磺酸为原料反应生成环己基氨基磺酸后与氢氧化钙作用而制得的食品添加剂环己基氨基磺酸钙。"	" "
"1259"	"aa500294-50ab-45ed-b18e-23e67332d899"	"GB/T 19541-2004"	"饲料用大豆粕"	"2004/6/9 0"	"2004/10/1 "	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"中国饲料工业协会"	"汤文利、李样明、刘焕龙、祖丽亚、孙延军"	"本标准规定了饲料用大豆粕(带皮大豆粕和去皮大豆粕)的技术指标、质量分级、试验方法、检验规则、标签、包装、运输和贮存。"	" "
"1260"	"aa5ce989-81d7-4490-944d-5706a214c602"	"GB/T 23214-2008"	"饮用水中450种农药及相关化学品残留量的测定液相色谱-串联质谱法"	"2008/12/31"	"2009/5/1 0"	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"中华入民共和馨秦皇岛出人魂检验检疫局、山东农业大学、河北火学。"	"庞国劳、郑锋、范春林、李岩、纪欣欣、蒸镌林。"	"本标准规定了饮用水中450种农药及相关化学品（参见附录A和附录E）残留量液相色谱—串联质谱测定方法。  "	" "
"1261"	"aa69b753-b356-4d22-addd-99cab2ccff1d"	"GB/T 23296.14-2009"	"食品接触材料高分子材料食品模拟物中氯乙烯的测定气相色谱法"	"2009/3/31 "	"2009/9/1 0"	"国家标准"	"中华人民共和国国家质量监督检验检疫总局中国国家标准化管理委员会"	"中国检验检疫科学研究院、中华人民共和国湖北出人境检验检疫局、国家环保产品质量监督检验中心、北京市劳动保护研究所"	"陈志锋、孙利、雍炜、储晓刚、崔海容、张岩、李挥、刘晓华"	"本标准规定了食品模拟物中氯乙烯的测定方法。  "	" "
"1262"	"aabd607a-8f73-4ac5-bffa-58dc0d127130"	"GB 28366-2012"	"食品安全国家标准 食品添加剂 2-乙基-4-羟基-5-甲基-3(2H)-呋喃酮"	"2012/4/25 "	"2012/6/25 "	"国家标准"	"中华人民共和国卫生部"	"未公开"	"未公开"	"本标准适用于由草酸二乙酯和氯乙酸乙酯等为原料制得的食品添加剂2-乙基-4-羟基-5-甲基-3(2H)-呋"	" "
"1263"	"ab0744a3-97b4-4669-9bcc-09036739eeb8"	"GB/T 25870-2010"	"甜瓜冷藏和冷藏运输"	"2011/1/10 "	"2011/6/1 0"	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"中国商业联合会商业标准中心、中国蔬菜流通协会、中国人民大学环境学院"	"宫占平、李江华、刘振宇、曹建云"	"标准规定了甜瓜在冷藏和冷藏运输前的处理,以及冷藏和冷藏运输的技术条件。  "	" "
"1264"	"ab100392-b18a-4511-9911-03f542d672ef"	"GB/T 23386-2009"	"饲料添加剂维生素A棕榈酸酯粉"	"2009/3/6 0"	"2009/7/1 0"	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"全国饲料工业标准化技术委员会、浙江新和成股份有限公司"	"杨金枢、盛翠凤、胡建权、毛丽萍、章良英、郑乐友"	"本标准规定了饲料添加剂维生素A棕榈酸酯粉产品的范围、要求、试验方法、检验规则、标签、包装、运输、贮存和保质期"	" "
"1265"	"ab52a7bb-f0a6-4abb-97ec-5b44c5d0523e"	"GB/T 8613"	"淀粉发酵工业用玉米"	"1999/11/1 "	"2000/4/1 0"	"国家标准"	"国家技术监督局"	"国家粮食储备局标准质量管理办公室"	"唐瑞明、冯锡仲、沈艳红、祁葆滋、王会博、林家永、王彦波。"	"代替GB/T  8613-1988，GB/T8614-1988"	" "
"1266"	"ab5b7b63-5827-42b9-9879-e9bab4e35262"	"GB/T 21004"	"地理标志产品泰和乌鸡"	"2007/6/4 0"	"2007/12/1 "	"国家标准"	"中华人民共和国国家质量监督检验检疫总局，中国国家标准化管理委员会"	"江西省标准化协会、江西省种畜种禽管理站。"	"涂建、钟新福、余国平、严小芳。"	"本标准规定了泰和乌鸡的地理标准保护范围、术语和定义、要求、试验方法、检验规则、标志、运输。"	" "
"1267"	"ab6b927b-a29a-4962-8dd5-d7ff37110238"	"GB/T 12729.4-2008"	"香辛料和调味品磨碎细度的测定（手筛法）"	"2008/7/16 "	"2008/11/1 "	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"中华全国供销合作总社南京野生植物综合利用研究院"	"陈仕荣、张卫明"	"GB/T  12729的本部分规定了手筛法测定香辛料和调味品磨碎细度的方法。"	" "
"1268"	"ab7db07f-8b90-49f0-87c8-9736ae532430"	"GB/T 8381.11-2005"	"饲料中盐酸氨丙啉的测定高效液相色谱法"	"2005/9/5 0"	"2006/2/1 0"	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"国家饲料质量监督检验中心(北京"	")赵根龙、高生、李兰、魏秀莲、范理、苏晓鸥、靳松"	"本标准规定了以高效液相色谱法测定饲料中盐酸氨丙啉的方法"	" "
"1269"	"ab9078d0-fa57-436c-9f25-77f3c3ac718b"	"GB 28404-2012"	"食品安全国家标准 保健食品中α-亚麻酸、二十碳五烯酸、二十二碳五烯酸和二十二碳六烯酸的测定"	"2012/5/17 "	"2012/7/17 "	"国家标准"	"中华人民共和国卫生部"	"未公开"	"未公开"	"本标准规定了保健食品中α-亚麻酸、二十碳五烯（简称EPA，下同）、二十二碳五烯酸（简称DPA，下同）和二十二碳六烯酸（简称DHA，下同）的气相色谱测定方法。"	" "
"1270"	"aba754ca-1f90-4985-bd11-e11a461b61ee"	"GB/T 5527"	"动植物油脂折光指数的测定(ISO6320:2000,IDT）"	"2010/9/26 "	"2011/3/1 0"	"国家标准"	"中华人民共和国国家质量监督检验检疫总局，中国国家标准化管理委员会"	"辽宁省粮油检验监测所、国家粮食局科学研究院、抚顺市粮油监督监测中心、沈阳市粮油检测计量所、锦州市粮食质量监督管理站。"	"郁伟、林家永、崔国华、阂国春、薛雅琳、孙晓燕、吴敏、张春林。"	"本标准于2011年3月1日起实施，代替GB/T  5527-1985。"	" "
"1271"	"abbd64fe-429e-4d3c-bfb3-cfd1ed0f046b"	"GB 29685-2013"	"食品安全国家标准 动物性食品中林可霉素、克林霉素和大观霉素多残留的测定 气相色谱—质谱法"	"2013/9/16 "	"2014/1/1 0"	"国家标准"	"中华人民共和国农业部，中华人民共和国国家卫生和计划生育委员会"	"未公开"	"未公开"	"本标准规定了动物性食品中林可霉素、克林霉素和大观霉素残留量检测的制样和气相色谱-质谱测定方法。本标准适用于猪、牛和鸡的鸡肉和肾脏以及牛奶和鸡蛋中林可霉素、克林霉素和大观霉素单个或多个药物残留量的检测。"	" "
"1272"	"abcdf19e-9d5b-4cd9-a5a9-88c878b5e769"	"GB 14936-2012"	"食品安全国家标准 食品添加剂 硅藻土"	"2012/12/25"	"2013/1/25 "	"国家标准"	"中华人民共和国卫生部"	"未公开"	"未公开"	"本标准于2013年1月25日起代替GB  14936-2012  食品安全国家标准  硅藻土。"	" "
"1273"	"abd707dd-88bd-4d92-98d2-7caed9553470"	"GB/T 11936-1989"	"水源水中丙烯酰胺卫生检验标准方法气相色谱法"	"1989/9/21 "	"1990/7/1 0"	"国家标准"	"中华人民共和国卫生部"	"由甘肃省卫生防疫站和江苏省卫生防疫站"	"人傅永霖、汪小丰"	"本标准规定了用气相色谱法测定水源水中的丙烯酞胺。本标准适用于水源水中丙烯酞胺的测定。"	" "
"1274"	"ac03f564-4195-4804-8afb-1801abffc93e"	"GB 31625-2014"	"食品安全国家标准 食品添加剂 二氢茉莉酮酸甲酯"	"2014/12/24"	"2015/5/24 "	"国家标准"	"中华人民共和国国家卫生和计划生育委员会"	"未公开"	"未公开"	"本标准适用于由正戊醛、环戊酮和丙二酸二甲酯为原料，或者由环戊酮与正戊醛为原料制得的食品添加剂二氢茉莉酮酸甲酯。"	" "
"1275"	"ac099c7a-6bd8-4846-8573-01bc3e221aee"	"GB/T 21314"	"动物源性食品中头孢匹林、头孢噻呋残留量检测方法液相色谱-质谱/质谱法"	"2007/10/29"	"2008/4/1 0"	"国家标准"	"中华人民共和国国家质量监督检验检疫总局，中国国家标准化管理委员会"	"中华人民共和国辽宁出入境检验检疫局、中国检验检疫科学研究院。"	"李一尘、林维宣、唐英章、田苗、彭涛、于灵、隋凯、杨春光、王宏伟"	"本标准规定了动物源性食品中头孢匹林、头孢噻呋残留量液相色谱-质谱/质谱测定和确证方法。"	" "
"1276"	"ac0b0296-5232-4b87-92a3-261c1d4985ca"	"GB 1886.164-2015"	"食品安全国家标准 食品添加剂 2-甲基丁酸 2-甲基丁酯"	"2015/9/22 "	"2016/3/22 "	"国家标准"	"中华人民共和国国家卫生和计划生育委员会"	"未公开"	"未公开"	"本标准适用于食品添加剂2-甲基丁酸  2-甲基丁酯。"	" "
"1277"	"ac4ef10e-4167-4550-948f-ce8c3cb2301d"	"GB/T 18654.14-2012"	"养殖鱼类种质检验第14部分：DNA含量的测定"	"2006/7/31 "	"2008/11/1 "	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"中国水产科学研究院长江水产研究所"	"李思发、赵金良、徐忠法、蔡完其、邹曙明"	"本部分规定了鱼类脱氧核糖核酸（DNA）含量测定的试剂与材料、仪器和设备、抽样、分析步骤和结果判定"	" "
"1278"	"ac5113a6-fea7-473c-b33e-c9c25997f1dd"	"GB/T 31319"	"风干禽肉制品"	"2014/12/5 "	"2015/12/1 "	"国家标准"	"中华人民共和国国家质量监督检验检疫总局，中国国家标准化管理委员会"	"江苏馋神集团有限公司、漂阳市天目湖肉类制品有限公司、扬州市仪征质量技术监督局、南京农业大学食品科技学院、江苏省农业科学院、常州市漂阳标准化协会、中国商业联合会。"	"刘玉清、张明海、韦乔俊、陈永广、刘登勇、徐为民、陈宏生、蒋云升、朱云、张曦。"	"本标准规定了风干禽肉制品的术语和定义、原料和辅料、技术要求、生产加工过程管理、检验方法、检验规则、标签和标志、包装、运输、贮存、销售和召回等的要求。"	" "
"1279"	"ac519c56-2955-48be-833b-f6cbd5b90198"	"GB/T 19557.8-2004"	"植物新品种特异性、一致性和稳定性测试指南李"	"2004/6/11 "	"2004/12/1 "	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"农业部科技发展中心、中国农业科学院果树研究所"	"张静茹、王汝锋、陆致成、陈如明、巩文红、李志强、郁香荷、李莹、刘宁"	"本标准规定了李新品种特异性、一致性和稳定性测试的技术要求、测试结果的判定原则以及技术报告的内容和格式。  "	" "
"1280"	"ac534c4c-8bda-4535-9383-b0b5a32c7fea"	"GB/T 18966"	"地理标志产品烟台葡萄酒"	"2008/6/25 "	"2008/10/1 "	"国家标准"	"中华人民共和国国家质量监督检验检疫总局，中国国家标准化管理委员会"	"国家葡萄酒及白酒、露酒产品质量监督检验中心、烟台张裕葡萄酿酒股份有限公司、烟台威龙葡萄酒股份有限公司、中粮长城葡萄酒(烟台)有限公司、烟台白洋河酿酒有限责任公司、中粮君顶酒庄有限公司。"	"马佩选、李记明、吕琦昌、朱济义、刘世果、刘祥、李福玉、焦复润、王作仁、孙学高、陈青昌、邵学东、卫晓红、李慧。"	"本标准代替GB  18966-2003  原产地域产品  烟台葡萄酒"	" "
"1281"	"ac59cdfe-6518-4731-8fc5-553d123daaea"	"GB/T 19080-2003"	"食品与饮料行业GB/T19001-2000应用指南"	"2003/4/21 "	"2003/9/1 0"	"国家标准"	"国家质人民共和国量监督检验检疫总局"	"中国标准研究中心、国家认证认可监督管理委员会注册管理部、中国合格评定国家认可中心、全国食品工业标准化技术委员会、河北出人境检验检疫局"	"刘文、史小卫、李仁良、刘俊华、杨丽、刘晓红、郝爆、高永丰"	"本标准为组织在食品与饮料行业按照GB/T  19001的要求建立和实施质量管理体系提供指南。"	" "
"1282"	"ac5da9d6-0143-44e2-92c6-ffccd00da570"	"GB/T 5009.129-2003"	"水果中乙氧基喹残留量的测定"	"2003/8/11 "	"2004/1/1 0"	"国家标准"	"中华人民共和国卫生部中国国家标准化管理委员会"	"上海进出口商品检验局、杭州市乐味食品厂、上海市食品卫生监督检验所"	"黄伟坤、楼云、袁亦承"	"本标准规定了水果中乙氧基喹残留量检验的抽样、试样的制备和气相色谱测定方法。本标准适用于苹果等水果中乙氧基喹残留量的测定。本标准检出限为0.05mg/kg。"	" "
"1283"	"ac6511b6-22fc-4212-b902-238ea337d7c4"	"GB/T 17140-1997"	"土壤质量铅、镉的测定KI-MIBK萃取火焰原子吸收分光光度法"	"1997/7/30 "	"1998/5/1 0"	"国家标准"	"中华人民共和国质量监督检验检疫总局、中国国家标准化管理委员会"	"中国环境监测总站负责起草"	"刘京、齐文启。"	"GB/T  17140-1997  土壤质量  铅、镉的测定  KI-MIBK萃取火焰原子吸收分光光度法"	" "
"1284"	"ac78e06f-c9b7-4721-a34a-66f35d528358"	"GB 9684-2011"	"食品安全国家标准 不锈钢制品"	"2011/11/21"	"2011/12/21"	"国家标准"	"中华人民共和国卫生部"	"未公开"	"未公开"	"本标准适用于以不锈钢为主体制成的食具容器及食品生产经营工具、设备。"	" "
"1285"	"ac9629d2-3a0d-4ec9-a4a7-47a75bf71b81"	"GB 22214-2008"	"食品添加剂 氯化钙"	"2008/6/25 "	"2009/1/1 0"	"国家标准"	"中华人民共和国国家质量监督检验督检验检疫总局，中国国家标准化管理委员会"	"天津化工设计研究院"	"王彦，刘幽若，汪永超，李志云，晏昭欣，邓健，张盈，张平均，王凤，王刚"	"本标准规定了食品添加剂  氯化钙的要求、试验方法、检验规则、标志、包装、运输和贮存。本标准适用于食品添加剂  氯化钙。该产品在食品加工中用作稳定剂、凝固剂和增稠剂。"	" "
"1286"	"acb6320c-e1c9-4260-8f06-d03d3062168e"	"GB/T 5009.161"	"动物性食品中有机磷农药多组分残留量的测定"	"2003/8/11 "	"2004/1/1 0"	"国家标准"	"中华人民共和国卫生部中国国家标准化管理委员会"	"中国预防医学科学院营养与食品卫生研究所、卫生部食品卫生监督检验所、北京市卫生防疫站。"	"陈惠京、王绪卿、杨大进、吴国华。"	"本标准规定了动物性食品中甲胺磷、敌敌畏、乙酰甲胺磷、久效磷、乐果、乙拌磷、甲基对硫磷、杀螟硫磷、甲基嘧啶磷、马拉硫磷、倍硫磷、对硫磷、乙硫磷等13种常用有机磷农药多组分残留测定方法。"	" "
"1287"	"acc42d56-52e3-416d-abed-9851d3ded26d"	"GB/T 18957"	"地理标志产品洞庭(山）碧螺春茶"	"2008/7/31 "	"2008/11/1 "	"国家标准"	"中华人民共和国国家质量监督检验检疫总局，中国国家标准化管理委员会"	"苏州市吴中区洞庭山碧螺春茶业协会、苏州洞庭山碧螺春茶地理标志产品保护办公室、苏州市洞庭山碧螺春茶业有限公司。"	"章无畏、谢燮清、汤泉、沈华明、季小明、马国梁。"	"本标准代替GB  18957-2003  原产地域产品  洞庭(山)碧螺春茶（已作废）  "	" "
"1288"	"ad1a9341-b4e4-45dd-a221-787b7cc863ce"	"GB/T 15804"	"高梁蚜测报技术规范"	"2011/9/29 "	"2011/12/1 "	"国家标准"	"中华人民共和国国家质量监督检验检疫总局，中国国家标准化管理委员会"	"全国农业技术推广服务中心、辽宁省植保站。"	"姜玉英、曾娟、马辉、张万民。"	"本标准规定了高粱蚜系统调查、大田普查和预测方法等方面的技术内容。"	" "
"1289"	"ad1cd39c-d21f-4988-915b-2daf1d3f9e93"	"GB/T 18624"	"地理标志产品水井坊酒(含第1号修改单）"	"2007/9/19 "	"2008/5/1 0"	"国家标准"	"中华人民共和国国家质量监督检验检疫总局，中国国家标准化管理委员会"	"四川水井坊股份有限公司。"	"赖登烽、沈怡方、高月明、曾祖训、高景炎、杨明、范威。"	"本标准替代    GB  18624-2002  水井坊酒  （含第1号修改单，已作废）"	" "
"1290"	"ad67d972-d4b5-40b0-a6c3-86fb3e41b648"	"GB 29698-2013"	"食品安全国家标准 奶及奶制品中17β-雌二醇、雌三醇、炔雌醇多残留的测定 气相色谱-质谱法"	"2013/9/16 "	"2014/1/1 0"	"国家标准"	"中华人民共和国农业部,中华人民共和国国家卫生和计划生育委员会"	"未公开"	"未公开"	"本标准规定了奶及奶制品中雌激素类药物残留量检测的制样和气相色谱-质谱测定方法。"	" "
