"id"	"蛋氨酸"	"科名"	"角斑病指数"	"保存编号"	"品种名称"	"谷氨酸"	"播种期"	"缬氨酸"	"天冬氨酸"	"精氨酸"	"苏氨酸"	"丙氨酸"	"单株产量"	"总和"	"蚜害病级"	"异亮氨酸"	"炭疽病级"	"炭疽病指数"	"省"	"色氨酸"	"组氨酸"	"芽期抗寒"	"分枝数"	"样品类型"	"总淀粉"	"角斑病评价"	"东经"	"百粒重"	"属名"	"统一编号"	"芽期抗旱"	"学名"	"蚜害病指数"	"苯丙氨酸"	"熟期抗旱"	"支链淀粉"	"粒形"	"花色"	"粗脂肪"	"成熟期"	"粗蛋白"	"结荚习性"	"北纬"	"亮氨酸"	"库编号"	"生长习性"	"保存单位"	"原产地"	"备注"	"甘氨酸"	"单荚粒数"	"蚜害病评价"	"胱氨酸"	"直链淀粉"	"单株荚数"	"粒色"	"酩氨酸"	"脯氨酸"	"赖氨酸"	"荚长"	"株高"	"角斑病级"	"丝氨酸"	"译名"	"高程"	"荚色"	"种子来源"	"炭疽病评价"	"全生育日数"
"648"	"--"	"Leguminosae(豆科)"	"--"	"F226"	"菜豆"	"--"	"5.09"	"--"	"--"	"--"	"--"	"--"	"12.0"	"--"	"--"	"--"	"--"	"--"	"内蒙古"	"--"	"--"	"--"	"3.1"	"地方"	"--"	"--"	"11140"	"33.8"	"Phaseolus(菜豆属)"	"F0003511"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"紫红"	"--"	"8.23"	"--"	"有限"	"4050"	"--"	"I2K02960"	"直立"	"内蒙古自治区农业科学院原子能农业应用研究所"	"内蒙古农科院"	"--"	"--"	"4.3"	"--"	"--"	"--"	"8.2"	"黑"	"--"	"--"	"--"	"14.7"	"39.1"	"--"	"--"	"CAI DOU"	"--"	"黄白"	"--"	"--"	"106"
"649"	"--"	"Leguminosae(豆科)"	"--"	"F225"	"灰连豆"	"--"	"5.09"	"--"	"--"	"--"	"--"	"--"	"23.2"	"--"	"--"	"--"	"--"	"--"	"内蒙古"	"--"	"--"	"--"	"1.6"	"地方"	"--"	"--"	"11002"	"22.2"	"Phaseolus(菜豆属)"	"F0003512"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"紫"	"--"	"9.03"	"--"	"无限"	"4102"	"--"	"I2K02961"	"蔓生"	"内蒙古自治区农业科学院原子能农业应用研究所"	"固阳县"	"--"	"--"	"4.3"	"--"	"--"	"--"	"24.3"	"黑"	"--"	"--"	"--"	"28.1"	"255.0"	"--"	"--"	"HUI LIAN DOU"	"--"	"黄白"	"--"	"--"	"117"
"650"	"--"	"Leguminosae(豆科)"	"--"	"F244"	"黑芸豆"	"--"	"5.09"	"--"	"--"	"--"	"--"	"--"	"13.2"	"--"	"--"	"--"	"--"	"--"	"内蒙古"	"--"	"--"	"--"	"1.4"	"地方"	"--"	"--"	"11310"	"31.6"	"Phaseolus(菜豆属)"	"F0003513"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"紫红"	"--"	"8.22"	"--"	"有限"	"4027"	"--"	"I2K02962"	"直立"	"内蒙古自治区农业科学院原子能农业应用研究所"	"丰镇市"	"--"	"--"	"4.4"	"--"	"--"	"--"	"9.6"	"黑"	"--"	"--"	"--"	"12.7"	"30.2"	"--"	"--"	"HEI YUN DOU"	"--"	"黄白"	"--"	"--"	"105"
"651"	"--"	"Leguminosae(豆科)"	"--"	"F218"	"黑连豆"	"--"	"5.09"	"--"	"--"	"--"	"--"	"--"	"33.6"	"--"	"--"	"--"	"--"	"--"	"内蒙古"	"--"	"--"	"--"	"1.9"	"地方"	"--"	"--"	"11230"	"33.7"	"Phaseolus(菜豆属)"	"F0003514"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"紫"	"--"	"9.15"	"--"	"无限"	"4032"	"--"	"I2K02963"	"蔓生"	"内蒙古自治区农业科学院原子能农业应用研究所"	"凉城县"	"--"	"--"	"4.2"	"--"	"--"	"--"	"23.7"	"黑"	"--"	"--"	"--"	"10.5"	"250.0"	"--"	"--"	"HEI LIAN DOU"	"--"	"黄白"	"--"	"--"	"129"
"652"	"--"	"Leguminosae(豆科)"	"--"	"F248"	"黑芸豆"	"--"	"5.09"	"--"	"--"	"--"	"--"	"--"	"37.4"	"--"	"--"	"--"	"--"	"--"	"内蒙古"	"--"	"--"	"--"	"2.4"	"地方"	"--"	"--"	"11230"	"35.3"	"Phaseolus(菜豆属)"	"F0003515"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"紫"	"--"	"9.14"	"--"	"无限"	"4032"	"--"	"--"	"蔓生"	"内蒙古自治区农业科学院原子能农业应用研究所"	"凉城县"	"--"	"--"	"5.0"	"--"	"--"	"--"	"21.2"	"黑"	"--"	"--"	"--"	"10.4"	"230.0"	"--"	"--"	"HEI YUN DOU"	"--"	"黄白"	"--"	"--"	"128"
"653"	"--"	"Leguminosae(豆科)"	"--"	"F221"	"黑菜豆"	"--"	"5.09"	"--"	"--"	"--"	"--"	"--"	"43.9"	"--"	"--"	"--"	"--"	"--"	"内蒙古"	"--"	"--"	"--"	"2.8"	"地方"	"--"	"--"	"11400"	"36.1"	"Phaseolus(菜豆属)"	"F0003516"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"紫"	"--"	"9.20"	"--"	"无限"	"4154"	"--"	"I2K02964"	"蔓生"	"内蒙古自治区农业科学院原子能农业应用研究所"	"化德县"	"--"	"--"	"4.9"	"--"	"--"	"--"	"24.8"	"黑"	"--"	"--"	"--"	"10.4"	"257.5"	"--"	"--"	"HEI CAI DOU"	"--"	"黄白"	"--"	"--"	"134"
"654"	"--"	"Leguminosae(豆科)"	"--"	"F234"	"花芸豆"	"--"	"5.09"	"--"	"--"	"--"	"--"	"--"	"17.0"	"--"	"--"	"--"	"--"	"--"	"内蒙古"	"--"	"--"	"--"	"2.9"	"地方"	"--"	"--"	"11140"	"36.5"	"Phaseolus(菜豆属)"	"F0003517"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"紫"	"--"	"8.24"	"--"	"有限"	"4050"	"--"	"I2K02965"	"直立"	"内蒙古自治区农业科学院原子能农业应用研究所"	"内蒙古农科院"	"--"	"--"	"3.6"	"--"	"--"	"--"	"12.9"	"花纹"	"--"	"--"	"--"	"13.1"	"37.0"	"--"	"--"	"HUA YUN DOU"	"--"	"黄白"	"--"	"--"	"107"
"655"	"--"	"Leguminosae(豆科)"	"--"	"F227"	"花连豆"	"--"	"5.09"	"--"	"--"	"--"	"--"	"--"	"25.5"	"--"	"--"	"--"	"--"	"--"	"内蒙古"	"--"	"--"	"--"	"2.9"	"地方"	"--"	"--"	"11141"	"30.1"	"Phaseolus(菜豆属)"	"F0003518"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"紫"	"--"	"9.22"	"--"	"无限"	"3958"	"--"	"I2K02966"	"蔓生"	"内蒙古自治区农业科学院原子能农业应用研究所"	"清水河县"	"--"	"--"	"5.4"	"--"	"--"	"--"	"15.7"	"花纹"	"--"	"--"	"--"	"9.8"	"252.5"	"--"	"--"	"HUA LIAN DOU"	"--"	"浅褐"	"--"	"--"	"136"
"656"	"--"	"Leguminosae(豆科)"	"--"	"F246"	"花菜豆"	"--"	"5.09"	"--"	"--"	"--"	"--"	"--"	"14.5"	"--"	"--"	"--"	"--"	"--"	"内蒙古"	"--"	"--"	"--"	"1.4"	"地方"	"--"	"--"	"11310"	"36.2"	"Phaseolus(菜豆属)"	"F0003519"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"紫红"	"--"	"8.22"	"--"	"有限"	"4027"	"--"	"I2K02967"	"直立"	"内蒙古自治区农业科学院原子能农业应用研究所"	"丰镇市"	"--"	"--"	"4.2"	"--"	"--"	"--"	"9.5"	"花纹"	"--"	"--"	"--"	"12.1"	"38.2"	"--"	"--"	"HUA CAI DOU"	"--"	"黄白"	"--"	"--"	"105"
"657"	"--"	"Leguminosae(豆科)"	"--"	"F219"	"花连豆"	"--"	"5.09"	"--"	"--"	"--"	"--"	"--"	"22.5"	"--"	"--"	"--"	"--"	"--"	"内蒙古"	"--"	"--"	"--"	"3.7"	"地方"	"--"	"--"	"11140"	"37.6"	"Phaseolus(菜豆属)"	"F0003520"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"淡紫"	"--"	"9.15"	"--"	"无限"	"4050"	"--"	"I2K02968"	"蔓生"	"内蒙古自治区农业科学院原子能农业应用研究所"	"内蒙古农科院"	"--"	"--"	"3.6"	"--"	"--"	"--"	"16.6"	"花斑"	"--"	"--"	"--"	"10.4"	"109.5"	"--"	"--"	"HUA LIAN DOU"	"--"	"黄白"	"--"	"--"	"129"
"658"	"--"	"Leguminosae(豆科)"	"--"	"F220"	"菜豆"	"--"	"5.09"	"--"	"--"	"--"	"--"	"--"	"23.4"	"--"	"--"	"--"	"--"	"--"	"内蒙古"	"--"	"--"	"--"	"3.0"	"地方"	"--"	"--"	"11140"	"28.7"	"Phaseolus(菜豆属)"	"F0003521"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"紫"	"--"	"9.12"	"--"	"无限"	"4050"	"--"	"I2K02969"	"蔓生"	"内蒙古自治区农业科学院原子能农业应用研究所"	"内蒙古农科院"	"--"	"--"	"3.9"	"--"	"--"	"--"	"20.9"	"花斑"	"--"	"--"	"--"	"9.5"	"147.8"	"--"	"--"	"CAI DOU"	"--"	"黄白"	"--"	"--"	"126"
"659"	"--"	"Leguminosae(豆科)"	"--"	"F222"	"狸菜豆"	"--"	"5.09"	"--"	"--"	"--"	"--"	"--"	"42.5"	"--"	"--"	"--"	"--"	"--"	"内蒙古"	"--"	"--"	"--"	"2.0"	"地方"	"--"	"--"	"11140"	"34.8"	"Phaseolus(菜豆属)"	"F0003522"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"紫"	"--"	"9.07"	"--"	"无限"	"4050"	"--"	"I2K02970"	"蔓生"	"内蒙古自治区农业科学院原子能农业应用研究所"	"内蒙古农科院"	"--"	"--"	"5.2"	"--"	"--"	"--"	"23.5"	"花斑"	"--"	"--"	"--"	"10.5"	"270.0"	"--"	"--"	"LI CAI DOU"	"--"	"黄白"	"--"	"--"	"121"
"660"	"--"	"Leguminosae(豆科)"	"--"	"F224"	"花菜豆"	"--"	"5.09"	"--"	"--"	"--"	"--"	"--"	"24.7"	"--"	"--"	"--"	"--"	"--"	"内蒙古"	"--"	"--"	"--"	"3.0"	"地方"	"--"	"--"	"11140"	"37.2"	"Phaseolus(菜豆属)"	"F0003523"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"紫"	"--"	"9.05"	"--"	"无限"	"4050"	"--"	"I2K02971"	"蔓生"	"内蒙古自治区农业科学院原子能农业应用研究所"	"内蒙古农科院"	"--"	"--"	"3.9"	"--"	"--"	"--"	"17.1"	"花斑"	"--"	"--"	"--"	"11.6"	"250.0"	"--"	"--"	"HUA CAI DOU"	"--"	"黄白"	"--"	"--"	"119"
"661"	"--"	"Leguminosae(豆科)"	"--"	"F233"	"花雀蛋"	"--"	"5.09"	"--"	"--"	"--"	"--"	"--"	"57.0"	"--"	"--"	"--"	"--"	"--"	"内蒙古"	"--"	"--"	"--"	"3.0"	"地方"	"--"	"--"	"11140"	"67.7"	"Phaseolus(菜豆属)"	"F0003524"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"紫"	"--"	"9.18"	"--"	"无限"	"4050"	"--"	"I2K02972"	"蔓生"	"内蒙古自治区农业科学院原子能农业应用研究所"	"内蒙古农科院"	"--"	"--"	"3.3"	"--"	"--"	"--"	"25.5"	"花斑"	"--"	"--"	"--"	"9.0"	"220.0"	"--"	"--"	"HUA QUE DAN"	"--"	"褐"	"--"	"--"	"132"
"662"	"--"	"Leguminosae(豆科)"	"--"	"F238"	"花菜豆"	"--"	"5.09"	"--"	"--"	"--"	"--"	"--"	"12.6"	"--"	"--"	"--"	"--"	"--"	"内蒙古"	"--"	"--"	"--"	"3.5"	"地方"	"--"	"--"	"11140"	"36.4"	"Phaseolus(菜豆属)"	"F0003525"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"淡紫"	"--"	"9.24"	"--"	"有限"	"4050"	"--"	"I2K02973"	"直立"	"内蒙古自治区农业科学院原子能农业应用研究所"	"内蒙古农科院"	"--"	"--"	"3.7"	"--"	"--"	"--"	"9.3"	"花斑"	"--"	"--"	"--"	"12.1"	"37.3"	"--"	"--"	"HUA CAI DOU"	"--"	"黄白"	"--"	"--"	"107"
"663"	"--"	"Leguminosae(豆科)"	"--"	"F217"	"菜豆"	"--"	"5.09"	"--"	"--"	"--"	"--"	"--"	"14.3"	"--"	"--"	"--"	"--"	"--"	"内蒙古"	"--"	"--"	"--"	"1.8"	"地方"	"--"	"--"	"11140"	"33.8"	"Phaseolus(菜豆属)"	"F0003526"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"紫"	"--"	"9.25"	"--"	"无限"	"4050"	"--"	"I2K02974"	"蔓生"	"内蒙古自治区农业科学院原子能农业应用研究所"	"呼和浩特市郊区"	"--"	"--"	"4.5"	"--"	"--"	"--"	"9.4"	"花斑"	"--"	"--"	"--"	"6.8"	"218.8"	"--"	"--"	"CAI DOU"	"--"	"花纹"	"--"	"--"	"139"
"664"	"--"	"Leguminosae(豆科)"	"--"	"F229"	"罗纹豆"	"--"	"5.09"	"--"	"--"	"--"	"--"	"--"	"30.9"	"--"	"--"	"--"	"--"	"--"	"内蒙古"	"--"	"--"	"--"	"2.4"	"地方"	"--"	"--"	"11230"	"28.9"	"Phaseolus(菜豆属)"	"F0003527"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"紫"	"--"	"9.27"	"--"	"无限"	"4032"	"--"	"I2K02975"	"蔓生"	"内蒙古自治区农业科学院原子能农业应用研究所"	"凉城县"	"--"	"--"	"4.8"	"--"	"--"	"--"	"22.3"	"花斑"	"--"	"--"	"--"	"9.5"	"218.8"	"--"	"--"	"LUO WEN DOU"	"--"	"浅褐"	"--"	"--"	"141"
"665"	"--"	"Leguminosae(豆科)"	"--"	"F230"	"连豆"	"--"	"5.09"	"--"	"--"	"--"	"--"	"--"	"27.9"	"--"	"--"	"--"	"--"	"--"	"内蒙古"	"--"	"--"	"--"	"3.0"	"地方"	"--"	"--"	"11230"	"37.0"	"Phaseolus(菜豆属)"	"F0003528"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"紫"	"--"	"9.22"	"--"	"无限"	"4032"	"--"	"I2K02976"	"蔓生"	"内蒙古自治区农业科学院原子能农业应用研究所"	"凉城县"	"--"	"--"	"3.1"	"--"	"--"	"--"	"24.3"	"花斑"	"--"	"--"	"--"	"9.3"	"216.7"	"--"	"--"	"LIAN DOU"	"--"	"浅褐"	"--"	"--"	"136"
"666"	"--"	"Leguminosae(豆科)"	"--"	"F240"	"花芸豆"	"--"	"5.09"	"--"	"--"	"--"	"--"	"--"	"44.7"	"--"	"--"	"--"	"--"	"--"	"内蒙古"	"--"	"--"	"--"	"2.7"	"地方"	"--"	"--"	"11400"	"40.0"	"Phaseolus(菜豆属)"	"F0003529"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"紫"	"--"	"9.20"	"--"	"无限"	"4154"	"--"	"I2K02977"	"蔓生"	"内蒙古自治区农业科学院原子能农业应用研究所"	"化德县"	"--"	"--"	"4.5"	"--"	"--"	"--"	"24.8"	"花斑"	"--"	"--"	"--"	"10.3"	"255.0"	"--"	"--"	"HUA YUN DOU"	"--"	"黄白"	"--"	"--"	"134"
"667"	"--"	"Leguminosae(豆科)"	"--"	"3259"	"白苏粒豆"	"--"	"5.14"	"--"	"--"	"--"	"--"	"--"	"18.8"	"--"	"--"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"2.2"	"地方"	"--"	"--"	"12658"	"57.6"	"Phaseolus(菜豆属)"	"F0003530"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"卵圆"	"白"	"--"	"9.03"	"--"	"无限"	"4726"	"--"	"--"	"蔓生"	"黑龙江省农业科学院品种资源研究室"	"海伦"	"--"	"--"	"3.1"	"--"	"--"	"--"	"11.0"	"白"	"--"	"--"	"--"	"9.6"	"187.0"	"--"	"--"	"BAI SU LI DOU"	"239"	"黄白"	"--"	"--"	"112"
"668"	"--"	"Leguminosae(豆科)"	"--"	"3250"	"白苏粒豆"	"--"	"5.14"	"--"	"--"	"--"	"--"	"--"	"15.6"	"--"	"--"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"1.8"	"地方"	"--"	"--"	"12600"	"36.6"	"Phaseolus(菜豆属)"	"F0003531"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"卵圆"	"浅紫"	"--"	"8.12"	"--"	"有限"	"4900"	"--"	"--"	"直立"	"黑龙江省农业科学院品种资源研究室"	"大兴安岭"	"--"	"--"	"3.9"	"--"	"--"	"--"	"11.2"	"白"	"--"	"--"	"--"	"9.5"	"29.0"	"--"	"--"	"BAI SU LI DOU"	"--"	"黄白"	"--"	"--"	"90"
"669"	"--"	"Leguminosae(豆科)"	"--"	"3252"	"长白芸豆"	"--"	"5.14"	"--"	"--"	"--"	"--"	"--"	"7.0"	"--"	"--"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"1.6"	"地方"	"--"	"--"	"12600"	"24.6"	"Phaseolus(菜豆属)"	"F0003532"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"白"	"--"	"8.10"	"--"	"有限"	"4900"	"--"	"--"	"直立"	"黑龙江省农业科学院品种资源研究室"	"大兴安岭"	"--"	"--"	"4.3"	"--"	"--"	"--"	"6.6"	"白"	"--"	"--"	"--"	"8.8"	"25.0"	"--"	"--"	"CHANG BAI YUN DOU"	"--"	"黄白"	"--"	"--"	"88"
"670"	"--"	"Leguminosae(豆科)"	"--"	"3253"	"白沙克沙"	"--"	"5.14"	"--"	"--"	"--"	"--"	"--"	"10.4"	"--"	"--"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"1.8"	"地方"	"--"	"--"	"12600"	"26.0"	"Phaseolus(菜豆属)"	"F0003533"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"白"	"--"	"8.10"	"--"	"有限"	"4900"	"--"	"--"	"直立"	"黑龙江省农业科学院品种资源研究室"	"大兴安岭"	"--"	"--"	"3.9"	"--"	"--"	"--"	"11.4"	"白"	"--"	"--"	"--"	"8.1"	"32.0"	"--"	"--"	"BAI SHA KE SHA"	"--"	"黄白"	"--"	"--"	"88"
"671"	"--"	"Leguminosae(豆科)"	"--"	"3236"	"菜豆"	"--"	"5.14"	"--"	"--"	"--"	"--"	"--"	"17.5"	"--"	"--"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"2.0"	"地方"	"--"	"--"	"12658"	"44.8"	"Phaseolus(菜豆属)"	"F0003534"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"白"	"--"	"8.31"	"--"	"无限"	"4726"	"--"	"--"	"蔓生"	"黑龙江省农业科学院品种资源研究室"	"海伦"	"--"	"--"	"4.9"	"--"	"--"	"--"	"8.0"	"红"	"--"	"--"	"--"	"13.2"	"200.0"	"--"	"--"	"CAI DOU"	"239"	"黄白"	"--"	"--"	"109"
"672"	"--"	"Leguminosae(豆科)"	"--"	"3260"	"苏粒豆"	"--"	"5.14"	"--"	"--"	"--"	"--"	"--"	"64.5"	"--"	"--"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"4.0"	"地方"	"--"	"--"	"12658"	"37.6"	"Phaseolus(菜豆属)"	"F0003535"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"卵圆"	"浅紫"	"--"	"9.10"	"--"	"无限"	"4726"	"--"	"--"	"半蔓生"	"黑龙江省农业科学院品种资源研究室"	"海伦"	"--"	"--"	"3.6"	"--"	"--"	"--"	"49.0"	"黄"	"--"	"--"	"--"	"8.2"	"103.0"	"--"	"--"	"SU LI DOU"	"239"	"黄白"	"--"	"--"	"119"
"673"	"--"	"Leguminosae(豆科)"	"--"	"3255"	"毛毛豆"	"--"	"5.14"	"--"	"--"	"--"	"--"	"--"	"23.0"	"--"	"--"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"2.6"	"地方"	"--"	"--"	"12658"	"23.0"	"Phaseolus(菜豆属)"	"F0003536"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"紫"	"--"	"8.31"	"--"	"无限"	"4726"	"--"	"--"	"半蔓生"	"黑龙江省农业科学院品种资源研究室"	"永源"	"--"	"--"	"5.8"	"--"	"--"	"--"	"17.0"	"褐"	"--"	"--"	"--"	"10.2"	"116.0"	"--"	"--"	"MAO MAO DOU"	"239"	"浅褐"	"--"	"--"	"109"
"674"	"--"	"Leguminosae(豆科)"	"--"	"3239"	"黑菜豆"	"--"	"5.14"	"--"	"--"	"--"	"--"	"--"	"60.1"	"--"	"--"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"1.2"	"地方"	"--"	"--"	"12658"	"48.0"	"Phaseolus(菜豆属)"	"F0003537"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"卵圆"	"紫"	"--"	"8.31"	"--"	"无限"	"4726"	"--"	"--"	"蔓生"	"黑龙江省农业科学院品种资源研究室"	"海伦"	"--"	"--"	"5.0"	"--"	"--"	"--"	"24.0"	"褐"	"--"	"--"	"--"	"9.2"	"202.0"	"--"	"--"	"HEI CAI DOU"	"239"	"黄白"	"--"	"--"	"109"
"675"	"--"	"Leguminosae(豆科)"	"--"	"3237"	"菜豆"	"--"	"5.14"	"--"	"--"	"--"	"--"	"--"	"18.5"	"--"	"--"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"1.2"	"地方"	"--"	"--"	"12658"	"77.2"	"Phaseolus(菜豆属)"	"F0003538"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"白"	"--"	"8.31"	"--"	"无限"	"4726"	"--"	"--"	"蔓生"	"黑龙江省农业科学院品种资源研究室"	"海伦"	"--"	"--"	"2.7"	"--"	"--"	"--"	"9.0"	"花纹"	"--"	"--"	"--"	"9.6"	"189.0"	"--"	"--"	"CAI DOU"	"239"	"黄白"	"--"	"--"	"109"
"676"	"--"	"Leguminosae(豆科)"	"--"	"3243"	"菜豆"	"--"	"5.14"	"--"	"--"	"--"	"--"	"--"	"13.7"	"--"	"--"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"2.2"	"地方"	"--"	"--"	"12600"	"47.5"	"Phaseolus(菜豆属)"	"F0003539"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"紫"	"--"	"8.31"	"--"	"无限"	"4900"	"--"	"--"	"蔓生"	"黑龙江省农业科学院品种资源研究室"	"大兴安岭"	"--"	"--"	"3.4"	"--"	"--"	"--"	"10.0"	"花纹"	"--"	"--"	"--"	"8.7"	"174.0"	"--"	"--"	"CAI DOU"	"--"	"浅褐"	"--"	"--"	"109"
"677"	"--"	"Leguminosae(豆科)"	"--"	"3256"	"菜豆"	"--"	"5.14"	"--"	"--"	"--"	"--"	"--"	"21.1"	"--"	"--"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"2.2"	"地方"	"--"	"--"	"12658"	"36.0"	"Phaseolus(菜豆属)"	"F0003540"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"白"	"--"	"8.25"	"--"	"无限"	"4726"	"--"	"--"	"半蔓生"	"黑龙江省农业科学院品种资源研究室"	"永源"	"--"	"--"	"5.3"	"--"	"--"	"--"	"11.0"	"花斑"	"--"	"--"	"--"	"12.4"	"79.0"	"--"	"--"	"CAI DOU"	"239"	"黄白"	"--"	"--"	"103"
"678"	"--"	"Leguminosae(豆科)"	"--"	"3238"	"菜豆"	"--"	"5.14"	"--"	"--"	"--"	"--"	"--"	"25.0"	"--"	"--"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"1.6"	"地方"	"--"	"--"	"12658"	"62.0"	"Phaseolus(菜豆属)"	"F0003541"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"白"	"--"	"9.10"	"--"	"无限"	"4726"	"--"	"--"	"蔓生"	"黑龙江省农业科学院品种资源研究室"	"海伦"	"--"	"--"	"2.9"	"--"	"--"	"--"	"14.0"	"花斑"	"--"	"--"	"--"	"10.0"	"204.0"	"--"	"--"	"CAI DOU"	"239"	"浅褐"	"--"	"--"	"119"
"679"	"--"	"Leguminosae(豆科)"	"--"	"3241"	"大马掌"	"--"	"5.14"	"--"	"--"	"--"	"--"	"--"	"29.7"	"--"	"--"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"0.4"	"地方"	"--"	"--"	"12658"	"84.8"	"Phaseolus(菜豆属)"	"F0003542"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"椭圆"	"紫"	"--"	"9.10"	"--"	"无限"	"4726"	"--"	"--"	"蔓生"	"黑龙江省农业科学院品种资源研究室"	"海伦"	"--"	"--"	"4.0"	"--"	"--"	"--"	"9.0"	"花斑"	"--"	"--"	"--"	"10.6"	"180.0"	"--"	"--"	"DA MA ZHANG"	"239"	"浅褐"	"--"	"--"	"119"
"680"	"--"	"Leguminosae(豆科)"	"12.6"	"01238"	"二季豆"	"--"	"4.23"	"--"	"--"	"--"	"--"	"--"	"35.0"	"--"	"9"	"--"	"7-9"	"80.8"	"贵州"	"--"	"--"	"4"	"3.0"	"地方"	"45.32"	"MR"	"10646"	"47.4"	"Phaseolus(菜豆属)"	"F0002971"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"肾形"	"紫"	"--"	"7.31"	"20.46"	"无限"	"2638"	"--"	"--"	"蔓生"	"贵州省贵阳市农科所"	"白云"	"--"	"--"	"8.4"	"HS"	"--"	"13.29"	"13.4"	"黑"	"--"	"--"	"--"	"25.0"	"235.0"	"1-3"	"--"	"ER JI DOU"	"1050"	"褐"	"--"	"HS"	"100"
