"id"	"蛋氨酸"	"科名"	"角斑病指数"	"保存编号"	"品种名称"	"谷氨酸"	"播种期"	"缬氨酸"	"天冬氨酸"	"精氨酸"	"苏氨酸"	"丙氨酸"	"单株产量"	"总和"	"蚜害病级"	"异亮氨酸"	"炭疽病级"	"炭疽病指数"	"省"	"色氨酸"	"组氨酸"	"芽期抗寒"	"分枝数"	"样品类型"	"总淀粉"	"角斑病评价"	"东经"	"百粒重"	"属名"	"统一编号"	"芽期抗旱"	"学名"	"蚜害病指数"	"苯丙氨酸"	"熟期抗旱"	"支链淀粉"	"粒形"	"花色"	"粗脂肪"	"成熟期"	"粗蛋白"	"结荚习性"	"北纬"	"亮氨酸"	"库编号"	"生长习性"	"保存单位"	"原产地"	"备注"	"甘氨酸"	"单荚粒数"	"蚜害病评价"	"胱氨酸"	"直链淀粉"	"单株荚数"	"粒色"	"酩氨酸"	"脯氨酸"	"赖氨酸"	"荚长"	"株高"	"角斑病级"	"丝氨酸"	"译名"	"高程"	"荚色"	"种子来源"	"炭疽病评价"	"全生育日数"
"32"	"--"	"Leguminosae(豆科)"	"--"	"2449"	"紫白花豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"23.6"	"--"	"--"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"2.0"	"地方"	"50.19"	"--"	"12727"	"50.3"	"Phaseolus(菜豆属)"	"F0000407"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"36.65"	"肾形"	"白"	"0.95"	"8.07"	"22.95"	"有限"	"5015"	"--"	"I2K01121"	"直立"	"黑龙江省农科院"	"爱辉"	"--"	"--"	"4.0"	"--"	"--"	"13.54"	"13.2"	"双色"	"--"	"--"	"--"	"10.3"	"37.0"	"--"	"--"	"ZI BAI HUA DOU"	"--"	"白"	"--"	"--"	"101"
"33"	"--"	"Leguminosae(豆科)"	"--"	"2451"	"红眉豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"23.2"	"--"	"9"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"3.2"	"地方"	"47.52"	"--"	"12727"	"33.3"	"Phaseolus(菜豆属)"	"F0000408"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"69.7"	"--"	"--"	"35.62"	"肾形"	"白"	"1.68"	"8.07"	"23.23"	"有限"	"5015"	"--"	"I2K01122"	"直立"	"黑龙江省农科院"	"爱辉"	"--"	"--"	"4.0"	"HS"	"--"	"11.90"	"21.0"	"双色"	"--"	"--"	"--"	"10.0"	"42.2"	"--"	"--"	"HONG MEI DOU"	"--"	"白"	"--"	"--"	"101"
"34"	"0.17"	"Leguminosae(豆科)"	"68.9"	"2458"	"大花饭豆"	"4.38"	"4.28"	"1.71"	"3.02"	"1.60"	"1.03"	"1.04"	"19.0"	"24.30"	"9"	"1.36"	"1-5"	"30.4"	"黑龙江"	"0.14"	"0.26"	"--"	"3.2"	"地方"	"48.68"	"S"	"12513"	"50.0"	"Phaseolus(菜豆属)"	"F0000409"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"65.2"	"1.52"	"--"	"38.18"	"肾形"	"浅红"	"1.52"	"8.10"	"22.41"	"有限"	"4910"	"2.20"	"I2K01467"	"直立"	"黑龙江省农科院"	"嫩江"	"--"	"0.94"	"4.0"	"HS"	"0.30"	"10.50"	"13.4"	"双色"	"0.61"	"0.82"	"1.78"	"8.8"	"39.2"	"7"	"1.43"	"DA HUA FAN DOU"	"225"	"白"	"--"	"MR"	"104"
"35"	"--"	"Leguminosae(豆科)"	"--"	"2461"	"花白豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"5.8"	"--"	"--"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"2.6"	"地方"	"46.47"	"--"	"12513"	"30.3"	"Phaseolus(菜豆属)"	"F0000410"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"35.65"	"肾形"	"白"	"1.53"	"8.07"	"23.05"	"有限"	"4910"	"--"	"I2K01123"	"直立"	"黑龙江省农科院"	"嫩江"	"--"	"--"	"4.0"	"--"	"--"	"10.82"	"10.2"	"双色"	"--"	"--"	"--"	"9.7"	"42.4"	"--"	"--"	"HUA BAI DOU"	"225"	"白"	"--"	"--"	"101"
"36"	"--"	"Leguminosae(豆科)"	"--"	"2462"	"花腰豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"24.0"	"--"	"--"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"3.2"	"地方"	"50.95"	"--"	"12513"	"33.0"	"Phaseolus(菜豆属)"	"F0000411"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"37.87"	"肾形"	"白"	"1.07"	"8.07"	"20.59"	"有限"	"4910"	"--"	"I2K01468"	"直立"	"黑龙江省农科院"	"嫩江"	"--"	"--"	"4.1"	"--"	"--"	"13.08"	"17.8"	"双色"	"--"	"--"	"--"	"11.1"	"43.6"	"--"	"--"	"HUA YAO DOU"	"225"	"白"	"--"	"--"	"101"
"37"	"--"	"Leguminosae(豆科)"	"--"	"2223"	"花腰豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"10.0"	"--"	"--"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"4.2"	"地方"	"44.07"	"--"	"12513"	"30.0"	"Phaseolus(菜豆属)"	"F0000412"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"32.37"	"肾形"	"白"	"1.15"	"8.02"	"22.73"	"有限"	"4910"	"--"	"I2K00502"	"直立"	"黑龙江省农科院"	"嫩江"	"--"	"--"	"4.0"	"--"	"--"	"11.70"	"10.4"	"双色"	"--"	"--"	"--"	"9.7"	"26.4"	"--"	"--"	"HUA YAO DOU"	"225"	"白"	"--"	"--"	"96"
"38"	"--"	"Leguminosae(豆科)"	"--"	"2237"	"花腰豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"17.8"	"--"	"9"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"3.0"	"地方"	"49.14"	"--"	"12450"	"29.0"	"Phaseolus(菜豆属)"	"F0000413"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"93.6"	"--"	"--"	"38.12"	"卵圆"	"白"	"1.62"	"8.08"	"21.29"	"有限"	"4711"	"--"	"I2K00013"	"直立"	"黑龙江省农科院"	"林甸"	"--"	"--"	"4.1"	"HS"	"--"	"11.02"	"15.0"	"双色"	"--"	"--"	"--"	"8.6"	"41.0"	"--"	"--"	"HUA YAO DOU"	"154"	"白"	"--"	"--"	"102"
"39"	"--"	"Leguminosae(豆科)"	"--"	"2241"	"蜜蜂"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"22.2"	"--"	"--"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"3.8"	"地方"	"43.95"	"--"	"12450"	"41.8"	"Phaseolus(菜豆属)"	"F0000414"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"32.47"	"肾形"	"浅红"	"1.19"	"8.10"	"25.57"	"有限"	"4711"	"--"	"I2K01469"	"直立"	"黑龙江省农科院"	"林甸"	"--"	"--"	"4.0"	"--"	"--"	"11.48"	"23.2"	"双色"	"--"	"--"	"--"	"6.7"	"34.6"	"--"	"--"	"MI FENG"	"154"	"黄"	"--"	"--"	"104"
"40"	"--"	"Leguminosae(豆科)"	"88.2"	"2466"	"花腰豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"7.4"	"--"	"9"	"--"	"3-5"	"37.8"	"黑龙江"	"--"	"--"	"--"	"2.4"	"地方"	"46.78"	"HS"	"12450"	"26.1"	"Phaseolus(菜豆属)"	"F0000415"	"4"	"Phaseolus vulgaris L.(普通菜豆)"	"72.7"	"--"	"3"	"36.22"	"肾形"	"白"	"1.40"	"8.13"	"24.24"	"有限"	"4711"	"--"	"I2K01470"	"半蔓生"	"黑龙江省农科院"	"林甸"	"--"	"--"	"3.9"	"HS"	"--"	"10.56"	"11.6"	"花斑"	"--"	"--"	"--"	"8.5"	"62.0"	"7-9"	"--"	"HUA YAO DOU"	"154"	"白"	"--"	"MR"	"107"
"41"	"--"	"Leguminosae(豆科)"	"100.0"	"2468"	"花脸芸豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"8.6"	"--"	"--"	"--"	"1"	"12.6"	"黑龙江"	"--"	"--"	"--"	"2.6"	"地方"	"--"	"HS"	"12450"	"27.3"	"Phaseolus(菜豆属)"	"F0000416"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"--"	"卵圆"	"白"	"--"	"8.10"	"--"	"有限"	"4711"	"--"	"I2K01471"	"半蔓生"	"黑龙江省农科院"	"林甸"	"--"	"--"	"3.9"	"--"	"--"	"--"	"11.2"	"双色"	"--"	"--"	"--"	"6.4"	"40.6"	"9"	"--"	"HUA LIAN YUN DOU"	"154"	"黄"	"--"	"R"	"104"
"42"	"--"	"Leguminosae(豆科)"	"--"	"2341"	"花芸豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"26.0"	"--"	"--"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"1.0"	"地方"	"46.49"	"--"	"12553"	"28.5"	"Phaseolus(菜豆属)"	"F0000417"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"34.49"	"椭圆"	"白"	"0.93"	"8.13"	"25.06"	"无限"	"4803"	"--"	"I2K00503"	"蔓生"	"黑龙江省农科院"	"克山"	"--"	"--"	"3.9"	"--"	"--"	"12.00"	"29.2"	"花斑"	"--"	"--"	"--"	"8.2"	"167.0"	"--"	"--"	"HUA YUN DOU"	"228"	"黄"	"--"	"--"	"107"
"43"	"--"	"Leguminosae(豆科)"	"64.4"	"2243"	"白花腰豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"12.2"	"--"	"7"	"--"	"3-5"	"46.7"	"黑龙江"	"--"	"--"	"--"	"2.6"	"地方"	"46.51"	"S"	"12311"	"38.5"	"Phaseolus(菜豆属)"	"F0000418"	"5"	"Phaseolus vulgaris L.(普通菜豆)"	"52.4"	"--"	"4"	"36.01"	"肾形"	"白"	"1.39"	"8.10"	"23.68"	"有限"	"4720"	"--"	"I2K01124"	"半蔓生"	"黑龙江省农科院"	"龙江"	"--"	"--"	"4.0"	"S"	"--"	"10.50"	"15.0"	"双色"	"--"	"--"	"--"	"7.5"	"68.2"	"5-7"	"--"	"BAI HUA YAO DOU"	"232"	"黄"	"--"	"MS"	"104"
"44"	"--"	"Leguminosae(豆科)"	"100.0"	"2256"	"毛毛豆"	"--"	"4.28"	"--"	"--"	"--"	"--"	"--"	"19.2"	"--"	"--"	"--"	"5-9"	"74.4"	"黑龙江"	"--"	"--"	"--"	"3.8"	"地方"	"46.05"	"HS"	"12311"	"29.4"	"Phaseolus(菜豆属)"	"F0000419"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"32.93"	"肾形"	"浅红"	"1.06"	"8.19"	"24.38"	"有限"	"4720"	"--"	"I2K01472"	"半蔓生"	"黑龙江省农科院"	"召东"	"--"	"--"	"4.0"	"--"	"--"	"13.12"	"22.8"	"双色"	"--"	"--"	"--"	"5.1"	"82.2"	"9"	"--"	"MAO MAO DOU"	"232"	"黑褐"	"--"	"S"	"113"
"45"	"--"	"Leguminosae(豆科)"	"100.0"	"公490"	"芸豆"	"--"	"5.07"	"--"	"--"	"--"	"--"	"--"	"16.0"	"--"	"--"	"--"	"9"	"100.0"	"吉林"	"--"	"--"	"--"	"5.8"	"地方"	"45.17"	"HS"	"12930"	"41.5"	"Phaseolus(菜豆属)"	"F0000500"	"5"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"3"	"33.67"	"肾形"	"浅紫"	"1.16"	"8.12"	"25.79"	"有限"	"4253"	"--"	"I2K01528"	"直立"	"吉林省农科院"	"延吉县"	"--"	"--"	"4.0"	"--"	"--"	"11.50"	"10.0"	"花纹"	"--"	"--"	"--"	"11.9"	"39.0"	"9"	"--"	"YUN DOU"	"174"	"黄白"	"--"	"HS"	"97"
"46"	"--"	"Leguminosae(豆科)"	"100.0"	"公498"	"饭大豆"	"--"	"5.07"	"--"	"--"	"--"	"--"	"--"	"63.0"	"--"	"7"	"--"	"7-9"	"94.1"	"吉林"	"--"	"--"	"--"	"5.6"	"地方"	"46.40"	"HS"	"12945"	"41.0"	"Phaseolus(菜豆属)"	"F0000501"	"3"	"Phaseolus vulgaris L.(普通菜豆)"	"55.0"	"--"	"3"	"35.92"	"肾形"	"紫"	"1.02"	"8.19"	"24.48"	"无限"	"4319"	"--"	"I2K00455"	"蔓生"	"吉林省农科院"	"汪清县"	"--"	"--"	"4.0"	"S"	"--"	"10.48"	"39.0"	"花纹"	"--"	"--"	"--"	"12.5"	"268.0"	"9"	"--"	"FAN DA DOU"	"240"	"黄白"	"--"	"HS"	"104"
"47"	"--"	"Leguminosae(豆科)"	"58.5"	"公504"	"饭豆"	"--"	"5.07"	"--"	"--"	"--"	"--"	"--"	"64.0"	"--"	"9"	"--"	"3-9"	"70.4"	"吉林"	"--"	"--"	"--"	"3.2"	"地方"	"40.77"	"MS"	"12900"	"43.3"	"Phaseolus(菜豆属)"	"F0000502"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"65.2"	"--"	"--"	"31.13"	"椭圆"	"浅紫"	"0.85"	"8.22"	"28.54"	"无限"	"4233"	"--"	"I2K01052"	"蔓生"	"吉林省农科院"	"和龙县"	"--"	"--"	"6.0"	"HS"	"--"	"9.64"	"25.0"	"花纹"	"--"	"--"	"--"	"15.0"	"281.0"	"5"	"--"	"FAN DOU"	"445"	"黄白"	"--"	"S"	"107"
"48"	"0.27"	"Leguminosae(豆科)"	"96.0"	"公479"	"无季豆"	"4.95"	"5.07"	"1.71"	"3.31"	"1.77"	"1.17"	"1.18"	"21.0"	"27.50"	"7"	"1.50"	"1-7"	"49.6"	"吉林"	"0.22"	"0.76"	"--"	"3.8"	"地方"	"49.41"	"HS"	"12900"	"19.1"	"Phaseolus(菜豆属)"	"F0000503"	"3"	"Phaseolus vulgaris L.(普通菜豆)"	"42.7"	"1.67"	"3"	"37.39"	"肾形"	"紫"	"1.08"	"8.22"	"22.72"	"无限"	"4233"	"2.41"	"I2K00456"	"蔓生"	"吉林省农科院"	"和龙县"	"--"	"1.08"	"5.0"	"S"	"0.42"	"12.02"	"23.0"	"花纹"	"0.61"	"0.89"	"2.01"	"9.3"	"300.0"	"9"	"1.52"	"WU JI DOU"	"445"	"黄白"	"--"	"MS"	"107"
"49"	"--"	"Leguminosae(豆科)"	"77.8"	"公477"	"菜豆"	"--"	"5.07"	"--"	"--"	"--"	"--"	"--"	"36.0"	"--"	"9"	"--"	"3-7"	"54.1"	"吉林"	"--"	"--"	"--"	"3.2"	"地方"	"48.11"	"S"	"12900"	"44.5"	"Phaseolus(菜豆属)"	"F0000504"	"5"	"Phaseolus vulgaris L.(普通菜豆)"	"87.6"	"--"	"3"	"34.15"	"肾形"	"浅紫"	"1.03"	"8.17"	"23.01"	"有限"	"4233"	"--"	"I2K01529"	"直立"	"吉林省农科院"	"和龙县"	"--"	"--"	"3.6"	"HS"	"--"	"13.96"	"23.0"	"花纹"	"--"	"--"	"--"	"11.3"	"52.0"	"7"	"--"	"CAI DOU"	"445"	"黄白"	"--"	"MS"	"102"
"50"	"--"	"Leguminosae(豆科)"	"100.0"	"公491"	"饭豆"	"--"	"5.07"	"--"	"--"	"--"	"--"	"--"	"15.0"	"--"	"--"	"--"	"7-9"	"97.0"	"吉林"	"--"	"--"	"--"	"4.2"	"地方"	"47.66"	"HS"	"12855"	"43.5"	"Phaseolus(菜豆属)"	"F0000505"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"--"	"35.58"	"肾形"	"浅紫"	"1.28"	"8.17"	"24.30"	"无限"	"4307"	"--"	"I2K01530"	"直立"	"吉林省农科院"	"安图县"	"--"	"--"	"3.3"	"--"	"--"	"12.08"	"11.0"	"花纹"	"--"	"--"	"--"	"10.8"	"32.0"	"9"	"--"	"FAN DOU"	"360"	"黄白"	"--"	"HS"	"102"
"51"	"--"	"Leguminosae(豆科)"	"100.0"	"公485"	"六月豆"	"--"	"5.07"	"--"	"--"	"--"	"--"	"--"	"30.0"	"--"	"9"	"--"	"9"	"98.5"	"吉林"	"--"	"--"	"--"	"3.8"	"地方"	"49.84"	"HS"	"13021"	"32.5"	"Phaseolus(菜豆属)"	"F0000506"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"97.4"	"--"	"--"	"37.24"	"椭圆"	"紫"	"1.04"	"8.19"	"23.67"	"有限"	"4252"	"--"	"I2K01651"	"直立"	"吉林省农科院"	"珲春县"	"--"	"--"	"5.0"	"HS"	"--"	"12.60"	"19.0"	"花纹"	"--"	"--"	"--"	"8.4"	"35.0"	"9"	"--"	"LIU YUE DOU"	"40"	"黄白"	"--"	"HS"	"104"
"52"	"--"	"Leguminosae(豆科)"	"67.4"	"公493"	"饭豆"	"--"	"5.07"	"--"	"--"	"--"	"--"	"--"	"44.0"	"--"	"--"	"--"	"9"	"98.5"	"吉林"	"--"	"--"	"--"	"7.4"	"地方"	"46.89"	"S"	"12419"	"35.2"	"Phaseolus(菜豆属)"	"F0000507"	"5"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"3"	"36.55"	"肾形"	"白"	"0.88"	"8.12"	"23.67"	"有限"	"4318"	"--"	"I2K01531"	"直立"	"吉林省农科院"	"梨树县"	"--"	"--"	"5.0"	"--"	"--"	"10.34"	"25.0"	"花斑"	"--"	"--"	"--"	"11.7"	"40.0"	"7"	"--"	"FAN DOU"	"165"	"黄白"	"--"	"HS"	"97"
"53"	"--"	"Leguminosae(豆科)"	"--"	"公507"	"饭豆"	"--"	"5.07"	"--"	"--"	"--"	"--"	"--"	"57.0"	"--"	"9"	"--"	"--"	"--"	"吉林"	"--"	"--"	"--"	"6.6"	"地方"	"47.30"	"--"	"12625"	"37.0"	"Phaseolus(菜豆属)"	"F0000508"	"5"	"Phaseolus vulgaris L.(普通菜豆)"	"69.7"	"--"	"4"	"34.76"	"椭圆"	"白"	"1.11"	"8.16"	"23.95"	"有限"	"4156"	"--"	"I2K01652"	"直立"	"吉林省农科院"	"浑江县"	"--"	"--"	"5.0"	"HS"	"--"	"12.54"	"31.0"	"花斑"	"--"	"--"	"--"	"8.5"	"44.0"	"--"	"--"	"FAN DOU"	"450"	"黄白"	"--"	"--"	"101"
"54"	"--"	"Leguminosae(豆科)"	"100.0"	"公481"	"红大豆"	"--"	"5.07"	"--"	"--"	"--"	"--"	"--"	"54.0"	"--"	"9"	"--"	"9"	"98.5"	"吉林"	"--"	"--"	"--"	"3.4"	"地方"	"51.10"	"HS"	"12625"	"64.7"	"Phaseolus(菜豆属)"	"F0000509"	"5"	"Phaseolus vulgaris L.(普通菜豆)"	"87.5"	"--"	"3"	"38.38"	"肾形"	"浅紫"	"0.81"	"8.30"	"22.27"	"无限"	"4156"	"--"	"I2K00458"	"蔓生"	"吉林省农科院"	"浑江县"	"--"	"--"	"4.0"	"HS"	"--"	"12.72"	"21.0"	"花斑"	"--"	"--"	"--"	"11.2"	"322.0"	"9"	"--"	"HONG DA DOU"	"450"	"黄白"	"--"	"HS"	"115"
"55"	"--"	"Leguminosae(豆科)"	"100.0"	"公475"	"饭豆"	"--"	"5.07"	"--"	"--"	"--"	"--"	"--"	"43.0"	"--"	"9"	"--"	"9"	"98.5"	"吉林"	"--"	"--"	"--"	"3.4"	"地方"	"49.62"	"HS"	"12625"	"35.3"	"Phaseolus(菜豆属)"	"F0000510"	"5"	"Phaseolus vulgaris L.(普通菜豆)"	"69.7"	"--"	"3"	"37.48"	"肾形"	"白"	"1.04"	"8.12"	"21.90"	"有限"	"4156"	"--"	"I2K00459"	"直立"	"吉林省农科院"	"浑江县"	"--"	"--"	"4.0"	"HS"	"--"	"12.14"	"31.0"	"花斑"	"--"	"--"	"--"	"11.0"	"49.0"	"9"	"--"	"FAN DOU"	"450"	"黄白"	"--"	"HS"	"97"
"56"	"--"	"Leguminosae(豆科)"	"77.8"	"公483"	"饭豆"	"--"	"5.07"	"--"	"--"	"--"	"--"	"--"	"35.0"	"--"	"--"	"--"	"3-9"	"64.4"	"吉林"	"--"	"--"	"--"	"3.6"	"地方"	"50.11"	"S"	"12811"	"44.0"	"Phaseolus(菜豆属)"	"F0000511"	"3"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"3"	"37.25"	"肾形"	"浅紫"	"1.21"	"8.22"	"22.07"	"无限"	"4125"	"--"	"I2K01053"	"蔓生"	"吉林省农科院"	"长白县"	"--"	"--"	"4.0"	"--"	"--"	"12.86"	"20.0"	"花斑"	"--"	"--"	"--"	"10.3"	"340.0"	"7"	"--"	"FAN DOU"	"711"	"黄白"	"--"	"S"	"107"
"57"	"--"	"Leguminosae(豆科)"	"--"	"公506"	"金钩豆"	"--"	"5.07"	"--"	"--"	"--"	"--"	"--"	"45.0"	"--"	"9"	"--"	"--"	"--"	"吉林"	"--"	"--"	"--"	"7.2"	"地方"	"47.28"	"--"	"12544"	"36.3"	"Phaseolus(菜豆属)"	"F0000512"	"5"	"Phaseolus vulgaris L.(普通菜豆)"	"84.6"	"--"	"4"	"35.90"	"椭圆"	"白"	"0.99"	"8.19"	"24.38"	"有限"	"4217"	"--"	"I2K01532"	"直立"	"吉林省农科院"	"柳河县"	"--"	"--"	"4.5"	"HS"	"--"	"11.38"	"28.0"	"花斑"	"--"	"--"	"--"	"10.1"	"57.0"	"--"	"--"	"JIN GOU DOU"	"357"	"黄白"	"--"	"--"	"104"
"58"	"--"	"Leguminosae(豆科)"	"88.2"	"公492"	"花脸饭豆"	"--"	"5.07"	"--"	"--"	"--"	"--"	"--"	"39.0"	"--"	"9"	"--"	"7-9"	"94.1"	"吉林"	"--"	"--"	"--"	"6.0"	"地方"	"45.70"	"HS"	"12602"	"53.0"	"Phaseolus(菜豆属)"	"F0000513"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"100.0"	"--"	"--"	"34.97"	"肾形"	"浅紫"	"1.10"	"8.14"	"25.15"	"有限"	"4240"	"--"	"I2K02376"	"直立"	"吉林省农科院"	"辉南县"	"--"	"--"	"5.0"	"HS"	"--"	"10.73"	"15.0"	"花斑"	"--"	"--"	"--"	"10.0"	"36.0"	"7-9"	"--"	"HUA LIAN FAN DOU"	"350"	"黄白"	"--"	"HS"	"99"
"59"	"--"	"Leguminosae(豆科)"	"100.0"	"公482"	"饭豆"	"--"	"5.07"	"--"	"--"	"--"	"--"	"--"	"36.0"	"--"	"--"	"--"	"3-9"	"63.0"	"吉林"	"--"	"--"	"--"	"4.2"	"地方"	"47.41"	"HS"	"12602"	"42.0"	"Phaseolus(菜豆属)"	"F0000514"	"4"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"3"	"33.21"	"肾形"	"浅紫"	"1.35"	"8.12"	"23.56"	"有限"	"4240"	"--"	"I2K01650"	"直立"	"吉林省农科院"	"辉南县"	"--"	"--"	"4.3"	"--"	"--"	"14.20"	"20.0"	"花斑"	"--"	"--"	"--"	"12.4"	"30.0"	"9"	"--"	"FAN DOU"	"350"	"黄白"	"--"	"S"	"97"
"60"	"--"	"Leguminosae(豆科)"	"100.0"	"公471"	"红精米豆"	"--"	"5.07"	"--"	"--"	"--"	"--"	"--"	"35.0"	"--"	"9"	"--"	"5-9"	"89.6"	"吉林"	"--"	"--"	"--"	"3.6"	"地方"	"48.11"	"HS"	"12602"	"39.9"	"Phaseolus(菜豆属)"	"F0000515"	"5"	"Phaseolus vulgaris L.(普通菜豆)"	"84.6"	"--"	"2"	"34.29"	"肾形"	"浅紫"	"1.21"	"8.14"	"23.17"	"有限"	"4240"	"--"	"I2K01947"	"直立"	"吉林省农科院"	"辉南县"	"--"	"--"	"4.0"	"HS"	"--"	"13.82"	"22.0"	"花斑"	"--"	"--"	"--"	"12.5"	"31.0"	"9"	"--"	"HONG JING MI DOU"	"350"	"黄白"	"--"	"HS"	"99"
"61"	"--"	"Leguminosae(豆科)"	"83.7"	"公496"	"饭豆"	"--"	"5.07"	"--"	"--"	"--"	"--"	"--"	"33.0"	"--"	"--"	"--"	"1-5"	"29.6"	"北京"	"--"	"--"	"--"	"4.6"	"地方"	"48.00"	"HS"	"11613"	"59.5"	"Phaseolus(菜豆属)"	"F0000516"	"3"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"4"	"35.40"	"肾形"	"紫"	"1.11"	"8.22"	"22.27"	"无限"	"4013"	"--"	"I2K01533"	"蔓生"	"吉林省农科院"	"北京"	"--"	"--"	"3.0"	"--"	"--"	"12.60"	"19.0"	"花纹"	"--"	"--"	"--"	"8.5"	"193.0"	"7-9"	"--"	"FAN DOU"	"65"	"黄白"	"--"	"MR"	"107"
"62"	"--"	"Leguminosae(豆科)"	"52.6"	"公509"	"白羊角"	"--"	"5.07"	"--"	"--"	"--"	"--"	"--"	"77.0"	"--"	"--"	"--"	"9"	"98.5"	"北京"	"--"	"--"	"--"	"5.6"	"地方"	"40.91"	"MS"	"11613"	"34.0"	"Phaseolus(菜豆属)"	"F0000517"	"2"	"Phaseolus vulgaris L.(普通菜豆)"	"--"	"--"	"3"	"32.25"	"肾形"	"紫"	"0.82"	"8.16"	"26.94"	"无限"	"4013"	"--"	"I2K01054"	"蔓生"	"吉林省农科院"	"北京"	"--"	"--"	"6.5"	"--"	"--"	"8.66"	"35.0"	"花纹"	"--"	"--"	"--"	"9.4"	"238.0"	"5"	"--"	"BAI YANG JIAO"	"65"	"黄白"	"--"	"HS"	"101"
"63"	"0.22"	"Leguminosae(豆科)"	"100.0"	"公429"	"赵家黄饭豆"	"4.62"	"5.07"	"1.67"	"3.17"	"1.61"	"1.09"	"1.08"	"35.0"	"25.59"	"9"	"1.42"	"9"	"100.0"	"黑龙江"	"0.18"	"0.69"	"--"	"6.0"	"地方"	"51.64"	"HS"	"12630"	"35.0"	"Phaseolus(菜豆属)"	"F0000518"	"5"	"Phaseolus vulgaris L.(普通菜豆)"	"84.6"	"1.61"	"3"	"36.08"	"椭圆"	"浅紫"	"1.54"	"8.16"	"20.85"	"有限"	"4814"	"2.20"	"I2K01055"	"直立"	"吉林省农科院"	"黑龙江北安市"	"--"	"0.99"	"4.0"	"HS"	"0.41"	"15.56"	"25.0"	"褐"	"0.55"	"0.75"	"1.77"	"6.2"	"29.0"	"9"	"1.56"	"ZHAO JIA HUANG FAN DOU"	"270"	"黄白"	"--"	"HS"	"101"
"64"	"--"	"Leguminosae(豆科)"	"100.0"	"公430"	"二龙山白饭豆"	"--"	"5.07"	"--"	"--"	"--"	"--"	"--"	"41.0"	"--"	"9"	"--"	"3-7"	"54.1"	"黑龙江"	"--"	"--"	"--"	"6.0"	"地方"	"47.27"	"HS"	"12630"	"36.0"	"Phaseolus(菜豆属)"	"F0000519"	"--"	"Phaseolus vulgaris L.(普通菜豆)"	"100.0"	"--"	"--"	"33.59"	"椭圆"	"浅紫"	"1.24"	"8.12"	"24.48"	"有限"	"4814"	"--"	"I2K01056"	"直立"	"吉林省农科院"	"黑龙江北安市"	"--"	"--"	"4.0"	"HS"	"--"	"13.68"	"29.0"	"褐"	"--"	"--"	"--"	"8.4"	"34.0"	"9"	"--"	"ER LONG SHAN BAI FAN DOU"	"270"	"黄白"	"--"	"MS"	"97"
