"id"	"蛋氨酸"	"科名"	"保存编号"	"品种名称"	"谷氨酸"	"播种期"	"结荚习性"	"精氨酸"	"丙氨酸"	"单株产量"	"总和"	"天冬氨酸"	"异亮氨酸"	"省"	"色氨酸"	"脂肪"	"组氨酸"	"分枝数"	"全生育日数"	"样品类型"	"总淀粉"	"百粒重"	"苏氨酸"	"统一编号"	"苯丙氨酸"	"学名"	"粒形"	"胱氨酸"	"支链淀粉"	"花色"	"成熟期"	"蛋白质"	"属名"	"亮氨酸"	"库编号"	"生长习性"	"保存单位"	"原产地"	"甘氨酸"	"单荚粒数"	"缬氨酸"	"直链淀粉"	"单株荚数"	"粒色"	"酩氨酸"	"脯氨酸"	"赖氨酸"	"荚长"	"丝氨酸"	"译名"	"荚色"	"种子来源"	"株高"
"234"	"--"	"Leguminosae(豆科)"	"87-12"	"84-92L"	"--"	"3.28"	"有限"	"--"	"--"	"1.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"2.8"	"108"	"国外"	"--"	"4.5"	"--"	"A0000600"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"7.14"	"--"	"Lens(小扁豆属)"	"--"	"I2H00497"	"直立"	"山西农科院品资所"	"--"	"--"	"1.0"	"--"	"--"	"16.6"	"黄"	"--"	"--"	"--"	"1.2"	"--"	"小扁豆"	"黄"	"ICARDA"	"22.0"
"235"	"--"	"Leguminosae(豆科)"	"87-13"	"84-147L"	"--"	"3.28"	"有限"	"--"	"--"	"3.9"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"3.8"	"98"	"国外"	"--"	"5.7"	"--"	"A0000601"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"7.04"	"--"	"Lens(小扁豆属)"	"--"	"I2H00665"	"直立"	"山西农科院品资所"	"--"	"--"	"1.0"	"--"	"--"	"35.8"	"黄"	"--"	"--"	"--"	"1.3"	"--"	"小扁豆"	"黄"	"ICARDA"	"25.0"
"236"	"--"	"Leguminosae(豆科)"	"87-14"	"84-148L"	"--"	"3.28"	"有限"	"--"	"--"	"1.5"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"3.8"	"103"	"国外"	"--"	"5.7"	"--"	"A0000602"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"7.09"	"--"	"Lens(小扁豆属)"	"--"	"I2H00498"	"直立"	"山西农科院品资所"	"--"	"--"	"1.0"	"--"	"--"	"23.8"	"黄"	"--"	"--"	"--"	"1.4"	"--"	"小扁豆"	"黄"	"ICARDA"	"23.0"
"237"	"--"	"Leguminosae(豆科)"	"87-15"	"85-2L"	"--"	"3.28"	"有限"	"--"	"--"	"1.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"2.6"	"108"	"国外"	"--"	"5.0"	"--"	"A0000603"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"7.14"	"--"	"Lens(小扁豆属)"	"--"	"I2H00499"	"直立"	"山西农科院品资所"	"--"	"--"	"1.0"	"--"	"--"	"13.4"	"黄"	"--"	"--"	"--"	"1.2"	"--"	"小扁豆"	"黄"	"ICARDA"	"24.2"
"238"	"--"	"Leguminosae(豆科)"	"87-16"	"85-4L"	"--"	"3.28"	"有限"	"--"	"--"	"1.4"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"2.6"	"103"	"国外"	"--"	"6.0"	"--"	"A0000604"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"7.09"	"--"	"Lens(小扁豆属)"	"--"	"I2H00500"	"直立"	"山西农科院品资所"	"--"	"--"	"1.0"	"--"	"--"	"13.4"	"黄"	"--"	"--"	"--"	"1.4"	"--"	"小扁豆"	"黄"	"ICARDA"	"22.8"
"239"	"--"	"Leguminosae(豆科)"	"87-17"	"85-35L"	"--"	"3.28"	"有限"	"--"	"--"	"2.4"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"4.2"	"91"	"国外"	"--"	"4.1"	"--"	"A0000605"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.27"	"--"	"Lens(小扁豆属)"	"--"	"I2H00501"	"直立"	"山西农科院品资所"	"--"	"--"	"1.8"	"--"	"--"	"21.0"	"黄"	"--"	"--"	"--"	"1.3"	"--"	"小扁豆"	"黄"	"ICARDA"	"23.0"
"240"	"--"	"Leguminosae(豆科)"	"87-18"	"85-38L"	"--"	"3.28"	"有限"	"--"	"--"	"1.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"2.4"	"108"	"国外"	"--"	"5.2"	"--"	"A0000606"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"7.14"	"--"	"Lens(小扁豆属)"	"--"	"I2H00666"	"直立"	"山西农科院品资所"	"--"	"--"	"1.2"	"--"	"--"	"19.2"	"黄"	"--"	"--"	"--"	"1.1"	"--"	"小扁豆"	"黄"	"ICARDA"	"20.2"
"241"	"--"	"Leguminosae(豆科)"	"87-19"	"86-2L"	"--"	"3.28"	"有限"	"--"	"--"	"1.7"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"2.4"	"91"	"国外"	"--"	"4.2"	"--"	"A0000607"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.27"	"--"	"Lens(小扁豆属)"	"--"	"I2H00667"	"直立"	"山西农科院品资所"	"--"	"--"	"1.0"	"--"	"--"	"15.6"	"黄"	"--"	"--"	"--"	"1.1"	"--"	"小扁豆"	"黄"	"ICARDA"	"21.6"
"242"	"--"	"Leguminosae(豆科)"	"87-20"	"86-3L"	"--"	"3.28"	"有限"	"--"	"--"	"1.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"2.8"	"91"	"国外"	"--"	"4.6"	"--"	"A0000608"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.27"	"--"	"Lens(小扁豆属)"	"--"	"I2H00502"	"直立"	"山西农科院品资所"	"--"	"--"	"1.2"	"--"	"--"	"9.2"	"黄"	"--"	"--"	"--"	"1.2"	"--"	"小扁豆"	"黄"	"ICARDA"	"22.6"
"243"	"--"	"Leguminosae(豆科)"	"87-21"	"86-5L"	"--"	"3.28"	"有限"	"--"	"--"	"1.3"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"3.2"	"91"	"国外"	"--"	"2.9"	"--"	"A0000609"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.27"	"--"	"Lens(小扁豆属)"	"--"	"I2H00503"	"直立"	"山西农科院品资所"	"--"	"--"	"1.2"	"--"	"--"	"13.8"	"黄"	"--"	"--"	"--"	"1.3"	"--"	"小扁豆"	"黄"	"ICARDA"	"23.8"
"244"	"--"	"Leguminosae(豆科)"	"87-22"	"86-8L"	"--"	"3.28"	"有限"	"--"	"--"	"1.9"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"3.6"	"91"	"国外"	"--"	"4.0"	"--"	"A0000610"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.27"	"--"	"Lens(小扁豆属)"	"--"	"I2H00504"	"直立"	"山西农科院品资所"	"--"	"--"	"1.6"	"--"	"--"	"21.0"	"黄"	"--"	"--"	"--"	"1.3"	"--"	"小扁豆"	"黄"	"ICARDA"	"24.0"
"245"	"--"	"Leguminosae(豆科)"	"87-23"	"86-16L"	"--"	"3.28"	"有限"	"--"	"--"	"1.9"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"2.8"	"91"	"国外"	"--"	"2.6"	"--"	"A0000611"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.27"	"--"	"Lens(小扁豆属)"	"--"	"I2H00505"	"直立"	"山西农科院品资所"	"--"	"--"	"1.8"	"--"	"--"	"17.8"	"黄"	"--"	"--"	"--"	"1.5"	"--"	"小扁豆"	"黄"	"ICARDA"	"32.6"
"246"	"--"	"Leguminosae(豆科)"	"87-24"	"84-112L"	"--"	"3.28"	"有限"	"--"	"--"	"1.5"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"4.2"	"97"	"国外"	"--"	"4.1"	"--"	"A0000612"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"7.03"	"--"	"Lens(小扁豆属)"	"--"	"I2H00506"	"直立"	"山西农科院品资所"	"--"	"--"	"1.2"	"--"	"--"	"26.2"	"黄"	"--"	"--"	"--"	"1.0"	"--"	"小扁豆"	"黄"	"ICARDA"	"27.6"
"247"	"--"	"Leguminosae(豆科)"	"87-25"	"86-50L"	"--"	"3.28"	"有限"	"--"	"--"	"2.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"2.6"	"97"	"国外"	"--"	"7.0"	"--"	"A0000613"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"7.03"	"--"	"Lens(小扁豆属)"	"--"	"I2H00507"	"直立"	"山西农科院品资所"	"--"	"--"	"1.2"	"--"	"--"	"22.8"	"黄"	"--"	"--"	"--"	"1.5"	"--"	"小扁豆"	"黄"	"ICARDA"	"29.8"
"248"	"--"	"Leguminosae(豆科)"	"87-26"	"87-72L"	"--"	"3.28"	"有限"	"--"	"--"	"1.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"1.0"	"97"	"国外"	"--"	"4.3"	"--"	"A0000614"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"7.03"	"--"	"Lens(小扁豆属)"	"--"	"I2H00508"	"直立"	"山西农科院品资所"	"--"	"--"	"1.0"	"--"	"--"	"15.8"	"黄"	"--"	"--"	"--"	"1.0"	"--"	"小扁豆"	"黄"	"ICARDA"	"23.4"
"249"	"--"	"Leguminosae(豆科)"	"87-27"	"88-40L"	"--"	"3.28"	"有限"	"--"	"--"	"1.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"2.6"	"91"	"国外"	"--"	"4.8"	"--"	"A0000615"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.27"	"--"	"Lens(小扁豆属)"	"--"	"I2H00509"	"直立"	"山西农科院品资所"	"--"	"--"	"1.0"	"--"	"--"	"12.0"	"黄"	"--"	"--"	"--"	"1.3"	"--"	"小扁豆"	"黄"	"ICARDA"	"21.4"
"250"	"--"	"Leguminosae(豆科)"	"87-28"	"88-41L"	"--"	"3.28"	"有限"	"--"	"--"	"1.3"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"1.8"	"97"	"国外"	"--"	"6.0"	"--"	"A0000616"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"7.03"	"--"	"Lens(小扁豆属)"	"--"	"I2H00510"	"直立"	"山西农科院品资所"	"--"	"--"	"1.4"	"--"	"--"	"13.6"	"黄"	"--"	"--"	"--"	"1.4"	"--"	"小扁豆"	"黄"	"ICARDA"	"23.0"
"251"	"--"	"Leguminosae(豆科)"	"87-29"	"88-42L"	"--"	"3.28"	"有限"	"--"	"--"	"1.5"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"1.8"	"91"	"国外"	"--"	"6.3"	"--"	"A0000617"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.27"	"--"	"Lens(小扁豆属)"	"--"	"I2H00511"	"直立"	"山西农科院品资所"	"--"	"--"	"1.2"	"--"	"--"	"12.6"	"黄"	"--"	"--"	"--"	"1.4"	"--"	"小扁豆"	"黄"	"ICARDA"	"20.6"
"252"	"--"	"Leguminosae(豆科)"	"87-30"	"88-45L"	"--"	"3.28"	"有限"	"--"	"--"	"1.7"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"2.8"	"91"	"国外"	"--"	"5.0"	"--"	"A0000618"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.27"	"--"	"Lens(小扁豆属)"	"--"	"I2H00512"	"直立"	"山西农科院品资所"	"--"	"--"	"1.4"	"--"	"--"	"18.8"	"黄"	"--"	"--"	"--"	"1.2"	"--"	"小扁豆"	"黄"	"ICARDA"	"21.4"
"253"	"--"	"Leguminosae(豆科)"	"87-31"	"88-46L"	"--"	"3.28"	"有限"	"--"	"--"	"1.3"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"3.0"	"88"	"国外"	"--"	"4.1"	"--"	"A0000619"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.24"	"--"	"Lens(小扁豆属)"	"--"	"I2H00513"	"直立"	"山西农科院品资所"	"--"	"--"	"1.2"	"--"	"--"	"17.0"	"黄"	"--"	"--"	"--"	"1.4"	"--"	"小扁豆"	"黄"	"ICARDA"	"24.6"
"254"	"--"	"Leguminosae(豆科)"	"87-32"	"88-47L"	"--"	"3.28"	"有限"	"--"	"--"	"1.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"5.0"	"103"	"国外"	"--"	"4.4"	"--"	"A0000620"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"7.09"	"--"	"Lens(小扁豆属)"	"--"	"I2H00514"	"直立"	"山西农科院品资所"	"--"	"--"	"1.8"	"--"	"--"	"19.8"	"黄"	"--"	"--"	"--"	"1.4"	"--"	"小扁豆"	"黄"	"ICARDA"	"22.0"
"255"	"--"	"Leguminosae(豆科)"	"87-33"	"88-48L"	"--"	"3.28"	"有限"	"--"	"--"	"1.4"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"4.4"	"88"	"国外"	"--"	"4.8"	"--"	"A0000621"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.24"	"--"	"Lens(小扁豆属)"	"--"	"I2H00515"	"直立"	"山西农科院品资所"	"--"	"--"	"2.0"	"--"	"--"	"14.3"	"黄"	"--"	"--"	"--"	"1.4"	"--"	"小扁豆"	"黄"	"ICARDA"	"22.4"
"256"	"--"	"Leguminosae(豆科)"	"87-34"	"78526002"	"--"	"3.28"	"有限"	"--"	"--"	"1.3"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"2.8"	"97"	"国外"	"--"	"5.5"	"--"	"A0000622"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"7.03"	"--"	"Lens(小扁豆属)"	"--"	"I2H00668"	"直立"	"山西农科院品资所"	"--"	"--"	"1.2"	"--"	"--"	"14.0"	"黄"	"--"	"--"	"--"	"1.1"	"--"	"小扁豆"	"黄"	"约旦"	"26.0"
"257"	"--"	"Leguminosae(豆科)"	"87-35"	"78526018"	"--"	"3.28"	"有限"	"--"	"--"	"1.7"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"3.4"	"91"	"国外"	"--"	"4.5"	"--"	"A0000623"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.27"	"--"	"Lens(小扁豆属)"	"--"	"I2H00669"	"直立"	"山西农科院品资所"	"--"	"--"	"1.6"	"--"	"--"	"17.0"	"黄"	"--"	"--"	"--"	"1.3"	"--"	"小扁豆"	"黄"	"约旦"	"24.6"
"258"	"--"	"Leguminosae(豆科)"	"87-36"	"87-70L"	"--"	"3.28"	"有限"	"--"	"--"	"1.1"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"5.0"	"84"	"国外"	"--"	"2.8"	"--"	"A0000624"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.20"	"--"	"Lens(小扁豆属)"	"--"	"I2H00516"	"直立"	"山西农科院品资所"	"--"	"--"	"2.0"	"--"	"--"	"18.4"	"褐"	"--"	"--"	"--"	"1.2"	"--"	"小扁豆"	"黄"	"ICARDA"	"20.2"
"259"	"--"	"Leguminosae(豆科)"	"87-37"	"88-34L"	"--"	"3.28"	"有限"	"--"	"--"	"1.6"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"2.8"	"89"	"国外"	"--"	"3.2"	"--"	"A0000625"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.25"	"--"	"Lens(小扁豆属)"	"--"	"I2H00517"	"直立"	"山西农科院品资所"	"--"	"--"	"1.8"	"--"	"--"	"20.4"	"褐"	"--"	"--"	"--"	"1.1"	"--"	"小扁豆"	"黄"	"ICARDA"	"19.0"
"260"	"--"	"Leguminosae(豆科)"	"87-38"	"86-39L"	"--"	"3.28"	"有限"	"--"	"--"	"1.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"3.6"	"88"	"国外"	"--"	"3.3"	"--"	"A0000626"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.24"	"--"	"Lens(小扁豆属)"	"--"	"I2H00518"	"直立"	"山西农科院品资所"	"--"	"--"	"1.6"	"--"	"--"	"17.2"	"浅绿"	"--"	"--"	"--"	"1.2"	"--"	"小扁豆"	"黄"	"ICARDA"	"22.0"
"261"	"--"	"Leguminosae(豆科)"	"87-39"	"88-44L"	"--"	"3.28"	"有限"	"--"	"--"	"1.0"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"4.2"	"89"	"国外"	"--"	"3.7"	"--"	"A0000627"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.25"	"--"	"Lens(小扁豆属)"	"--"	"I2H00519"	"直立"	"山西农科院品资所"	"--"	"--"	"2.0"	"--"	"--"	"13.6"	"浅绿"	"--"	"--"	"--"	"1.2"	"--"	"小扁豆"	"黄"	"ICARDA"	"19.0"
"262"	"--"	"Leguminosae(豆科)"	"87-40"	"84-149L"	"--"	"3.28"	"有限"	"--"	"--"	"1.3"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"2.8"	"108"	"国外"	"--"	"5.2"	"--"	"A0000628"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"7.14"	"--"	"Lens(小扁豆属)"	"--"	"I2H00670"	"直立"	"山西农科院品资所"	"--"	"--"	"1.0"	"--"	"--"	"18.4"	"灰麻"	"--"	"--"	"--"	"1.0"	"--"	"小扁豆"	"黄"	"ICARDA"	"25.0"
"263"	"--"	"Leguminosae(豆科)"	"87-41"	"87-64L"	"--"	"3.28"	"有限"	"--"	"--"	"1.3"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"5.6"	"84"	"国外"	"--"	"3.1"	"--"	"A0000629"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.20"	"--"	"Lens(小扁豆属)"	"--"	"I2H00520"	"直立"	"山西农科院品资所"	"--"	"--"	"2.0"	"--"	"--"	"17.0"	"灰麻"	"--"	"--"	"--"	"1.1"	"--"	"小扁豆"	"黄"	"ICARDA"	"29.8"
"264"	"--"	"Leguminosae(豆科)"	"87-42"	"87-65L"	"--"	"3.28"	"有限"	"--"	"--"	"1.5"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"2.6"	"89"	"国外"	"--"	"2.7"	"--"	"A0000630"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.25"	"--"	"Lens(小扁豆属)"	"--"	"I2H00521"	"直立"	"山西农科院品资所"	"--"	"--"	"1.9"	"--"	"--"	"18.0"	"灰麻"	"--"	"--"	"--"	"1.3"	"--"	"小扁豆"	"黄"	"ICARDA"	"25.2"
"265"	"--"	"Leguminosae(豆科)"	"87-43"	"87-66L"	"--"	"3.28"	"有限"	"--"	"--"	"1.0"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"3.6"	"84"	"国外"	"--"	"2.7"	"--"	"A0000631"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"--"	"--"	"Lens(小扁豆属)"	"--"	"I2H00522"	"直立"	"山西农科院品资所"	"--"	"--"	"2.0"	"--"	"--"	"14.6"	"灰麻"	"--"	"--"	"--"	"1.3"	"--"	"小扁豆"	"黄"	"ICARDA"	"19.6"
"266"	"--"	"Leguminosae(豆科)"	"87-44"	"87-67L"	"--"	"3.28"	"有限"	"--"	"--"	"1.5"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"3.4"	"91"	"国外"	"--"	"3.7"	"--"	"A0000632"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.27"	"--"	"Lens(小扁豆属)"	"--"	"I2H00523"	"直立"	"山西农科院品资所"	"--"	"--"	"1.2"	"--"	"--"	"18.4"	"灰麻"	"--"	"--"	"--"	"1.1"	"--"	"小扁豆"	"黄"	"ICARDA"	"23.6"
"267"	"--"	"Leguminosae(豆科)"	"226"	"黑力马扁豆"	"--"	"3.14"	"无限"	"--"	"--"	"1.2"	"--"	"--"	"--"	"山西"	"--"	"--"	"--"	"9.4"	"119"	"地方"	"--"	"2.2"	"--"	"A0000001"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"7.11"	"--"	"Lens(小扁豆属)"	"--"	"I2H00127"	"蔓生"	"山西农科院品资室"	"灵丘县"	"--"	"1.8"	"--"	"--"	"21.2"	"浅红"	"--"	"--"	"--"	"1.1"	"--"	"HEI LI MA BIAN DOU"	"黄白"	"--"	"37.4"
"268"	"--"	"Leguminosae(豆科)"	"87-46"	"87-75L"	"--"	"3.28"	"有限"	"--"	"--"	"1.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"4.0"	"89"	"国外"	"--"	"3.1"	"--"	"A0000634"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.25"	"--"	"Lens(小扁豆属)"	"--"	"I2H00671"	"直立"	"山西农科院品资所"	"--"	"--"	"2.0"	"--"	"--"	"16.4"	"灰麻"	"--"	"--"	"--"	"1.3"	"--"	"小扁豆"	"黄"	"ICARDA"	"21.4"
"269"	"--"	"Leguminosae(豆科)"	"87-47"	"87-76L"	"--"	"3.28"	"有限"	"--"	"--"	"1.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"2.8"	"89"	"国外"	"--"	"4.1"	"--"	"A0000635"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.25"	"--"	"Lens(小扁豆属)"	"--"	"I2H00525"	"直立"	"山西农科院品资所"	"--"	"--"	"1.8"	"--"	"--"	"16.2"	"灰麻"	"--"	"--"	"--"	"1.4"	"--"	"小扁豆"	"黄"	"ICARDA"	"22.0"
"270"	"--"	"Leguminosae(豆科)"	"87-48"	"88-35L"	"--"	"3.28"	"有限"	"--"	"--"	"1.3"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"2.4"	"88"	"国外"	"--"	"2.7"	"--"	"A0000636"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.24"	"--"	"Lens(小扁豆属)"	"--"	"I2H00526"	"直立"	"山西农科院品资所"	"--"	"--"	"1.8"	"--"	"--"	"20.2"	"灰麻"	"--"	"--"	"--"	"1.0"	"--"	"小扁豆"	"黄"	"ICARDA"	"21.0"
"271"	"--"	"Leguminosae(豆科)"	"87-49"	"88-36L"	"--"	"3.28"	"有限"	"--"	"--"	"1.3"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"5.4"	"84"	"国外"	"--"	"2.2"	"--"	"A0000637"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.20"	"--"	"Lens(小扁豆属)"	"--"	"I2H00527"	"直立"	"山西农科院品资所"	"--"	"--"	"2.0"	"--"	"--"	"20.0"	"灰麻"	"--"	"--"	"--"	"1.2"	"--"	"小扁豆"	"黄"	"ICARDA"	"20.4"
"272"	"--"	"Leguminosae(豆科)"	"87-50"	"88-37L"	"--"	"3.28"	"有限"	"--"	"--"	"1.4"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"4.8"	"84"	"国外"	"--"	"2.6"	"--"	"A0000638"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.20"	"--"	"Lens(小扁豆属)"	"--"	"I2H00528"	"直立"	"山西农科院品资所"	"--"	"--"	"2.0"	"--"	"--"	"20.4"	"灰麻"	"--"	"--"	"--"	"1.2"	"--"	"小扁豆"	"黄"	"ICARDA"	"21.0"
"273"	"--"	"Leguminosae(豆科)"	"87-51"	"88-38L"	"--"	"3.28"	"有限"	"--"	"--"	"1.2"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"4.4"	"88"	"国外"	"--"	"2.8"	"--"	"A0000639"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"紫"	"6.24"	"--"	"Lens(小扁豆属)"	"--"	"I2H00529"	"直立"	"山西农科院品资所"	"--"	"--"	"2.0"	"--"	"--"	"22.0"	"灰麻"	"--"	"--"	"--"	"1.1"	"--"	"小扁豆"	"黄"	"ICARDA"	"23.2"
"274"	"--"	"Leguminosae(豆科)"	"C366"	"Precoz"	"--"	"3.09"	"无限"	"--"	"--"	"1.0"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"5.2"	"110"	"国外"	"--"	"5.0"	"--"	"A0000659"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"6.27"	"--"	"Lens(小扁豆属)"	"--"	"I2H00553"	"丛生"	"中国农科院品资所"	"阿根廷"	"--"	"1.9"	"--"	"--"	"24.0"	"黄"	"--"	"--"	"--"	"1.6"	"--"	"Precoz"	"黄褐"	"--"	"39.0"
"275"	"--"	"Leguminosae(豆科)"	"C370"	"ILL6262"	"--"	"3.09"	"无限"	"--"	"--"	"0.5"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"7.9"	"110"	"国外"	"--"	"4.2"	"--"	"A0000660"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"6.27"	"--"	"Lens(小扁豆属)"	"--"	"I2H00554"	"丛生"	"中国农科院品资所"	"ICARDA"	"--"	"1.2"	"--"	"--"	"19.1"	"黄"	"--"	"--"	"--"	"1.4"	"--"	"ILL6262"	"黄褐"	"--"	"40.0"
"276"	"--"	"Leguminosae(豆科)"	"C121"	"Brewer"	"--"	"3.09"	"无限"	"--"	"--"	"0.4"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"4.2"	"110"	"国外"	"--"	"3.0"	"--"	"A0000661"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"6.27"	"--"	"Lens(小扁豆属)"	"--"	"--"	"丛生"	"中国农科院品资所"	"美国"	"--"	"1.7"	"--"	"--"	"13.6"	"浅褐"	"--"	"--"	"--"	"1.7"	"--"	"Brewer"	"黄褐"	"--"	"51.0"
"277"	"--"	"Leguminosae(豆科)"	"C122"	"--"	"--"	"3.09"	"无限"	"--"	"--"	"0.5"	"--"	"--"	"--"	"国外"	"--"	"--"	"--"	"4.8"	"114"	"国外"	"--"	"3.7"	"--"	"A0000662"	"--"	"Lens culinaris Medic.(小扁豆)"	"扁圆"	"--"	"--"	"浅紫"	"7.01"	"--"	"Lens(小扁豆属)"	"--"	"I2H00581"	"丛生"	"中国农科院品资所"	"智利"	"--"	"1.6"	"--"	"--"	"13.0"	"浅褐"	"--"	"--"	"--"	"1.3"	"--"	"小扁豆"	"黄褐"	"--"	"40.0"
