"id"	"蛋氨酸"	"科名"	"保存编号"	"叶斑病级"	"谷氨酸"	"选育单位"	"播种期"	"缬氨酸"	"结荚习性"	"精氨酸"	"苏氨酸"	"丙氨酸"	"单株产量"	"总和"	"天冬氨酸"	"异亮氨酸"	"根腐病级"	"省"	"直链淀粉"	"脂肪"	"组氨酸"	"分枝数"	"全生育日数"	"品种名称"	"总淀粉"	"根腐病指数"	"色氨酸"	"百粒重"	"属名"	"统一编号"	"芽期抗旱"	"学名"	"粒形"	"选育方法"	"苯丙氨酸"	"熟期抗旱"	"支链淀粉"	"花色"	"成熟期"	"蛋白质"	"苗期耐盐"	"种皮光泽"	"亮氨酸"	"库编号"	"生长习性"	"保存单位"	"原产地"	"备注"	"蚜害指数"	"甘氨酸"	"单荚粒数"	"蚜害病评价"	"胱氨酸"	"样品类型"	"芽期耐盐"	"单株荚数"	"粒色"	"育成年份"	"酩氨酸"	"根腐病评价"	"脯氨酸"	"叶斑病指数"	"荚长"	"赖氨酸"	"丝氨酸"	"译名"	"蚜害病级别"	"荚色"	"蚜害比值"	"种子来源"	"株高"	"叶斑病评价"	"粒型"	"褐斑病指数"	"锈病评价"	"蚜害病指数"	"均匀度"	"赤斑病指数"	"蚜害病级"	"抗涝性"	"赤斑病级"	"粗蛋白"	"有效枝"	"锈病指数"	"荚宽"	"褐斑病级"	"粗脂肪"	"赤斑病评价"	"熟性"
"513"	"--"	"Leguminosae(豆科)"	"66"	"--"	"--"	"--"	"5.20"	"--"	"亚有限"	"--"	"--"	"--"	"5.4"	"--"	"--"	"--"	"--"	"辽宁"	"--"	"--"	"--"	"3.8"	"94"	"阜新绿豆"	"--"	"--"	"--"	"3.2"	"Vigna(豇豆属)"	"C0003455"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"淡黄"	"8.22"	"--"	"--"	"无"	"--"	"--"	"直立"	"辽宁农科院作物所"	"阜新县"	"--"	"--"	"--"	"5.3"	"--"	"--"	"地方"	"--"	"18.0"	"黑"	"--"	"--"	"--"	"--"	"--"	"6.8"	"--"	"--"	"FU XIN LU DOU"	"--"	"黑棕"	"--"	"--"	"49.7"	"--"																	
"514"	"--"	"Leguminosae(豆科)"	"9066"	"--"	"--"	"--"	"5.08"	"--"	"有限"	"--"	"--"	"--"	"3.9"	"--"	"--"	"--"	"--"	"黑龙江"	"--"	"--"	"--"	"2.0"	"130"	"绿豆"	"--"	"--"	"--"	"6.0"	"Vigna(豇豆属)"	"C0003456"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.15"	"--"	"--"	"有"	"--"	"I2E03120"	"直立"	"黑龙江农科院品资所"	"密山县"	"--"	"--"	"--"	"8.4"	"--"	"--"	"地方"	"--"	"6.6"	"绿"	"--"	"--"	"--"	"--"	"--"	"10.3"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"53.0"	"--"																	
"515"	"--"	"Leguminosae(豆科)"	"苏0601"	"--"	"--"	"--"	"6.21"	"--"	"无限"	"--"	"--"	"--"	"6.7"	"--"	"--"	"--"	"--"	"江苏"	"--"	"--"	"--"	"3.8"	"92"	"绿豆"	"--"	"--"	"--"	"3.2"	"Vigna(豇豆属)"	"C0003457"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.21"	"--"	"--"	"有"	"--"	"I2E03438"	"半蔓生"	"江苏沿江地区农科所"	"淮阴县"	"--"	"--"	"--"	"10.5"	"--"	"--"	"地方"	"--"	"19.8"	"绿"	"--"	"--"	"--"	"--"	"--"	"6.7"	"--"	"--"	"LU DOU"	"--"	"深褐"	"--"	"--"	"122.0"	"--"																	
"516"	"--"	"Leguminosae(豆科)"	"苏0602"	"--"	"--"	"--"	"6.21"	"--"	"无限"	"--"	"--"	"--"	"16.1"	"--"	"--"	"--"	"--"	"江苏"	"--"	"--"	"--"	"3.3"	"92"	"绿豆"	"--"	"--"	"--"	"3.3"	"Vigna(豇豆属)"	"C0003458"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.21"	"--"	"--"	"有"	"--"	"I2E03439"	"半蔓生"	"江苏沿江地区农科所"	"泗洪县"	"--"	"--"	"--"	"11.5"	"--"	"--"	"地方"	"--"	"42.5"	"绿"	"--"	"--"	"--"	"--"	"--"	"7.7"	"--"	"--"	"LU DOU"	"--"	"深褐"	"--"	"--"	"145.0"	"--"																	
"517"	"--"	"Leguminosae(豆科)"	"苏0603"	"--"	"--"	"--"	"9.21"	"--"	"无限"	"--"	"--"	"--"	"11.7"	"--"	"--"	"--"	"--"	"江苏"	"--"	"--"	"--"	"3.2"	"91"	"绿豆"	"--"	"--"	"--"	"2.9"	"Vigna(豇豆属)"	"C0003459"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.20"	"--"	"--"	"有"	"--"	"I2E03440"	"半蔓生"	"江苏沿江地区农科所"	"金湖县"	"--"	"--"	"--"	"15.0"	"--"	"--"	"地方"	"--"	"27.0"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.5"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"110.0"	"--"																	
"518"	"--"	"Leguminosae(豆科)"	"苏0604"	"--"	"--"	"--"	"6.21"	"--"	"无限"	"--"	"--"	"--"	"10.6"	"--"	"--"	"--"	"--"	"江苏"	"--"	"--"	"--"	"6.0"	"92"	"绿豆"	"--"	"--"	"--"	"4.7"	"Vigna(豇豆属)"	"C0003460"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"9.21"	"--"	"--"	"无"	"--"	"--"	"半蔓生"	"江苏沿江地区农科所"	"建湖县"	"--"	"--"	"--"	"13.9"	"--"	"--"	"地方"	"--"	"16.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"11.0"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"104.0"	"--"																	
"519"	"--"	"Leguminosae(豆科)"	"XM85123"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"24.5"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"2.1"	"101"	"绿豆"	"--"	"--"	"--"	"6.3"	"Vigna(豇豆属)"	"C0003002"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"球形"	"--"	"--"	"--"	"--"	"黄"	"7.25"	"--"	"--"	"有"	"--"	"I2E03077"	"直立"	"湖南农科院作物所"	"汩罗县"	"--"	"--"	"--"	"13.4"	"--"	"--"	"地方"	"--"	"31.2"	"绿"	"--"	"--"	"--"	"--"	"--"	"11.2"	"--"	"--"	"LU DOU"	"--"	"黄"	"--"	"--"	"83.0"	"--"																	
"520"	"--"	"Leguminosae(豆科)"	"XM85001"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"16.8"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"2.3"	"90"	"绿豆"	"--"	"--"	"--"	"4.5"	"Vigna(豇豆属)"	"C0003003"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.14"	"--"	"--"	"无"	"--"	"I2E03026"	"直立"	"湖南农科院作物所"	"嘉禾县"	"--"	"--"	"--"	"14.0"	"--"	"--"	"地方"	"--"	"27.1"	"绿"	"--"	"--"	"--"	"--"	"--"	"9.4"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"64.0"	"--"																	
"521"	"--"	"Leguminosae(豆科)"	"XM85046"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"12.7"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"1.4"	"101"	"绿豆"	"--"	"--"	"--"	"4.0"	"Vigna(豇豆属)"	"C0003004"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.25"	"--"	"--"	"无"	"--"	"I2E03473"	"直立"	"湖南农科院作物所"	"江华县"	"--"	"--"	"--"	"13.3"	"--"	"--"	"地方"	"--"	"25.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.5"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"115.0"	"--"																	
"522"	"--"	"Leguminosae(豆科)"	"XM85045"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"19.2"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"2.0"	"86"	"绿豆"	"--"	"--"	"--"	"4.8"	"Vigna(豇豆属)"	"C0003005"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.10"	"--"	"--"	"无"	"--"	"I2E03027"	"直立"	"湖南农科院作物所"	"宁远县"	"--"	"--"	"--"	"13.0"	"--"	"--"	"地方"	"--"	"30.1"	"绿"	"--"	"--"	"--"	"--"	"--"	"10.2"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"65.0"	"--"																	
"523"	"--"	"Leguminosae(豆科)"	"XM85063"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"26.4"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"2.0"	"95"	"绿豆"	"--"	"--"	"--"	"3.8"	"Vigna(豇豆属)"	"C0003006"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.19"	"--"	"--"	"无"	"--"	"I2E03028"	"直立"	"湖南农科院作物所"	"宁远县"	"--"	"--"	"--"	"14.5"	"--"	"--"	"地方"	"--"	"49.7"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.5"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"78.0"	"--"																	
"524"	"--"	"Leguminosae(豆科)"	"XM85066"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"14.7"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"1.7"	"88"	"绿豆"	"--"	"--"	"--"	"6.3"	"Vigna(豇豆属)"	"C0003007"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.12"	"--"	"--"	"无"	"--"	"I2E03078"	"直立"	"湖南农科院作物所"	"宁远县"	"--"	"--"	"--"	"13.3"	"--"	"--"	"地方"	"--"	"18.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"9.8"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"81.0"	"--"																	
"525"	"--"	"Leguminosae(豆科)"	"XM85005"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"12.9"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"3.1"	"88"	"绿豆"	"--"	"--"	"--"	"5.4"	"Vigna(豇豆属)"	"C0003008"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"球形"	"--"	"--"	"--"	"--"	"黄"	"7.12"	"--"	"--"	"有"	"--"	"I2E03029"	"直立"	"湖南农科院作物所"	"怀化市"	"--"	"--"	"--"	"13.0"	"--"	"--"	"地方"	"--"	"21.2"	"绿"	"--"	"--"	"--"	"--"	"--"	"9.9"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"103.0"	"--"																	
"526"	"--"	"Leguminosae(豆科)"	"XM85006"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"16.4"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"1.9"	"90"	"绿豆"	"--"	"--"	"--"	"3.5"	"Vigna(豇豆属)"	"C0003009"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.14"	"--"	"--"	"无"	"--"	"I2E03030"	"直立"	"湖南农科院作物所"	"怀化市"	"--"	"--"	"--"	"15.2"	"--"	"--"	"地方"	"--"	"33.6"	"绿"	"--"	"--"	"--"	"--"	"--"	"9.2"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"64.0"	"--"																	
"527"	"--"	"Leguminosae(豆科)"	"XM85007"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"22.1"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"2.3"	"86"	"绿豆"	"--"	"--"	"--"	"4.9"	"Vigna(豇豆属)"	"C0003010"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.10"	"--"	"--"	"有"	"--"	"I2E03031"	"直立"	"湖南农科院作物所"	"怀化市"	"--"	"--"	"--"	"13.5"	"--"	"--"	"地方"	"--"	"36.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"9.7"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"95.0"	"--"																	
"528"	"--"	"Leguminosae(豆科)"	"XM85008"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"14.8"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"2.6"	"93"	"绿豆"	"--"	"--"	"--"	"3.6"	"Vigna(豇豆属)"	"C0003011"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.17"	"--"	"--"	"无"	"--"	"I2E03032"	"直立"	"湖南农科院作物所"	"怀化市"	"--"	"--"	"--"	"13.3"	"--"	"--"	"地方"	"--"	"34.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.5"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"65.0"	"--"																	
"529"	"--"	"Leguminosae(豆科)"	"XM85009"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"17.4"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"2.1"	"93"	"绿豆"	"--"	"--"	"--"	"5.2"	"Vigna(豇豆属)"	"C0003012"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"球形"	"--"	"--"	"--"	"--"	"黄"	"7.17"	"--"	"--"	"无"	"--"	"I2E03079"	"直立"	"湖南农科院作物所"	"怀化市"	"--"	"--"	"--"	"15.3"	"--"	"--"	"地方"	"--"	"23.5"	"绿"	"--"	"--"	"--"	"--"	"--"	"10.9"	"--"	"--"	"LU DOU"	"--"	"褐"	"--"	"--"	"70.0"	"--"																	
"530"	"--"	"Leguminosae(豆科)"	"XM85010"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"21.9"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"2.8"	"93"	"绿豆"	"--"	"--"	"--"	"4.6"	"Vigna(豇豆属)"	"C0003013"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.17"	"--"	"--"	"无"	"--"	"I2E03080"	"直立"	"湖南农科院作物所"	"怀化市"	"--"	"--"	"--"	"14.0"	"--"	"--"	"地方"	"--"	"42.5"	"绿"	"--"	"--"	"--"	"--"	"--"	"10.5"	"--"	"--"	"LU DOU"	"--"	"黄"	"--"	"--"	"82.0"	"--"																	
"531"	"--"	"Leguminosae(豆科)"	"XM85124"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"21.4"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"4.1"	"93"	"绿豆"	"--"	"--"	"--"	"5.7"	"Vigna(豇豆属)"	"C0003014"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.17"	"--"	"--"	"无"	"--"	"I2E03033"	"直立"	"湖南农科院作物所"	"怀化市"	"--"	"--"	"--"	"12.9"	"--"	"--"	"地方"	"--"	"32.2"	"绿"	"--"	"--"	"--"	"--"	"--"	"10.0"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"71.0"	"--"																	
"532"	"--"	"Leguminosae(豆科)"	"XM85058"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"18.5"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"3.0"	"82"	"绿豆"	"--"	"--"	"--"	"5.3"	"Vigna(豇豆属)"	"C0003015"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.06"	"--"	"--"	"无"	"--"	"I2E03034"	"直立"	"湖南农科院作物所"	"怀化市"	"--"	"--"	"--"	"11.8"	"--"	"--"	"地方"	"--"	"31.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"7.9"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"75.0"	"--"																	
"533"	"--"	"Leguminosae(豆科)"	"XM85059"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"12.8"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"1.6"	"82"	"绿豆"	"--"	"--"	"--"	"5.0"	"Vigna(豇豆属)"	"C0003016"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.06"	"--"	"--"	"无"	"--"	"I2E03035"	"直立"	"湖南农科院作物所"	"怀化市"	"--"	"--"	"--"	"11.3"	"--"	"--"	"地方"	"--"	"23.7"	"绿"	"--"	"--"	"--"	"--"	"--"	"7.7"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"79.0"	"--"																	
"534"	"--"	"Leguminosae(豆科)"	"XM85062"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"17.8"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"2.7"	"88"	"绿豆"	"--"	"--"	"--"	"5.6"	"Vigna(豇豆属)"	"C0003017"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.12"	"--"	"--"	"有"	"--"	"I2E03036"	"直立"	"湖南农科院作物所"	"怀化市"	"--"	"--"	"--"	"13.4"	"--"	"--"	"地方"	"--"	"24.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"9.1"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"92.0"	"--"																	
"535"	"--"	"Leguminosae(豆科)"	"XM85020"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"16.7"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"2.3"	"86"	"绿豆"	"--"	"--"	"--"	"6.3"	"Vigna(豇豆属)"	"C0003018"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.10"	"--"	"--"	"无"	"--"	"I2E03037"	"直立"	"湖南农科院作物所"	"沅陵县"	"--"	"--"	"--"	"14.9"	"--"	"--"	"地方"	"--"	"17.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"12.3"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"82.0"	"--"																	
"536"	"--"	"Leguminosae(豆科)"	"XM85021"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"18.5"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"1.9"	"86"	"绿豆"	"--"	"--"	"--"	"5.6"	"Vigna(豇豆属)"	"C0003019"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.10"	"--"	"--"	"无"	"--"	"I2E03081"	"直立"	"湖南农科院作物所"	"沅陵县"	"--"	"--"	"--"	"18.0"	"--"	"--"	"地方"	"--"	"20.2"	"绿"	"--"	"--"	"--"	"--"	"--"	"14.6"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"80.0"	"--"																	
"537"	"--"	"Leguminosae(豆科)"	"XM85004"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"23.4"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"3.5"	"95"	"绿豆"	"--"	"--"	"--"	"3.6"	"Vigna(豇豆属)"	"C0003020"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.19"	"--"	"--"	"无"	"--"	"I2E03038"	"直立"	"湖南农科院作物所"	"黔阳县"	"--"	"--"	"--"	"15.0"	"--"	"--"	"地方"	"--"	"46.2"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.3"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"79.0"	"--"																	
"538"	"--"	"Leguminosae(豆科)"	"XM85011"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"21.8"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"4.5"	"95"	"绿豆"	"--"	"--"	"--"	"4.3"	"Vigna(豇豆属)"	"C0003021"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.19"	"--"	"--"	"有"	"--"	"I2E03039"	"直立"	"湖南农科院作物所"	"黔阳县"	"--"	"--"	"--"	"13.5"	"--"	"--"	"地方"	"--"	"39.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.9"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"87.0"	"--"																	
"539"	"--"	"Leguminosae(豆科)"	"XM85012"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"19.2"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"2.9"	"94"	"绿豆"	"--"	"--"	"--"	"5.5"	"Vigna(豇豆属)"	"C0003022"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.18"	"--"	"--"	"无"	"--"	"I2E03082"	"直立"	"湖南农科院作物所"	"黔阳县"	"--"	"--"	"--"	"12.5"	"--"	"--"	"地方"	"--"	"31.2"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.3"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"71.0"	"--"																	
"540"	"--"	"Leguminosae(豆科)"	"XM85013"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"23.7"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"2.5"	"88"	"绿豆"	"--"	"--"	"--"	"5.1"	"Vigna(豇豆属)"	"C0003023"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.12"	"--"	"--"	"无"	"--"	"I2E03040"	"直立"	"湖南农科院作物所"	"黔阳县"	"--"	"--"	"--"	"16.3"	"--"	"--"	"地方"	"--"	"30.2"	"绿"	"--"	"--"	"--"	"--"	"--"	"10.0"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"84.0"	"--"																	
"541"	"--"	"Leguminosae(豆科)"	"XM85014"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"17.9"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"1.7"	"88"	"绿豆"	"--"	"--"	"--"	"3.3"	"Vigna(豇豆属)"	"C0003024"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.12"	"--"	"--"	"无"	"--"	"I2E03041"	"直立"	"湖南农科院作物所"	"黔阳县"	"--"	"--"	"--"	"15.2"	"--"	"--"	"地方"	"--"	"34.5"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.4"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"89.0"	"--"																	
"542"	"--"	"Leguminosae(豆科)"	"XM85060"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"18.4"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"1.3"	"95"	"绿豆"	"--"	"--"	"--"	"5.2"	"Vigna(豇豆属)"	"C0003025"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.19"	"--"	"--"	"无"	"--"	"I2E03042"	"直立"	"湖南农科院作物所"	"黔阳县"	"--"	"--"	"--"	"12.6"	"--"	"--"	"地方"	"--"	"34.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.5"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"79.0"	"--"																	
"543"	"--"	"Leguminosae(豆科)"	"XM85061"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"23.7"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"3.5"	"95"	"绿豆"	"--"	"--"	"--"	"4.3"	"Vigna(豇豆属)"	"C0003026"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.19"	"--"	"--"	"无"	"--"	"I2E03043"	"直立"	"湖南农科院作物所"	"黔阳县"	"--"	"--"	"--"	"13.5"	"--"	"--"	"地方"	"--"	"44.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.3"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"84.0"	"--"																	
"544"	"--"	"Leguminosae(豆科)"	"XM85017"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"12.4"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"1.4"	"95"	"绿豆"	"--"	"--"	"--"	"4.6"	"Vigna(豇豆属)"	"C0003027"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"球形"	"--"	"--"	"--"	"--"	"黄"	"7.19"	"--"	"--"	"无"	"--"	"I2E03044"	"直立"	"湖南农科院作物所"	"洪江市"	"--"	"--"	"--"	"13.1"	"--"	"--"	"地方"	"--"	"21.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.2"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"91.0"	"--"																	
"545"	"--"	"Leguminosae(豆科)"	"XM85018"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"17.2"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"2.1"	"86"	"绿豆"	"--"	"--"	"--"	"4.3"	"Vigna(豇豆属)"	"C0003028"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.10"	"--"	"--"	"无"	"--"	"I2E03083"	"直立"	"湖南农科院作物所"	"洪江市"	"--"	"--"	"--"	"14.8"	"--"	"--"	"地方"	"--"	"31.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"9.1"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"86.0"	"--"																	
