"id"	"蛋氨酸"	"科名"	"保存编号"	"叶斑病级"	"谷氨酸"	"选育单位"	"播种期"	"缬氨酸"	"结荚习性"	"精氨酸"	"苏氨酸"	"丙氨酸"	"单株产量"	"总和"	"天冬氨酸"	"异亮氨酸"	"根腐病级"	"省"	"直链淀粉"	"脂肪"	"组氨酸"	"分枝数"	"全生育日数"	"品种名称"	"总淀粉"	"根腐病指数"	"色氨酸"	"百粒重"	"属名"	"统一编号"	"芽期抗旱"	"学名"	"粒形"	"选育方法"	"苯丙氨酸"	"熟期抗旱"	"支链淀粉"	"花色"	"成熟期"	"蛋白质"	"苗期耐盐"	"种皮光泽"	"亮氨酸"	"库编号"	"生长习性"	"保存单位"	"原产地"	"备注"	"蚜害指数"	"甘氨酸"	"单荚粒数"	"蚜害病评价"	"胱氨酸"	"样品类型"	"芽期耐盐"	"单株荚数"	"粒色"	"育成年份"	"酩氨酸"	"根腐病评价"	"脯氨酸"	"叶斑病指数"	"荚长"	"赖氨酸"	"丝氨酸"	"译名"	"蚜害病级别"	"荚色"	"蚜害比值"	"种子来源"	"株高"	"叶斑病评价"	"粒型"	"褐斑病指数"	"锈病评价"	"蚜害病指数"	"均匀度"	"赤斑病指数"	"蚜害病级"	"抗涝性"	"赤斑病级"	"粗蛋白"	"有效枝"	"锈病指数"	"荚宽"	"褐斑病级"	"粗脂肪"	"赤斑病评价"	"熟性"
"546"	"--"	"Leguminosae(豆科)"	"XM85019"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"9.7"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"0.3"	"86"	"绿豆"	"--"	"--"	"--"	"4.6"	"Vigna(豇豆属)"	"C0003029"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.10"	"--"	"--"	"无"	"--"	"I2E03084"	"直立"	"湖南农科院作物所"	"洪江市"	"--"	"--"	"--"	"12.3"	"--"	"--"	"地方"	"--"	"18.8"	"绿"	"--"	"--"	"--"	"--"	"--"	"9.1"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"83.0"	"--"																	
"547"	"--"	"Leguminosae(豆科)"	"XM85064"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"10.8"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"1.3"	"90"	"绿豆"	"--"	"--"	"--"	"4.9"	"Vigna(豇豆属)"	"C0003030"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.14"	"--"	"--"	"无"	"--"	"I2E03045"	"直立"	"湖南农科院作物所"	"洪江市"	"--"	"--"	"--"	"12.5"	"--"	"--"	"地方"	"--"	"18.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"7.9"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"84.0"	"--"																	
"548"	"--"	"Leguminosae(豆科)"	"XM85065"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"12.4"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"1.7"	"86"	"绿豆"	"--"	"--"	"--"	"5.5"	"Vigna(豇豆属)"	"C0003031"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.10"	"--"	"--"	"无"	"--"	"I2E03046"	"直立"	"湖南农科院作物所"	"洪江市"	"--"	"--"	"--"	"12.1"	"--"	"--"	"地方"	"--"	"19.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.7"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"66.0"	"--"																	
"549"	"--"	"Leguminosae(豆科)"	"XM85093"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"14.1"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"1.1"	"94"	"绿豆"	"--"	"--"	"--"	"3.6"	"Vigna(豇豆属)"	"C0003032"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"球形"	"--"	"--"	"--"	"--"	"黄"	"7.18"	"--"	"--"	"无"	"--"	"I2E03047"	"直立"	"湖南农科院作物所"	"常德县"	"--"	"--"	"--"	"17.6"	"--"	"--"	"地方"	"--"	"23.6"	"绿"	"--"	"--"	"--"	"--"	"--"	"10.1"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"76.0"	"--"																	
"550"	"--"	"Leguminosae(豆科)"	"XM85094"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"17.3"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"2.7"	"88"	"绿豆"	"--"	"--"	"--"	"3.9"	"Vigna(豇豆属)"	"C0003033"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"球形"	"--"	"--"	"--"	"--"	"黄"	"7.12"	"--"	"--"	"无"	"--"	"I2E03048"	"直立"	"湖南农科院作物所"	"常德县"	"--"	"--"	"--"	"17.8"	"--"	"--"	"地方"	"--"	"28.2"	"绿"	"--"	"--"	"--"	"--"	"--"	"10.3"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"82.0"	"--"																	
"551"	"--"	"Leguminosae(豆科)"	"XM85095"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"15.4"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"1.3"	"88"	"绿豆"	"--"	"--"	"--"	"5.6"	"Vigna(豇豆属)"	"C0003034"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.12"	"--"	"--"	"无"	"--"	"I2E03085"	"直立"	"湖南农科院作物所"	"常德县"	"--"	"--"	"--"	"13.8"	"--"	"--"	"地方"	"--"	"21.6"	"绿"	"--"	"--"	"--"	"--"	"--"	"9.6"	"--"	"--"	"LU DOU"	"--"	"黄"	"--"	"--"	"85.0"	"--"																	
"552"	"--"	"Leguminosae(豆科)"	"XM85122"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"13.8"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"2.0"	"88"	"绿豆"	"--"	"--"	"--"	"4.9"	"Vigna(豇豆属)"	"C0003035"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.12"	"--"	"--"	"无"	"--"	"I2E03049"	"直立"	"湖南农科院作物所"	"常德县"	"--"	"--"	"--"	"13.6"	"--"	"--"	"地方"	"--"	"23.4"	"绿"	"--"	"--"	"--"	"--"	"--"	"9.8"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"91.0"	"--"																	
"553"	"--"	"Leguminosae(豆科)"	"XM85096"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"12.5"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"2.3"	"86"	"绿豆"	"--"	"--"	"--"	"3.4"	"Vigna(豇豆属)"	"C0003036"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"球形"	"--"	"--"	"--"	"--"	"黄"	"7.10"	"--"	"--"	"有"	"--"	"I2E03050"	"直立"	"湖南农科院作物所"	"常德县"	"--"	"--"	"--"	"13.6"	"--"	"--"	"地方"	"--"	"26.2"	"绿"	"--"	"--"	"--"	"--"	"--"	"7.7"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"89.0"	"--"																	
"554"	"--"	"Leguminosae(豆科)"	"XM85034"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"17.4"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"2.6"	"88"	"绿豆"	"--"	"--"	"--"	"4.9"	"Vigna(豇豆属)"	"C0003037"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.12"	"--"	"--"	"无"	"--"	"I2E03086"	"直立"	"湖南农科院作物所"	"益阳县"	"--"	"--"	"--"	"14.8"	"--"	"--"	"地方"	"--"	"25.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.9"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"81.0"	"--"																	
"555"	"--"	"Leguminosae(豆科)"	"XM85035"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"24.8"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"2.3"	"93"	"绿豆"	"--"	"--"	"--"	"6.0"	"Vigna(豇豆属)"	"C0003038"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.17"	"--"	"--"	"有"	"--"	"I2E03074"	"直立"	"湖南农科院作物所"	"益阳县"	"--"	"--"	"--"	"13.6"	"--"	"--"	"地方"	"--"	"27.1"	"绿"	"--"	"--"	"--"	"--"	"--"	"10.6"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"82.0"	"--"																	
"556"	"--"	"Leguminosae(豆科)"	"XM85036"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"15.9"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"2.6"	"88"	"绿豆"	"--"	"--"	"--"	"4.8"	"Vigna(豇豆属)"	"C0003039"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.12"	"--"	"--"	"有"	"--"	"I2E03087"	"直立"	"湖南农科院作物所"	"益阳县"	"--"	"--"	"--"	"12.4"	"--"	"--"	"地方"	"--"	"28.6"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.4"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"87.0"	"--"																	
"557"	"--"	"Leguminosae(豆科)"	"XM85037"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"19.7"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"1.3"	"88"	"绿豆"	"--"	"--"	"--"	"5.2"	"Vigna(豇豆属)"	"C0003040"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.12"	"--"	"--"	"无"	"--"	"I2E03088"	"直立"	"湖南农科院作物所"	"益阳县"	"--"	"--"	"--"	"14.0"	"--"	"--"	"地方"	"--"	"30.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"10.3"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"79.0"	"--"																	
"558"	"--"	"Leguminosae(豆科)"	"XM85038"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"18.3"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"2.3"	"86"	"绿豆"	"--"	"--"	"--"	"5.4"	"Vigna(豇豆属)"	"C0003041"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.10"	"--"	"--"	"有"	"--"	"I2E03051"	"直立"	"湖南农科院作物所"	"益阳县"	"--"	"--"	"--"	"14.3"	"--"	"--"	"地方"	"--"	"28.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"10.3"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"92.0"	"--"																	
"559"	"--"	"Leguminosae(豆科)"	"XM85039"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"24.4"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"1.9"	"87"	"绿豆"	"--"	"--"	"--"	"5.1"	"Vigna(豇豆属)"	"C0003042"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"球形"	"--"	"--"	"--"	"--"	"黄"	"7.11"	"--"	"--"	"无"	"--"	"I2E03052"	"直立"	"湖南农科院作物所"	"益阳县"	"--"	"--"	"--"	"12.2"	"--"	"--"	"地方"	"--"	"47.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.2"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"86.0"	"--"																	
"560"	"--"	"Leguminosae(豆科)"	"XM85043"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"15.6"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"1.1"	"84"	"绿豆"	"--"	"--"	"--"	"5.5"	"Vigna(豇豆属)"	"C0003043"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.08"	"--"	"--"	"无"	"--"	"I2E03053"	"直立"	"湖南农科院作物所"	"益阳县"	"--"	"--"	"--"	"14.1"	"--"	"--"	"地方"	"--"	"19.6"	"绿"	"--"	"--"	"--"	"--"	"--"	"10.6"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"88.0"	"--"																	
"561"	"--"	"Leguminosae(豆科)"	"XM85057"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"13.4"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"1.0"	"84"	"绿豆"	"--"	"--"	"--"	"6.6"	"Vigna(豇豆属)"	"C0003044"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.08"	"--"	"--"	"无"	"--"	"I2E03089"	"直立"	"湖南农科院作物所"	"益阳县"	"--"	"--"	"--"	"13.1"	"--"	"--"	"地方"	"--"	"17.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"10.3"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"72.0"	"--"																	
"562"	"--"	"Leguminosae(豆科)"	"XM85070"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"19.4"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"3.6"	"101"	"绿豆"	"--"	"--"	"--"	"5.1"	"Vigna(豇豆属)"	"C0003045"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"球形"	"--"	"--"	"--"	"--"	"黄"	"7.25"	"--"	"--"	"有"	"--"	"I2E03054"	"直立"	"湖南农科院作物所"	"益阳县"	"--"	"--"	"--"	"13.6"	"--"	"--"	"地方"	"--"	"31.2"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.9"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"103.0"	"--"																	
"563"	"0.31"	"Leguminosae(豆科)"	"XM85071"	"--"	"5.03"	"--"	"4.15"	"1.32"	"有限"	"1.75"	"0.83"	"1.12"	"18.7"	"24.81"	"2.95"	"1.11"	"--"	"湖南"	"14.28"	"1.67"	"0.67"	"2.3"	"95"	"绿豆"	"53.65"	"--"	"0.20"	"5.3"	"Vigna(豇豆属)"	"C0003046"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"球形"	"--"	"1.58"	"--"	"39.37"	"黄"	"7.19"	"24.26"	"--"	"无"	"2.02"	"I2E03055"	"直立"	"湖南农科院作物所"	"益阳县"	"--"	"--"	"0.97"	"14.9"	"--"	"0.17"	"地方"	"--"	"26.3"	"绿"	"--"	"0.76"	"--"	"1.03"	"--"	"8.9"	"1.73"	"1.27"	"LU DOU"	"--"	"黑"	"--"	"--"	"107.0"	"--"																	
"564"	"--"	"Leguminosae(豆科)"	"XM85072"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"22.1"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"2.0"	"98"	"绿豆"	"--"	"--"	"--"	"5.4"	"Vigna(豇豆属)"	"C0003047"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"球形"	"--"	"--"	"--"	"--"	"黄"	"7.22"	"--"	"--"	"无"	"--"	"I2E03056"	"直立"	"湖南农科院作物所"	"益阳县"	"--"	"--"	"--"	"12.1"	"--"	"--"	"地方"	"--"	"36.6"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.5"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"92.0"	"--"																	
"565"	"--"	"Leguminosae(豆科)"	"XM85073"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"18.3"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"1.6"	"86"	"绿豆"	"--"	"--"	"--"	"6.5"	"Vigna(豇豆属)"	"C0003048"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.10"	"--"	"--"	"无"	"--"	"I2E03057"	"直立"	"湖南农科院作物所"	"益阳县"	"--"	"--"	"--"	"15.4"	"--"	"--"	"地方"	"--"	"20.7"	"绿"	"--"	"--"	"--"	"--"	"--"	"13.2"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"85.0"	"--"																	
"566"	"--"	"Leguminosae(豆科)"	"XM85085"	"--"	"--"	"--"	"4.15"	"--"	"有限"	"--"	"--"	"--"	"18.7"	"--"	"--"	"--"	"--"	"湖南"	"--"	"--"	"--"	"3.2"	"88"	"绿豆"	"--"	"--"	"--"	"5.0"	"Vigna(豇豆属)"	"C0003049"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"7.12"	"--"	"--"	"无"	"--"	"I2E02776"	"直立"	"湖南农科院作物所"	"保靖县"	"--"	"--"	"--"	"14.2"	"--"	"--"	"地方"	"--"	"30.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"9.7"	"--"	"--"	"LU DOU"	"--"	"黑"	"--"	"--"	"88.0"	"--"																	
"567"	"--"	"Leguminosae(豆科)"	"45"	"--"	"--"	"--"	"3.17"	"--"	"无限"	"--"	"--"	"--"	"9.2"	"--"	"--"	"--"	"--"	"广西"	"12.06"	"--"	"--"	"1.1"	"77"	"绿豆"	"50.61"	"--"	"--"	"3.6"	"Vigna(豇豆属)"	"C0003123"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"6.02"	"23.15"	"--"	"无"	"--"	"I2E02703"	"直立"	"广西农科院品资所"	"桂平县"	"--"	"--"	"--"	"8.0"	"HS"	"--"	"地方"	"--"	"31.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"7.2"	"--"	"--"	"LU DOU"	"9"	"黑"	"--"	"--"	"60.8"	"--"																	
"568"	"--"	"Leguminosae(豆科)"	"46"	"--"	"--"	"--"	"3.09"	"--"	"无限"	"--"	"--"	"--"	"6.6"	"--"	"--"	"--"	"--"	"广西"	"12.03"	"--"	"--"	"1.0"	"77"	"细绿豆"	"51.49"	"--"	"--"	"4.5"	"Vigna(豇豆属)"	"C0003124"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"5.25"	"25.33"	"--"	"无"	"--"	"I2E02704"	"直立"	"广西农科院品资所"	"桂平县"	"--"	"--"	"--"	"7.3"	"HS"	"--"	"地方"	"--"	"20.2"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.0"	"--"	"--"	"XI LU DOU"	"9"	"黑"	"--"	"--"	"48.2"	"--"																	
"569"	"--"	"Leguminosae(豆科)"	"47"	"--"	"--"	"--"	"3.17"	"--"	"无限"	"--"	"--"	"--"	"7.2"	"--"	"--"	"--"	"--"	"广西"	"12.37"	"--"	"--"	"0.4"	"74"	"大绿豆"	"52.17"	"--"	"--"	"5.6"	"Vigna(豇豆属)"	"C0003125"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"5.30"	"22.58"	"--"	"无"	"--"	"I2E02705"	"直立"	"广西农科院品资所"	"桂平县"	"--"	"--"	"--"	"8.1"	"HS"	"--"	"地方"	"--"	"15.8"	"绿"	"--"	"--"	"--"	"--"	"--"	"11.0"	"--"	"--"	"DA LU DOU"	"9"	"黑"	"--"	"--"	"62.9"	"--"																	
"570"	"0.37"	"Leguminosae(豆科)"	"48"	"--"	"4.87"	"--"	"3.17"	"1.52"	"无限"	"0.61"	"0.84"	"1.15"	"8.3"	"25.04"	"2.98"	"1.30"	"--"	"广西"	"13.74"	"--"	"0.73"	"1.0"	"77"	"大绿豆"	"55.20"	"--"	"0.18"	"6.8"	"Vigna(豇豆属)"	"C0003126"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"1.76"	"--"	"--"	"黄"	"6.02"	"23.43"	"--"	"有"	"2.25"	"I2E02706"	"直立"	"广西农科院品资所"	"平南县"	"--"	"--"	"0.98"	"7.7"	"S"	"0.35"	"地方"	"--"	"15.8"	"绿"	"--"	"0.36"	"--"	"1.73"	"--"	"10.1"	"1.76"	"1.28"	"DA LU DOU"	"7"	"黄"	"--"	"--"	"64.2"	"--"																	
"571"	"--"	"Leguminosae(豆科)"	"49"	"--"	"--"	"--"	"3.17"	"--"	"无限"	"--"	"--"	"--"	"9.5"	"--"	"--"	"--"	"--"	"广西"	"11.44"	"--"	"--"	"1.9"	"77"	"绿豆"	"52.62"	"--"	"--"	"4.4"	"Vigna(豇豆属)"	"C0003127"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"6.02"	"22.48"	"--"	"无"	"--"	"I2E02707"	"直立"	"广西农科院品资所"	"平南县"	"--"	"--"	"--"	"9.3"	"HS"	"--"	"地方"	"--"	"23.3"	"绿"	"--"	"--"	"--"	"--"	"--"	"7.7"	"--"	"--"	"LU DOU"	"9"	"黑"	"--"	"--"	"77.7"	"--"																	
"572"	"--"	"Leguminosae(豆科)"	"50"	"--"	"--"	"--"	"3.17"	"--"	"无限"	"--"	"--"	"--"	"5.3"	"--"	"--"	"--"	"--"	"广西"	"12.96"	"--"	"--"	"0.2"	"77"	"大绿豆"	"54.85"	"--"	"--"	"6.4"	"Vigna(豇豆属)"	"C0003128"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"6.02"	"26.13"	"--"	"有"	"--"	"I2E02708"	"直立"	"广西农科院品资所"	"平南县"	"--"	"--"	"--"	"7.2"	"HS"	"--"	"地方"	"--"	"11.4"	"绿"	"--"	"--"	"--"	"--"	"--"	"8.9"	"--"	"--"	"DA LU DOU"	"9"	"黄"	"--"	"--"	"48.7"	"--"																	
"573"	"--"	"Leguminosae(豆科)"	"51"	"--"	"--"	"--"	"3.17"	"--"	"无限"	"--"	"--"	"--"	"8.0"	"--"	"--"	"--"	"--"	"广西"	"--"	"--"	"--"	"1.0"	"70"	"细绿豆"	"--"	"--"	"--"	"4.3"	"Vigna(豇豆属)"	"C0003129"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"5.26"	"--"	"--"	"无"	"--"	"I2E02709"	"直立"	"广西农科院品资所"	"容县"	"--"	"--"	"--"	"7.8"	"--"	"--"	"地方"	"--"	"23.9"	"绿"	"--"	"--"	"--"	"--"	"--"	"6.9"	"--"	"--"	"XI LU DOU"	"--"	"黑"	"--"	"--"	"69.7"	"--"																	
"574"	"--"	"Leguminosae(豆科)"	"52"	"--"	"--"	"--"	"3.17"	"--"	"无限"	"--"	"--"	"--"	"10.9"	"--"	"--"	"--"	"--"	"广西"	"12.16"	"--"	"--"	"1.0"	"74"	"大绿豆"	"51.55"	"--"	"--"	"5.5"	"Vigna(豇豆属)"	"C0003130"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"5.30"	"23.76"	"--"	"无"	"--"	"I2E02710"	"直立"	"广西农科院品资所"	"北流县"	"--"	"--"	"--"	"9.0"	"HS"	"--"	"地方"	"--"	"22.0"	"绿"	"--"	"--"	"--"	"--"	"--"	"10.6"	"--"	"--"	"DA LU DOU"	"9"	"黑"	"--"	"--"	"64.6"	"--"																	
"575"	"--"	"Leguminosae(豆科)"	"53"	"--"	"--"	"--"	"3.17"	"--"	"无限"	"--"	"--"	"--"	"9.6"	"--"	"--"	"--"	"--"	"广西"	"10.92"	"--"	"--"	"1.5"	"77"	"细绿豆"	"51.10"	"--"	"--"	"4.6"	"Vigna(豇豆属)"	"C0003131"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"6.02"	"23.55"	"--"	"无"	"--"	"I2E02711"	"直立"	"广西农科院品资所"	"北流县"	"--"	"--"	"--"	"9.2"	"HS"	"--"	"地方"	"--"	"22.6"	"绿"	"--"	"--"	"--"	"--"	"--"	"9.5"	"--"	"--"	"XI LU DOU"	"9"	"黑"	"--"	"--"	"72.8"	"--"																	
"576"	"--"	"Leguminosae(豆科)"	"54"	"--"	"--"	"--"	"3.17"	"--"	"无限"	"--"	"--"	"--"	"8.2"	"--"	"--"	"--"	"--"	"广西"	"10.95"	"--"	"--"	"1.5"	"77"	"细绿豆"	"49.51"	"--"	"--"	"3.8"	"Vigna(豇豆属)"	"C0003132"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"6.02"	"23.94"	"--"	"无"	"--"	"I2E02712"	"直立"	"广西农科院品资所"	"博白县"	"--"	"--"	"--"	"7.3"	"HS"	"--"	"地方"	"--"	"29.7"	"绿"	"--"	"--"	"--"	"--"	"--"	"7.8"	"--"	"--"	"XI LU DOU"	"9"	"黑"	"--"	"--"	"58.0"	"--"																	
"577"	"--"	"Leguminosae(豆科)"	"55"	"--"	"--"	"--"	"3.17"	"--"	"无限"	"--"	"--"	"--"	"8.7"	"--"	"--"	"--"	"--"	"广西"	"12.33"	"--"	"--"	"0.8"	"77"	"大绿豆"	"51.30"	"--"	"--"	"5.4"	"Vigna(豇豆属)"	"C0003133"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"6.02"	"23.15"	"--"	"无"	"--"	"I2E02713"	"直立"	"广西农科院品资所"	"贵县"	"--"	"--"	"--"	"9.0"	"HS"	"--"	"地方"	"--"	"17.9"	"绿"	"--"	"--"	"--"	"--"	"--"	"11.0"	"--"	"--"	"DA LU DOU"	"9"	"黑"	"--"	"--"	"72.3"	"--"																	
"578"	"--"	"Leguminosae(豆科)"	"56"	"--"	"--"	"--"	"3.09"	"--"	"无限"	"--"	"--"	"--"	"3.4"	"--"	"--"	"--"	"--"	"广西"	"--"	"--"	"--"	"1.6"	"84"	"细绿豆"	"--"	"--"	"--"	"4.2"	"Vigna(豇豆属)"	"C0003134"	"--"	"Vigna rabiata (L.) Wilczek(绿豆)"	"圆柱形"	"--"	"--"	"--"	"--"	"黄"	"6.01"	"--"	"--"	"有"	"--"	"I2E02714"	"直立"	"广西农科院品资所"	"贵县"	"--"	"--"	"--"	"9.5"	"--"	"--"	"地方"	"--"	"8.4"	"绿"	"--"	"--"	"--"	"--"	"--"	"7.9"	"--"	"--"	"XI LU DOU"	"--"	"黑"	"--"	"--"	"63.2"	"--"																	
