"id"	"嫩叶颜色"	"芽着生状态"	"叶脉"	"秋可溶糖"	"春担桑茧量"	"萎缩萎缩病"	"叶面粗滑"	"发芽期"	"秋公斤叶数"	"叶硬化期"	"枝条长短"	"叶缘"	"省"	"秋万茧层量"	"开叶期"	"枝态"	"统一编号"	"花叶萎缩病"	"叶厚薄"	"属名"	"春可溶糖"	"株产叶量"	"成熟期"	"发芽率"	"染色体数"	"春万头茧量"	"保存单位"	"叶尖"	"亩产叶量"	"黑枯细菌病"	"叶着生状态"	"雄穗多少"	"污叶病"	"叶背毛"	"叶面光泽"	"枝条皮色"	"椹颜色"	"花柱有无"	"叶长"	"叶缘芒刺"	"发条力"	"皮孔个"	"耐寒性"	"椹梗叶"	"叶基"	"白粉病"	"青枯病"	"科名"	"种子来源地"	"品种名称"	"副芽多少"	"耐湿性"	"叶面缩"	"节间长"	"叶形状"	"冬芽颜色"	"枝条曲直"	"秋粗蛋白"	"秋万头茧量"	"译名"	"叶面毛"	"秋担桑茧量"	"叶幅"	"椹结实性"	"学名"	"原产地"	"雄穗长度"	"褐斑病"	"冬芽形状"	"秋米条叶"	"花性"	"黄化萎缩病"	"叶色"	"椹多少"	"春万茧层量"	"枝条粗细"	"椹长度"	"叶序"	"生长芽率"	"春米条叶"	"叶柄长"	"耐旱性"	"梢梗叶"	"条梗叶"	"春公斤叶数"	"春粗蛋白"	"花叶开放序"	"实用分类"	"缩叶细菌病"	"叶梗叶"	"柱头毛或突"
"120"	"黄绿"	"尖离,贴生"	"基脉五出"	"10.15"	"5.860"	"中抗"	"光滑"	"4月8-13日"	"332"	"9月中旬"	"长"	"钝齿"	"安徽"	"3.724"	"4月14-20日"	"直立"	"11-00047"	"--"	"较厚"	"Morus(桑属)"	"12.22"	"2.530"	"5月中旬初"	"87.0"	"二倍体"	"20.501"	"中国农科院蚕业所"	"锐头"	"1265.0"	"中抗"	"平伸"	"--"	"中抗"	"无"	"较强"	"灰棕"	"紫黑"	"无"	"18.8"	"无"	"中"	"15.0"	"较强"	"--"	"心形"	"中抗"	"--"	"Moraceae(桑科)"	"安徽省农科院蚕桑所"	"皖麻桑"	"少"	"中"	"微缩皱"	"3.2"	"心脏形"	"棕褐"	"直"	"23.980"	"17.475"	"WAN MA SANG"	"无"	"6.450"	"12.7"	"强"	"Morus multicaulis Perr.(鲁桑)"	"安徽省青阳县"	"--"	"--"	"正三角形"	"86.0"	"雌花"	"中抗"	"翠绿"	"少"	"4.721"	"中等"	"2"	"2/5,3/8"	"23.28"	"106.0"	"4.0"	"中"	"8.4"	"28.09"	"860"	"22.92"	"先叶后花"	"--"	"中抗"	"63.5"	"突起"
"121"	"黄绿带紫红"	"贴生"	"基脉五出"	"--"	"6.480"	"中抗"	"光滑"	"4月12-16日"	"240"	"9月中旬"	"长"	"钝齿"	"安徽"	"3.884"	"4月18-22日"	"斜生"	"11-00050"	"--"	"较厚"	"Morus(桑属)"	"--"	"2.920"	"5月中旬初"	"70.0"	"二倍体"	"23.729"	"中国农科院蚕业所"	"双头"	"1168.0"	"中抗"	"稍下垂"	"较少"	"中抗"	"无"	"较强"	"黄褐"	"紫黑"	"无"	"25.0"	"无"	"中"	"15.0"	"较强"	"0.3"	"深心形"	"抗"	"--"	"Moraceae(桑科)"	"安徽省蚕桑所"	"皖7707"	"少"	"中"	"微波皱"	"4.9"	"心脏形"	"褐"	"微曲"	"--"	"17.457"	"WAN 7707"	"无"	"7.350"	"20.5"	"强"	"Morus multicaulis Perr.(鲁桑)"	"安徽省合肥市"	"4.0"	"中抗"	"正三角形"	"78.0"	"雌雄花同株"	"易感"	"翠绿"	"少"	"5.695"	"粗"	"2.0"	"2/5"	"27.00"	"268.0"	"5.8"	"中"	"10.3"	"35.95"	"400"	"--"	"花叶同开"	"--"	"抗"	"53.4"	"突起"
"122"	"黄绿带紫红"	"贴生"	"基脉五出"	"--"	"--"	"--"	"光滑"	"4月7-14日"	"244"	"9月中旬"	"中"	"钝齿"	"安徽"	"--"	"4月18-22日"	"直立"	"11-00051"	"--"	"较厚"	"Morus(桑属)"	"--"	"3.965"	"5月中旬初"	"69.0"	"二倍体"	"--"	"中国农科院蚕业所"	"锐头"	"1586.0"	"中抗"	"稍下垂"	"--"	"抗"	"无"	"较强"	"黄褐"	"紫黑"	"无"	"22.0"	"无"	"中"	"17.0"	"较强"	"0.6"	"深心形"	"抗"	"--"	"Moraceae(桑科)"	"安徽省蚕桑所"	"皖泗五"	"少"	"中"	"微泡皱"	"5.0"	"长心脏形"	"土黄"	"直"	"--"	"--"	"WAN SI WU"	"无"	"--"	"17.3"	"强"	"Morus multicaulis Perr.(鲁桑)"	"安徽省泗县"	"0.0"	"--"	"三角形"	"83.0"	"雌花"	"中抗"	"翠绿"	"中"	"--"	"粗"	"2.1"	"2/5"	"34.00"	"63.0"	"5.0"	"中"	"13.0"	"37.46"	"260"	"--"	"先叶后花"	"--"	"中抗"	"48.9"	"突起"
"123"	"黄绿"	"贴生"	"基脉五出"	"--"	"--"	"--"	"光滑"	"4月10-14日"	"260"	"9月中旬"	"长"	"乳头齿"	"安徽"	"--"	"4月18-21日"	"直立"	"11-00053"	"--"	"较厚"	"Morus(桑属)"	"--"	"2.770"	"5月中旬初"	"56.0"	"--"	"--"	"中国农科院蚕业所"	"锐头"	"1108.0"	"中抗"	"稍下垂"	"较少"	"抗"	"无"	"较弱"	"灰褐"	"--"	"--"	"25.0"	"无"	"弱"	"13.0"	"中等"	"2.1"	"深心形"	"抗"	"--"	"Moraceae(桑科)"	"安徽省蚕桑所"	"新大叶瓣"	"少"	"中"	"微缩皱"	"3.5"	"心脏形"	"褐"	"直"	"--"	"--"	"XIN DA YE BAN"	"无"	"--"	"20.1"	"--"	"Morus multicaulis Perr.(鲁桑)"	"安徽省泾县"	"4.0"	"中抗"	"三角形"	"91.0"	"雌花"	"中抗"	"翠绿"	"--"	"--"	"粗"	"0.0"	"2/5,3/8"	"18.00"	"89.0"	"7.5"	"中"	"8.2"	"43.71"	"656"	"--"	"先叶后花"	"--"	"中抗"	"46.0"	"--"
"124"	"黄绿带紫红"	"贴生"	"--"	"--"	"--"	"--"	"光滑"	"4月6-10日"	"856"	"9月中旬"	"长"	"乳头齿,钝齿"	"安徽"	"--"	"4月13-18日"	"直立"	"11-00054"	"--"	"较厚"	"Morus(桑属)"	"--"	"2.830"	"5月中旬末"	"71.0"	"二倍体"	"--"	"中国农科院蚕业所"	"锐头"	"1132.0"	"中抗"	"稍下垂"	"--"	"--"	"无"	"较强"	"黄褐"	"紫黑"	"无"	"26.0"	"无"	"中"	"17.0"	"较强"	"5.2"	"心形"	"--"	"--"	"Moraceae(桑科)"	"安微省蚕桑所"	"孪枝桑"	"少"	"中"	"微缩皱"	"3.7"	"心脏形"	"褐"	"直"	"--"	"--"	"LUAN ZHI SANG"	"无"	"--"	"21.0"	"强"	"Morus multicaulis Perr.(鲁桑)"	"安徽省合肥市"	"0.0"	"--"	"正三角形"	"83.0"	"雌花"	"中抗"	"翠绿"	"较少"	"--"	"粗"	"2.1"	"3/8,2/5"	"8.00"	"87.0"	"8.0"	"中"	"7.5"	"47.42"	"820"	"--"	"先叶后花"	"--"	"中抗"	"39.9"	"突起"
"125"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"安徽"	"--"	"--"	"--"	"11-00055"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"63.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"15.0"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"泗县白桑"	"--"	"--"	"--"	"4.9"	"心脏形"	"--"	"--"	"--"	"--"	"SI XIAN BAI SANG"	"--"	"--"	"13.3"	"--"	"Morus alba Linn.(白桑)"	"安徽省泗县"	"--"	"--"	"--"	"--"	"雌花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"中生中熟"	"--"	"--"	"--"
"126"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"安徽"	"--"	"--"	"--"	"11-00056"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"64.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"18.0"	"--"	"较强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"庐州青"	"--"	"--"	"--"	"2.7"	"卵圆形"	"--"	"--"	"--"	"--"	"LU ZHOU QING"	"--"	"--"	"12.5"	"--"	"Morus multicaulis Perr.(鲁桑)"	"安徽省合肥市"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"中生中熟"	"--"	"--"	"--"
"127"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"安徽"	"--"	"--"	"--"	"11-00057"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"54.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"20.0"	"--"	"较强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"7909"	"--"	"--"	"--"	"3.1"	"裂叶形"	"--"	"--"	"--"	"--"	"7909"	"--"	"--"	"19.0"	"--"	"Morus alba Linn.(白桑)"	"安徽省合肥市"	"--"	"--"	"--"	"--"	"雌花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"晚生中熟"	"--"	"--"	"--"
"128"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"安徽"	"--"	"--"	"--"	"11-00058"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"50.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"23.5"	"--"	"较强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"毫20"	"--"	"--"	"--"	"3.4"	"长心脏形"	"--"	"--"	"--"	"--"	"HAO 20"	"--"	"--"	"17.0"	"--"	"Morus multicaulis Perr.(鲁桑)"	"安徽省毫县"	"--"	"--"	"--"	"--"	"雌花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"中生中熟"	"--"	"--"	"--"
"129"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"安徽"	"--"	"--"	"--"	"11-00059"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"72.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"22.5"	"--"	"较强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"乌西五"	"--"	"--"	"--"	"3.3"	"心脏形"	"--"	"--"	"--"	"--"	"WU XI WU"	"--"	"--"	"19.2"	"--"	"Morus multicaulis Perr.(鲁桑)"	"安徽省合肥市"	"--"	"--"	"--"	"--"	"雌花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"晚生晚熟"	"--"	"--"	"--"
"130"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"安徽"	"--"	"--"	"--"	"11-00064"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"59.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"17.4"	"--"	"较强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"庄川5号"	"--"	"--"	"--"	"2.8"	"心脏形"	"--"	"--"	"--"	"--"	"ZHUANG CHUAN 5 HAO"	"--"	"--"	"13.6"	"--"	"Morus multicaulis Perr.(鲁桑)"	"安徽省"	"--"	"--"	"--"	"--"	"雄花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"晚生中熟"	"--"	"--"	"--"
"131"	"黄绿"	"--"	"基脉五出"	"13.29"	"5.638"	"中抗"	"光滑"	"4月13-17日"	"188"	"--"	"长"	"乳头齿"	"江西"	"4.260"	"--"	"斜生"	"12-00001"	"抗"	"较厚"	"Morus(桑属)"	"15.27"	"2.980"	"5月中旬末"	"50.0"	"二倍体"	"18.983"	"中国农科院蚕业所"	"锐头"	"1488.0"	"抗"	"--"	"--"	"抗"	"无"	"强"	"青黄"	"紫黑"	"无"	"22.0"	"无"	"强"	"13.0"	"较强"	"1.0"	"深心形"	"中抗"	"--"	"Moraceae(桑科)"	"江西省蚕茶研究所"	"黄马青皮"	"--"	"中"	"泡皱"	"4.3"	"心脏形"	"--"	"微曲"	"25.370"	"19.000"	"HUANG MA QING PI"	"无"	"6.040"	"18.0"	"强"	"Morus multicaulis Perr.(鲁桑)"	"江西省永修"	"--"	"中抗"	"--"	"90.0"	"雌花"	"中抗"	"翠绿"	"少"	"4.755"	"粗"	"短"	"2/5"	"28.00"	"85.0"	"6.0"	"中"	"8.0"	"49.00"	"488"	"23.45"	"先叶后花"	"--"	"抗"	"42.0"	"突起"
"132"	"黄绿"	"--"	"基脉五出"	"11.15"	"5.329"	"中抗"	"光滑"	"4月13-17日"	"282"	"--"	"长"	"乳头齿"	"江西"	"4.164"	"--"	"斜生"	"12-00002"	"抗"	"较薄"	"Morus(桑属)"	"11.95"	"2.270"	"5月中旬末"	"62.0"	"二倍体"	"17.359"	"中国农科院蚕业所"	"锐头"	"11.4"	"抗"	"--"	"--"	"中抗"	"无"	"较强"	"青黄"	"紫黑"	"无"	"21.0"	"无"	"强"	"12.0"	"较强"	"1.1"	"心形"	"中抗"	"--"	"Moraceae(桑科)"	"江西省蚕荷研究所"	"向圹油皮桑"	"--"	"中"	"波皱"	"4.6"	"心脏形"	"--"	"微曲"	"22.590"	"18.814"	"XIANG KUANG YOU PI SANG"	"无"	"5.980"	"17.0"	"强"	"Morus multicaulis Perr.(鲁桑)"	"江西省南昌县"	"--"	"抗"	"--"	"90.0"	"雌花"	"中抗"	"翠绿"	"少"	"4.197"	"粗"	"短"	"2/5"	"31.00"	"142.0"	"6.0"	"中"	"8.0"	"52.00"	"472"	"20.54"	"先叶后花"	"--"	"抗"	"39.0"	"突起"
"133"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"福建"	"--"	"--"	"--"	"13-00002"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"74.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"19.0"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"福甘1号"	"--"	"--"	"--"	"4.4"	"卵圆形"	"--"	"--"	"--"	"--"	"FU GAN 1 HAO"	"--"	"--"	"13.5"	"--"	"Morus alba Linn.(白桑)"	"福建省漳州市"	"--"	"--"	"--"	"--"	"雌花"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"早生早熟"	"--"	"--"	"--"
"134"	"黄绿"	"--"	"基脉五出"	"--"	"6.100"	"--"	"光滑"	"4月7-14日"	"180"	"--"	"中"	"钝齿"	"山东"	"3.822"	"--"	"直立"	"14-00001"	"--"	"厚"	"Morus(桑属)"	"13.00"	"2.600"	"5月中旬初"	"80.0"	"三倍体"	"19.570"	"中国农科院蚕业所"	"锐头"	"1300.0"	"中抗"	"--"	"无"	"感病"	"无"	"较强"	"灰棕"	"紫黑"	"无"	"19.0"	"无"	"强"	"11.0"	"较强"	"1.7"	"浅心形,截形"	"中抗"	"--"	"Moraceae(桑科)"	"山东省临朐县"	"梨叶大桑"	"--"	"中"	"微缩皱"	"3.4"	"卵圆形"	"--"	"曲"	"--"	"17.950"	"LI YE DA SANG"	"无"	"6.410"	"15.0"	"弱"	"Morus multicaulis Perr.(鲁桑)"	"山东省临朐县"	"--"	"--"	"--"	"131.0"	"雌花"	"--"	"深绿"	"中"	"4.474"	"中等"	"短"	"2/2"	"30.00"	"126.0"	"6.0"	"较强"	"41.3"	"8.00"	"415"	"24.22"	"花叶同开"	"--"	"中抗"	"49.0"	"突起"
"135"	"绿带紫红"	"--"	"基脉五出"	"--"	"--"	"--"	"光滑"	"4月7-13日"	"308"	"--"	"中"	"钝齿"	"山东"	"--"	"--"	"直立"	"14-00002"	"--"	"较厚"	"Morus(桑属)"	"--"	"1.800"	"5月中旬初"	"65.0"	"二倍体"	"--"	"中国农科院蚕业所"	"锐头"	"90.0"	"高抗"	"--"	"无"	"--"	"无"	"较强"	"黄棕"	"紫黑"	"无"	"19.0"	"无"	"中"	"11.0"	"较强"	"1.1"	"截形,圆形"	"--"	"--"	"Moraceae(桑科)"	"山东省临朐县"	"黑鲁采桑"	"--"	"中"	"微缩皱"	"3.4"	"卵圆形"	"--"	"直"	"--"	"--"	"HEI LU CAI SANG"	"无"	"--"	"13.0"	"强"	"Morus multicaulis Perr.(鲁桑)"	"山东省临朐县"	"--"	"中抗"	"--"	"125.0"	"雌花"	"--"	"深绿"	"较少"	"--"	"中等"	"短"	"3/8"	"28.00"	"123.0"	"5.7"	"较强"	"10.2"	"32.70"	"1100"	"--"	"先叶后花"	"--"	"--"	"56.0"	"突起"
"136"	"绿带紫红"	"--"	"基脉五出"	"--"	"5.510"	"--"	"微粗糙"	"4月8-13日"	"164"	"--"	"中"	"乳头齿"	"山东"	"3.791"	"--"	"斜生"	"14-00003"	"--"	"厚"	"Morus(桑属)"	"15.00"	"2.500"	"5月中旬初"	"73.0"	"二倍体"	"18.760"	"中国农科院蚕业所"	"锐头"	"1250.0"	"感病"	"--"	"较少"	"感病"	"无"	"较强"	"灰棕"	"--"	"--"	"21.0"	"无"	"中"	"6.0"	"较强"	"--"	"深心形"	"中抗"	"--"	"Moraceae(桑科)"	"山东省临朐县"	"梧桐桑"	"--"	"中"	"微缩皱"	"4.0"	"心脏形"	"--"	"直"	"--"	"18.710"	"WU TONG SANG"	"无"	"6.660"	"18.0"	"--"	"Morus multicaulis Perr.(鲁桑)"	"山东省临朐县"	"短"	"--"	"--"	"90.0"	"雌花"	"--"	"翠绿"	"无"	"3.983"	"粗"	"--"	"2/5"	"14.00"	"136.0"	"5.6"	"中"	"35.8"	"8.10"	"580"	"20.99"	"花叶同开"	"--"	"--"	"55.1"	"--"
"137"	"绿带紫红"	"--"	"基脉五出"	"--"	"5.370"	"--"	"光滑"	"4月8-13日"	"204"	"--"	"中"	"乳头齿"	"山东"	"4.052"	"--"	"斜生"	"14-00004"	"--"	"较厚"	"Morus(桑属)"	"14.38"	"2.640"	"5月中旬初"	"70.0"	"二倍体"	"18.560"	"中国农科院蚕业所"	"锐头"	"1325.0"	"中抗"	"--"	"少"	"中抗"	"无"	"较强"	"灰棕"	"--"	"--"	"20.0"	"无"	"中"	"6.0"	"较强"	"--"	"深心形"	"中抗"	"--"	"Moraceae(桑科)"	"山东省蒙阳县"	"桑"	"--"	"中"	"泡皱"	"4.4"	"心脏形"	"--"	"直"	"--"	"19.120"	"SANG"	"无"	"7.030"	"19.0"	"--"	"Morus multicaulis Perr.(鲁桑)"	"山东省蒙阳县"	"中等"	"--"	"--"	"121.0"	"雌花"	"--"	"翠绿"	"无"	"4.187"	"粗"	"--"	"2/5"	"20.00"	"201.0"	"6.0"	"较强"	"9.3"	"32.00"	"448"	"24.22"	"花叶同开"	"--"	"--"	"58.7"	"--"
"138"	"绿带紫红"	"--"	"基脉五出"	"--"	"6.280"	"--"	"光滑"	"4月7-13日"	"404"	"--"	"短"	"乳头齿"	"山东"	"3.886"	"--"	"直立"	"14-00005"	"--"	"厚"	"Morus(桑属)"	"13.16"	"1.250"	"5月中旬初"	"70.0"	"二倍体"	"22.380"	"中国农科院蚕业所"	"锐头"	"625.0"	"感病"	"--"	"中"	"中抗"	"无"	"较强"	"灰棕"	"紫黑"	"无"	"17.0"	"无"	"中"	"8.0"	"较强"	"0.2"	"浅心形"	"中抗"	"--"	"Moraceae(桑科)"	"山东省临朐县"	"大鸡冠"	"--"	"中"	"无缩皱"	"3.0"	"卵圆形"	"--"	"直"	"--"	"17.840"	"DA JI GUAN"	"无"	"6.250"	"13.0"	"中等"	"Morus multicaulis Perr.(鲁桑)"	"山东省临朐县"	"短"	"感病"	"--"	"95.0"	"雌雄花同株"	"--"	"深绿"	"少"	"53.580"	"粗"	"短"	"2/5"	"25.00"	"185.0"	"5.5"	"较强"	"10.7"	"20.10"	"1000"	"23.44"	"花叶同开"	"--"	"--"	"69.0"	"突起"
"139"	"绿带紫红"	"--"	"基脉五出"	"--"	"--"	"--"	"光滑"	"4月7-13日"	"492"	"--"	"短"	"乳头齿"	"山东"	"--"	"--"	"直立"	"14-00006"	"--"	"厚"	"Morus(桑属)"	"--"	"1.200"	"5月中旬初"	"70.0"	"二倍体"	"--"	"中国农科院蚕业所"	"短尾状"	"600.0"	"感病"	"--"	"中"	"中抗"	"无"	"较强"	"灰褐"	"紫黑"	"无"	"17.0"	"无"	"中"	"6.0"	"较强"	"0.4"	"浅心形"	"中抗"	"--"	"Moraceae(桑科)"	"山东省临朐县"	"小鸡冠"	"--"	"中"	"无缩皱"	"3.0"	"卵圆形"	"--"	"直"	"--"	"--"	"XIAO JI GUAN"	"无"	"--"	"13.0"	"中等"	"Morus multicaulis Perr.(鲁桑)"	"山东省临朐县"	"短"	"感病"	"--"	"148.0"	"雌雄花同株"	"--"	"深绿"	"少"	"--"	"粗"	"短"	"2/5"	"30.00"	"167.0"	"5.5"	"较强"	"22.6"	"8.70"	"984"	"--"	"花叶同开"	"--"	"--"	"68.3"	"突起"
"140"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"广东"	"--"	"--"	"--"	"15-00067"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"76.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"19.6"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"7858"	"--"	"--"	"--"	"5.7"	"心脏形"	"--"	"--"	"--"	"--"	"7858"	"--"	"--"	"17.8"	"--"	"Morus atropurpurea Roxb.(广东桑)"	"广东省"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"早生早熟"	"--"	"--"	"--"
"141"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"广东"	"--"	"--"	"--"	"15-00068"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"78.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"19.0"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"苗33"	"--"	"--"	"--"	"6.2"	"心脏形"	"--"	"--"	"--"	"--"	"MIAO 33"	"--"	"--"	"17.0"	"--"	"Morus atropurpurea Roxb.(广东桑)"	"广东省"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"早生早熟"	"--"	"--"	"--"
"142"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"广东"	"--"	"--"	"--"	"15-00069"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"80.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"13.0"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"紫白2"	"--"	"--"	"--"	"4.0"	"心脏形"	"--"	"--"	"--"	"--"	"ZI BAI 2"	"--"	"--"	"11.2"	"--"	"Morus atropurpurea Roxb.(广东桑)"	"广东省"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"早生早熟"	"--"	"--"	"--"
"143"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"广东"	"--"	"--"	"--"	"15-00070"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"80.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"22.3"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"抗青10号"	"--"	"--"	"--"	"4.9"	"心脏形"	"--"	"--"	"--"	"--"	"KANG QING 10 HAO"	"--"	"--"	"19.4"	"--"	"Morus atropurpurea Roxb.(广东桑)"	"广东省湛江市"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"早生早熟"	"--"	"--"	"--"
"144"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"广东"	"--"	"--"	"--"	"15-00071"	"--"	"--"	"Morus(桑属)"	"--"	"--"	"--"	"83.0"	"--"	"--"	"中国农科院蚕业所"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"10.5"	"--"	"强"	"--"	"--"	"--"	"--"	"--"	"--"	"Moraceae(桑科)"	"--"	"罗家渡4号"	"--"	"--"	"--"	"3.6"	"心脏形"	"--"	"--"	"--"	"--"	"LUO JIA DU 4 HAO"	"--"	"--"	"8.0"	"--"	"Morus alba Linn.(白桑)"	"广东省"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"早生早熟"	"--"	"--"	"--"
