"id"	"品资所编号"	"品种名称"	"系谱"	"原名"	"来源"	"原产地"	"选育单位"	"株高"	"千粒重"	"选育年限"	"备注"
"252"	"3"	"代182(0176)"	"30933/农大183"				"北京农业大学"	"105"	"32.0"		
"253"	"3"	"代189"	"农大183/伊利亚//农大183/3/2×农大183"				"北京农业大学"	"105"	"32.0"		
"254"	"3"	"代191(洛农10号)"	"马格尼夫/北京7号//北京7号"				"北京农业大学"	"105"	"32.0"		
"255"	"3"	"代193"	"农大183//50开-1/门10/3/1817/奥克曼"				"北京农业大学"	"105"	"32.0"		
"256"	"3"	"代197"	"奥克曼/3×农大90"				"北京农业大学"	"105"	"32.0"		
"257"	"3"	"代200"	"伊利亚/农大90//北京8号"				"北京农业大学"	"105"	"32.0"		
"258"	"3"	"代201"	"伊利亚/农大90//北京8号"				"北京农业大学"	"105"	"32.0"		
"259"	"3"	"代204"	"农大45/北京8号"				"北京农业大学"	"105"	"32.0"		
"260"	"3"	"代206"	"农林5号/农大90"				"北京农业大学"	"105"	"32.0"		
"261"	"3"	"代209"	"农大183/30983//4×农大183"				"北京农业大学"	"105"	"32.0"		
"262"	"3"	"代211"	"北京8号/弗勒龙//尤皮3号/90^2"				"北京农业大学"	"105"	"32.0"		
"263"	"3"	"代213"	"尤皮3号/农大90//唐石1号"				"北京农业大学"	"105"	"32.0"		
"264"	"3"	"代214"	"尤皮3号/农大90//唐石1号"				"北京农业大学"	"105"	"32.0"		
"265"	"3"	"179.0"	"农大183/30983//九兰4号/农大183"				"北京农业大学"	"105"	"32.0"		
"266"	"3"	"198.0"	"尤皮1号/农大90//北京8号"				"北京农业大学"	"105"	"32.0"		
"267"	"3"	"199.0"	"56126M-1090-12-15-1/农大90"				"北京农业大学"	"105"	"32.0"		
"268"	"3"	"208.0"	"水源87/农大90//伊利亚/50N4-2"				"北京农业大学"	"105"	"32.0"		
"269"	"3"	"7010.0"	"萨孟德/江东门"				"北京农业大学"	"105"	"32.0"		
"270"	"3"	"7012.0"	"萨孟德/江东门"				"北京农业大学"	"105"	"32.0"		
"271"	"3"	"7013.0"	"萨孟德/江东门"				"北京农业大学"	"105"	"32.0"		
"272"	"3"	"1.0"	"50123/农大183"				"北京农业大学"				
"273"	"3"	"3.0"	"农大183/伊利亚//农大183/3/2×农大183"				"北京农业大学"				
"274"	"3"	"6.0"	"尤皮1号/农大183//北京8号"				"北京农业大学"				
"275"	"3"	"13.0"	"代75/北京8号"				"北京农业大学"				
"276"	"3"	"43.0"	"尤皮3号/农大90//唐石1号"				"北京农业大学"				
"277"	"3"	"科冬51"	"西北134/北京8号"				"中国科学院遗传所"	"106"	"36.0"	"197"	
"278"	"3"	"科冬58"	"科遗12/欧柔"				"中国科学院遗传所"	"99"	"44.0"	"197"	
"279"	"3"	"科冬68"	"科遗12/欧柔"				"中国科学院遗传所"	"105"	"40.0"	"197"	
"280"	"3"	"科冬81"	"欧柔/北京8号"				"中国科学院遗传所"	"107"	"43.0"	"1971"	
"281"	"3"	"科冬83"	"北京8号/欧柔"				"中国科学院遗传所"	"95"	"0.0"	"1971"	
"282"	"3"	"科遗12"	"扁穗麦/佛手麦//农大17"				"中国科学院遗传所"	"125"	"36.0"	"1963"	
"283"	"3"	"科遗16"	"山东扁穗/圆锥分枝//农大183"				"中国科学院遗传所"	"116"	"35.0"	"1963"	
"284"	"3"	"科遗23"	"圆锥分枝/碧玉麦//早洋麦"				"中国科学院遗传所"	"111"	"0.0"	"1964"	
"285"	"3"	"科遗25"	"圆锥分枝/碧玉麦//早洋麦"				"中国科学院遗传所"	"120"	"0.0"	"1964"	
"286"	"3"	"科遗26"	"圆锥分枝/碧玉麦//早洋麦"				"中国科学院遗传所"	"112"	"0.0"	"1964"	
"287"	"3"	"科遗28"	"圆锥分枝/碧玉麦//早洋麦"				"中国科学院遗传所"	"105"	"35.0"	"1964"	
"288"	"3"	"科遗29"	"扁穗麦/佛手麦//农大183"				"中国科学院遗传所"	"110"	"0.0"	"1964"	
"289"	"3"	"科遗37"	"济源小佛手//圆锥分枝"				"中国科学院遗传所"	"110"	"37.0"	"1972"	
"290"	"3"	"科红1号"	"扁穗麦/佛手麦/3/分枝/碧玉麦//早洋麦/4/北京8号"				"中国科学院遗传所"	"100"	"0.0"	"1972"	
"291"	"3"	"科春5号"	"欧柔/安徽10号"				"中国科学院遗传所"	"80"	"0.0"	"1968"	
"292"	"3"	"科春12"	"欧柔/北京8号"				"中国科学院遗传所"	"90"	"40.0"		
"293"	"3"	"科春13"	"欧柔/北京8号"				"中国科学院遗传所"	"113"	"0.0"	"197"	
"294"	"3"	"科春14"	"欧柔/北京8号"				"中国科学院遗传所"	"100"	"38.0"	"197"	
"295"	"3"	"科春20"	"欧柔/北京8号"				"中国科学院遗传所"	"113"	"0.0"	"197"	
"296"	"3"	"科春575"	"纳里诺59/(早洋麦+二毛子)"				"中国科学院遗传所"	"87"	"0.0"	"1971"	
"297"	"3"	"科繁48"	"科遗12/欧柔"				"中国科学院遗传所"				
"298"	"3"	"科繁51"	"西北134/北京8号"				"中国科学院遗传所"			"1972"	
"299"	"3"	"科繁68(8757)"	"科遗12/欧柔"				"中国科学院遗传所"				
"300"	"3"	"协作1号"	"纳里诺59/(早洋麦+二毛子)"				"中国科学院遗传所内蒙巴盟农科所"	"90"	"0.0"	"1972"	
"301"	"3"	"协作2号"	"纳里诺59/(早洋麦+二毛子)"				"中国科学院遗传所内蒙巴盟农科所"	"90"	"0.0"	"1972"	
"302"	"3"	"有芒白1号"	"尤皮2号/1817//农大138"				"北京东北旺公社试验站"	"100"	"35.0"	"1974"	
"303"	"3"	"有芒白2号"	"尤皮1号/农大183//北京8号"				"北京东北旺公社试验站"	"109"	"37.0"	"1972"	
"304"	"3"	"有芒白3号(059)"	"尤皮1号/农大90//北京8号"				"北京东北旺公社试验站"	"99"	"35.0"	"1972"	
"305"	"3"	"有芒白4号"	"农大45/北京8号"				"北京东北旺公社试验站"	"101"	"38.0"	"1972"	
"306"	"3"	"有芒白5号"	"兰玉2号/2D//农大183/3/农大183"				"北京东北旺公社试验站"	"110"	"36.0"	"1972"	
"307"	"3"	"有芒白6号"	"北京8号//内乡36/早红玉"				"北京东北旺公社试验站"	"106"	"37.0"	"1972"	
"308"	"3"	"有芒白14"	"北京8号/斯特拉"				"北京东北旺公社试验站"	"101"	"43.0"	"1973"	
"309"	"3"	"有芒白15"	"农大45/北京8号"				"北京东北旺公社试验站"	"106"	"43.0"	"1973"	
"310"	"3"	"有芒白17"	"东风1号系选"				"北京东北旺公社试验站"	"95"	"40.0"	"1974"	
"311"	"3"	"有芒白18"	"农大141/1034"				"北京东北旺公社试验站"	"95"	"39.0"	"1974"	
"312"	"3"	"有芒红1号"	"50123/农大183"				"北京东北旺公社试验站"	"104"	"36.0"	"1972"	
"313"	"3"	"有芒红3号"	"尤皮1号/农大90//北京8号"				"北京东北旺公社试验站"	"93"	"0.0"	"1972"	
"314"	"3"	"有芒红7号"	"维尔/北京8号//北京6号"				"北京东北旺公社试验站"	"87"	"43.0"	"1972"	
"315"	"3"	"有芒红8号"	"农大45/北京8号"				"北京东北旺公社试验站"	"96"	"35.0"	"1972"	
"316"	"3"	"有芒红18"	"北京8号/舒瓦齐星//北京8号"				"北京东北旺公社试验站"	"81"	"33.0"	"1973"	
"317"	"3"	"无芒红1号"	"农大183/30983//农大9号/农大183"				"北京东北旺公社试验站"	"110"	"36.0"	"1972"	
"318"	"3"	"16.0"	"农大45/北京8号"				"北京东北旺公社试验站"	"110"	"41.0"	"1972"	
"319"	"3"	"199.0"	"56126m120-12-15-17/农大90"				"北京东北旺公社试验站"	"102"	"38.0"	"197"	
"320"	"3"	"73-003"	"6303/3653"				"北京东北旺公社试验站"	"90"	"40.0"	"1974"	
"321"	"3"	"73-028"	"6303/无芒4号"				"北京东北旺公社试验站"	"90"	"34.0"	"1974"	
"322"	"3"	"73-008"	"农大139/10021"				"北京东北旺公社试验站"	"100"	"42.0"	"1974"	
"323"	"3"	"73-044"	"农大45/北京8号"				"北京东北旺公社试验站"	"100"	"39.0"	"1974"	
"324"	"3"	"73-069"	"农大183/尚博得"				"北京东北旺公社试验站"	"102"	"38.0"	"1974"	
"325"	"3"	"5156.0"	"亥恩亥德/欧柔//北京8号"				"北京东北旺公社试验站"	"89"	"34.0"	"197"	
"326"	"3"	"京双1号"	"马格尼夫/伊利亚//5819"				"北京双桥农场试验站"	"81"	"33.0"		
"327"	"3"	"京双2号"	"北京14系选"				"北京双桥农场试验站"	"95"	"35.0"		
"328"	"3"	"京双3号"	"北京14系选"				"北京双桥农场试验站"	"93"	"35.0"		
"329"	"3"	"京双4号"	"北京14系选"				"北京双桥农场试验站"	"96"	"38.0"		
"330"	"3"	"红良1号"	"北京9号系选"				"北京红星公社"	"95"	"40.0"	"1964"	
"331"	"3"	"红良4号"	"北京14系选"				"北京红星公社"	"92"	"44.0"	"1973"	
"332"	"3"	"红良5号"	"北京14系选"				"北京红星公社"	"100"	"40.0"	"1973"	
"333"	"3"	"红良12"	"向阳1号/东三"				"北京红星公社"	"85"	"44.0"	"1975"	
"334"	"3"	"红良13"	"东三/北京14"				"北京红星公社"	"95"	"41.0"	"1975"	
"335"	"3"	"76-2"	"科遗25/特德//京作203"				"北京红星公社"	"90"	"38.0"	"1976"	
"336"	"3"	"东白塔1号"	"科遗16/阿夫"				"北京大兴县安定公社"	"122"	"36.0"	"1966"	
"337"	"3"	"津春1号"	"墨巴66/科春5号"				"天津市农科所"	"90"	"34.0"	"1974"	
"338"	"3"	"津丰2号"	"石家庄63辐射处理"				"天津南开大学"	"82"	"35.0"	"197"	
"339"	"3"	"沪麦3号(2318)"	"扬麦2号辐射处理"				"上海市农科院作物所"	"105"	"38.0"	"1976"	
"340"	"3"	"77-49"	"矮早/万雅2号"				"上海市农科院作物所"	"90"	"35.0"	"1974"	
"341"	"3"	"75410.0"	"M5/选709"				"上海市农科院作物所"	"90"	"32.0"	"1974"	
"342"	"3"	"75240.0"	"扬麦1号/矮早"				"上海市农科院作物所"	"105"	"33.0"	"1972"	
"343"	"3"	"长征1号"	"吉利麦系选"				"上海市农科院作物所"	"130"	"45.0"		
"344"	"3"	"石特14"	"地方品种选育"				"河北省农科院作物所"	"90"	"28.0"	"1948"	
"345"	"3"	"辛石麦"	"蚰子麦/美麦10号"				"河北省农科院作物所"	"102"	"40.0"	"1959"	
"346"	"3"	"石家庄4号"	"蚰子麦/3037"				"河北省农科院作物所"	"103"	"37.0"	"1958"	
"347"	"3"	"石家庄34"	"石家庄407/南大2419"				"河北省农科院作物所"	"98"	"37.0"	"1963"	
"348"	"3"	"石家庄40"	"碧蚂1号/苏联早熟1号"				"河北省农科院作物所"	"106"	"41.0"	"1963"	
"349"	"3"	"石家庄52"	"胜利麦/石特14"				"河北省农科院作物所"	"97"	"36.0"	"196"	
"350"	"3"	"石家庄54"	"碧蚂4号/早洋麦"				"河北省农科院作物所"	"104"	"30.0"	"1961"	
"351"	"3"	"小红"	"辉县红/南大2419//丰收s-b/小吉野暮"				"河北省农科院作物所"	"91"	"36.0"	"1963"	
"352"	"3"	"黑芒麦"	"鹅冠1号/石家庄407//西北54"				"河北省农科院作物所"	"110"	"32.0"	"1962"	
"353"	"3"	"石家庄63"	"西北54/西北丰收"				"河北省农科院作物所"	"99"	"43.0"	"1965"	
"354"	"3"	"石家庄75"	"矮粒多/碧玉麦//安徽5号"				"河北省农科院作物所"	"109"	"38.0"	"1966"	
"355"	"3"	"石品83"	"石家庄99/北京8号"				"河北省农科院作物所"	"106"	"47.0"	"1969"	
"356"	"3"	"石5036"	"安徽5号/欧柔//石家庄54"				"河北省农科院作物所"	"100"	"40.0"	"1969"	
"357"	"3"	"石5048"	"安徽5号/欧柔//石家庄54"				"河北省农科院作物所"	"100"	"0.0"	"1969"	
"358"	"3"	"石5104"	"辛石麦/欧柔//石家庄54"				"河北省农科院作物所"	"94"	"40.0"	"1968"	
"359"	"3"	"石5166"	"辛石麦/欧柔//石家庄54"				"河北省农科院作物所"	"105"	"37.0"	"1969"	
"360"	"3"	"向阳1号"	"石远交6243/黑芒麦"				"河北省农科院作物所"	"103"	"44.0"	"1969"	
"361"	"3"	"向阳2号"	"石远交6243/黑芒麦"				"河北省农科院作物所"	"92"	"40.0"	"1969"	
"362"	"3"	"向阳4号"	"安徽5号/欧柔//石家庄54"				"河北省农科院作物所"	"102"	"39.0"	"197"	
"363"	"3"	"石家庄407"	"胜利麦/1817"				"河北省农科院作物所"	"110"	"35.0"	"195"	
"364"	"3"	"革选1号"	"辛石3号/早洋麦"				"河北省农科院作物所"	"107"	"46.0"	"1968"	
"365"	"3"	"革选2号"	"碧蚂1号/蚰子麦/农48187"				"河北省农科院作物所"	"104"	"38.0"	"1968"	
"366"	"3"	"石家庄72"	"明光小麦/碧蚂1号//欧柔"				"河北省农科院作物所"	"90"	"36.0"	"1969"	
"367"	"3"	"石70-17"	"碧蚂1号/玛拉"				"河北省农科院作物所"	"90"	"39.0"	"1972"	
"368"	"3"	"石3626"	"碧蚂6号/阿泊//石家庄54/3/欧柔/4/石家庄34"				"河北省农科院作物所"	"110"	"44.0"	"1972"	
"369"	"3"	"石4414"	"北京14/石家庄63"				"河北省农科院作物所"	"90"	"47.0"	"1972"	
"370"	"3"	"石4468"	"北京14/石家庄63"				"河北省农科院作物所"	"94"	"40.0"	"1972"	
"371"	"3"	"石品10"	"北京14/石家庄63"				"河北省农科院作物所"	"83"	"40.0"	"1972"	
"372"	"3"	"冀麦23(冀麦3号)"	"亥恩亥德/石家庄54"				"河北省农科院作物所"	"96"	"36.0"	"1975"	
"373"	"3"	"5054.0"	"北京14/石家庄63"				"河北省农科院植保土肥所"	"98"	"0.0"	"1975"	
"374"	"3"	"5056.0"	"北京14/石家庄63"				"河北省农科院植保土肥所"	"107"	"0.0"	"1975"	
"375"	"3"	"河农27"	"欧柔/早洋麦"				"河北农业大学"	"118"	"0.0"	"1961"	
"376"	"3"	"石良7117-1-9"	"向阳4号/蚰包麦"				"河北师范大学"	"85"	"27.0"	"1976"	
"377"	"3"	"石良7225-12"	"小红系选"				"河北师范大学"	"87"	"0.0"	"1974"	
"378"	"3"	"65-848"	"华北187/阿桑"				"河北省定县曹林大队"	"90"	"24.0"	"1969"	
"379"	"3"	"宜新54"	"石家庄54系选"				"河北藁城县宜安良种场"	"97"	"0.0"	"1969"	
"380"	"3"	"12040(冀麦2号)"	"北京8号//亥恩亥德/欧柔"				"河北藁城县宜安与藁城良种场"	"95"	"28.0"	"197"	
"381"	"3"	"12057(冀麦1号)"	"北京8号//亥恩亥德/欧柔"				"河北藁城县宜安与藁城良种场"	"100"	"29.0"	"197"	
"382"	"3"	"石良2号"	"矮丰1号系选"				"河北石家庄良繁场"	"80"	"0.0"	"1974"	
"383"	"3"	"孙村1号"	"矮丰3号系选"				"河北石家庄孙村大队"	"92"	"0.0"	"1975"	
"384"	"3"	"孙村2号"	"友宜2号系选"				"河北石家庄孙村大队"	"90"	"0.0"	"1975"	
"385"	"3"	"品6"	"矮丰3号系选"				"河北石家庄孙村大队"	"90"	"0.0"	"1974"	
"386"	"3"	"品39(冀麦7号)"	"矮丰3号系选"				"河北石家庄孙村大队"	"89"	"0.0"	"1974"	
"387"	"3"	"石槐1号"	"石家庄63/多穗高梁"				"河北石家庄槐底大队"	"95"	"0.0"		
"388"	"3"	"邯临2号"	"咸矮1号/盖恩斯(格涅斯)"				"河北邯郸市临水"	"82"	"0.0"	"1974"	
"389"	"3"	"邯选2号"	"西北54/西北丰收"				"河北邯郸农科所"	"105"	"28.0"		
"390"	"3"	"邯中17"	"石家庄54/徐州8号"				"河北邯郸农科所"	"91"	"0.0"		
"391"	"3"	"邯中24"	"石家庄54/徐州8号"				"河北邯郸农科所"	"90"	"0.0"		
"392"	"3"	"毛苏3号"	"北京8号/碧蚂1号"				"河北大名县毛苏"	"110"	"0.0"		
"393"	"3"	"毛苏4号"	"碧蚂1号/苏联早熟1号"				"河北大名县毛苏"	"99"	"0.0"		
"394"	"3"	"永东1号"	"石家庄52系选"				"河北永年县东杨庄"	"110"	"0.0"	"1969"	
"395"	"3"	"施庄1号"	"小红系选"				"河北永年县施庄"	"100"	"0.0"		
"396"	"3"	"邢选1号"	"石家庄407/鹅冠1号//西北54"				"河北邢台农科所"	"113"	"40.0"	"1971"	
"397"	"3"	"邢选2号"	"西北54/西北丰收"				"河北邢台农科所"	"107"	"0.0"		
"398"	"3"	"邢选7号"	"北京8号/欧柔白"				"河北邢台农科所"	"103"	"36.0"	"1972"	
"399"	"3"	"文胜1号"	"玛拉/碧蚂1号//农林7号/早洋/3/鹅冠草"				"河北保定农科所"	"93"	"0.0"	"197"	
"400"	"3"	"定县72"	"定县大白麦系选"				"前河北定县农场"	"110"	"29.0"	"1936"	
"401"	"3"	"完县2号"	"完县1号系选"				"河北定县农业局"	"100"	"0.0"		
"402"	"3"	"张北大芒麦"	"当地大芒麦混合选育"				"河北坝上农科所"	"100"	"32.0"	"1955"	
"403"	"3"	"坝农5号"	"张北大芒麦/麦粒多"				"河北坝上农科所"	"110"	"32.0"	"1959"	
"404"	"3"	"坝806"	"当地大白皮系选"				"河北坝上农科所"	"120"	"32.0"	"1961"	
"405"	"3"	"坝59-53"	"当地车箭头系选"				"河北坝上农科所"	"100"	"32.0"	"1959"	
"406"	"3"	"涿城1号"	"墨巴65/科春5号"				"河北涿鹿县城关公社"	"85"	"45.0"	"1973"	
"407"	"3"	"察北102"	"地方品种系选"				"河北张北牧场"	"100"	"0.0"	"196"	
"408"	"3"	"康选9号"	"地方品种大白皮系选"				"河北康保县良种场"	"120"	"34.0"	"1968"	
"409"	"3"	"承春1号"	"辽春2号/欧柔"				"河北承德地区农科所"	"95"	"35.0"	"1978"	
"410"	"3"	"承春2号"	"辽春2号/6508//65元043/合作6号"				"河北承德农科所"	"105"	"47.0"	"1978"	
"411"	"3"	"唐山134"	"农大36系选"				"河北唐山地区农科所"	"115"	"39.0"	"1967"	
"412"	"3"	"唐山464"	"农大36系选"				"河北唐山地区农科所"	"118"	"33.0"	"1967"	
"413"	"3"	"唐麦2号(唐山6898)"	"北京10号系选"				"河北唐山地区农科所"	"95"	"38.0"	"1972"	
"414"	"3"	"唐6016"	"反修4号辐射处理"				"河北唐山地区农科所"	"85"	"47.0"	"1978"	
"415"	"3"	"唐6024"	"反修4号辐射处理"				"河北唐山地区农科所"	"95"	"50.0"	"1978"	
"416"	"3"	"唐6031"	"反修4号辐射处理"				"河北唐山地区农科所"	"90"	"48.0"	"1978"	
"417"	"3"	"唐春2号"	"辽春6号/511"				"河北唐山地区农科所"	"95"	"39.0"		
"418"	"3"	"唐矮早"	"咸农24216/科繁48"				"河北唐山地区农科所"	"75"	"45.0"	"1976"	
"419"	"3"	"栾城1号"	"昌潍18姐妹系"				"河北栾城县良种场"	"85"	"22.0"	"1975"	
"420"	"3"	"栾城2号"	"关东矮/欧柔//54405"				"河北栾城县良种场"	"93"	"0.0"	"1975"	
"421"	"3"	"廊7801"	"耐雪/咸农122"				"河北廊坊地区农科所"	"75"	"37.0"	"1977"	
"422"	"3"	"廊7803"	"农大141系选"				"河北廊坊地区农科所"	"73"	"36.0"	"1977"	
"423"	"3"	"廊7804"	"农大45/蚰包麦"				"河北廊坊地区农科所"	"98"	"51.0"	"1977"	
"424"	"3"	"廊7805"	"东方红3号/向阳2号"				"河北廊坊地区农科所"	"87"	"52.0"	"1977"	
"425"	"3"	"廊7806"	"向阳2号/法早//法早"				"河北廊坊地区农科所"	"106"	"56.0"	"1977"	
"426"	"3"	"廊7807"	"泰山4号系选"				"河北廊坊地区农科所"	"93"	"51.0"	"1977"	
"427"	"3"	"沧州1号(冀麦9号)"	"欧柔/北京7号//农大183/尤皮1号"				"河北沧州地区农科所"	"110"	"33.0"	"1972"	
"428"	"3"	"前选31"	"阿夫系选"				"河北南皮县前七里"	"99"	"0.0"	"1974"	
"429"	"3"	"衡麦1号"	"济南4号/咸农39"				"河北衡水农科所"	"88"	"43.0"	"1978"	
"430"	"3"	"衡水6404"	"石家庄407/鹅冠1号//西北54"				"河北衡水农科所"	"120"	"45.0"	"1964"	
"431"	"3"	"衡水714(冀麦6号)"	"石家庄40/农大311"				"河北衡水农科所"	"100"	"35.0"	"1974"	
"432"	"3"	"衡水781"	"衡水6404/伏农3665"				"河北衡水地区农科所"	"100"	"48.0"		
"433"	"3"	"1817.0"	"平遥小白麦中选育"				"前燕大作物改良场"	"116"	"25.0"	"1945"	
"434"	"3"	"铭贤169"	"地方品种选育"				"前山西铭贤学校农场"	"125"	"29.0"	"1945"	
"435"	"3"	"太原2号"	"胜利麦/1817//铭贤169"				"前山西省农场"	"90"	"36.0"	"1963"	
"436"	"3"	"太原11"	"太原116/马达连娜"				"山西省农科院"	"80"	"38.0"	"1975"	
"437"	"3"	"太原14"	"721/6519"				"山西省农科院"	"85"	"38.0"	"1963"	
"438"	"3"	"太原41"	"农大183/阿桑"				"山西省农科院"	"100"	"36.0"	"1968"	
"439"	"3"	"太原42"	"农大183/阿桑"				"山西省农科院"	"90"	"36.0"	"1968"	
"440"	"3"	"太原46"	"农大183/阿桑"				"山西省农科院"	"90"	"36.0"	"1968"	
"441"	"3"	"太原49"	"农大183/阿桑"				"山西省农科院"	"90"	"36.0"	"1965"	
"442"	"3"	"太原50"	"北京6号/阿勃"				"山西省农科院"	"90"	"40.0"	"1965"	
"443"	"3"	"太原62"	"北京6号/内乡5号"				"山西省农科院"	"100"	"0.0"		
"444"	"3"	"太原63"	"太原731系选"				"山西省农科院"	"100"	"38.0"	"1968"	
"445"	"3"	"太原67"	"太原739系选"				"山西省农科院"	"100"	"38.0"	"1975"	
"446"	"3"	"太原78"	"农大311系选"				"山西省农科院"	"110"	"38.0"	"1965"	
"447"	"3"	"太原80"	"北京5号/963"				"山西省农科院"	"90"	"40.0"	"1965"	
"448"	"3"	"太原81"	"北京5号/963"				"山西省农科院"	"85"	"38.0"	"1968"	
"449"	"3"	"太原85"	"北京5号/963"				"山西省农科院"	"80"	"36.0"	"1965"	
"450"	"3"	"太原87"	"北京5号/963"				"山西省农科院"	"80"	"38.0"	"1968"	
"451"	"3"	"太原89"	"北京5号/963"				"山西省农科院"	"80"	"36.0"	"1965"	
"452"	"3"	"太原100"	"北京5号/963"				"山西省农科院"	"95"	"38.0"	"1965"	
"453"	"3"	"太原116"	"胜利麦/1817//铭贤169"				"山西省农科院"	"95"	"36.0"	"1966"	
"454"	"3"	"太原160"	"太原116/马达连娜"				"山西省农科院"	"100"	"40.0"	"1977"	
"455"	"3"	"太原167"	"阿克西奥/工农9号"				"山西省农科院"	"110"	"40.0"	"1977"	
"456"	"3"	"太原207"	"太原116/马达连娜"				"山西省农科院"	"80"	"38.0"	"1978"	
"457"	"3"	"太原209"	"太原116/马达连娜"				"山西省农科院"	"100"	"40.0"	"1975"	
"458"	"3"	"太原520"	"太原116/马达连娜"				"山西省农科院"	"80"	"38.0"	"1975"	
"459"	"3"	"太原566"	"胜利麦/1817"				"前山西省农科所"	"118"	"34.0"	"1956"	
"460"	"3"	"太原567"	"498/早洋麦"				"山西省农科院"	"90"	"36.0"	"196"	
"461"	"3"	"太原633"	"工农12/6014"				"山西省农科院"	"100"	"40.0"	"1977"	
"462"	"3"	"太原645"	"农大183/伊博1828//工农1号"				"山西省农科院"	"70"	"40.0"	"1977"	
"463"	"3"	"太原672"	"爱西爱欧/工农9号"				"山西省农科院"	"100"	"40.0"	"1975"	
"464"	"3"	"太原739"	"工农12/6014"				"山西省农科院"	"95"	"38.0"	"1973"	
"465"	"3"	"太原843"	"工农3号/工农12"				"山西省农科院"	"100"	"40.0"	"1977"	
"466"	"3"	"太原852"	"农大183/北京8号//工农4号"				"山西省农科院"	"90"	"36.0"	"1973"	
"467"	"3"	"太原865"	"农大183/北京8号//工农4号"				"山西省农科院"	"95"	"38.0"	"1973"	
