"id"	"品资所编号"	"品种名称"	"系谱"	"原名"	"来源"	"原产地"	"选育单位"	"株高"	"千粒重"	"选育年限"	"备注"
"1626"	"3"	"宁麦1号"	"""6706""辐射处理"				"江苏省农科院"	"90"	"35.0"	"1969"	
"1627"	"3"	"宁麦2号"	"云南676辐射处理"				"江苏省农科院"	"105"	"34.0"	"1972"	
"1628"	"3"	"宁麦3号"	"St1472/506辐射处理"				"江苏省农科院"	"90"	"36.0"	"197"	
"1629"	"3"	"宁麦4号"	"云南525/安徽11"				"江苏省农科院"	"86"	"28.0"	"197"	
"1630"	"3"	"宁麦5号"	"宁麦1号选育"				"江苏省农科院"	"85"	"33.0"	"1972"	
"1631"	"3"	"宁麦6935-8"	"云南676辐射处理"				"江苏省农科院"	"100"	"0.0"		
"1632"	"3"	"矮秆早"	"吉利/华东6号"				"江苏省农科院"	"95"	"30.0"	"1964"	
"1633"	"3"	"钟山2号"	"欧柔/大黑芒"				"南京农学院小麦研究室"	"110"	"31.0"	"1962"	
"1634"	"3"	"钟山3号"	"大黑芒/弗朗塔纳"				"南京农学院小麦研究室"	"110"	"0.0"	"1968"	
"1635"	"3"	"钟山6号"	"欧柔/华东6号"				"南京农学院小麦研究室"	"100"	"35.0"	"1968"	
"1636"	"3"	"南大2419"	"选自孟塔纳混合选育(Rieti/Wilhelmine//Akagomughi)"				"原南京大学农学院"	"110"	"33.0"	"1949"	
"1637"	"3"	"新南大2419"	"原农1号/南大2419//南大2419"				"南京农学院小麦研究室"	"105"	"0.0"	"1963"	
"1638"	"3"	"南农大黑芒"	"南大2419/华西分枝"				"南京农学院"	"110"	"35.0"	"1972"	
"1639"	"3"	"南大3号"	"李/江东门"				"南京大学生物系"	"90"	"0.0"		
"1640"	"3"	"南大5号"	"南大2419/台湾小麦"				"南京大学生物系"	"120"	"0.0"		
"1641"	"3"	"南大6号"	"南大2419/台湾小麦"				"南京大学生物系"	"90"	"0.0"		
"1642"	"3"	"南大8号"	"阿夫/江东门"				"南京大学生物系"	"90"	"0.0"		
"1643"	"3"	"南大早熟1号"	"如罗/江东门"				"南京大学生物系"	"100"	"30.0"	"1973"	
"1644"	"3"	"南大白皮早熟1号"	"如罗/江东门"				"南京大学生物系"	"100"	"32.0"		
"1645"	"3"	"501.0"	"南大8号系选"				"江苏江宁县农科所"	"100"	"0.0"		
"1646"	"3"	"509.0"	"安徽11系选"				"江苏江宁县农科所"	"84"	"0.0"		
"1647"	"3"	"75-462"	"安徽11系选"				"江苏六合县农科所"	"85"	"0.0"		
"1648"	"3"	"丰麦2号"	"阿夫/(苏联早熟1号+红秃头)"				"江苏丰县试验站"	"105"	"0.0"		
"1649"	"3"	"新丰13"	"阿夫/(内乡5号+安徽3号)"				"江苏丰县试验站"	"115"	"0.0"		
"1650"	"3"	"徐州6号"	"碧蚂1号/苏联早熟1号"				"江苏徐州地区农科所"	"100"	"40.0"	"1962"	
"1651"	"3"	"徐州8号"	"碧蚂1号/苏联早熟1号"				"江苏徐州地区农科所"	"100"	"38.0"	"1962"	
"1652"	"3"	"徐州14"	"早洋/南大2419"				"江苏徐州地区农科所"	"100"	"40.0"	"1962"	
"1653"	"3"	"徐州15"	"徐州14/苏联早熟1号"				"江苏徐州地区农科所"	"100"	"40.0"	"1968"	
"1654"	"3"	"徐州17"	"6112-3/欧柔"				"江苏徐州地区农科所"	"95"	"42.0"	"1971"	
"1655"	"3"	"徐州12642(64066-126-4-2)"	"石家庄407/欧柔"				"江苏徐州地区农科所"	"110"	"37.0"	"1972"	
"1656"	"3"	"徐州2353"	"徐州14/苏联早熟1号"				"江苏徐州地区农科所"			"1972"	
"1657"	"3"	"徐州32331"	"徐州8号/欧柔"				"江苏徐州地区农科所"	"105"	"40.0"	"1971"	
"1658"	"3"	"毛颖阿夫"	"阿夫系选"				"江苏睢宁县农科所"	"105"	"0.0"		
"1659"	"3"	"淮沭1号"	"大玉花/欧柔"				"江苏淮阴地区农科所"	"110"	"0.0"		
"1660"	"3"	"淮沭3号"	"南大2419/苏联早熟1号"				"江苏沐阳县农科所"	"105"	"0.0"		
"1661"	"3"	"淮沭4号"	"南大2419/苏联早熟1号"				"江苏沐阳县农科所"	"105"	"0.0"		
"1662"	"3"	"淮沭5号"	"华东6号/苏联早熟1号"				"江苏沐阳县农科所"	"90"	"0.0"		
"1663"	"3"	"淮沭7号"	"m147/欧柔"				"江苏沐阳县农科所"	"110"	"0.0"		
"1664"	"3"	"淮沭9号"	"碧蚂1号/欧柔"				"江苏沐阳县农科所"	"105"	"0.0"		
"1665"	"3"	"淮沭10号"	"碧蚂1号/欧柔"				"江苏沐阳县农科所"	"110"	"0.0"		
"1666"	"3"	"淮沭111"	"m147/欧柔"				"江苏沭阳县农科所"	"110"	"0.0"		
"1667"	"3"	"淮沭414"	"徐州8号/欧柔"				"江苏沭阳县农科所"	"105"	"0.0"		
"1668"	"3"	"淮沭701"	"大玉花/欧柔"				"江苏沭阳县农科所"			"1972"	
"1669"	"3"	"淮丰75"	"淮沐5号系选"				"江苏淮阴地区农科所"	"95"	"0.0"		
"1670"	"3"	"淮阴69-6"	"大六棱/阿夫"				"江苏淮阴地区农科所"	"100"	"0.0"		
"1671"	"3"	"淮阴69-14"	"西北丰收/苏联早熟1号"				"江苏淮阴地区农科所"	"105"	"0.0"		
"1672"	"3"	"淮阴大白粒"	"大黑芒/徐州8号"				"江苏淮阴地区农科所"	"110"	"0.0"		
"1673"	"3"	"淮阴毛矮"	"毛阿夫/徐州8号"				"江苏淮阴地区农科所"	"105"	"0.0"		
"1674"	"3"	"泗阳117"	"欧柔/苏联早熟36//苏联早熟1号/毛阿夫"				"江苏泗阳县棉花原种场"	"95"	"0.0"		
"1675"	"3"	"泗麦2号"	"欧柔/苏联早熟36//内乡5号/吉利"				"江苏泗阳县棉花原种场"	"100"	"0.0"		
"1676"	"3"	"泗麦6号"	"欧柔//徐州8号/阿夫"				"江苏泗阳县棉花原种场"	"115"	"0.0"		
"1677"	"3"	"阜麦1号"	"吉利/分枝圆锥"				"江苏阜宁县东沟农科站"	"105"	"0.0"		
"1678"	"3"	"阜麦2号"	"欧柔/阿夫"				"江苏阜宁东沟农科站"				
"1679"	"3"	"扬麦1号"	"阿夫系选"				"江苏扬州地区农科所"	"105"	"32.0"	"1962"	
"1680"	"3"	"扬麦2号"	"扬麦1号系选"				"江苏扬州地区农科所"	"105"	"32.0"	"1972"	
"1681"	"3"	"扬麦3号"	"扬麦1号系选"				"江苏扬州地区农科所"	"100"	"35.0"	"1973"	
"1682"	"3"	"早丰1号"	"3910系选"				"江苏兴化县农业试验站"	"110"	"0.0"		
"1683"	"3"	"江都1号"	"阿夫系选"				"江苏江都县粮食原种场"	"110"	"0.0"		
"1684"	"3"	"镇麦1号"	"阿夫系选"				"江苏镇江地区农科所"	"95"	"35.0"	"1972"	
"1685"	"3"	"群众10号"	"阿夫系选"				"江苏镇江地区农科所"	"100"	"0.0"		
"1686"	"3"	"群众40"	"矮秆红系选"				"江苏镇江地区农科所"	"105"	"0.0"		
"1687"	"3"	"群众42"	"南农大黑芒辐射处理"				"江苏镇江地区农科所"	"120"	"0.0"		
"1688"	"3"	"镇7251"	"矮秆早/荆州矮21"				"江苏镇江地区农科所"	"90"	"0.0"		
"1689"	"3"	"镇7263"	"群众40系选"				"江苏镇江地区农科所"	"105"	"0.0"		
"1690"	"3"	"镇7349"	"荆州矮21/76414"				"江苏镇江地区农科所"	"90"	"0.0"		
"1691"	"3"	"镇7495"	"6769/友谊"				"江苏镇江地区农科所"	"95"	"0.0"		
"1692"	"3"	"金山早小麦"	"武麦1号系选"				"江苏镇江市卫东大队"	"110"	"0.0"		
"1693"	"3"	"徒麦1号"	"阿夫系选"				"江苏丹徒县农科所"	"110"	"0.0"		
"1694"	"3"	"武麦1号"	"阿夫系选"				"江苏武进县种子站"	"100"	"30.0"	"1972"	
"1695"	"3"	"武麦2号"	"欧柔系选"				"江苏武进县农科所"	"110"	"0.0"		
"1696"	"3"	"苏麦1号"	"阿夫/台湾小麦"				"江苏苏州地区农科所"	"90"	"35.0"	"1968"	
"1697"	"3"	"苏麦2号"	"阿夫/台湾小麦"				"江苏苏州地区农科所"	"95"	"35.0"	"1968"	
"1698"	"3"	"苏麦3号"	"阿夫/台湾小麦"				"江苏苏州地区农科所"	"105"	"37.0"	"1972"	
"1699"	"3"	"望麦15"	"南大2419系选"				"江苏苏州地区农科所"	"110"	"0.0"		
"1700"	"3"	"繁411"	"安徽11/云南676"				"江苏苏州地区农科所"	"80"	"39.0"	"1977"	
"1701"	"3"	"繁415"	"宁麦6706/苏麦3号"				"江苏苏州地区农科所"	"90"	"38.0"	"1977"	
"1702"	"3"	"324.0"	"四川66-4768/矮秆早"				"江苏苏州地区农科所"	"80"	"39.0"	"1977"	
"1703"	"3"	"300.0"	"云南676/安徽11"				"江苏苏州地区农科所"	"90"	"52.0"	"1977"	
"1704"	"3"	"庆九"	"吉利/华东6号"				"江苏吴县农科所"	"90"	"0.0"		
"1705"	"3"	"浙农939"	"浙农9号系选"				"浙江省农科院"	"100"	"32.0"	"1954"	
"1706"	"3"	"丰收1号"	"浙农939/矮粒多//泊罗F4"				"浙江省农科院"	"100"	"32.0"	"1968"	
"1707"	"3"	"早小麦908"	"临浦早/太和小麦"				"浙江省农科院"	"90"	"30.0"	"1971"	
"1708"	"3"	"65-5"	"东阳早小麦/5204"				"浙江省农科院"	"85"	"30.0"	"1965"	
"1709"	"3"	"56-14"	"义乌白壳早系选"				"浙江省农科院"	"95"	"30.0"	"1956"	
"1710"	"3"	"鉴77-6"	"S6/吉利"				"浙江省农科院"	"76"	"36.0"	"1977"	
"1711"	"3"	"浙麦2号"	"浙农939/矮粒多//泊罗F4/3/临浦早"				"浙江省农科院"	"85"	"38.0"	"1973"	
"1712"	"3"	"矮秆红69-14"	"矮秆红辐射处理"				"浙江省农科院"	"80"	"0.0"		
"1713"	"3"	"2075选(1-4)"	"2075/选交1号"				"浙江省农科院植保所"	"98"	"0.0"		
"1714"	"3"	"浙农17"	"奉化小麦系选"				"浙江农业大学"	"113"	"0.0"		
"1715"	"3"	"矮洛阳"	"矮粒多/洛阳青"				"浙江仙居县良种场"	"110"	"40.0"	"1962"	
"1716"	"3"	"九兰"	"南大2419/兰溪早"				"浙江嘉兴地区农科所"	"90"	"38.0"	"1972"	
"1717"	"3"	"温麦4号"	"太和小麦/雅安早"				"浙江温州地区农科所"	"84"	"38.0"	"1975"	
"1718"	"3"	"丽水白壳三月黄"	"大头麦系选"				"浙江熊章赛(农民)"	"115"	"30.0"		
"1719"	"3"	"介吉麦"	"金华白蒲系选"				"浙江农民选种家张介吉"	"116"	"42.0"	"1953"	
"1720"	"3"	"安徽9号"	"胜利麦/南大2419"				"安徽农科院"	"90"	"38.0"	"1959"	
"1721"	"3"	"安徽10号"	"南大2419/胜利麦"				"安徽农科院"	"83"	"0.0"	"1965"	
"1722"	"3"	"安徽11"	"福那林/早洋麦"				"安徽农科院"	"90"	"37.0"	"1966"	
"1723"	"3"	"安徽12"	"南大2419/欧柔"				"安徽农科院"	"110"	"0.0"		
"1724"	"3"	"选106"	"欧柔/阿夫"				"安徽农科院"	"110"	"0.0"		
"1725"	"3"	"67-4-4"	"欧柔/阿夫"				"安徽农科院"	"100"	"0.0"		
"1726"	"3"	"欧南白粒"	"欧柔/南大2419"				"安徽农学院"	"110"	"0.0"		
"1727"	"3"	"南吉"	"南大2419/吉利"				"安徽农学院"	"110"	"0.0"		
"1728"	"3"	"碧吉"	"碧玉麦/吉利"				"安徽农学院"	"98"	"0.0"		
"1729"	"3"	"7111-1489"	"反修4号/安徽11"				"安徽农学院"	"100"	"0.0"		
"1730"	"3"	"濉麦1号"	"内乡5号/碧蚂4号"				"安徽濉溪县农科所"	"110"	"45.0"	"1973"	
"1731"	"3"	"濉麦2号"	"阿夫/丰产3号"				"安徽濉溪县临焕公社"	"90"	"40.0"	"1976"	
"1732"	"3"	"濉麦3号"	"65(14)3/濉麦2号"				"安徽濉溪县临焕公社"	"80"	"35.0"	"1978"	
"1733"	"3"	"濉麦4号"	"郑州744选育"				"安徽濉溪县农科所"	"80"	"45.0"	"1978"	
"1734"	"3"	"7207-10-1"	"安徽3号/郑州3号"				"安徽濉溪县农科所"	"85"	"45.0"	"1977"	
"1735"	"3"	"7305-3-3"	"中阿1号/内乡5号"				"安徽濉溪县农科所"	"90"	"45.0"	"1977"	
"1736"	"3"	"宿麦1号"	"西北农学院65(14)1选育"				"安徽宿县小麦原种场"	"100"	"32.0"	"1971"	
"1737"	"3"	"宿麦2号"	"阿夫选育"				"安徽宿县小麦原种场"	"100"	"0.0"	"1972"	
"1738"	"3"	"新宿6号"	"西北612/阿夫"				"安徽宿县地区农科所"	"110"	"36.0"	"1972"	
"1739"	"3"	"新宿7号"	"安徽3号/安徽8号"				"安徽宿县地区农科所"	"105"	"0.0"		
"1740"	"3"	"安徽3号"	"南大2419/胜利麦"				"安徽宿县地区农科所"	"110"	"0.0"	"196"	
"1741"	"3"	"宿辐1号"	"阿夫辐射处理"				"安徽宿县地区农科所"	"100"	"0.0"		
"1742"	"3"	"郭育1号"	"郑引1号系选"				"安徽箫县郭庄大队"	"110"	"0.0"		
"1743"	"3"	"郭育2号"	"反修4号/郑州17"				"安徽箫县郭庄大队"	"100"	"0.0"		
"1744"	"3"	"郭选72-74-2"	"反修4号/郑州17"				"安徽箫县郭庄大队"	"100"	"0.0"		
"1745"	"3"	"郭选72-74-4"	"反修4号/郑州17"				"安徽箫县郭庄大队"	"100"	"0.0"		
"1746"	"3"	"郭选72-74-5"	"反修4号/郑州17"				"安徽箫县郭庄大队"	"95"	"0.0"		
"1747"	"3"	"郭选72-74-9"	"反修4号/郑州17"				"安徽箫县郭庄大队"	"100"	"0.0"		
"1748"	"3"	"怀麦1号"	"65-2/65-3"				"安徽怀远县农科所"	"115"	"0.0"		
"1749"	"3"	"滁农6号"	"欧柔/吉利"				"安徽滁县地区农科所"	"96"	"0.0"		
"1750"	"3"	"68A21"	"阿夫/大黑"				"安徽滁县地区农科所"	"120"	"0.0"		
"1751"	"3"	"106-12"	"6501/万年2号"				"安徽广德县农科所"	"110"	"0.0"		
"1752"	"3"	"歙麦21"	"长征1号选育"				"安徽歙县农科所"	"95"	"32.0"	"1971"	
"1753"	"3"	"歙麦22-2"	"长征1号选育"				"安徽歙县农科所"	"90"	"0.0"		
"1754"	"3"	"阿勃选"	"阿勃选育"				"安徽宁国县农科所"	"110"	"0.0"		
"1755"	"3"	"73-54"	"福建540选育"				"安徽六安县农科所"	"100"	"0.0"		
"1756"	"3"	"70-1-7"	"矮秆红选育"				"安徽舒城县农科所"	"103"	"0.0"		
"1757"	"3"	"小红麦"	"矮秆红选育"				"安徽霍山县农科所"	"115"	"0.0"		
"1758"	"3"	"72-10"	"阿夫/92"				"安徽寿县农科所"	"105"	"0.0"		
"1759"	"3"	"7248.0"	"钟山6号选育"				"安徽寿县农科所"	"115"	"0.0"		
"1760"	"3"	"白壳矮粒多"	"矮粒多选育"				"安徽金寨县农科所"	"104"	"0.0"		
"1761"	"3"	"矮秆早选系"	"矮秆早选育"				"安徽金寨县农科所"	"96"	"0.0"		
"1762"	"3"	"阜文1号"	"ZV80/五爪麦"				"安徽阜阳地区农科所"	"110"	"51.0"	"1966"	
"1763"	"3"	"阜阳1号"	"南大2419/胜利麦"				"安徽阜阳地区农科所"	"100"	"0.0"		
"1764"	"3"	"阜阳4号"	"矮粒多/早洋麦"				"安徽阜阳地区农科所"	"95"	"42.0"	"1967"	
"1765"	"3"	"阜阳8号"	"矮粒多/早洋麦"				"安徽阜阳地区农科所"	"100"	"0.0"		
"1766"	"3"	"阜阳11"	"南大2419/胜利麦"				"安徽阜阳地区农科所"	"100"	"0.0"		
"1767"	"3"	"阜阳13"	"欧柔选育"				"安徽阜阳地区农科所"	"95"	"43.0"	"1968"	
"1768"	"3"	"五七3号"	"欧柔选育"				"安徽阜阳地区农科所"	"80"	"34.0"	"1972"	
"1769"	"3"	"蒙丰1号"	"反修4号/蒙丰8号"				"安徽蒙城县豆麦原种场"	"85"	"0.0"		
"1770"	"3"	"蒙丰3号"	"丰产3号/阿勃"				"安徽蒙城县豆麦原种场"	"90"	"0.0"		
"1771"	"3"	"蒙丰5号"	"徐州14选育"				"安徽蒙城县豆麦原种场"	"85"	"0.0"		
"1772"	"3"	"蒙丰6号"	"阿夫/大扁穗"				"安徽蒙城县良种场"	"93"	"0.0"		
"1773"	"3"	"蒙丰8号"	"阿夫选育"				"安徽蒙城县豆麦原种场"	"85"	"36.0"	"1963"	
"1774"	"3"	"蒙丰13"	"阿勃选育"				"安徽蒙城县豆麦原种场"	"80"	"0.0"		
"1775"	"3"	"太和1号"	"阿勃/苏联早熟1号"				"安徽太和县农科站"	"110"	"0.0"		
"1776"	"3"	"69-3-3-3"	"阿夫/65矮"				"安徽太和县农科站"	"90"	"0.0"		
"1777"	"3"	"马场2号"	"郑引1号辐射处理"				"安徽亳县口孜农场"	"95"	"0.0"		
"1778"	"3"	"九麦63"	"宜交67-1-10/大叶矮4887"				"江西九江地区农科所"	"95"	"37.0"	"1975"	
"1779"	"3"	"72A6-345"	"万年2号/剑(澳1882)"				"江西九江地区农科所"	"75"	"35.0"	"1975"	
"1780"	"3"	"72A22-420"	"阿夫/瑞里(澳1601)"				"江西九江地区农科所"	"98"	"0.0"	"197"	
"1781"	"3"	"77800.0"	"湘原2号/万雅2号"				"江西九江地区农科所"	"83"	"32.0"	"1977"	
"1782"	"3"	"星子4号"	"万年2号系选"				"江西星子县农科所"	"86"	"0.0"	"197"	
"1783"	"3"	"瑞杂3号"	"万年2号的胚与吉 的胚乳嫁接"				"江西瑞昌县农科所"	"117"	"0.0"	"197"	
"1784"	"3"	"万年2号"	"南大2419系选"				"江西万年县农科所"	"120"	"35.0"	"197"	
"1785"	"3"	"万科1号"	"万年2号系选"				"江西万年县农科所"	"115"	"0.0"	"197"	
"1786"	"3"	"五星1号"	"万年2号系选"				"江西波阳县农科所"	"128"	"39.0"	"1965"	
"1787"	"3"	"73-1"	"京红1号/武麦1号"				"江西井岗山地区农科所"	"77"	"34.0"	"1977"	
"1788"	"3"	"73-6-1"	"533/6590-722"				"江西井岗山地区农科所"	"93"	"35.0"	"1977"	
"1789"	"3"	"73-7"	"墨巴66/竹叶青"				"江西井岗山地区农科所"	"107"	"30.0"	"1977"	
"1790"	"3"	"74-80"	"苏联早熟1号/西朱西(球西)"				"江西井岗山地区农科所"	"88"	"35.0"	"1977"	
"1791"	"3"	"75-101"	"早红3-4-1/098//科春5号"				"江西井岗山地区农科所"	"92"	"36.0"	"1978"	
"1792"	"3"	"75-102"	"早红3-4-1/098//纳达多雷斯"				"江西井岗山地区农科所"	"85"	"34.0"	"1978"	
"1793"	"3"	"抗锈1号"	"欧柔/福州白麦"				"福建农科院"	"105"	"0.0"		
"1794"	"3"	"抗锈2号"	"欧柔/福州白麦"				"福建农科院"	"103"	"0.0"		
"1795"	"3"	"抗锈10号"	"欧柔/福州白麦"				"福建农科院"	"105"	"0.0"		
"1796"	"3"	"福麦3号"	"欧柔/阿夫"				"福建农科院"	"105"	"0.0"		
"1797"	"3"	"福麦4号"	"和尚头/抗锈5204"				"福建农科院"	"100"	"35.0"	"197"	
"1798"	"3"	"福麦6号"	"如罗/福州白麦"				"福建农科院"	"115"	"0.0"		
"1799"	"3"	"福麦7号"	"如罗/福州白麦"				"福建农科院"	"105"	"40.0"	"1977"	
"1800"	"3"	"福麦13"	"福麦7号/川麦4号"				"福建农科院"	"95"	"30.0"	"1977"	
"1801"	"3"	"福繁16"	"晋麦2148/B-5(白)"				"福建农科院"	"95"	"40.0"	"1976"	
"1802"	"3"	"福繁17"	"晋麦2148/B-5"				"福建农科院"	"100"	"40.0"	"1976"	
"1803"	"3"	"新5号"	"福麦5号系选"				"福建农科院"	"105"	"0.0"		
"1804"	"3"	"福早白"	"福麦7号/抗锈2号"				"福建农科院"	"105"	"40.0"	"1977"	
"1805"	"3"	"福矮麦1号"	"努尔依F70/晋系2625"				"福建农科院"	"80"	"40.0"	"1976"	
"1806"	"3"	"福矮麦2号"	"努尔依F70/晋系2625"				"福建农科院"	"75"	"39.0"	"1977"	
"1807"	"3"	"福矮麦7号"	"努尔依F70/晋系2625"				"福建农科院"	"90"	"48.0"	"1977"	
"1808"	"3"	"70303.0"	"福麦7号/抗锈2号"				"福建农科院"	"100"	"40.0"	"1974"	
"1809"	"3"	"B-5(白)"	"福麦7号/川麦4号"				"福建农科院"	"100"	"30.0"	"1974"	
"1810"	"3"	"福红壳麦11"	"波塔姆/苏麦3号"				"福建农科院"	"85"	"38.0"	"1977"	
"1811"	"3"	"福红壳麦13"	"波塔姆/苏麦3号"				"福建农科院"	"90"	"40.0"	"1976"	
"1812"	"3"	"红麦1号"	"华东7号系选"				"福建福州城门公社良种场"	"115"	"0.0"		
"1813"	"3"	"红麦5号"	"红麦1号系选"				"福建福州城门公社良种场"	"110"	"0.0"		
"1814"	"3"	"建麦1号"	"矮粒多/长江白毫"				"福建建阳地区农科所"	"105"	"33.0"	"1976"	
"1815"	"3"	"建选4号"	"郑麦7号系选"				"福建建阳地区农科所"	"105"	"35.0"	"1977"	
"1816"	"3"	"宁麦1号"	"从福建农科院72415中系选"				"福建宁德地区农科所"	"105"	"0.0"		
"1817"	"3"	"矮和尚"	"福安和尚/太和麦"				"福建宁德地区农科所"	"105"	"30.0"	"1975"	
"1818"	"3"	"73-713"	"福安红和尚/咸农1号"				"福建宁德地区农科所"	"105"	"31.0"	"1975"	
"1819"	"3"	"75-657"	"红和尚/咸农1号//苏麦3号"				"福建宁德地区农科所"	"105"	"38.0"	"1978"	
"1820"	"3"	"75-6513"	"红和尚/咸农1号//苏麦3号"				"福建宁德地区农科所"	"105"	"40.0"	"1978"	
"1821"	"3"	"75-6829"	"晋麦33/13052//苏麦3号"				"福建宁德地区农科所"	"105"	"42.0"	"1978"	
"1822"	"3"	"莆麦1号"	"友谊麦/莆系540"				"福建莆田地区农科所"	"100"	"51.0"	"1976"	
"1823"	"3"	"莆麦3号"	"洪麦1号/B87"				"福建莆田地区农科所"	"90"	"50.0"	"1977"	
"1824"	"3"	"莆选5号"	"莆系115变异株"				"福建莆田地区农科所"	"90"	"35.0"	"1975"	
"1825"	"3"	"莆系115"	"阿勃/闽矮白//欧柔"				"福建莆田地区农科所"	"100"	"45.0"	"1972"	
"1826"	"3"	"莆系243"	"阿勃/闽矮白//欧柔"				"福建莆田地区农科所"	"100"	"45.0"	"1973"	
"1827"	"3"	"莆系260"	"阿勃/闽矮白//欧柔"				"福建莆田地区农科所"	"100"	"40.0"	"1973"	
"1828"	"3"	"莆系540"	"阿勃/闽矮白//欧柔"				"福建莆田地区农科所"	"100"	"45.0"	"1972"	
"1829"	"3"	"莆系623"	"莆系115/晋系0108"				"福建莆田地区农科所"	"90"	"40.0"	"1978"	
"1830"	"3"	"莆系5102"	"莆系115/文革1号"				"福建莆田地区农科所"	"90"	"40.0"	"1877"	
"1831"	"3"	"莆辐2号"	"文革1号辐射处理"				"福建莆田地区农科所"	"91"	"45.0"	"1978"	
"1832"	"3"	"闽晋2号"	"华东5号系选"				"福建晋江地区农科所"	"80"	"41.0"	"1963"	
"1833"	"3"	"闽晋4号"	"华东5号系选"				"福建晋江地区农科所"	"80"	"42.0"	"1963"	
"1834"	"3"	"闽晋6号"	"抗锈5204系选"				"福建晋江地区农科所"	"105"	"39.0"	"1963"	
"1835"	"3"	"晋麦33"	"华东5号/南大2419//欧柔"				"福建晋江地区农科所"	"105"	"49.0"	"1971"	
"1836"	"3"	"晋麦52"	"欧柔//华东5号/阿勃/3/敌锈早"				"福建晋江地区农科所"	"89"	"46.0"	"1974"	
"1837"	"3"	"晋麦54"	"晋江赤仔/华东5号//欧柔/3/瑞托"				"福建晋江地区农科所"	"105"	"0.0"		
"1838"	"3"	"晋麦71"	"提莫申/欧柔//两江麦"				"福建晋江地区农科所"	"100"	"37.0"	"1972"	
"1839"	"3"	"晋麦80"	"欧柔//华东5号/阿勃/3/敌诱早"				"福建晋江地区农科所"	"90"	"49.0"	"1974"	
"1840"	"3"	"晋麦2148"	"晋江赤仔/华东5号//欧柔/3/瑞托"				"福建晋江地区农科所"	"105"	"40.0"	"1973"	
"1841"	"3"	"晋麦2454"	"晋江赤仔/华东5号//欧柔/3/瑞托"				"福建晋江地区农科所"	"91"	"45.0"	"1973"	
"1842"	"3"	"晋麦3099"	"提莫申/欧柔//两江麦"				"福建晋江地区农科所"	"102"	"44.0"	"1972"	
"1843"	"3"	"晋麦4058"	"欧柔//华东5号/阿勃"				"福建晋江地区农科所"	"100"	"40.0"	"1973"	
"1844"	"3"	"晋系2139"	"提莫申/欧柔//两江麦"				"福建晋江地区农科所"	"90"	"32.0"	"1972"	
"1845"	"3"	"晋系2518"	"欧柔//华东5号/阿勃/3/银穗"				"福建晋江地区农科所"	"86"	"45.0"	"1974"	
"1846"	"3"	"晋系2625"	"欧柔//华东5号/阿勃/3/银穗"				"福建晋江地区农科所"	"100"	"42.0"	"1974"	
"1847"	"3"	"晋系2885"	"提莫申/欧柔//两江麦"				"福建晋江地区农科所"	"100"	"40.0"	"1973"	
"1848"	"3"	"两江麦"	"A020/TY114(黑麦)"				"福建晋江地区农科所"	"105"	"49.0"	"1967"	
"1849"	"3"	"闽晋9号"	"华东7号系选"				"福建晋江地区农科所"	"80"	"35.0"	"1963"	
"1850"	"3"	"大头红"	"欧柔/阿夫//阿夫"				"福建晋江地区农科所"	"105"	"40.0"	"1969"	
"1851"	"3"	"大穗黄"	"和尚麦/抗锈5204"				"福建晋江地区农科所"	"105"	"35.0"	"1966"	
"1852"	"3"	"敌锈早"	"南大2419/抗锈5204"				"福建晋江地区农科所"	"105"	"32.0"	"1966"	
"1853"	"3"	"长穗早"	"南大2419/抗锈5204"				"福建晋江地区农科所"	"110"	"31.0"	"1966"	
"1854"	"3"	"白芒麦"	"欧柔/阿夫"				"福建晋江地区农科所"	"100"	"35.0"	"1968"	
"1855"	"3"	"抗锈青"	"欧柔/阿夫"				"福建晋江地区农科所"	"105"	"36.0"	"1968"	
"1856"	"3"	"红芒麦"	"欧柔/敌锈早"				"福建晋江地区农科所"	"99"	"40.0"	"1972"	
"1857"	"3"	"文革1号"	"欧柔//华东5号/阿勃"				"福建晋江地区农科所"	"105"	"49.0"	"1971"	
"1858"	"3"	"文革2号"	"欧柔/阿夫//敌锈早"				"福建晋江地区农科所"	"100"	"42.0"	"1971"	
"1859"	"3"	"文革选四"	"0249系选"				"福建晋江地区农科所"	"95"	"43.0"	"1978"	
"1860"	"3"	"抗锈红"	"欧柔/敌锈早"				"福建晋江地区农科所"	"108"	"43.0"	"197"	
"1861"	"3"	"晋矮早"	"欧柔/东农111"				"福建晋江地区农科所"	"72"	"44.0"	"1977"	
"1862"	"3"	"晋红早"	"欧柔//华东5号/阿勃/3/红芒"				"福建晋江地区农科所"	"80"	"41.0"	"1977"	
"1863"	"3"	"晋革早"	"文革1号变异株"				"福建晋江地区农科所"	"84"	"42.0"	"1977"	
"1864"	"3"	"大头白"	"欧柔/阿夫//阿夫"				"福建晋江地区农科所"	"100"	"40.0"	"1969"	
"1865"	"3"	"银穗"	"欧柔/阿夫"				"福建晋江地区农科所"	"100"	"35.0"	"1968"	
"1866"	"3"	"龙溪35"	"波塔姆/文革1号"				"福建龙溪地区农科所"	"100"	"50.0"	"1976"	
"1867"	"3"	"龙溪37"	"波塔姆/文革1号"				"福建龙溪地区农科所"	"115"	"45.0"	"1976"	
"1868"	"3"	"龙溪99"	"晋麦0134/抗锈1号"				"福建龙溪地区农科所"	"110"	"52.0"	"1975"	
