"id"	"青枯病"	"科名"	"施木克值"	"品种名称"	"杂气"	"选育单位"	"茎围"	"叶面"	"叶片厚薄"	"吃味"	"移栽至开花"	"杂交组合"	"根结线虫病"	"单位编号"	"类型"	"黑胫病"	"译名"	"叶缘"	"总糖"	"劲头"	"属名"	"统一编号"	"糖／碱"	"学名"	"灰色"	"叶尖"	"花色"	"蛋白质"	"库编号"	"株型"	"省"	"原产地"	"叶色"	"CMV"	"烟碱"	"叶数"	"烟蚜"	"叶形"	"叶柄"	"烟气烟碱"	"节距"	"香气"	"备注"	"叶长"	"还原糖"	"燃烧性"	"焦油"	"叶宽"	"样品类型"	"叶片结构"	"保存单位"	"刺激性"	"焦油／烟碱"	"总氮"	"种子来源"	"株高"	"图象"
"483"	"--"	"Solanaceae(茄科)"	"--"	"Burley 26-B"	"--"	"湖北省农科院蚕业所"	"--"	"--"	"--"	"--"	"72"	"Burley21"	"--"	"10042"	"白肋"	"--"	"Burley 26-B"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002164"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"--"	"--"	"筒形"	"湖北"	"--"	"--"	"--"	"--"	"23.0"	"--"	"椭圆"	"--"	"--"	"--"	"--"	"--"	"71.0"	"--"	"--"	"--"	"29.7"	"选育"	"--"	"湖北所"	"--"	"--"	"--"	"--"	"153.2"	"--"
"484"	"--"	"Solanaceae(茄科)"	"--"	"Burley 26-A"	"--"	"湖北省农科院蚕业所"	"--"	"--"	"--"	"--"	"71"	"Burley21"	"--"	"10043"	"白肋"	"--"	"Burley 26-A"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002165"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"--"	"--"	"筒形"	"湖北"	"--"	"--"	"--"	"--"	"24.0"	"--"	"椭圆"	"--"	"--"	"--"	"--"	"--"	"74.5"	"--"	"--"	"--"	"31.9"	"选育"	"--"	"湖北所"	"--"	"--"	"--"	"--"	"152.0"	"--"
"485"	"--"	"Solanaceae(茄科)"	"--"	"MS 建白80号"	"--"	"湖北省建始县农科所"	"--"	"--"	"--"	"--"	"78"	"MS Burley21×Ky10"	"感病"	"10044"	"白肋"	"--"	"MS JIAN BAI 80 HAO"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002166"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"钝尖"	"--"	"--"	"I5A01308"	"筒形"	"湖北"	"--"	"--"	"--"	"--"	"26.0"	"--"	"宽椭圆"	"--"	"--"	"--"	"--"	"--"	"65.0"	"--"	"--"	"--"	"34.0"	"选育"	"--"	"湖北所"	"--"	"--"	"--"	"--"	"169.0"	"--"
"486"	"--"	"Solanaceae(茄科)"	"--"	"黔白1号"	"--"	"贵州福泉烟草所"	"--"	"--"	"--"	"--"	"76"	"半铁泡系选"	"--"	"B01-001"	"白肋"	"--"	"QIAN BAI 1 HAO"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002167"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A01842"	"塔形"	"贵州"	"--"	"--"	"--"	"--"	"25.0"	"--"	"卵圆"	"--"	"--"	"--"	"--"	"--"	"40.5"	"--"	"--"	"--"	"25.8"	"选育"	"--"	"贵州所"	"--"	"--"	"--"	"--"	"134.4"	"--"
"487"	"--"	"Solanaceae(茄科)"	"--"	"黔白2号"	"--"	"贵州福泉烟草所"	"--"	"--"	"--"	"--"	"68"	"半铁泡系选"	"--"	"B01-002"	"白肋"	"--"	"QIAN BAI 2 HAO"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002168"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A01309"	"塔形"	"贵州"	"--"	"--"	"--"	"--"	"21.0"	"--"	"卵圆"	"--"	"--"	"--"	"--"	"--"	"42.2"	"--"	"--"	"--"	"27.9"	"选育"	"--"	"贵州所"	"--"	"--"	"--"	"--"	"109.0"	"--"
"488"	"感病"	"Solanaceae(茄科)"	"0.61"	"铁杆青"	"--"	"贵州湄潭"	"7.8"	"较平"	"薄"	"--"	"67"	"--"	"中感"	"5046"	"雪茄"	"抗病"	"TIE GAN QING"	"波浪"	"7.51"	"--"	"Nicotiana(烟属)"	"00002171"	"3.33"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"12.41"	"I5A01312"	"筒形"	"贵州"	"--"	"绿"	"--"	"2.26"	"33.0"	"--"	"椭圆"	"--"	"--"	"4.6"	"--"	"--"	"42.2"	"7.46"	"--"	"--"	"21.6"	"选育"	"较疏"	"中烟所"	"--"	"--"	"2.38"	"--"	"172.0"	"--"
"489"	"感病"	"Solanaceae(茄科)"	"0.17"	"H211"	"微有"	"浙江桐乡民星向阳队"	"7.4"	"较皱"	"薄"	"尚纯净"	"57"	"--"	"中感"	"5047"	"雪茄"	"感病"	"H211"	"波浪"	"2.25"	"中"	"Nicotiana(烟属)"	"00002172"	"0.81"	"Nicotiana tabacum L.(普通烟草)"	"灰白"	"渐尖"	"--"	"12.96"	"I5A01313"	"筒形"	"浙江"	"--"	"深绿"	"--"	"2.78"	"27.0"	"--"	"椭圆"	"--"	"--"	"4.4"	"有"	"--"	"50.4"	"1.91"	"中"	"--"	"25.0"	"选育"	"疏"	"中烟所"	"微有"	"--"	"2.55"	"--"	"142.0"	"--"
"490"	"感病"	"Solanaceae(茄科)"	"0.22"	"松选3号"	"微有"	"浙江松阳特产公司"	"8.2"	"较平"	"中"	"尚纯净"	"61"	"蒲扇烟系选"	"中感"	"5048"	"雪茄"	"中感"	"SONG XUAN 3 HAO"	"波浪"	"3.00"	"中"	"Nicotiana(烟属)"	"00002173"	"1.33"	"Nicotiana tabacum L.(普通烟草)"	"灰白"	"渐尖"	"--"	"13.52"	"I5A01314"	"塔形"	"浙江"	"浙江桐乡"	"绿"	"--"	"2.26"	"28.0"	"--"	"长卵圆"	"5.4"	"--"	"4.7"	"有"	"--"	"43.4"	"2.17"	"中"	"--"	"25.4"	"选育"	"较疏"	"中烟所"	"微有"	"--"	"2.55"	"--"	"146.0"	"--"
"491"	"--"	"Solanaceae(茄科)"	"--"	"74-16"	"--"	"广东省经作所"	"--"	"--"	"--"	"--"	"61"	"--"	"--"	"447"	"雪茄"	"--"	"74-16"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002174"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"钝尖"	"--"	"--"	"I5A01843"	"筒形"	"广东"	"--"	"--"	"--"	"--"	"26.0"	"--"	"宽椭圆"	"--"	"--"	"--"	"--"	"--"	"68.0"	"--"	"--"	"--"	"30.0"	"选育"	"--"	"广东所"	"--"	"--"	"--"	"--"	"150.0"	"--"
"492"	"--"	"Solanaceae(茄科)"	"--"	"木兰蛤蟆头"	"--"	"--"	"--"	"--"	"--"	"--"	"54"	"--"	"--"	"1212"	"黄花"	"--"	"MU LAN GE MA TOU"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002186"	"--"	"Nicotiana rustica L.(黄花烟草)"	"--"	"钝尖"	"--"	"--"	"I5A01326"	"塔形"	"黑龙江"	"木兰"	"--"	"--"	"--"	"18.0"	"--"	"心脏形"	"--"	"--"	"--"	"--"	"--"	"30.3"	"--"	"--"	"--"	"21.8"	"地方"	"--"	"牡丹江所"	"--"	"--"	"--"	"--"	"71.6"	"--"
"493"	"--"	"Solanaceae(茄科)"	"--"	"蛤蟆烟"	"--"	"--"	"--"	"--"	"--"	"--"	"31"	"--"	"--"	"3001"	"黄花"	"--"	"GE MA YAN"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002188"	"--"	"Nicotiana rustica L.(黄花烟草)"	"--"	"钝尖"	"--"	"--"	"I5A01327"	"塔形"	"吉林"	"吉林白城"	"--"	"--"	"--"	"11.0"	"--"	"宽卵圆"	"--"	"--"	"--"	"--"	"--"	"29.0"	"--"	"--"	"--"	"19.0"	"地方"	"--"	"延边所"	"--"	"--"	"--"	"--"	"75.0"	"--"
"494"	"--"	"Solanaceae(茄科)"	"--"	"长兴黄花烟"	"--"	"--"	"--"	"--"	"--"	"--"	"48"	"--"	"--"	"6128"	"黄花"	"--"	"CHANG XING HUANG HUA YAN"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002189"	"--"	"Nicotiana rustica L.(黄花烟草)"	"--"	"--"	"--"	"--"	"I5A01883"	"塔形"	"贵州"	"贵州湄潭"	"--"	"--"	"--"	"17.0"	"--"	"卵圆"	"6.2"	"--"	"--"	"--"	"--"	"25.6"	"--"	"--"	"--"	"13.4"	"地方"	"--"	"中烟所"	"--"	"--"	"--"	"--"	"77.2"	"--"
"495"	"--"	"Solanaceae(茄科)"	"--"	"兰州小叶烟"	"--"	"--"	"--"	"--"	"--"	"--"	"26"	"--"	"--"	"6133"	"黄花"	"--"	"LAN ZHOU XIAO YE YAN"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002193"	"--"	"Nicotiana rustica L.(黄花烟草)"	"--"	"--"	"--"	"--"	"--"	"筒形"	"甘肃"	"甘肃榆中"	"--"	"--"	"--"	"12.0"	"--"	"心脏形"	"4.4"	"--"	"--"	"--"	"--"	"18.8"	"--"	"--"	"--"	"15.4"	"地方"	"--"	"中烟所"	"--"	"--"	"--"	"--"	"43.2"	"--"
"496"	"--"	"Solanaceae(茄科)"	"--"	"玛纳斯莫合烟"	"--"	"--"	"--"	"--"	"--"	"--"	"31"	"--"	"--"	"6136"	"黄花"	"--"	"MA NA SI MO HE YAN"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002195"	"--"	"Nicotiana rustica L.(黄花烟草)"	"--"	"--"	"--"	"--"	"--"	"筒形"	"新疆"	"新疆玛纳斯"	"--"	"--"	"--"	"12.0"	"--"	"心脏形"	"5.0"	"--"	"--"	"--"	"--"	"22.8"	"--"	"--"	"--"	"15.2"	"地方"	"--"	"中烟所"	"--"	"--"	"--"	"--"	"56.2"	"--"
"497"	"--"	"Solanaceae(茄科)"	"--"	"Bell-93"	"--"	"--"	"--"	"--"	"--"	"--"	"67"	"--"	"--"	"2314"	"烤烟"	"--"	"Bell-93"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002234"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A01339"	"筒形"	"国外"	"美国"	"--"	"--"	"--"	"18.0"	"--"	"宽椭圆"	"--"	"--"	"--"	"--"	"--"	"50.0"	"--"	"--"	"--"	"30.0"	"国外"	"--"	"广东所"	"--"	"--"	"--"	"广东盐步"	"110.0"	"--"
"498"	"--"	"Solanaceae(茄科)"	"--"	"Bel-W3"	"--"	"--"	"--"	"--"	"--"	"--"	"56"	"--"	"--"	"3027"	"烤烟"	"--"	"Bel-W3"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002235"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A02303"	"塔形"	"国外"	"美国"	"--"	"--"	"--"	"21.0"	"--"	"宽椭圆"	"--"	"--"	"--"	"--"	"--"	"48.2"	"--"	"--"	"--"	"25.5"	"国外"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"110.0"	"--"
"499"	"--"	"Solanaceae(茄科)"	"--"	"BL-921"	"--"	"--"	"--"	"--"	"--"	"--"	"55"	"--"	"--"	"SNT209"	"烤烟"	"--"	"BL-921"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002236"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A01340"	"筒形"	"国外"	"美国"	"--"	"--"	"--"	"20.0"	"--"	"宽椭圆"	"--"	"--"	"--"	"--"	"--"	"55.7"	"--"	"--"	"--"	"32.8"	"国外"	"--"	"山东农大"	"--"	"--"	"--"	"--"	"168.0"	"--"
"500"	"--"	"Solanaceae(茄科)"	"--"	"""BRAND""-""B"""	"--"	"--"	"--"	"--"	"--"	"--"	"51"	"--"	"--"	"36"	"烤烟"	"--"	"""BRAND""-""B"""	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002237"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A01341"	"塔形"	"国外"	"美国"	"--"	"--"	"--"	"24.0"	"--"	"长椭圆"	"--"	"--"	"--"	"--"	"--"	"54.5"	"--"	"--"	"--"	"23.4"	"国外"	"--"	"云南所"	"--"	"--"	"--"	"--"	"131.7"	"--"
"501"	"感病"	"Solanaceae(茄科)"	"--"	"By 4"	"--"	"--"	"--"	"--"	"--"	"--"	"83"	"--"	"感病"	"1008"	"烤烟"	"中感"	"By 4"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002238"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A01342"	"筒形"	"国外"	"日本"	"--"	"中抗"	"--"	"18.0"	"抗虫"	"宽椭圆"	"--"	"--"	"--"	"--"	"--"	"49.9"	"--"	"--"	"--"	"18.2"	"国外"	"--"	"延边所"	"--"	"--"	"--"	"--"	"141.4"	"--"
"502"	"--"	"Solanaceae(茄科)"	"--"	"Candel"	"--"	"--"	"--"	"--"	"--"	"--"	"83"	"--"	"--"	"A46"	"烤烟"	"--"	"Candel"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002239"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A01343"	"橄榄"	"国外"	"加拿大"	"--"	"--"	"--"	"30.0"	"--"	"长椭圆"	"--"	"--"	"--"	"--"	"--"	"45.9"	"--"	"--"	"--"	"17.4"	"国外"	"--"	"牡丹江所"	"--"	"--"	"--"	"黑龙江省牡丹江市农科所"	"112.4"	"--"
"503"	"感病"	"Solanaceae(茄科)"	"0.92"	"Clemson PD4"	"--"	"--"	"8.9"	"较皱"	"中"	"--"	"60"	"--"	"感病"	"3025"	"烤烟"	"中抗"	"Clemson PD4"	"平滑"	"10.80"	"--"	"Nicotiana(烟属)"	"00002240"	"5.65"	"Nicotiana tabacum L.(普通烟草)"	"--"	"急尖"	"--"	"11.71"	"I5A01344"	"塔形"	"国外"	"美国"	"绿"	"--"	"1.91"	"22.0"	"高感"	"长椭圆"	"--"	"1.31"	"5.3"	"--"	"--"	"52.5"	"8.96"	"--"	"34.21"	"24.0"	"国外"	"中"	"安徽所"	"--"	"26.00"	"2.20"	"美国牛津烟草站"	"145.0"	"--"
"504"	"中抗"	"Solanaceae(茄科)"	"1.43"	"Coker 48"	"有"	"--"	"7.8"	"较皱"	"中"	"辣"	"61"	"--"	"中抗"	"1430"	"烤烟"	"感病"	"Coker 48"	"波浪"	"15.02"	"较大"	"Nicotiana(烟属)"	"00002241"	"5.38"	"Nicotiana tabacum L.(普通烟草)"	"灰白"	"渐尖"	"--"	"10.46"	"I5A01345"	"筒形"	"国外"	"美国"	"绿"	"感病"	"2.90"	"26.0"	"感虫"	"椭圆"	"--"	"2.00"	"4.7"	"有"	"--"	"47.3"	"13.33"	"中"	"42.32"	"22.8"	"国外"	"中"	"中烟所"	"微有"	"21.21"	"2.17"	"--"	"137.5"	"--"
"505"	"中抗"	"Solanaceae(茄科)"	"2.05"	"Coker 86"	"有"	"--"	"8.2"	"较皱"	"较厚"	"辣"	"63"	"--"	"抗病"	"1346"	"烤烟"	"感病"	"Coker 86"	"波浪"	"17.30"	"中"	"Nicotiana(烟属)"	"00002242"	"7.86"	"Nicotiana tabacum L.(普通烟草)"	"灰白"	"渐尖"	"--"	"8.49"	"I5A01346"	"筒形"	"国外"	"美国"	"绿"	"中抗"	"2.21"	"30.0"	"感虫"	"长椭圆"	"--"	"2.07"	"5.5"	"有"	"--"	"48.8"	"14.60"	"中"	"43.69"	"24.6"	"国外"	"较细"	"中烟所"	"微有"	"21.13"	"1.74"	"中国科技情报所"	"139.0"	"--"
"506"	"中抗"	"Solanaceae(茄科)"	"3.34"	"Coker 176"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"中抗"	"68"	"烤烟"	"中抗"	"Coker 176"	"--"	"28.51"	"--"	"Nicotiana(烟属)"	"00002243"	"15.16"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"8.53"	"I5A01347"	"塔形"	"国外"	"美国"	"--"	"中感"	"1.88"	"24.0"	"高感"	"长椭圆"	"--"	"--"	"--"	"--"	"--"	"60.5"	"27.51"	"--"	"--"	"23.1"	"国外"	"--"	"云南所"	"--"	"--"	"1.69"	"--"	"131.0"	"--"
"507"	"--"	"Solanaceae(茄科)"	"4.04"	"Coker187-Hicks"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"48"	"烤烟"	"--"	"Coker187-Hicks"	"--"	"33.47"	"--"	"Nicotiana(烟属)"	"00002244"	"24.29"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"8.29"	"I5A01348"	"塔形"	"国外"	"美国"	"--"	"--"	"1.35"	"22.0"	"--"	"长椭圆"	"--"	"--"	"--"	"--"	"--"	"56.5"	"32.43"	"--"	"--"	"29.5"	"国外"	"--"	"云南所"	"--"	"--"	"1.56"	"--"	"151.3"	"--"
"508"	"--"	"Solanaceae(茄科)"	"3.66"	"Coker 206"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"中抗"	"69"	"烤烟"	"--"	"Coker 206"	"--"	"33.04"	"--"	"Nicotiana(烟属)"	"00002245"	"20.02"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"9.03"	"I5A01349"	"塔形"	"国外"	"美国"	"--"	"中抗"	"1.65"	"23.0"	"--"	"长椭圆"	"--"	"--"	"--"	"--"	"--"	"65.7"	"29.97"	"--"	"--"	"24.2"	"国外"	"--"	"云南所"	"--"	"--"	"1.73"	"祥云县"	"120.0"	"--"
"509"	"感病"	"Solanaceae(茄科)"	"1.53"	"Coker 213"	"--"	"--"	"6.8"	"较皱"	"较厚"	"--"	"58"	"--"	"中抗"	"1340"	"烤烟"	"中感"	"Coker 213"	"波浪"	"15.83"	"--"	"Nicotiana(烟属)"	"00002246"	"5.67"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"10.37"	"I5A01350"	"筒形"	"国外"	"--"	"绿"	"--"	"2.79"	"27.0"	"感虫"	"长椭圆"	"--"	"--"	"4.9"	"--"	"--"	"44.2"	"11.31"	"--"	"--"	"19.6"	"国外"	"较细"	"中烟所"	"--"	"--"	"2.14"	"--"	"150.0"	"--"
"510"	"中抗"	"Solanaceae(茄科)"	"0.75"	"Coker 254"	"--"	"--"	"9.4"	"平"	"薄"	"--"	"--"	"--"	"感病"	"46"	"烤烟"	"中抗"	"Coker 254"	"较皱"	"8.64"	"--"	"Nicotiana(烟属)"	"00002247"	"4.55"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"11.51"	"I5A01351"	"塔形"	"国外"	"美国"	"浅绿"	"感病"	"1.90"	"23.0"	"--"	"长椭圆"	"--"	"1.54"	"5.1"	"--"	"--"	"59.7"	"6.79"	"--"	"32.62"	"27.1"	"国外"	"中"	"云南所"	"--"	"21.00"	"2.17"	"--"	"136.2"	"--"
"511"	"中抗"	"Solanaceae(茄科)"	"0.87"	"Coker 298"	"--"	"--"	"9.2"	"皱"	"中"	"--"	"--"	"--"	"感病"	"47"	"烤烟"	"中感"	"Coker 298"	"较皱"	"9.79"	"--"	"Nicotiana(烟属)"	"00002248"	"3.67"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"11.31"	"I5A01352"	"塔形"	"国外"	"美国"	"绿"	"中感"	"2.67"	"23.0"	"中抗"	"长椭圆"	"--"	"1.47"	"4.9"	"--"	"--"	"55.3"	"8.19"	"--"	"32.43"	"25.4"	"国外"	"较细"	"云南所"	"--"	"22.00"	"2.27"	"--"	"145.5"	"--"
"512"	"感病"	"Solanaceae(茄科)"	"0.64"	"Coker 316"	"--"	"--"	"9.0"	"较皱"	"较厚"	"--"	"60"	"--"	"感病"	"1469"	"烤烟"	"中抗"	"Coker 316"	"波浪"	"7.60"	"--"	"Nicotiana(烟属)"	"00002249"	"2.68"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"11.95"	"I5A01961"	"筒形"	"国外"	"--"	"绿"	"中感"	"2.84"	"26.0"	"中抗"	"长椭圆"	"--"	"1.98"	"4.2"	"--"	"--"	"55.6"	"6.01"	"--"	"30.78"	"25.5"	"国外"	"较细"	"中烟所"	"--"	"16.00"	"2.40"	"广东省农科院经作所"	"145.2"	"--"
"513"	"中感"	"Solanaceae(茄科)"	"1.60"	"Coker 319"	"微有"	"--"	"7.6"	"较平"	"较薄"	"尚纯净"	"61"	"--"	"感病"	"1373"	"烤烟"	"中感"	"Coker 319"	"波浪"	"15.50"	"较大"	"Nicotiana(烟属)"	"00002250"	"8.68"	"Nicotiana tabacum L.(普通烟草)"	"灰白"	"渐尖"	"--"	"9.69"	"I5A01353"	"筒形"	"国外"	"美国"	"绿"	"抗病"	"1.79"	"24.0"	"高感"	"椭圆"	"--"	"1.62"	"4.0"	"有"	"--"	"42.0"	"15.27"	"中"	"43.07"	"20.8"	"国外"	"中"	"中烟所"	"微有"	"26.60"	"1.86"	"--"	"118.0"	"--"
"514"	"感病"	"Solanaceae(茄科)"	"0.82"	"Coker 411"	"--"	"--"	"8.2"	"较皱"	"较厚"	"--"	"63"	"--"	"中感"	"1348"	"烤烟"	"中抗"	"Coker 411"	"波浪"	"8.72"	"--"	"Nicotiana(烟属)"	"00002251"	"5.32"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"10.63"	"I5A01354"	"筒形"	"国外"	"美国"	"浅绿"	"中抗"	"1.64"	"29.0"	"中抗"	"长椭圆"	"--"	"--"	"4.6"	"--"	"--"	"46.8"	"7.31"	"--"	"--"	"20.6"	"国外"	"中"	"中烟所"	"--"	"--"	"1.98"	"中国科技情报所"	"128.0"	"--"
"515"	"感病"	"Solanaceae(茄科)"	"1.01"	"Coker Tobacco"	"有"	"--"	"8.4"	"较平"	"较厚"	"辣"	"70"	"--"	"--"	"1458"	"烤烟"	"中抗"	"Coker Tobacco"	"波浪"	"11.81"	"较大"	"Nicotiana(烟属)"	"00002252"	"9.49"	"Nicotiana tabacum L.(普通烟草)"	"灰白"	"渐尖"	"--"	"11.72"	"I5A01355"	"筒形"	"国外"	"--"	"绿"	"中抗"	"1.25"	"32.0"	"高感"	"椭圆"	"--"	"1.13"	"5.0"	"有"	"--"	"43.8"	"11.44"	"中"	"39.16"	"22.2"	"国外"	"中"	"中烟所"	"微有"	"34.69"	"2.09"	"中国农科院品资所"	"157.0"	"--"
"516"	"感病"	"Solanaceae(茄科)"	"0.25"	"Conn Shade"	"--"	"--"	"5.2"	"较平"	"较厚"	"--"	"42"	"--"	"中感"	"1431"	"烤烟"	"中抗"	"Conn Shade"	"波浪"	"3.38"	"--"	"Nicotiana(烟属)"	"00002253"	"0.81"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"13.42"	"I5A01356"	"筒形"	"国外"	"美国"	"绿"	"中感"	"4.18"	"15.0"	"中抗"	"卵圆"	"--"	"--"	"4.7"	"--"	"--"	"31.6"	"1.94"	"--"	"--"	"18.3"	"国外"	"中"	"中烟所"	"--"	"--"	"2.87"	"--"	"98.4"	"--"
"517"	"中感"	"Solanaceae(茄科)"	"1.69"	"DB244"	"--"	"--"	"7.6"	"较平"	"中"	"--"	"61"	"--"	"中感"	"1432"	"烤烟"	"中感"	"DB244"	"波浪"	"16.53"	"--"	"Nicotiana(烟属)"	"00002254"	"8.24"	"Nicotiana tabacum L.(普通烟草)"	"--"	"钝尖"	"--"	"9.78"	"I5A01357"	"筒形"	"国外"	"美国"	"绿"	"中抗"	"2.01"	"24.0"	"中抗"	"宽椭圆"	"--"	"--"	"6.0"	"--"	"--"	"49.9"	"13.68"	"--"	"--"	"31.2"	"国外"	"中"	"中烟所"	"--"	"--"	"1.91"	"--"	"157.4"	"--"
"518"	"感病"	"Solanaceae(茄科)"	"0.97"	"Delhi 76"	"--"	"--"	"9.6"	"较皱"	"较厚"	"--"	"76"	"--"	"感病"	"1014"	"烤烟"	"感病"	"Delhi 76"	"较皱"	"10.44"	"--"	"Nicotiana(烟属)"	"00002255"	"3.53"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"10.78"	"I5A01358"	"塔形"	"国外"	"加拿大"	"绿"	"抗病"	"2.96"	"16.0"	"高感"	"宽椭圆"	"--"	"2.10"	"4.8"	"--"	"--"	"53.4"	"8.88"	"--"	"31.52"	"19.9"	"国外"	"较细"	"延边所"	"--"	"15.00"	"2.24"	"--"	"160.5"	"--"
"519"	"感病"	"Solanaceae(茄科)"	"1.37"	"Delgold"	"--"	"--"	"9.0"	"皱"	"中"	"--"	"72"	"--"	"感病"	"A51"	"烤烟"	"中感"	"Delgold"	"--"	"14.39"	"--"	"Nicotiana(烟属)"	"00002256"	"5.05"	"Nicotiana tabacum L.(普通烟草)"	"--"	"急尖"	"--"	"10.48"	"I5A01359"	"塔形"	"国外"	"加拿大"	"浅绿"	"中感"	"2.85"	"30.0"	"感虫"	"长椭圆"	"--"	"2.21"	"4.8"	"--"	"--"	"39.6"	"11.05"	"--"	"32.43"	"16.2"	"国外"	"中"	"牡丹江所"	"--"	"15.00"	"2.17"	"黑龙江省牡丹江市农科所"	"126.4"	"--"
"520"	"感病"	"Solanaceae(茄科)"	"1.11"	"ETW 22"	"有"	"--"	"8.4"	"较平"	"中"	"辣"	"61"	"--"	"感病"	"1420"	"烤烟"	"感病"	"ETW 22"	"波浪"	"12.73"	"较大"	"Nicotiana(烟属)"	"00002257"	"5.84"	"Nicotiana tabacum L.(普通烟草)"	"灰白"	"钝尖"	"--"	"11.40"	"I5A01360"	"筒形"	"国外"	"津巴布韦"	"绿"	"--"	"2.25"	"23.0"	"感虫"	"宽椭圆"	"--"	"1.63"	"6.1"	"有"	"--"	"51.8"	"11.45"	"中"	"40.35"	"24.9"	"国外"	"中"	"中烟所"	"微有"	"24.71"	"2.21"	"--"	"170.6"	"--"
"521"	"感病"	"Solanaceae(茄科)"	"1.38"	"ETWM 10"	"有"	"--"	"8.2"	"较平"	"中"	"辣"	"60"	"--"	"感病"	"1419"	"烤烟"	"感病"	"ETWM 10"	"波浪"	"14.30"	"较大"	"Nicotiana(烟属)"	"00002258"	"6.40"	"Nicotiana tabacum L.(普通烟草)"	"灰白"	"渐尖"	"--"	"10.72"	"I5A01962"	"塔形"	"国外"	"津巴布韦"	"绿"	"--"	"2.28"	"23.0"	"感虫"	"椭圆"	"--"	"1.90"	"6.3"	"有"	"--"	"53.5"	"12.95"	"中"	"42.25"	"24.2"	"国外"	"中"	"中烟所"	"微有"	"22.27"	"2.11"	"--"	"176.4"	"--"
"522"	"感病"	"Solanaceae(茄科)"	"0.69"	"ETWM 35"	"有"	"--"	"10.6"	"较皱"	"较薄"	"尚纯净"	"--"	"--"	"感病"	"1421"	"烤烟"	"感病"	"ETWM 35"	"波浪"	"8.79"	"中"	"Nicotiana(烟属)"	"00002259"	"6.28"	"Nicotiana tabacum L.(普通烟草)"	"灰白"	"渐尖"	"--"	"12.68"	"I5A01963"	"筒形"	"国外"	"津巴布韦"	"绿"	"--"	"1.40"	"68.0"	"高感"	"长椭圆"	"--"	"1.43"	"4.4"	"有"	"--"	"53.7"	"7.42"	"中"	"38.69"	"22.2"	"国外"	"中"	"中烟所"	"微有"	"27.06"	"2.27"	"--"	"276.0"	"--"
