"id"	"青枯病"	"科名"	"施木克值"	"品种名称"	"杂气"	"选育单位"	"茎围"	"叶面"	"叶片厚薄"	"吃味"	"移栽至开花"	"杂交组合"	"根结线虫病"	"单位编号"	"类型"	"黑胫病"	"译名"	"叶缘"	"总糖"	"劲头"	"属名"	"统一编号"	"糖／碱"	"学名"	"灰色"	"叶尖"	"花色"	"蛋白质"	"库编号"	"株型"	"省"	"原产地"	"叶色"	"CMV"	"烟碱"	"叶数"	"烟蚜"	"叶形"	"叶柄"	"烟气烟碱"	"节距"	"香气"	"备注"	"叶长"	"还原糖"	"燃烧性"	"焦油"	"叶宽"	"样品类型"	"叶片结构"	"保存单位"	"刺激性"	"焦油／烟碱"	"总氮"	"种子来源"	"株高"	"图象"
"200"	"--"	"Solanaceae(茄科)"	"--"	"8813"	"--"	"中烟所"	"--"	"--"	"--"	"--"	"52"	"G-28×小黄金1025"	"--"	"1565"	"烤烟"	"--"	"8813"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002499"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"--"	"筒形"	"山东"	"--"	"--"	"--"	"--"	"19.0"	"--"	"椭圆"	"--"	"--"	"--"	"--"	"--"	"57.6"	"--"	"--"	"--"	"25.9"	"选育"	"--"	"中烟所"	"--"	"--"	"--"	"--"	"159.0"	"--"
"201"	"--"	"Solanaceae(茄科)"	"--"	"8901"	"--"	"中烟所"	"--"	"--"	"--"	"--"	"62"	"NC-89系选"	"--"	"1566"	"烤烟"	"--"	"8901"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002500"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"--"	"筒形"	"山东"	"--"	"--"	"--"	"--"	"23.0"	"--"	"长椭圆"	"--"	"--"	"--"	"--"	"--"	"64.5"	"--"	"--"	"--"	"21.7"	"选育"	"--"	"中烟所"	"--"	"--"	"--"	"--"	"174.0"	"--"
"202"	"--"	"Solanaceae(茄科)"	"--"	"CV21"	"--"	"中烟所"	"9.7"	"较皱"	"较厚"	"--"	"--"	"CV58×(G-28×NC82)F1"	"--"	"1567"	"烤烟"	"--"	"CV21"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002501"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"--"	"--"	"筒形"	"山东"	"--"	"绿"	"--"	"--"	"27.0"	"--"	"椭圆"	"--"	"--"	"2.6"	"--"	"--"	"53.8"	"--"	"--"	"--"	"25.8"	"选育"	"较疏"	"中烟所"	"--"	"--"	"--"	"--"	"90.4"	"--"
"203"	"--"	"Solanaceae(茄科)"	"--"	"CV58"	"--"	"中烟所"	"9.2"	"较皱"	"厚"	"--"	"--"	"(单育二号×革新三号)F1×(净叶黄×G-28)F3"	"--"	"1568"	"烤烟"	"--"	"CV58"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002502"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"--"	"--"	"筒形"	"山东"	"--"	"深绿"	"--"	"--"	"26.0"	"--"	"椭圆"	"--"	"--"	"3.2"	"--"	"--"	"56.0"	"--"	"--"	"--"	"29.1"	"选育"	"较疏"	"中烟所"	"--"	"--"	"--"	"--"	"92.3"	"--"
"204"	"--"	"Solanaceae(茄科)"	"--"	"CV87"	"--"	"中烟所"	"9.5"	"较皱"	"较厚"	"--"	"--"	"CV58×(G-28×NC82)F1"	"--"	"1569"	"烤烟"	"--"	"CV87"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002503"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"--"	"--"	"筒形"	"山东"	"--"	"深绿"	"--"	"--"	"22.0"	"--"	"椭圆"	"--"	"--"	"4.3"	"--"	"--"	"62.7"	"--"	"--"	"--"	"30.7"	"选育"	"较疏"	"中烟所"	"--"	"--"	"--"	"--"	"99.7"	"--"
"205"	"--"	"Solanaceae(茄科)"	"--"	"CV85"	"--"	"中烟所"	"8.8"	"较皱"	"较厚"	"--"	"--"	"CV58×(G-28×NC82)F1"	"--"	"1570"	"烤烟"	"--"	"CV85"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002504"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"--"	"--"	"筒形"	"山东"	"--"	"深绿"	"--"	"--"	"26.0"	"--"	"椭圆"	"--"	"--"	"5.3"	"--"	"--"	"59.4"	"--"	"--"	"--"	"29.2"	"选育"	"较疏"	"中烟所"	"--"	"--"	"--"	"--"	"126.3"	"--"
"206"	"--"	"Solanaceae(茄科)"	"--"	"CV09-2"	"--"	"中烟所"	"7.9"	"较皱"	"较厚"	"--"	"--"	"CV58×G-28"	"--"	"1571"	"烤烟"	"--"	"CV09-2"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002505"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"钝尖"	"--"	"--"	"--"	"筒形"	"山东"	"--"	"浅绿"	"--"	"--"	"21.0"	"--"	"宽椭圆"	"--"	"--"	"5.0"	"--"	"--"	"56.5"	"--"	"--"	"--"	"31.0"	"选育"	"较疏"	"中烟所"	"--"	"--"	"--"	"--"	"109.0"	"--"
"207"	"--"	"Solanaceae(茄科)"	"--"	"晋太7615"	"--"	"山西农大"	"6.7"	"皱"	"较薄"	"--"	"68"	"--"	"--"	"1357"	"烤烟"	"--"	"JIN TAI 7615"	"皱折"	"--"	"--"	"Nicotiana(烟属)"	"00002506"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"--"	"I5A02234"	"筒形"	"山西"	"--"	"绿"	"--"	"--"	"22.0"	"--"	"椭圆"	"--"	"--"	"2.3"	"--"	"--"	"41.8"	"--"	"--"	"--"	"17.6"	"选育"	"较疏"	"中烟所"	"--"	"--"	"--"	"--"	"126.0"	"--"
"208"	"--"	"Solanaceae(茄科)"	"--"	"湄黄四号(400A2)"	"--"	"湄潭县农业局"	"6.4"	"较皱"	"较厚"	"--"	"91"	"400号系选"	"--"	"1388"	"烤烟"	"--"	"MEI HUANG SI HAO (400A2)"	"波浪"	"--"	"--"	"Nicotiana(烟属)"	"00002507"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"钝尖"	"--"	"--"	"I5A02235"	"筒形"	"贵州"	"--"	"深绿"	"--"	"--"	"19.0"	"--"	"椭圆"	"--"	"--"	"2.2"	"--"	"--"	"38.2"	"--"	"--"	"--"	"15.3"	"选育"	"较疏"	"中烟所"	"--"	"--"	"--"	"--"	"74.0"	"--"
"209"	"--"	"Solanaceae(茄科)"	"--"	"单11-2"	"--"	"牡丹江所"	"6.2"	"皱"	"薄"	"--"	"38"	"--"	"--"	"1547"	"烤烟"	"--"	"DAN 11-2"	"皱折"	"--"	"--"	"Nicotiana(烟属)"	"00002508"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"--"	"I5A02400"	"筒形"	"黑龙江"	"--"	"绿"	"--"	"--"	"19.0"	"--"	"宽椭圆"	"--"	"--"	"3.7"	"--"	"--"	"37.0"	"--"	"--"	"--"	"18.1"	"选育"	"密"	"中烟所"	"--"	"--"	"--"	"--"	"98.0"	"--"
"210"	"--"	"Solanaceae(茄科)"	"0.55"	"T51"	"有"	"牡丹江所"	"9.0"	"较平"	"中"	"尚纯净"	"66"	"--"	"--"	"1548"	"烤烟"	"--"	"T51"	"皱折"	"7.57"	"中"	"Nicotiana(烟属)"	"00002509"	"--"	"Nicotiana tabacum L.(普通烟草)"	"灰白"	"渐尖"	"--"	"13.75"	"I5A02401"	"筒形"	"黑龙江"	"--"	"浅绿"	"--"	"3.01"	"33.0"	"--"	"椭圆"	"--"	"--"	"3.1"	"有"	"--"	"45.0"	"6.17"	"中"	"--"	"24.2"	"选育"	"疏"	"中烟所"	"有"	"--"	"2.72"	"--"	"151.0"	"--"
"211"	"--"	"Solanaceae(茄科)"	"0.45"	"B08"	"有"	"牡丹江所"	"8.0"	"较皱"	"中"	"尚纯净"	"56"	"--"	"--"	"1549"	"烤烟"	"--"	"B08"	"波浪"	"5.50"	"中"	"Nicotiana(烟属)"	"00002510"	"--"	"Nicotiana tabacum L.(普通烟草)"	"灰白"	"渐尖"	"--"	"12.19"	"I5A02402"	"筒形"	"黑龙江"	"--"	"绿"	"--"	"1.60"	"23.0"	"--"	"宽椭圆"	"--"	"--"	"2.8"	"有"	"--"	"43.0"	"4.20"	"中"	"--"	"21.9"	"选育"	"较疏"	"中烟所"	"有"	"--"	"2.23"	"--"	"105.4"	"--"
"212"	"--"	"Solanaceae(茄科)"	"0.57"	"B09"	"有"	"牡丹江所"	"7.2"	"较皱"	"中"	"尚纯净"	"54"	"--"	"--"	"1550"	"烤烟"	"--"	"B09"	"波浪"	"7.66"	"中"	"Nicotiana(烟属)"	"00002511"	"--"	"Nicotiana tabacum L.(普通烟草)"	"灰白"	"渐尖"	"--"	"13.53"	"I5A02403"	"筒形"	"黑龙江"	"--"	"绿"	"--"	"2.39"	"25.0"	"--"	"宽椭圆"	"--"	"--"	"3.8"	"尚足"	"--"	"37.8"	"6.42"	"中"	"--"	"20.8"	"选育"	"密"	"中烟所"	"有"	"--"	"2.58"	"--"	"112.6"	"--"
"213"	"--"	"Solanaceae(茄科)"	"--"	"B13"	"--"	"牡丹江所"	"10.6"	"较皱"	"中"	"--"	"73"	"--"	"--"	"1551"	"烤烟"	"--"	"B13"	"波浪"	"--"	"--"	"Nicotiana(烟属)"	"00002512"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"--"	"I5A02404"	"筒形"	"黑龙江"	"--"	"绿"	"--"	"--"	"40.0"	"--"	"椭圆"	"--"	"--"	"2.9"	"--"	"--"	"46.3"	"--"	"--"	"--"	"18.8"	"选育"	"疏"	"中烟所"	"--"	"--"	"--"	"--"	"149.0"	"--"
"214"	"--"	"Solanaceae(茄科)"	"--"	"B18"	"--"	"牡丹江所"	"9.8"	"皱"	"厚"	"--"	"65"	"(403×单82-2-7)H"	"--"	"1552"	"烤烟"	"--"	"B18"	"皱折"	"--"	"--"	"Nicotiana(烟属)"	"00002513"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"--"	"I5A02405"	"塔形"	"黑龙江"	"--"	"绿"	"--"	"--"	"36.0"	"--"	"椭圆"	"--"	"--"	"2.4"	"--"	"--"	"46.8"	"--"	"--"	"--"	"19.2"	"选育"	"较疏"	"中烟所"	"--"	"--"	"--"	"--"	"129.0"	"--"
"215"	"--"	"Solanaceae(茄科)"	"--"	"B22"	"--"	"牡丹江所"	"12.5"	"皱"	"薄"	"--"	"66"	"--"	"--"	"1553"	"烤烟"	"--"	"B22"	"皱折"	"--"	"--"	"Nicotiana(烟属)"	"00002514"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"--"	"I5A02406"	"筒形"	"黑龙江"	"--"	"深绿"	"--"	"--"	"31.0"	"--"	"椭圆"	"--"	"--"	"2.7"	"--"	"--"	"55.6"	"--"	"--"	"--"	"22.2"	"选育"	"密"	"中烟所"	"--"	"--"	"--"	"--"	"127.0"	"--"
"216"	"--"	"Solanaceae(茄科)"	"0.36"	"RT32"	"有"	"牡丹江所"	"8.2"	"较平"	"厚"	"尚纯净"	"60"	"--"	"--"	"1554"	"烤烟"	"--"	"RT32"	"波浪"	"5.25"	"中"	"Nicotiana(烟属)"	"00002515"	"--"	"Nicotiana tabacum L.(普通烟草)"	"灰白"	"钝尖"	"--"	"14.57"	"I5A02407"	"筒形"	"黑龙江"	"--"	"绿"	"--"	"2.45"	"32.0"	"--"	"宽椭圆"	"--"	"--"	"2.8"	"有"	"--"	"40.5"	"3.75"	"中"	"--"	"20.2"	"选育"	"疏"	"中烟所"	"有"	"--"	"2.75"	"--"	"136.0"	"--"
"217"	"--"	"Solanaceae(茄科)"	"--"	"CV78-4"	"--"	"中烟所"	"9.9"	"平"	"厚"	"--"	"69"	"CV58×(G-28×NC82)F1"	"--"	"1580"	"烤烟"	"--"	"CV78-4"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002516"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"--"	"I5A02408"	"筒形"	"山东"	"--"	"绿"	"--"	"--"	"26.0"	"--"	"长椭圆"	"--"	"--"	"2.6"	"--"	"--"	"61.4"	"--"	"--"	"--"	"32.4"	"选育"	"较疏"	"中烟所"	"--"	"--"	"--"	"--"	"110.0"	"--"
"218"	"--"	"Solanaceae(茄科)"	"--"	"CV78-5"	"--"	"中烟所"	"9.7"	"平"	"厚"	"--"	"69"	"CV58×(G-28×NC82)F1"	"--"	"1581"	"烤烟"	"--"	"CV78-5"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002517"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"渐尖"	"--"	"--"	"I5A02409"	"筒形"	"山东"	"--"	"绿"	"--"	"--"	"29.0"	"--"	"长椭圆"	"--"	"--"	"2.4"	"--"	"--"	"56.0"	"--"	"--"	"--"	"29.0"	"选育"	"较疏"	"中烟所"	"--"	"--"	"--"	"--"	"96.7"	"--"
"219"	"--"	"Solanaceae(茄科)"	"--"	"7901-8S"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"60"	"安四园叶系选"	"--"	"5012"	"烤烟"	"--"	"7901-8S"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002518"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"--"	"筒形"	"安徽"	"--"	"--"	"--"	"--"	"22.0"	"--"	"长椭圆"	"--"	"--"	"--"	"--"	"--"	"57.6"	"--"	"--"	"--"	"22.8"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"110.5"	"--"
"220"	"--"	"Solanaceae(茄科)"	"--"	"88-402"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"57"	"(红花大金元×Ti-245)×8005-1"	"--"	"5013"	"烤烟"	"--"	"88-402"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002519"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"--"	"筒形"	"安徽"	"--"	"--"	"--"	"--"	"21.0"	"--"	"宽椭圆"	"--"	"--"	"--"	"--"	"--"	"57.6"	"--"	"--"	"--"	"22.8"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"125.0"	"--"
"221"	"--"	"Solanaceae(茄科)"	"--"	"88-433"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"50"	"9002-14×G-28"	"--"	"5016"	"烤烟"	"--"	"88-433"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002520"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A02305"	"筒形"	"安徽"	"--"	"--"	"--"	"--"	"17.0"	"--"	"椭圆"	"--"	"--"	"--"	"--"	"--"	"52.0"	"--"	"--"	"--"	"24.7"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"124.3"	"--"
"222"	"--"	"Solanaceae(茄科)"	"--"	"90-401"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"54"	"Ti-245×G-28"	"--"	"5017"	"烤烟"	"--"	"90-401"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002521"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A02306"	"筒形"	"安徽"	"--"	"--"	"--"	"--"	"23.0"	"--"	"宽椭圆"	"--"	"--"	"--"	"--"	"--"	"50.3"	"--"	"--"	"--"	"33.0"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"104.5"	"--"
"223"	"--"	"Solanaceae(茄科)"	"--"	"白花NC-89"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"74"	"NC-89系选"	"--"	"5014"	"烤烟"	"--"	"BAI HUA NC-89"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002522"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"--"	"塔形"	"安徽"	"--"	"--"	"--"	"--"	"24.0"	"--"	"宽椭圆"	"--"	"--"	"--"	"--"	"--"	"58.5"	"--"	"--"	"--"	"32.0"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"101.9"	"--"
"224"	"--"	"Solanaceae(茄科)"	"--"	"7426"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"45"	"春雷三号×红花大金元"	"--"	"5018"	"烤烟"	"--"	"7426"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002523"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A02307"	"塔形"	"安徽"	"--"	"--"	"--"	"--"	"19.0"	"--"	"椭圆"	"--"	"--"	"--"	"--"	"--"	"47.3"	"--"	"--"	"--"	"22.0"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"152.7"	"--"
"225"	"--"	"Solanaceae(茄科)"	"--"	"7624"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"50"	"春雷三号×红花大金元"	"--"	"5019"	"烤烟"	"--"	"7624"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002524"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A02308"	"塔形"	"安徽"	"--"	"--"	"--"	"--"	"21.0"	"--"	"宽椭圆"	"--"	"--"	"--"	"--"	"--"	"47.3"	"--"	"--"	"--"	"26.7"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"123.7"	"--"
"226"	"--"	"Solanaceae(茄科)"	"--"	"747(安四圆叶)"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"58"	"安选四号系选"	"--"	"5015"	"烤烟"	"--"	"747( AN SI YUAN YE )"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002525"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"--"	"塔形"	"安徽"	"--"	"--"	"--"	"--"	"22.0"	"--"	"长椭圆"	"--"	"--"	"--"	"--"	"--"	"49.7"	"--"	"--"	"--"	"20.5"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"85.3"	"--"
"227"	"--"	"Solanaceae(茄科)"	"--"	"747-1"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"84"	"747系选"	"--"	"5020"	"烤烟"	"--"	"747-1"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002526"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A02088"	"塔形"	"安徽"	"--"	"--"	"--"	"--"	"25.0"	"--"	"长椭圆"	"--"	"--"	"--"	"--"	"--"	"37.0"	"--"	"--"	"--"	"17.0"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"87.5"	"--"
"228"	"--"	"Solanaceae(茄科)"	"--"	"8005-1"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"83"	"春雷三号×单育三号"	"--"	"5021"	"烤烟"	"--"	"8005-1"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002527"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A02089"	"塔形"	"安徽"	"--"	"--"	"--"	"--"	"33.0"	"--"	"宽椭圆"	"--"	"--"	"--"	"--"	"--"	"49.3"	"--"	"--"	"--"	"26.0"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"123.3"	"--"
"229"	"--"	"Solanaceae(茄科)"	"--"	"7801-23"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"50"	"G-28×老来红(花粉植株)"	"--"	"5022"	"烤烟"	"--"	"7801-23"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002528"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A02309"	"塔形"	"安徽"	"--"	"--"	"--"	"--"	"17.0"	"--"	"宽椭圆"	"--"	"--"	"--"	"--"	"--"	"42.7"	"--"	"--"	"--"	"19.3"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"138.7"	"--"
"230"	"--"	"Solanaceae(茄科)"	"--"	"7801-43-3"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"73"	"G-28×老来红(花粉植株)"	"--"	"5023"	"烤烟"	"--"	"7801-43-3"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002529"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A02090"	"塔形"	"安徽"	"--"	"--"	"--"	"--"	"30.0"	"--"	"椭圆"	"--"	"--"	"--"	"--"	"--"	"40.7"	"--"	"--"	"--"	"21.7"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"113.0"	"--"
"231"	"--"	"Solanaceae(茄科)"	"--"	"7801-43-12"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"49"	"G-28×老来红(花粉植株)"	"--"	"5024"	"烤烟"	"--"	"7801-43-12"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002530"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A02310"	"塔形"	"安徽"	"--"	"--"	"--"	"--"	"22.0"	"--"	"椭圆"	"--"	"--"	"--"	"--"	"--"	"55.3"	"--"	"--"	"--"	"25.5"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"136.7"	"--"
"232"	"--"	"Solanaceae(茄科)"	"--"	"8002-11"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"56"	"老来红×革新三号"	"--"	"5025"	"烤烟"	"--"	"8002-11"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002531"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A02311"	"塔形"	"安徽"	"--"	"--"	"--"	"--"	"24.0"	"--"	"椭圆"	"--"	"--"	"--"	"--"	"--"	"58.7"	"--"	"--"	"--"	"26.8"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"140.0"	"--"
"233"	"--"	"Solanaceae(茄科)"	"--"	"8002-14"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"50"	"老来红×革新三号"	"--"	"5026"	"烤烟"	"--"	"8002-14"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002532"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A02312"	"塔形"	"安徽"	"--"	"--"	"--"	"--"	"22.0"	"--"	"长椭圆"	"--"	"--"	"--"	"--"	"--"	"51.3"	"--"	"--"	"--"	"23.3"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"132.0"	"--"
"234"	"--"	"Solanaceae(茄科)"	"--"	"安选79-2"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"83"	"安选四号系选"	"--"	"5027"	"烤烟"	"--"	"AN XUAN 79-2"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002533"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A02091"	"塔形"	"安徽"	"--"	"--"	"--"	"--"	"29.0"	"--"	"椭圆"	"--"	"--"	"--"	"--"	"--"	"41.0"	"--"	"--"	"--"	"21.7"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"86.3"	"--"
"235"	"--"	"Solanaceae(茄科)"	"--"	"安选79-6"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"60"	"安选四号系选"	"--"	"5028"	"烤烟"	"--"	"AN XUAN 79-6"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002534"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A02313"	"筒形"	"安徽"	"--"	"--"	"--"	"--"	"21.0"	"--"	"椭圆"	"--"	"--"	"--"	"--"	"--"	"70.0"	"--"	"--"	"--"	"32.7"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"139.0"	"--"
"236"	"--"	"Solanaceae(茄科)"	"--"	"7901-1"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"77"	"烟变子×7639"	"--"	"5029"	"烤烟"	"--"	"7901-1"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002535"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A02092"	"塔形"	"安徽"	"--"	"--"	"--"	"--"	"28.0"	"--"	"宽椭圆"	"--"	"--"	"--"	"--"	"--"	"45.3"	"--"	"--"	"--"	"19.3"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"91.0"	"--"
"237"	"--"	"Solanaceae(茄科)"	"--"	"7901-2"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"73"	"烟变子×7639"	"--"	"5030"	"烤烟"	"--"	"7901-2"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002536"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A02093"	"塔形"	"安徽"	"--"	"--"	"--"	"--"	"26.0"	"--"	"长椭圆"	"--"	"--"	"--"	"--"	"--"	"42.0"	"--"	"--"	"--"	"16.0"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"85.5"	"--"
"238"	"--"	"Solanaceae(茄科)"	"--"	"7901-4"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"77"	"烟变子×7639"	"--"	"5031"	"烤烟"	"--"	"7901-4"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002537"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A02094"	"塔形"	"安徽"	"--"	"--"	"--"	"--"	"22.0"	"--"	"宽椭圆"	"--"	"--"	"--"	"--"	"--"	"42.0"	"--"	"--"	"--"	"24.7"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"88.0"	"--"
"239"	"--"	"Solanaceae(茄科)"	"--"	"7901-7"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"80"	"烟变子×7639"	"--"	"5032"	"烤烟"	"--"	"7901-7"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002538"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A02095"	"塔形"	"安徽"	"--"	"--"	"--"	"--"	"26.0"	"--"	"椭圆"	"--"	"--"	"--"	"--"	"--"	"52.7"	"--"	"--"	"--"	"25.0"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"90.0"	"--"
"240"	"--"	"Solanaceae(茄科)"	"--"	"7901-8"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"60"	"烟变子×7639"	"--"	"--"	"烤烟"	"--"	"7901-8"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002539"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"--"	"筒形"	"安徽"	"--"	"--"	"--"	"--"	"25.0"	"--"	"长椭圆"	"--"	"--"	"--"	"--"	"--"	"57.6"	"--"	"--"	"--"	"22.8"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"110.5"	"--"
"241"	"--"	"Solanaceae(茄科)"	"--"	"702"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"76"	"(红心一号×歪把子)F3"	"--"	"5033"	"烤烟"	"--"	"702"	"--"	"--"	"--"	"Nicotiana(烟属)"	"00002540"	"--"	"Nicotiana tabacum L.(普通烟草)"	"--"	"--"	"--"	"--"	"I5A02096"	"塔形"	"安徽"	"--"	"--"	"--"	"--"	"22.0"	"--"	"椭圆"	"--"	"--"	"--"	"--"	"--"	"49.5"	"--"	"--"	"--"	"29.5"	"选育"	"--"	"安徽所"	"--"	"--"	"--"	"--"	"115.0"	"--"
