"库编号"	"统一编号"	"品种名称"	"译名"	"科"	"属"	"拉丁学名"	"选育单位"	"方法及组合"	"单位编号"	"籼粳"	"早中晚"	"水陆"	"粘糯"	"米色"	"芒长"	"粒形状"	"粒长度"	"颖尖色"	"颖壳色"	"株高"	"出穗期"	"糙米率"	"精米率"	"垩白率"	"蛋白质"	"赖氨酸"	"总淀粉"	"直链淀粉"	"支链淀粉"	"糊化温度"	"胶稠度"	"苗瘟"	"白叶枯"	"纹枯病"	"褐稻虱"	"白背飞虱"	"芽期耐寒"	"苗期耐旱"	"耐盐"	"备注"	"省份"	"样品类型"
"I1A61632"	"ZD-04567"	"武9516"	"WU 9516"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"武进运村农科良种场"	"加48/香糯9121//丙815"	"95028"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"98.4"	"8.26"	"87.00"	"74.40"	"48"	"9.20"	" "	" "	"19.2"	" "	"7.0"	"56"	"7"	"5"	"3"	"7"	"9"	"5"	"5"	"5"	" "	"江苏"	"选育"
"I1A59671"	"ZD-04568"	"盐粳95-21"	"YAN JING 95-21"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"盐城县农科所"	"910/178//盐粳2号///93265-7"	"95029"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"黄"	"秆黄"	"94.6"	"9.02"	"86.10"	"76.20"	"19"	"9.00"	" "	" "	"19.6"	" "	"7.0"	"50"	"7"	"5"	"3"	"3"	"9"	"5"	"3"	"5"	" "	"江苏"	"选育"
"I1A61633"	"ZD-04569"	"香糯9326"	"XIANG NUO 9326"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"扬中市种子公司"	"江州糯变异株选"	"95030"	"粳"	"中"	"水"	"糯"	"白"	"无"	"椭圆"	"短"	"秆黄"	"黄"	"97.2"	"8.22"	"86.30"	"75.70"	"43"	"8.00"	" "	" "	"19.9"	" "	"7.0"	"38"	"5"	"7"	"5"	"3"	"9"	"5"	"1"	"5"	" "	"江苏"	"选育"
"I1A59672"	"ZD-04570"	"南农6427"	"NAN NONG 6427"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"南农大农学系"	"89-21243//01-1630/01-1406///89"	"95031"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"100.2"	"8.29"	"86.10"	"68.70"	" "	"9.20"	" "	" "	" "	" "	"6.7"	"94"	"6"	"7"	"3"	"3"	"5"	"4"	"3"	"1"	" "	"江苏"	"选育"
"I1A61634"	"ZD-04571"	"镇稻523"	"ZHEN DAO 523"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"镇江农科所"	"盐粳2号/秀水04"	"95032"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"97.6"	"8.26"	"86.80"	"72.00"	"79"	"8.10"	" "	" "	"18.4"	" "	"7.0"	"65"	"5"	"5"	"3"	"1"	"9"	"5"	"3"	"5"	" "	"江苏"	"选育"
"I1A61635"	"ZD-04572"	"镇稻524"	"ZHEN DAO 524"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"镇江农科所"	"盐粳2号/秀水04"	"95033"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"102.8"	"8.27"	"86.50"	"72.00"	"29"	"7.50"	" "	" "	"18.8"	" "	"7.0"	"52"	"7"	"5"	"7"	"7"	"9"	"5"	"3"	"5"	" "	"江苏"	"选育"
"I1A59673"	"ZD-04573"	"扬95-38"	"YANG 95-38"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"里下河地区农科所"	"武育粳3号/扬粳186"	"95034"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"89.4"	"8.24"	"86.40"	"72.70"	"43"	"8.60"	" "	" "	"20.1"	" "	"7.0"	"62"	"7"	"5"	"3"	"7"	"9"	"4"	"3"	"5"	" "	"江苏"	"选育"
"I1A59674"	"ZD-04574"	"淮9508"	"HUAI 9508"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"淮阴市农科所"	"武育粳3号/7208"	"95035"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"102.4"	"8.29"	"87.40"	"77.10"	"69"	"7.70"	" "	" "	"19.0"	" "	"7.0"	"42"	"6"	"7"	"3"	"1"	"9"	"5"	"3"	"5"	" "	"江苏"	"选育"
"I1A59675"	"ZD-04575"	"淮糯6228"	"HUAI NUO 6228"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"淮阴市农科所"	"广陵香糯/丙850"	"95036"	"粳"	"中"	"水"	"糯"	"白"	"无"	"椭圆"	"短"	"秆黄"	"黄"	"106.4"	"8.20"	"82.70"	"69.60"	" "	"9.60"	" "	" "	"1.3"	" "	"6.0"	"92"	"6"	"5"	"3"	"1"	"5"	"3"	"5"	"5"	" "	"江苏"	"选育"
"I1A59676"	"ZD-04576"	"新108"	"XIN 108"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"武进县稻麦育种场"	"武育粳3号/丙627"	"95037"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"109.2"	"8.28"	"86.90"	"75.10"	"28"	"8.60"	" "	" "	"19.1"	" "	"7.0"	"60"	"7"	"7"	"7"	"7"	"9"	"4"	"3"	"5"	" "	"江苏"	"选育"
"I1A61636"	"ZD-04577"	"89-94"	"89-94"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"常熟市农科所"	"84G091/秀水04//武育粳2号"	"95038"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"110.0"	"9.03"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A61637"	"ZD-04578"	"8333糯香"	"8333 NUO XIANG"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"隔湖农场"	"秀水04/8301//新丰香粳"	"95039"	"粳"	"晚"	"水"	"糯"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"94.2"	"8.30"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A61638"	"ZD-04579"	"5-325"	"5-325"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"8169//黄金晴/84012"	"95040"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"113.0"	"8.23"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A61639"	"ZD-04580"	"组辐粳"	"ZU FU JING"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"丰岭/苏协粳2号//早单8号"	"95041"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"短圆"	"短"	"秆黄"	"秆黄"	"103.4"	"9.03"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A61640"	"ZD-04581"	"96-218"	"96-218"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"南通市种子公司"	"109系选"	"95042"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"108.0"	"8.25"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A61641"	"ZD-04582"	"秋丰"	"QIU FENG"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"上海市农业科学院"	" "	"95043"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"101.6"	"9.09"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A61642"	"ZD-04583"	"太湖8006"	"TAI HU 8006"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"太湖地区农科所"	"B13//778//单鉴31///8169-33"	"95044"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"93.4"	"8.29"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A61643"	"ZD-04584"	"粳97-28"	"JING 97-28"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"武进运村试验站"	"丙9117/矮秋//秋津///香9121"	"95045"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"99.4"	"9.03"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A61644"	"ZD-04585"	"镇5171"	"ZHEN 5171"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"镇江市农科所"	"86-37/武育粳2号"	"95046"	"粳"	"晚"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"94.6"	"8.29"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A61645"	"ZD-04586"	"石割选"	"SHI GE XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95047"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"140.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A61923"	"ZD-04587"	"萨摩选"	"SA MO XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95048"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"135.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"9"	"7"	" "	" "	" "	" "	"江苏"	"选育"
"I1A61924"	"ZD-04588"	"陆稻サク米选"	"LU DAO サクMI XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95049"	"粳"	"中"	"水"	"糯"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"130.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"9"	"7"	" "	" "	" "	" "	"江苏"	"选育"
"I1A61925"	"ZD-04589"	"水稻サク米"	"SHUI DAO サクMI"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95050"	"粳"	"中"	"水"	"糯"	"白"	"无"	"椭圆"	"中"	"秆黄"	"秆黄"	"135.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"9"	"9"	" "	" "	" "	" "	"江苏"	"选育"
"I1A61926"	"ZD-04590"	"鹿儿岛熊本坊主选"	"LU ER DAO XIONG BEN FANG ZHU XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95051"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"150.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"9"	"9"	" "	" "	" "	" "	"江苏"	"选育"
"I1A61927"	"ZD-04591"	"名护穗赤选"	"MING HU SUI CHI XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95052"	"粳"	"中"	"水"	"粘"	"红"	"无"	"细长"	"中"	"秆黄"	"秆黄"	"125.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"9"	"9"	" "	" "	" "	" "	"江苏"	"选育"
" "	"ZD-04592"	"チナバ选"	"チナバXUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95053"	"粳"	"中"	"水"	"粘"	"白"	"长"	"椭圆"	"中"	"秆黄"	"秆黄"	"155.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"9"	"5"	" "	" "	" "	" "	"江苏"	"选育"
" "	"ZD-04593"	"冲绳在来1选"	"CHONG SHENG ZAI LAI 1 XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95054"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"130.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"9"	"9"	" "	" "	" "	" "	"江苏"	"选育"
"I1A61928"	"ZD-04594"	"冲绳在来2选"	"CHONG SHENG ZAI LAI 2 XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95055"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"140.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"3"	"9"	" "	" "	" "	" "	"江苏"	"选育"
"I1A61646"	"ZD-04595"	"冲绳在来3选"	"CHONG SHENG ZAI LAI 3 XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95056"	"粳"	"中"	"水"	"粘"	"白"	"长"	"椭圆"	"短"	"秆黄"	"秆黄"	"170.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A61929"	"ZD-04596"	"冲绳陆稻选"	"CHONG SHENG LU DAO XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95057"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"秆黄"	"110.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A61930"	"ZD-04597"	"八重山选"	"BA ZHONG SHAN XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95058"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"90.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A61931"	"ZD-04598"	"冲绳在来4选"	"CHONG SHENG ZAI LAI 4 XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95059"	"粳"	"中"	"水"	"粘"	"红"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"155.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A61647"	"ZD-04599"	"名护穗赤选"	"MING HU SUI CHI XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95060"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"170.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A61932"	"ZD-04600"	"冲绳在来5选"	"CHONG SHENG ZAI LAI 5 XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95061"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"125.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"9"	"9"	" "	" "	" "	" "	"江苏"	"选育"
"I1A61933"	"ZD-04601"	"金时糯选"	"JIN SHI NUO XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95062"	"粳"	"中"	"水"	" "	"红"	" "	" "	"短"	" "	" "	"0.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
" "	"ZD-04602"	"沟下糯选"	"GOU XIA NUO XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95063"	"粳"	"中"	"水"	"糯"	"白"	"无"	"椭圆"	"短"	"褐"	"褐"	"160.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"5"	"5"	"0"	" "	"江苏"	"选育"
" "	"ZD-04603"	"赤糯B选"	"CHI NUO BXUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95064"	"粳"	"中"	"水"	"糯"	"白"	"无"	"椭圆"	"短"	"褐"	"褐"	"140.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"9"	"7"	"4"	"5"	"0"	" "	"江苏"	"选育"
" "	"ZD-04604"	"赤糯C选"	"CHI NUO CXUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95065"	"粳"	"中"	"水"	"粘"	"红"	"长"	"椭圆"	"短"	"秆黄"	"秆黄"	"135.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"9"	"9"	" "	" "	" "	" "	"江苏"	"选育"
" "	"ZD-04605"	"种子岛赤选"	"ZHONG ZI DAO CHI XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95066"	"粳"	"中"	"水"	"粘"	"红"	"长"	"椭圆"	"短"	"秆黄"	"秆黄"	"140.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"9"	"7"	" "	" "	" "	" "	"江苏"	"选育"
" "	"ZD-04606"	"香稻选"	"XIANG DAO XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95067"	"粳"	"中"	"水"	"粘"	"白"	"长"	"椭圆"	"短"	"秆黄"	"秆黄"	"145.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"9"	"7"	" "	" "	" "	" "	"江苏"	"选育"
"I1A61935"	"ZD-04607"	"唐干选"	"TANG GAN XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95068"	"粳"	"中"	"水"	"粘"	"红"	"无"	"细长"	"中"	"秆黄"	"秆黄"	"135.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"9"	"7"	" "	" "	" "	" "	"江苏"	"选育"
"I1A61936"	"ZD-04608"	"野米选"	"YE MI XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95069"	"粳"	"中"	"水"	"粘"	"红"	"无"	"细长"	"中"	"秆黄"	"秆黄"	"135.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"9"	"9"	" "	" "	" "	" "	"江苏"	"选育"
" "	"ZD-04609"	"对马赤选"	"DUI MA CHI XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95070"	"粳"	"中"	"水"	"粘"	"红"	"长"	"椭圆"	"短"	"褐"	"褐"	"130.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"5"	"7"	"5"	" "	"江苏"	"选育"
" "	"ZD-04610"	"メラィメ选"	"メラィメXUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95071"	"粳"	"中"	"水"	"粘"	"红"	"无"	"细长"	"中"	"秆黄"	"秆黄"	"110.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
" "	"ZD-04611"	"浮浪种子选"	"FU LANG ZHONG ZI XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95072"	"粳"	"中"	"水"	"粘"	"红"	"长"	"椭圆"	"短"	"秆黄"	"秆黄"	"135.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"	"9"	" "	" "	" "	" "	"江苏"	"选育"
" "	"ZD-04612"	"丰满神社米选"	"FENG MAN SHEN SHE MI XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95073"	"粳"	"中"	"水"	"粘"	"红"	"长"	"椭圆"	"短"	"秆黄"	"秆黄"	"145.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"9"	"9"	" "	" "	" "	" "	"江苏"	"选育"
" "	"ZD-04613"	"丰满神社米选"	"FENG MAN SHEN SHE MI XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95074"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"短"	"秆黄"	"秆黄"	"145.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"9"	"7"	" "	" "	" "	" "	"江苏"	"选育"
" "	"ZD-04614"	"嘉平选"	"JIA PING XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95075"	"粳"	"中"	"水"	"粘"	"白"	"长"	"椭圆"	"短"	"秆黄"	"秆黄"	"115.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"5"	"1"	"5"	" "	"江苏"	"选育"
"I1A61648"	"ZD-04615"	"鹿儿岛药冠1号选"	"LU ER DAO YAO GUAN 1 HAO XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95076"	"粳"	"中"	"水"	"粘"	"红"	"长"	"椭圆"	"短"	"秆黄"	"秆黄"	"155.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
"I1A61937"	"ZD-04616"	"乐冠1号选"	"LE GUAN 1 HAO XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95077"	"粳"	"中"	"水"	"粘"	"白"	"无"	"椭圆"	"中"	"秆黄"	"秆黄"	"145.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"江苏"	"选育"
" "	"ZD-04617"	"冲绳陆稻选"	"CHONG SHENG LU DAO XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95078"	"粳"	"中"	"水"	"糯"	"白"	"无"	"椭圆"	"中"	"秆黄"	"秆黄"	"115.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"9"	"9"	" "	" "	" "	" "	"江苏"	"选育"
" "	"ZD-04618"	"鹿儿岛凯旋糯1号选"	"LU ER DAO KAI XUAN NUO 1 HAO XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95079"	"粳"	"中"	"水"	"糯"	"白"	"无"	"椭圆"	"中"	"秆黄"	"秆黄"	"130.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"9"	"9"	" "	" "	" "	" "	"江苏"	"选育"
" "	"ZD-04619"	"鹿儿岛凯旋糯选"	"LU ER DAO KAI XUAN NUO XUAN"	"Gramineae(禾本科)"	"Oryza L.(稻属)"	"Oryza sativa L. spp. keng Ting(粳亚种)"	"江苏省农业科学院"	"系统选育"	"95080"	"粳"	"中"	"水"	"糯"	"白"	"无"	"椭圆"	"中"	"秆黄"	"秆黄"	"120.0"	"0.00"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"9"	"3"	" "	" "	" "	" "	"江苏"	"选育"
