"id"	"熟性"	"炭疽病指"	"保存编号"	"品种名称"	"着果方向"	"食熟果皮色"	"维生素C"	"CMV病指"	"CMV发病率"	"果肉厚"	"统一编号"	"TMV发病率"	"风味"	"老熟种果色"	"外皮薄厚"	"亩产"	"单果重"	"译名"	"备注"	"省"	"首花节位"	"TMV病指"	"果实水分"	"生育期"	"保存单位"	"果形"	"干物质"	"用途"	"辣椒素"	"种子来源"	"株高"	"抗逆性"	"炭疽发病率"	"种质库编号"	"栽培季节"
"138"	"中"	"-0.5385"	"6-C44"	"河西牛角椒"	"向下"	"绿"	"79.76"	"1.9612"	"33.20"	"0.3"	"V06C0402"	"57.00"	"极辣"	"红"	"薄"	"1750"	"25.0"	"HE XI NIU JIAO JIAO"	"*"	"湖南"	"13"	"2.0623"	"中"	"63"	"湖南农科院蔬菜所"	"圆锥形"	"10.5000"	"生食腌制"	"0.120"	"湖南长沙市"	"49.0"	"耐热"	"41.7"	"Ⅱ6C0793"	"春-秋"
"139"	"晚"	"1.3576"	"6-C45"	"湘晚13号"	"向下"	"绿"	"86.62"	"0.1769"	"85.00"	"0.3"	"V06C0405"	"10.00"	"极辣"	"红"	"薄"	"2000"	"50.0"	"XIANG WAN 13 HAO"	"*湘潭迟椒单系选育成"	"湖南"	"16"	"4.8586"	"多"	"78"	"湖南农科院蔬菜所"	"圆锥形"	"8.8000"	"生食"	"0.210"	"湖南长沙市"	"50.0"	"耐热"	"10.0"	"Ⅱ6C0194"	"春-秋"
"140"	"早"	"1.6830"	"6－C125"	"华早1号"	"向下"	"绿"	"93.18"	"1.6066"	"61.40"	"0.1"	"V06C0408"	"33.30"	"极辣"	"桔黄"	"薄"	"1250"	"13.5"	"HUA ZAO 1 HAO"	"--"	"湖南"	"11"	"1.9582"	"中"	"--"	"湖南农科院蔬菜所"	"圆锥形"	"15.7000"	"生食腌制"	"0.110"	"湖南长沙市"	"52.0"	"耐热"	"12.8"	"Ⅱ6C1109"	"--"
"141"	"中"	"2.0281"	"6-C111"	"道县早泡椒"	"向下"	"绿"	"275.00"	"0.8234"	"71.40"	"0.1"	"V06C0418"	"36.40"	"极辣"	"红"	"薄"	"1250"	"9.0"	"DAO XIAN ZAO PAO JIAO"	"--"	"湖南"	"12"	"0.8224"	"少"	"--"	"湖南农科院蔬菜所"	"圆形"	"16.0000"	"广泛"	"0.100"	"湖南道县"	"57.0"	"耐热旱"	"4.4"	"Ⅱ6C1085"	"--"
"142"	"晚"	"2.9157"	"6-C60"	"东安大苗"	"向下"	"绿"	"119.51"	"0.3138"	"62.20"	"0.4"	"V06C0419"	"48.90"	"极辣"	"红"	"--"	"1200"	"35.1"	"DONG AN DA MIAO"	"--"	"湖南"	"16"	"1.1692"	"中"	"--"	"湖南农科院蔬菜所"	"长柱形"	"13.9000"	"生食"	"0.010"	"湖南东安县"	"55.0"	"中"	"6.7"	"Ⅱ6C0779"	"--"
"143"	"早"	"1.7413"	"6-C96"	"小苗"	"向下"	"绿"	"159.46"	"0.7889"	"26.50"	"0.1"	"V06C0420"	"48.10"	"中辣"	"红"	"--"	"800"	"8.0"	"XIAO MIAO"	"--"	"湖南"	"10"	"1.2310"	"中"	"--"	"湖南农科院蔬菜所"	"圆锥形"	"16.6000"	"生食制干"	"0.090"	"湖南东安县"	"33.0"	"强"	"13.5"	"Ⅱ6C0777"	"--"
"144"	"早"	"1.5578"	"6-C95"	"二苗"	"向下"	"绿"	"168.42"	"-1.0421"	"100.00"	"0.1"	"V06C0421"	"77.30"	"中辣"	"桔黄"	"--"	"600"	"9.3"	"ER MIAO"	"--"	"湖南"	"11"	"0"	"少"	"--"	"湖南农科院蔬菜所"	"圆锥形"	"8.6000"	"制干腌制"	"0.220"	"湖南东安县"	"36.0"	"中"	"16.3"	"Ⅱ6C0915"	"--"
"145"	"中"	"0.4244"	"6-C67"	"东安牛角椒"	"向下"	"绿"	"147.56"	"-0.8947"	"95.30"	"0.3"	"V06C0422"	"80.50"	"甜"	"红"	"--"	"800"	"15.9"	"DONG AN NIU JIAO JIAO"	"--"	"湖南"	"13"	"-0.9881"	"中"	"--"	"湖南农科院蔬菜所"	"长柱形"	"15.6000"	"生食"	"0.030"	"湖南东安县"	"53.0"	"强"	"34.6"	"Ⅱ6C0926"	"--"
"146"	"早"	"2.0365"	"6-C81"	"桂东小辣椒"	"向下"	"绿"	"231.82"	"0.7820"	"88.40"	"0.1"	"V06C0426"	"83.70"	"中辣"	"红"	"--"	"460"	"5.2"	"GUI DONG XIAO LA JIAO"	"--"	"湖南"	"11"	"-0.3275"	"少"	"--"	"湖南农科院蔬菜所"	"圆锥形"	"18.3000"	"制干腌制"	"0.100"	"湖南桂东县"	"62.0"	"中"	"9.0"	"Ⅱ6C1047"	"--"
"147"	"早"	"1.4651"	"6-C53"	"矮辣椒"	"向下"	"绿"	"130.90"	"2.4241"	"16.70"	"0.3"	"V06C0428"	"5.00"	"极辣"	"桔黄"	"厚"	"2500"	"15.0"	"AI LA JIAO"	"*"	"湖南"	"7"	"3.5642"	"多"	"40"	"湖南农科院蔬菜所"	"圆锥形"	"16.8000"	"生食制干"	"0.130"	"湖南桂东县"	"40.0"	"耐寒热"	"7.5"	"Ⅱ6C0199"	"--"
"148"	"中"	"0.6359"	"6-C57"	"桂阳矮杆椒"	"向下"	"绿"	"112.19"	"0.4200"	"66.70"	"0.3"	"V06C0429"	"55.80"	"中辣"	"红"	"厚"	"1250"	"26.0"	"GUI YANG AI GAN JIAO"	"--"	"湖南"	"14"	"0.0040"	"中"	"80"	"湖南农科院蔬菜所"	"长柱形"	"13.0100"	"生食腌制"	"0.130"	"湖南桂阳县"	"47.0"	"耐热旱"	"33.3"	"Ⅱ6C0763"	"--"
"149"	"中"	"1.4651"	"6-C42"	"吉首大辣子"	"向下"	"绿"	"133.75"	"0.3742"	"87.00"	"0.3"	"V06C0445"	"20.90"	"甜"	"红"	"厚"	"2000"	"32.0"	"JI SHOU DA LA ZI"	"*"	"湖南"	"11"	"2.6847"	"多"	"70"	"湖南农科院蔬菜所"	"圆锥形"	"12.9600"	"生食"	"0.020"	"湖南吉首市"	"83.0"	"耐热"	"8.5"	"Ⅱ6C0506"	"2播-6下10下收"
"150"	"中"	"1.6784"	"6-C05"	"矮杆早"	"向下"	"绿"	"109.80"	"0.3181"	"73.30"	"0.2"	"V06C0461"	"22.00"	"中辣"	"红"	"薄"	"1375"	"20.0"	"AI GAN ZAO"	"*4上栽6中"	"湖南"	"13"	"2.9935"	"中"	"70"	"湖南农科院蔬菜所"	"圆锥形"	"11.9000"	"生食"	"0.140"	"湖南祈阳县"	"36.0"	"耐热旱"	"7.5"	"Ⅱ6C0182"	"1-4上栽-6中9中"
"151"	"中"	"1.6308"	"6-C07"	"灯笼椒"	"向下"	"黄"	"98.17"	"--"	"85.00"	"0.5"	"V06C0463"	"35.00"	"甜"	"红"	"厚"	"1500"	"50.0"	"DENG LONG JIAO"	"*"	"湖南"	"14"	"1.7629"	"多"	"75"	"湖南农科院蔬菜所"	"方灯笼形"	"10.2000"	"鲜食"	"0.040"	"湖南祁阳县"	"56.0"	"中"	"16.1"	"Ⅱ6C1116"	"2上播-6下10收"
"152"	"中"	"1.1438"	"6-C20"	"21号牛角椒"	"向下"	"绿"	"125.70"	"1.5530"	"52.00"	"0.2"	"V06C0470"	"40.00"	"中辣"	"红"	"薄"	"1750"	"23.0"	"21 HAO NIU JIAO JIAO"	"--"	"湖南"	"11"	"1.8164"	"少"	"70"	"湖南农科院蔬菜所"	"圆锥形"	"9.9000"	"生食"	"0.160"	"湖南省园艺所"	"44.0"	"强"	"7.5"	"Ⅱ6C0186"	"--"
"153"	"早"	"3.2690"	"6-C65"	"资兴牛角椒"	"向下"	"绿"	"127.27"	"-1.4112"	"100.00"	"0.2"	"V06C0479"	"65.90"	"甜"	"红"	"--"	"1800"	"19.2"	"ZI XING NIU JIAO JIAO"	"--"	"湖南"	"12"	"0.8288"	"中"	"--"	"湖南农科院蔬菜所"	"圆锥形"	"12.5000"	"生食"	"0.070"	"湖南资兴县"	"53.0"	"中"	"2.5"	"Ⅱ6C0924"	"--"
"154"	"早"	"1.7215"	"6-C74"	"攸县菜辣子"	"向下"	"绿"	"145.18"	"0.4993"	"82.20"	"0.2"	"V06C0481"	"85.70"	"中辣"	"红"	"--"	"1000"	"22.0"	"YOU XIAN CAI LA ZI"	"--"	"湖南"	"9"	"-0.6697"	"多"	"--"	"湖南农科院蔬菜所"	"圆锥形"	"11.6000"	"生食"	"0.040"	"湖南攸县"	"39.0"	"中"	"14.5"	"Ⅱ6C0782"	"--"
"155"	"中"	"1.4390"	"6-C11"	"大辣椒"	"向下侧生"	"绿"	"113.90"	"0.8856"	"60.00"	"0.3"	"V06C0482"	"40.00"	"甜"	"红"	"厚"	"2000"	"40.0"	"DA LA JIAO"	"*"	"湖南"	"5"	"1.4984"	"多"	"70"	"湖南农科院蔬菜所"	"圆锥形"	"11.1000"	"生食腌制"	"0.140"	"湖南沅陵县"	"80.0"	"耐热旱"	"18.5"	"Ⅱ6C0183"	"--"
"156"	"中"	"0.3998"	"6-C62"	"醴陵小辣椒"	"向下"	"绿"	"158.54"	"-0.2845"	"70.60"	"0.1"	"V06C0494"	"66.70"	"极辣"	"红"	"--"	"700"	"11.7"	"LI LING XIAO LA JIAO"	"--"	"湖南"	"17"	"-0.7132"	"少"	"--"	"湖南农科院蔬菜所"	"圆锥形"	"22.0100"	"制干腌制"	"0.150"	"湖南醴陵县"	"63.0"	"强"	"44.4"	"Ⅱ6C0921"	"--"
"157"	"早"	"1.9133"	"Ⅱ6C0002"	"华椒1号"	"向下"	"绿"	"104.55"	"1.6484"	"27.80"	"0.2"	"V06C0495"	"8.80"	"中辣"	"红"	"薄"	"2000"	"18.5"	"HUA JIAO 1 HAO"	"*"	"湖北"	"6"	"4.5951"	"--"	"45"	"华中农业大学"	"长柱形"	"13.6000"	"生食"	"0.040"	"华农"	"40.0"	"耐热湿"	"12.1"	"Ⅱ6C0838"	"1中-4上-5下7下"
"158"	"晚"	"0.9200"	"241"	"长尖椒"	"向下"	"绿"	"124.33"	"1.5600"	"85.70"	"--"	"V06C0496"	"100.00"	"--"	"绿"	"--"	"675"	"20.0"	"CHANG JIAN JIAO"	"--"	"吉林"	"10"	"1.3400"	"--"	"115"	"吉林省蔬菜所"	"长柱形"	"15.2400"	"生食制干"	"0.129"	"吉林长春市"	"--"	"强"	"94.8"	"Ⅱ6C0867"	"2下6下9底"
"159"	"晚"	"--"	"242"	"吉林尖椒"	"向下"	"绿"	"--"	"--"	"--"	"--"	"V06C0497"	"--"	"--"	"绿"	"--"	"1125"	"70.0"	"JI LIN JIAN JIAO"	"--"	"吉林"	"11"	"--"	"--"	"115"	"吉林省蔬菜所"	"扁圆形"	"--"	"生食"	"--"	"吉林长春市"	"--"	"强"	"--"	"Ⅱ6C1069"	"2下6下9底"
"160"	"--"	"0.9300"	"246"	"薄皮辣椒"	"向下"	"绿"	"118.80"	"1.0800"	"100.00"	"0.2"	"V06C0498"	"97.80"	"中辣"	"桔黄"	"--"	"875"	"25.0"	"BAO PI LA JIAO"	"*"	"吉林"	"6"	"2.8500"	"--"	"73"	"吉林省蔬菜所"	"长柱形"	"8.9000"	"生食"	"--"	"吉林长岭县"	"37.5"	"--"	"45.6"	"Ⅱ6C0213"	"3上-5下-6下9中"
"161"	"--"	"-0.5300"	"232"	"临江小辣椒"	"向下"	"绿"	"190.00"	"2.7000"	"25.00"	"0.1"	"V06C0514"	"56.10"	"微辣"	"红"	"薄"	"425"	"10.0"	"LIN JIANG XIAO LA JIAO"	"*"	"吉林"	"9"	"2.2600"	"--"	"84"	"吉林省蔬菜所"	"圆锥形"	"9.8000"	"制干"	"0.070"	"吉林吉林市"	"54.0"	"--"	"68.3"	"Ⅱ6C0016"	"3上-5下-7上"
"162"	"--"	"1.5400"	"249"	"红旗方椒"	"向下"	"绿"	"36.40"	"3.5500"	"15.80"	"0.3"	"V06C0515"	"46.70"	"不辣"	"红"	"--"	"2250"	"150.0"	"HONG QI FANG JIAO"	"*"	"吉林"	"9"	"1.5900"	"--"	"93"	"吉林省蔬菜所"	"方灯笼形"	"6.7000"	"生食"	"0.270"	"吉林吉林市"	"51.7"	"--"	"24.0"	"Ⅱ6C0010"	"3上-7上中9初"
"163"	"早"	"1.6000"	"108"	"九椒三号"	"向下"	"绿"	"162.40"	"1.0800"	"100.00"	"0.3"	"V06C0516"	"20.00"	"--"	"红"	"厚"	"2000"	"30.0"	"JIU JIAO SAN HAO"	"--"	"吉林"	"9"	"3.2100"	"--"	"40"	"吉林省蔬菜所"	"圆锥形"	"9.1000"	"生食腌制"	"0.140"	"吉林吉林市"	"--"	"--"	"33.3"	"Ⅱ6C0726"	"--"
"164"	"中"	"1.6500"	"109"	"江城椒"	"向下"	"绿"	"87.50"	"--"	"0.00"	"0.4"	"V06C0517"	"0.00"	"极辣"	"红"	"厚"	"2450"	"100.0"	"JIANG CHENG JIAO"	"--"	"吉林"	"11"	"--"	"--"	"28"	"吉林省蔬菜所"	"方灯笼形"	"7.3000"	"--"	"0.050"	"吉林吉林市"	"50.0"	"耐热寒"	"63.5"	"Ⅱ6C0727"	"--"
"165"	"--"	"1.2300"	"233"	"靖宇羊角椒"	"向下"	"绿"	"130.00"	"1.6100"	"73.80"	"0.1"	"V06C0518"	"66.70"	"微辣"	"红"	"薄"	"575"	"12.7"	"JING YU YANG JIAO JIAO"	"*"	"吉林"	"7"	"3.6000"	"--"	"73"	"吉林省蔬菜所"	"圆锥形"	"8.9000"	"制干"	"--"	"吉林靖宇县"	"22.5"	"--"	"30.0"	"Ⅱ6C0219"	"3上-5下-6下9上"
"166"	"晚"	"0.6300"	"105"	"吉椒一号"	"向下"	"绿"	"69.50"	"1.6000"	"65.90"	"0.3"	"V06C0527"	"98.30"	"甜"	"红"	"厚"	"1161"	"75.0"	"JI JIAO YI HAO"	"--"	"吉林"	"12"	"-0.0800"	"--"	"40"	"吉林省蔬菜所"	"圆锥形"	"7.6000"	"生食"	"--"	"吉林省蔬菜所"	"55.0"	"耐热"	"46.9"	"Ⅱ6C0226"	"--"
"167"	"--"	"0.8300"	"258"	"九椒一号"	"向下"	"绿"	"56.20"	"3.4400"	"30.00"	"0.2"	"V06C0528"	"100.00"	"甜"	"红"	"薄"	"1250"	"60.0"	"JIU JIAO YI HAO"	"*"	"吉林"	"10"	"-0.0400"	"--"	"83"	"吉林省蔬菜所"	"圆锥形"	"10.8000"	"生食"	"0.140"	"吉林市农科所"	"50.0"	"--"	"47.4"	"Ⅱ6C0286"	"3上-5下-7上"
"168"	"中"	"0.6500"	"98"	"九椒二号"	"向下"	"绿"	"102.00"	"3.3700"	"32.80"	"0.4"	"V06C0529"	"100.00"	"微辣"	"--"	"厚"	"1113"	"120.0"	"JIU JIAO ER HAO"	"--"	"吉林"	"--"	"0.3200"	"--"	"105"	"吉林省蔬菜所"	"方灯笼形"	"7.1000"	"生食"	"0.060"	"吉林市农科所"	"46.0"	"--"	"44.2"	"Ⅱ6C0287"	"--"
"169"	"中"	"0.8100"	"107"	"通椒2号"	"向下"	"绿"	"105.08"	"0.7300"	"100.00"	"--"	"V06C0532"	"100.00"	"--"	"绿"	"--"	"1125"	"70.0"	"TONG JIAO 2 HAO"	"--"	"吉林"	"10"	"0.2800"	"--"	"110"	"吉林省蔬菜所"	"扁圆形"	"7.5600"	"生食"	"0.021"	"吉林通化市"	"--"	"中"	"98.3"	"Ⅱ6C0861"	"3上6下9中"
"170"	"中"	"0.8300"	"104"	"通椒一号"	"向下"	"绿"	"86.40"	"4.7500"	"27.80"	"0.3"	"V06C0534"	"7.40"	"甜"	"红"	"薄"	"1025"	"80.0"	"TONG JIAO YI HAO"	"--"	"吉林"	"11"	"3.1000"	"中"	"38"	"吉林省蔬菜所"	"方灯笼形"	"7.1000"	"生食"	"--"	"吉林通化市"	"55.0"	"--"	"41.9"	"Ⅱ6C0225"	"--"
"171"	"中"	"0.1100"	"109"	"延边三道筋"	"向下"	"绿"	"80.50"	"1.8600"	"53.10"	"0.3"	"V06C0540"	"75.60"	"中辣"	"红"	"薄"	"900"	"50.0"	"YAN BIAN SAN DAO JIN"	"--"	"吉林"	"10"	"2.7100"	"--"	"36"	"吉林省蔬菜所"	"圆锥形"	"7.5000"	"生食"	"0.200"	"吉林延吉市"	"50.0"	"--"	"58.3"	"Ⅱ6C0227"	"--"
"172"	"晚"	"0.8900"	"81-8-54"	"海门椒"	"向下"	"绿"	"123.17"	"1.3900"	"100.00"	"0.1"	"V06C0553"	"100.00"	"极辣"	"红"	"--"	"100"	"2.0"	"HAI MEN JIAO"	"*"	"江苏"	"16"	"1.2700"	"少"	"85"	"江苏农科院蔬菜所"	"圆锥形"	"20.8400"	"制干"	"0.194"	"江苏海门县"	"70.0"	"弱"	"100.0"	"Ⅱ6C0493"	"12中-4下-7中11"
"173"	"早"	"0.4500"	"79-6-15"	"淮安小叶椒"	"向下"	"绿"	"58.46"	"1.3400"	"100.00"	"0.1"	"V06C0554"	"100.00"	"中辣"	"红"	"--"	"700"	"8.0"	"HUAI AN XIAO YE JIAO"	"*"	"江苏"	"8"	"-0.3200"	"--"	"40"	"江苏农科院蔬菜所"	"方灯笼形"	"10.3600"	"生食"	"0.137"	"江苏淮安市"	"50.0"	"弱"	"100.0"	"Ⅱ6C1100"	"12中-4中-5下8"
"174"	"中"	"2.2100"	"79-6-14"	"淮安大叶椒"	"向下"	"绿"	"74.06"	"0.8300"	"100.00"	"0.1"	"V06C0555"	"100.00"	"中辣"	"--"	"--"	"650"	"12.0"	"HUAI AN DA YE JIAO"	"*"	"江苏"	"10"	"0.2900"	"--"	"48"	"江苏农科院蔬菜所"	"方灯笼形"	"11.3600"	"生食"	"0.086"	"江苏淮安县"	"50.0"	"弱"	"93.8"	"Ⅱ6C0896"	"12中-4中-6上9"
"175"	"早"	"1.0400"	"80-6-44"	"小黄壳椒"	"向下"	"绿"	"85.46"	"1.8600"	"70.58"	"0.1"	"V06C0556"	"100.00"	"中辣"	"红"	"--"	"450"	"6.6"	"XIAO HUANG KE JIAO"	"*"	"江苏"	"6"	"1.2000"	"--"	"35"	"江苏农科院蔬菜所"	"长柱形"	"14.9500"	"生食"	"0.062"	"江苏淮安县"	"65.0"	"--"	"100.0"	"Ⅱ6C0800"	"12中-4中-5下8"
"176"	"晚"	"-1.1300"	"89-6-59"	"钵池榜头椒"	"向下"	"绿"	"85.45"	"--"	"100.00"	"--"	"V06C0557"	"100.00"	"微辣"	"红"	"--"	"750"	"22.5"	"BO CHI BANG TOU JIAO"	"--"	"江苏"	"17"	"0.8600"	"--"	"88"	"江苏农科院蔬菜所"	"圆锥形"	"14.8900"	"生食"	"0.072"	"江苏淮阴县"	"58.0"	"强"	"100.0"	"Ⅱ6C0897"	"4月中-8月上10月"
"177"	"中"	"-0.0800"	"80-1-34"	"羊角椒"	"向下"	"绿"	"118.15"	"1.3900"	"100.00"	"0.2"	"V06C0568"	"100.00"	"中辣"	"红"	"薄"	"1000"	"19.0"	"YANG JIAO JIAO"	"--"	"江苏"	"15"	"1.6700"	"中"	"55"	"江苏农科院蔬菜所"	"圆锥形"	"11.8900"	"生食"	"0.124"	"江苏南京市"	"70.0"	"强"	"21.7"	"Ⅱ6C0613"	"4下-9下"
"178"	"早"	"-0.4400"	"79-1-20"	"黑壳早椒"	"向下"	"绿"	"92.74"	"1.2800"	"100.00"	"0.2"	"V06C0569"	"100.00"	"中辣"	"红"	"--"	"700"	"8.0"	"HEI KE ZAO JIAO"	"*"	"江苏"	"8"	"0.2900"	"中"	"38"	"江苏农科院蔬菜所"	"长柱形"	"15.6700"	"生食"	"0.182"	"江苏南京市"	"35.0"	"--"	"25.0"	"Ⅱ6C1099"	"12中-4中-5下8上"
"179"	"中"	"2.9800"	"89-1-60"	"耐湿椒"	"向下"	"绿"	"105.67"	"1.4000"	"100.00"	"0.3"	"V06C0570"	"100.00"	"中辣"	"红"	"厚"	"1000"	"20.0"	"NAI SHI JIAO"	"--"	"江苏"	"12"	"0.6500"	"中"	"53"	"江苏农科院蔬菜所"	"圆锥形"	"11.5700"	"生食腌制"	"0.032"	"江苏南京市"	"47.5"	"耐湿"	"30.0"	"Ⅱ6C1102"	"4中-6上-10"
"180"	"中"	"-0.8300"	"89-1-58"	"84-1"	"向下"	"绿"	"87.98"	"1.4700"	"100.00"	"0.1"	"V06C0571"	"100.00"	"中辣"	"红"	"薄"	"750"	"12.5"	"84-1"	"--"	"江苏"	"11"	"1.0300"	"较少"	"43"	"江苏农科院蔬菜所"	"方灯笼形"	"13.3200"	"生食"	"0.124"	"江苏南京市"	"42.5"	"耐热"	"70.0"	"Ⅱ6C1097"	"4中-6上-10"
"181"	"中"	"0.9900"	"89-1-59"	"21-005"	"向下"	"绿"	"125.48"	"0.2650"	"100.00"	"0.1"	"V06C0572"	"100.00"	"中辣"	"红"	"薄"	"1000"	"20.0"	"21-005"	"--"	"江苏"	"12"	"0.9500"	"中"	"58"	"江苏农科院蔬菜所"	"圆锥形"	"11.2800"	"生食"	"0.122"	"江苏南京市"	"55.0"	"中"	"87.8"	"Ⅱ6C1098"	"4下-9"
"182"	"中"	"0.1300"	"82-3-57"	"早熟三号"	"向下"	"绿"	"112.20"	"0.7900"	"100.00"	"0.2"	"V06C0580"	"100.00"	"不辣"	"红"	"--"	"875"	"50.0"	"ZAO SHU SAN HAO"	"*引自山西大同"	"江苏"	"11"	"0.2800"	"--"	"55"	"江苏农科院蔬菜所"	"方灯笼形"	"10.1200"	"生食"	"0.026"	"江苏无文县"	"57.5"	"--"	"30.0"	"Ⅱ6C0228"	"12中-4中-6上8"
"183"	"早"	"--"	"80-2-51"	"溧阳本地早椒"	"向下"	"绿"	"92.95"	"0.6500"	"100.00"	"0.2"	"V06C0592"	"100.00"	"中辣"	"--"	"--"	"450"	"9.0"	"LI YANG BEN DI ZAO JIAO"	"*"	"江苏"	"8"	"1.0200"	"中"	"43"	"江苏农科院蔬菜所"	"长柱形"	"10.0700"	"生食"	"0.229"	"江苏溧阳县"	"40.0"	"弱"	"--"	"Ⅱ6C0566"	"12中-4中-5下8"
"184"	"晚"	"--"	"Ⅱ6C0026"	"枫田辣椒"	"向下"	"黄"	"--"	"--"	"--"	"0.3"	"V06C0593"	"--"	"甜"	"红"	"厚"	"1250"	"30.0"	"FENG TIAN LA JIAO"	"*"	"江西"	"11"	"--"	"多"	"90"	"南昌市蔬菜所"	"圆锥形"	"--"	"生食"	"--"	"江西安福县"	"90.0"	"耐热"	"--"	"Ⅱ6C0431"	"3中下-7下11"
"185"	"早"	"0.4994"	"Ⅱ6C0029"	"安远红椒"	"向下"	"绿"	"167.86"	"4.5245"	"14.30"	"0.3"	"V06C0594"	"13.00"	"极辣"	"红"	"厚"	"1125"	"25.0"	"AN YUAN HONG JIAO"	"*"	"江西"	"7"	"2.8720"	"少"	"60"	"南昌市蔬菜所"	"圆锥形"	"13.2000"	"生食"	"0.120"	"江西安远县"	"76.0"	"耐热"	"18.8"	"Ⅱ6C0953"	"3上-4上-6上9"
"186"	"晚"	"1.0100"	"Ⅱ6C0034"	"陶沙辣椒"	"向下"	"绿"	"65.44"	"0.8200"	"100.00"	"--"	"V06C0595"	"100.00"	"甜"	"红"	"--"	"688"	"16.0"	"TAO SHA LA JIAO"	"--"	"江西"	"9"	"1.1300"	"--"	"55"	"南昌市蔬菜所"	"圆锥形"	"11.4900"	"生食"	"0.106"	"江西丰城县"	"64.2"	"强"	"100.0"	"Ⅱ6C0753"	"3上-9下"
"187"	"晚"	"0.9700"	"Ⅱ6C0036"	"丰城冷水椒"	"向下"	"绿"	"64.09"	"1.8400"	"66.67"	"0.1"	"V06C0596"	"25.00"	"甜辣"	"红"	"--"	"1600"	"25.0"	"FENG CHENG LENG SHUI JIAO"	"--"	"江西"	"9"	"3.1400"	"--"	"50"	"南昌市蔬菜所"	"方灯笼形"	"12.0500"	"生食"	"0.035"	"江西丰城县"	"65.0"	"强"	"96.7"	"Ⅱ6C0767"	"5上-11下"
"188"	"早"	"-0.1300"	"Ⅱ6C0028"	"赣州牛角椒"	"向下"	"绿"	"97.80"	"0.8800"	"100.00"	"0.2"	"V06C0598"	"100.00"	"微辣"	"红"	"中"	"1000"	"13.0"	"GAN ZHOU NIU JIAO JIAO"	"*"	"江西"	"10"	"0.4300"	"中"	"60"	"南昌市蔬菜所"	"圆锥形"	"10.4100"	"生食"	"0.132"	"江西赣州市"	"93.0"	"--"	"100.0"	"Ⅱ6C0590"	"12中-3中-5,8"
"189"	"晚"	"-0.2700"	"Ⅱ6C0032"	"九江羊角椒"	"向下"	"绿"	"80.65"	"1.4700"	"100.00"	"0.3"	"V06C0605"	"100.00"	"中辣"	"红"	"厚"	"875"	"35.0"	"JIU JIANG YANG JIAO JIAO"	"--"	"江西"	"12"	"1.3500"	"中"	"270"	"南昌市蔬菜所"	"圆锥形"	"9.4200"	"广泛"	"0.030"	"江西九江市"	"65.0"	"耐热"	"44.3"	"Ⅱ6C0432"	"--"
"190"	"中"	"0.3500"	"Ⅱ6C0018"	"乐平中籽辣椒"	"向上"	"绿"	"103.85"	"0.2700"	"100.00"	"0.3"	"V06C0606"	"36.00"	"中辣"	"红"	"厚"	"1500"	"18.0"	"LE PING ZHONG ZI LA JIAO"	"*"	"江西"	"13"	"2.4200"	"多"	"75"	"南昌市蔬菜所"	"圆锥形"	"8.3100"	"生食"	"0.112"	"江西乐平县"	"80.0"	"耐热"	"96.7"	"Ⅱ6C0435"	"3下-5上-6中11"
"191"	"中"	"1.1781"	"Ⅱ6C0038"	"夏埠羊角椒"	"--"	"绿"	"61.90"	"1.5363"	"60.00"	"0.2"	"V06C0622"	"63.60"	"中辣"	"绿"	"--"	"3250"	"14.0"	"XIA BU YANG JIAO JIAO"	"--"	"江西"	"11"	"0.7739"	"--"	"38"	"南昌市蔬菜所"	"圆锥形"	"8.6000"	"熟食"	"0.130"	"江西鹰潭市"	"49.0"	"强"	"10.0"	"Ⅱ6C0949"	"3月中旬-10月底"
"192"	"中"	"--"	"Ⅱ6C0025"	"永丰藤田椒"	"向下"	"绿"	"--"	"--"	"--"	"0.1"	"V06C0623"	"--"	"极辣"	"红"	"薄"	"1500"	"13.0"	"YONG FENG TENG TIAN JIAO"	"*"	"江西"	"12"	"--"	"中"	"60"	"南昌市蔬菜所"	"圆锥形"	"--"	"生食"	"--"	"江西永丰县"	"70.0"	"耐旱"	"--"	"Ⅱ6C1103"	"3上中-6中10"
"193"	"中"	"-0.2200"	"6CB20"	"猪嘴椒"	"侧生"	"绿"	"153.90"	"4.3600"	"9.40"	"0.3"	"V06C0624"	"9.40"	"中辣"	"红"	"厚"	"2750"	"50.0"	"ZHU ZUI JIAO"	"*"	"辽宁"	"9"	"6.2500"	"少"	"50"	"辽宁农科院园艺所"	"圆锥形"	"10.7000"	"生食"	"0.330"	"辽宁鞍山市"	"55.0"	"--"	"70.0"	"Ⅱ6C0332"	"3上播"
"194"	"中"	"0.8900"	"6CB12"	"小辣椒"	"向下"	"绿"	"148.80"	"2.8400"	"35.90"	"0.3"	"V06C0625"	"100.00"	"中辣"	"红"	"--"	"1750"	"50.0"	"XIAO LA JIAO"	"*"	"辽宁"	"9"	"0.2200"	"中"	"43"	"辽宁农科院园艺所"	"方灯笼形"	"13.0000"	"生食"	"0.470"	"辽宁北镇县"	"55.0"	"--"	"39.7"	"Ⅱ6C0342"	"2下-9下"
