"id"	"成熟期"	"茎秆茸毛量"	"科名"	"油酸"	"保存编号"	"品种名称"	"株型"	"耐渍性"	"棕榈酸"	"千粒重"	"成熟茎秆色"	"含油量"	"省"	"每叶腋花数"	"硬脂酸"	"蒴果长度"	"产地或来源"	"耐旱性"	"译名"	"库编号"	"茎点枯病"	"蒴果棱数"	"播种期"	"学名"	"统一编号"	"蛋白质含量"	"保存单位"	"属名"	"亚油酸"	"生育日数"	"裂蒴性"	"株高"	"种皮色"	"枯萎病"	"花色"
"253"	"10/04"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"042"	"芝麻"	"分枝"	"不耐"	"--"	"3.08"	"绿"	"52.04"	"云南"	"单花"	"--"	"中"	"云南武定"	"--"	"ZHI MA"	"--"	"感病"	"4"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM04090"	"20.95"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"125"	"裂"	"86.4"	"褐"	"感病"	"淡紫"
"254"	"09/26"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"043"	"芝麻"	"分枝"	"耐"	"--"	"2.37"	"黄"	"54.02"	"云南"	"单花"	"--"	"中"	"云南永仁"	"--"	"ZHI MA"	"I4C03585"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04091"	"21.88"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"123"	"裂"	"136.6"	"褐"	"抗病"	"淡紫"
"255"	"09/26"	"中"	"Pedaliaceae(胡麻科)"	"--"	"044"	"芝麻"	"分枝"	"耐"	"--"	"2.56"	"黄"	"54.94"	"云南"	"单花"	"--"	"中"	"云南"	"--"	"ZHI MA"	"I4C03586"	"高感"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04092"	"21.38"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"123"	"裂"	"125.6"	"褐"	"抗病"	"淡紫"
"256"	"09/29"	"中"	"Pedaliaceae(胡麻科)"	"--"	"045"	"芝麻"	"分枝"	"中耐"	"--"	"2.34"	"黄"	"51.50"	"云南"	"单花"	"--"	"中"	"云南元阳"	"--"	"ZHI MA"	"--"	"感病"	"4"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM04093"	"20.46"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"120"	"裂"	"95.2"	"黑"	"感病"	"淡紫"
"257"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"046"	"芝麻"	"分枝"	"中耐"	"--"	"2.80"	"绿"	"49.43"	"云南"	"单花"	"--"	"长"	"云南"	"--"	"ZHI MA"	"--"	"感病"	"4"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM04094"	"23.44"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"120"	"轻裂"	"86.2"	"黑"	"高感"	"淡紫"
"258"	"10/04"	"中"	"Pedaliaceae(胡麻科)"	"--"	"047"	"黑芝麻"	"分枝"	"不耐"	"--"	"2.08"	"绿"	"50.53"	"云南"	"单花"	"--"	"中"	"云南元阳"	"--"	"HEI ZHI MA"	"--"	"感病"	"4"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM04095"	"19.73"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"125"	"裂"	"102.0"	"黑"	"感病"	"淡紫"
"259"	"09/26"	"多"	"Pedaliaceae(胡麻科)"	"--"	"048"	"芝麻"	"分枝"	"中耐"	"--"	"2.31"	"黄"	"55.28"	"云南"	"单花"	"--"	"短"	"云南"	"--"	"ZHI MA"	"I4C03587"	"高感"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04096"	"21.58"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"123"	"不裂"	"154.6"	"黑"	"感病"	"淡紫"
"260"	"09/28"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"049"	"芝麻(254号)"	"分枝"	"不耐"	"--"	"2.04"	"黄"	"55.58"	"云南"	"单花"	"--"	"中"	"云南元阳"	"--"	"ZHI MA (254 HAO )"	"--"	"感病"	"4.6.8"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM04097"	"19.53"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"裂"	"99.2"	"白"	"高感"	"淡紫"
"261"	"09/26"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"050"	"白芝麻(20号)"	"分枝"	"中耐"	"--"	"1.90"	"黄"	"49.26"	"云南"	"单花"	"--"	"中"	"云南"	"--"	"BAI ZHI MA (20 HAO )"	"I4C03588"	"感病"	"4.6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04098"	"21.28"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"123"	"不裂"	"132.2"	"白"	"感病"	"淡紫"
"262"	"10/08"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"051"	"八杈芝麻"	"分枝"	"高耐"	"--"	"1.96"	"绿"	"53.94"	"云南"	"单花"	"--"	"中"	"云南新平"	"--"	"BA CHA ZHI MA"	"--"	"感病"	"6.8"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM04099"	"19.20"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"129"	"轻裂"	"96.6"	"白"	"感病"	"淡紫"
"263"	"09/26"	"多"	"Pedaliaceae(胡麻科)"	"--"	"052"	"白芝麻"	"分枝"	"极不"	"--"	"1.42"	"紫"	"54.66"	"云南"	"单花"	"--"	"中"	"云南"	"--"	"BAI ZHI MA"	"I4C03589"	"感病"	"6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04100"	"21.04"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"123"	"裂"	"117.8"	"白"	"高感"	"淡紫"
"264"	"10/04"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"053"	"白芝麻"	"分枝"	"中耐"	"--"	"2.16"	"黄"	"55.39"	"云南"	"三花"	"--"	"短"	"云南永仁"	"--"	"BAI ZHI MA"	"--"	"感病"	"4"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM04101"	"19.84"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"125"	"裂"	"74.4"	"白"	"感病"	"淡紫"
"265"	"10/04"	"中"	"Pedaliaceae(胡麻科)"	"--"	"054"	"芝麻"	"分枝"	"中耐"	"--"	"2.34"	"绿"	"54.58"	"云南"	"三花"	"--"	"中"	"云南巧家"	"--"	"ZHI MA"	"--"	"感病"	"4"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM04102"	"19.88"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"125"	"裂"	"93.6"	"白"	"感病"	"淡紫"
"266"	"09/23"	"中"	"Pedaliaceae(胡麻科)"	"--"	"055"	"泗丫芝麻"	"分枝"	"中耐"	"--"	"2.02"	"黄"	"49.68"	"云南"	"三花"	"--"	"中"	"云南新平"	"--"	"SI YA ZHI MA"	"I4C03590"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04103"	"24.11"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"120"	"裂"	"121.8"	"白"	"感病"	"淡紫"
"267"	"09/22"	"中"	"Pedaliaceae(胡麻科)"	"--"	"056"	"芝麻(248号)"	"分枝"	"高耐"	"--"	"2.43"	"黄"	"56.72"	"云南"	"三花"	"--"	"中"	"云南元阳"	"--"	"ZHI MA (248 HAO )"	"I4C03591"	"抗病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04104"	"19.04"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"裂"	"128.8"	"白"	"高感"	"淡紫"
"268"	"09/26"	"中"	"Pedaliaceae(胡麻科)"	"--"	"057"	"芝麻"	"分枝"	"耐"	"--"	"2.45"	"黄"	"57.54"	"云南"	"三花"	"--"	"中"	"云南楚雄"	"--"	"ZHI MA"	"I4C03592"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04105"	"19.12"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"123"	"裂"	"132.2"	"白"	"感病"	"淡紫"
"269"	"09/29"	"中"	"Pedaliaceae(胡麻科)"	"--"	"058"	"芝麻"	"分枝"	"中耐"	"--"	"1.98"	"紫"	"57.69"	"云南"	"三花"	"--"	"中"	"云南新平"	"--"	"ZHI MA"	"I4C03593"	"抗病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04106"	"19.70"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"126"	"裂"	"130.4"	"黄"	"感病"	"紫"
"270"	"09/22"	"中"	"Pedaliaceae(胡麻科)"	"--"	"059"	"芝麻"	"分枝"	"中耐"	"--"	"2.48"	"黄"	"50.24"	"云南"	"三花"	"--"	"中"	"云南南华"	"--"	"ZHI MA"	"I4C03594"	"抗病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04107"	"20.84"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"轻裂"	"113.0"	"黄"	"感病"	"淡紫"
"271"	"10/04"	"中"	"Pedaliaceae(胡麻科)"	"--"	"060"	"芝麻"	"分枝"	"中耐"	"--"	"2.46"	"绿"	"44.05"	"云南"	"三花"	"--"	"中"	"云南嘎泗"	"--"	"ZHI MA"	"--"	"感病"	"4"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM04108"	"16.13"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"125"	"裂"	"94.8"	"褐"	"感病"	"淡紫"
"272"	"09/29"	"极少"	"Pedaliaceae(胡麻科)"	"--"	"061"	"芝麻"	"分枝"	"耐"	"--"	"2.90"	"黄"	"51.03"	"云南"	"三花"	"--"	"中"	"云南"	"--"	"ZHI MA"	"--"	"感病"	"4"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM04109"	"21.88"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"120"	"裂"	"98.2"	"黑"	"感病"	"淡紫"
"273"	"09/22"	"中"	"Pedaliaceae(胡麻科)"	"--"	"062"	"芝麻"	"分枝"	"耐"	"--"	"2.33"	"黄"	"57.50"	"云南"	"三花"	"--"	"中"	"云南元阳"	"--"	"ZHI MA"	"I4C03595"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04110"	"18.17"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"裂"	"97.2"	"黑"	"感病"	"淡紫"
"274"	"09/22"	"多"	"Pedaliaceae(胡麻科)"	"--"	"063"	"芝麻"	"分枝"	"中耐"	"--"	"2.20"	"黄"	"59.54"	"云南"	"三花"	"--"	"短"	"云南"	"--"	"ZHI MA"	"--"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04111"	"20.59"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"轻裂"	"133.2"	"黑"	"感病"	"淡紫"
"275"	"09/23"	"多"	"Pedaliaceae(胡麻科)"	"--"	"064"	"芝麻"	"分枝"	"中耐"	"--"	"2.28"	"黄"	"55.06"	"云南"	"三花"	"--"	"短"	"云南嘎泗"	"--"	"ZHI MA"	"I4C03596"	"抗病"	"4.6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM04112"	"20.78"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"120"	"裂"	"114.2"	"白"	"抗病"	"淡紫"
"276"	"09/19"	"中"	"Pedaliaceae(胡麻科)"	"--"	"65"	"黑芝麻"	"单秆"	"中耐"	"--"	"2.25"	"黄"	"48.64"	"广西"	"单花"	"--"	"中"	"广西博白"	"中"	"HEI ZHI MA"	"I4C03597"	"高感"	"6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04113"	"21.64"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"82"	"轻裂"	"113.2"	"黑"	"高感"	"淡紫"
"277"	"09/19"	"中"	"Pedaliaceae(胡麻科)"	"--"	"66"	"油麻"	"单秆"	"不耐"	"--"	"2.40"	"绿"	"49.60"	"广西"	"单花"	"--"	"中"	"广西灵川"	"中"	"YOU MA"	"I4C03598"	"高感"	"6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04114"	"23.90"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"82"	"轻裂"	"117.0"	"黑"	"感病"	"淡紫"
"278"	"09/18"	"中"	"Pedaliaceae(胡麻科)"	"--"	"67"	"白芝麻"	"单秆"	"中耐"	"--"	"2.30"	"黄"	"52.73"	"广西"	"三花"	"--"	"短"	"广西富川"	"中"	"BAI ZHI MA"	"I4C03599"	"高感"	"4"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04115"	"24.89"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"81"	"裂"	"94.2"	"白"	"感病"	"淡紫"
"279"	"09/14"	"中"	"Pedaliaceae(胡麻科)"	"--"	"68"	"白芝芝"	"单秆"	"中耐"	"--"	"2.37"	"绿"	"53.76"	"广西"	"三花"	"--"	"短"	"广西融水"	"中"	"BAI ZHI ZHI"	"I4C03600"	"高感"	"4"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04116"	"24.33"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"77"	"轻裂"	"69.6"	"白"	"感病"	"淡紫"
"280"	"09/17"	"多"	"Pedaliaceae(胡麻科)"	"--"	"69"	"白芝麻"	"单秆"	"中耐"	"--"	"2.35"	"黄"	"54.00"	"广西"	"三花"	"--"	"中"	"广西上思"	"中"	"BAI ZHI MA"	"I4C03601"	"感病"	"4"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04117"	"23.84"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"80"	"轻裂"	"121.5"	"白"	"感病"	"淡紫"
"281"	"09/17"	"中"	"Pedaliaceae(胡麻科)"	"--"	"70"	"小白麻"	"单秆"	"中耐"	"--"	"2.35"	"黄"	"53.21"	"广西"	"三花"	"--"	"中"	"广西平南"	"中"	"XIAO BAI MA"	"I4C03602"	"高感"	"4"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04118"	"24.96"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"80"	"轻裂"	"91.1"	"白"	"感病"	"淡紫"
"282"	"09/18"	"中"	"Pedaliaceae(胡麻科)"	"--"	"71"	"白芝麻"	"单秆"	"不耐"	"--"	"2.35"	"黄"	"53.72"	"广西"	"三花"	"--"	"中"	"广西富川"	"中"	"BAI ZHI MA"	"I4C03603"	"高感"	"4"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04119"	"24.76"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"81"	"裂"	"95.6"	"白"	"感病"	"淡紫"
"283"	"09/21"	"中"	"Pedaliaceae(胡麻科)"	"--"	"72"	"黑芝麻"	"单秆"	"中耐"	"--"	"2.40"	"绿"	"49.56"	"广西"	"三花"	"--"	"中"	"广西藤县"	"中"	"HEI ZHI MA"	"I4C03604"	"高感"	"4"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04120"	"26.40"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"84"	"轻裂"	"125.5"	"黑"	"感病"	"淡紫"
"284"	"09/24"	"中"	"Pedaliaceae(胡麻科)"	"--"	"73"	"黑芝麻"	"单秆"	"中耐"	"--"	"2.60"	"绿"	"49.74"	"广西"	"三花"	"--"	"中"	"广西富川"	"中"	"HEI ZHI MA"	"I4C03605"	"感病"	"4"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04121"	"25.22"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"87"	"轻裂"	"117.3"	"黑"	"感病"	"淡紫"
"285"	"09/21"	"中"	"Pedaliaceae(胡麻科)"	"--"	"74"	"油麻"	"单秆"	"中耐"	"--"	"2.35"	"绿"	"49.38"	"广西"	"三花"	"--"	"中"	"广西灵川"	"中"	"YOU MA"	"I4C03606"	"高感"	"4"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04122"	"26.14"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"84"	"轻裂"	"114.0"	"黑"	"高感"	"淡紫"
"286"	"09/17"	"中"	"Pedaliaceae(胡麻科)"	"--"	"75"	"白芝麻"	"单秆"	"中耐"	"--"	"2.00"	"黄"	"50.69"	"广西"	"三花"	"--"	"中"	"广西隆林"	"中"	"BAI ZHI MA"	"I4C03608"	"高抗"	"4.6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04123"	"26.76"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"80"	"轻裂"	"113.2"	"白"	"感病"	"淡紫"
"287"	"09/21"	"中"	"Pedaliaceae(胡麻科)"	"--"	"76"	"黑芝麻"	"单秆"	"中耐"	"--"	"2.40"	"绿"	"50.64"	"广西"	"三花"	"--"	"中"	"广西富川"	"中"	"HEI ZHI MA"	"I4C03607"	"高感"	"4.6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04124"	"24.89"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"84"	"轻裂"	"127.6"	"黑"	"感病"	"淡紫"
"288"	"09/19"	"中"	"Pedaliaceae(胡麻科)"	"--"	"77"	"黑芝麻"	"单秆"	"不耐"	"--"	"2.40"	"黄"	"51.20"	"广西"	"三花"	"--"	"中"	"广西贺县"	"中"	"HEI ZHI MA"	"I4C03609"	"高感"	"6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04125"	"24.70"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"82"	"轻裂"	"125.4"	"黑"	"感病"	"淡紫"
"289"	"09/19"	"中"	"Pedaliaceae(胡麻科)"	"--"	"78"	"黑芝麻"	"单秆"	"极不"	"--"	"2.40"	"黄"	"48.26"	"广西"	"三花"	"--"	"中"	"广西钦州市"	"中"	"HEI ZHI MA"	"I4C03610"	"高感"	"6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04126"	"23.38"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"82"	"裂"	"100.1"	"黑"	"高感"	"淡紫"
"290"	"09/28"	"中"	"Pedaliaceae(胡麻科)"	"--"	"79"	"黑芝麻"	"分枝"	"耐"	"--"	"2.52"	"绿"	"48.34"	"广西"	"单花"	"--"	"短"	"广西来宾"	"中"	"HEI ZHI MA"	"I4C03611"	"高感"	"4"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04127"	"26.32"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"91"	"轻裂"	"164.6"	"黑"	"感病"	"淡紫"
"291"	"09/26"	"中"	"Pedaliaceae(胡麻科)"	"--"	"80"	"黑芝麻"	"分枝"	"中耐"	"--"	"2.70"	"绿"	"46.53"	"广西"	"单花"	"--"	"中"	"广西上思"	"强"	"HEI ZHI MA"	"I4C03612"	"感病"	"4"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04128"	"24.35"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"89"	"轻裂"	"172.4"	"黑"	"高感"	"淡紫"
"292"	"09/24"	"中"	"Pedaliaceae(胡麻科)"	"--"	"81"	"黑芝麻"	"分枝"	"中耐"	"--"	"2.49"	"绿"	"49.04"	"广西"	"单花"	"--"	"中"	"广西富川"	"中"	"HEI ZHI MA"	"I4C03613"	"高感"	"4"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04129"	"25.61"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"87"	"轻裂"	"151.5"	"黑"	"感病"	"淡紫"
"293"	"09/24"	"中"	"Pedaliaceae(胡麻科)"	"--"	"82"	"白芝麻"	"分枝"	"中耐"	"--"	"1.95"	"绿"	"51.13"	"广西"	"单花"	"--"	"短"	"广西隆安"	"中"	"BAI ZHI MA"	"I4C03629"	"高感"	"4.6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04130"	"26.78"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"87"	"轻裂"	"137.2"	"白"	"感病"	"淡紫"
"294"	"09/21"	"中"	"Pedaliaceae(胡麻科)"	"--"	"83"	"黄芝麻"	"分枝"	"不耐"	"--"	"2.30"	"绿"	"48.78"	"广西"	"单花"	"--"	"中"	"广西龙州"	"中"	"HUANG ZHI MA"	"I4C03618"	"感病"	"6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04131"	"22.97"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"84"	"轻裂"	"125.0"	"黄"	"感病"	"淡紫"
"295"	"09/21"	"中"	"Pedaliaceae(胡麻科)"	"--"	"84"	"黄芝麻"	"分枝"	"不耐"	"--"	"2.60"	"绿"	"48.69"	"广西"	"单花"	"--"	"中"	"广西防城"	"中"	"HUANG ZHI MA"	"I4C03619"	"感病"	"6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04132"	"23.74"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"84"	"轻裂"	"131.0"	"黄"	"高感"	"紫"
"296"	"09/28"	"中"	"Pedaliaceae(胡麻科)"	"--"	"85"	"黑芝麻"	"分枝"	"中耐"	"--"	"2.49"	"绿"	"49.12"	"广西"	"单花"	"--"	"中"	"广西上林"	"中"	"HEI ZHI MA"	"I4C03614"	"高感"	"6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04133"	"22.96"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"91"	"轻裂"	"165.2"	"黑"	"感病"	"淡紫"
"297"	"09/26"	"中"	"Pedaliaceae(胡麻科)"	"--"	"86"	"黑芝麻"	"分枝"	"不耐"	"--"	"2.35"	"绿"	"47.36"	"广西"	"单花"	"--"	"中"	"广西上思"	"强"	"HEI ZHI MA"	"I4C03615"	"感病"	"6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04134"	"23.28"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"89"	"轻裂"	"157.5"	"黑"	"感病"	"淡紫"
"298"	"09/26"	"中"	"Pedaliaceae(胡麻科)"	"--"	"87"	"黑芝麻"	"分枝"	"不耐"	"--"	"2.58"	"绿"	"49.38"	"广西"	"单花"	"--"	"中"	"广西钦城市"	"中"	"HEI ZHI MA"	"I4C03616"	"感病"	"6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04135"	"22.15"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"89"	"轻裂"	"138.6"	"黑"	"感病"	"淡紫"
"299"	"09/25"	"中"	"Pedaliaceae(胡麻科)"	"--"	"88"	"黑芝麻"	"分枝"	"中耐"	"--"	"2.60"	"黄"	"49.59"	"广西"	"单花"	"--"	"中"	"广西钦城市"	"强"	"HEI ZHI MA"	"I4C03617"	"感病"	"6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04136"	"21.94"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"88"	"轻裂"	"141.5"	"黑"	"感病"	"淡紫"
"300"	"09/24"	"中"	"Pedaliaceae(胡麻科)"	"--"	"89"	"黑芝麻"	"分枝"	"不耐"	"--"	"2.65"	"黄"	"49.40"	"广西"	"单花"	"--"	"中"	"广西邕县"	"中"	"HEI ZHI MA"	"I4C03620"	"感病"	"6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04137"	"22.00"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"87"	"轻裂"	"146.8"	"黑"	"感病"	"淡紫"
"301"	"09/24"	"中"	"Pedaliaceae(胡麻科)"	"--"	"90"	"黑芝麻"	"分枝"	"不耐"	"--"	"2.50"	"黄"	"49.70"	"广西"	"单花"	"--"	"短"	"广西上思"	"中"	"HEI ZHI MA"	"I4C03621"	"感病"	"6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04138"	"21.08"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"87"	"轻裂"	"127.1"	"黑"	"高感"	"淡紫"
"302"	"09/24"	"中"	"Pedaliaceae(胡麻科)"	"--"	"91"	"黑芝麻"	"分枝"	"不耐"	"--"	"2.55"	"绿"	"49.58"	"广西"	"单花"	"--"	"短"	"广西横县"	"中"	"HEI ZHI MA"	"I4C03622"	"高感"	"6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04139"	"22.02"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"87"	"轻裂"	"141.4"	"黑"	"高感"	"淡紫"
"303"	"09/21"	"中"	"Pedaliaceae(胡麻科)"	"--"	"92"	"黑芝麻"	"分枝"	"极不"	"--"	"2.35"	"黄"	"50.06"	"广西"	"单花"	"--"	"中"	"广西平南"	"中"	"HEI ZHI MA"	"I4C03623"	"高感"	"6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04140"	"20.98"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"84"	"轻裂"	"135.5"	"黑"	"高感"	"淡紫"
"304"	"09/21"	"中"	"Pedaliaceae(胡麻科)"	"--"	"93"	"黑芝麻"	"分枝"	"不耐"	"--"	"2.40"	"绿"	"51.07"	"广西"	"单花"	"--"	"短"	"广西上思"	"中"	"HEI ZHI MA"	"I4C03624"	"高感"	"6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04141"	"20.50"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"84"	"轻裂"	"136.8"	"黑"	"感病"	"淡紫"
"305"	"09/21"	"中"	"Pedaliaceae(胡麻科)"	"--"	"94"	"黑芝麻"	"分枝"	"中耐"	"--"	"2.35"	"绿"	"50.06"	"广西"	"单花"	"--"	"短"	"广西宁明"	"中"	"HEI ZHI MA"	"I4C03625"	"感病"	"6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04142"	"21.99"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"84"	"轻裂"	"149.8"	"黑"	"高感"	"淡紫"
"306"	"09/26"	"中"	"Pedaliaceae(胡麻科)"	"--"	"95"	"黑芝麻"	"分枝"	"不耐"	"--"	"2.30"	"黄"	"48.06"	"广西"	"单花"	"--"	"短"	"广西宁明"	"强"	"HEI ZHI MA"	"I4C03626"	"感病"	"6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04143"	"23.00"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"89"	"轻裂"	"154.4"	"黑"	"感病"	"淡紫"
"307"	"09/28"	"中"	"Pedaliaceae(胡麻科)"	"--"	"96"	"黑芝麻"	"分枝"	"极不"	"--"	"2.20"	"绿"	"47.79"	"广西"	"单花"	"--"	"短"	"广西龙州"	"中"	"HEI ZHI MA"	"I4C03627"	"高感"	"6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04144"	"21.94"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"91"	"轻裂"	"146.7"	"黑"	"高感"	"淡紫"
"308"	"09/19"	"中"	"Pedaliaceae(胡麻科)"	"--"	"97"	"黑芝麻"	"分枝"	"不耐"	"--"	"2.30"	"绿"	"48.29"	"广西"	"单花"	"--"	"中"	"广西防城"	"中"	"HEI ZHI MA"	"I4C03628"	"高感"	"6.8"	"06/29"	"Sesamum indicum L.(芝麻)"	"ZZM04145"	"24.00"	"广西农科院作物所"	"Sesamum(胡麻属)"	"--"	"82"	"轻裂"	"112.2"	"黑"	"感病"	"淡紫"
