"id"	"成熟期"	"茎秆茸毛量"	"科名"	"油酸"	"保存编号"	"品种名称"	"株型"	"耐渍性"	"棕榈酸"	"千粒重"	"成熟茎秆色"	"含油量"	"省"	"每叶腋花数"	"硬脂酸"	"蒴果长度"	"产地或来源"	"耐旱性"	"译名"	"库编号"	"茎点枯病"	"蒴果棱数"	"播种期"	"学名"	"统一编号"	"蛋白质含量"	"保存单位"	"属名"	"亚油酸"	"生育日数"	"裂蒴性"	"株高"	"种皮色"	"枯萎病"	"花色"
"599"	"09/24"	"中"	"Pedaliaceae(胡麻科)"	"--"	"川03"	"多棱麻芝麻"	"分枝"	"极不"	"--"	"2.62"	"绿"	"54.49"	"四川"	"单花"	"--"	"中"	"四川巫山"	"中"	"DUO LENG MA ZHI MA"	"I4C03159"	"感病"	"6.8"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM03698"	"20.78"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"115"	"轻裂"	"72.0"	"黄"	"感病"	"淡紫"
"600"	"09/06"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8577"	"黄秆芝麻"	"分枝"	"中耐"	"--"	"2.70"	"黄"	"48.79"	"四川"	"三花"	"--"	"短"	"四川巫溪"	"强"	"HUANG GAN ZHI MA"	"I4C03436"	"感病"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03699"	"26.65"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"99"	"轻裂"	"150.7"	"白"	"感病"	"淡紫"
"601"	"08/29"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8509"	"芝麻"	"分枝"	"中耐"	"--"	"2.60"	"紫"	"48.73"	"四川"	"三花"	"--"	"中"	"四川奉节"	"强"	"ZHI MA"	"I4C03439"	"感病"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03700"	"25.45"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"91"	"裂"	"128.4"	"白"	"感病"	"淡紫"
"602"	"08/30"	"多"	"Pedaliaceae(胡麻科)"	"--"	"85117"	"白花芝麻"	"分枝"	"耐"	"--"	"2.40"	"黄"	"51.21"	"四川"	"三花"	"--"	"短"	"四川万县"	"强"	"BAI HUA ZHI MA"	"I4C03442"	"高感"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03701"	"26.05"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"92"	"轻裂"	"152.6"	"白"	"抗病"	"白"
"603"	"09/01"	"多"	"Pedaliaceae(胡麻科)"	"--"	"85112"	"芝麻"	"分枝"	"中耐"	"--"	"2.40"	"绿"	"49.62"	"四川"	"三花"	"--"	"短"	"四川万县"	"强"	"ZHI MA"	"I4C03443"	"高感"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03702"	"27.20"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"94"	"轻裂"	"149.7"	"白"	"感病"	"淡紫"
"604"	"08/31"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8535"	"褐芝麻"	"分枝"	"耐"	"--"	"2.60"	"紫"	"46.63"	"四川"	"三花"	"--"	"短"	"四川云阳"	"强"	"HE ZHI MA"	"I4C03437"	"高感"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03703"	"25.08"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"93"	"裂"	"147.6"	"褐"	"高感"	"淡紫"
"605"	"08/31"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8503"	"三花麻"	"分枝"	"中耐"	"--"	"2.60"	"绿"	"45.23"	"四川"	"三花"	"--"	"短"	"四川梓潼"	"强"	"SAN HUA MA"	"I4C03440"	"感病"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03704"	"23.39"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"93"	"轻裂"	"141.0"	"褐"	"感病"	"淡紫"
"606"	"08/30"	"中"	"Pedaliaceae(胡麻科)"	"--"	"85119"	"黑芝麻"	"分枝"	"中耐"	"--"	"2.40"	"黄"	"47.63"	"四川"	"三花"	"--"	"短"	"四川巫溪"	"强"	"HEI ZHI MA"	"I4C03438"	"感病"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03705"	"24.76"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"92"	"裂"	"136.7"	"黑"	"感病"	"淡紫"
"607"	"08/31"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8505"	"黑芝麻"	"分枝"	"中耐"	"--"	"2.40"	"绿"	"49.36"	"四川"	"三花"	"--"	"短"	"四川梓潼"	"强"	"HEI ZHI MA"	"I4C03441"	"感病"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03706"	"25.53"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"93"	"裂"	"131.9"	"黑"	"感病"	"白"
"608"	"09/07"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8502"	"芝麻"	"分枝"	"中耐"	"--"	"2.90"	"绿"	"45.92"	"四川"	"三花"	"--"	"短"	"四川盐亭"	"强"	"ZHI MA"	"I4C03165"	"感病"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03707"	"22.96"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"100"	"不裂"	"144.0"	"黑"	"感病"	"淡紫"
"609"	"08/31"	"中"	"Pedaliaceae(胡麻科)"	"--"	"8537"	"黑芝麻"	"分枝"	"中耐"	"--"	"2.40"	"黄"	"46.88"	"四川"	"三花"	"--"	"短"	"四川云阳"	"中"	"HEI ZHI MA"	"I4C03444"	"感病"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03708"	"24.42"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"93"	"裂"	"125.1"	"黑"	"高感"	"淡紫"
"610"	"09/05"	"中"	"Pedaliaceae(胡麻科)"	"--"	"8553"	"闭果麻"	"分枝"	"不耐"	"--"	"3.00"	"绿"	"51.51"	"四川"	"三花"	"--"	"中"	"四川云阳"	"中"	"BI GUO MA"	"I4C03449"	"感病"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03709"	"25.24"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"98"	"不裂"	"144.6"	"白"	"感病"	"白"
"611"	"08/30"	"多"	"Pedaliaceae(胡麻科)"	"--"	"85118"	"小籽麻"	"分枝"	"中耐"	"--"	"2.20"	"黄"	"50.98"	"四川"	"三花"	"--"	"中"	"四川云阳"	"中"	"XIAO ZI MA"	"I4C03450"	"感病"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03710"	"25.50"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"92"	"轻裂"	"159.8"	"白"	"感病"	"淡紫"
"612"	"09/01"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8526"	"芝麻"	"分枝"	"耐"	"--"	"3.00"	"绿"	"51.32"	"四川"	"三花"	"--"	"短"	"四川云阳"	"强"	"ZHI MA"	"I4C03453"	"感病"	"4.6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03711"	"25.70"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"94"	"不裂"	"140.9"	"白"	"高感"	"淡紫"
"613"	"09/06"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8578"	"芝麻"	"分枝"	"耐"	"--"	"2.70"	"黄"	"50.86"	"四川"	"三花"	"--"	"中"	"四川巫溪"	"强"	"ZHI MA"	"I4C03454"	"抗病"	"4.6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03712"	"25.00"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"99"	"裂"	"138.0"	"白"	"高感"	"淡紫"
"614"	"09/01"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8546"	"多毛芝麻"	"分枝"	"中耐"	"--"	"2.80"	"绿"	"50.78"	"四川"	"三花"	"--"	"短"	"四川云阳"	"中"	"DUO MAO ZHI MA"	"I4C03456"	"感病"	"4.6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03713"	"25.84"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"94"	"裂"	"146.9"	"白"	"感病"	"白"
"615"	"08/28"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8521"	"黄芝麻"	"分枝"	"耐"	"--"	"2.60"	"黄"	"51.76"	"四川"	"三花"	"--"	"短"	"四川云阳"	"强"	"HUANG ZHI MA"	"I4C03452"	"抗病"	"4.6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03714"	"24.10"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"90"	"轻裂"	"140.4"	"黄"	"感病"	"白"
"616"	"09/02"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8549"	"六棱麻"	"分枝"	"耐"	"--"	"2.70"	"黄"	"50.32"	"四川"	"三花"	"--"	"短"	"四川云阳"	"强"	"LIU LENG MA"	"I4C03455"	"感病"	"6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03715"	"25.60"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"95"	"轻裂"	"156.3"	"褐"	"感病"	"白"
"617"	"09/30"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8518"	"芝麻"	"分枝"	"中耐"	"--"	"2.50"	"绿"	"51.77"	"四川"	"三花"	"--"	"短"	"四川奉节"	"强"	"ZHI MA"	"I4C03170"	"高抗"	"4.6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03716"	"25.68"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"92"	"轻裂"	"134.8"	"褐"	"感病"	"淡紫"
"618"	"09/01"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8547"	"白芝麻"	"分枝"	"中耐"	"--"	"3.20"	"紫"	"50.50"	"四川"	"三花"	"--"	"中"	"四川云阳"	"中"	"BAI ZHI MA"	"I4C03445"	"高感"	"4.6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03717"	"26.95"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"94"	"裂"	"145.0"	"白"	"感病"	"白"
"619"	"09/01"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8542"	"密果白"	"分枝"	"中耐"	"--"	"2.60"	"黄"	"50.67"	"四川"	"三花"	"--"	"短"	"四川巫山"	"中"	"MI GUO BAI"	"I4C03446"	"感病"	"4.6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03718"	"25.52"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"94"	"轻裂"	"127.9"	"白"	"感病"	"白"
"620"	"09/01"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8543"	"裂蒴芝麻"	"分枝"	"耐"	"--"	"2.70"	"黄"	"50.79"	"四川"	"三花"	"--"	"短"	"四川巫山"	"中"	"LIE SHUO ZHI MA"	"I4C03447"	"感病"	"4.6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03719"	"25.80"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"94"	"裂"	"126.0"	"白"	"感病"	"白"
"621"	"09/06"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8579"	"黑短角"	"分枝"	"耐"	"--"	"2.70"	"黄"	"44.54"	"四川"	"三花"	"--"	"短"	"四川巫溪"	"强"	"HEI DUAN JIAO"	"I4C03451"	"感病"	"4.6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03720"	"25.00"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"99"	"裂"	"145.0"	"黑"	"感病"	"白"
"622"	"09/06"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8581"	"黑芝麻"	"分枝"	"高耐"	"--"	"2.60"	"黄"	"45.41"	"四川"	"三花"	"--"	"短"	"四川巫溪"	"强"	"HEI ZHI MA"	"I4C03458"	"感病"	"4.6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03721"	"24.26"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"99"	"裂"	"154.3"	"黑"	"高感"	"白"
"623"	"09/06"	"中"	"Pedaliaceae(胡麻科)"	"--"	"8580"	"黑芝麻"	"分枝"	"高耐"	"--"	"2.90"	"绿"	"44.20"	"四川"	"三花"	"--"	"短"	"四川巫溪"	"强"	"HEI ZHI MA"	"I4C03459"	"感病"	"4.6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03722"	"24.20"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"99"	"裂"	"140.6"	"黑"	"高感"	"白"
"624"	"09/02"	"中"	"Pedaliaceae(胡麻科)"	"--"	"8572"	"多棱芝麻"	"多枝"	"耐"	"--"	"2.60"	"绿"	"48.77"	"四川"	"单花"	"--"	"短"	"四川巫山"	"强"	"DUO LENG ZHI MA"	"I4C03460"	"高抗"	"4"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03723"	"26.70"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"95"	"裂"	"148.9"	"褐"	"高感"	"白"
"625"	"09/01"	"多"	"Pedaliaceae(胡麻科)"	"--"	"8548"	"多枝麻"	"多枝"	"中耐"	"--"	"3.10"	"绿"	"50.39"	"四川"	"单花"	"--"	"中"	"四川云阳"	"中"	"DUO ZHI MA"	"I4C03461"	"感病"	"4.6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03724"	"25.89"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"94"	"裂"	"147.8"	"白"	"感病"	"白"
"626"	"09/05"	"中"	"Pedaliaceae(胡麻科)"	"--"	"8554"	"芝麻"	"多枝"	"高耐"	"--"	"2.50"	"绿"	"50.55"	"四川"	"单花"	"--"	"短"	"四川巫溪"	"中"	"ZHI MA"	"I4C03462"	"感病"	"4.6.8"	"05/30"	"Sesamum indicum L.(芝麻)"	"ZZM03725"	"25.22"	"万县地区农科所"	"Sesamum(胡麻属)"	"--"	"98"	"轻裂"	"148.9"	"褐"	"感病"	"淡紫"
"627"	"09/11"	"中"	"Pedaliaceae(胡麻科)"	"--"	"592"	"背三歇"	"单秆"	"不耐"	"--"	"2.43"	"黄"	"53.33"	"湖北"	"单花"	"--"	"中"	"湖北宜昌"	"--"	"BEI SAN XIE"	"I4C03468"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM03726"	"23.37"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"108"	"裂"	"109.4"	"白"	"抗病"	"淡紫"
"628"	"09/16"	"中"	"Pedaliaceae(胡麻科)"	"--"	"593"	"黄芝麻"	"单秆"	"不耐"	"--"	"2.71"	"黄"	"53.14"	"湖北"	"单花"	"--"	"中"	"湖北巴东"	"--"	"HUANG ZHI MA"	"I4C03469"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM03727"	"22.08"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"113"	"裂"	"114.4"	"黄"	"高感"	"淡紫"
"629"	"09/28"	"中"	"Pedaliaceae(胡麻科)"	"--"	"594"	"白芝麻"	"单秆"	"中耐"	"--"	"2.42"	"绿"	"54.94"	"湖北"	"单花"	"--"	"中"	"湖北兴山"	"--"	"BAI ZHI MA"	"I4C03175"	"感病"	"4.6.8"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM03728"	"21.25"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"不裂"	"83.2"	"白"	"感病"	"淡紫"
"630"	"09/29"	"中"	"Pedaliaceae(胡麻科)"	"--"	"595"	"芝麻"	"单秆"	"中耐"	"--"	"2.80"	"绿"	"56.22"	"湖北"	"三花"	"--"	"长"	"湖北神农架"	"--"	"ZHI MA"	"I4C03176"	"感病"	"4"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM03729"	"19.90"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"120"	"裂"	"88.6"	"白"	"感病"	"淡紫"
"631"	"09/24"	"中"	"Pedaliaceae(胡麻科)"	"--"	"596"	"芝麻"	"单秆"	"中耐"	"--"	"3.06"	"绿"	"56.29"	"湖北"	"三花"	"--"	"中"	"湖北保康"	"--"	"ZHI MA"	"I4C03177"	"感病"	"4"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM03730"	"19.62"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"115"	"不裂"	"75.6"	"白"	"感病"	"淡紫"
"632"	"10/04"	"多"	"Pedaliaceae(胡麻科)"	"--"	"597"	"白芝麻"	"单秆"	"中耐"	"--"	"2.49"	"绿"	"56.98"	"湖北"	"三花"	"--"	"中"	"湖北房县"	"--"	"BAI ZHI MA"	"I4C03178"	"抗病"	"4"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM03731"	"18.76"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"125"	"轻裂"	"101.6"	"白"	"感病"	"淡紫"
"633"	"09/17"	"中"	"Pedaliaceae(胡麻科)"	"--"	"598"	"白芝麻"	"单秆"	"高耐"	"--"	"2.86"	"绿"	"54.23"	"湖北"	"三花"	"--"	"中"	"湖北兴山"	"--"	"BAI ZHI MA"	"I4C03470"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM03732"	"22.64"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"114"	"裂"	"127.2"	"白"	"感病"	"淡紫"
"634"	"09/16"	"多"	"Pedaliaceae(胡麻科)"	"--"	"599"	"四棱子"	"单秆"	"极不"	"--"	"2.68"	"绿"	"55.14"	"湖北"	"三花"	"--"	"中"	"湖北长阳"	"--"	"SI LENG ZI"	"I4C03471"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM03733"	"20.91"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"113"	"裂"	"117.8"	"白"	"感病"	"淡紫"
"635"	"09/16"	"中"	"Pedaliaceae(胡麻科)"	"--"	"600"	"芝麻"	"单秆"	"中耐"	"--"	"3.06"	"绿"	"53.45"	"湖北"	"三花"	"--"	"中"	"湖北保康"	"--"	"ZHI MA"	"I4C03496"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM03734"	"20.85"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"113"	"裂"	"102.8"	"黄"	"感病"	"淡紫"
"636"	"09/28"	"多"	"Pedaliaceae(胡麻科)"	"--"	"601"	"乌芝麻"	"单秆"	"中耐"	"--"	"2.71"	"黄"	"53.73"	"湖北"	"三花"	"--"	"中"	"湖北神农架"	"--"	"WU ZHI MA"	"--"	"感病"	"4"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM03735"	"19.66"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"裂"	"96.4"	"褐"	"感病"	"淡紫"
"637"	"09/17"	"中"	"Pedaliaceae(胡麻科)"	"--"	"602"	"芝麻"	"单秆"	"中耐"	"--"	"2.58"	"黄"	"54.07"	"湖北"	"三花"	"--"	"中"	"湖北保康"	"--"	"ZHI MA"	"I4C03472"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM03736"	"20.62"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"114"	"轻裂"	"108.8"	"褐"	"感病"	"淡紫"
"638"	"09/17"	"中"	"Pedaliaceae(胡麻科)"	"--"	"603"	"鄂坪芝麻"	"单秆"	"中耐"	"--"	"2.54"	"绿"	"56.25"	"湖北"	"三花"	"--"	"中"	"湖北竹溪"	"--"	"E PING ZHI MA"	"I4C03473"	"抗病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM03737"	"20.65"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"114"	"裂"	"109.8"	"黄"	"高抗"	"淡紫"
"639"	"09/11"	"多"	"Pedaliaceae(胡麻科)"	"--"	"604"	"八棱子"	"单秆"	"中耐"	"--"	"2.68"	"绿"	"53.31"	"湖北"	"三花"	"--"	"中"	"湖北长阳"	"--"	"BA LENG ZI"	"I4C03474"	"感病"	"4.6.8"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM03738"	"22.16"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"108"	"裂"	"120.4"	"白"	"感病"	"淡紫"
"640"	"09/21"	"多"	"Pedaliaceae(胡麻科)"	"--"	"605"	"和尚头"	"单秆"	"不耐"	"--"	"2.26"	"绿"	"57.75"	"湖北"	"三花"	"--"	"中"	"湖北大悟"	"--"	"HE SHANG TOU"	"--"	"感病"	"4.6.8"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM03739"	"18.72"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"112"	"轻裂"	"99.6"	"黄"	"高感"	"淡紫"
"641"	"09/28"	"中"	"Pedaliaceae(胡麻科)"	"--"	"606"	"白芝麻"	"分枝"	"极不"	"--"	"2.15"	"绿"	"57.51"	"湖北"	"单花"	"--"	"中"	"湖北秭归"	"--"	"BAI ZHI MA"	"--"	"抗病"	"4"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM03740"	"18.58"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"裂"	"77.2"	"白"	"感病"	"淡紫"
"642"	"09/17"	"中"	"Pedaliaceae(胡麻科)"	"--"	"607"	"白芝麻"	"分枝"	"不耐"	"--"	"2.50"	"黄"	"54.70"	"湖北"	"单花"	"--"	"短"	"湖北宜昌"	"--"	"BAI ZHI MA"	"I4C03475"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM03741"	"20.98"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"114"	"裂"	"116.2"	"白"	"感病"	"淡紫"
"643"	"09/28"	"中"	"Pedaliaceae(胡麻科)"	"--"	"608"	"芝麻"	"分枝"	"极不"	"--"	"2.57"	"绿"	"55.54"	"湖北"	"单花"	"--"	"中"	"湖北宜昌"	"--"	"ZHI MA"	"I4C03180"	"感病"	"4"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM03742"	"20.33"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"轻裂"	"87.6"	"白"	"感病"	"淡紫"
"644"	"09/28"	"多"	"Pedaliaceae(胡麻科)"	"--"	"609"	"老芝麻"	"分枝"	"极不"	"--"	"3.93"	"绿"	"55.02"	"湖北"	"单花"	"--"	"短"	"湖北神农架"	"--"	"LAO ZHI MA"	"I4C03181"	"感病"	"4"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM03743"	"20.06"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"不裂"	"83.2"	"黄"	"抗病"	"淡紫"
"645"	"09/28"	"中"	"Pedaliaceae(胡麻科)"	"--"	"610"	"芝麻"	"分枝"	"中耐"	"--"	"2.41"	"绿"	"54.56"	"湖北"	"单花"	"--"	"中"	"湖北长阳"	"--"	"ZHI MA"	"I4C03182"	"抗病"	"4"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM03744"	"20.08"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"不裂"	"83.2"	"黄"	"高感"	"淡紫"
"646"	"09/28"	"中"	"Pedaliaceae(胡麻科)"	"--"	"611"	"胡芝麻"	"分枝"	"不耐"	"--"	"2.76"	"绿"	"53.74"	"湖北"	"单花"	"--"	"中"	"湖北神农架"	"--"	"HU ZHI MA"	"I4C03183"	"抗病"	"4"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM03745"	"21.52"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"不裂"	"93.6"	"黄"	"高感"	"淡紫"
"647"	"09/17"	"中"	"Pedaliaceae(胡麻科)"	"--"	"612"	"芝麻"	"分枝"	"中耐"	"--"	"2.54"	"绿"	"53.95"	"湖北"	"单花"	"--"	"中"	"湖北竹溪"	"--"	"ZHI MA"	"I4C03476"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM03746"	"21.86"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"114"	"轻裂"	"116.4"	"黄"	"感病"	"淡紫"
"648"	"09/11"	"中"	"Pedaliaceae(胡麻科)"	"--"	"613"	"芝麻"	"分枝"	"中耐"	"--"	"2.72"	"黄"	"51.52"	"湖北"	"单花"	"--"	"中"	"湖北保康"	"--"	"ZHI MA"	"I4C03477"	"抗病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM03747"	"22.78"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"108"	"裂"	"97.4"	"褐"	"感病"	"淡紫"
"649"	"09/23"	"中"	"Pedaliaceae(胡麻科)"	"--"	"614"	"黄芝麻"	"分枝"	"中耐"	"--"	"2.62"	"黄"	"52.19"	"湖北"	"单花"	"--"	"短"	"湖北五峰"	"--"	"HUANG ZHI MA"	"I4C03478"	"感病"	"4"	"05/26"	"Sesamum indicum L.(芝麻)"	"ZZM03748"	"23.40"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"120"	"裂"	"109.4"	"黄"	"感病"	"淡紫"
"650"	"09/28"	"多"	"Pedaliaceae(胡麻科)"	"--"	"615"	"芝麻"	"分枝"	"中耐"	"--"	"2.88"	"绿"	"55.22"	"湖北"	"单花"	"--"	"中"	"湖北神农架"	"--"	"ZHI MA"	"--"	"感病"	"4"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM03749"	"19.42"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"裂"	"79.0"	"褐"	"感病"	"淡紫"
"651"	"09/24"	"多"	"Pedaliaceae(胡麻科)"	"--"	"616"	"芝麻"	"分枝"	"极不"	"--"	"2.70"	"绿"	"49.98"	"湖北"	"单花"	"--"	"中"	"湖北神农架"	"--"	"ZHI MA"	"--"	"感病"	"4"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM03750"	"20.07"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"115"	"轻裂"	"86.4"	"褐"	"抗病"	"淡紫"
"652"	"09/28"	"中"	"Pedaliaceae(胡麻科)"	"--"	"617"	"芝麻"	"分枝"	"中耐"	"--"	"2.54"	"绿"	"50.23"	"湖北"	"单花"	"--"	"中"	"湖北保康"	"--"	"ZHI MA"	"--"	"抗病"	"4"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM03751"	"20.22"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"轻裂"	"86.4"	"褐"	"抗病"	"淡紫"
"653"	"09/28"	"中"	"Pedaliaceae(胡麻科)"	"--"	"618"	"红芝麻"	"分枝"	"不耐"	"--"	"3.14"	"绿"	"52.78"	"湖北"	"单花"	"--"	"中"	"湖北房县"	"--"	"HONG ZHI MA"	"I4C03187"	"感病"	"4"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM03752"	"21.60"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"不裂"	"67.3"	"褐"	"高抗"	"淡紫"
"654"	"09/28"	"多"	"Pedaliaceae(胡麻科)"	"--"	"619"	"红芝麻"	"分枝"	"极不"	"--"	"2.96"	"绿"	"54.92"	"湖北"	"单花"	"--"	"中"	"湖北房县"	"--"	"HONG ZHI MA"	"I4C03188"	"高感"	"4"	"06/01"	"Sesamum indicum L.(芝麻)"	"ZZM03753"	"20.35"	"中国农科院油料所"	"Sesamum(胡麻属)"	"--"	"119"	"轻裂"	"83.8"	"褐"	"抗病"	"淡紫"
